,UKF243,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.002373674029168881,,,,,,,,,,,-0.020120872624155357,,0.14710196850540622,
BMP1,-0.018358468235270438,-0.014532956679357341,0.07511568861566266,0.003811376921591883,0.008321724350375233,0.10580209625821684,0.029645397409513285,-0.0007776434252692274,-0.025052796971715842,-0.06898204140793235,0.014906858201295524,-0.06119381095066849,0.13686687462967412,0.06742798410181891,0.008125052409532874,-0.006092677948360631,0.06663952575441456,0.05903822623969543,-0.015726076159318127,0.07890640787583247
NDP,-0.02162665322288081,-0.011701062286100943,0.07969249283016772,0.009666005482490378,-0.010723347510580846,0.031275786624883214,-0.016409380161376292,-0.01583003198932326,-0.014208254115658086,-0.01172045266715331,0.030042971285711293,-0.0366977796603829,0.06014236520893447,-0.03917663739373066,0.07337027235051162,0.02342653414428883,0.03454596569274223,-0.05639359406668628,0.18916263766843747,0.017500349946286915
TNFSF18,0.011342435688013023,0.06990578583220676,,,,0.00568151029856628,0.040187781236544984,,,,,,-0.04222234054507154,,,,0.00323319995594956,,0.018600978568826733,0.052233286808473896
IL36G,,,,,,,,,,,0.019526644391595634,,,,,,,,,
RTN4,0.04939714454385404,0.011033269873693982,0.02980492098881929,-0.00817117185369648,0.024042944246810413,-0.13768348485629608,-0.03998730492164631,-0.00029357613997393434,-0.007474432598111172,0.032156816699809174,-0.08479111932878491,-0.02023626359084339,0.0008281713452220032,-0.06723668743736856,-0.022669169656974512,-0.03900759541510203,-0.008729195395972125,0.08623396033450098,0.020405600332909075,-0.05447611753696055
HEBP1,0.052955004134872086,0.07222660458121057,0.01672293183883164,-0.01053422572446879,0.02661093061471068,0.036542141976233004,0.03678165640900323,-0.027531171848879196,0.003422273196938896,-0.018065749196339353,-0.010921886399699824,0.09064390317552799,-0.013416635092953478,-0.03755323923239257,0.06300206519264766,-0.004029904171213806,-0.006425356853419604,0.001048611815027309,0.1334069668008449,0.047221637334328666
WNT7B,-0.03743541261345371,-0.018628564235715756,-0.004709964228236148,-0.02847982367653243,-0.008551068684577362,-0.0561549678421496,0.022261350092437973,0.0878804406842335,,0.03514933918652914,-0.021430272766787526,0.14399142987262603,,0.18083399521371396,0.023211057439911524,0.07644560971406653,0.045542684468938006,-0.0022170745230625237,-0.03900038631407113,0.05448082061587328
PTMA,-0.014121047904773209,0.04850160620859183,0.0802668591670775,0.005889668895683569,0.02322845545116336,-0.03663036605824046,-0.02993315946179885,0.04439980829772192,-0.004444157502552667,0.02733825648474151,0.04279653877270161,0.021332711701369658,-0.03931972645538962,-0.07952055276186713,-0.008802608119871448,-0.04136623238213854,-0.00748215788003549,0.0038644019283552737,-0.08916631508416252,-0.014959894660568891
FASLG,,,,,,,,,,,,,,,,,,,-0.038519588248207295,
CEACAM1,,0.03087262183258006,,-0.027990760942894523,-0.01456208478832588,-0.002449781963640796,-0.029989810709238406,,,,,0.037880407436647556,-0.029689471141202576,-0.006330781187209108,-0.004611239210946624,-0.020776411422056308,-0.029816015864495303,-0.018811726712932606,0.06136640513544838,
PDAP1,-0.02918399540825641,-0.010414919762365834,0.09006943017063859,-0.008352610918499061,0.030693174287061305,0.11892432966625356,0.027198491360680196,-0.023887097044171513,0.003998840336225341,-0.013486122310860426,-0.0046896508213431646,-0.09097962846534012,0.0077475135777816595,0.032653375735343805,0.042158648111152726,-0.026119444243752305,0.013264327719252638,-0.036145249232095486,0.0606144682808631,-0.02790369748724153
QDPR,0.05990658301326506,0.029822926867937288,-0.02679782028505415,-0.003554191258998461,-0.07173811290724144,-0.13078298829404242,-0.04399997075144201,0.021949959703111862,0.024753487548394883,0.009886596450030543,0.0164356007974079,-0.039116819855342266,0.02219572482006313,0.06759123876749715,0.07216533718811483,0.028816893128520815,0.023095579414451582,0.02848686924495446,0.13213662548432398,-0.05735177425734333
POMC,0.06674943425476895,0.03893119651968337,,0.036435537610870525,-0.015717824382387124,-0.04613363163338643,-0.02212528658931075,-0.023150132757995545,-0.016337571367058632,-0.016040263459624667,0.0004347125680558333,-0.04103247779779114,0.08892138250457242,0.056236889010813494,0.031149493529180217,-0.011075566244938485,-0.02894654085914803,-0.030773513687997956,0.046077248156674175,0.03966512750242696
CCL18,-0.0069238831834326255,,,,,,,,0.028083242641158062,0.03239348551944978,,-0.020262689401671287,,0.11286066851280104,-0.04434223626151579,-0.018324666239538493,,-0.028998502150226473,,
CCL17,,,,0.006456467476052706,,,-0.012116693742748519,-0.017498844032262012,,,0.05189370309911415,,,,-0.023050110353252332,-0.015859769639922906,-0.026528208272357395,,-0.02277706023324045,
VEGFD,0.0374109665661781,-0.020476585242467097,,-0.01868727010338283,0.012422275567814672,0.0319709083120737,0.018009244451225384,-0.012835613718631579,-0.01982360956483249,0.058782571100050765,0.08324282675211092,-0.050126403495048544,0.15357510696625754,,,0.05690451596722447,0.04458230028251657,,,
TNFSF13,,,,-0.02187281832978713,,,,,,,,,,,0.010375246023928288,0.08063621765954003,-0.028448072661697462,-0.021124308289006556,-0.033575303874302874,0.007887958443769461
WNT5A,0.009789490470189295,0.0456640988944797,0.015182640388977566,-0.05615401309893152,0.0031906173932839538,0.052768890401246056,0.03288778438896967,-0.007486022613236301,0.04355687402210787,0.024971622957432875,0.052862808008388856,-0.02335274316162071,0.03314582889765936,0.03021555860147145,0.015113902575643193,-0.020965240977588624,0.0011390911361377825,0.03293028951048305,-0.026307386432540752,0.08580008688557328
CXCL8,0.06518988333107391,0.08232494792296689,-0.1091451540305178,0.10315376814046873,0.04236498646582706,0.04458126172439498,-0.01889433890152292,0.035214355354880135,0.0973227220216979,0.017462770382968108,0.018637191595238065,0.12853933535941053,-0.035148526308995384,-0.03715615147446332,-0.13579483506785184,-0.10662395914392009,-0.009739194496510614,-0.0016722063162880804,0.073027019252152,0.11218237549335155
GRN,0.04235175435199309,-0.08032419925224463,-0.018616362307679317,0.009120511502540847,0.05017551768627888,0.0834082924264479,0.01314126857758522,0.008073442243068779,-0.014315657251243502,-0.04372546235303653,-0.04158007939299959,-0.024379784108548467,0.07088124418039728,-0.01605271103970424,0.005853346061886402,-0.002805723241552205,0.06874063821894978,0.010676601757359462,-0.10475807319545392,-0.01284684365108979
MIA,-0.007821498832272967,-0.00024297306303087612,0.026471494500906925,0.03067483628016527,0.05938041334962907,0.0017403815893873703,-0.005150810524316038,-0.01459780744986409,,0.03067543680859373,0.0322231564558678,0.010064075021551495,0.04104765740327803,0.007369505148706652,0.03367109221298267,0.09642434562101035,-0.05253706199338627,0.03698107055112748,0.20381527497723234,0.008209896237100158
COL4A4,-0.04380869989738826,-0.030624541089644863,-0.03488265451782209,0.03978644016649464,0.019932286724017107,0.016442876522960843,0.02101260409873259,0.035047008743566005,,,-0.002085175634996782,,0.08650030126209834,-0.02668150196130043,-0.029402171138194287,-0.03326628326381137,0.07694095398983596,-0.027147046953400658,-0.04970202445642101,0.15196884269706504
TAC1,-0.044347460336890784,0.010058691778940011,0.12759792566456254,-0.016970401488018903,-0.030739670690271777,-0.06972291325111939,-0.03481330576329616,-0.009901849212090167,0.0016475245300699626,,0.004280640862454843,,,,,,,-0.032455587711400585,0.04413869019933949,-0.07673729365880431
RARRES2,0.006463351788957267,0.00909423549030987,-0.05864044062117404,-0.04104184807730697,0.00933818317223631,0.10416780213543972,-0.058414100109398084,-0.011552714451346357,-0.00014838799334522033,0.05970441481655577,0.0660168638904968,0.08486231134275192,0.0045554841820906,0.041282216953144636,-0.005941108289825764,-0.01797888428523755,0.01432733850160779,0.020942304686176194,0.04595557853239287,0.04317268618698418
FGF7,0.011004626139417401,0.006181081890953345,0.009152699264238985,-0.022096045792709663,-0.026676069475930524,0.03604087883891421,0.02328003736843105,-0.03076121182584269,-0.021177320324870408,0.003859755200682677,0.04491732899592903,0.016528183891027136,0.028153811040432627,0.023303498106885152,-0.008032494999199688,0.013625381827373604,0.029464122679508098,-0.009123363869141995,0.10591284265422975,-0.023178507896108907
EFNA2,,,,,,,,,,,,,,,,-0.01974658863527945,,,,
HBEGF,0.04407613658601243,0.058658953387915595,0.049745675796610676,0.02274021944737599,0.026342465948546848,0.05735327683822693,0.0015281317003810989,-0.014891356901465978,0.0704511457891318,-0.014128163204420103,-0.009610940891976097,-0.10467519201908743,0.028219493446188147,0.05653586151631324,0.028566055019256898,-0.015997370558951986,0.029080024823943177,0.013986146989445393,-0.09270695410536203,0.07323368419469647
CSF3,0.08263104983251877,,-0.00261155839667674,0.07958154186295091,0.051715589255465134,0.04615514603277909,,,,-0.016750942713876206,,,,,-0.03319595024819093,-0.078623586977006,,-0.026969179899760908,-0.0008923461840322204,0.07917113693581403
