,UKF248,UKF275,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.13156326400786908,-0.013031404634028064,0.23302922215164656,-0.08394123080956303,0.11258522328710704,0.14265447309791532,0.008527730896794566,-0.0445644171348076
NDP,-0.042642597745426405,-0.011388109035975143,0.07993164829523186,-0.01718187665487014,0.035484998683902286,-0.011808440674063548,-0.012643873050797115,0.025090831000588
TNFSF18,0.03540462299233087,-0.01262208878819351,,,,,,-0.026348574364073462
IL36G,,,,-0.016478484556408032,,,,
RTN4,-0.0907152951791572,-0.02691522571377794,-0.055776114617168956,0.07257528854365207,-0.05153300865351572,0.06255797887523824,-0.036134830897917414,0.00466569942827786
HEBP1,0.01218325316388409,0.04509764801256474,0.07009411156843678,0.008292146445030705,0.09792180177375145,0.007188721429440011,0.04239024362515988,-0.02755435901658259
WNT7B,-0.02163673866634023,-0.03618004255059806,0.03654231632494027,-0.018111753531114102,0.09281112088855475,0.06259862422840863,-0.027240231473209107,-0.04743565778051634
PTMA,0.04047467980733569,-0.016122009777411128,0.20015535825994493,-0.08498914630777904,-0.010466247017198636,0.03633430385620016,0.010496791235207355,-0.05381179575065705
CEACAM1,-0.01114762435609622,-0.019851538652655713,,,-0.026408757740439232,0.07706933859378767,0.06723586353466787,
PDAP1,-0.03041234013110268,0.03996222231702894,0.12434975928492145,-0.08239449751114215,-0.008129288339270927,0.07874690829127583,0.013045387096911262,-0.019241822684137058
QDPR,-0.023857737493939407,-0.027580838288922802,0.15382739611514393,0.003728285287023928,-0.08213024252439179,-0.08087481339134917,-0.012259633870333604,0.05601014718091968
POMC,0.021627607461232465,-0.01464567369855005,-0.005606279429474748,0.04864794287476551,-0.05797031714559126,-0.03744842011509668,0.02377361047616387,-0.046561832601916577
CCL18,-0.030803413179934364,,0.08723080514191658,,0.042710014207884645,0.0022004749078034435,0.028669355464199343,
CCL17,,-0.01574220216408139,,-0.015053563466296677,0.02238130997353211,0.13460929234198218,,
VEGFD,-0.007917079672183155,0.06577003611636709,-0.02154861835170844,0.026571458716902044,,0.006275978815149639,,
TNFSF13,0.04877806917174013,,,,-0.02415419625187756,0.0202171852889597,-0.0019793934679578178,0.14625015439406192
WNT5A,0.013413443110328655,0.009914636789634052,0.010987187082021363,0.031414739622427426,0.017151750989176297,0.08092062437423173,-0.03260373890331075,-0.059006528558895203
CXCL8,-0.04219977288047071,0.00454884974631403,0.0449636016276881,0.0436467429805418,0.25155701598013935,0.22053260569987393,-0.03647598709747805,-0.00420833914870989
GRN,0.1775916812243522,-0.04090701571398337,0.06938626443151663,0.056997317127821405,-0.02997376370981175,-0.00025424013676524234,0.026110744272527346,0.009681814960872585
MIA,0.015078578800943723,0.04391761890629538,0.0040159737366353395,0.1041695158777867,0.004227949856434284,-0.0761295652848725,-0.025647052621260442,0.037939485402967724
COL4A4,-0.017726794955077643,-0.016435346102122373,,-0.021433347900116247,-0.05088353294567443,-0.038149029834034856,0.005433378605497595,0.03385365057039477
TAC1,-0.057604942305778874,-0.03590027976736011,,0.13542157813145503,,,-0.007411168271386973,0.028868494232290147
RARRES2,-0.052491369377489036,-0.046677684183336815,-0.1999747912164391,-0.08593364371287154,0.2042450488859943,0.20098439615404157,0.06458247685542617,-0.023605258009770223
FGF7,,-0.03746647277168563,-0.0022687501205559345,-0.03376965500418101,-0.036726476943303304,-0.03442877379052381,-0.047422219793995225,-0.039732518669413894
EFNA2,,,,,,0.021539289783449697,,
HBEGF,0.105111805739223,0.03103103461891729,0.06327745214369727,-0.013499174388033431,0.1305554443508002,0.10770958089680537,0.023448799934970285,-0.01729183399305115
CSF3,,,-0.004819968290274964,,0.19821820029850895,0.2643158538460127,-0.02591977380799811,0.07783394165547725
PI3,-0.032406489391226034,,,,0.22822332629926995,0.2513645737699231,-0.014557928287350221,-0.029537234881889522
PCSK1N,-0.026923148573820055,0.033233529910272605,0.061815430140342895,0.05382500471788102,-0.14105170256394758,-0.11746349592351059,0.04379375806502025,-0.002774306158127075
NTS,,-0.01877547243508332,,,-0.04548497226584146,-0.04605549090278626,0.05681522801795768,
SFRP1,-0.021829895456280717,-0.003181824861729142,0.07024456492772446,0.011792165963784943,-0.045507145686940316,-0.0533473771297334,0.011714372694566587,-0.042040951477102434
CXCL13,,,0.044286548650349436,,0.005662638262402394,0.08134779613863259,0.027835229129697898,-0.027333644615716756
MICA,0.09393616457382861,0.0350893080964802,0.042367592465407826,-0.005167547945320891,0.10912685842434054,-0.015621635055432187,-0.018521083342536847,-0.03148035801052706
TG,-0.00877149575490139,-0.01585967294038926,-0.005193597940694173,-0.022612576428421977,-0.044624731210391684,-0.0567223716684485,0.03176336285062099,0.03909357333349834
ADA,0.18257209391345622,0.00015772694865261047,0.10298936368556179,0.0005292616894016684,-0.017119316495574452,-0.013501725184647526,-0.0232017325727562,-0.065491827502679
LAMC3,0.1983621558701674,0.01728135390987022,0.06726561661483367,0.002189184835618017,-0.05280382559210026,0.02520507652283252,0.04896783602288797,-0.05569466442389725
CCL7,-0.01959357298594497,,,,0.1020974411815825,,,0.014891974823233607
NGF,0.09285907839724711,,0.03154031545412963,,0.013633673888584049,-0.037294628459869084,0.017721025990105412,-0.038190161520878146
TNFSF15,,,-0.058070566625819026,,0.03648377803872381,,-0.01609573454715557,-0.03729510781704333
HMGB1,-0.049006103039142504,0.004565613594222463,0.0847255737248406,-0.02040399064658972,-0.08261784481599507,-0.012295798365741548,0.011602359460724099,-0.046200646472086764
ITGB3BP,-0.008536059728517993,0.041913782568782455,0.038874363248223444,-0.09233946659105455,0.07284208280742296,0.05165730538492044,0.030708886123795857,-0.016355052993766467
AANAT,-0.02842729344860007,-0.014262696559509217,,0.0131333818549757,0.08902635968963626,0.01039478118920658,,-0.020575949102528735
RELN,0.021560859401578716,0.04385829139557569,,0.05698318899513496,,,0.01897942102570663,-0.06136871639229881
IL15,-0.04982774482410726,-0.008922619248601429,-0.020375149318632976,-0.01872799582593394,0.04203418616057895,0.01343106343955666,-0.0005964386143852554,-0.011092843572125777
UTS2,,,,,-0.0021590266178691557,,,
BSG,0.051120404480287276,0.06250818800425688,-0.09034797783170966,-0.07560053887060829,0.1950076995555067,0.19891793560674237,-0.01995608889483912,-0.03255985808924416
ADAMTS3,0.06538942719974442,-0.01308871992347549,0.002000880648047537,-0.008853826364200205,0.0011802302183711272,-0.03340144607047115,-0.04383886081218125,-0.007314235623880999
CD34,0.1758155987143829,0.006524618350207854,0.11358605364973293,0.15795732373199867,0.021183077652317316,0.05385561243343202,0.09067453088766957,-0.06371699736830194
PLAT,0.06958974211697032,0.034097567714756694,0.03476334312691046,-0.08426948691922147,-0.10693780678959376,-0.14244998717375815,0.013732877682071461,-0.010674047369331738
NTF3,,,0.09554079562117432,,-0.03250098423730424,-0.04871251715029695,-0.013877093716969578,
LTA,,0.06778092216364491,,-0.018727998137726482,,,,
CKLF,0.08154016167453382,-0.00954539157174722,0.03511226115149399,-0.05936808835073067,-0.08909101566354939,-0.10881402413996023,0.03252359620654383,-0.0026351422428556705
APELA,,,-0.07602326491635437,,,,,
CD24,-0.008825620270316333,-0.04889963239553106,0.2984881822947472,0.010423646579302491,-0.09951918717466574,-0.1278622350593294,0.014971679023945677,0.04260378666807648
HSP90AA1,-0.1036984348760558,0.00021672674346426466,0.04119446364727323,0.11475164082532881,0.17140165476767327,0.19977787198470912,0.009907202811886794,0.009669010500735618
BMP4,0.034092156599050995,0.09777613054597158,-0.04209134173784903,-0.015958188723870826,-0.01030387342570875,-0.020039849605654844,0.10976662397148376,-0.057061690084611344
SCGB3A1,0.0702244962655541,,0.01627436965640995,-0.013068149433088289,0.021790013383065156,-0.012993889804520346,-0.02229114959419063,-0.0413474890103999
IGFBP4,0.2036809666549627,0.06855138116544696,0.07990276377353872,0.017953914043826798,-0.02043665026368185,0.04486869909932217,0.06092198481926694,-0.006721167277155949
RSPO4,,0.019050508062382374,,-0.02597868180002718,,,-0.02251082801071558,-0.006925717268541086
LEFTY2,-0.05962796917099731,0.022435359838902727,-0.06565980087466934,-0.023119504553588282,0.06385344689047191,-0.00623035065943319,0.018804809714662037,-0.03730924387655955
PF4,-0.020325184711901697,,,,,-0.03464884781827949,,-0.020324544416363853
ANGPTL2,0.09738842687579045,-0.02582930789618244,-0.055529308478583284,-0.0806106880291044,-0.10360290311010205,-0.10020039368665126,0.013805705744265075,-0.04899680009265295
LRIG2,-0.003313057317801102,0.0019321853417419675,0.07931253309810177,-0.019422554812329657,0.006474036056212938,0.01799153456018675,-0.030333466340446234,0.0011726985189466617
ICOSLG,0.0778791883274661,-0.03438874911558355,-0.03788555793921758,-0.04142132025565637,0.0481374193949085,-0.0026062714442728536,0.042715965108380376,-0.00412852293139422
WIF1,-0.03657187084103858,-0.012328565441752093,,0.11080926500240249,,,-0.02092599507766861,0.08251866764123449
NPPC,-0.032757639554346615,0.010779402568918427,,-0.055348238553617826,0.027147926136240914,0.01958829940946352,-0.015921128332489595,0.01973480751650784
LYZ,0.1199561342548961,-0.01139882400247954,-0.04870769511806636,0.002500080420260853,-0.015080221445115168,-0.05972110648132002,-0.011113835038225443,-0.027266256737144064
EREG,,,-0.07677888896335053,,0.00367270920089265,0.04309913797677145,-0.028037615821493077,-0.02339957141973277
SPTAN1,0.07260647088390557,-0.003305300940372777,0.012192126684535048,0.04937254120071896,-0.09541712499166487,-0.1323176940269166,-0.01902956039329652,0.013555881213037095
PTH2,,,,,,,0.06203578451021876,
LIPC,-0.024883368456312567,0.04590145606464109,0.02904421426843292,-0.017104366300719074,,,,-0.016183729274085446
COL8A1,0.07548823954860527,0.03679344621272741,-0.13880495315844815,-0.06398901509660629,-0.017860631242810614,-0.019189613139663293,-0.017746812687225704,0.036851121138912146
GSTM2,-0.003020029108513566,0.052531275996290504,-0.03289982976076623,-0.03012022948403682,-0.028701537008951214,-0.03008914713049776,-0.03164665837575799,0.0714178180603368
SPX,0.01928015953220334,-0.01453204820717075,,0.09655880922404847,-0.04241209068113128,-0.0025631099743722153,-0.020009491576509532,-0.005250664297240969
MFGE8,0.18268061945704236,0.03885918196734488,-0.001682890385403105,0.011396544228327265,-6.042770515872478e-05,0.0673546732481077,0.02975276699251503,-0.022928991123940833
TGFA,-0.023610030031559606,0.05564909490934558,-0.003515667795473264,-0.01682122280628932,-0.0063357638196441905,-0.02683826847212621,-0.0564509895708136,0.02552650144113421
SLIT2,-0.010545199258459191,-0.013327377265990283,-0.06530391684011606,0.08202248146440419,0.06752454847431962,-0.0022486043725661407,-0.023916218592114624,0.04581728196821537
PLTP,0.025853670884529997,-0.054406046613558745,0.05128199455944352,-0.03016245290184544,0.01626737182655146,-0.003495763910466826,0.008886018143836607,-0.042106623749370006
APOD,0.08563426126455569,0.004813799674643362,-0.02879315794837154,0.10164548262920206,-0.14767293527076736,-0.12117904742106583,0.1311805635531121,0.0013061659739580125
B2M,0.06752663660687769,-0.02106231955583133,0.03208374069109258,-0.06695305078928988,0.05510838883777788,-0.02978190443527165,-0.023572315837218232,-0.04805318053942271
OMG,-0.008101126610179381,-0.012929345815136278,-0.03921912362184015,0.03649282887598016,-0.15200666507196103,-0.08434303835377104,-0.00932046217306402,0.008336593469768132
CXCL3,-0.03618903109260821,0.00815248579116053,0.059448705536553265,-0.013487550044723696,0.2690308489997322,0.22288523734599608,-0.023152897434084177,-0.009340145717198968
CXCL10,-0.046415429819914936,-0.014320782021722264,-0.013669022705957296,-0.02143334925417607,0.1316122308986936,-0.009469511455875962,0.054851192780606836,-0.04707681641537185
RSPO3,-0.013736460203445126,0.04603738181701651,,-0.014094229849672723,-0.037030931831690796,-0.028182012229589933,-0.025443849817525697,-0.0350232663400763
CORT,0.025305494530617458,-0.02500726654760672,,-0.007627392099970504,-0.0059290815023329895,0.03091582964520006,0.005123530360529602,
NCAN,-0.023792442602343915,-0.009148322422243938,,-0.11689800210092195,-0.19376310811896186,-0.19399340280614893,-0.017810784012310864,0.08500423347476423
PRG4,0.16382953798793604,-0.02041713204981105,,-0.016478484556408032,0.021430610420250483,-0.053501278728032266,0.039527077052564114,0.0457010489402327
ZG16B,-0.027170369296661924,-0.010914866981521661,-0.038265628717631055,,,,,0.10194044852985618
TGM2,0.1527921945763794,0.008399860815449783,0.06301761998884056,0.02454810483349763,0.13384899391138583,0.22270143795679667,0.07915627160085409,0.027023957563506267
VEGFC,0.1473115813052065,0.08035304944863113,0.039733201176603825,0.18357035533661087,-0.03042708650499174,0.026210182309984703,0.023756061820338206,0.03379839186673144
WNT6,-0.031613796857771326,-0.024290647159935928,0.01597338075693139,-0.01467698503495564,0.05505908280819873,0.10606569712155944,0.07463742494364708,-0.017916307308904325
NRG4,-0.01804636860211184,-0.020969226745823653,,0.015535921119625026,,,0.019073994684336383,0.011891107592815945
PMCH,0.14814156556070696,-0.015976342176150203,,,-0.05116172266445799,-0.05087227601633798,-0.017115079741238607,-0.020339953040660365
COL9A1,0.0268421842488151,0.05759539573242584,,-0.022355308956458705,-0.06764630607875381,-0.11916900679769384,-0.017211823639206654,0.022338744048028065
GDF11,0.014969742830605861,-0.05893381651521004,0.06364859834150383,-0.05762787977380267,-0.041146002084160464,-0.021080562424787563,-0.052209339272511965,0.007386064961189142
IL24,,,0.010750233686471537,,-0.014528703005286374,0.21074575396514936,,-0.030121800519675616
SORBS1,-0.02871756802933907,-0.01518771889024967,-0.013159421924551934,-0.03596824416888122,-0.06667670914313677,-0.034049451633346,-0.02791075177705453,0.0018133384596345555
DLL1,0.04614874224695781,0.022878540785271687,0.03616347835695691,0.032402742359447026,-0.11830767243405191,-0.08645879757879185,-0.04534082221850324,-0.033446042251244396
TLN1,0.10624582228637604,-0.0022080307348442026,0.0771014814539985,-0.07051320232076788,0.11249356316266015,0.09692633379084623,0.010333830221933103,-0.058386914718480745
COL2A1,0.05663578860840922,,,-0.01369263233010198,0.011839102729031088,-0.005300436326321023,0.028939917317484812,-0.024274537593991542
SHH,,0.049151592531185874,,0.038554242256270646,0.06654860261791304,0.011440154527890238,-0.06257051963223347,-0.04909382175721295
PON2,-0.01839759582986371,-0.058343774810287394,0.02987273814768887,-0.10003697014005883,-0.05603639699318114,-0.08690055291427948,-0.02441722384170045,-0.010634730708129146
ICAM5,-0.025439506432889822,-0.0024397938526591447,0.08107351539343419,0.042984816404437805,0.01089480679448251,0.02639987288306126,0.02009898314316092,0.04719645891291919
HPX,-0.04147365712231144,0.02888379526652296,0.019901114113586825,-0.02257040994476297,0.022288229553408683,-0.034376964670331356,0.006879025910641893,0.04247125784646897
SFRP2,0.06604260763521963,0.044740619849560806,-0.05390561989538751,0.05732372860065056,-0.024843453840351852,0.017390113863193203,-0.01879284847596231,0.018426446394288497
CFC1,,-0.013736464022416298,,,,,,-0.023840650375220707
CD70,0.10654680943381827,0.02001868583703254,-0.019202314873470135,,0.09315000455658318,0.15251559809752557,-0.034754031559593175,0.026228689014450707
HP,-0.042280120690107496,-0.00484079263177594,,-0.045646368385472084,0.04664084652684899,-0.032172557231365057,-0.03426510482363554,0.001827920140642557
CXCL2,0.0025169817918431602,0.037786142764544374,0.0351695908759976,0.01579047816398936,0.18515259183408161,0.1751340751490874,-0.0015044861659719337,-0.010513381411758513
NPPB,-0.025277602980489876,0.03413468770531609,,0.04505113813784171,0.049091716430173286,0.04889073145028872,0.01901515740758743,
CCK,-0.04608374303293859,-0.024165075340120742,,0.14252878622837345,-0.08322688822543152,-0.1011895013900763,-0.01742754258176335,0.0037544410501083223
SEMA6A,-0.10997603204222495,-0.0010587522870375468,-0.0014902841836541704,-0.06715501078092005,-0.07133522598181737,-0.10133391149217252,-0.033569359122661,-0.03803600841521968
IRAK4,0.026094402406587648,-0.008235871621660147,0.07455552446673151,-0.025156178281974136,0.03503457904997811,0.009093042814832924,0.016321043804263975,-0.04341105562370181
GSTP1,0.08094762523242079,-0.04692664776380939,-0.06500745943973499,-0.03676249382234805,0.09175307795192843,-0.11788935505156381,0.05159435971714561,0.04668822762309028
VCAM1,-0.0168921081131892,-0.027904389704432365,0.0015082993345707488,0.02208086479353274,0.155371222893569,0.16517190105523452,-0.005205466265704376,-0.01772712307967795
NXPH3,0.027973514541371074,-0.022946928090328545,0.0877533338534838,-0.00830490977054651,0.027275340116925822,-0.04669401261924153,0.024300259231654582,-0.0377004402592403
MTMR4,-0.03928747163125731,0.03680504013451811,0.09627900058339577,0.04150150719769949,-0.040494434449828184,-0.001199117932212304,-0.004423517200574235,-0.0031548460623783115
