,UKF248,UKF269,UKF296,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
APOD,-0.07196996180608546,-0.00028099657670510635,-0.05970144083811437,-0.03921741716647517,-0.013623017667297226,-0.01778956732515553,0.05605244577919007,0.05116671898124035
B2M,0.08899672356288675,0.01196435817334104,-0.009541201961026783,-0.017738955554280726,0.04053800894087308,0.09976908402320567,0.008954734397551437,0.034078423113173904
OMG,-0.05220251306666718,-0.014141228079186255,-0.0018991147246559168,0.05807263485617515,-0.00967937184798297,-0.020699669886398125,0.00016469534628250166,0.026632934846272008
CXCL3,0.018132980705836733,-0.01834904219367668,0.02866911510966424,,-0.025643874600406666,-0.020409538723038672,-0.019207745814941866,-0.007532044084139317
CXCL10,0.01077061123831955,0.014378335670194628,-0.00557382037801451,0.020168442983578526,0.004824040297659115,0.0474745650530914,0.05659309675221461,0.0006390354053198998
RSPO3,-0.018688602114401074,-0.0229483604108305,0.054100130878661286,,0.013764959217581512,,-0.006772815166017704,0.10771151475101008
CORT,0.005243895964087192,-0.008028279607108335,-0.007830989811712818,,-0.01383368023368143,,-0.0015471788230598542,
NCAN,-0.03430114857587104,0.00013255011790942059,0.005073902497221094,-0.04050733254741515,0.01750934501142622,0.027223475891240665,0.04822673961631225,0.013203622976697764
PRG4,-0.020690509703278247,-0.01987951488427234,,,0.11849511715516357,,-0.03222886790739975,0.053809185933499405
ZG16B,-0.01907830301265522,0.015189905602843346,,-0.020248050970036062,,,,0.09120820346758711
TGM2,0.030395533929220606,0.00412202769861505,0.024503900617375854,-0.0952220299314381,-0.03643419806042487,-0.02670449961920902,0.017413548774111078,-0.040588856564018214
VEGFC,-0.02627071828856923,-0.011839402143670255,0.03688871243114076,-0.02624549538170943,-0.027717653388614663,-0.008333776883087196,0.008450036349163777,0.012316876562351423
WNT6,0.007903741016474492,-0.01954889977884811,,-0.019255898849700238,0.05203042580440102,,-0.02328729627574004,-0.019210687819526038
NRG4,-0.01267167496731286,0.03580812472807384,0.0018140384818902274,,,0.02607644042200221,-0.023170834574017727,-0.02888992796584562
PMCH,-0.014604787337762284,,,,-0.019409393461641458,,-0.013340809878690883,-0.03699771052231275
COL9A1,0.0018769566949353492,0.023442091129304805,0.006868859602646169,0.001211353517730091,0.02653628717266715,-0.05447216576569096,0.03912815494719386,-0.0550203262161103
GDF11,-0.03037346891819567,-0.025929343110942853,-0.02357826423750416,-0.03276723739843505,-0.028171899011170412,-0.014984972216227552,-0.0017664937030074687,0.06308310869643322
IL24,,,,,-0.013008858504779376,,,0.01743469483580998
SORBS1,0.09107046325451063,0.02421969646139171,-0.009706721188861107,-0.03252033331993457,0.039049188206031996,0.024824456200465778,-0.009456858450908781,-0.02355302855451606
DLL1,-0.016664573844487957,0.0053373425280705345,-0.023736334599778357,0.029545105974036888,0.025222012442349645,-0.03411025186436129,0.03181744211629905,-0.015897832089357383
TLN1,0.020688711398951617,0.019343518963799215,0.0035755724475137704,-0.03299979291239265,-0.07296704633138874,-0.04515274072697346,0.06140822362120298,-0.00435094485940736
COL2A1,-0.0573390193621134,0.06671711851211368,,,-0.03390506477072106,,0.013930874055360675,-0.026028274445245535
SHH,,-0.014424581598292878,0.005280825776138324,,0.009058820088283827,0.012387337219660802,-0.028711098786380857,0.008381398994416003
PON2,-0.001849737074471073,0.0012146805278414022,-0.04302962756023717,0.08048720592827914,0.08820094354287479,-0.07754031219410704,0.018891651127018093,0.0015276214635687288
ICAM5,-0.009314723105310565,0.058615420480202025,0.006822244826813457,,0.0491990609519699,,0.047193594369988746,-0.024177095592691936
HPX,-0.03437919090040954,-0.026720037340928603,-0.012426560384927657,-0.011696442631757589,0.057190720931342455,-0.028982556670968294,0.0072369058485409355,-0.046104977581451746
SFRP2,-0.01829140259234844,0.011776344078052,-0.00029567740978536075,0.11415187646192838,0.016951459317251814,0.005600942531431731,0.02665878448355999,-0.029587594817291986
CFC1,,,,,,,,-0.02556304063534396
CD70,-0.02287888237491847,,,,-0.01612146611198898,,-0.03374259024805064,0.01758183942811225
HP,-0.024609900529117403,-0.027269282479923725,-0.03246760952044639,-0.03738253692043063,-0.024804337356782558,0.08245800106390945,0.020415139607411162,0.012140033192636594
CXCL2,-0.008009431940706366,-0.0538037083155034,-0.01726987577472028,,0.007702333353613316,0.05482121355318537,-0.028454553627596,-0.08133164092891922
NPPB,0.13697439238708073,,,,0.004243701984869875,,0.017847075032990704,
CCK,-0.02726278566738276,-0.022779773049537606,0.00226776066317241,-0.02520120210891162,-0.01900616191463708,-0.03062157494405066,0.011823482963876475,0.018585613653800414
SEMA6A,-0.0025331158467438715,-0.01286722107937427,-0.02214328464507956,0.04749624663880141,-0.005721545731096205,-0.0016263014545685101,-0.032474985273498916,0.020962238925776967
IRAK4,0.06518394998432159,-0.011250176637263146,0.028282974997042947,0.04043506620208838,0.03412201561693613,-0.014727239342435545,0.028497876398661668,0.016200055099611817
GSTP1,-0.06794118792363825,-0.003720459473525236,-0.06700996343099352,-0.013633288790255245,0.03252333998380987,0.02010299804756187,-0.05039033718389472,0.023606711121018534
VCAM1,0.04387520866939439,-0.03106699985561092,0.01647292757487988,-0.005411303365670975,-0.00963337911157633,0.03279166793624633,-0.049814942224290296,-0.0666829276178245
NXPH3,0.06466880303635758,-0.03353928975656796,-0.025994210510716226,0.013835286872024026,0.004391337706484937,0.010166720528186237,-0.051617824311966036,0.030402194475018553
MTMR4,0.06426598001354346,0.029208544783748906,0.027106386140125813,-0.07373610801498413,-0.006016734389121109,0.0010812211645716263,0.010081479200109992,0.0074170489375461396
LAMC2,-0.013931307985800173,,,,-0.017084281432427146,0.02693220069549231,-0.0129493368576384,0.027840656211414558
IL10,0.07807553062629734,-0.024078048449451807,,0.06849820192153916,0.06403828756180074,-0.020160145434789955,-0.00930424890528019,-0.026262825427099627
SEMA4D,0.022391998286321532,0.022396816719767027,0.006410395443428415,-0.04877571334815322,0.06389267584840276,-0.022397820624259004,0.029042083267083792,0.017013964167460705
TRH,0.08090659342277075,-0.038014013776638544,,,0.06652772799980143,0.03709019560196798,-0.023724132580059225,0.028550469178625512
SEMA6D,0.07211011400192102,-0.0384866780562228,-0.039682580726464606,0.038274042634958726,0.034905295700996965,0.08756512797460889,0.024124784564973904,0.02792996530004154
CEL,,,,-0.027991879274676005,-0.021238686526050276,-0.013840655687120102,-0.010132420323124034,0.07254031027185
PDCD1LG2,-0.0036342119154539622,-0.024407312277235815,-0.022999255871501572,0.09709498235773312,0.0824664721265516,-0.04158795786641845,0.01593041559393808,-0.006822624667978555
SPINT1,0.0753919806868643,-0.028112232590128693,-0.0203077335773916,0.011509639039018386,-0.001156216357639937,-0.014859951044027672,-0.012601797238576438,0.04806975783079769
CTHRC1,-0.06038771165569994,-0.016658813558405598,0.02179185832834595,0.03363762357891983,-0.0015709251415465964,0.052242140425311785,-0.015325088262398229,0.041211769942949734
PODXL,0.02099942583141592,-0.016375299622352377,0.008264713199980107,0.058172327337596606,0.017086333240306825,0.05013661814284022,0.008697987344477097,-0.01558288030495241
JAM3,0.03457259462071188,0.013088855319542651,0.03561494833121124,-0.054226933355932094,-0.028392000643575867,0.06735688584380041,0.012164107691542301,-0.010473354532313725
TGFB2,0.07515115908910337,-0.014096874636826892,0.009859471450988169,-0.03825941260703077,0.028699984179596762,-0.0026365144278680925,9.741848715108403e-05,0.02466403590110635
COL18A1,0.0016421847072579027,0.010072668537020301,-0.04573294807916302,-0.004394513780469024,-0.06541535521677633,0.11087472353549713,0.006420307655108487,-0.03400912669090039
NODAL,-0.02862493663445835,-0.014936034750791718,,0.032722487272202457,-0.01606900465430154,-0.03144044669033781,-0.014808537914923866,0.03536601517992407
INHBB,0.06348030556345206,-0.02496478404729879,-0.05490974792114374,-0.0633087072147024,-0.005522142927214328,-0.0012643211691486522,0.006145275280114556,0.009645504164105376
LCN1,-0.013931311120401193,-0.016102354342890327,,,-0.015175142431838467,,,-0.019513304608979487
ARF4,0.011098722741058721,-0.002551542621841184,-0.03880083554407435,0.08231102973762476,0.11322638237472406,-0.011348959988676884,-0.03250522392518143,0.005126290701981405
CXCL14,0.03141389357443054,0.03931413278916795,-0.0447477122255926,-0.05615651019652384,-0.021480753617203252,0.004145824186979351,0.019321422004834218,-0.032429968833088456
LIF,-0.004779775826750656,-0.01985610502836752,0.02378404954590485,0.007419002161194912,-0.07890285753353495,-0.04515896889389093,0.007428154168818453,-0.045780617956741175
IL17B,,0.002060794445957982,,,-0.024297777236875224,,0.02295080778708582,0.1331321841400064
MMP1,-0.01920661288110878,,,,-0.025012441471728538,,-0.01334080882218037,-0.04937412424202937
MATN1,-0.018291405084991108,0.027784582220616257,,,0.034149867021918516,-0.021141452629847443,-0.018987082543564168,-0.020105753651910963
ADAM28,0.022119463685729732,-0.020179687911178284,-0.040810183270009265,0.004428172150802159,0.01559396618655028,0.06595831777706286,0.037050607491759,-0.004546791452949992
TCN2,-0.0526088370022232,-0.005462707087881478,-0.009333393201594322,-0.030845644835413633,-0.04674608605663616,0.04700686763956463,0.01529991817485571,0.02973088298468533
THPO,0.03520090326004733,-0.00763647876458528,-0.015330014843178133,0.012646519516500598,,,-0.016470414666224033,-0.03013029987056636
CUBN,-0.020131060158858335,0.08878355973559086,0.0729931453746231,0.06514278875094671,0.037846505991385414,0.09288909606033892,0.028892722197443203,0.004992132376150572
TIMP3,0.1001211950419302,-0.014562692246589558,-0.01971642480468474,0.002727844923050387,-0.03212325029739524,0.004506995918599954,0.0168652268519367,-0.023624317148583804
PIGF,0.028874886514732634,0.037029092278451865,-0.05442175220916657,0.055393033203145585,-0.02088874624839788,-0.028779660343369314,0.02400919382634348,0.02080899689456346
CRH,-0.01632218961865923,-0.024761186643614104,-0.02773646885131173,,-0.04256938046324442,0.024969134469428125,0.02337715303682399,0.08289401030185634
BDNF,0.03873084978135427,0.05985146063008481,-0.002379341562988629,,0.039259416893825616,0.10592836672487699,-0.039568331010230724,-0.010210390208245249
CCL5,-0.03281777287193939,-0.01600900058693223,0.01341989657479691,-0.04271692544239627,0.022510164235917167,0.04775257590718879,-0.021145012571071486,0.04228592093806184
GAD1,-0.0036271692864705213,-0.00021012568943101447,0.0010909864861195153,-0.007532387078243167,0.04074155228929164,0.043937646277945865,-0.010704184848821213,0.060500117654922275
COL14A1,-0.033011460435006516,-0.028564645659353974,-0.020080174100114274,0.015751765456266463,-0.015645313993216187,0.0871403274224485,-0.018760118331104463,-0.02942475372399615
HLA-A,0.08351222114319011,-0.022072722766590395,0.0056829843193009705,-0.01489086619847679,-0.08820287119275037,0.05143364357715968,-0.02070128174840024,-0.02672664122895438
CD5L,0.025039262319395492,,,-0.023840140466642453,,,,
FGF18,0.008393404849948856,,,,-0.02368845246466669,,-0.023053866947330432,-0.02760157027107166
ADM,0.08989144389008537,-0.05894494326162603,0.03819085550898229,-0.037347251290301364,-0.025411334333221253,0.015766493900735753,0.01793403134604308,-0.06893619060701692
CCL15,-0.027232124427101535,,-0.04373900031557627,,,,,
GNAI2,-0.027814999164940582,-0.04233817189628553,0.010589718556825766,0.05494378768982534,-0.020069788581061447,-0.09953170242933775,0.07705261032909325,0.061924785212089266
HDC,,-0.02052350528062865,0.04413095381803992,,,,,0.02926488365862012
COL11A1,0.016473581131537136,-0.0021959533145058147,-0.016744325232127398,0.0394966196107556,0.03137420490611952,-0.026720652621524725,0.0001092818476079516,0.011967911939506757
NUCB2,-0.008801406823587845,0.01665269962580086,0.030343243485017168,0.020761932892224232,0.007730921161138442,0.03719132634197106,-0.005494926823035939,-0.05315965001057737
FGF16,,,,,,,,-0.01981159751983082
CXCL1,-0.012957935269728913,-0.019792865937230664,-0.01395040502846585,,-0.058624024771679946,-0.015551703241079502,-0.03805495290990718,-0.04729903120740199
VCAN,0.040017469509370636,-0.02127843204173104,0.06665463505295845,-0.00043414531991849234,-0.011814875712887727,-0.11172596992527084,0.02951586023967103,0.006217002293353221
MMP7,0.048976289965373156,-0.011753390718357707,-0.004402183941594623,,-0.036984583151763485,,-0.016311092587935696,-0.042792080886605216
PTPN6,0.005299320814415141,0.028258309380458754,-0.03861208336959876,0.007598217438480058,0.008017508687823523,0.05337055838905691,0.059482615970332456,-0.06970471764536623
PTGS2,0.021045362456865658,0.031774712224963614,-0.029751960253276012,-0.03683299767997696,-0.08388937034904681,-0.0062588717162502675,-0.026683094161776222,0.025577187653906923
XCL1,-0.017886198363639957,,,,,,,-0.007338374027717633
CD58,0.052826725137679595,-0.017437954658913478,-0.011460932404807818,0.007054844216223725,-0.007588284263563511,-0.04026138174604576,0.0509018498651221,0.05093263931629538
TNFSF14,-0.01802218874935618,-0.024489916856317157,-0.013625874838278543,-0.02847405524746218,-0.02582532952489437,0.014086288539085218,-0.019263427798336716,-0.04352486947626633
CNTN4,-0.010112260890462578,-0.031482956919881205,0.004066442016239254,-0.03702770202932063,0.06831817384481158,0.048643845344856856,0.011543336922997102,-0.004681475651370126
INSL3,0.048267965195771555,,,,0.03980970904594377,,-0.01926342593717942,
BTLA,,,-0.017400708208016296,-0.026754401223691406,,,,
MFNG,-0.01418091686303486,0.013553690603657532,-0.03545569713266534,0.07695381935561307,0.05209168266572942,-0.03174559959329507,-0.034244735476830844,-0.017045860813460746
ICAM1,0.07748391947724234,0.028058657153901212,-0.02496375246717763,0.009467678922650286,-0.05001068455999718,0.0050548722650823,0.0024073893492769366,-0.04485689530249548
PROS1,0.11362625770129318,-0.009375073786591826,-0.07576282010514558,0.10292407524258235,0.058548790209861465,0.007511057410153797,0.03000217237440121,-0.0016222130767169847
CLCF1,0.06306564756164526,-0.05227034365931338,0.009740276870567544,0.06069218847175301,-0.02845358721193144,-0.009961757148449999,-0.04351814012090022,0.04774129167705039
PSAP,0.10339708396718462,-0.029594691798564166,-0.018953819268078518,-0.04061271037926721,-0.027471429977609905,-0.03143391966177888,0.017141082042740424,0.0254389188402045
EFEMP1,0.1271323609894846,-0.04273302186391303,0.020522718029693913,-0.004555115451875373,0.10571829176240086,-0.03701374810360165,-0.027733275173088785,-0.019071431841153647
C1QTNF1,0.07859469499298234,-0.04891313924622711,0.008357377243034148,-0.039406462089048216,-0.015723902812937444,0.04753925727549665,0.019998652822599012,0.051630760020456204
ALB,0.019003750007874083,-0.01971483417352698,-0.01547611593178539,0.0019063975399409448,-0.03436749970069071,0.12684135119726805,-0.032246497116675474,-0.028466124789757328
CCL13,,,,,,,-0.02160793505325643,
EFNA3,0.01274501599619731,-0.03320420594586524,0.05194007272573082,0.025891387654455644,-0.018205576058972144,-0.029989090117526512,-0.01192186723738783,0.013984262376418272
DRAXIN,-0.024972108380395222,0.0610897989974871,-0.01242656165178569,0.014761837246517617,-0.020456166524631888,-0.028832378152286713,-0.0011990151962406684,0.010455613120472712
RAET1L,-0.012481864364389207,,0.024113852014284086,,0.011455640585262567,,0.008892288352506026,
NPTX2,-0.02145124482760521,-0.010978160041193997,-0.03695370386130275,0.02164431443802425,-0.009940298693982545,0.08044892739266858,0.02541949307200273,-0.0024876249095777685
FGF11,0.031777367640432964,-0.0269739628319929,0.014908677935729302,-0.007559526903367849,0.012347590219326524,-0.031891339092116534,0.008870958290042388,0.0036732788096240448
CD59,-0.0017102762252590908,0.002256946287446361,0.0066456578257981565,-0.01470191757812145,0.009035869701606067,0.025029312402228804,-0.018636649044003507,0.026383807394836648
COL9A2,0.014130773652879116,0.047808896509524045,-0.02689659287537445,0.003850995899420123,0.04278474069001706,-0.00516546222369782,0.00319515080157938,-0.0042894699273001435
DLL3,-0.07863468059827919,0.0497609145393801,-0.053950914989336005,-0.02817349098960845,0.029905277677434894,0.006856643855952605,0.010889682817964524,0.008678757477983553
FGF5,,0.10598425031143613,,,,,,-0.00270723169932742
LIN7C,0.01958955817306912,-0.026302395807224536,-0.004981542543838425,0.024678059540000904,-0.0048823142010117745,-0.05244986154635926,-0.008680765802393011,-0.0026609888862974265
GDF7,0.029051540631590225,0.08268055992187513,0.11210985036631844,0.13573555973806048,0.05021141551749526,-0.034544621525317454,0.03097996387360175,-0.030734310790735655
PSPN,-0.000752985593273873,0.02078163969859658,-0.009276751792835526,-0.010612205225300852,0.00043074011445259203,-0.01643147088652482,-0.013167619926784783,-0.028074891737477802
ANGPT1,0.0010274186013603738,-0.04115170212546236,-0.038872443675368906,0.12715311836104087,0.053522733359810185,0.07118666729500316,-0.02950196998036002,-0.053415418064309404
PNOC,0.055850820126681744,0.009133156986931085,-0.016085415111442198,,-0.013833681738743681,,0.062133274952384444,-0.014588748568027988
L1CAM,0.0038282366287700036,0.024264954107042786,0.011879983858046738,-0.037459649044044446,-0.010468300489497765,-0.002355051142355188,-0.0014495806554632447,0.006826393036673784
APOA1,-0.016962658185011085,-0.02174844628597438,0.017235791214828343,-0.038934721222231225,-0.010593854566585086,-0.029163841236373,-0.005576208411712955,0.08114326490232204
PSEN1,0.07005815693932618,-0.03560580996678161,-0.031838546988169965,-0.007829166549787625,-0.03714181261417534,-0.02700235445587604,0.04556221899737849,-0.024168800652390472
