,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.029253421583088694,,,,,,,,,,
BMP1,-0.04707291177029224,-0.0228020210953735,0.0642233470273028,0.04322625372741494,-0.09555737191456995,-0.03734885149391252,-0.16567776362750736,-0.05431495328746219,-0.018061458138221822,-0.0938460938138524,-0.19033818429525,-0.03470633434680077,-0.10078531647301571,-0.00533609684665618,-0.06590190028973361,-0.11152239473420394,0.07880576879270108
NDP,-0.03571126684711724,0.002142052065874366,0.02570432736097041,0.010708350800912416,0.14113985435107942,0.043242416006141565,-0.026157763065905816,0.05962919885523068,-0.04612007642089061,-0.03152244859679629,-0.04796971041735878,-0.0069319842873176996,0.018292136349371078,-0.048904700488955635,0.04520300579127903,8.668638122273051e-05,-0.06061743235759136
TNFSF18,-0.02709246477108062,0.0510889099821328,0.0051749012775440225,,,-0.027432083872927893,-0.04344045283910513,-0.023528921501628476,,,,,,,0.008251936257615416,-0.01163451928312624,
IL36G,,,,,,,,,,,-0.03405749194250385,,,,,,
RTN4,0.1582627917873418,-0.021203701922928263,0.024635617220595034,0.03273580370052405,0.1430316453114245,0.10543724982221225,0.22218503455841468,0.11192821107796046,0.09402182655347055,0.26006055166149666,0.27342865808409744,0.08065888149606966,0.04099153682053642,0.11169086755237917,0.05246146312964121,0.20169308288474427,-0.009707277152523962
HEBP1,-0.015669111595037498,0.0193051956292676,0.02589007186723264,-0.04664875067045258,0.015634206550650568,-0.010232070060192297,-0.0752318031558073,-0.033442251182283604,-0.027556798587948354,-0.12045329109745591,-0.032881422419314354,0.059851571773492304,0.014516614523690121,0.01624663991044509,0.020223672206444103,-0.05106715506992651,-0.019302290286028624
WNT7B,0.22313525206430912,-0.01789550008995094,-0.031345651589498966,-0.022088078367480085,0.043294135063290384,0.045878677304833027,0.0718424443092908,-0.010142402384745551,0.10514069920096845,,0.07014190024025219,0.015880744708535535,0.013481216752134364,0.08394822728199255,0.06394373313708628,0.008034123473693637,-0.011051346490998685
PTMA,0.06981810422679773,0.004101570520225139,0.0248762824039347,-0.03378737795467156,-0.13613037128545136,-0.07790971137834223,0.016737321570074123,0.08807261835099366,-0.04787566230578151,-0.32179363454468696,-0.27789809035418134,-0.03128137705069301,0.043248449671265954,-0.037468752541624795,-0.06116368349946202,-0.07173688575736083,-0.1784583727314522
CEACAM1,,0.06789415641734656,0.03227468309976174,-0.025505397959640956,-0.025789597592165446,,-0.057165161753069994,0.0032835109574789307,,,,0.0034939213482394244,0.009005724861210408,0.029091702960711074,,,
PDAP1,-0.04246987032781633,-0.014109955442804875,0.0080716691635741,0.016717312809137387,-0.035896554176117694,0.0038319814224015646,-0.1089391416445964,0.03577682936316817,-0.03197948574277156,-0.016768267432638602,-0.1569227214499622,0.014144222653056376,-0.030865174503522646,-0.04121733534419942,0.006348325698228743,-0.016738222322348426,0.11020775695952018
QDPR,0.10420760680101411,0.03165774317675641,-0.0021626377442685524,-0.022046374388440947,0.12329859894095105,-0.0022682314723520875,0.0824738680872992,0.03261986546928437,0.05496099167792306,-0.21089875701877095,0.03966874975203475,0.028743139644008712,0.08824787094861723,-0.045695147418532235,0.07498408487314792,0.15425540175040178,0.08263490426251718
POMC,0.06791088276459492,0.02905558812296645,-0.026179057374111223,0.0029876709999213974,0.14394453109927619,0.05934393082955372,-0.03276177911011538,-0.027301099887205596,0.007010188605335769,-0.0436018868316631,0.0887668031892913,-0.00038425876350530656,0.0675071079931161,0.020468352753406832,,0.05909086726327609,0.030620086338964146
CCL18,0.030950772663231017,0.0033227169917967774,,,,,,,,-0.13884696383572195,,0.0219688185824024,0.025025413874088024,-0.03454322140404248,,,
CCL17,,,,0.10092261919127501,,,,-0.029345146052838746,-0.028252299747575444,,-0.007163255712843454,-0.03758240162592356,0.0038166746883355716,,,,
VEGFD,-0.04093692257806583,0.009169573544902379,-0.03445525369703235,-0.016470166457991212,-0.02467402681665874,,-0.02517350795291235,-0.02194024585794406,0.0613549410939809,0.03777516041706811,0.009726429676332492,,0.06392385115612717,,,,
TNFSF13,,-0.00955480503666872,,-0.010197150934457042,,-0.03638451255323563,,,,,,0.04415894397362896,0.03169731151543946,0.013233552015233166,,-0.007664409493574519,
WNT5A,-0.10967045243260111,0.022386559797616216,0.0004882059443506238,0.020009584167226084,-0.0790227244224026,-0.007097792054699076,-0.1673379952235354,0.019862721365785405,-0.0827638621137993,0.0023299841841571876,-0.07712205214689317,-0.042997319166028516,-0.02604851511564644,0.03608537429625685,-0.07599696318898552,-0.06111530869540946,0.0447039759895974
CXCL8,-0.009669439970492534,0.01534355414825888,0.010572056714527787,-0.02057789835547386,-0.044557491871260534,0.043979946545991404,-0.09744545413637927,-0.07779271451440531,-0.01929853445247556,-0.12762187638547223,-0.04771825942887704,-0.06578599599474955,-0.12705011415060763,-0.07395618312875044,-0.0003084489049733516,-0.14551126203068715,-0.006532022679824206
GRN,0.024416158105981228,-0.02414824945361103,-0.04894664849515355,0.04655593105640671,-0.06534768691152558,-0.06802105229684856,-0.2175995347846158,-0.057474010819553,-0.05624899578816935,-0.21964657866077994,-0.012737773090646548,-0.06354880574985042,0.004298574828228093,-0.01224061296216234,0.04113344112436895,0.047732791090466166,-0.004503493817795602
MIA,-0.02561462747536731,-0.00026374198062898536,0.01388989690978071,-0.011015243021611144,-0.058388938643552914,0.039801007742004346,-0.0835650986482856,-0.020275742479379768,0.024461774246515678,,-0.0456664300737059,0.13657291422148415,0.15583328627148124,-0.08596729589561261,,-0.05761552211416801,
COL4A4,-0.009640432044185946,-0.04240001862950732,0.048574000452490884,0.030546424185504486,-0.08775673761224737,-0.03461825621150838,-0.028827075630027742,-0.021779668270509367,0.011819670438924765,,-0.04429813135487796,0.010177487226920039,-0.0014227905821532578,0.0877979408194521,,-0.08124684585988726,
TAC1,0.2869173865989339,0.04911483327190754,-0.013814152018707693,0.0163417711422955,0.2239171716553197,0.08202759126922218,0.24754809340376385,0.08964727611134876,0.07428943977804187,0.16738390891721439,0.2758140383068033,,,0.019641871206937292,-0.004169208320774156,0.14873492621309356,0.10306036497173189
RARRES2,0.001310062133767725,-0.019375048008118727,0.0021393770911441266,-0.0050096970801916,-0.16265875038433344,-0.08027597788694535,-0.18696944871776267,0.09930658088622057,0.017043776025347318,-0.05194775041364502,-0.10354289616393578,-0.04800502985375178,-0.053287796160258964,-0.0012284790703701413,-0.037877318493211916,-0.1156981706131831,0.030825587808987896
FGF7,-0.06387472513658031,,-0.038889124846813235,-0.004068571914831203,0.09487003325142568,-0.0016381890884261054,-0.0489233851844427,-0.011726252223584317,-0.011228775600279002,0.0010642608221121108,-0.013015667279970562,0.030403190950951946,0.011187215100320443,-0.010581937120468414,0.007185294143014707,0.06113281527280155,-0.05064631212687211
EFNA2,,,,,,,,,,,,,-0.0017718327400533403,,,,
HBEGF,-0.03283102428091797,0.028575663578071862,0.016282652525185157,-0.012002031938688507,-0.04314711255315507,-0.039589889327810525,-0.0868944136859785,-0.10382344333292563,-0.024568150415786867,-0.08809113030872978,-0.08351470206531364,0.0006928834412423432,0.026804822077063015,0.054435780615311936,0.11554654727194691,-0.09227420454005943,-0.08927441335194387
CSF3,-0.04121012429980053,,,-0.017620337993794494,0.029522701403761297,,-0.030498491164263484,,,,,-0.07283127128616217,-0.11097281592942222,-0.050939263517734854,-0.03660660559749785,-0.0854623859147825,
PI3,-0.03607791822361373,0.00367518910246098,,-0.030407383631703745,0.0006308949620367086,,-0.03434170358747326,,,,,-0.12042896195991672,-0.13654896046796647,-0.08007547069448769,,-0.1480623328321017,
PCSK1N,0.19336808573502873,0.033502549982194936,0.06332406374405564,0.035928090127343944,-0.018168317071886323,0.001149202055727164,0.0632731469120396,-0.0012285175379171723,0.05612746349753578,0.34248377280106906,0.2809812982576882,0.03343818496235028,0.01589881367094783,0.14995460199098848,-0.008960422495871092,0.24452674980997427,0.15594721718569665
NTS,,,,,-0.08265497818205936,0.01729557200621747,-0.03748631434600618,-0.026607255173747,0.010498794533386249,-0.047570652497273234,,-0.006728425670344517,0.025827618344643966,0.14713850763892947,,,
SFRP1,0.07206474506585846,-0.031240027746190318,-0.004459872060442854,-0.012898951919220886,0.1171970151855164,-0.03058225905035314,0.0018382441213532174,-0.01402400588034634,0.013005609578031659,-0.10291566674052954,0.03695535203553935,0.08808919426013724,0.07880623744023252,0.047297465817196155,0.07114297285671528,0.01405847288793789,0.06881412431829934
CXCL13,,,-0.031870796920944286,,0.06339006515887594,,,,,,,-0.028299062861639055,-0.04150213663321245,0.05791538950226394,,-0.03814248707847699,
MICA,-0.07144899270153149,0.006114604260189549,0.011060411774500472,0.009813976813201588,0.014675013007999395,0.0541258678025821,-0.0475578175469077,-0.015564049151455978,-0.003100255480628641,-0.026685624854450016,-0.0935408374482735,0.032176229446911106,0.05660652991482259,0.01274532084183465,-0.044737112647610766,-0.02625977787940972,0.2221109832252434
TG,0.020074533800600265,0.0252748569409503,0.03020262510506487,-0.013920012756529305,-0.0018403259663355225,-0.017196459504995598,-0.026184697270150256,0.03875758736607792,-0.020446066638286534,,-0.009700273416329825,0.023638324780538202,0.044948959102898506,0.012167573036251461,,0.027209565263835715,
ADA,0.06842122694771463,-0.0031595854890454017,0.0830834008969086,0.017915375433786348,0.028918740439912244,0.00038698489702581576,-0.1448866669053249,0.014251807375442713,0.0017888498557266624,-0.0976401265071054,-0.0997996401979004,0.025658080237811604,0.005263710288340496,-0.030726114333236885,-0.04717777097109532,-0.007129317476702872,0.08349729790863467
LAMC3,0.06894393956608108,-0.025013434941945543,-0.002964364252680791,-0.050815911293908486,0.004933101615298322,-0.031384456375781196,-0.11693623415503614,-0.02467197328025991,0.004660942769288451,-0.05278096331201692,-0.024514176043969334,0.005936567719267769,0.027369512895818078,0.03977155705129087,-0.058151749047213035,0.07634854399812067,0.06867978464468542
CCL7,,0.025812372517006583,,-0.010064146982558366,-0.03698469636234484,,,,,,,-0.0563273572703136,,,,-0.11789392356892728,
NGF,-0.0237423240686505,-0.04561420857067547,,0.015973953792835737,0.0543987213998378,0.12701455765544062,,,,0.1682255816066219,,0.04731929936166894,-0.027332839310457838,-0.03827757238037313,,-0.03503432967054077,
TNFSF15,0.03245316640552008,,,-0.01120691989620226,0.09219957669667352,-0.04923108330243454,,,,,,0.08314568086331521,,-0.007867892818286449,,-0.04078479620877027,
HMGB1,0.09303047521351555,-0.02135736068096973,0.06966668692558423,0.03284618000054649,-0.02823463344143266,-0.003038814355304019,-0.19063406795066254,0.053237713567238526,0.0011987491745080057,-0.12712366944913597,-0.06257674250911875,-0.037298977623109436,-0.017468554973083767,-0.030074166648569493,-0.014256936000084371,0.08851191880994266,0.03139972688939957
ITGB3BP,-0.15847384232599723,-0.0030824731781922843,-0.005966728482026543,-0.03765505056386702,0.010494120606133838,0.056545360016135714,-0.14063251577092678,-0.045537882175247596,0.00486064133953014,-0.018527173657700086,-0.1282439928778431,0.031241912524315633,-0.017480666864004873,-0.009875330859055164,0.0683761747700415,-0.039559071742177085,0.16047171140814703
AANAT,-0.015852073772142768,-0.011792492523963695,,-0.010197152022779552,0.050979007984578086,,0.030483743192814834,0.016476910781488736,0.027807405934955075,-0.04330333375149658,-0.025310343346783067,-0.0038800584928477128,0.08058318273977161,,,0.036493595111745686,
RELN,0.015152443886034475,-0.01727898503381784,-0.04278818054724241,-0.01769997230991094,0.07741574070558563,0.029008730022469165,0.15930635979094682,0.06942980802526305,0.0010856863963444893,0.06446392596250172,0.15164663004230122,,,0.026669658563220865,0.07745272475354825,0.015094636315767494,-0.04016828442440926
IL15,-0.041752100875059144,0.020107806456434493,0.0010550664257828013,-0.03539401126869947,-0.004623873557641295,0.038818766481245354,-0.07175850149648344,-0.03935362488748877,0.031176371833881122,-0.04819571614264866,-0.0008083389017537652,-0.005830374537961481,0.11111698081143173,-0.031855459491238275,-0.03871704859262912,-0.013910223960247636,
UTS2,,,,,,,-0.08136977196167021,,,,,-0.001548662431262798,,,,,
BSG,-0.05966657619658487,-0.015621173700265448,0.03839453305577832,0.020126297007807173,-0.040638961939408,0.03719161111651381,0.1541877104780356,-0.09084466999362112,0.010738512089725007,0.191526742931209,-0.19183903380966408,0.07663717788999508,0.01029033557594324,-0.040761316087977825,-0.02830540501987144,-0.054901046625463606,0.1689257279318634
ADAMTS3,-0.03819821014753933,0.05312201461360302,-0.0018586976744737666,-0.022022148961365215,-0.024408419453892785,-0.014984859581150397,-0.1732891947206442,0.0035867415507822315,0.010241069011705602,0.040990079831718595,-0.010230775980897748,0.03574329323291952,-0.017164344292016017,0.08484767842428785,-0.021381566000329193,0.0043436280231211625,
CD34,0.06237490099035026,-0.039882312153996465,0.018317989939995023,-0.013662285514138192,0.02174121277005253,-0.03361595294650599,-0.10953935574541548,-0.007915553600525949,0.03203616139966218,-0.00045518135711905636,0.014990470024053045,0.00767064261570814,0.06395501676087022,0.03034751556711849,0.14851901321092278,-0.0034611099952794777,-0.007129090357911536
CCL23,,,,,,,-0.03130254146327474,,,,,,,,,,
PLAT,-0.04591561990604054,-0.05104740873058776,-0.04386682418977101,-0.02315118284747135,-0.029573255016573135,-0.05745036855149945,-0.18352067957157514,-0.128245916794758,-0.0045515955095886745,-0.01547642567421042,-0.11242423088525887,0.13535515231787373,0.13395131654326187,-0.019098115689932284,0.016257670285418867,-0.023193621714950895,-0.03377647047869011
NTF3,,,,,,,,,-0.015371514551381424,,,0.07017433880974734,0.11026395191818557,0.12318121195127664,,,
LTA,,,0.10116529085906902,-0.012898951315787641,,,,-0.02560623440256571,,,-0.03870675385782443,,,,,,
CKLF,0.014186080093794335,-0.053275569747339976,0.03647488237170678,0.034728561685901306,-0.07938742615408023,-0.08371791371453888,-0.19810624801786064,0.008157439934730852,-0.0475508924437595,-0.17650615683555335,-0.17457375721276927,0.04129454278426994,0.12098315699444444,-0.019791308897278828,-0.017976814390746,-0.0685623159189036,0.031680404341292004
CD24,-0.03697268923420794,-0.051638566896955375,0.05312532976430651,0.016389431363098957,0.012176011654918885,-0.05011599089296985,-0.04606604761615508,-0.0020338216270739348,-0.12810241484547516,-0.03140979695962973,0.024900075744735097,0.08120310277268007,0.15068968997812351,0.17271004644791488,0.03820779724152587,0.008483640515558178,0.015541771810693517
HSP90AA1,0.0834712049550186,0.05057626967470166,0.07187581821161666,-0.0047952616171964505,0.16541351168611074,0.040450375345987305,0.21826105752650943,0.015893151411057033,0.009972174914556162,0.3315377697385939,0.2800720848507265,-0.11861742589648841,-0.17332667290371367,0.03811726438926361,0.011106658172813115,0.18680246335832798,0.12484995897802362
BMP4,0.11031396518347046,-0.013574319797611274,-0.02550066919175893,-0.030094801874859578,0.010660856356600785,0.0012100947312017063,-0.02124316865037212,0.059472426539903096,-0.048181237245275024,0.046890248596274546,-0.03298215209170044,-0.031590224218199715,-0.0074364343813360595,0.061120593025363504,,0.033031794314914494,
SCGB3A1,,0.02832980671039712,,,-0.0034795953089247766,-0.006323569542026057,,,-0.019880267453190357,0.03619723447012698,0.13272053988238253,-0.06787581209755311,0.08086764482720378,0.04303927369293316,,0.059658912684250234,
IGFBP4,0.09085264784757817,-0.026099268757072837,0.014842738939694696,0.0013781680825879514,-0.029198703281940814,-0.06746338500438594,-0.12484175072428401,-0.08779580465133936,0.009163901777048535,-0.09290289786717923,-0.12020156492556151,-0.048763670455525134,-0.06152430976537382,-0.021579946291614565,0.0819693090139113,0.018419804136387986,0.008604024438895502
RSPO4,-0.02900368300254716,,-0.006228687902562222,-0.019744104890271803,-0.033913594127316614,,,-0.02978160947805572,0.024171446275509614,,-0.04065648332027896,,,0.06461257659514302,,-0.029252616191971226,
LEFTY2,-0.048581356644602995,-0.02001391109076773,-0.024351347860256747,0.046250158830312756,0.005410458261731472,0.012076521672200604,-0.1305377470648071,-0.012261712786164267,-0.021798953214845894,-0.03744962464203699,-0.047783055374610806,0.0311022945809828,0.07487377435911352,0.04479970416367487,-0.05994775595187561,0.11110329637711638,
PF4,,-0.027558988388510765,-0.021882114909102336,0.023535326496240676,,,,,,,,,-0.022081439085385526,,,0.06631309685334974,
ANGPTL2,-0.00690082913125798,0.009792486290637104,0.03849774102829527,0.012592663154107824,-0.06935131545937737,-0.09171578534207966,-0.1356144545506492,0.025815189377739387,0.01432768762298786,-0.15028615297553746,-0.22445617480340596,0.05820368454420532,0.0864193002815943,-0.027885147849647126,-0.031161068482185913,0.08470434737017558,-0.06312692104183971
LRIG2,-0.05442991349862878,-0.026988173601292003,0.034684332201478256,0.046808359226890035,0.005431962643018673,-0.01702645492894987,-0.034386155395503076,-0.006559437003715102,-0.017846287137344454,0.04122528147741483,-0.08959026963462778,0.013491108177820902,0.0263332065405853,-0.010387313605724076,0.06979361482819434,0.025544775929008424,-0.011819984878763118
ICOSLG,-0.08082883498935345,0.019395273251694226,-0.024419568153658967,0.02072970669940747,0.003133963193724176,-0.03192231722658806,-0.10153850323310874,-0.04345839411767895,-0.006188881872089709,-0.03976401828756725,-0.10864835758699384,0.08566188671843396,0.0266764837184134,0.030834124337934754,-0.08535981235154701,0.0684625468022926,-0.11296455129368528
WIF1,0.284207715898789,-0.04191699855952781,,,0.1001719477481729,0.09567163022039275,0.16207019623825147,0.037255886155667814,0.042774624516136624,0.15632700739627156,0.2931701933962038,,,-0.032810103945315874,0.09405995829378272,0.06893651049155289,0.08997978472661533
NPPC,-0.039354130034541385,0.06164584173017862,,0.049431714732061614,0.06060219423969171,0.012449557028546667,0.07252016578538346,0.021675323774781385,-0.006837274125969977,0.14341383203936475,-0.1538677162321497,0.05268850597006622,-0.030673368855031885,-0.006184627010168395,0.11903562446539107,0.04194835935115966,0.17395178165238318
LYZ,0.035324550301993225,0.02280646407600564,-0.042854169738174824,-0.007630342726191014,-0.09690983229160315,0.06550704746306568,-0.11594429829827163,0.08131516040428528,-0.03634910071385886,-0.25798188165310915,-0.023139585375981566,-0.0331372862579524,0.04682547917612956,0.012682484708041697,-0.03871628842575121,0.02932533461122629,0.041652552722953366
EREG,,,,,-0.014865720672452147,,,,,-0.05919122571410792,,-0.014119617702185786,-0.03305206970731419,-0.0284008405794887,,0.031043682105767845,
SPTAN1,0.09214515005854156,0.043142891047657575,0.042434743260830535,-0.004032454706672585,0.038900884122510915,0.052622439729460006,0.17574604564022941,0.06508374884791447,-0.012787172601459217,0.2560112317007929,0.17584605845295773,0.043924849210064267,0.05942799362776683,0.09394399952865774,-0.03222860576490946,0.2566464295621744,0.16371167627711258
PTH2,,,,,,,,,,,,,,0.03496645050992244,,,
LIPC,0.01958995003714598,0.09279360906628879,-0.02323081817049155,-0.015779697598776544,-0.021798950049532192,0.009131779032223326,-0.05949735944226454,-0.017691322084726294,,-0.02198710020339565,-0.04843912957120467,,,,,-0.08038232962509824,
COL8A1,-0.10390780482144245,-0.02154088812165416,-0.011745808886963504,0.029126044348407435,-0.09322326445332015,-0.0518662967662701,-0.07049812123853984,-0.007330144764418149,0.02457676070789329,-0.11628111621271697,-0.16391814835211654,0.09979632843282187,0.06721587606848137,-0.03923643790767928,0.0206402290229412,-0.17207274332522576,
GSTM2,-0.0355295266554575,0.04581937363246911,0.02061111800090415,0.03330351077369919,-0.020365574217582776,-0.034009994617653354,-0.01805886309325303,-0.026898891037178182,0.008864374139364776,-0.03241954761589878,-0.055462420260034395,0.011861143276411756,0.0016408869534147344,0.026041179419157002,0.07348681296065111,-0.04095006093399993,
SPX,0.09209439363163033,0.02705625881979206,-0.028806646697049482,0.04355418612158705,0.19498077153164015,0.03048612514558186,0.054422403609637605,0.04228533601017236,-0.012130249355566055,0.032697004094530524,0.294857165759813,0.021356472255216623,0.09029263610762198,0.017471888690438822,-0.010268345806413262,0.03157399855602455,-0.017989580004704384
MFGE8,-0.11077264367345915,-0.03256429528640246,0.030905358901816293,-0.02384760480210033,0.09400203264077021,0.08370437350176407,-0.050950085362425936,-0.06932714374704725,-0.02297325186327489,0.09094561481993266,-0.10874947504053288,-0.09049033914679086,-0.003127156356302484,0.009329239738351548,-0.03638598214014036,-0.037687382808791005,0.11433913979635536
TGFA,-0.16254083999996438,0.0013172374073745368,0.027585106167687334,-0.005882154979670292,-0.10373992298294446,0.0050600943396080945,-0.09149242291539994,-0.09342765214289314,0.008144164350317923,-0.11305042031865033,-0.11684225457513119,0.07443975020375239,0.14166812378301524,0.04622641246719137,0.007038904791760599,0.007493608815931918,0.02488073580543379
SLIT2,0.2689050215650185,0.0034567921708040686,0.00947659743717763,-0.008762489018096516,0.1417913851458817,0.09713388833977575,0.10688710634975399,0.055745065721355395,-0.03379694743271467,0.24541056304722697,0.28829714215370955,0.08337952569296567,0.09486836596049597,0.05353556590531592,-0.017791059394213656,0.02351544118360397,0.16229749984904865
PLTP,-0.03754345658495948,-0.02537539869389449,0.006510088212534511,-0.013487990477227726,-0.12534919865202804,-0.03836145902757464,-0.2344876144210641,0.029060985941449183,-0.10593374452186274,-0.300236403704396,-0.03774297014429796,-0.08182708887281205,-0.054245477910076924,-0.04983410640179385,0.030085577689508685,0.045331102282248854,0.03543135576892488
APOD,0.1244566070897048,0.004152934633768936,0.026579730486147066,0.005703636924875794,-0.03612513962146027,-0.06972307160154091,-0.21238618000292908,0.0764473449901571,-0.0316602411481723,-0.20624029266579155,0.14886451507785559,0.10012699412086772,0.1555493119186441,-0.006188953023503173,0.051168262659765096,0.06108398065213867,-0.09059028769309156
B2M,-0.017219417084234082,-0.004050522246820227,-0.027165206701571864,-0.010679277123712078,-0.04793357162657416,-0.10110538343209965,-0.26235176801410137,0.026741335043050894,-0.07979544644387236,-0.33877907621738884,-0.2760414205740416,-0.014094464534648864,0.04860748691676207,-0.07732413479547416,0.014040336355028238,0.15854158637236385,-0.1429590172910075
OMG,0.13465532634733113,-0.029937246318077374,0.0003342512907713051,0.03481730550429163,0.05501178487857366,0.0468775473661892,0.03133997833477781,0.09096835599959255,0.06476093399643595,0.012631646552939631,0.16682463270519707,0.07378528788412525,0.0812255999288355,0.034722589830755886,0.045249072271299054,0.21212433520055915,-0.03234732421207972
CXCL3,-0.03462693154367394,-0.027442928426098814,0.02306897072231321,-0.040265414174738584,-0.06370306622221775,,-0.03611992465695445,-0.037283644974948155,-0.0212676808389454,0.01547210738871921,-0.02787587204392926,-0.08484208885403087,-0.07342089861542142,0.010058705036023506,-0.03424951684915237,-0.1104566821134428,
CXCL10,-0.07368329389576028,0.026954532830361495,0.025069392496772834,0.042886563304778205,0.03276768090160344,0.00321053499760476,-0.15751395275134739,0.052744583843410395,-0.013995544511689285,0.01133496394178941,-0.04429813415342908,-0.050264092809800195,0.024623953873724607,0.04900358185894763,,0.06552177541801316,
RSPO3,,-0.036087881476201886,,-0.010197151269325468,0.20207351420137126,0.05162406946224136,0.02785401597405275,0.0976885050231699,0.0028499650402342845,0.1481619617866671,0.09055570967116638,0.10229780131997718,0.0032269978271255778,0.07953209806091427,-0.06768634979573786,0.1528557290830638,-0.042836382115841946
CORT,0.004575185830816163,0.028134755157070777,0.013519820736348474,0.06921325014314092,0.04610355781606835,0.08388433929936884,0.039632676736770754,-0.00772510295908843,0.0337898639411458,0.12781883341663836,0.043745243116252955,0.015555890365397193,0.0033905735961154582,0.026765337684548855,0.10268764390467265,,-0.0457423179369494
NCAN,-0.017843681455962417,-0.011841489818110687,0.033337523263299494,-0.004175444305762124,0.17647151811983702,-0.027247585296654282,-0.07558530416593523,-0.024699798610431676,0.010260936100989076,0.13130434674604305,-0.2598999029785629,0.08299265610674501,0.13750843987470623,0.07656758145281567,-0.01365433899300861,0.12413915558604748,-0.00595568236044424
PRG4,-0.016472170403936864,-0.014598937738155389,,0.018514967964950106,-0.0235089693626846,,0.0017316159330026868,-0.006990130424966922,,,-0.03405749194250385,-0.007842479134602988,0.02155999272467065,0.06007141497905014,,-0.06352706766828381,
ZG16B,,-0.018464499876192825,0.025357672422937017,-0.011680675236088638,,,-0.0014387180271557716,0.08980621710075783,,,,,,,,-0.03086490347215362,
