,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
TGM2,0.016168009052952556,-0.009594788095050455,-0.03547133779607337,-0.003374367054744547,-0.026307480134524493,0.0022545946596996213,-0.10151208276609694,-0.012629956803684412,0.029138524257187267,-0.01198213939175767,0.07531100628991139,-0.05454360060257917,-0.06273704063292594,0.02452226085757868,-0.013141539898999766,0.007336243875724068,0.025847959078756158
VEGFC,-0.03184336454759605,0.006369845804118985,0.005223969333786807,-0.017937007491472364,-0.02616205187206686,-0.019074340979168176,-0.043333752285521616,0.05354574390711856,0.03582549116635453,0.02045397074834212,0.006322769355743616,-0.03868956297762728,-0.024778863143292168,0.04395051201648817,,-0.04054315255393338,
WNT6,-0.04038586959385141,-0.008652568658003198,0.01562613065157125,-0.013920013334495619,0.08420459067251561,-0.011995765311886848,-0.03848183353034525,-0.045280360472863185,,,-0.030334178962704975,0.05616159059676302,-0.002977587124895717,-0.002985140755970129,,0.009093621364129514,
NRG4,0.007370307866805888,-0.00964894748992899,,-0.012248529179715497,-0.022097624990659006,-0.019771518253764078,-0.03189446127067369,-0.016318320453601987,-0.03924620240077149,0.10934122723620118,-0.003370923190108425,,,-0.08708899406991649,,-0.06833183878050435,
PMCH,,0.021615165275883554,,-0.01697153047337738,,,,0.010258174735045063,,,,-0.05725288134349243,-0.03973463496831864,0.000264995354797583,,0.04486692129331951,
COL9A1,-0.00868483445733275,0.018852455570375775,0.04434663587309337,-0.012792694760411463,0.004052657661232109,-0.060232660917696204,-0.038621639627042445,-0.026991918298556697,-0.0149285100225822,0.03400959885350861,-0.012980620946225733,0.06680542654137313,0.06735113866755706,-0.03372034734802653,,-0.008559981121966275,0.03831014918145177
GDF11,0.014110697548722692,-0.02521856788932052,0.03639374459524275,0.04846463448039806,0.020405349543596837,0.0007523982961504338,-0.11452861315304176,0.029988985046170556,0.05404195256615842,0.01441276372712244,-0.09162298247199907,-0.05712737603612989,-0.005733574912340527,0.008013937605612446,0.12059648856109348,0.08635000103224451,0.001952659748828511
IL24,,,,,,,,,,,,-0.042686368711016415,-0.029823913369970624,,,-0.05347368942115986,
SORBS1,0.0900563703396733,-0.003887027876097771,-0.05006762501376961,-0.02697000004888136,-0.020971870638714363,-0.0023639560823809913,-0.0727638618054422,-0.002903920716976839,0.048394037223261306,-0.019148287371963873,0.01993620611470015,-0.0032768790543376957,0.009237664406504165,-0.010239869849039612,0.02534048229896567,0.028061745741543236,0.04648014710864387
DLL1,0.13869586959726482,-0.007237563872654467,-0.031119829842356058,-0.04014840468470003,0.053836627361784996,-0.019315917275500534,-0.041169534641148274,0.0032600415196036457,-0.06246764158917523,-0.02238124449940401,-0.13067307280933096,0.07134678406695476,0.10637362064846209,0.08325017584914818,0.13206604138025793,0.04063811458489522,0.02204083543160156
TLN1,-0.08799941583914407,-0.03400532967952817,-0.021265010868911742,-0.0005731781161553355,-0.10072395032529685,-0.002978084537526396,-0.16692341906813243,-0.08729567773406613,0.013112169008731668,-0.2522945031856547,-0.25214964659691885,-0.04501758804511603,-0.043321487046896014,-0.021788168838574075,0.12710253904399507,-0.026227545382109096,-0.0696744224350271
COL2A1,0.044219080930572,0.02431383891718127,,,-0.02099707599371157,0.016296141534923952,-0.03611993694896512,,,,0.03357619119896649,-0.03155877757594057,-0.09515779832799384,0.0220972806438166,,0.10719435190480733,
SHH,,,,-0.010458302737349275,0.01704470830693456,0.07782875052121045,-0.028394659243738546,-0.09122449233199194,-0.022826092531190337,,0.11742817912938994,0.032415018376234964,-0.01008728692121625,-0.012220518936017928,,-0.025682795604702966,
