,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
NTNG1,-0.0019890237761279904,-0.01433484771021433,-0.04067059984737839,0.015902473229440408,-0.006800297960554197,-0.03594863645025411,0.07717623294117303,0.08859063473889775
LRIG1,-0.04196473327026704,-0.03454140507062357,-0.0001885587791000091,-0.0021431011342096028,0.10856102944774544,-0.06724750338828663,0.004054262722293227,0.12463969265276309
CPAMD8,-0.02580150614449577,,-0.018665407419723973,0.10985430088320962,,0.05065928144898287,-0.028476799235435928,-0.05656548591235441
GHRL,0.12036875153723703,,,0.02676463096528878,-0.01604514395309608,0.023689373856962067,-0.025102594828386973,
NPY,-0.03013057182869221,-0.0627441029940043,-0.02591862970999668,-0.002393106383741204,-0.031143326237685846,-0.026954113904426612,-0.07286260302816414,0.05870039937944604
MMP2,-0.045547248545867496,-0.043262308261359586,-0.06436329166213108,-0.028193931153236432,0.0027954865779854614,-0.006634800351051291,0.13342358100961055,-0.03215126797192669
PPY,,-0.0307423444834949,0.0009461780284270443,,-0.007531679368622208,-0.042703290402719564,0.0012600474353687155,
ALKAL2,-0.003283531896833255,-0.005335781855084624,0.027146196603986254,0.024495232594798935,-0.02976008640484026,-0.054164060064566824,-0.04583203160998508,-0.01402179253540291
CSF1,0.010809774314024988,-0.0885989413954423,-0.0075640795069113285,0.0118611065472801,-0.014400121341293207,-0.07756540005068045,0.0564600214536736,0.11824256455001468
SEMA4C,-0.00868949984406203,-0.011443443646084326,-0.032697023069404425,-0.005387075816668666,-0.01674669863110966,0.028388234487141253,-0.003874113607674911,0.017422772233604052
BMP8A,,,,,,0.06598779033987336,,
ICAM2,0.08262335175027342,0.022117930558730774,-0.018142617298791276,0.01603317696923194,0.04616534293596486,0.008869271398612733,0.013316550072773234,-0.07402647417839783
SYTL3,0.010067114537304595,-0.03579062400672909,0.09954514109268742,-0.010336838385876523,-0.017927186002983885,0.04057343821979008,0.03570886481119903,
IL1A,0.022160624722307124,-0.04086991600224424,-0.034097608585162455,-0.0072770597249314384,-0.034451554090321974,-0.0038543800419817776,-0.04512270303806461,0.028179342286415315
HLA-G,,-0.0021754211396611185,0.015812124179160527,,0.06849576600637403,,,
PGF,0.06299376913261434,0.002633855449427543,0.03421084371708408,0.027870858244825,-0.020092761732599527,-0.006822882379875938,0.019653117311549357,0.018538795711140567
LGALS8,-0.017062560363219223,-0.028816263681397787,-0.003913856217644484,0.00519190021129157,0.04530210949684252,-0.022331379975694482,0.03316884219797385,-0.07615848002827293
DKK3,0.13810911803667766,-0.025409299522202656,0.09538557469546684,0.04736984235559519,0.023306219883139957,-0.013662589949895533,-0.061659257284555236,0.0012178643449488663
COL16A1,0.07840372724058456,-0.004514326448020306,-0.01861796057253235,-0.01789213328938233,0.0027483966690219318,-0.020855721417247043,0.0489563011992368,0.04009833073964839
TPH1,,-0.0004496507078257467,-0.006103838114944392,0.0013862652446517555,-0.008032223171689348,-0.008354098687223591,0.03103059996364747,-0.029516874757276938
TNC,0.09028180912867267,-0.049380657585712695,0.00470247370353375,-0.09295001452486415,-0.04985269753548301,-0.024831360862423733,0.10019225083387298,0.06969706916172651
TNFSF9,,0.009393842568417741,-0.04173996329995282,0.05844601484408638,-0.023949308708588482,0.07432498084823354,0.016157699620664143,0.09677905314717382
C4A,,-0.022068679200526412,,0.03649599565713063,-0.013549019137511567,-0.02580013438399987,,
CNTN2,0.12553829217689813,-0.005213788626401361,0.0019398939514571386,0.01979459417418676,0.033012299140170204,0.006485128152334432,-0.09552598888815725,-0.019132946429520622
F7,,0.003176016690167427,,,-0.013259324673559576,,-0.00655014560537928,
LUM,0.10636468383582817,-0.0006948199022714792,0.002311417435431914,-0.047254951182851335,0.016410477460426176,0.05341309398091508,0.10422449006632202,
BTC,,0.022745685936959525,-0.028313314611303105,0.089799499387376,-0.026124099556733064,-0.024027870956833352,0.011244295792442703,
APOC1,0.006811785047698016,0.04553040611305928,0.04285062825186137,-0.07639935790004462,-0.049212240252329946,0.007059290814481457,-0.03061316440355876,-0.033207447835388454
PKM,-0.05824180329946612,-0.08293291573939335,-0.019910599052251066,-0.007317618202940438,-0.016736856965328742,-0.004847817256154177,0.12066764694293414,-0.08143966019983467
TNF,-0.0013170486864987343,-0.019524688865140343,-0.019381567540403908,,,-0.05200793992600735,-0.027395037761806896,-0.08307576421620809
GNAS,-0.0744622985995451,-0.0007627731990506315,0.03465360944425082,-0.02614115200111732,-0.005579436275113126,-0.038374573241476584,0.010891282398816182,-0.03925395165396315
BMP8B,-0.045549560753043825,-0.015894704460146077,-0.07000384099979198,0.0331005631667024,-0.023889193355320363,0.06649092235869498,0.1304589161425834,-0.07810910529247972
LIPH,,-0.019822485666516884,-0.02160878038665168,,0.010310305780795372,-0.057163067731379975,0.06447595760774967,
CCL28,,,,-0.02471177939728893,,-0.01487678171215202,-0.04144748336794284,
PTPN11,-0.04496934143893127,0.059592993371157955,0.06556436464304202,0.08093322567583318,0.003594538747482395,-0.0608264313419992,0.002030177993719388,-0.010772996853845836
ADAM12,-0.08851830142363996,-0.015307349553344236,-0.004739222009041254,-0.06841523958958488,0.05644799216915188,0.02763192742567243,0.09146182306991828,
EPO,,-0.021527725674919996,-0.022442365746503573,,-0.025827493442640133,-0.015820220972463016,,
EDN3,,-0.03235987395296498,0.03719016573767281,-0.020266389180734874,-0.011435498707766925,0.06490352643982773,0.003513719055061024,-0.04847889433120585
CCL22,,-0.024364748770498428,-0.02052319984754747,-0.030674856548229698,0.012391042653713154,-0.006777010731984784,,
CCL2,0.09897734810018873,-0.06764347557846716,-0.00840726982029629,-0.011197441761471463,-0.025596580156307468,-0.04880988050247321,0.08938018795492178,-0.062128174041925895
DSCAM,0.06292822168537018,-0.005503596255972247,0.026959459637373156,-0.013958987348130548,0.018581669254490004,0.004869167075777817,0.08737875555612372,0.02136219456058956
ANG,-0.025589864740751138,-0.052238602350620715,0.045217026324145454,-0.04954605542263295,-0.007177907327340841,-0.008668056605333221,0.06995645112941748,
FBLN2,0.05752724779004154,-0.02449275058740351,-0.030914540473418062,-0.04177542243170656,0.003439334522108975,0.031069111708102167,0.019625203471155993,-0.030197622822671043
VTN,-0.02188234573342203,-0.02460766366063804,-0.0157810191695415,,0.048509602782891896,-0.025800139740416957,-0.03296343921834339,
VEGFA,-0.04615232092009728,-0.05006803578134952,-0.007915183157662282,0.026633853122333337,-0.035488419956566146,0.03222074400339361,0.08406893989701422,-0.028465701363529623
F10,-0.023736442592692007,,0.08502739549524688,-0.006569748205647274,-0.018999086674352916,-0.02793051681301342,0.02144670349053527,
SERPINA1,-0.06830767745760044,-0.04178917787878515,-0.03208997968816887,0.010922765559781389,-0.01623747456968696,-0.0008770205494982677,0.077414414032971,-0.036191832451895174
VWF,0.07487382530682207,-0.0037474503684969992,-0.05174367053803081,-0.016907879606040264,0.07358844864292176,0.02206804511586348,-0.06001918303121571,-0.08388695268703145
GDNF,,0.06760124306623405,-0.0325807170761099,,-0.03616632937672507,,,-0.041767078934057796
VASP,0.029077868935389738,0.001798854481622331,0.04571450735554993,-0.07796425296717253,0.030852930788818015,0.013645880982962957,0.10382418783346514,-0.031099714019008417
ADAM15,0.0975453736162182,-0.04786264783359595,-0.027585226487834735,0.038929011409921076,-0.012581182361650971,0.00436896139406066,-0.016067203431568138,-0.029024031501470784
WNT2,,0.04146088297171477,-0.005615014881731201,,-0.004796814356657643,-0.038472627321995814,-0.030422644022863526,
CALCB,,-0.005111098499652133,-0.02729827451472475,,0.027016569609278944,,0.035996927146821324,
OLFM2,-0.07674664052545116,0.02757706973983549,0.0007869767951570268,0.01937305482363745,0.019388425830985614,-0.009615940151742596,0.0027258217215563336,-0.07581385445478242
MFAP2,-0.037156907506789454,-0.033023150346619526,-0.021127933648654167,0.021515770783890466,0.1071065656876379,-0.00045673391518054085,0.044420969042161765,
HLA-C,-0.09016961547571292,-0.05990192174734131,-0.027025812101671657,-0.07393931640599681,-0.025079314086783617,0.01916547393029852,0.07725637842226114,-0.012532443700694064
THBS1,0.049974957703757546,0.0018849537571256577,0.012069786496543866,-0.07439069696471559,0.024779532526949106,0.10432963610028982,0.15758137400550043,0.10527087006906086
HSPA4,0.002386673998931082,-0.0680567418469897,0.0006802919941788562,0.07156943106061167,0.004458622386003481,0.02743350445991788,0.01534276724399996,0.0012519047977010427
LMAN1,0.020516292303406874,-0.09396117075962558,-0.021326030070693894,-0.03251376318565474,0.003474046998344382,0.003708410641505731,0.09203243920296543,0.010973536709923406
LYPD3,0.008280616115801198,-0.04490180663739487,0.006786309966857277,,-0.02257538001166832,0.005815490783166062,0.024010516400301777,
APOE,0.005034563043126564,-0.007777606314536468,0.016489055035119923,-0.056252554792166995,-0.026083699749978522,-0.04495214014559253,0.001878609699101746,-0.027879164282093017
SOSTDC1,,-0.0036593699474794864,-0.032302894641551026,,0.006091954640986702,0.03557090509698172,-0.005692459028330012,-0.03151919938459385
ANXA1,0.07586462134236541,-0.07412724584752303,0.0077054766679272215,0.024222285100530462,-0.028480150195898266,-0.006439610451544307,-0.02283837752446029,-0.04652592463800043
WNT2B,-0.009835546828613024,-0.017143103981508617,0.013177781791020455,-0.048999983978021334,0.0008144155292497616,-0.03029550996422046,0.06146326129093999,-0.051144307751673536
AMH,,-0.034342799381998856,-0.0056370291665217695,-0.024711776246011775,0.06516503644451786,-0.006877827914165174,0.12047208446353791,
GDF10,0.06100297480893974,-0.019819913085002933,-0.03456339161674685,-0.0311890368831153,0.07293445581990073,-0.022018479182339193,-0.02098329539121081,-0.05243926454679163
EFNB3,-0.014289420552777696,-0.034877080535100816,-0.0658890945044586,0.01048546301376263,-0.015488231418285666,-0.04765048997281301,-0.09612144519981859,0.07783137090679669
LTB,-0.044837430175331996,-0.047893029563325445,-0.05897150110544342,-0.03337898709313247,-0.001758983410543043,0.0009188161960103405,0.008198169580004624,-0.03694765764783581
ANGPT2,0.07878210156821142,-0.024862412660035735,0.0017000559328103823,-0.008617680210692556,0.046248146489527964,0.04548694738599595,0.01705679213535743,-0.07194179362916246
NRTN,,,,-0.031189048072035378,0.0440255332341543,,,-0.043767399821831886
ADAM17,0.0694475745450751,0.021025290047137116,0.028713754495840817,0.02315938307442059,-0.02184750321771477,0.04721547232512761,0.1237112304452369,0.11914490386613569
LRPAP1,0.01718531968921257,0.018532345540147793,-0.04128245658738945,-0.00906834826174002,-0.02873607473723814,-0.0659224852260105,-0.047441783298082796,-0.02664195771727382
NID1,0.08435087661221732,-0.05808719930567515,-0.05614516963016008,-0.08074407036832004,0.05902616264585003,0.04623123504561617,0.08217949775372198,-0.003927008846560045
MST1,-0.05797698669124315,-0.03856924319996197,-0.02628034273444098,0.08592207527699855,0.007837160544648477,-0.028444722383531663,0.022545633539042324,-0.02163458706010281
DCN,0.1485919084073685,0.022573650158281357,-0.05169516840843803,0.0033638916935998875,0.03256845740619026,0.053351270158427964,0.056665476655392094,0.11159765122731871
IGFL2,,,-0.022236647960360203,,,0.03406439093737795,,-0.036379527220929346
COL7A1,0.08122608753371653,-0.08100920347745445,-0.045495593126112184,0.030828736903983606,0.014776259825539552,-0.02347819796896929,0.07736197634699689,-0.05860396462390834
CALR,-0.004732990620367997,-0.12325410683049447,-0.0056853296823120665,-0.046187956861947224,-0.019758135935718783,-0.010022985275566713,0.10580411926670136,0.024343665107966334
PIGA,-0.00907833810413482,-0.04618266086658068,-0.0162195816036479,0.04034564972091188,-0.013753419188658062,-0.02579551407094131,0.03748364701066349,0.0010578963402290782
CD200,-0.011785698409741701,0.00046122071919374203,0.019559695895134906,-0.02174922254248349,0.024443388043077743,0.019317692275735054,-0.012945971431526095,0.1469063767440765
GRP,0.09185250015783111,,0.057936851153203,-0.03413095528508192,0.034660319940389525,-0.01877171278519194,0.044566206005366794,
CDH1,-0.01045748127582166,0.017323041825542736,0.012649080527487849,-0.04757124173578413,0.011948749667855089,-0.03183119813878104,0.07050038303349539,-0.052865760895144095
LPL,-0.03283727049345599,-0.02558683911975242,0.04653979780416591,-0.020463738253346787,-0.05251289351502488,-0.07997383846205279,0.06335593952587869,-0.0008599221043871378
SEMA5A,0.0681519712872271,0.07642517674160758,0.026513879323595366,-0.012222017490982654,-0.03922591879219875,-0.06856843864162225,0.01757911177399978,0.04960610642792372
SEMA7A,0.06723911298903626,-0.03653411254483845,-0.00627156036987852,0.09887193813251932,0.03866583776678018,-0.0031378486957174645,0.013944808923440783,0.05973287487351418
SEMA4G,-0.04169425442909419,0.0031680367039924407,0.0265763153074426,0.01408030615038261,0.05204819475588895,-0.029946839008703267,0.009931086755843671,-0.037508791500867625
SEMA3B,-0.03172486396964964,-0.009680558138909763,-0.06663577504839645,0.007515810588236577,-0.029829521863589434,-0.02767981275570008,-0.10480994298805708,-0.01259620359265341
RPH3A,-0.03508154136738458,-0.06506104602344034,-0.0642561665020141,-0.04872526545160504,-0.038100705197201656,-0.025642664656420466,-0.053636169294794006,-0.08708840916232684
JAG2,0.1381952576798612,-0.034236958048488315,-0.01067162241981673,0.0724376016619965,0.023037008633175624,0.003769459603367391,0.044544967361768786,-0.07642088687723457
CGN,0.039872596999354214,0.0018393108677734501,0.02380681520275358,-0.020052230979799766,0.008193467486642493,-0.022749785530421947,0.017630368098546966,0.10684952341201649
GDF15,-0.055824635094506365,-0.06327451242136639,-0.03404257844604076,0.005511464784491037,-0.005998868650931279,-0.06136002663788066,-0.002120987939489863,
SEMA4F,0.022339495502580298,0.045188942546219385,-0.008369235974534267,-0.030494176626257505,0.011732218189700447,0.019515735525834216,-0.011450924743024851,-0.07264004187674274
NXPH1,-0.01673901313820666,0.03243070823999508,-0.016666208116505817,-0.04902392159192131,-0.06712120364296856,-0.051383791964246445,0.0859242752457499,-0.038137948913853456
ARF1,-0.027873361409891273,-0.014910564820746723,-0.031557990691629706,0.03647540169422298,0.015129345069005875,0.006433597825864068,0.04346827562274998,-0.00700064110586021
DSC3,,,,,,-0.01582022577452532,,
EBI3,0.036774356925834424,-0.007866570001376043,-0.04270794422835646,-0.05066747466049442,-0.010222053878828222,-0.06272033932367783,-0.012886683916094316,-0.048648456763720746
TIMP1,-0.020208073477604126,-0.07951198242367262,-0.031054685263324857,-0.026418489386664957,-0.04222601603582537,0.05726666675754889,0.14565022758535795,-0.037506746169584465
SEMA3C,0.0002291316139591459,0.0075565326947752785,0.04276458728819756,-0.03215475329959157,-0.006939832013317451,0.014317199202240127,0.006505088654517008,0.05148833520192221
GNRH2,,,,,,-0.01714337073779105,,
GAS6,0.016797691318487695,-0.031750065583280654,-0.051364954570364885,0.06871903075010204,0.05012665470764671,-0.034248014759681464,0.0004157492005091188,0.07062553890778296
MEPE,-0.025801515627753156,0.02345725101693684,-0.031945695871198374,,-0.018089538811370983,0.07332040044216583,0.05200190345053354,0.0029623586116916396
SERPINE1,-0.0040986143417554586,-0.06387725514781227,-0.04428551276013273,-0.03530671357845799,0.027040382875710582,0.06794473140814794,0.051504351755332134,-0.04649858699999103
RSPO2,,-0.030103216820233838,-0.0023493454931171444,-0.032302001086738315,0.013827051635933245,-0.042102316185552977,-0.0270720088718562,0.046573973546206286
SHBG,-0.02409168093455032,0.024296441022664317,0.0062452756389401705,0.035103408406803836,-0.03660269547297851,-0.03316800387652743,-0.027522675336783452,
LGALS3BP,0.08420412137489969,-0.011349243841787364,-0.0383651882400725,-0.09519238447393287,-0.01718259020215709,-0.04713816173162839,0.104016680094236,0.06047197798996378
LAMB1,0.05186162006605487,-0.09262402545718153,-0.04549197215524005,-0.026833709990358275,0.021103343696133973,0.06392355707845324,0.08556703991079295,0.0018168013708584126
SPTBN2,-0.08693305797396192,-0.04635494520105175,0.013312150182628896,0.025464997727482147,-0.018992027757295603,-0.028427619819646404,-0.020999360205452643,-0.05413127004317979
COL1A2,0.14684113440315147,-0.0016757612431483639,-0.04824848450963327,-0.0005476909833961402,0.010723441903463323,0.0761007152751426,0.11169971917075383,0.1354135149345784
DEFB1,,,,,,-0.008163691091107997,-0.03401109117702927,
WNT11,,-0.004611256217606894,-0.028599784658933168,,0.12930256720125136,-0.020995420106279993,-0.030534114791989343,
LGALS1,-0.06468403028898352,-0.07563947654360227,-0.030799871671651703,-0.0434926802166522,-0.04507079885776609,0.13137880138089164,0.09995642812039679,-0.057167549958858685
BCAN,0.013138041414943036,0.052206536672349715,-0.009434964645162455,-0.04430399290166449,0.00015836705427537488,-0.031088477212824976,-0.0052037287659492965,0.016093935748338697
ANOS1,-0.012596253179486547,-0.039479149165105226,0.0014705602488592866,0.03760039246900336,0.05742583512853712,-0.07770090647094337,-0.056941441540482245,-0.023290784406796786
EDA,-0.03345574453953635,-0.043873081997681584,-0.03456338963048923,-0.03398767022038395,-0.02991906269903593,-0.03605610044723666,0.0496714586850659,0.15062947210092315
FGF22,,0.06346847993247522,0.056919800890301075,-0.0018561361089176412,0.041666834676293944,-0.015622249565060777,-0.04245333167317191,-0.05243936504267219
SHANK1,,0.006830641864974046,0.06424523454069977,,0.020002999984961908,-0.02820427278815429,0.0399314495600357,
NPVF,,-0.024364750403647224,-0.019145633318283173,,,,,
RAET1G,,,,,,-0.01972611332973588,-0.02812047546907059,
TGFB1,0.04420075168860974,-0.04809130117766111,-0.051014182157991,-0.013601305616355632,-0.03213673839123977,0.05253079309287266,0.044048353039589844,0.06279942778435668
MSTN,-0.023376370731094442,-0.027587974619374036,0.02639760579980245,-0.0156320283764002,0.03858357338338377,-0.02732725333840323,0.015862923868207948,-0.03806270117482734
WNT4,-0.002135073716941433,2.5166608887921853e-05,0.06497655783619201,-0.024074230446280008,-0.025995965559025936,0.01648097292933332,-0.0014553088938310105,-0.03402515392858168
TNFSF4,-0.03318928400492317,-0.03713779549823428,-0.008724340689301354,-0.008899594775850313,-0.031753199071120744,-0.04224460426533949,-0.013362397725154018,-0.03968531220491931
NTN1,-0.09275478958694607,-0.06873501185133618,0.023241579250358885,-0.04752730212177408,-0.05677136124028743,0.016539406515194754,0.04010236216423403,0.03950161001135672
CXCL12,-0.06245996371109139,-0.07428717017077943,-0.034230639013669156,-0.027051263066673364,-0.04025430580024995,0.005706440281164854,0.038627294946547625,-0.0849539146943331
GNRH1,-0.03603151967589938,-0.04155916977085499,-0.032892136785699286,-0.024394925122867617,0.004331732372355879,-0.014278337428577759,-0.013038307332598177,
FGF8,,0.009887036853407152,-0.026426503236563533,,-0.046531286032003356,,,
RIMS1,0.014156644551823125,0.00393766788988693,0.010950334494872538,-0.007734070527924507,0.0668151553918054,-0.03411441524488451,-0.03455599792210897,-0.07513262389469473
FGF14,-0.07315520319425638,0.05898805516422454,0.1274073381195999,0.02640819050676158,-0.033988432677473514,-0.023789754802114472,0.03545370409344423,-0.07221386113646144
IGF1,0.029585264728072606,0.039152861550947105,-0.05209778772884607,0.03568121373561359,-0.003250044674323196,-0.004395396639983809,0.003980396162339283,0.038563975885968854
TNFSF10,0.07504466961082966,-0.004550017651810323,0.013149923465642097,-0.031876501664221325,0.016919086730017536,0.04418016736760521,-0.004655521223283951,-0.07911379807706165
GDF5,,-0.04844323631490366,-0.02946044349334445,-0.03057225339840503,0.028389634955937618,-0.04563023494779748,0.03665814900957982,
CHAD,,-0.008846431470611905,-0.027194648374703666,0.009606675024328512,-0.03594639818110838,,,-0.044740654186692735
RGMA,-0.06830523056780109,0.024008249316038663,-0.021480865714900252,0.017839980879545147,0.013384468461742913,-0.06488861180609672,-0.04754749106592315,-0.0509857564876472
WNT16,,,,-0.022407039780489534,-0.005686971669041908,0.006820638855182228,-0.04270168818111999,
CX3CL1,0.030150766067246943,0.02228149601555504,-0.04960892044068185,-0.10594510456605258,-0.010336775396903178,-0.0431621610256746,-0.02406810555131118,-0.0017119877539631977
FGF1,0.12294675129103892,-0.03775170604404972,-0.03312865460382884,0.0006896233901038263,0.010684416729609346,-0.03447280782417968,-0.09933630622949174,-0.020438933410287862
ALOX5AP,-0.06377351488826347,-0.04721589778407419,0.02042237591636455,0.0003259327763933405,-0.004181596137395385,0.01949436918632402,0.1077126314055673,-0.014374030557543648
IL1RN,,-0.0555418936853044,-0.047773717893895264,,-0.011269306044244642,3.766080364032025e-05,0.0842882954307047,
PCSK9,,0.019317514740995016,-0.020299660976885632,,0.14531327341714795,,,
FGF23,,,,,,,,-0.03915074024660316
NPW,-0.029839498765986513,-0.09064637435855624,0.01167020910476739,-0.025024899582564028,0.000534370430075943,-0.016193044498776368,0.051125798018210274,-0.029516876529790265
CXCL9,0.026897539294516666,,,0.059742313122005425,,0.031655403576763726,-0.012492164075585298,
ANGPTL4,0.06592846016789862,-0.13154859838891406,0.020287614988873603,0.04235407854882808,-0.009231263961488538,-0.01290807675703528,0.11489306982499033,0.07872923826642989
UCN2,,-0.0367477376812689,0.010341948837335243,,-0.025224531128416883,,,
OBP2A,-0.028038913364566743,,,,,-0.017770248825933994,,
COL4A3,,,-0.016063535915659673,-0.018025796834850605,0.0064868340963682245,0.10603370180034578,-0.0337083553340024,
NRG3,-0.054293665733122824,0.006415676295011436,-0.04728347901469625,-0.04904496814481857,-0.009196955962813485,-0.06824695387825458,0.02001380533043567,0.020850444738156396
IL23A,-0.025801510208747654,-0.02125243884739467,-0.010585167419911917,,,-0.02565277224912282,-0.037750438359022497,
COLQ,-0.03210529223189513,-0.01788972177888315,0.03692920809877276,-0.006244203086592493,-0.028332093799802577,-0.03507316836782359,0.02998230002176962,0.15191911512555673
SCGB1A1,,,-0.025528586372017416,,-0.010430737195936342,,,
TNFSF12,0.01494793452177711,0.03442848957137547,0.021404393646226094,-0.00030334045159192963,-0.02001142090627915,-0.06706371436700578,-0.03129064408039268,0.12144831163311617
DKK2,,-0.025087028542008057,,,0.04795772717300661,0.01317129549165132,-0.01550553872655119,
FYN,-0.019047646277999555,0.08590147315774796,-0.011691144948583029,-0.10037054899210489,0.021831466379876176,-0.08559884121301815,0.03133235599537104,-0.011476829302387217
ACE,0.07644674120187493,0.022251728381996978,-0.06340603246401948,-0.018516499857931863,0.022362753085981645,0.04030642791589097,-0.011313680705204904,-0.039150816496702275
IL18,0.06434989126156665,0.013604265292965718,0.027814938492277796,0.009322018646518207,-0.03751721643209359,-0.03513901845288891,-0.07235793755791978,0.06652153432674426
PPBP,,-0.0260215675532932,-0.00649111625927869,-0.028811475911325823,,,0.0012320387504758266,
CCL27,-0.025801509531372207,0.02863159957333318,-0.04222542892535524,-0.03093290304500748,-0.054526075900528145,-0.0016728270700212412,0.043926836587996725,
SERPING1,0.17175890799571739,0.02777747832866545,0.02719586761975866,-0.006561954416441912,0.07682971956286154,-0.05094985765271708,0.07960029931606215,0.12366220361594604
AZGP1,-0.08432482442761778,-0.02650625424241212,-0.025896589388726153,-0.032957632522398334,-0.00770366379724507,-0.0322129959469347,0.10565156581951182,0.07243316995744592
INHA,,0.003473918968988322,-0.040920217476764185,-0.02502489943423552,-0.06723662596804629,-0.03458013220215132,-0.031296342516205555,-0.026637961909385208
SEMA3G,0.11705927327792992,,,0.020366163762971897,0.036931491354526925,-0.043888988039146995,-0.004457306625111954,
OXT,,,,,-0.021627835648188837,,,
COL6A1,-0.0170087490411225,-0.13086217064307906,-0.05653996853715938,-0.08094709205864925,-0.03877759950075042,0.08148345220024424,0.11237054512476136,-0.064849875292735
FGF17,,-0.0033510548572981704,-0.021155913925860668,,-0.009834662190192387,-0.01692959687862601,-0.025405064637160704,-0.02882174682772103
TNFSF8,-0.0315517180389086,-0.02823535951686279,-0.02223664556793868,0.0223659136787935,-0.022997529701950646,0.013015794507610383,0.007188060404797617,
FGF20,-0.022264434939641673,-0.01635050952575761,-0.03470408413042159,-0.05938034912097133,-0.021209922430719255,0.057432389752636634,-0.026272174094359342,
ICAM3,-0.023518363528688944,0.046107015584463076,0.01208285963553649,-0.024112086415194155,-0.00821829018576942,-0.0380392227753502,-0.030272370666193326,-0.04522109912498609
LAMA4,0.027621261980390922,-0.008552781621420421,-0.004616983555907237,-0.06772569879068574,-0.015426204222558918,-0.004482481169366585,0.07154322552861221,-0.042698818451703965
DLL4,0.009476878048923785,-0.04628305094996142,-0.03843013879466729,0.002293374585935795,0.024199149876372616,-0.0026146914835241887,0.06859845055836558,0.018018232329528653
SEMA3A,0.07234413666755238,-0.005065181122335708,-0.020551296728634674,0.007411624284895418,-0.013719290581615985,-0.09433173287311923,0.09639580585266483,-0.06767092273399432
RLN2,,-0.019524682526411496,,-0.010237049223609452,-0.025224528346880177,0.002063698196725299,-0.030864780371895655,
C5,0.01563554608498271,0.0010265159295367197,-0.018809153036107713,-0.042243972005138755,-0.04367090749911955,-0.01910196863501775,0.037769440148291034,-0.05578597338507004
COMP,,,,-0.026833041403666515,,-0.02413661979617502,,
C1QA,0.0973787140736942,0.007711466342070921,0.05034770837838979,-0.11500004815156949,-0.02347287998637932,0.037962204466152456,0.004323333161544445,0.0709069215903123
UTS2B,,,,,,-0.020818397424959924,,
COL9A3,-0.12895308526314594,0.005695478313168959,0.06533682491725068,0.039773670420720546,-0.0785104460489754,-0.06505723497617703,0.09055609544544949,0.07531912342685378
DLK1,-0.07875406212152046,,,,,,0.02116652550441848,
HGF,0.09192923497965094,-0.06162630334437227,0.04652250978262577,-0.026969788786007757,-0.04882567791022567,-0.04643379351205848,-0.055794330263427803,-0.0471038220051177
P4HB,-0.05298508016659147,-0.0752852951826239,-0.04278089709512755,0.0012540561045884058,-0.04834888261399902,0.08547258225216216,0.13892597422992833,-0.005361126750322881
ADCYAP1,-0.04887068180084084,-0.005340801715253462,-0.04077586075274477,-0.02216751929157734,0.020071866297617848,-0.029932726505418807,0.02523603452231617,-0.05496280450885705
GREM1,-0.050012608588267594,0.038456851589109615,-0.06548621404598036,0.07501103191653759,0.011097217113341116,0.028448154120843058,0.026828396371401053,0.0067407249967497435
EGF,0.10682191955430473,0.05198900020306957,0.1334284987384745,0.02014394192826195,0.01667250246407633,-0.0011572721773319328,0.011019040450455571,-0.038610004780720915
VEGFB,-0.020280652389637145,-0.018753118219352875,-0.009000820695293933,-0.09291355163360174,0.01788416537379223,0.01991313645026942,-0.0014372820576592329,0.059402599780565626
FARP2,-0.12114307037110712,0.019217789507616843,-0.0540183743910718,-0.04325125226941641,-0.04897640135493734,-0.024926314423680505,0.0707157713814648,-0.0329839378049019
IHH,,-0.025558192456623136,-0.006370703296665126,,-0.024917903310254164,,,
LAMA2,0.05971581324195617,-0.07635374410719398,0.03948676553341288,-0.0592628207662884,0.00028755010501590767,0.0558512198252302,-0.013458710524842871,0.08474403048176905
SERPINC1,,,-0.01938157341410394,,0.035736777197153895,,,
NRG1,0.009763501852463437,0.018109317258591943,-0.04186171623577681,,-0.01819408529386954,-0.00766960191345996,0.05376146410676081,
SPINK1,,-0.04469065697623574,-0.022173952362158262,,-0.03024779518559799,-0.027236087666075007,0.13721165682533124,
EFEMP2,-0.0011672267390974165,-0.038764717675097225,-0.036772479596238264,-0.0037805108490031533,-0.012976135629042304,0.031430778511647876,0.062411631483840824,-0.031514184168453765
SELPLG,0.031967469557413516,0.018743628297038923,0.009765871566178145,-0.026510013920393725,-0.0662740712328966,0.02933079147686918,-0.020609366340287146,-0.09297761834940114
GDF6,,-0.0462650505030302,-0.0044642411217005636,,0.00597198812612932,,,
HLA-E,0.06265197476808905,-0.06231350426119114,-0.02479908128384182,-0.04458882502313781,0.008260816477447764,0.08028886010871004,0.08209168983188306,-0.05713197920067456
PTN,-0.10771661029068481,-0.001452823687456783,-0.007823830697944177,-0.039615865832891034,-0.07263776454678093,-0.09846319456764316,0.022364348525484464,0.06158508922963868
CD274,0.002816559367932593,-0.03570111959572602,0.0234702866495497,-0.051705138821113106,-0.006491837522936385,0.07680078340595149,0.04167544242663379,
