,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1
PDAP1,0.03496547318177107,0.07364264778337976,-0.016155622607364056,0.006245801725957036,0.15782567914894824,0.00974181593891894,-0.004149501346536123,0.045099430010292894,0.08690012106707831,-0.09949337916073654,0.0019854988315209324,0.004068835622541852
QDPR,0.012502111914412318,-0.026936013122270275,-0.012632114323054625,0.046710032220606844,-0.108038950068762,0.018242231192009746,0.009550696247449059,-0.06086961700424509,0.03712730434262865,-0.121832208640379,0.05050705309613508,0.013804559521405815
POMC,-0.019579660984861476,0.014503290061012707,-0.007336830670972183,-0.042624982748767117,-0.010589207886097868,-0.016638026355228753,0.1320426644884945,0.03321581567957561,-0.02194235802253006,-0.0021631297474723247,-0.025458333159013975,0.07922209000164317
CCL18,-0.02658320788670192,,,,,,0.008473049181398816,,-0.03758158422076384,,0.08389942831698306,
CCL17,,,0.02959198325586181,,,-0.017883723199517667,,0.040972611188838104,,,-0.03189027558793297,-0.019166085385999454
VEGFD,-0.026583216328115503,0.029093652834070994,0.04170761598638176,-0.020266589295405396,0.05401854969171651,-0.019053594442966653,-0.017992959130356787,-0.023476320185615015,0.037380784743478467,0.015587361323825544,-0.022091367304745174,
TNFSF13,-0.02006054809160409,,-0.018375714030694802,,,,,,,,-0.034663639270248604,-0.0033680177190069287
WNT5A,0.02080372456864693,-0.01910082999292743,0.03294571867433349,0.07947551742093101,0.12099675944895052,0.03210853763042697,0.030424150457552628,0.07108089063061973,0.032786577535496415,0.035532856345605685,-0.0105330197860599,0.012297949269830544
CXCL8,-0.05145856878266204,0.07489258583153571,0.010966721489895597,-0.02714228965727109,0.018991596915971246,-0.0031108221351568823,-0.029515565639883216,0.01144951389200288,-0.04737438237505915,0.016442450211099965,-0.004323092955304835,-0.020819330849598645
GRN,0.014953517078914118,0.04301365887612514,0.0037682338656436555,0.024516460290486798,0.14078439353665154,-0.002052891188743515,-0.018825970110254282,-0.027497863047938557,-0.01375296512755232,-0.010676560066349497,-0.010708045758563331,0.014336982523285916
MIA,-0.04028749888089004,0.03711275440578113,-0.01676242701590753,0.04927596908888404,0.04833181649524429,0.025926505203370427,0.021973277056797334,-0.032151896356677555,-0.0243103976725351,-0.032309703625805354,0.03888008565533964,0.06276814954546887
COL4A4,-0.011101619242609433,0.1296982477892672,-0.023937046358062607,0.05980770455328199,0.04436284847234437,0.026127116044769798,,0.013150450987618592,,-0.0219211672911161,-0.03537173323706827,0.0374067649724244
TAC1,0.07235388685959854,-0.029215095266315563,0.02822168018710769,0.03520348228723061,-0.12113575970382479,-0.02402101218287214,,-0.05527260639294293,,,,-0.025195768129487258
RARRES2,-0.0590485916079699,-0.02246800426522985,0.020819771265401375,0.02246735714482129,0.1849794645612469,-0.0015560022975594921,0.00018907549753686606,0.06706932814736206,-0.07466203975573445,-0.003221153174778011,0.02912510811500994,-0.015290930880765063
FGF7,,0.11435344545888286,-0.047221970034077715,-0.00902023517297683,0.032756430646759184,-0.042563297137671485,0.00011088110842762805,-0.011520395313841721,-0.07955544818708146,0.08313980017736566,-0.019217492679540267,0.043966415803873365
EFNA2,,,,,,,,,,,-0.020996366200881196,
HBEGF,0.010644085271314009,0.07006180229388595,-0.02858566771013413,-0.007577746341025206,0.09930018566659751,-0.0011149946743599765,0.07863340723933074,0.024556999828895254,0.07541107163545702,-0.060747553439956664,0.004164416915857361,0.026876878944750684
CSF3,,,-0.03175262327480639,-0.027618251966304,-0.007223228317484776,,-0.012894166984938645,,,,-0.026369399440788192,-0.02017893119380882
PI3,0.019816717022201377,,-0.032715814419087184,0.03518260735470783,0.02950467568231531,,,,0.017554834444557386,,0.03058110182335881,-0.013117095229495281
PCSK1N,-0.005515791069505861,-0.015607924784281753,0.005018104843546468,-0.003838881414934679,-0.06168143379984737,0.04063971036723557,-0.029131406936633148,-0.04610579347165495,0.03131729214642441,-0.02289120380022113,0.032537462799595816,-0.031956767861501076
NTS,,,,0.04573226254495911,-0.02960984114054742,-0.021329630281037477,,,,,-0.025580087873435513,-0.029882245474405707
SFRP1,0.013682687984722585,0.09723088723508239,-0.02324447811813288,-0.023120668682410517,0.12848570522027086,0.017967909227767885,0.005899487218874895,0.006207171261808496,-0.05820144478326875,0.01621254664582158,0.03179278917665209,-0.02918785779451261
CXCL13,,0.07093581257933718,,-0.02291287792869577,,,0.050989920937944556,,,,0.019800113097150778,
MICA,-0.03308897890691415,-0.026732949936341337,-0.013385154408876028,0.007079848040319441,0.1292584002587643,-0.026820902908878654,0.08415861469079229,0.029130677010716817,0.0728861595597509,0.04647250252683452,0.009458129318555454,0.04885574235291364
TG,0.02112252000636862,-0.023141894337938243,0.05484970883785538,0.026355898588410444,0.02482440644606968,-0.018017174340954272,0.08059094776999866,0.021891889866339095,-0.059382097584949396,-0.04341656438035509,0.047382173844562954,0.025661460470262444
ADA,0.024218498179943978,0.06216897639302271,-0.01473849589651652,-0.010989741938395841,0.1688509380770624,0.02324915160994783,0.0385554899474245,0.07139993233004419,-0.03585269302848957,-0.00362667715500171,0.016882377791137708,0.08708518690374335
LAMC3,0.05152128785805395,0.06374391324076159,-0.03778345803302982,-0.019567499275975196,0.09241152681232205,-0.02320150344309824,0.07822665892718764,0.005927950450647805,-0.07061190135457455,-0.02309108324934708,-2.862804860587058e-05,0.07893322058885163
CCL7,0.024114758198445933,,-0.018136035065388554,0.030054379860298068,,,,,,,,-0.021145563852666388
NGF,-0.029032198166766266,,0.011668732230348788,-0.01007730815103201,,,0.16533862778474429,,,0.020977970346928408,0.05936395935104458,0.058689984890687094
TNFSF15,,,-0.0201953620674226,-0.022491950100453593,,,-0.017214059733611516,,,0.08594425316126907,,-0.024488685956806165
HMGB1,0.049138977564417145,0.008610933954463712,0.00737430875630826,0.012772767817891358,0.18091504861655325,0.03952384308434129,0.018866556755137095,0.01772344125863171,0.017201729574142493,0.02491244016433112,-0.0773593225140139,-0.05554012782544707
ITGB3BP,0.00727271069135297,0.011781387560816852,-0.043224480057326355,0.0918329661460873,0.11659076874612884,-0.017723853151391893,-0.009967768692326573,0.0968125910199014,0.03883022429011068,-0.013259348618546725,0.054968639613447806,0.05053629947390636
AANAT,0.018727672908768228,,0.044627163078060604,-0.02026659218857523,-0.02173007653977101,0.0012416614972660949,,-0.018137152324985046,-0.051180952271188976,,-0.028255422132265225,-0.02237288837219288
RELN,-0.025343052884472587,-0.004549940857674972,0.003510370859855288,0.09166816192435842,-0.06376286259750712,-0.019942647785169576,,-0.011441976329968923,,0.020537826454299708,,
IL15,0.09069928199166175,-0.02948241933618899,0.030816573520034397,-0.011226796760239539,0.015025675764050343,0.00859538020836115,0.02212259900856371,0.033771035772764246,0.06263963202087915,0.08392609095616628,-0.03461572337751624,0.019900387323314755
UTS2,,,,,0.029951341177272054,,,,-0.016552255503483968,,,
BSG,0.011960148520610838,0.057555094147989046,0.05120538561335669,0.023473355042123344,-0.02937819434092131,0.05763076547626108,-0.005460471308911635,0.053380832340623366,-0.04250811291819627,0.10660824648699876,0.007243793586445591,0.025876086237101584
ADAMTS3,0.07025175597582163,-0.016198956221769527,0.017111681724176424,-0.006698558033980673,0.10729787070863098,0.042335311875553,-0.03377320400019578,-0.029728860326127933,0.01334295987966415,,-0.0500288996057639,0.07849481188404227
CD34,0.034119262141838816,-0.02275846516648575,0.030927942252970363,0.030639028832709417,0.07388872829474157,0.04142359787294229,0.03598615098068225,-0.03479160494217916,0.05313692166834135,0.008068036341474967,0.02014019803988505,0.10530046605839254
CCL23,,,,,-0.009410052313722203,,,,,,,
PLAT,0.034677599355415076,0.023244140036119142,-0.0015008604363379822,0.014143408447247473,0.10567132142862445,-0.00424978961628156,-0.03057481454840479,0.058924298297899094,-0.027306281311605826,0.028386220082914873,-0.024579522498923687,0.05756918118668062
NTF3,,,,,,,-0.036666968184727915,,,,-0.0538423534259799,
LTA,,-0.017018621836696442,0.06453377218485616,,,-0.015605129632440621,,0.047664783657910666,,,,-0.0018502796274630735
CKLF,0.03191462668149483,0.04185614699884347,0.0320839532166164,0.027781333254116965,0.1601956278784544,0.04597065946773764,0.05352500110322666,0.06137606867205239,-0.04104148874664315,-0.1338499546322114,0.013280550857470595,0.04125139215117035
APELA,,,,,,,-0.00805215194146257,,,,,
CD24,-0.003959104328970831,0.03942637351157051,0.007326029553812753,0.001231707255239358,0.03561337664436115,0.012386819727414228,0.01836122044215709,0.041384056817935146,-0.01896443662515043,0.0075215366156087165,-0.0033200729183665138,-0.04619184550772008
HSP90AA1,-0.010820810959772071,0.04975701050419274,-0.01013949751038665,0.0008059666212836796,-0.1653964166316039,-0.05465327003836544,-0.08350223793634387,-0.053705606979294884,-0.01778352106641823,0.07218748371583747,-0.026932502259158667,-0.07690284121618039
BMP4,-5.4673531781932525e-05,-0.018040736778607187,-0.02075125980992801,0.030334652709523274,-0.01659004150104092,-0.017859627686378648,0.08696712013404839,-0.023221406489646188,0.019329562487973313,0.0011406152962462023,0.04499005594983231,0.04084459935983042
SCGB3A1,0.0027619101417094105,,,-0.02413500939384623,,,0.07100069054318979,-0.019015993312527693,0.010417163079546751,0.03127101170322554,-0.009346342272070202,0.0049338498265045485
IGFBP4,0.05712961277185425,0.05465352349704175,-0.022938121840667278,0.045847900982058896,0.12335981394884551,-0.02094217180339045,0.06554284762989795,0.0458401874746459,0.09942149784045402,0.07062809203276338,0.01994708298212391,0.10861197752075546
RSPO4,,-0.0037542192083068037,0.023616293512732887,0.025371613144009854,,0.04437940030100727,,0.14339351697278443,,-0.03899312607011507,,-0.0183536937439558
LEFTY2,0.04932925140873541,-0.017227636406230686,0.010083361368433491,0.08127417361147275,0.10658217994109792,0.04051425924087964,-0.019463762798055086,-0.033642127083948696,0.03125366012080155,,0.04341817701432966,0.09061544711810407
PF4,-0.017540543555220712,-0.015480749633108809,-0.015823333293355668,,,,,,,,-0.019244623269258507,-0.03011052910597206
ANGPTL2,0.01147342565284952,0.003942089767040312,0.009157290593568426,-0.027491105864612887,0.07441474600824478,-0.041395801685246675,0.006702676800968305,0.11879635748708273,-0.022237544163954896,0.038994153689978474,-0.005805507036725516,0.0351658059970276
LRIG2,-0.01324205904475983,-0.002919459579750018,0.01595265596579604,-0.005523853898621475,0.12103590021536223,-0.013643652219844104,-0.013355017716370694,0.07080477626630337,0.04004205037853533,-0.036548976503427026,0.014383295696383663,0.007728714961959988
ICOSLG,0.07332810699627267,0.014240257701251233,0.016230078571231453,0.05708762913330487,0.0037094120810062243,-0.0030962139080902558,-0.03771344605368278,0.014581416985842335,0.057163020772377525,0.026236060317246606,-0.006914589447922559,0.037186125820867395
WIF1,-0.00859572073003753,,,0.017764480202740233,-0.10754249388857391,-0.014005705777969182,,0.021996400454026586,,,,
NPPC,0.027569181848997638,,-0.024545892073657444,-0.02660919959116207,-0.058507371190507265,-0.027320681845323005,,-0.004635001827451402,-0.052894331697794644,-0.005401864134687294,-0.03641211738508829,
LYZ,0.015165693058624115,-0.008545351466739338,-0.030244699811577777,-0.013739796214834744,0.07670586590089655,-0.0015526621585837596,0.0016097112821131935,-0.04456356491561767,-0.09177592432537585,-0.02075601408863767,0.051929840500977015,0.029173687190087186
EREG,,,,-0.0013776625123861736,,,-0.0227598326947925,,,,-0.02978374658552046,-0.04547387364560331
SPTAN1,0.0409368086289627,0.0314383496326786,0.014636900218072246,0.06125563210740634,-0.048729738072777216,0.010022392118099568,-0.015656275202446016,0.01495261278137511,-0.05952710951246595,0.05133148691885918,-0.019781207749116805,-0.04040320712302623
LIPC,0.042238003705623764,-0.023299355559889254,0.05302211315772594,-0.026968925729234088,-0.004379092104209437,-0.000687557295287113,-0.00116570700135685,0.03181924134798855,0.05100318037744913,-0.018159074496935854,,0.08368426117208208
COL8A1,0.011268871101584154,0.043169620003474234,-0.03366310429794114,0.010374833664033514,-0.04753464315147765,-0.0009218265352471858,0.00648346961783605,0.09129943682123631,-0.0369749139845348,-0.030947392304372937,0.08360893668821712,-0.015582266777307698
GSTM2,-0.00453045212220184,-0.004800779416580068,0.008271459430423537,-0.03976289622589668,0.18328038177414194,-0.022144415770201115,-0.023364039752374822,0.02449627525784728,0.03893703789282289,0.05218838041863217,0.012167064671373748,-0.005809705479946158
IL4,,,,,,,,,-0.036453359936642206,,,
SPX,-0.003115990966788092,0.019953053572515925,0.03528917212514068,-0.0540887207108795,-0.060658840090909834,-0.025306809685337207,,-0.05362657905572852,,,0.010336723975871343,-0.001978971327468665
MFGE8,0.028633484142351708,0.06094984466279566,0.0013602305783087115,0.02184102695758399,0.09093508130899716,-0.028859776861396163,0.036168289399029684,-0.008257998259060631,-0.003472066066736011,0.0612279962901199,-0.013145290152229549,0.08009135260944507
TGFA,0.023471686285979572,0.015878886949529086,-0.03546390315032078,0.05552407871948277,0.014885734541846626,0.011644481838158666,-0.03067323651620581,0.042443592261688604,-0.06561076478199389,-0.034431103762804054,0.0035444573171856328,0.06297071769838881
SLIT2,0.01891015184615975,0.028417259886931834,-0.014424864902783396,0.0037685637785323865,-0.061788507678770664,0.06051656688296831,0.002513676271796398,-0.06129992460979856,0.020670907500326192,0.015546123978108013,0.046170298422131675,-0.015637198992594258
PLTP,0.008335192092236097,0.02069542620413293,-0.0073241590685674705,0.06840130688040227,0.08576900046096265,-0.03181310657536714,0.0380985050054011,0.06456411500174294,-0.0981585878470377,0.032387317266319764,-0.023865031469093273,-0.0027545090335065335
APOD,-0.0197251034460699,-0.021077081143036705,0.04197754836378845,0.01723749777182062,0.024360499212540545,-0.010617446248386111,0.004274524855824382,-0.05866535109315754,0.05544198862780704,-0.03931279773916403,-0.005943518409758986,-0.01867910402171541
B2M,0.01423259724038954,0.028277532009939023,-0.054231435446505584,-0.007851420451416822,0.13822461987388848,-0.02026026655429856,0.0016588120570908294,0.07036118284045882,0.08345559616885732,-0.001646283215487382,-0.03263409387264591,0.037936569230311655
OMG,0.04394801841693444,0.004368663067449653,-0.02071772614810955,0.014037521558402159,-0.013539648156587376,-0.001701947913632439,-0.014413927097023637,-0.040478697469800214,-0.07657878418984057,-0.03647647301058797,0.0176205039052027,-0.013420659796003563
CXCL3,-0.003993751372381061,0.009273684607364717,-0.058666790237587176,0.00875780802055471,0.02879390218406738,-0.007015365603553489,0.03059796593532413,-0.019626280122222083,-0.058467353664478465,,-0.04364828067613693,0.06342336306304393
CXCL10,-0.041180075647167726,0.0232784465421228,0.025824197654772337,-0.005099237416987049,0.08818261415695679,-0.07159298479912879,0.2131834250418943,-0.031188534242691416,0.15973439105813772,0.026156401752570446,0.03650790927522224,0.062086076668098136
RSPO3,-0.02296895110681413,,-0.018375714634142424,-0.026968909101568416,-0.03568193790205228,-0.027412402100559355,,-0.020509084468225795,,,0.033869650126061766,-0.021458612497202094
CORT,0.03236587305584028,-0.014995618814440535,-0.03366793309042456,-0.03273084310095598,-0.055491689124997766,-0.022413345554433018,,-0.021685132736030815,,,-0.02013852012205631,
NCAN,0.03826495016196094,0.030555662232067946,-0.039451641358126316,0.03396487258414848,0.033363330751424156,0.026574683746627487,,0.08809987423684272,0.05479537488128845,0.011145323915067796,-0.01384845829029888,0.03416752983446146
PRG4,0.0027126134935793428,,-0.018136037891620403,-8.20682734656384e-05,0.044076555799693384,0.0015762020622062587,,-0.023978510020082736,,,0.03907351341222106,-0.03900282718627905
ZG16B,0.082527148489864,-0.018628566118424717,0.03335210049671306,,-0.03337258486864078,-0.012399692102955457,0.09635917448056618,,,,,-0.026756580410683517
TGM2,0.015691773997071303,0.041298864071866226,-0.05257314581758339,-0.03464250508951106,0.050327644980281555,-0.033568169717145116,-0.006877142941285833,-0.024042235986353983,0.060772751828721064,0.0627821647338629,0.07272281864505636,0.0645284991351193
VEGFC,-0.03228763929037034,-0.02391979627328379,-0.005398342295469299,0.07254447399077532,0.062379528137320964,0.03325460040357822,-0.03488599382430319,-0.010482977411179251,0.010918169830642548,0.11006062006682459,0.030856535926245973,0.08274698265301646
WNT6,-0.0008954334966716914,-0.017227636858361445,-0.025084475652293537,-0.026606827777609823,0.14246304175567812,-0.01722312111933192,-0.02871128263025251,-0.005002273514539506,-0.046225338994147824,,-0.026688850759466327,-0.019754792119674885
NRG4,-0.015573935438508168,,-0.02207238776299011,0.0006248808486260913,0.04582229037063638,-0.012131670208422079,,-0.028548305241623977,,-0.04500956730644922,,-0.02145861490220059
PMCH,-0.017949798718652345,,-0.03058344361543088,,,-0.018149714902719424,,,,,0.0010191614953699993,0.05621003980462872
COL9A1,0.04603976645001903,0.05458079915040337,-0.02305299804918556,0.02970505913287999,0.018739345122356456,0.021353695619931376,,0.04868449563164829,0.04871178265343847,-0.1279860339049229,-0.007156983497656171,0.05742848649610949
GDF11,0.05526481818610636,-0.04345584203626527,0.0421021949230333,-0.010891971965754305,0.09013931792096413,0.054637868940702196,-0.005766503073949892,0.056052754629343,-0.08431657450178554,0.06941851594835792,0.038895030771460594,0.03358730263690752
RAET1E,,,,,,,,,,,,0.06480204279183525
IL24,,,,,,,-0.016191347822441526,,,,-0.0189377775355564,
SORBS1,0.06268785161008401,0.042476283411702516,0.051024869381536636,0.020451884364614405,-0.009747038616538212,0.017243684867913167,-0.032846297745662514,0.07876902342862206,0.03609538811906095,0.09137905582780825,0.005317188559208323,-0.043103206958555206
DLL1,0.03540834067368634,0.00910996799037168,0.02059563103734928,0.07624515553457821,0.12205832563013931,0.0013419702343371953,-0.0065753583624903016,0.0801343455480626,0.07146242692707777,0.046769200963442566,-0.008115726442804002,0.047533891002808366
TLN1,-0.02499212294013226,0.04107967741973269,-0.03062255184899515,0.09004786164077493,0.11198756307897142,0.06705216823911583,0.006942762867499331,0.037342287755161054,0.09934772076422897,0.03032341995444993,0.03895675327231013,0.04167525181059598
COL2A1,0.035051172801879096,,,0.024493801552225223,0.02764205229102234,,,0.04936475391710641,,,-0.006137348336899792,-0.03122953399418815
SHH,,,0.011363794646873539,-0.0012179148045131421,0.04791558163636838,0.0344077650569471,,-0.0190159916504115,0.04920753407582704,,0.06429500267072855,-0.003707253794450022
PON2,0.026186272290477108,-0.007727457595992715,-0.028818584474843978,0.1044400758467602,0.12995437831554846,0.03312695467728456,0.04440938177735012,0.07847080260288714,0.10087101616781864,-0.01666779766236222,0.015007423416979323,-0.0013578043694349579
ICAM5,-0.030717896917908563,-0.022175837684183998,-0.009128812087236773,-0.045737460015767714,-0.05575150516601891,0.011308047380846812,-0.015327100124199735,-0.0006115769322919613,,,-0.010576384391213622,0.0526183771496664
HPX,-0.0069321601902891305,,0.057411036224189395,0.012539745049815062,-0.0033397218220156412,-0.024333627245541976,-0.018002279062224714,0.002317291711073464,0.06385998147258205,0.040992592575652416,0.0371742818734277,0.12334115287356248
SFRP2,-0.022480778885808534,,-0.021463917307447688,,-0.02277004003992429,-0.020280487067031557,0.05494867808096047,-0.03730450916877006,-0.03645338139251682,,-0.027628621474269862,0.06934651547712105
CFC1,,,,,,-0.015605130575539217,,,,,,
CD70,0.0017854237202248216,,-0.028546021681026254,,,0.1508250400644932,0.040993493907920696,,,-0.010045791009404784,0.00719872202200853,0.008444746553242469
HP,0.06421926566403562,,0.008554329065544625,-0.008370054924243262,0.042260293508966235,-0.002692541112407497,,-0.011239366892117889,0.05873196424534955,0.09140687160498305,-0.0799650066349699,-0.03209974087296293
CXCL2,-0.02122577549287242,-0.02082001802927065,0.03896912515789886,0.01952108723578814,0.07530826516449292,-0.01571967774383251,0.04024645660717917,0.010420826866985332,0.06262642059426367,-0.02255399818731756,-0.028699212293761028,-0.04567207993242476
NPPB,-0.021814458384293578,,-0.019677145911755716,,,-0.013664486972127769,,0.030157526672844683,,,-0.03335655456213669,-0.0217673749676111
CCK,0.04997546726758343,-0.014882171073945018,-0.02228278249719681,0.0016336739853718587,-0.12746578008554948,0.02528453057858888,,-0.09361315098636866,,,0.01610742872801059,0.09327054674942635
SEMA6A,0.04279599827449797,-0.014420130796493007,0.09216394753986806,0.03651591696134649,0.06333226755994689,-0.01301244580289493,0.04043923879002236,0.0676852946662356,-0.004004599589900003,0.006722588028706535,0.008231570368543816,-0.005682692618681388
IRAK4,0.034291074984468047,0.003957601265383926,0.08118099344666621,0.038053726450459874,0.10588029093152357,-0.011256367505177294,0.05338245168943235,0.05255847764048064,0.0729182282086097,-0.015058727508497394,-0.04987149434098088,0.030310358131613518
GSTP1,-0.00046110366420751574,-0.06457214122162495,-0.046969538039717325,0.019869419315442033,0.11398392465575082,-0.039925697732235185,0.03166251257934392,0.07961174066223989,-0.018226553870998356,0.040101477767217945,0.024207980463620618,0.06255370066486715
VCAM1,-0.006798398850774157,0.015588146381871155,0.03421059197750374,-0.029488229651162396,0.11272903335573871,0.02696212049473487,-0.03544916109427298,0.0437150842418605,0.03771206757440546,0.03697241443971271,-0.007050735952351549,0.03765722926275989
NXPH3,-0.021177822652937883,0.002060953007692502,-0.0319507767204593,-0.0007069379422747033,0.008546494320837757,-0.013980740512825706,0.008771484679630697,-0.012173232070028715,-0.07955857790061363,-0.01577565270495121,0.011768840667215341,0.10536194717781215
MTMR4,0.04707596673185434,0.015930373339791273,0.012539301499336084,0.08678668308726502,0.02947921444035108,-0.005595328909649871,-0.007508686570007974,0.057592854317375076,-0.05411700074329208,0.003698469968586258,-0.006305339849774569,-0.004683300295113435
LAMC2,0.02275491091694419,,-0.034306857765736096,,,0.01508519676210557,-0.007067044378610726,,,-0.04500959428990052,0.04109452052880987,0.009682977917012048
IL10,-0.036177049454236325,-0.02467551788908274,0.03916042738551373,0.007986655264317293,0.017649604074233233,-0.024608108871320332,-0.017775190069974214,-0.006123418827427445,0.02453941957311928,0.05488178780846505,0.10969343313812668,0.03688473176425524
SEMA4D,0.0249339680626395,0.0010413595757224122,0.0001378279428473323,0.09304410060577022,-0.04363736533248269,-0.02496302182427446,0.0577165201227612,-0.00901583241005139,0.08634934153641038,-0.05546391074688444,0.0028934799677056834,-0.011828216966680256
TRH,-0.006431445435775531,,0.04595710439637782,-0.016971804224962635,0.025009074930247323,0.018719172468279092,,0.10308576706796285,0.07156905324431527,,-0.05961148330336019,-0.02438091971597643
SEMA6D,0.0823842936488768,-0.043515795000458546,0.03159089763087367,0.008084038015998598,0.09068707845566347,0.025601169270692236,0.047482413801235836,0.045255292215598,-0.0197804573253814,0.01947722508725336,0.02103762880149743,0.009676910066971281
CEL,,,,-0.03348360183986805,,,,,0.05343392621714851,0.12021068041716326,0.010710536297834188,-0.03139930074328421
PDCD1LG2,0.028938444158378287,0.016786142463590753,-0.003099196717259363,0.011926324774136066,0.0856991279796414,-0.00627316839039919,-0.0004074690131677073,0.045788016471694164,-0.03600074832481122,0.030130604884769818,0.058811446675958355,0.018739669167999982
SPINT1,0.023050937325810653,0.058954303428146046,0.008906930656462874,0.050514385068408336,0.02320831702644428,-0.029884828248060342,0.008334977733522184,-0.0003941302649653804,-0.09503698038691286,-0.02211615535843494,-0.026550340729293777,0.005527232754594813
CTHRC1,0.0925542428468046,0.07805322972604782,0.04628943895105407,0.052328652903867526,0.057057788102632616,0.05978446387498894,-0.012831733576340714,0.030899666629330465,0.07912672698993113,0.011085025644777058,0.04303400079133015,0.08659705512796277
PODXL,0.021288529051006685,0.03278645761931102,-0.014647570682408136,0.0444565981924131,0.11084919958209065,0.045133475351941406,0.0004192274252049718,0.009763410827831493,0.036569210539424725,0.01687903653064634,-0.016269235951834604,0.09308826283001163
JAM3,0.028198117013908345,-0.01476936816360314,0.019305317566594406,0.041462885555005706,0.12928301008387064,0.035833370590870973,0.011488172578648153,0.04284102082965042,-0.032629704612224905,-0.0131763476917914,-0.013337393854554482,-0.02200492405802331
TGFB2,0.022094084798271626,-0.03566661943918214,0.06583749295311794,-0.03201229172787193,0.12055865728391302,0.011956015273541426,0.09069376412964689,0.02338873743649032,0.11212991277030952,-0.06415404434822385,0.02969981476606077,-0.03590946618575536
COL18A1,0.03646752073251538,0.06982805258078559,0.015628685901672636,0.03218053740001244,0.08239384184952128,0.03289530397107561,0.06459717757341217,-0.0035235563255207897,0.07905249398562278,0.0709245839843755,0.030819485041882963,0.06596695712188226
NODAL,-0.02560246517222554,-0.01659310268628007,-0.029265713850400915,0.03304033194532881,0.07334907652623009,,,0.04836926013761514,0.03504599206890402,0.04900010344358949,0.049697252730983243,0.05989049437676883
INHBB,0.007268828104068967,0.059445577455115375,0.05032852994847348,0.003216093533116527,0.004065474821566033,-0.03163046598989617,0.02298860864683253,-0.02662214140784681,-0.03801493509365702,-0.012122714084602937,0.08195576600385726,-0.004671687633173531
LCN1,-0.017122072695406935,,,,0.02113318204360824,,,,,,-0.0032446238574884386,-0.008293062576723095
ARF4,-0.017053599088328212,-0.006480458210917384,-0.050184732366501596,-0.0812841308430487,0.1042742610054229,-0.027803652691902592,-0.008675925188947964,0.06337920522417931,0.07879910174374596,0.05234105658533039,0.00468192034272457,-0.028513071154173734
CXCL14,-0.039830671304809225,-0.0079772625541703,0.001139975735134508,-0.017320126545899067,0.0028682671552064335,-0.008269696172158413,0.05921258837515465,-0.023557136119438802,0.08494058805067241,-0.004817930110949547,-0.007740908791781569,-0.02129007084488151
LIF,0.06012641381766574,-0.0052178807771007035,-0.021932947926821385,-0.010783356889077299,0.09284651594450279,-0.013473470001104586,0.028282004043755,-0.015358253468399264,0.01466099248450523,0.12454658426141027,-0.025252983022569772,-0.003501364902768101
IL17B,,,,,0.06613720116966097,,-0.038905169047445336,,0.054018420620290344,0.08774440669720976,0.014907515734964434,0.06568939318506702
MMP1,0.06459339882808961,,,-0.016971800522612497,,,-0.021328529362138478,,0.08318295638898357,,-0.036412115024442214,0.010312128757316772
