,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
CCL2,0.0022092817522706993,0.04640106903860012,-0.04874082791622863,0.03921302641767707,-0.00752799407492079,-0.03551318864883418,0.03116142609577489
DSCAM,-0.044349714864195346,-0.05952965781809773,0.055590939623622486,0.045174419670800055,0.0008817773025775785,-0.05600875559444908,0.11637289067177407
ANG,0.001246796584089916,-0.0034455145264945804,0.06699858629131566,0.025239103825743674,0.050677844265486584,0.03230882277569061,
FBLN2,-0.015648829272570178,-0.05456595084937208,0.07509532703078785,-0.05726176814566716,-0.024447200721295463,0.08588578298486055,0.0529068329979154
VTN,,-0.017423352717246113,-0.012356024255528888,,0.035798914972685295,,
VEGFA,-0.06318395663100594,0.010230961767335319,-0.02665496736371427,-0.039961411400674725,-0.04485849775915712,-0.04067094964245789,0.03710811396415109
F10,-0.024323552963767276,,-0.021102960668038736,-0.03908792494433485,-0.033289847051613856,0.18530551663127043,
SERPINA1,0.00212369922234355,0.04098176858359931,-0.04794677118272154,-0.07544444930525539,0.011711893607322138,0.07924769165123209,0.005000428457968455
VWF,0.019737606636341665,-0.06375954562065965,0.005594052147516941,-0.057789662617279115,0.022155645659536115,0.07513016525872569,0.0594131761446982
GDNF,,-0.02673856116044779,0.04966381821333405,,-0.026915487606515687,,0.056729915707377156
VASP,-0.003510673408381462,-0.07606291355987561,0.013613273692532962,0.0005951857001429486,-0.0001302185408985228,-0.08287164272621524,0.06139533071918386
ADAM15,-0.013330386979848709,-0.047043552644277835,-0.008023335977497176,-0.08449809789713869,-0.015372340055199567,-0.02964941795310425,-0.02166024644432278
WNT2,-0.025075961339184445,-0.018906951447520637,-0.01804695627641435,,-0.023079325454519403,,
CALCB,-0.016787593994838455,-0.016547040691883796,0.10958753802756219,,0.1977668595670715,,
OLFM2,0.015121288886809461,-0.00581037362439641,0.0029980621518085346,-0.07226632077539151,0.0057881671704084585,-0.08378015702012252,0.002347678662514087
MFAP2,-0.01951587653321812,0.023450541996882804,-0.00887931869581646,-0.039660607823992326,-0.0002107058180862696,,
HLA-C,-0.006501392509118788,0.042855119255003925,0.030698906247012096,-0.02998029444544443,0.010136659793367114,0.0197450020061983,-0.04006154918941817
THBS1,0.024947961841559795,0.017377578895255066,-0.03283998772128029,-0.04499183137668811,0.021251377410809284,-0.01723555764281304,0.019300085484498557
HSPA4,0.029529991856955554,-0.031479881461064285,-0.048794614721673076,-0.07894444744744498,-0.011772209820160107,-0.00034277551138615263,0.07594890402092958
LMAN1,0.04145671007624196,0.016439916110311193,-0.06224799974361533,-0.03196517781109418,0.024646774687136244,0.04572675359987216,0.04728733469793305
LYPD3,-0.020200932729943017,-0.03179253526357036,0.04441543092412416,,-0.03061324924173909,,
APOE,0.0876341340032627,-0.009851557002260154,-0.037368076555981886,-0.06448193085232537,0.01187146302548923,0.04533463557634257,-0.06595807632782855
SOSTDC1,0.00532318927394573,0.024235287680032074,0.0035321814367426053,,0.0302825265570617,,-0.05317961682936769
ANXA1,0.03381003623099981,-0.05262607002411557,0.049530152782935995,-0.08758012584321388,-0.001289068552697913,0.16937952220939137,0.0060721369211288395
WNT2B,-0.05049109938809468,0.002063539370904542,-0.021126430215411652,0.0872035934856389,0.007448557311867994,-0.044307863069715174,0.055697695643733246
AMH,,-0.043745024388045346,0.11924030428094459,-0.008742662891358097,-0.044023512714281614,,
GDF10,-0.04993027819815036,-0.02350420295198361,0.019607278605758807,0.05883586958203246,-0.041598574237589614,0.13380502529551036,-0.0323681769618146
EFNB3,-0.039512446483347785,-0.011553279212978464,0.04970497623158307,-0.09214540308277115,-0.02434985317716558,-0.0967893369943534,-0.04262662257610763
LTB,-0.03667191922002972,-0.00018627740209318144,0.04735006339442042,-0.0454357355601114,0.019040476959570046,,0.026168837105272746
ANGPT2,0.04700317393241664,-0.01615540153844715,0.010947927473586149,-0.050707888806877516,0.0018411874509227585,-0.06918247972299853,-0.015436879201304363
NRTN,,,,-0.021175844646085174,-0.017115082905584587,,0.04094004501543376
ADAM17,-0.024140596566573597,-0.0341753162937743,-0.029993924402648486,-0.061156855280174324,0.03354804963661743,0.03713663814812409,-0.04849467351897581
LRPAP1,0.045101787556532394,0.05879321551555056,0.03941270617356179,-0.07110334810942165,0.017248520272513293,-0.017151960897227436,0.02282968818300572
NID1,0.053289135280269954,0.006082727980977039,-0.05085122164871686,-0.09172722274116576,0.01589347027502591,0.07547630223526625,0.019969518406552825
MST1,0.01409789494669111,-0.006144920536136349,0.05546588625006673,-0.07979930861146156,-0.035643400019432406,0.18340056927690013,-0.015193616673300223
DCN,0.08709168074664295,-0.00872479903622607,0.00782065389213119,-0.034468957073512226,0.003963221613860628,-0.03320370045015375,-0.04758659556915194
IGFL2,,,-0.017410571434458903,,,,-0.06138002727912574
COL7A1,-0.038951115066148075,-1.0546761886428494e-05,0.03962899222080581,-0.05081108076080616,0.028786298869458254,0.004082459645128121,0.017423351269123005
CALR,-0.004693313758274058,0.0018285912464796167,-0.08256459369784673,-0.04890561671014804,-0.002178746056790921,0.04764800621343792,0.017747769441031614
PIGA,0.01785467222201781,0.007713471769377309,0.018202406039247825,0.016754397655379307,0.021665616428594808,-0.012186000877133873,-0.04054187022036845
CD200,-0.03687554583536177,0.04156689497600253,-0.013247557877167887,-0.0036217380736368334,0.0337028347277095,0.013391717088918684,0.05144326348546547
GRP,0.03917221256797781,,-0.01641387233527937,-0.029646894348745224,0.059723019691736906,,
CDH1,-0.030838383763766526,-0.04380761217022672,0.05936648687034558,-0.013222570270141999,-0.06524827797190819,-0.01884836151131343,-0.06339607911753738
LPL,0.05007788732852201,-0.03604171448222189,0.07726445025879258,-0.1247534562105729,-0.006025453175879081,-0.0713706452956559,0.12818162192535415
SEMA5A,0.024776988149343728,-0.03561058079115481,-0.0012794968356398951,-0.0762324065657454,-0.044247006302289206,0.04665853088510382,0.09231492701954194
SEMA7A,0.03576816297930689,0.019204063911073228,-0.04277536797581907,0.015175870376370595,0.02302997197848916,-0.08449921350255801,0.08618440327327799
SEMA4G,-0.03735250635498204,0.021375934944400286,0.06534522752784551,0.036463999959363086,0.0034268504694870854,-0.005495327560171112,-0.06328533714989497
SEMA3B,0.052716696267277235,-0.028923031872889346,0.01654510090492548,0.13172574549524346,-0.012146716625678304,-0.04342270531058156,0.10136388172326473
RPH3A,-0.010969048002687963,-0.016022360099266025,0.005040274839106383,0.021856916482342306,0.060950282028657175,0.035136491716233585,0.08003003721459308
JAG2,0.001389446449456907,-0.018771046535062848,-0.004439445904773659,-0.0751269892967897,0.035044345190663365,0.017969226575157028,0.052456064217754006
CGN,-0.03414082891551117,-0.06411036960140117,0.026328071143794707,0.08228272824063894,0.00024111178314385414,0.06983907995351167,0.06758394699264543
GDF15,0.0038827234902371224,-0.06274153835135987,0.019651422973402416,-0.020444344022243238,0.00636114921733376,0.03017717405911254,
SEMA4F,0.007381187480505553,-0.007297898468275418,0.03116347324625627,-0.07728309391983601,-0.02728211437011572,0.05320520912510921,0.0028192500506318777
NXPH1,-0.03528635787848277,0.043546808017700694,0.030589486877168122,-0.037088758237946766,-0.006113910582876643,0.03770571891339937,-0.0472151817722729
ARF1,-0.07878473909280599,0.02665637902145618,0.022034062751949305,-0.05427820274602642,0.026141256414227453,-0.013174368114328197,-0.010533429996392226
EBI3,0.002662887336634219,-0.02333839305442092,0.009562201126040096,0.06469998527265905,-0.01601035278822515,-0.04461103435647188,0.17999286950179003
TIMP1,0.023988656293742958,0.015130221454596316,-0.07806830642298061,-0.13618014173676213,0.012724143105858636,0.025032113301102894,-0.07003573030964197
SEMA3C,-0.025988612769048618,0.050191702547322074,0.03206955867614593,0.05255117145515593,0.018802869484923313,0.05110277685770402,0.08328428858042504
GAS6,0.008201950474820394,0.08484491149054851,-0.020455925391058973,-0.06679489857335873,-0.0010521532133756012,-0.04449627979679651,0.10609094524630794
MEPE,-0.04501126479093782,-0.026379073382420338,0.05820502574956726,,-0.001778338929112655,,0.07856823144947009
SERPINE1,-0.019545015694100748,-0.01860453396669897,-0.0462249997885476,-0.04696648188213677,-0.03491732498504396,-0.04543822037411557,-0.026961079820495924
RSPO2,0.006419367611688426,-0.021314456009151692,0.10117510371955471,-0.024371610386555703,0.009972171363508593,0.08011947712334996,0.002280779093393977
SHBG,-0.017052298643548857,0.11143290968207895,0.06896754297000982,-0.026092227520038074,0.027886650103271154,,
LGALS3BP,0.05012888100169407,0.06322045102642611,-0.02206575978806254,-0.058534706871746015,0.04899540134014437,0.0631201459984601,0.08666145340457428
LAMB1,0.003726730315931866,-0.013650739224830379,-0.025049132200238477,-0.08073186929181353,-0.015001838761763454,0.10754713167415976,-0.024296487516702873
SPTBN2,-0.018710520588360875,-0.004903385622238676,0.03633037079206117,0.008725613466003632,-0.038357213772501925,3.627417207390056e-05,0.06296308010316742
COL1A2,-0.013305509320142845,-0.006066273788577199,-0.019562620201618138,-0.11655572913655023,-0.00774175461473502,0.021771938745396284,-0.014835184612094836
WNT11,,0.05255739462458405,-0.0018052399397602051,,0.0006104243963791135,,
LGALS1,0.04595972885765826,0.013720639189841318,-0.04504420376624503,-0.059391300625724563,-0.011669743311269161,0.12034943212665454,-0.005159977785049833
BCAN,0.03628812507373989,0.0035569838179605193,0.04610229110648581,-0.061485517241223704,-0.06498421691267404,0.008956742406569851,-0.03795426350916398
ANOS1,-0.07644601016934936,0.09311962296670397,0.03620840164261813,-0.0020515760369826997,-0.03827382302995586,0.06937988182103794,0.09464416380832599
EDA,-0.020865526330916057,-0.0310641511108189,0.0801628560154018,-0.03341707464483722,0.061299381444856964,0.009487789595687532,0.030906449689364787
FGF22,-0.01911873032713573,-0.0232402192887201,-0.01658381178280595,0.03927550425054761,-0.028815737763792166,0.05301685334253108,0.13522091354393115
SHANK1,-0.02791094776055428,0.04085720821918826,-0.021102958452295036,,-0.01332799871137351,,
NPVF,,-0.017251359007700414,0.011542432470115235,,,,
TGFB1,0.02003363269824823,0.06782651288155075,-0.0431892203297978,-0.04171139939584592,0.08773741197636865,-0.0007557252442632562,0.052146196768899394
MSTN,,-0.019533549351808892,0.11218573567707314,0.0180762368882109,0.022837970951538406,,0.05099793983537877
WNT4,-0.026348025171707368,-0.014544074485188015,0.09925798032505326,-0.035456987837002345,0.0628428248248101,,0.10000887716508494
TNFSF4,0.08675702592873684,-0.013267840552240678,0.007740920100882105,-0.03347196258300185,0.013007812797768187,,0.027553078569854464
NTN1,0.040952934459974236,-0.054065381138752415,0.03426567110307666,-0.04949136775243526,-0.023630547328948256,-0.004959439126382509,0.07695434451799577
CXCL12,-0.07890086767762793,-0.022616767403978465,-0.060651752002243466,-0.04874048975537217,0.012386924931613776,0.038553441393868,0.0027663461431300137
GNRH1,-0.019515876409656033,0.0019520436837993376,-0.02110963766577147,-0.005066954411656518,-0.02707829197424373,,
FGF8,,-0.00792055453608056,-0.020691091714153117,,-0.0019167358841750437,,
RIMS1,-0.05751739880426252,0.06970372836002066,0.054338954849787235,0.03891079698777809,0.07248412653853105,-0.030581940125306014,0.11719415102652296
FGF14,-0.04185934604156167,-0.012249128558611794,0.029122694229444,-0.0850249442170988,0.003035741317345923,-0.028972076510623244,0.0103600344570712
IGF1,0.06846914608897849,0.017381441264723702,0.025983018576411356,-0.001174682650283844,0.08413071386228411,0.04903834354771565,-0.044841726691896476
TNFSF10,0.0011148484216762752,-0.0020767600745489807,0.06081408351203019,0.018988296906872364,0.035120622077747,0.031126373737357528,0.1606740444253466
GDF5,0.06042090291770184,-0.03430002964603213,0.047915008716805665,-0.06362653622950583,0.03302269702741848,,
CHAD,,-0.03478586920037692,-0.02531475168097843,-0.03994826078934769,-0.02675181173805122,-0.055282697948399,-0.010702303511990688
RGMA,-0.03750586757404075,0.05332694301700867,0.03442983340294592,-0.09467532339878566,-0.0003341894094959829,0.07531670665552122,-0.030413928324026222
WNT16,0.016280380760284083,,,0.03481773081582761,-0.01711508064656836,,
CX3CL1,-0.0043573985652237785,-0.005588383795215102,0.023328722363446942,-0.10672825944688157,-0.03676831333524358,-0.036473287853730024,0.0001865826088651241
FGF1,0.06310126384230084,-0.024487107288809377,0.028366864545220506,0.07256438223018806,0.008579873403778833,-0.08360270380265956,-0.03466085766553609
ALOX5AP,0.05036231070134818,0.11797592669386832,-0.0645984474838399,-0.04534115460651675,0.025838733423863586,0.06079604072639949,0.04500997077358547
IL1RN,-0.0023069766394772915,-0.039326204129277,-0.0053115303695690855,,-0.04768759483061956,0.035177296523026855,
PCSK9,,-0.015047705154733686,0.009876742982057804,,-0.016612859392243797,,
FGF23,,,,,,,0.11691115649157965
NPW,,0.0535300667707483,0.005180284128134572,-0.0368571515546943,-0.06365861917905367,,0.0036948832631286056
CXCL9,-0.01757056324755539,,,0.016420962478794696,,,
ANGPTL4,-0.025004377791835695,-0.001541245154916919,-0.0365686274678344,0.024037567376434088,-0.016399216638658627,-0.034465000231395336,0.01694112787374972
UCN2,,0.007388212557915107,-0.02760924449981623,,-0.01877244848087905,,
COL4A3,,,-0.01257722567035048,-0.06199504589829456,-0.026255398520569052,,
NRG3,-0.04466821766438389,0.0045044439241533046,0.08254355115388334,-0.003192037239459344,-0.006770782185559437,-0.06381080376229342,-0.10464715182367025
IL23A,,-0.015047699905463506,-0.0204124384105523,,,,
COLQ,0.022369290268067717,-0.009468479497261017,0.05511590875859087,-0.08328269208929327,-0.009367639537424246,,0.12040021609057559
SCGB1A1,,,0.06412937041276379,,-0.019221181343491458,,
TNFSF12,-0.01342464809237415,0.011687844014325424,-0.007490886811288394,0.018525972335283934,-0.024362013593872033,0.04242214955198993,0.016111164082980006
DKK2,-0.03145886734669906,0.0794814784907947,,,0.04413927640118785,-0.056454464594488815,
FYN,0.0052994533709137485,-0.03985080480380221,0.07329039262540255,-0.0827015423754785,-0.010309942389012547,0.09177530110931453,0.08419836616223955
ACE,-0.04799694401174816,-0.04636235962419707,0.02021813171268198,-0.08118904943724647,0.059557965890055735,,-0.06605578379218541
IL18,0.021405596579610744,0.07212339434830518,0.05348060021869745,-0.02977424431544052,0.013795777381154162,0.11114232679588544,0.04364188083118754
PPBP,,0.028925074055790905,-0.018814849783312264,0.008968721030794487,,,
CCL27,-0.021511569878991985,-0.005406488991548979,0.07834247335621984,0.0003941923922729273,-0.026978627543770256,,
SERPING1,-0.032878055645127566,0.08047921343765498,-0.035529588400985405,-0.14009859784515183,0.05970384043620027,0.0693191709813698,0.0037947163636638578
AZGP1,-0.001466220954022333,-0.024993672641483014,-0.007857684474017993,-0.04248899012844863,0.0013167787596323618,0.10015956257024738,-0.03044432393673275
INHA,0.006233107144863853,-0.022073116525274113,0.03655753772126981,-0.03685715133623323,-0.0008302869049098769,,0.0635275119239652
SEMA3G,0.020895620123210324,,,-0.03400355143420752,-0.013610763121580167,,
OXT,,,,,-0.01609573745460638,,
COL6A1,0.05615864577866304,-0.040187610787740816,-0.06364121561025532,-0.06928838211237896,0.00982070670925023,0.1273339960567875,-0.04567828069609421
FGF17,-0.030994428655570425,0.026900767614702427,0.025245802631516184,,-0.02723642171594945,,-0.00037566218440371926
TNFSF8,,-0.019991927504579544,0.07636832684395643,0.013764989808825945,-0.017115082905584587,,
FGF20,-0.014053919610803637,-0.021739530900395047,0.09391164162426477,0.00931080761856851,-0.03462923756129935,,
ICAM3,-0.05127076023056464,0.0746868257680981,0.09298507959803112,0.0010599585705715624,0.024977844266202528,-0.04842392420407921,0.010354309401985184
LAMA4,0.0018965660339108647,-0.032625930220411964,-0.009636334668979951,-0.01779768175828369,0.03538373908085032,0.06967776576189404,0.01598082569456215
DLL4,0.0647890444594975,-0.03339355380398619,0.0204021083582838,-0.030876584917337226,-0.021150425609229456,0.08560063513301785,-0.019013567267146425
SEMA3A,0.0357379636674013,-0.007079450647276149,0.060780115623643875,0.0393574431144882,-0.015510803533117887,-0.003457259163979348,-0.08047038271876177
RLN2,0.025157913600189746,-0.013824369311990955,,-0.014446266292599924,-0.018772446410820567,,
C5,0.10054285169424602,-0.06437378960230696,0.07495003798038845,0.04189884119800232,-0.0564209952390812,0.11113161304655528,-0.007255433518325749
COMP,,,,0.040789272458876064,,,
C1QA,0.041709957515128855,0.0499524949616709,-0.05430556013449271,-0.09207248482530403,0.033786021130887064,0.02721549881916617,0.07378652392864453
COL9A3,0.057598058727526734,0.027030933085671022,0.016538603846051745,-0.017989998350321314,-0.00994100546455848,0.012845267671554363,0.027571947458448164
HGF,-0.044076877967544684,0.04845931497462618,-0.0052463876031382355,-0.13109257692102477,-0.08548025871235113,0.0608319409729778,0.028278791118934075
P4HB,0.006625046073020887,0.06463944390630358,-0.08623796297447006,-0.12147931599724124,-0.03361120451898204,0.02312111783952538,0.07423983875753301
ADCYAP1,-0.031192422931899857,-0.025329203960376884,0.0051483918671328234,-0.06653980184964427,0.04502266756442043,,0.07230055200744416
GREM1,0.05808068853650289,0.08860156956112224,0.007899532406348483,0.116852494306497,-0.013783407118929654,0.06689619999489466,0.0483612612670228
EGF,-0.025261029572607063,-0.01690257150846091,-0.015175139805044906,-0.008624068717787788,-0.02363533743160148,,-0.04406822807628578
VEGFB,0.04711849191966818,-0.003453405227516303,-0.057183474225096495,-0.03575119606735526,-0.003772235286115367,0.06365592066240834,0.036455387141419264
FARP2,0.005978332574125111,-0.044443738720728786,-0.011200854633715951,0.03811957635479872,-0.012877254742038796,-0.02165096752136461,0.08474377932272018
BMP3,0.036844691406634676,,,,,,
IHH,,-0.01809637063185777,-0.01851115486835736,,-0.01854425177466636,,
LAMA2,0.006158695979791232,0.022254839919657887,0.026513837772842302,-0.05058447131403469,0.00967043233287225,-0.04481346307611866,0.0046418174373728345
SERPINC1,,,0.09407628657102378,,-0.018313382014597212,,
NRG1,0.009132570014286467,-0.0291286609741108,0.09189733804765939,,0.048272111946085244,,
SPINK1,,-0.014454413782640894,-0.01188553940167737,,-0.022510831772889994,,
EFEMP2,0.06926153360499585,0.020650754007469352,0.0037078291368643945,-0.07474392657238814,0.01209681816155181,0.0799534997907733,0.013533140797453744
SELPLG,0.08185701995438542,0.047679516061023566,0.0675746268857381,0.05717571643056478,-0.025699942639078856,0.11149314368577301,0.03381844099823622
GDF6,,-0.04296736453092563,0.031240513532065223,,-0.044607432161029845,,
HLA-E,0.04926947481556713,0.018142615411391567,-0.05881162030902218,-0.06799893518305625,0.005021860434322656,0.0025409415388529676,0.002964756246191314
PTN,-0.006238258306297132,0.06452063504137968,-0.011479462050951331,-0.13458953482018252,-0.03356665938926649,0.08983822991680156,0.038347472211287016
CD274,-0.032221181324969886,0.1312324974572281,-0.03342573755093469,-0.03472060449984631,-0.021357362404623482,0.01921063617587777,
CD14,0.0358664543371182,0.10037237256269411,-0.06067595144816298,-0.12170305814392997,0.011313272291331637,0.0631258033691346,0.014455401727698918
SFTPD,,-0.023734577588039547,-0.02075898853983105,0.06687709406307027,0.011185337650997997,0.039580661782942124,-0.06328532502643044
SLIT1,-0.07763733492579004,0.04051797531439066,0.0008835067072367333,-0.060864100980677086,0.004632496438979113,-0.08147698584605115,0.023685543853432203
CNTF,-0.012955349735909383,,,0.04635198651404658,-0.01877244848087905,,0.07545898222329993
BST1,-0.026314290794863585,-0.0132560309094719,0.02479800236618506,-0.06450824187244218,0.032357335711573544,-0.05760702358052132,-0.06514333319476703
AGTRAP,-0.028332524461848023,0.04554316576112434,0.016356019297718027,0.01113652661119898,-0.01810837580345043,-0.0032843530455076795,0.0805320759201661
LAMC1,0.005437167023486484,0.005345450133567806,-0.020656980882911614,-0.05621707790573942,0.06958679643085551,0.001116233669747984,-0.05783675263173626
COL6A3,-0.04053650058140183,-0.014502118921011938,0.0034130221422327568,-0.09502295177482296,-6.432307434719268e-05,-0.02797653297624589,-0.03703515191953626
FN1,0.02721055043864274,-0.016087559801715962,-0.057179668302634344,-0.13258699825884776,0.009527096623327866,0.013345141952055724,0.032338705568636134
MIF,0.010754191166484751,0.028321835003266314,0.07199611670325053,0.05094948336042167,0.06124410535052303,0.08738531652712836,0.0007196472789955555
JAG1,-0.007054715259869578,-0.005401635635196084,-0.06042081877272784,-0.05895642425026438,0.024494242151019766,-0.09752130607393758,0.16125248453979252
NID2,0.045640470948999576,0.030233050542979013,0.014978989951995475,-0.023649391999834242,0.03719069403973896,0.039219688697758194,0.0800964858238619
EFNB1,-0.04139614998509132,0.011381115552727155,-0.04107636062579562,-0.014322444134947068,-0.03926764713029819,-0.011795022402164243,0.05162035422967547
COL4A2,0.03739826868601711,-0.025193737336884035,-0.03519372418734988,-0.12160179649734361,0.03389627663661053,0.06588569106146183,0.08399744762807973
SPP1,0.08016851672320413,0.12825967865195237,-0.039154940298036074,-0.037424612203488555,0.023062805239852113,0.0037202150716421694,-0.011249498562264667
PODXL2,-0.022549324227695573,0.029442456276306345,0.04293753818076906,0.01162095784350686,0.005508026095103486,0.07565910170813736,0.08847216604925144
FGF9,0.00047042978583196544,0.03572109577862533,0.05178180794025926,,0.035012443159519645,,0.03048980535668544
ITIH2,-0.035141189613264096,-0.03977023082625648,0.1399414025695788,-0.009437733033996707,-0.0006952863362352315,0.012763153795722099,
ADAM10,0.049616768404398166,0.01974125474227141,-0.06476334466201401,-0.03330987227108233,-0.00644152648932269,-0.01185641498384914,-0.03561992243061582
CFH,0.00640735733603981,-0.03668041541715399,0.005035098755235854,-0.07024724952486833,-0.020901416651847526,0.029100572530733445,-0.06467064124881966
COL4A5,0.023354234797817005,-0.014125670556255184,0.04962815495069857,-0.047894910947351564,-0.017970982492025226,0.0867171136492208,0.04973021359121357
LTBP3,-0.015157509047441016,-0.05166225194517514,-0.01281954312296431,-0.07753137577693792,0.05534691954776886,0.02894099750823238,-0.08096449122523633
GNB3,-0.04506937281209526,0.002734060079229,0.07589551177217493,-0.021724557529092255,-0.06024925061987395,,
COL6A2,-0.0192894137335288,-0.02771797853532551,-0.021560708401428503,-0.07257595593101447,0.009017461702302328,0.09006767494226596,-0.009671597937089061
GDF9,,0.03458210155955999,-0.0365296961091631,-0.005771470261185694,-0.0023234606447784497,,-0.06695774478576842
NCAM1,-0.05464861946687189,-0.003492848439786143,0.0002533195811105953,0.10532320453422944,0.04082546023969799,-0.05384908840603713,-0.026324158187687102
APOC2,0.08367209153455292,-0.012114106527689959,0.021860930943045673,-0.014227936052652762,-0.03258747806916186,0.007616159042871019,-0.04680957690893181
BST2,0.00017410211871319653,0.05790929414730432,0.02264934019482424,-0.12070604764518846,0.012685699645739217,0.06454986554799923,0.02294514693519564
COL5A1,-0.005746446533240259,-0.030343885722150042,-0.03204364253584775,-0.06191230555051978,0.027077976536986587,-0.04908078469031746,-0.05207521245982277
CALM3,-0.04172765155435535,-0.07704396539835548,0.10473635820344532,-0.010071427031731325,0.03754846672691307,-0.0823884342220475,-0.01759690442827646
THBS2,-0.027922106805517845,0.01851516021693899,-0.029294368217178582,-0.020416515324972736,-0.020111862509849556,0.021469146414204422,0.0657999110483466
SERPINE2,-0.04577096772135891,0.0004634750582573486,-0.07827211793371242,-0.055547784187617084,-0.009596565881733167,-0.029688692175513426,-0.10356107717880934
EFNB2,0.023154617717916437,0.012212838967644146,-0.047766950687164175,-0.018966235648227157,0.06781846157517725,0.053586253545721343,0.06101454834992579
PROK1,,-0.013824372378865845,0.08237475856016321,-0.03400353166031716,0.04808883995463828,,
MMP9,-0.0067610636439772755,-0.012527746488239183,-0.021768525386904134,-0.0520259321334939,-0.005033687795974882,,
NPPA,0.04164742467670137,0.014602669672497631,0.09120539908232421,0.08365830017590468,-0.04450670518556067,-0.009839986717494104,
APOB,,,,0.00554178867637339,,,
C4B,,,,0.08533866916107544,-0.021731727846766854,0.007432513399529285,
NTNG2,0.03830908271052075,0.02453823217392691,-0.03886411148003506,0.06838336779328416,0.09950147091961399,0.02834482136016091,0.040331128828578214
LAMA1,-0.03598204213954048,0.020377154743978085,0.05931790189773768,0.03764588147194318,0.017748165613912605,,-0.010508017766019846
UCN,-0.029241481662860464,0.019014232842002946,-0.03500765343623966,-0.011027426730954958,0.0561035389535058,-0.046405720049906875,-0.0439648827881856
ARTN,-0.023155317074945617,0.04036830186470402,-0.026393310776998823,-0.013600430119775414,-0.03396493651012258,,
PDGFD,-0.021723083925447063,0.032363009952059395,0.018955105094308988,-0.07986991932934757,-0.04818240420606944,-0.04775934057520981,0.09395904781760464
EDN1,-0.005540822391925844,-0.04962390101141902,0.056998771395830164,0.055685625452069044,0.015483022489731917,-0.05562077840825187,0.002226541721376875
ARPC5,0.020421743494596637,-0.007720815322127934,0.02615947729735847,-0.05132075138822852,0.015411196932376607,0.018986731796547782,0.07233969081050047
GSTO1,0.0397912042549237,-0.006419339003957835,0.016271252538060964,0.02848479903359812,0.026736504742842213,0.0926669721713861,0.026399478196024128
PROK2,,-0.012012298769939027,-0.017084277536031523,,,,
SYK,-0.04813262039563683,0.03025784143811168,-0.04797510694268698,0.08576141853189681,0.045196755255056974,0.09058511077384195,0.0031427815810398025
ST6GAL1,-0.01953179757609543,-0.02834580335614402,0.040519307694760434,0.007753877527427855,-0.05376238518802416,-0.03523086362918186,-0.03433995043148581
WNT3,-0.0715065996694908,0.03708480343184561,0.03068251878666631,0.11862229404890469,0.03084765519444507,-0.04908076787320749,0.00775347802883366
HSP90B1,0.0892401686837027,0.06832051624546992,-0.08293309754110575,0.00801307640297508,-0.019343746762612104,0.02128544630143795,0.13771687523539378
ZP3,-0.020646143593651266,0.03706311548332746,0.08024372375614855,-0.055591229811730314,0.04420075938394979,0.011300525934887527,0.05873455065318294
ANGPT4,,,,-0.0356077069468049,,,
NRG2,0.016705546378955445,0.05442425095366058,0.03226355333984755,-0.009965510672642888,0.0009236539494379325,-0.04067727436916166,0.0981734726029033
MELTF,-0.006992905636046411,-0.0063520221524293935,0.007645159303000123,-0.07272922834855669,0.00969880362789193,0.05207776931257185,0.007330192734701882
NLGN1,0.009106937803227381,0.03183908317914234,-0.005577542693591141,0.03630699875497808,-0.00479642836726336,0.02136038500724965,0.02631611227500144
SLIT3,0.08461476643538071,-0.0012094614121217707,0.026284222933621794,-0.02556231804464345,0.02280760911761486,-0.037681116099202154,0.1309998618569128
CCL8,-0.019867650271448413,0.01826260682938089,0.027649203648348792,,-0.01671017378254097,0.04445699000553514,0.07059737435521833
S100A4,-0.04214347494027796,0.05663505318722678,0.004848719487415821,0.05994881218173476,-0.03088456958034044,0.04916135931435057,0.04679856801275558
TNFSF13B,-0.0047068817961251905,0.017599131580103407,0.00185281101196767,-0.0898577097708023,0.005689056717927671,0.029062866797862998,-0.008128352259717146
HSPG2,-0.008466764398066956,-0.00743345763146431,-0.0051110921312115245,-0.08930596155899624,-0.0009254500133890488,0.08479734752823546,0.045287275111534235
FAM3C,-0.03796923290384878,0.08607980175951248,0.02477672298225384,-0.08120040599909484,0.016737887567017433,-0.02865653997683672,-0.07328983318910223
FLT3LG,0.032244602939206085,0.017797112142641354,0.12060276093114004,-0.07493905274127573,-0.021705898860088016,0.08215359746761969,
A2M,-0.01055610905138914,0.008792299004654117,-0.025107006822406994,-0.09957852975341876,0.0261738796393237,0.015784316561364375,0.08356142418674822
VCL,0.08498747209467038,0.0001669004537537033,-0.045736671492697265,-0.16232769569683897,-0.035243891505995675,0.05856242100783511,0.06467627155401146
FGF2,-0.1099425730740446,-0.009730203232679225,-0.020696127377240758,-0.02004893004135794,-0.033433846654351805,0.009887978319996592,0.12265837925444568
AGRP,0.07781646690106286,-0.014243138137123109,-0.01300886536911893,,-0.018079741145233703,,
CNTN3,-0.02145465089963265,0.020000787499854077,-0.0015691846660722073,-0.05331787751834096,-0.010923455328668705,-0.048423881673774385,0.09139726099824938
RNASE2,0.026061190284759214,0.10498878538094128,-0.031187230094778164,0.0008983715024631779,-0.0012500372952795134,-0.020542459246233144,0.04424688817730044
