,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk
AANAT,,0.005287279390999985,0.048181502820914865,,-0.01716887601142896,-0.013296219618995792,-0.012262063392884296,-0.012707223313926987,-0.018482765916434277,,-0.05039593492622699,,0.011364703536598039,-0.035054482653377544
RELN,-0.01853316402376807,-0.030027635303342955,-0.025195554549720223,-0.004891015347508118,-0.020206189247016462,-0.030040632439560094,0.03707232178728664,-0.027977203831978652,0.01261296477430675,,,0.0033558896014388973,,-0.005600201490600996
IL15,0.02662135281639067,-0.030625592496972016,0.015739165278085974,-0.0077651062185967274,0.005144810314057403,0.021888825882768224,-0.008327149729492504,0.07422671920393072,0.10241581022897106,0.033805789067221564,-0.058086552752561145,0.0836794527524558,0.005830953050802586,-0.043653993989740916
UTS2,,,,,,,0.08320946738750401,,,0.10963640312398004,0.02976680303434712,,,
BSG,-0.013341975217609508,0.060523319012769396,0.06662982255849277,-0.06468045035342873,-0.013568246608945936,-0.0006105257188320275,0.0402223082079239,-0.00041861576517768635,-0.04304785898484987,0.11887823648803665,0.06184699214219045,0.060520836608663024,0.007661694126341406,-0.04589438760484012
ADAMTS3,0.001182556261644154,-0.0019444832581247086,0.0023507209424450505,-0.01794418439495688,0.06583591346029316,0.10892827037118562,0.039470858863691734,-0.014272421296591087,-0.028484323874095385,0.08718509733591534,0.07529100203405546,,0.06262277157551258,0.001578828418492173
CD34,0.002457868448612268,-0.004887399672838838,0.021294249960415283,-0.013803970817799584,-0.05452464702544602,0.006209615321356218,0.06559626540832551,0.01742546530481582,-0.02201191552542614,-0.022174961058464438,0.002029733364422281,0.130050665368349,-0.02291565699225008,0.0007019659056091905
CCL23,,,,,,,-0.013952281666653993,,,-0.02976160915664881,,,,
PLAT,0.013154426626229898,-0.045195399943832065,-0.044407756441910584,-0.04689680853051971,0.03214555369674132,0.029087183764253656,0.03221600877771744,0.06675691865128432,-0.011350491571800791,0.05178600380330001,-0.003795388339273106,0.02932881801352983,0.04539495662907293,-0.012271412376620107
NTF3,,,,,,,,,,,,,-0.013160699424548465,
LTA,,,,0.031664593379323897,-0.021717877239006828,,,-0.012238380351090953,-0.017141913243953984,,,,,
CKLF,0.02172779476837162,0.035937122383662076,0.023306766990296223,0.028505294560300556,-0.033310746851353025,0.005735777014230966,0.026835029525124898,0.028118015586908518,0.026933823964334323,0.008777441340049597,0.018165829418263647,0.011847807696752994,0.05966703666454076,0.03040904873872994
CD24,0.01024481019931311,-0.015568901319750392,-0.011057419499471846,-0.0021377758880309693,-0.019856424047130526,0.04509114030229777,0.010303602094815343,0.010849846392041642,0.027941195271175657,-0.0021434087608347245,-0.036093119913898686,-0.02739572807513848,0.03981841708865954,0.04581128289836273
HSP90AA1,0.040229710330846526,0.021676104234554926,-0.028615175831622923,0.07175443892932741,-0.003767193269754842,-0.0324648535881147,-0.01385803239843731,0.10274146110085633,-0.003929412641906057,0.01510210756431359,0.02895599771015566,-0.1393383289975339,-0.10203294378245804,0.08747362776353756
BMP4,-0.02300688344714749,-0.03769083337123627,-0.008898927324613259,-0.02500404209215761,-0.03133037828825838,-0.02580346202128083,-0.03755911845676453,-0.0190627423698395,0.03128085270605147,0.05968014681014835,0.11786687496167753,-0.05504182759142902,0.05728440759980116,0.052855844043588764
SCGB3A1,,,-0.01375807688325965,,,-0.015834156153199136,,,-0.01196140036930932,0.04686323123663888,-0.013283586226192256,0.03636397615390669,-0.021101568396026598,
IGFBP4,-0.007344967758712239,0.00398037179250029,0.011726032320599258,0.0266673830212838,-0.07312780378087183,0.036993970997564816,0.011185988761575163,0.04814288893434041,0.026165416809901205,-0.025441671055765433,0.05935433277659268,0.04988348915517454,-0.04702255586746175,0.035297077519742294
RSPO4,,-0.021274497760134684,,0.004877692660556263,0.07663505990859809,0.144861433691222,,-0.014233981401950337,-0.023778532352118926,,,-0.048606303333068014,,
LEFTY2,-0.022134299932781477,-0.03563492136599144,0.007072742250436101,-0.023877103864215637,-0.02407761557112451,0.023457460316085484,0.04063787891857681,0.054613933950357865,-0.004857958684417183,0.012069303084737568,-0.008215857682215038,,-0.019968173466147054,-0.00652947456159776
PF4,,,-0.014271796272000122,0.023146795403403423,0.08139373656257493,,,,,,,,0.1152619506438486,
ANGPTL2,0.0475536133107645,-0.008822847109953059,0.006008978533336816,-0.0007184858216700115,0.07942244922234813,0.05221436141373541,-0.010750083782730178,0.0076568544091867,-0.014563303021047006,0.035982510616223755,-0.01814415676594126,-0.019648371568800782,0.018410120240386435,0.13527016708717896
LRIG2,0.018684284077278172,0.04869731838895886,-0.016373776855806637,0.03500686656827914,0.007427854677218836,0.00750582874051402,0.02621178437365518,0.06510402888974888,0.012268227902152545,0.043075391953137816,-0.02434137610788892,0.023193133770078367,0.020553075290708246,-0.040955468467125604
ICOSLG,-0.03313432949905291,0.027130411529572622,0.007834664893505427,0.02467665421406494,0.00704332040188863,-0.0036587121373297367,0.023060675540804366,0.025056174698575368,0.04904651352877976,0.04898274658781383,-0.014318309079303943,0.050798217028413375,0.011270100852657129,-0.04318112810852339
WIF1,,-0.014401422613873336,-0.01231721120820955,,,0.07127057142118334,-0.05068906913246172,-0.010984026306319838,-0.0010288708879792339,,,,,
NPPC,0.048687360319169426,-0.043418156941660686,0.028812521925678396,,-0.022933820798509863,-0.03187966106215325,-0.03301512045647735,-0.008038223780009022,-0.00913108474132933,-0.026295403123878514,-0.05208303440866006,-0.036058607383514,-0.030116892026537275,-0.03325648079844273
LYZ,0.06789231240643025,-0.012648857604336339,-0.06466810275699297,0.016358742267198027,-0.03507826872155324,-0.054118210821514294,0.000889944973582242,0.033147977135702604,0.0009252152787138423,0.030638615637542374,-0.02478078706197936,0.04255723105236196,0.02873668762372954,-0.06278536452177746
EREG,,,,,,-0.0257175286504549,,,,,,,-0.05057839629998323,
SPTAN1,0.021822895376569385,-0.0694814376992848,-0.022851049624506917,-0.020452434207277947,0.07594831026445058,0.0188736626047489,-0.03852398230283805,-0.049232175443711175,0.01621433249083558,0.0006269838436467699,0.0253418003016709,-0.04626080177202294,0.04884362143850915,0.04796075088207602
LIPC,-0.02862151871760543,-0.04461971580442566,-0.017472429904248573,0.017200234809887867,-0.026568170305397702,0.08848768820446175,0.0354481737853089,0.01515969144004836,-0.02692834268660248,-0.0005985819428076971,-0.03755002011253181,-0.03631128936252453,,-0.04082065259695406
COL8A1,-0.03813541166516667,-0.03575810993925706,-0.0374584208043318,0.05164934317432894,0.014815067018589895,0.026480158411342634,-0.025003758566469532,-0.03130712298075568,-0.024809674115675306,0.02514466156032333,0.08426887847377308,0.07229257783626779,-0.021533608623142873,0.002474227714719214
GSTM2,0.03197758641755912,0.023174153510792158,0.05751669154541985,0.08492377846019958,0.047102170692744395,-0.013694993890258416,-0.008349156331130439,0.044978539014892134,-0.02461182653003633,-0.010609478208810303,-0.013934527243127253,0.04499212405147284,-0.049205231077373596,-0.039229824371513046
IL4,,,,,,,,,,,-0.0034525672756406255,,,
SPX,-0.030551197783822284,-0.013952304864339809,0.02120472491524288,0.030763940061686146,-0.029333287835745354,-0.03548576409840609,-0.0430041787186275,-0.029603252503570397,-0.023655035381016175,-0.03485960101780092,,,-0.019763554968656033,0.022417990025826433
MFGE8,-0.022808662858202725,-0.0033359096069938716,-0.038973289132578214,0.03472846766436695,0.012700784344188431,0.05255641214571635,0.003026490002762745,-0.0029577769515690727,0.0005554021123391245,0.05722577207926947,-0.04088460007815626,-0.02604606034683746,0.00970165953873175,0.03545248956078831
TGFA,-0.009603449822356211,0.07980742280222924,0.007958141391535173,0.0688045942029523,-0.036705891616678,0.028423153994011796,0.025780537765607025,0.017093330254803446,-0.024007971703224266,-0.034643902801760135,0.11844796739008741,-0.05957792283003184,-0.04408514962876844,0.05294962241086102
SLIT2,0.018303452728806485,-0.02997213305044996,0.039605434626551854,-0.03814291980767793,-0.03760646969159752,0.031012750212308062,-0.022213689299206023,-0.0366292633883886,0.03578812303765088,0.10022311446267353,-0.059726881878462014,-0.04047720308282831,0.014428198405641452,0.013123396217135383
PLTP,-0.005905952334676419,-0.02585490525292686,-0.07787406071945806,-0.05276138632812495,0.016102380477768814,0.05353155486139309,0.0016857928934954753,0.006901684937793832,0.004283605154637832,0.009266672336084046,-0.026999603009383786,-0.008940602639869667,-0.06404950630507991,-0.01760884816817784
APOD,0.009866804139273351,0.022973686682713466,0.0010106777361485815,0.022432572880973774,0.05379120941545378,0.026692345979590585,0.0676607138024226,0.00034042678084004373,0.02126218655548749,-0.07008914866234932,-0.05577409483495707,0.0009998370886914756,0.0841383998436547,0.021370261978272877
B2M,0.022602368600918406,-0.007441444651679387,0.0011220493951055843,-0.0008432548208705989,-0.032575037677209144,-0.01745783956949671,0.03875225095984609,0.027408321091634744,0.006819387248810431,0.06281324832612858,-0.014854195689237631,0.013426538486964337,0.012501373060145511,0.00032950912032544613
OMG,0.005472700289673486,-0.023401344705616875,0.02492500866790647,-0.005724539986244196,0.023605969148759825,0.050518307033866464,-0.0020821165173132107,-0.03520215231272386,0.035912532998076584,-0.01122946108924854,-0.00530516012358177,-0.009267155271232648,0.0854900514330816,0.02765218974684007
CXCL3,0.007776827518834738,-0.01873902794460285,0.016515932215977875,0.01810133693856394,-0.024674129626607737,0.024325170198090315,-0.01609950307656033,0.0015276593588584076,-0.012345281702821037,-0.027100049892596702,0.08048836755674073,,-0.05665693642679723,-0.024685383565914813
CXCL10,0.0026962275358087123,-0.041088756243697594,-0.0172959755808263,0.021638602949253734,0.027174243206148457,0.08891884273397373,0.016295033688354384,0.07561361636614855,0.048604993731331654,0.1037881091666637,-0.0446234957091681,0.02783937673356695,-0.002730080332717927,-0.03325647718234796
RSPO3,,,6.85756460851124e-05,,-0.01716887474284341,-0.017693381056008567,-0.020134958279375517,-0.021498277242521107,-0.012900581447450212,,,,0.028767914572856722,
CORT,0.06126012966525577,0.023135566001485537,-0.005841511004543501,0.023445863681144534,-0.006835915300059586,-0.021473589350188574,-0.02360862421148928,0.08763687296891942,-0.023779458851307174,,,,0.008129837007823465,
NCAN,0.02802386132610567,0.020676156000144944,-0.006120767940652504,0.0013408935637083178,0.004943120823854416,0.03962694518954748,0.033592604672318664,-0.0018445393616349146,0.03954110452823511,-0.06309934803933001,-0.006143321506357622,0.08522252052494536,0.08161565989960186,0.000663240040995788
PRG4,,-0.015197124910267161,-0.02069050663601827,,0.018248570898354563,-0.012668397313601377,0.07152362720005655,0.041735283978918,-0.015082912256850173,,,,0.007793077500928832,
ZG16B,,,0.03596469884948113,-0.025818759901977427,-0.019666674029197223,,0.12280108993069819,-0.009724504170533691,,,,,,
TGM2,-0.061892589292751286,-0.004767275073288552,-0.017538790235555515,-0.010527849734616693,-0.050381020015492814,-0.06461251900825839,0.00035743220088858314,0.03521115040908588,0.020037001630692712,0.0547103720051602,-0.028237949444501233,0.016934875536566262,-0.06720109797059069,0.012563138538184136
VEGFC,-0.022355339453670995,-0.02335743318127871,-0.02627071439407248,0.015898663402921055,0.00849319959551355,-0.019500861366714074,-0.02299663579398789,-0.026185690527099403,-0.015392713160936744,-0.04485428913269566,0.06724969593311687,0.058508699063006646,-0.009291279141535849,-0.03256042769287766
WNT6,,-0.029623447895911273,-0.022198355121186765,0.08917734377701371,-0.023437032465879495,-0.017455831853927906,-0.01715226161730632,-0.02164153718150289,-0.013433982762162046,,-0.045516331223153676,,0.021247884690784407,
NRG4,,-0.022076444222152616,0.04081858021804971,,-0.02062276588003471,0.04499788944444039,0.030515016069673863,-0.018682347049015575,-0.017957395296061208,,,-0.03879358673099154,,-0.02614555313480223
PMCH,,,-0.014604785172678856,,0.033860564343886845,,,-0.014233980715006995,,,,,0.010825624312077188,
COL9A1,-0.0014682488582348813,-0.0343923454816736,-0.020317534226552098,-0.053785134344427936,-0.021538973794144992,-0.02429022665898619,0.08048641338720308,0.01676707256324343,-0.02046202503093175,-0.029417110440863082,-0.008450553330167969,0.03197167627364969,0.001048615972830803,0.0008647225453190453
GDF11,-0.04351351403087289,-0.006448032367980478,-0.04406087696161748,0.013558204090377463,-0.034642678131115434,-0.011516798973013987,-0.019466758233920113,0.013676465329159254,0.05530147887504025,0.03318576204121338,-0.0688622866774786,-0.05912501948820721,0.02572351314469107,0.027373306452127464
IL24,,,,,,,,,,,,,-0.015663659304100432,
SORBS1,0.0021282427833985746,-0.02819484496914331,0.02470119952304222,-0.025170505580937513,0.05391306938608782,0.028132845088613346,0.0023318270878496575,0.01909313475448018,0.04628134383193908,-0.042545806373122885,0.0797571551458232,0.0013810585472823955,0.03364531105519199,0.065037755346283
DLL1,0.02508399715402403,0.05792352650292522,-0.04657023589351126,0.016121330793619385,0.0418912594597243,-0.016728001660283237,0.008674850043477088,-0.0057751700963737836,-0.001416166815377177,0.07764706264386206,0.05825807735714224,-0.07111082890164591,0.09426517910603285,0.02075642587059639
TLN1,-0.059093795437653966,-0.019032716254171037,0.045858135557777076,-0.0024496905170631384,0.013283294410683618,0.038365772364810743,0.08729966327068471,0.04778492727343026,-0.02066671169324915,0.010570834092369632,0.021203273920346287,0.029787314897099824,-0.005193018393826687,-0.01786740369462543
COL2A1,-0.020997379570496952,-0.022596694435945586,-0.01707041669885629,,,-0.011314800619649278,-0.016099508555399655,,0.014104100179111238,,,,-0.04082428777720338,
SHH,,,,,0.07987069506139585,-0.02868378510867963,-0.012656169917132825,0.03369466448594987,-0.011961399323808464,0.022067899516642838,0.13693911499473715,,-0.02217649232088781,0.026022660322346725
PON2,0.049808529481773785,-0.04631291952312669,0.028809158804127738,-0.06457638459718383,0.04081532580337618,0.10510784987169366,0.037595849254068475,-0.005445260323916124,0.029821281521824523,0.012450708352627514,0.03774243968440041,0.056785805837512165,0.06268122459194941,0.006869636884891805
ICAM5,,-0.05265473954094661,-0.0370808810715253,-0.009278101463421229,0.08324516329083168,-0.030006786909518364,-0.03146001300746657,-0.022091108498885386,-0.02335996676080945,,,,-0.04159641939054378,
HPX,-0.02385054780045951,0.07408446346590015,-0.02429259945163941,,-0.012595954488375328,-0.005799829125021751,-0.023444238605780324,0.09524375072393217,0.018048134040974037,-0.027100035714433025,0.030475260960990833,-0.050466816411013936,0.06087352369177877,-0.0350544682980075
SFRP2,,-0.029419588645780887,-0.018291399880743554,,0.009014374558941779,,-0.012848904324706421,-0.015905046627472007,0.04707503620295609,0.09714947118410187,0.1805318438583152,,-0.021539458452417715,-0.046621005185424086
CFC1,,,,,,,,-0.012238381090719496,,,,,,
CD70,,,-0.03341793481631558,,-0.016817354406009427,,,-0.022828865785978505,,,,-0.042102304766122624,-0.05293300143534288,
HP,-0.04166347435438057,0.01731016540334242,-0.022759295712722484,,-0.03488949918378332,0.00810297742764798,-0.014770520019104772,0.06300925578427191,0.07287596798350873,-0.044078901051750274,0.04887087780509459,0.1825859116771044,-0.037484456282078825,0.058948706817968946
CXCL2,-0.04612408262009192,0.01422998900259611,0.016915686838225853,0.0066434911137669105,0.01372730324750254,0.056520498589825656,-0.016844120575223054,0.04894917424709663,-0.023674484118251796,-0.01607306647344183,-0.05082160546318296,-0.03821791360794645,-0.016696972530146355,-0.04465765239122316
NPPB,,,-0.017749250749529887,,-0.04423399138867334,,,-0.01071642420193545,-0.015392714280492914,,,,0.01568532908248714,
CCK,-0.028744070793797993,-0.05818596881281232,-0.014206950076471039,0.008022428153264021,0.08449055841654741,-0.005100310683274623,-0.06421122766891288,-0.08158584405631615,-0.01216516533047236,-0.00021255693966881441,,,0.040125066117338674,0.05762336905141382
SEMA6A,0.008166260690247474,0.11918407386036249,0.016947139093472924,-0.009702482765024882,-0.022342100738189364,0.022164176791413494,0.025113416721357362,0.0482116059367674,0.000927247195163443,-0.020180342567870133,-0.024383308992278942,0.022041184041920493,-0.01611199321503487,-0.07350911107149465
IRAK4,-0.01093464559950369,-0.012924067638641377,0.039338352514937294,-0.015195329565595873,0.02667478821462593,0.015190398866670705,-0.02142634146305995,0.01665558535325899,-0.029130994904127575,0.029055024777558405,-0.13269704758016562,-0.07463424799434945,-0.008082504863459485,-0.03866996143547153
GSTP1,0.036395439976832276,0.07161594055022664,-0.024241204648814324,0.06800718306138331,0.0037017660657478442,0.04013119350918305,0.048099084127349506,0.05661582418245097,-0.008242163820924563,-0.013500639191343347,-0.018513861138144325,0.10660318733605897,0.03318700696035852,0.018304237958908384
VCAM1,0.025961547164763347,-0.05216845759521578,-0.05127932034165344,0.090078560257951,0.05124460348246219,-0.013926857194082803,0.022139354049956057,-0.017709442464768913,0.024117661665406024,0.061262788518298396,-0.00746191775082667,-0.02056531289524594,-0.05556152708573465,-0.00805149733581367
NXPH3,-0.0026889946234113444,0.015104731969441433,-0.032536522518416995,0.016415780533066124,0.021124339124118523,-0.04110167968582758,0.03226319035226227,-0.004915561759151664,0.02004931206716878,-0.011583144194607996,-0.019556362518892947,-0.04278060858682499,0.051602030243250684,-0.032211619323875645
MTMR4,-0.003856156335362864,0.032664641497541835,0.046898077984499,-0.042357978457285485,0.08810241275515697,0.006636226446575048,-0.010924171860983222,-0.00292397715617578,-0.031027365187881843,0.06344744341161256,0.010008908879617332,-0.037847137087341644,0.08507755579646945,-0.038213765658431376
LAMC2,,0.03644824702545827,-0.013931305920556539,,-0.03935825370305162,,,-0.01349078250110202,,,,-0.038793609987932694,-0.020570779804745535,-0.025278708326722108
IL10,-0.023220390673431165,0.003058872813392497,-0.006686396217151188,0.05207611407907467,-0.009563477543334616,0.04187405085923802,-0.02112614985555516,0.07546733921665692,-0.013778667673311089,-0.03629370027469894,0.019901304006594536,-0.021087451969209213,-0.021755305813233112,0.01742237885167347
SEMA4D,-0.042011251455087176,0.023144672182192946,0.019982045156530785,0.04225528044565959,-0.01751356760465592,0.017218161986619573,0.03324822745548304,0.013628134507162588,0.011239425234615234,-0.09480420175940034,0.0154801399644431,-0.08881371836364221,0.03319567453679224,-0.000962228717442545
TRH,-0.020526491486230262,-0.0393417541855177,-0.005140894812542958,,-0.013330856596882702,-0.011134621657454298,0.05245882637914326,0.01227148590225202,-0.01244425869672108,0.10026218341178647,0.03018979205078568,,0.058773249726438694,-0.017942084676485486
SEMA6D,-0.026663593654062293,0.03040131549012827,-0.03936257424339074,0.05581058405469189,0.02948855047524109,0.03668153301058455,0.058175161173646864,-0.01906411076121603,0.024006151921592212,-0.030694380175750834,0.08453107118405598,-0.07448081670143882,0.018340336714559386,0.006038360083610242
