,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.03341713353091442,,,,,,,,-0.020521691836082413,,,,
BMP1,0.018810597500598724,-0.04312204439071022,-0.025159275938996646,-0.0026549106077311414,0.11798745357209349,-0.009590101974608673,-0.02353120025458288,-0.06578853915484649,-0.1792180356205011,-0.06470899848994098,0.013081168170273813,-0.1197472113296662,-0.2163437014071549,-0.01035091854940617,-0.03691360205767295,0.01796735939371008,0.05008636173040239,0.07254884122922521,0.1392565342401921,-0.02129860187674081,0.09451635756274834
NDP,0.08290053561029304,-0.037894416801552096,-0.016096288770682605,-0.0063081836356729095,0.016514965270285162,-0.004530066664521782,0.12701800206803335,0.05414871277646098,-0.0003255655969374806,0.07554139638347827,0.011194553409138826,-0.016459257920225394,-0.07679294730304975,-0.03160172275059739,-0.04088578154088986,-0.048655971497694815,0.021098722261738617,0.05618128315855091,-0.09304943997557645,0.030305611923498108,-0.09141497587717795
TNFSF18,0.04437873545738408,0.09415071221878146,0.04497541514349957,0.009575290163215216,,,,-0.05196194562561314,-0.04962344008356832,-0.030655178292472742,,,,0.0895274170438512,,,0.07446241527361301,,0.11021913101339659,-0.08361500682302131,
IL36G,,,,,,,,,,,,,-0.02204668422043336,,,,,,,,
RTN4,-0.023391705247202063,0.054906664819907344,0.039613201535892754,0.05976769676965352,-6.312612715125928e-05,-0.012750320462808364,0.12779805572453745,0.27635376544355983,0.2399081490833534,0.06104672836174951,0.09446745492227757,0.34320671701675415,0.34095266240126954,-0.007000805841698962,0.0483254420049058,0.12388635503887513,-0.13507333090089207,0.001508454842388253,0.0009257470877970601,0.31735380046712297,0.04938777949227135
HEBP1,0.028868080715846317,-0.07225584660060409,-0.0036226145818090733,-0.0011310046454166293,0.023477820800703653,-0.0014179662572740665,0.02697602015952708,-0.07625925459091926,-0.128462704796969,0.03596657543510529,0.00400796495180012,-0.16897960334675022,-0.013003345009501064,0.02562911559322715,-0.017507389585515565,-0.005214311149278027,0.011503988588251541,0.005433019132215841,-0.019574214538295696,-0.02500387273938615,-0.014226798169933805
WNT7B,-0.019303089197922188,0.044122534719739426,-0.0174193246284507,-0.02029613007876707,-0.004514008689990694,-0.015341071132582394,0.09762261707069311,0.1094917728485399,0.04584261162802188,0.009565087861058872,0.005192612387783312,,0.08313804520349533,0.07541759502234269,-0.012900699177226336,-0.01834624530117687,-0.03304717185670919,-0.038797405607717744,0.19806245954639998,0.002487694597741309,0.07715252068336748
PTMA,-0.003543614026584114,0.08410370842912386,-0.02809253903439786,-0.05460562612553686,0.22085617842990676,0.004057606828185609,-0.11057173653746454,-0.20518967656140918,0.011676524907799383,0.05715726401653933,-0.07485160560664432,-0.43537962395069996,-0.3694313883042352,0.07176303088166311,0.0007874528327995712,0.04029745940805448,-0.12354837549927582,0.04461374707940383,-0.1537220146631855,-0.11042726662152048,-0.17449678034244764
FASLG,-0.019303094654856055,,,,,,,,,,,,,,,,,,,,
