,MGH258,UKF260,UKF266,UKF269,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
DCN,0.054518758945393875,-0.031097179519831573,0.07397087141039899,0.0248072881967393,0.04391426430512642,-0.03506217251116152,-0.03883513071773281,0.03775059799897551,-0.035001638457309484,0.027715374094872475,-0.014798582118846314,-0.03132196481636776,0.04279388447970668
RARRES2,0.01375293827777667,0.004137711086230874,0.0007854755293827772,0.055431230818467285,-0.002319170271391015,0.12404616979778288,0.06567349642648723,0.011881010169958512,-0.023435639575376695,0.06880698882528223,0.020960045479117655,-0.001834557117775949,-0.015841072255129596
SEMA4A,-0.02760002146962558,-0.02256256872366027,-0.03916963377500926,-0.025685508321068758,0.03001537378188738,-0.035549088188220605,-0.0332500283258776,-0.023617182627509493,0.03235897138223877,-0.042242077567419434,-0.008481455932596735,0.03779228539484463,0.07000721520918925
GDF11,0.025600389878077907,0.052787414808778466,-0.005694124137882256,0.019743663076837333,0.03483477567914193,0.09550432448372351,0.1580788509807429,0.01737632849523211,0.019479462228107956,0.01362283424067148,-0.0004860173330819054,0.06727760888836269,-0.05211591958762239
GPC3,-0.01937445694560376,0.04152156195031904,0.008204925428970411,-0.018812287156478223,0.022829631433847104,,-0.0632443470080495,,0.04945181610540866,0.05242011087910736,-0.08333094889958821,-0.02996446074631895,
OSTN,,-0.018113436541767714,,-0.014424582395393385,,,,,-0.019169713048473664,,,0.020952114936535784,
GRN,-0.009661131573033487,-0.0011481256566497245,-0.013700852555552949,0.027497423348245592,0.011714003717073545,0.012594136142784467,-0.02532321373627476,0.10168597884489848,-0.03200257123784403,0.049063629099891315,0.017498883061542632,0.05009981156787656,0.039743285909329934
CALM1,0.09281576484306306,-0.024426747428299825,-0.014094141785733564,0.012532869412338698,0.018634535811436335,-0.02807330175508664,-0.05885893591505674,0.05742898697316152,-0.029486578731684844,-0.026242171309266746,0.05608356481838537,0.011849770931355088,-0.04192183047415241
ANGPTL4,0.027309834605327994,0.0010784992618680764,0.008313811332077087,0.034480581992658445,0.022393293098150538,0.010102758943655055,0.07697133201653009,0.012477072519363613,0.01503468460363055,0.05807383496145071,0.06704863654728721,-0.02975875764666681,-0.04122680806602509
BMP8B,0.007466946223061029,0.05069364915783472,0.008928216511947898,-0.039030853904998684,0.003551717482465068,0.057134506277117914,-0.037187420544498556,-0.03271908572314082,-0.03627097502155904,0.047434155755311104,0.025070227883111505,0.04150916881750905,0.008020342871949785
TNFSF4,-0.006428419570162131,0.004618017071720979,0.1313448181375742,-0.022090110950889873,0.009637644909085533,0.05602160725486117,0.12922075131005153,-0.007103347639357075,-0.014794135438073872,0.022823532958503177,0.04618035666345364,-0.07955209170413655,-0.009836757191344764
RBP4,,-0.03630626854268861,-0.08755654068809474,-0.055053309775829486,0.0010345400680182994,-0.06973460844684475,0.07953683590663738,-0.03888251148027538,0.07546717283976914,-0.026393764021611293,0.03177170255555098,-0.0026511304883969377,0.13151291795776
DKK3,-0.028766209383368428,-0.029219579881965545,-0.002260448230622508,-0.040506404393286524,-0.037374235848666455,-0.06846076034298737,-0.07470263212657047,0.07056208663760516,0.029669011222665322,-0.003443263828435924,0.026353243074725842,0.016574540538661364,0.10417935173440836
COL11A1,-0.034292456337183384,-0.015135413672526233,0.02849812232282522,0.0068392498688425365,-0.05345171343077701,-0.0011893408318538225,0.08978109206161708,0.04361736449098218,0.00317796265197853,-0.0018400342327141279,-0.08611175591456761,-0.07834962985457426,-0.014750454253241563
COL5A1,-0.015373204429070314,0.017540236567682003,0.011365383208306504,0.011724105209186628,0.0006870551134792828,0.03252545173856995,-0.04851648061225573,-0.08565912088568432,0.038264751503328864,0.03659443520411976,0.008275822992886716,-0.014760425197065621,-0.04188123342010996
KISS1,,,,,,-0.014393908368930237,,-0.06035591422608273,,0.04285099145243804,,,
MEGF10,0.009401828931935237,0.05010497142675675,-0.024391243431638766,-0.007949578695143528,0.06397659286130594,-0.014587997038101602,0.0017476113465936132,0.050973247009215364,0.0017582011511750157,-0.0026501989390256314,-0.015835684803007892,-0.02209080995874716,-0.04602592455178155
CEACAM1,-0.035553820101134455,0.09808767605127462,,-0.025097662517112797,,,,-0.03127574191710379,-0.02796597450448782,-0.018375715010719315,-0.02823237702747424,,
EFEMP2,0.03450988393491473,0.036121014165415924,-0.027411867473602674,0.0029024325334044707,0.05411491808565606,0.07397555368070623,0.030299279473966736,0.007662411948265152,-0.027778990012863262,0.036647639201047924,-3.1967389643554964e-05,-0.1169816097449594,0.08519416613225497
IGF1,-0.03489902163073874,-0.05090703345954323,0.0060440209091528144,0.005011537638862737,0.054510701605958604,-0.023018459677895464,-0.0399350515015642,0.04836366454067056,-0.03756993600876466,0.05249370923315039,0.013787995305282819,-0.02019879300514296,0.02627324143555373
