,UKF248,UKF296,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
ADA,-0.009158766160565901,-0.016123595755074487,-0.08586450859074751,0.04967538849836338,0.028293796716879597,0.08638540128714799,0.02648001870596709,0.03192969391389744,-0.03562670236960994,0.030642739447004002
LAMC3,-0.030730717226665774,-0.010866137331734504,-0.11127634649691294,0.05826440168185546,0.008327808778870457,0.06887282350504553,0.05754224319223949,0.0428365517376664,-0.04818419924574252,-0.01735523277381103
CCL7,0.1765672408073778,,,,-0.000942578333331612,,,,-0.03395779535089015,0.07232184257623916
NGF,-0.021538698706815653,,,0.1267221832732117,0.027573310890178147,-0.005734984731514065,,-0.05400807486505477,-0.03278490245098009,0.11365913134046716
TNFSF15,,,,-0.03722007830935704,0.039676255579009875,,,-0.024163206718475456,0.0017209633728641697,0.1065639564769804
HMGB1,-0.05427297495192826,0.03724818765352671,0.003314774947139278,-0.0476099827045906,0.0002761403281607529,0.03897352229204561,-0.006775728065151946,0.06480527967584308,0.10843029977816758,0.08707340509431499
ITGB3BP,-0.03901463639783241,0.030640024162643328,0.042190641916875354,-0.028630049933847043,0.04877296963411437,0.011141537836117214,0.05044413495936903,0.046991127385212134,0.04835271467589191,0.017118091812106176
AANAT,0.03831354717951051,-0.011443969686585133,0.05257940192159758,,0.01948184264041631,-0.04332459544568787,-0.03947278508947494,,-0.03592876359527465,-0.005702826626469976
RELN,-0.0018793411137110869,-0.023695966649369155,,-0.07401020390485205,,,-0.017932151400789836,-0.016336112968273805,,0.014258485526258427
IL15,0.04530663985523025,-0.024596841269576633,-0.01879732880684317,-0.03882956090306644,-0.03215962845408004,0.039223550699016625,0.023170478457612893,0.02935231701331209,-0.006991842625347008,0.03930811694561953
UTS2,,,-0.02276384654879771,,0.014803193192090348,,,,,
BSG,-0.043590003772287306,-0.07363863824791347,0.06050447036478738,0.030874106307255567,-0.01967696037937595,0.018625095426959455,0.05146378715017667,0.01900726787263273,-0.009972825188095636,0.004169092672599043
ADAMTS3,-0.013322451455671402,0.05387004330336971,-0.09358216642438594,,-0.0065958938278197505,-0.00127401988550465,0.008949975047119552,-0.0065455879023654335,-0.022859820851382294,0.0005197453420542898
CD34,0.0004798759251617704,-0.02141135655587727,-0.02193488096703734,0.007775219147294147,0.04516316297097672,0.022596209858674915,0.014604337803332212,0.0445996949270968,-0.021869028128640822,0.08590657311925928
PLAT,-0.07904673104576591,-0.009327967424029002,-0.1018849559466237,0.01883793382391452,-0.014153677960065282,0.005943347461846552,0.05123994994759149,0.0490469170623366,0.012940727477766468,-0.04186638101374269
NTF3,,-0.018473297084874645,,,-0.010582626881241371,0.03856820924266208,,0.035583546222001265,,
LTA,,,,,,,,,-0.04000175394280975,
CKLF,-0.06186318787165531,-0.027840818492475394,-0.027879499957229704,-0.09460375108026291,0.05857510879777382,0.026508961226335857,-0.008394719070225355,-0.0034027141576901164,-0.0065744680044164125,-0.023833344794350897
CD24,-0.09175915038704692,0.01952518761625553,-0.07520658280893457,0.07071497449061262,0.04658966116083066,-0.0017555355977323219,-0.03401479795388095,-0.037888161775164075,0.043830651475331675,0.039417302720381873
HSP90AA1,0.018706057153505342,0.023575025558233677,0.1327243787948416,0.04879947914692542,-0.10665351208871439,-0.040928586667251174,-0.03528992158007719,0.03590196471604709,0.03523030399038619,0.036049529531890966
BMP4,-0.04365325001247093,-0.04208318794723428,-0.045795241621952094,-0.027086261108001917,-0.05978450468491386,0.021333958412993403,0.012410163290025672,0.011849601337583166,-0.02637781008346581,0.07230991404680724
SCGB3A1,-0.01254474054358008,-0.009653100360548325,-0.050126287977629524,0.09582738328823168,0.00962835164619735,-0.01381630092887168,,-0.04240951093078851,-0.01655028660404504,0.03206370288575318
IGFBP4,-0.055403552337751676,-0.024779349447689794,-0.007165278567045285,-0.024354738179997486,0.0002565444728247564,0.03958729242074793,0.10705165736678447,-0.004400368107486859,-0.04224450675403629,0.0008509687475897438
RSPO4,,-0.009653098948564028,,-0.048606303333068014,,,,0.01044385462346706,0.01572317132681279,-0.05180278632284946
LEFTY2,-0.016612011552754647,0.09621138429822428,-0.04640414602216378,,0.0006804811100634828,0.01842469784818574,0.058264539914480086,-0.045957145828794545,-0.041284189520924795,0.06522793612117912
PF4,0.04029875438831034,,,,,-0.014488067724978987,,,0.009110118388150732,-0.046122620496047886
ANGPTL2,-0.04908703601414413,0.0009738199659056277,-0.07341564512556237,-0.03583280029517557,0.08909222991681653,0.026747901313963315,0.07090928969845305,0.12065307083395219,-0.014988944431541475,0.01280821484983117
LRIG2,-0.035191351207444536,-0.0008280583595736459,0.02033733764133339,-0.0077522843323451045,0.027533457072331374,0.05392228805142295,0.016179456513286308,-0.007023740716132798,0.06886572387055227,0.043487491589418587
ICOSLG,0.006056197528027992,0.012877249233346951,-0.017882912730024153,-0.06441161240552264,-0.02468136124448176,-0.012360417791475982,0.025105954316601335,0.06288015939672949,0.037510264962230394,0.004060161731855461
WIF1,-0.008883633690122327,-0.01816513359279023,,,,,,-0.007163761586704948,,-0.025978862919487755
NPPC,-0.02888932891452565,-0.013415445220174231,0.012132121359445676,0.0002846123964288419,0.012893535810442187,-0.0475286969614284,0.003457550905779755,-0.0357657770438292,,0.046030120662612486
LYZ,0.01874353919350682,-0.006038615207996711,0.03835083526358014,-0.043133926581469834,-0.025426714808178468,0.007871413986365912,0.11088356910257727,-0.04507876057715822,0.00034991180247514515,-0.04394940799717694
EREG,,,,,-0.05443546413522533,0.053850578596105605,,-0.023262115588978248,0.014847002855058501,-0.0011829842585670087
SPTAN1,0.012794638405113315,0.05992894352394508,-0.0927076610193789,0.0715242757823758,0.019086227788961064,0.0352579289424379,-0.04535502986688777,0.05361779562351574,0.030671702829549643,0.030651799965136436
PTH2,,,,,,,,0.031315904201214724,,
LIPC,-0.015931521656299748,,0.12254751883034122,-0.04807255379012488,,,0.04842777463206071,,-0.03033785499015978,0.007461770442707236
COL8A1,-0.043904117389886116,0.035106305582215655,0.06499588697394543,0.002347764779326564,0.021117537268167577,0.03189738340164214,0.011416741557864376,-0.032007412409712936,0.0056898920606232835,0.12455576530474001
GSTM2,-0.03392335054364426,0.02590366195540559,0.0894965433687477,0.03807069525778586,0.03598424980720249,-0.025697690755900105,-0.008294647482507885,0.008666937849909663,0.03677303185958037,0.06188168630435253
IL4,,,-0.043157289288498726,,,,,,,
SPX,-0.025766719277185934,-0.026356159336454268,,,-0.030972960620258002,-0.0366381523532408,-0.10311023284997847,-0.01677283429794588,0.06269765832645278,0.023845032375539827
MFGE8,-0.06313419270781963,0.03497280657325212,-0.004122273485234645,0.06594247099852692,-0.0350074162488141,0.025269040074577823,0.02088603376197655,0.052173249198259684,-0.0210839093066781,-0.013880898629131758
TGFA,-0.02345501280595277,-0.03221257308580931,-0.022015431636499033,-0.0726093583616504,0.014483171099483076,0.03860621801434966,-0.07258728181055574,-0.03922675262451884,-0.010496362332170307,0.1073025710377759
SLIT2,-0.023794987450051628,-0.016928899930931596,0.052793597813901,0.05889245085454757,0.027435861306360942,-0.04172269780572122,0.0909186463376618,-0.009792436083234653,0.042856738618577514,0.0725228940687111
PLTP,-0.034866031988278035,0.01067460997314438,0.11082662359074057,-0.027054730768248714,0.0056686656167592876,0.024820351516741612,0.033279910391917016,-0.05557396738040648,-0.057749917887801504,0.010228759864382639
APOD,-0.049305139829665924,0.007635344123485388,-0.040531454941969594,-0.08469986472242277,0.08913325985225212,0.08350787501982398,-0.026585957351815657,0.07294347076398057,-0.05222397899898948,-0.10158232978540978
B2M,-0.01807178524819833,0.04863928575180905,-0.021879693205970652,-0.08995816738394316,-0.024249104829279115,0.09154486933012503,0.04390910231139917,-0.06188743089393284,-0.06692110842711992,-0.09732292630944929
OMG,-0.06589019157128814,0.02081806634058457,0.05084630012997686,-0.05174117249564101,0.09694392799096231,0.03881191310852232,-0.0672653158068145,-0.021944993334893886,0.023995856068506467,0.005873843609928231
CXCL3,0.03446722054757349,-0.010326775434879996,0.03228202625971777,,-0.057258461594777064,-0.03983516102609368,-0.02779675426916412,0.015900702122902306,-0.027802125183860212,0.04027216333383162
CXCL10,-0.049492193734103365,0.0022358440794465763,-0.06686815576973451,0.014653395593762993,-0.040880706008364534,-0.029402138344402917,0.018309920742299687,-0.004990209810081526,-0.06570139488609883,0.025081167600819645
RSPO3,-0.017040436093039856,-0.02507654586050906,,,0.02449978833231742,0.010947603584182891,,-0.05160875393813026,0.015257061698946086,0.03785158340333721
CORT,0.02526543228989652,-0.013854034969025375,,,0.04979182845595156,0.04762513908989199,,0.0066920042356727934,,
NCAN,-0.07186813113621567,-0.022045333008788158,-0.047149288789118275,-0.043172515003332454,0.08320509488902238,0.025691072692982975,-0.056997386445447516,0.009854723416915743,0.07811186333974142,-0.027868674625539814
PRG4,0.11086303372517392,,,,0.017763400513988815,-0.036186053705855724,,0.008779444956836411,0.003018706119776181,-0.026689512729720935
ZG16B,0.022483704301601123,,,,,,,,-0.0049024948646105475,-0.03779964893801815
TGM2,0.003534678680607177,-0.028419766160273124,0.08142764734279412,-0.024101664131881768,-0.08421535316195976,-0.008720933269439474,0.10237080681592094,0.04274174551447783,-0.024463192110767744,0.04612275426060146
VEGFC,0.05159933132545079,0.014402259822447801,-0.027222032627881025,-0.06264029504975664,0.026143463426040816,0.032652270289896604,0.06119205206061087,0.09298749380774024,-0.0736108628372498,0.05365988127652884
WNT6,-0.002785718617709945,,0.025606464495076,,-0.015817263111543144,0.07418298197178763,,-0.01969784394578571,0.011135511346896387,-0.04023625961806068
NRG4,-0.01155414761095885,-0.00704129939196848,,0.03669350103752167,,,0.09726480257448565,-0.00977533639475282,-0.02177461271495959,0.09382143219060894
PMCH,0.012014692064511674,,,,-0.0023132764147516037,-0.006003985673103841,,-0.02569346609060617,0.012504109590021715,-0.020980566249223637
COL9A1,0.028203436759006342,-0.020448289414509775,-0.018505009618195636,-0.021102173255210195,0.1045455773011966,0.014956506400222015,0.0014400580535207253,-0.02466929242072053,-0.030578808630068476,0.04229625844337417
GDF11,-0.05150699110874304,-0.04412471298696788,0.0556743805397221,-0.03396038916908597,0.052937686964482894,0.03723583537531309,-0.07327864108638311,0.010251492590085804,0.022377162906180866,0.02649467254539356
RAET1E,,,,,,,,,0.0051055773597041675,
IL24,,,,,-0.03641135263994465,-0.029037667408674465,,,,0.07985275612940687
SORBS1,-0.03180804057846061,0.002909220617950392,-0.011395545777817779,0.1093356651614685,-0.0870005507739401,0.022923621674385563,-0.03375427550697045,0.07628768116532286,0.028082882777802923,0.047201274137296675
DLL1,-0.05032734471848083,-0.030331906498083917,0.035335367971612984,-0.01843590485427649,-0.026160080569565355,0.02155727500464913,0.008453917109943173,0.035933838142922565,-0.009767975441334835,-0.023697595148083436
TLN1,0.03978735120907068,0.007909663167824606,0.10236573991415211,0.1093470660498947,-0.04215716937867653,0.038350190305210606,0.04380837863532272,0.002982364931069912,-0.055825491035532186,0.06781111176703049
COL2A1,-0.06205835065458022,,,,-0.06234916789503345,-0.01928588147181812,,0.03479471881626584,-0.022650232677440006,-0.03793359264345992
SHH,,-0.011083480771149413,-0.02439078980959658,,-0.010017672454486072,-0.030228919362662494,0.0047703590893531335,-0.044454320748740436,-0.014242875059712508,0.06709296103750802
PON2,-0.06144135325794737,-0.02520640717100108,-0.17715573450436334,0.0527197189744321,0.0562267811089135,0.016058224489922616,0.025405141149981963,-0.04713551299475116,0.04599696826790903,0.02855606285808134
ICAM5,-0.022161716072427708,-0.02585779078865282,,,-0.04313592039342598,-0.02084603650881721,,-0.03956707550096126,0.009279907619250299,-0.0031515097740147193
HPX,0.049522855690578134,-0.009653099376437992,0.025502165056913804,-0.050466816411013936,-0.016579985985388027,0.07397946616748251,0.013591371042474949,-0.016869519655486297,-0.041207746177899976,0.03737862534882951
SFRP2,-0.016678265983670986,-0.03194350296988173,0.09165069069019746,,-0.006505257490475438,0.08916185553808956,0.03989931106940962,0.014601801329141049,0.029439958718941964,-0.049810942523525324
CFC1,,,,,,,,,,-0.003394280317868887
CD70,-0.030470779116159898,,,-0.01882348116584627,-0.042416316248214354,0.017080281605875006,,-0.03532239962234309,-0.00020722635501786363,0.01162630948451459
HP,0.010714873267134302,-0.00838813046073587,0.18210317409231017,-0.024877768899838854,-0.0073027342168042126,0.00896102711314861,0.04219795444213016,-0.020757146524673007,-0.00031060152085492834,0.07233989391671371
CXCL2,-0.05226985487375387,-0.013415444170240069,0.04759884672713054,0.13708091938617437,-0.018052748875106325,0.019064962695189848,-0.020985118490520017,-0.06405941218442385,0.06148703624941552,0.04341274622348447
NPPB,-0.016183929439057096,,,,-0.018952420595084455,0.02480754220133244,,-0.01793073609456829,-0.03495636577139652,
CCK,-0.0074292926765914084,-0.03304606867945072,,,-0.038156593640154786,0.014239517472559584,-0.03604992122733079,-0.02130505997390538,-0.01672789572304998,-0.026099505389400198
SEMA6A,-0.039205378849263554,0.020621252724470754,-0.026256736401171404,0.14506024159348657,0.04681996409857177,-0.03330977072621645,-0.042456174993682955,-0.026910023254645424,0.06857756108479214,-0.019133306973002293
IRAK4,-0.007581400180373194,-0.006730174400535114,0.061079034605051825,0.1280894444642334,0.04503775468194409,0.04072462920143685,0.00920702581364217,-0.031264890588651936,0.007143245649001318,-0.02253168538775574
GSTP1,-0.015292434917152814,-0.03590192511213182,-0.09976769747597877,-0.12021388473130426,0.01983793390890895,0.002802992983663254,-0.020561306950041033,0.02721999937551303,-0.02397244645784383,0.06840823342156051
VCAM1,-0.009505853284695463,0.05562826275941924,-0.036778184442981775,-0.020192871665471533,0.014182959232708129,0.00459844382846873,-0.0010496773284172757,0.017230107168912375,0.08311718494586738,0.05147239744034674
NXPH3,-0.042556564885441905,0.0017614397673350538,-0.09418974184563503,0.06864350706922322,0.043596695717099815,0.00897420689186127,-0.03338227701091308,-0.05354752371955696,0.022868090627382768,-0.03849573365718932
MTMR4,-0.012725287098370772,0.04101568665058111,0.05927993021348396,-0.0998430332129733,-0.0023152205216722573,0.010709031516108912,-0.029486977897369215,0.06508053225360733,-0.0073822792725641,0.05024875754042074
LAMC2,-0.012702692366784951,,,-0.038793609987932694,0.02553511316610921,0.06282332166896858,0.0421468437282456,-0.024939516451621728,-0.03266943081453255,0.022413522501291666
IL10,0.02800009072164559,,-0.018270745869040327,0.04410130383471294,-0.001288912012792562,0.016945203393417606,-0.027457093287899362,-0.031366298603797846,-0.008016031580624278,-0.004882405075632294
SEMA4D,-0.0137880134076614,0.009661655522535555,-0.06701746782531047,0.09194007023125372,0.056928071280866355,0.013095333173013967,0.009817439697034499,0.02828637683386552,-0.042428855652650484,0.034425639294780284
TRH,0.04504277318175787,,-0.024020736421484567,,0.03251323050566646,0.018914898316692286,0.10205017288623955,0.004519976522277275,-0.03915347388938092,0.0925583306890827
SEMA6D,-0.05447411803586045,-0.02088696302621733,-0.07451076570595881,0.011586845427708835,0.07761460724958191,-0.031821519638101606,0.05824472295852507,0.04830339219295996,0.03557708322979002,0.029360162751864278
CEL,,,0.16655745679144401,0.05597468429995661,-0.05513942793822724,0.03142724572671686,-0.03518398415725669,-0.0448670635167997,-0.04696366955137056,0.05390685017268757
PDCD1LG2,-0.014424857178578642,0.0323316188336656,0.022805183077283634,-0.07876033766032309,0.010957536898683097,0.08914795220704635,0.007801075896789029,-0.0541402025215479,0.07558150648414536,0.10454068730131051
SPINT1,-0.032135601966827125,-0.015775288113560233,0.09559749397491685,0.03682199064558811,-0.016664584875685493,0.03964717280796086,-0.028137441962258206,0.011794179322858403,-0.0035942831981741977,-0.018021235676609668
CTHRC1,-0.0630860324788515,0.02123421838985091,-0.12763185037662036,0.06677951239633023,0.011246394478837907,0.051052176944179455,0.1610062844966607,0.062453378191849956,-0.008679647284739411,0.0013560400911132
PODXL,-0.05252155018733392,-0.0150671664716553,-0.10559564629655234,-0.019303881661102848,-0.029241508832922987,0.02741422162657056,-0.013356678597237097,0.06641653841267815,0.016378383379767346,-0.017472121647864117
JAM3,-0.025666192042285377,-0.014512535749104142,-0.03025612978236691,0.002918563050322428,0.031766987692134034,-0.00836830122840754,0.001431435452475429,0.057033966029533256,-0.051404991173315734,0.021099430184839948
TGFB2,0.0044864423565092945,0.02825743106768193,-0.018236841445567517,0.1360050883203667,0.05713089629100088,0.006257243235056779,0.07833118657581911,-0.003623399120487649,0.08271503199732623,0.05767773972865243
COL18A1,-0.04878751471719843,-0.01872053506452305,-0.13566873283492695,0.022932702637609728,-0.0892608437961712,0.029724206564489077,0.09417853596880196,0.0312570771369467,-0.07835797096212621,-0.04299413696689155
NODAL,-0.02610047559474381,,-0.08336603037929995,0.014493069936870794,0.04689614468798113,0.08020658543273604,0.04457112702842928,-0.02852020756073383,-0.05358508961446364,-0.0497359825705351
INHBB,-0.0026961959678662513,-0.05667695302421362,0.027520123955833913,-0.015920801168789748,-0.03924939339511435,-0.005505255772522398,0.016945639520765738,0.03774248185258254,0.11182167603502166,-0.022188643465284322
LCN1,-0.012702695224942455,,,,0.032593804970538306,0.1803499400617354,,,0.012148537076391224,0.03721448533647844
ARF4,0.021358917933729783,0.02657228337312778,-0.046275006257962284,0.01936521233308724,0.07719885661760091,0.05102259101618761,0.03571677913472834,0.01800534798830288,-0.03417777117474046,-0.0181429286297578
CXCL14,-0.022884050547143667,0.0114043229637267,-0.007303605444117912,0.010354417775905797,-0.04570627957397706,0.0025693298661500497,0.021677545679243786,-0.05076022264253104,0.04474440397885039,0.12582901960520884
LIF,-0.012718968348360775,0.1614174866899956,0.037546183832657266,-0.02915351592473736,-0.08867387175410095,-0.013529504394094548,0.013857555314683282,0.002597999239378558,0.0035714893948557208,0.04494970302642725
IL17B,,,0.025812579271024483,0.06685901765017004,-0.05038222787459943,0.02356309858512768,,-0.002176776389076829,-0.020419752444269475,0.08409122131261232
MMP1,-0.017512762985739186,,-0.063064818852106,,-0.0284252872831285,-0.024665855093919366,,0.035906271105322005,-0.006404895200230958,0.004590759756887997
MATN1,-0.01667826825648507,,,-0.040477282868345274,0.021409078120324086,0.038656895787241026,-0.028793583805089965,0.08231085864747947,-0.021440514158649875,0.03484065087398494
ADAM28,0.0272705655244133,-0.04625129013812358,0.04574100669994413,0.002485079312187336,0.02591426307210483,0.07788125785572261,-0.0719658257162159,-0.06582095703850115,-0.05836523306239554,-0.054217723213158035
TCN2,-0.030241438630917807,0.012775285191163466,-0.04037479568779548,0.027080914404735,-3.831989653269875e-05,0.015923736048665225,0.10973795352858708,-0.006365300898369167,-0.018479101769178524,0.018056220585318812
THPO,-0.02173247410734626,-0.011908537208973571,0.025924216980433182,-0.038793629523795586,,,,-0.031720865867430836,-0.018128557689627352,0.083954405876613
CUBN,-0.05428698406205402,0.005104396688854166,-0.05923245230007761,-0.08245900604332211,0.00386374833654009,0.01813884023991643,-0.027665833381326867,-0.015288347037343464,0.06843758146024619,-0.03415801549917732
TIMP3,-0.009339384356734436,-0.022647165981894892,-0.00957785833756474,0.006548946340908654,0.05320979582911425,-0.011158678010900223,0.03526916601341048,-0.05214432305098296,-0.09624344064143278,-0.01802049508978767
PIGF,-0.05299983909179326,0.00021601800222145902,-0.06324376700988094,-0.04613843954374879,0.08018683195429571,0.04278126332113763,-0.03533185282136414,0.03947460447376583,0.03836025434940393,0.0028680802208930997
CRH,-0.014882719819954536,0.03240686292152078,,,-0.00520320046876008,0.09011063993749933,0.15170642270781468,-0.014766612099459234,-0.028556801068832093,0.054173150492926724
BDNF,0.009951687764391712,0.04235586657395859,-0.039272621047881005,,-0.006166692700582641,0.04149515420943296,-0.01023730231525506,0.04057666178128292,0.015124378145536731,0.039944108443431
CCL5,-0.018266518921734785,-0.008073525863949965,-0.0302775900687059,0.020665208275245792,-0.021964547498013774,0.00831067971086013,0.07818883579434807,0.02696142495772514,-0.06151484095939283,-0.06472626630974848
GAD1,-0.05258404512813955,-0.029406209553574144,-0.0573096185126615,-0.020668407687814406,-0.0017963803092045886,-0.01557825895224997,0.07926891444072261,0.002716346622706025,-0.03318324233075298,-0.02293196144284138
COL14A1,-0.006964740226264984,-0.015598517214762466,-0.024496899840305272,0.13547579385976655,-0.04515269507521116,0.007090966578184509,0.1286473217598536,-0.0282065886753773,-0.03707870325804386,0.06395431677306408
HLA-A,0.0056294641225747045,0.015766101389467515,-0.00865903305446024,0.10032692177057624,-0.11275401696414776,-0.021021003572261703,0.06614637794387578,0.014780381814473456,-0.04794373743958815,-0.055883998239351154
CD5L,-0.014882718098137213,,,,,,,,,
FGF18,0.08719180785815586,,,,0.00483784671969244,-0.01002946966255889,,-0.009183712187583577,-0.039153477030633405,0.05545263324636611
ADM,0.09896807681331231,-0.027986596718839952,0.09441350706498192,0.04293339075112894,-0.07683631770889238,-0.05746933026159015,0.06648704340703095,0.024868515130685984,0.005410483288528606,0.07192437134165768
CCL15,-0.024830496852418272,0.00026441705325528075,,,,,,,-0.02072361538699768,
GNAI2,-0.026819544256988737,0.031044553101679476,0.04182417761943705,-0.03242645990088191,0.01653470872784013,-0.0535178369920659,-0.05123176072204983,0.062106043886747606,0.009458657966587456,0.024505500645696607
HDC,,-0.014497112349054486,,-0.004059668921829466,,,,,0.06424297808085232,-0.05295985212334189
COL11A1,-0.034966775011622084,0.047711069242563346,-0.05961739863889089,,0.07527873491313297,-0.05343608276793122,0.005143441050707133,0.05008506937745106,0.03558005421663443,0.053605309205520715
NUCB2,0.021808872684967104,-0.07793355291057052,0.06796854629530048,0.05228763721020116,0.00042225748431067115,-0.0030021840489976577,0.04956883167139225,0.007265756754459318,0.01716140854486058,0.07178503298056595
FGF16,,,,,,,,,,0.0668509499823033
CXCL1,0.0456486380060008,-0.010836839954898356,0.04496881491896412,0.012137632244205927,-0.02019800105464658,-0.06309061648541077,-0.03058721486187338,0.035039918600069005,-0.07535429871677121,0.0304936653882712
