,UKF248,UKF259,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
VEGFD,0.02461962171720277,0.01632423279722373,-0.046002589620655836,-0.02486426655515108,,,0.007772953852018485,-0.0334165951872412,
TNFSF13,-0.02394708478359565,-0.0105045763524009,,,,0.12322660566485576,0.010594046870388608,-0.004469470791191548,0.04849302951416328
WNT5A,0.014395083091109546,-0.002924623130293174,0.034128288873667284,-0.004679801747855133,0.10284661315519537,0.03288674968718216,0.06563396789142438,0.028542619885219497,0.0174044092951011
CXCL8,-0.06486771479768058,0.05449660819444484,-0.10453540808639131,0.04455231195836763,0.054143391191388925,-0.1148295528125807,-0.18540195318794137,0.043711346117991864,0.046679747744908566
GRN,0.006060874236126406,-0.02256143432931521,0.16691668879177332,0.10910061829313797,0.06438345056981003,-0.018752362698170877,-0.061355595749450195,0.04742643094363757,0.02704600714645386
MIA,0.024305859395751004,-0.03206702137891211,-0.08823196382422199,0.01666311508555746,0.12520574859359118,0.15133007823344113,0.21741147332637997,0.0023682827543113193,-0.014898927157324455
COL4A4,0.019368827125199703,0.01618298944656331,,0.06393942418984161,0.10977102933893665,0.038812514471811596,0.10669724806979143,-0.048806282161469136,-0.029555660714268704
TAC1,0.026990219927993202,-0.013346826551402194,,,,,,,0.07249204971876715
RARRES2,0.028667188044496927,-0.015618394856680927,-0.005459565604371026,-0.07134522946128839,0.03220109231530383,-0.08243066409221918,-0.10027958034829557,0.026488828335547162,0.022487260508800122
FGF7,,-0.026994694677178792,0.011726954992643323,-0.07024508800474007,-0.0630597265067441,0.007288959883975514,0.04589736753258068,-0.042440703278836915,0.021069134514012752
EFNA2,,,,,,,-0.03447640093836124,,
HBEGF,-0.02952132824268107,0.027085417258264008,-0.09459421417482963,0.03433210292659703,-0.012819461289721284,0.029794171400627754,-0.001116821275309962,0.048909898003688515,0.010118529704907044
CSF3,,0.02998408413517331,,,,-0.0779112922654151,-0.12211283432659632,,-0.03108917343431642
PI3,-0.03338492383707865,0.0452307539887017,-0.04761469086690857,,,-0.14703803395458442,-0.22946827830827968,0.04606576587055136,0.0957669462900219
PCSK1N,0.09726744338830604,-0.01786428110833927,0.021123430528289817,-0.0010113668798649596,-0.012060415945814544,0.00040779782466329837,-0.048870269438294735,0.03008993386366858,-0.011272648038562429
NTS,,,,,,-0.0022322787435121207,0.05466211841853202,,
SFRP1,0.05052866040653645,-0.013287831686745421,-0.008137335617221648,-0.07973512689573277,-0.032739447875682795,0.030088281021659637,0.06481040245445338,0.011525185756418935,0.013220059914755312
CXCL13,,,,,,-0.025733956357554853,-0.02090975065648223,,-0.0048278483252538204
MICA,-0.06821262370273114,0.060743531040414925,-0.022054842978474574,0.04952297843351411,0.03768234194503355,-0.03506957589586651,0.06235035122188065,-0.014788545259500524,-0.06306077950357211
TG,-0.013180585348750455,0.026004663806265822,0.05834117850491365,0.026476707599028957,-0.03481117096899018,0.037838685365420975,0.027799784355944466,,0.009799983717932836
ADA,-0.0026786319939458435,0.0010598864857053949,0.08007713064611867,-0.00788609200272295,0.07399394084049891,0.005182832845444787,0.11171299898592951,-0.06412049003617423,-0.025451833924752493
LAMC3,-0.010623508160384574,-0.0020302296842368934,0.08183310810080675,-0.03695038958432672,0.012930874293570142,0.09171463181481215,0.08068198227445887,0.04112734747113523,-0.002419499115490493
CCL7,-0.020185152854265004,-0.01036756257503593,,,,-0.04095731665303331,,,0.03562047919884666
NGF,-0.013496142010164164,0.023768231724909872,,0.04780871187104528,-0.031771603031975806,-0.027733472030449003,0.04819614304414509,,0.08501424435597123
TNFSF15,,-0.011544787998292559,,0.10149077804175093,-0.009367832930571161,-0.03992878462670763,,,-0.03440781461451594
HMGB1,0.027485340845855737,0.002849542919175169,-0.04605670739176413,-0.05819503895620376,0.036611294472886705,-0.016529108377540288,-0.11438244074028503,-0.012578927896142367,0.03971339653345426
ITGB3BP,-0.0439274847244593,0.021545090417411004,0.0752635555532083,-0.05612162818916895,-0.00910689014877344,0.06125020521573891,-0.03877245780803784,-0.061667332701797445,0.05846754892502522
AANAT,-0.029285585834939253,-0.01050457747353434,-0.07657595404047071,,-0.02226786707872663,-0.01164938644098276,-0.02867729737233772,0.12910211764310667,0.08623710715087755
RELN,-0.0007101032300500658,-0.01823359404601588,,-0.08026746661637561,,,,-0.014862208845722645,0.03865215419588131
IL15,-0.03243719345769046,0.08179737813578387,0.049450966446156604,0.13496973965927886,0.002149211841934562,0.015562240809502964,0.027680867507003572,-0.04880627597642544,-0.030423851829274904
UTS2,,,-0.007738012507887644,,,-0.01646719735944462,,,
BSG,0.055405112700495814,-0.05098548422210046,0.027356054694205205,0.03121537258381014,0.004071586209114989,0.017479956142069937,0.013508200934112908,-0.022653937075370147,0.0794786417518029
ADAMTS3,-0.009942890244396816,0.02140100709389539,0.08481123717868651,,-0.026663503863936684,0.0356399383841275,0.051545375022123384,0.022099892312008804,0.06607595887255226
CD34,0.009205032177947901,0.02427623512836401,0.10590955195550308,0.004347973867567684,0.07850026887170541,0.1047833559016922,0.10788904209708693,-0.024947928896676394,-0.06441263735193713
PLAT,0.022957969737708007,-0.011390751576295724,0.04665652798242148,0.0014570732359855034,0.03975258531951478,0.1542036058641976,0.15333989556576139,0.000142892792124134,0.11458716895067603
NTF3,,,,,,0.03572863513088709,0.15864318172387795,,
LTA,,-0.013287831065119765,,,,,,,
CKLF,0.07744087032864809,0.03598621693475185,0.031226881386340465,0.09790464098109913,0.05620124844010138,0.14112861538123606,0.09009679787451155,-0.06275075325852666,-0.021308011768562268
CD24,-0.003409839359072523,0.011260044671598135,0.006575917288688128,-0.06969146196241573,-0.042609138959593916,0.03541208505569158,0.06780349814415546,0.010284446609805792,0.06674012237140708
HSP90AA1,0.03439403157519531,-0.0038342690848902597,-0.04257651610713336,-0.00710283052292588,-0.03573637391111761,-0.11337484416113172,-0.2758250730450143,-0.09780923214332242,0.02276887853176655
BMP4,-0.03155247776138661,-0.021715578197554573,0.11736842569644153,0.03118111094655277,-0.06367070667691971,0.15858383373078183,0.08458412227858471,-0.04036902717060276,0.08140925006289385
SCGB3A1,0.06634420050060648,,-0.0287110220913902,0.028132881077144005,,0.04074010298281764,0.04940530421123812,,-0.011043755438571666
IGFBP4,0.03355335826106257,0.00391700429152483,0.06569243582612058,0.00261926062535765,0.009469908366931,-0.0017118841958371246,-0.1081105692705524,0.04497179687565131,-0.015322206499109144
RSPO4,,-0.02033935347851312,,-0.02963805310842291,,,,,-0.023936824946952373
LEFTY2,-0.026079980291417837,-0.02002865745864507,0.051512683969418833,,-0.028456446928598046,0.01593698158251882,-0.03964166680225828,0.06813413799730324,0.11564611346351514
PF4,-0.02093885380145837,-0.009045494093556969,,,,,0.009172193345478478,,-0.018751069438741823
ANGPTL2,0.06617885162173855,0.01939151259178453,0.20753041240382994,0.0318544106526534,0.08330842433110962,0.14408956827282496,0.16567137298908668,0.03476542725449987,0.12632724780593996
LRIG2,-0.00413277671277519,-0.0464057586575299,-0.030777851060218662,0.010669528158811675,0.01454162416578761,0.06774539826917074,0.09183683022803975,-0.029120792940588648,0.05304307720076334
ICOSLG,-0.009361048075754724,0.03948920010893069,0.0009600077260750798,0.12044699778053804,0.031639854881152896,0.06028462891217751,0.09173691874401364,-0.0025707593266711287,0.0296855501960404
WIF1,-0.0186787900594943,,,,,,,,0.08423363059670642
NPPC,-0.04137282340016518,-0.014031792016072058,-0.023226279852885105,-0.05928763736383268,-0.026663452655080862,-0.015607677338234817,0.03327433356075822,0.08774453732132603,0.027119745516587468
LYZ,-0.025886466973707323,0.03730382968681814,0.12463131486591873,0.1006763081210396,-0.050954681480884605,0.06480229290451592,0.07561885731489774,0.07454904738317585,0.02875630147547105
EREG,,,,,,-0.02884963185700456,-0.039410836624594985,,-0.021588035605607195
SPTAN1,0.08186093487333992,-0.05569038332119117,0.027984484001636653,0.10332247962756559,0.044791853449252246,-0.005816233198498289,0.1363478493523843,-0.006095798941419666,-0.0075080616063332795
LIPC,0.02650176661600447,-0.01625542657057585,-0.011835762258052936,0.05680166424735189,0.002465739606593355,,,0.02785948799204822,0.07506133114106484
COL8A1,-0.05826086428245374,-0.00023993128696022983,-0.012602663515961763,0.13179305903488325,0.0019035395040261519,0.09416546994698684,0.05761541765715892,-0.02427155666573048,0.008699268380575349
GSTM2,0.023151758772195875,-0.007302305299367673,0.08152026263967149,0.027457959283385673,-0.05654431734248018,0.09517243265943287,0.01352119193494633,0.03691566251030954,-0.021915071867468893
IL4,,,0.026479989533171183,,,,,,
SPX,0.03593326496207186,0.042209985856998,,,-0.04929841856314038,0.024462030490560106,0.057636054598244585,0.03338557901482916,-0.07991142657889141
MFGE8,-0.03504965808959135,-0.016395252857946588,0.10622191039656839,0.012309021531113408,0.04893896800763473,0.025445226882545663,0.117325289361393,-0.07124926328531685,0.031028131644503323
TGFA,0.0690331488471168,0.01641236700522605,-0.04974495597554583,-0.03507970258642772,0.01822315663414233,0.039031860372142256,0.10173357492675994,0.05706691403021865,0.00632549628954266
SLIT2,-0.008327951867727978,0.015534985226343898,-0.023328310868213787,0.08928345046458673,-0.03015400690837708,0.04534694183003064,0.03561045722699755,0.009987415344293224,0.08484330692520457
PLTP,0.025929724366179692,-0.06260656891208269,0.1137653574764015,0.011086585411006818,-0.014636844881241014,-0.015170388464240231,-0.09888266923099269,-0.04903233667180075,-0.03429225917504262
APOD,0.004887201508113798,-0.059723958170010916,-0.04711625859285806,0.012000979367575734,-0.00048072224785190723,0.14999741404311248,0.2719840144450708,-0.03512796938243652,-0.06132435003635859
B2M,0.019210323505775163,0.005913944417984711,0.1384861003373358,0.09289402830259454,-0.024877612886107604,0.02734113031718152,0.018686903080625348,0.013634616386687155,0.073865477044488
OMG,0.05723673381001535,-0.0206300376930987,-0.07597134014670967,0.003164795298120521,0.0464549072413666,0.10791404554329714,0.23890128224391122,0.0104529754281041,-0.04133266172686281
CXCL3,-0.03088770925892297,0.03894539115469222,-0.03266421785719197,,,-0.06565264851490743,-0.053437796354945964,0.007996928939536047,-0.03667462923888774
CXCL10,0.009525899251212113,-0.05423724962356081,0.13400840174722442,-0.015884817138137913,-0.015420536848249122,0.02804173977250267,-0.04238477195890748,-0.007528218008701307,-0.01760797605739021
RSPO3,-0.027418962684042928,-0.010504576697364997,,,,0.14078384943647532,0.0659576875399633,,0.057606515257728766
CORT,-0.0029592854006347587,-0.010416350242866121,,,,0.050548723254598575,0.003998057747733132,,
NCAN,0.053336936453987877,-0.05407285023678262,-0.0254730318868329,0.14735980945510502,-0.008893014001149552,0.15068591892613326,0.2387526353763273,-0.07906684075435931,-0.01907699798229362
PRG4,-0.030356059270524816,-0.010367564190666659,,,,-0.035336698030065984,0.11885139366380092,,-0.006921475554058047
ZG16B,0.009166749607159958,-0.01203282619368474,,,-0.024754413102517695,,,,-0.015996585337397357
TGM2,-0.03542369238307491,0.019271696883855303,-0.01949806601334143,-0.012048135446197088,0.02106841249155491,0.043250650621161034,-0.05191998654141115,-0.02744125986513843,0.0064304448027257865
VEGFC,-0.03854305635209721,-0.01847777540401691,0.04805755708736549,0.013077862524737244,-0.01004861142639108,0.016172789646839502,-0.03181037979720127,0.05247376798429394,0.004459476804968438
WNT6,-0.03256829789725157,-0.014339676232951015,-0.06916146099754492,,0.03479446994676862,-0.006540367247067267,0.08859380337689085,,-0.016529271975445615
NRG4,-0.00034919341697869417,-0.012617799893317235,,-0.06644825927376516,,,,0.05808855309991355,0.11381476971317285
PMCH,-0.005747900315991573,-0.01748319102272697,,,,-0.01961092594124014,0.12414054017452544,,-0.03183359312468394
COL9A1,-0.016630314430798796,-0.013178371069277151,0.04651211429673592,-0.016110503993570904,0.01884202307998559,0.0503177638731038,0.17726684046867636,0.04481699102378106,0.028556979401598615
GDF11,0.10925792740551174,-0.04538231485822338,0.07062711414585322,-0.0046402915292479766,0.010405130169637466,-0.04069203358134368,0.01271818990378345,0.024400200800645765,-0.06391243072784687
IL24,,,,,,-0.03103854334360287,-0.031096162304976905,,-0.027789846679644056
SORBS1,0.019568944220638245,-0.03933766529240439,0.014356760936059507,0.01740682055603243,-0.06260537582244761,0.04582296431050573,0.006476410833226693,0.015414618210355814,-0.003818883691680808
DLL1,-0.012096414998042739,0.012366634874472088,0.0667957179390938,-0.06956138921652366,0.028088650481272043,0.10439643983830965,0.23375356734899516,0.04345839302861207,0.018731256507164888
TLN1,0.030684035665012013,0.00959527483025052,-0.0748146425349684,0.07604547210862475,0.012185300568699204,-0.06080400269956197,-0.05749639250454312,-0.007485512916800007,0.028874648179017057
COL2A1,0.06822245182008395,,,,,-0.053546781790396514,-0.08104611151576038,,0.1570289185793617
SHH,,-0.01077360140368055,-0.03911105929335899,,,0.047079030127812546,0.09368015300032763,-0.03784341059570152,0.07222403764139863
PON2,0.022963035105958998,-0.031137198997929227,0.0981970272416664,0.10250343382993375,-0.02132776403788713,0.09682681378937547,0.1393293698233974,0.016674202829681833,0.042978570749987295
ICAM5,0.10132467387206703,0.0003775866820970026,,,,-0.017150922045286794,0.07194772480781421,,-0.03940830042421604
HPX,-0.004528022079626023,-0.015184371856915685,0.010890340703915315,0.07042497341749979,-0.0029217882470510734,0.025948601801640617,0.03778458567676068,0.015118101236874786,0.031055525889632205
SFRP2,0.023673981628791054,-0.012269964465112988,-0.0545408464333028,,-0.0350596285384498,0.002093362397613381,-0.027862448005019535,-0.050012792831879864,0.06952257311022603
CFC1,,,,,,,,,0.0016528288140058502
CD70,-0.04220586434335326,0.03505940761617356,,-0.032283319877172714,,0.03047844944074861,-0.03599502180792785,,-0.043667576938221715
HP,0.00681459574620918,-0.020463479549599543,0.061054897781636856,0.08455024795642878,0.04530402873960509,0.054709701540098465,-0.038084828776819284,0.029701984423132054,0.061637440373979224
CXCL2,0.04010284919713874,0.015678081915029448,0.1024919007228476,-0.03244044051867613,,-0.037606935932474245,-0.03662743500093149,0.0020054371396877923,-0.06173906282627861
NPPB,-0.026040798190131883,0.0881121271612777,,,,-0.015224885208381438,-0.022586571541388652,,
CCK,0.020679581298650107,0.0006687358231984994,,,-0.030809926773062008,0.10540055293102754,0.1161674407265785,0.046149869622247014,-0.04027326494121558
SEMA6A,0.03862275915340859,0.0069731301900797255,0.020803521416092395,0.061158975553378604,0.010042931254130204,-0.008298319343177197,0.07711177447937845,-0.024127364893972523,0.07241783478713885
IRAK4,-0.01562554242280804,-0.025407280902681698,0.07853411343757483,-0.03781227124132377,0.03958099024253357,0.039736108899376434,0.060771401951416115,-0.0069464527306764955,0.03516172986252117
GSTP1,0.04843983790456497,0.025999904446217123,0.10754610595944697,0.06632072347594681,0.023829523906103406,0.10730421643666692,0.16580002688918358,0.042206082875949784,-0.013840110165096698
VCAM1,0.006032072884928355,-0.003940569431377838,0.011704304267097745,0.032294625651039105,0.01046725451111905,-0.0076539940158055165,0.003365288425514119,-0.0004997088260297011,0.029683988545535663
NXPH3,-0.018164747678311412,-0.02227316616286961,0.034607001415621015,0.02964902746685764,0.045371885904382576,0.09732571361554075,0.14461398578507978,0.03809967211255478,-0.012275792774230743
MTMR4,-0.010540343496473158,0.039731637794260345,-0.07246677164838491,0.09574923303483167,0.025819833063679874,-0.002728774900735369,0.046277423947954255,0.04007734773368226,0.06793983160001425
LAMC2,-0.003061798408747343,0.04908469681161514,,0.09232100636235459,,-0.03815905762669829,-0.04083798652214395,0.0435750271741668,0.04184488076992554
IL10,0.007451715200085704,0.10952555145691614,-0.09280986476546065,-0.022203525757973692,-0.042595990610757396,-0.013474139385185225,0.05033723060478418,0.008774676736072864,0.032562797939988994
SEMA4D,0.004899323962110959,-0.03868519529439256,-0.08776221738948395,0.0010926508020457865,-0.00016494953581923667,0.0817480581907944,0.19257741052040356,-0.06579334012060374,-0.031437794936748746
TRH,-0.01523253601351225,0.05740984237298697,0.17194982306077353,,,0.012102572455158181,0.06392245895021469,0.0361256950392401,0.14521537048473215
SEMA6D,0.006522755329075203,-0.04933028101062918,-0.009024377683429535,0.015870108877451064,-0.011469351433072436,0.031091398830644604,0.007746463122810649,-0.007014971035416073,0.0856240646453771
CEL,,,-0.017783630819436187,0.033119532792760656,0.008871634479596742,-0.04700312951638633,0.05255487282700774,0.018779107004099942,-0.02557324584604565
PDCD1LG2,0.022561269219044573,-0.032717158774405515,-0.09660068010484334,0.060986007472030104,0.13877663996415768,-0.004399921919102231,0.09718841357408191,0.015681656099830747,0.035327940220388564
SPINT1,-0.05170788272945573,0.03697531242728322,0.00689017767114101,-0.03973322134213841,-0.013771180123878863,0.07259876648424217,0.09078755435132999,0.024465750812379977,-0.014371984784015964
CTHRC1,0.01862468261637691,-0.042247767060007616,0.02888140502651714,0.021500015203966036,0.03356337278958003,0.06614334264612878,0.06363106885191996,-0.005601700192297515,-0.012176774105779862
PODXL,0.019365947039955807,-0.038156885695298584,0.06825778818367824,0.09241520068100138,0.06667783760567168,-0.03807230371818311,-0.029866777909066836,0.0030480490038040033,0.10640779353818318
JAM3,0.027541019066744783,-0.003409059160035573,0.03809823955153217,-0.040953193775549276,0.011276835546838152,-0.03534063859747261,-0.08887267215643596,0.008572984556265833,0.11620456663602077
TGFB2,0.000490912021756394,-0.024234112544034337,0.1731857264460605,-0.015451532131408615,0.02410454444684968,0.052625692081431315,0.0707651192822742,0.0024125248691289425,0.06311078997852969
COL18A1,0.006144237106229129,-0.025066748801707436,0.09227868989435274,-0.03925386677101595,-0.04329924146063945,0.013170882073825755,-0.05709695232105817,0.041884585691485406,0.00265315229914579
NODAL,-0.02587204579502428,0.06219713566413546,0.08040839147113693,0.03195700253353588,0.05078203776828562,0.09530807851423674,0.05237514792439532,0.04405604407754353,-0.049864301555194494
INHBB,-0.03033015497358119,0.03241978752195557,-0.008550346714011125,-0.026366621702675754,0.004673725259560577,-0.037031340735392014,-0.08371248256762638,-0.04309824347088777,0.13496261779688104
LCN1,-0.020439308269917338,,,,,0.11721239639725325,0.0002260041559348607,,-0.016789649701855185
ARF4,-0.04681076961610454,-0.020012051190225453,0.019813743678939472,0.033617646000637026,0.030537445802712518,0.09805565806726878,0.1718360213068547,0.05322717682015203,0.046816075380252516
CXCL14,-0.0169252697315189,0.0261241269831096,0.06016052321104011,0.09931925675203898,0.024473029953167632,-0.08048972760556417,-0.14129468204566065,-0.047815356910657726,0.046611310582771515
LIF,-0.051179216222542505,0.023019935157178276,-0.017391019105628753,0.10804830697486285,-0.0361476238961149,-0.016561961217778004,-0.11562612371585951,-0.03396344872823852,0.04144435233522168
IL17B,,,0.08275576468199133,0.042645615182811666,,0.07343177730091952,0.13489886631931378,,0.007502192672112414
MMP1,-0.028178961628605302,,0.14632492410510603,,,-0.03960095572296882,-0.04514717088758641,,-0.018057402961689856
MATN1,-0.02683621548545966,,,-0.041595791358851296,,0.004476216555951966,0.04100578096475642,-0.010199293450143764,0.039255695678416164
ADAM28,-0.04756826154780278,-0.014496046344084548,0.04701714770461965,-0.0052387643030433265,0.05625678667032292,-0.01254246280262237,0.018505202574817158,0.004398473618083164,0.026435222138571076
TCN2,-0.010646312240491755,-0.05932108530997053,0.05357257549037071,0.09924026457872104,0.06781668193709409,0.07092433484118174,0.02730194610504529,0.03609296222732637,-0.0038354952026303808
THPO,-0.024599716022024085,-0.02185687846039548,-0.06916160056161014,0.026503557863680364,0.03049468506608239,,,,-0.025924731375631324
CUBN,0.0005763122694418503,-0.03132932853102469,-0.01779430832467141,-0.0018985455816543364,-0.009628943236701472,-0.0038484804264350882,0.08475942774602709,0.03763691737508597,-0.029868196408606582
TIMP3,0.07730214126784125,0.06249192998827154,0.053100638300339474,0.0034015122325334445,-0.03317443535467293,0.025349584777135625,-0.006550487439066873,-0.03155074985573675,0.022902748096817006
PIGF,0.023820081801821692,0.004670930957664884,0.059421877370158305,0.024648983574995714,0.02567830118014941,0.1109103457202741,0.10570779413053534,0.08870332807108247,0.04177025169472328
CRH,-0.00924900177777445,0.1083241131768983,,,,0.05416968421017481,0.04904328161159329,-0.01471633179271585,0.01870049852892099
BDNF,-0.024617074317846946,0.023302028630441916,0.1529359909120471,,,0.003206353604001715,0.015372887910595991,0.03712553022725942,0.03662284733432224
CCL5,-0.0445078756519148,-0.018473617102108174,0.03153123502942833,0.037663064599125974,0.11599908992216766,0.025910590410239652,0.001987639499384357,-0.06567447605526416,-0.04595838004039827
GAD1,0.048500420431479674,-0.023909840371881107,0.01815855533975739,-0.04519786401410967,0.06157278427367251,0.10853385640753765,0.14443895788481967,0.08405214071602632,0.005972630035649768
COL14A1,0.029590929412352505,0.013383384368086377,-0.015137018263565342,0.04880019917894366,0.05038068595837608,-0.04268171769283554,-0.04405113123571387,-0.048222447392805234,0.07781233587227583
HLA-A,-0.0008565518122461408,0.024132496369064917,0.12033313005726706,-0.06689013311474097,0.012890981863005052,-0.13099234608417035,-0.26197500321780576,-0.014279559733292821,0.06334290477508431
CD5L,-0.023947080341249583,,,,-0.029145950215487094,,,,
FGF18,-0.021667779417177006,-0.009654625866408145,,,,-0.05077469974568153,-0.005556199627625757,,0.08342597685516409
ADM,-0.05977626942496889,0.05061736824383341,-0.062224117750836784,-0.1322000216735013,-0.03272042056292485,-0.06327160238196045,-0.2320835174246106,0.032766210611358884,-0.002645004489179535
CCL15,0.022222618760701626,,,,,,,,
GNAI2,0.0065609694143812895,-0.037928857691443565,0.08766658325027644,0.11639939447485141,-0.003951208942695494,-0.005882288267211192,-0.0009088445206834022,0.0008905569907380813,0.0387772699942979
HDC,,,,-0.05433904691569848,,,,,-0.017299397241533076
COL11A1,0.020637586803907648,0.04246988129819026,0.08054165507785223,,0.034439175967912565,0.04366328687985157,-0.03419290313906154,-0.003915665771839071,0.09837673889350755
NUCB2,0.02528599881318347,-0.0030520155876166137,-0.04501550053363505,0.11860301831733289,-0.041981484129129755,-0.006797960644624206,-0.10046263828510997,-0.040481052095053795,0.017091829956009105
FGF16,,,,,,,,,-0.01704630707394561
CXCL1,0.08129130345616735,-0.02283070184959492,0.04379014557534059,0.01460887234667029,,-0.12474569091060984,-0.12018915342605013,-0.01963449103230253,0.031632849841085185
VCAN,0.06287479173165161,-0.07255348176577724,0.013867499181198699,0.0587620082914973,-0.055948970772897566,0.030415027509567243,0.1507964908061593,0.05715333129834008,0.1376052102080935
MMP7,-0.05718318094146283,0.0572171912857202,0.04080145942234326,,,-0.08594389538995907,-0.0909126618331521,,0.11672323161998047
PTPN6,-0.04916986550874257,-0.06100826919047853,0.13762738974640362,0.04564255992902355,0.057584067657591,-0.014176495778470034,0.06852773629624143,0.06156120176936804,-0.0002384146096824863
PTGS2,-0.021318938176773,0.07357202071799418,-0.06728696153790817,0.030657052993148727,0.022464930258648666,-0.07912707089433894,-0.12580044902625276,0.07969826381177027,-0.05231361114107831
XCL1,-0.026241716875877234,-0.010504578465306526,,,,,,,0.08260828906544193
CD58,0.09017093728714126,-0.007757375835383111,0.053454670265481424,-0.04815986735665089,0.06533354435409917,0.0764520155185673,0.09670786109819764,-0.03149408481418098,0.045323102465881726
TNFSF14,-0.013491127088177136,0.027023786707847,-0.06702923329883463,,0.047984167059717774,-0.04061708919221349,-0.061732444717619545,0.05144340231698664,0.004476627306987352
CNTN4,0.0017818022713714315,-0.01887861738285201,,,0.08668975083066979,0.02477422565614466,0.07803541833226924,0.05278346496785194,-0.01697332419457881
NTF4,,-0.01328783173854756,,,,,,,
INSL3,-0.02350773517509051,-0.009654623972709631,,,,0.046987166359935544,0.0322268432840077,,
BTLA,,0.05839645577463809,,,0.059142638784880866,,,,
MFNG,0.03305212940226072,0.017458574662399397,0.054603134985976784,0.10412997724625,0.012112609690980993,0.04823268051582971,0.02429777353981952,-0.031662307481868615,0.018662907751212824
ICAM1,-0.045639476484052754,0.00981012753048981,0.10344775555244182,-0.010797440110647278,-0.008256341176095206,-0.017105354290057453,-0.056516748100840626,-0.00015452568331943711,0.09866894017390113
PROS1,-0.019360283213970188,0.026964243541421535,-0.01999039747626952,-0.018005397370854735,0.05225757753698902,0.01922343207113855,-0.06824944081140012,-0.03638631836899958,0.07019449069186438
CLCF1,0.0006732575559645292,0.029704451655832468,0.018549854438002642,0.05840683593379293,0.09891983240389794,-0.01765031503683511,0.054593027508867714,-0.017805879716459756,0.10607151066227287
PSAP,-0.059455958154224345,-0.00990656724488273,0.04948442908797372,0.04667476553241367,0.0032150135201423633,0.008222852287620385,-0.16412842157842403,0.038676529617964105,0.04550262271185502
EFEMP1,-0.0959001356725522,0.010384546432762596,0.006629647829561804,-0.0027591192883897942,0.03009566879317689,0.022724864502895334,-0.041135069995037694,-0.03309528087290133,0.12348437050034107
C1QTNF1,-0.01727214235158663,-0.013903107568920823,0.020935352393729956,0.029305207040819965,-0.04977262009476047,-0.05033083013263487,-0.19873341181298043,-0.007611864414927666,0.08296091809604676
ALB,-0.01657343541000261,-0.0005970903612175147,-0.07722287447164661,-0.02191323197001495,0.04835126786942664,0.04191449976638254,0.011128878472252943,0.031261703498004674,-0.02449284081638271
CCL13,,,,,,-0.030151324168442885,,,
EFNA3,-0.010585554476692556,0.0026586260918486566,-0.06645176031512516,-0.07634191585878643,0.04345890889248231,0.03223746616582245,0.04415089375077959,-0.03777808996555653,0.009445374254661678
DRAXIN,-0.04156631833334055,0.05197686985092562,-0.09769852521439544,-0.0066853339213123406,-0.062317898063134806,-0.018330360506737815,-0.14083718360768188,0.03675204152381269,0.06344498037034932
RAET1L,0.05588348383783861,,,,,,0.08909647842954521,,
