,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.019781364972297075,,,,,,-0.01954181335947957,,
BMP1,0.028336899650178344,-0.01126317141725205,-0.04903882317255005,0.046746478778795515,-0.008348744473232176,-0.004653624529223118,-0.08652357099737658,-0.07470445200426186,0.05028488354060248,-0.08811132147990015,0.18259022924126928,-0.037843019316164406,0.023471020256823554
NDP,0.04193616016020362,-0.03674009051083436,0.13951525327727538,0.04595085076685164,0.008736578302528757,0.0590462333665859,0.03266318733787565,-0.004413288697021149,0.04684549965232282,-0.02247219826963204,0.031310533861891095,0.051552969026139074,-0.0644159241108465
TNFSF18,0.062871574673342,,,0.027801440134885103,0.07305874787766473,-0.015563756274059037,,,,,0.04133332439721915,-0.03729116584926089,
IL36G,,,,,,,,,,0.016097535676097317,,,
RTN4,0.02121483707992779,-0.028573673865089085,0.1386739111305943,0.11640125501833067,0.05987473998059461,0.0728008799925839,0.08987471436087548,0.17248847283994254,0.03373467708282063,0.1478671638673809,-0.053720858926681644,0.10972732916382376,-0.06575697378784949
HEBP1,0.029587774293504787,0.03169992764781202,-0.03556934878023588,-0.05478627190161317,-0.007217740929565181,-0.017891907006701586,-0.045927561051946716,-0.10145749094513414,0.05083404992912438,-0.027192743719663178,0.04277955512161057,-0.010325193464856178,0.0016506460663546164
WNT7B,-0.016807141706323494,0.04668743441673591,0.04343777823442729,0.0758140465286968,0.009461896501028935,-0.03023032534467931,0.017321802205026354,,0.006392071007838423,0.050788606767742626,0.051422831578606935,0.012319828342364616,0.010035790610441837
PTMA,-0.015756000492022477,-0.027655982952228157,-0.13331295890119801,-0.0874091639284553,-0.0293117799485897,0.00021194217148242606,-0.037318009016738866,-0.21573176574732617,0.019984949453692245,-0.11040707543621978,0.1051128264447527,-0.021117905967627373,-0.14709091733344384
FASLG,,,,,,,,,,,0.010701725296619311,,
CEACAM1,0.037405885618413515,0.05540020701790648,-0.015199076408687102,,0.0008512195846201172,0.02147757337564922,,,,,-0.025142161697996795,,
PDAP1,0.07478251760479467,0.02060638956865512,-0.03505442992842549,-0.05539981723006196,-0.01057193619297154,0.01576090224070377,-0.04426014137116443,0.02352456107516961,0.028513832101909792,-0.07184436955516395,-0.025513890529717496,0.0031114255311414183,0.003957928115877177
QDPR,0.0752457958463494,-0.037426421990335815,0.15646985246382664,0.07643998590818231,-0.03664048317618868,0.04690572997272408,0.0679694229203976,-0.1820819459832246,0.02575495178005454,0.09900424422112253,-0.006436087583729045,0.07419687212110228,0.01228812000883027
POMC,-0.009080602861536958,0.03630727450639105,0.10129784272663828,-0.02356054694312354,-0.000924963419783093,-0.018058952027563184,-0.010884355611531971,-0.014572824311745945,0.06237515221844729,0.05238662071396515,0.08788765077986127,0.21343437724094105,-0.011565556226882602
CCL18,,,,,,,,0.0007587002166937719,-0.02974173135588272,,,,
CCL17,,-0.020841724578645235,,,,0.009698976427168191,0.016240632707554277,,,-0.0013023560728395171,-0.03289059652423328,,
VEGFD,-0.018474471004691132,-0.0101977246938018,-0.014541615764114047,,-0.033139092556407825,-0.006917801637670171,-0.01986194239564548,0.024257369687551794,-0.0020621500920307346,-0.029294078853237156,,,
TNFSF13,,0.024851589511616427,,-0.0074722542717101485,,,,,,,-0.00502669429438863,-0.059262551611642705,
WNT5A,-0.03966006885222953,-0.006571917095979487,-0.0478720959033623,-0.02182988900591842,-0.017431259527909478,0.013452952378155263,0.011706736270297849,0.03739523548993784,0.04522131096949024,0.028819609212904516,0.07580542741035988,-0.04122493925296945,0.15956269443504623
CXCL8,0.020982152478560997,0.011545281215633748,-0.03656777330488554,-0.0360332486831577,-0.053227017256800506,-0.0037332657028182332,-0.018496304384791912,-0.058652176966584826,-0.024819120574446765,-0.0643247228980275,-0.048097328408201634,-0.03317632252496457,0.09605493178981797
GRN,-0.00655446140534315,-0.008841020064216921,-0.04858957753237363,-0.015326454559841662,0.004451474987311743,-0.021510824558644344,0.059901350404430974,-0.10517736024356791,-0.003142607137871439,0.008380295025990471,0.1294489633577892,0.06853861607467426,-0.021460249108790793
MIA,-0.01642990253965268,-0.037127972461413465,-0.019192984614758428,-0.037021418011911014,0.00771904768070022,-0.03815264457401775,0.002340138812254315,,0.043373760888750404,-0.013399827102551458,0.02973041069326724,0.00813426681916898,
COL4A4,-0.027630202482161997,-0.004166480351114688,-0.06039861174254965,-0.029961006390568503,-0.019493066905077613,-0.020265720302372288,-0.021447299819760828,,,-0.03891748436207684,0.040341474469007405,-0.007629553217305785,
