,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
POMC,0.20060190834281713,0.047934924213331155,-0.01843075789125504,,-0.0030236994618557714,0.03918362843571811,0.006178410787953883,-0.018183018700166864,0.0687509215519733,0.05793415946859638,0.0016596978341879539,0.16051660242126467,-0.06507307355968786,0.11762968877763244,0.004120139689440137,0.023320735670804685,0.0825454000189015,-0.03980762129129554,-0.0011063908627468942
CCL18,0.06227974726782499,-0.025283441933511137,,,,,,,,0.13908804572242636,,,,-0.032812162524897055,-0.0643941476153791,,0.024118820134202763,,
CCL17,,,,,0.0645996063187831,,,0.008874649876139437,0.025088837141935574,,-0.015801314556106498,,,-0.012720654206125072,0.05304608626692337,-0.03076070809891438,,-0.03155050107575132,
VEGFD,0.1009110981670066,0.06915884265932348,-0.010073330089305745,,-0.0035646448916088437,-0.016943570824672717,,0.006033469648504183,0.004808993381173445,-0.025100328401783837,-0.016934758229216335,,0.05119294725439456,,-0.011169572887427882,-0.016081085227835638,,,
TNFSF13,,-0.012596180645501881,,,0.0374027887824668,,0.025860116877856255,,,,,,,-0.024409024749978903,0.06219643767563497,-0.0013868151337572004,-0.019097601948995267,0.03063324763178607,-0.025201803377145646
WNT5A,0.055366990766863716,0.0163360490287535,0.006873266437733894,0.05413466736890261,0.042957020211417035,0.030079578712834502,0.14708144698491218,0.028070484450850905,-0.022571769111129174,0.06887841579822167,-0.06593750888995527,0.004418541104319812,0.016382289999432212,-0.004766363442316285,-0.02842053520987773,-0.01650031924980821,0.07167013249697747,0.07558651726926369,-0.032135334541766855
CXCL8,-0.14198824682400257,0.021764007196073243,-0.022138543671705566,-0.1372482392362716,-0.07549903361949953,-0.04965442060525305,0.02816419726827352,-0.04863950625313244,-0.009849150855691076,0.02341380640438514,-0.05091633814649572,,0.03523851666632081,-0.03678505317207648,-0.06797332283592618,0.05445917588633892,0.088669047879678,0.0200442544881464,-0.012081059158360361
GRN,0.06402629251897128,0.03140495325729654,-0.029030244809956248,0.05866251946554147,0.016527392559356473,-0.02520673556502301,0.06728009017972443,0.06547267445440387,0.011743890975641956,0.01441897760570113,0.003266533898530101,-0.05740757731735338,-0.0074770632036173686,0.08213241298118273,-0.021764702194080096,-0.039009291967937315,0.042478198107010076,0.00552444905100703,-0.07230660774104922
MIA,-0.020216138363391353,-0.02860268521450873,-0.02102703849110083,-0.04342423304993734,0.0060543863753203244,0.03215302807292977,0.019437546934677908,-0.03841475677499734,-0.02781223610971216,-0.022698443723183755,-0.023192927473564863,0.08348866956393035,0.009295381325167074,-0.03319466495451258,0.12137978923454332,0.12932763326320956,0.008169602153495586,0.03396930237296827,0.04167615232959328
COL4A4,-0.03879794224462324,0.003991254125007174,0.0734966344968134,-0.05273245052893552,0.02118735967087652,0.017584934242642326,0.02927750434167707,-0.020404947677360306,0.06646921862371781,,-0.02249800008605662,,-0.03209428481694969,-0.03361156633059811,-0.04222272518601612,-0.035956346854613026,0.012637966402842973,0.05113013692309529,0.07747516535330295
TAC1,0.06775288344233872,0.051058463100984455,-0.016755098716702173,0.14010668469613585,0.06245047286882491,0.04420640343852838,-0.09446178016762526,0.02735458930041349,0.049882983084480075,,0.21082908912540227,,,,,,-0.029341736858460702,-0.031524874827691965,0.02312579688640519
RARRES2,-0.06251282465555105,-0.0803081477933251,0.00649393110683615,-0.03621087057726869,0.026544791061799487,-0.08125986304924333,0.0629061197121415,0.030460428679801223,0.03517313929257075,-0.016480650740851158,-0.13672826075811298,0.03712149870471345,0.0250840503500095,-0.030651264265122248,-0.005130300192276547,-0.06361849011276871,-0.033146455092910865,0.010524869260993488,0.06989499614605142
FGF7,0.03292819136056878,,0.022327689644211095,0.04574033982433407,-0.004285348823615453,-0.021188442302216063,-0.014493655340378395,0.018858829657648683,0.04212971225676512,-0.026564668813407043,-0.03453047100623287,0.05220082378029358,0.009937853705711415,-0.031841230378044455,-0.03918450541442214,0.00804544115211241,-0.04764533423985567,0.06131736750696886,-0.006773345503134808
EFNA2,,,,,,,,,,,,,,,-0.02506305795260606,,,,
HBEGF,0.016214662879926713,0.055133112983700064,-0.04236601938359046,-0.07466553417219284,0.028668990949710225,-0.0557170177064496,0.08098509710535921,-0.0642663034400423,-0.002509991970131967,0.0718812085517541,-0.047446282911136665,0.05115643865374853,0.07857315164268532,-0.014922880720223677,0.012188543288830726,0.009480407916340203,0.03498208648337693,0.03841310975533657,0.04379976009779793
CSF3,-0.05064998895196121,,,-0.04943311078816482,-0.04287305696655392,-0.03009284208868867,,,,-0.01697354096260646,,,,-0.0060419779758949755,-0.014821835065979037,,-0.024381705453736285,-0.03321781039350083,-0.027195801155680842
PI3,-0.06000246488975576,-0.01112367960862937,,-0.07806190932167688,-0.011235997022749616,0.004099659459492016,,,,,,,,-0.04651254706558602,-0.11807876595002915,-0.0065436263272006705,0.01729126605115995,0.011621679276382255,0.01730216819131454
PCSK1N,0.09106621177882603,0.06204069897383003,-0.03918655888110181,0.15241316382671544,0.049040664819054315,0.027658198089434847,-0.0619345502375263,-0.027460663996008026,0.031609420443790205,0.002792886054862859,0.19591950587361956,0.03306571068329781,-0.09232187875053681,-0.025830676561053603,-0.021740385387710576,0.03467694939533899,-0.018163319218747167,0.028239313804315908,0.014306009609883794
NTS,,,,,,-0.05675889417020368,0.011444010651253708,0.03727323633972974,0.029875249853342473,,,,,-0.02967596209158817,0.023299346093318737,,0.034637228478983394,0.06792530815884061,
SFRP1,0.02516218436930682,-0.0324103282649779,-0.015891073901975333,,-0.03138518118303735,-0.019329680077102427,0.08686280437220392,0.01153527722254649,-0.014433071958382107,0.1111351120108559,0.06858429819008584,-0.03035370094247496,0.056966790137329894,0.035720885360899506,0.052875479991470097,-0.021972047800852004,-0.017731163504302924,0.030139511294073752,0.01030042196313878
CXCL13,,,0.107421641769629,-0.02009994982534115,,-0.01915595980769942,,,,0.10214694492838675,,,,-0.02857319744649749,-0.036903210649585065,,-0.008999448548981137,,0.005047858380362499
MICA,-0.057366648374723064,0.04134212914318728,-0.017479872116832617,-0.016272591388624157,-0.0014353606895682579,-0.015012341638304021,0.05782979551557027,0.04227359299438365,0.02597399151178744,0.02195686594177272,-0.06064012713744227,0.08592920692226773,0.07025430959729463,0.0229583673113705,0.03164917240967583,0.03364551097632264,0.013528706235573817,0.09852466451902057,0.045873965931445
TG,-0.04037612552969992,0.03142066114090158,0.036111392157563045,,-0.00798773942230988,0.047440932181596264,0.010715735863188289,0.03608702591091867,0.047659330505040794,0.03713235719926655,-0.023735804075192577,-0.059546368698833486,0.015965827331444894,-0.016902569094117272,-0.026262005903524187,,0.0172031154428386,-0.031137129926218973,0.03164264124307084
ADA,-0.005020693045658041,0.0386092949810699,-0.02472988836486106,0.016929536725321315,0.027518492905386466,-0.001754091866975377,-0.017774533126653336,-0.0003874679583671506,0.021071741380875076,0.058407432650990625,-0.07232996621976631,0.09415209315093075,-0.03452381351036164,0.020192131048904452,0.03132681483105815,0.0072155156713632485,-0.019521576853700404,0.0413142517506046,0.0018158639775093799
LAMC3,0.11973352113699971,0.09927057787996285,0.036020306794859965,0.028409140491082206,0.01921153043998697,0.05511858713037096,0.09250851913886757,0.005425961955148728,0.021835516652339276,0.09263031716458156,0.031829414152481035,0.07815769915988952,0.02623078782891258,0.020722406011294256,0.017008732358642357,0.04475792362990516,0.05766595249049085,0.010151857310258977,-0.023769082786545506
CCL7,,0.00337026289796597,,,-0.02448765438296103,-0.025397265995565774,,,,,,,,-0.019065328536276488,,,,-0.03480904533422692,-0.014373338173306797
NGF,0.15917931345829264,0.030980910984892043,,,-0.039304874528375576,0.0016314774385628563,-0.008202941790301446,,,0.025029279254414713,,,0.045583475605709335,-0.002257180714993882,0.0076967389095075455,,0.04327078390711787,0.07591666972972319,0.038364704808239725
TNFSF15,-0.018487999127749413,,,,-0.005611149196159549,-0.018804049559460766,0.0665176246207746,,,-0.024013757231993723,,-0.03981846184098863,-0.0050559547979775726,0.02839171647115524,,,-0.015140620504534581,0.007179492837229411,0.025912024315214253
HMGB1,0.15083041893683566,-0.006373795281616201,-0.06059972003117898,0.1098874549618305,0.08196792393180291,0.05330278522242878,0.10980829216768812,0.055876579602645825,0.004369848915711631,0.10167736111649513,-0.029812673091265614,-0.00018011942142992084,-0.08218700908520349,0.09807276835457762,-0.10181809223858458,0.055574674104120904,-0.042252810441427605,-0.013796934491247304,-0.008052823540786562
ITGB3BP,-0.04506564137557719,0.07418689836839502,0.01699488978480155,-0.006744438753960813,0.015736755531451964,-0.017500275224379032,0.13152918327876,0.011645753165203922,0.03951997926199918,0.07162924509510452,-0.0619771513434569,0.09831683306930847,0.07008495014545389,0.014848797021082312,-0.062291412644499354,0.052902050220480855,-0.019619671634963393,0.03087996534298568,0.005996963320530428
AANAT,0.029013902700342487,0.021514022995008725,,,-0.024811276589768293,-0.016943573243462937,,-0.017707541735143044,-0.00045881402620448855,,-0.005086164250686776,,,-0.0167256726933536,0.030052359166897098,-0.01137627411674282,,0.0213462221452244,-0.03806029759507661
RELN,0.01974846941037265,-0.007017877774060065,0.13840480787735496,0.08573224917944598,-0.008580464617088054,0.010160403986948828,-0.04133135796784692,0.001128226382520688,0.07371120990950314,,0.020433615733536616,,0.07427908624204242,,,-0.004641559674975289,0.021502816927614007,,0.04815137438861082
IL15,-0.02644269105825459,0.07925443740298017,-0.028596975842579715,,0.0297964552186067,0.0095055153789562,-0.04021831227824781,-0.05022628114072948,-0.039245464574544586,-0.007146040809581444,-0.01965826587927706,0.024594316830702668,-0.001367781105440099,-0.0027825576480396117,-0.02019562437322693,-0.02643608290838427,-0.03693263325303345,-0.010683896678967918,-0.007048284583751694
UTS2,,,,,,,,,,,,0.0025488189575731883,,-0.01424313441003772,,,,,
BSG,-0.021841013006200897,0.03429983995627681,0.060797688891975885,0.023579922605311113,-0.06653525441197708,-0.02174112228184905,0.0933184575868183,-0.04755472978063982,0.03912280695289243,-0.022024075289558475,-0.1144045354322145,0.10032122684151953,0.052401284190154565,0.06666763699431381,0.01965341254953422,0.060809392408545285,0.03038322650629635,-0.03380469038988893,-0.06888054338250829
ADAMTS3,-0.00046865705503743634,0.06524237386008958,0.010259306838135368,,-0.025953566589463333,-0.024607690112879613,-0.0412313899943561,-0.044624273087215637,0.025460937084628335,0.03720775993060405,-0.03266569333657611,0.024692013345028786,,-0.009550386961864955,0.03911196992669189,0.07337683875748979,0.011038821616266072,0.039031124948098635,0.0044138576937659
CD34,-0.013639555335376101,0.07578500533271079,0.007771930708411235,0.10814156716659938,-0.007645043807216796,0.0322656692563031,0.008868114921906459,-0.004561689252567222,-0.00842804707619986,0.06769559288247211,-0.019902515640651618,0.02281349057682838,0.04071161109861663,0.07653446929679761,0.0013610263056314056,0.04846345006235231,0.02594750766472518,0.06512341283197756,0.0023629486129042804
CCL23,,,,,,,,,,,,0.1232252327323195,,,,,,,
PLAT,0.09979087415494299,0.0959404811808719,0.09359832215193536,0.06510795369304408,0.030465727950396437,0.009460758343126244,0.09620282659168257,-0.054606274784616333,0.03552196105498238,0.020516324231124105,-0.06011407965773179,0.04068884094654138,0.016583338379648427,0.012747893797031068,0.0637367709643024,0.06196556607522832,-0.06670988352675289,0.030776971818078817,-0.053398427393387224
NTF3,,,,,,,,,0.031689409565973506,0.010175652838806884,,,,-0.05286789637218825,0.09879723112959073,,0.013017788345200487,,
LTA,,,-0.01650750272521285,,-0.022227465030251147,,,-0.017054208105399697,,,-0.019658268305902574,,,,,,,0.0099855162437067,
CKLF,0.07066965512576356,0.05128491700519809,0.036215417757507085,0.08475841695955416,-0.0006999349762861125,-0.010724033257541782,0.10980831143114225,0.006491574101781213,-0.032579886300573936,0.06317820460253425,-0.14059806651795773,0.060913266380645474,0.11919837426279949,0.07250607894934467,0.010704628011766174,0.005299783439918431,0.04133424230723194,0.03316692709288473,-0.023044013805143773
APELA,,,,,,,,,,-0.0008023381287740843,,,,,,,,,
CD24,-0.09846446242407447,0.0631519804674625,0.04685761974568262,0.020587214443033394,-0.044338302050242764,0.03261063443245091,0.05710926891611979,0.0812343459771913,-0.018964132405639055,0.07527215551168633,-0.05501868146884304,-0.0051305138446532395,-0.00880068609147494,-0.020536112312690646,0.045730702203390435,0.0007858497241262896,-0.07808047088132207,0.0031847146421989567,-0.007828217351702273
HSP90AA1,-0.01171272815442672,-0.06375199087645358,-0.03960402733349794,-0.11431188398420165,0.023392695639095854,0.04009473719412867,-0.1278457861894151,-0.007034858817737349,0.0027242964010471245,-0.021887601905029593,0.19014839146678206,-0.0863657241809989,0.002884575985694053,-0.049315786796276205,-0.1628033767840783,0.06379921960687933,-0.057351727067282365,-0.06600928852478603,-0.017212863218640007
BMP4,0.08216168713891367,0.0027516981793922,0.056920428133424066,-0.011957808996654487,-0.04180054961533157,-0.021576178743254817,0.1571208444203038,0.012756849575615993,0.020929849977676503,-0.025241461822742534,-0.01675087498957671,-0.006988018646130604,0.011008696086774449,-0.006106601687538852,-0.012617810134869884,-0.051975318510070014,-0.01040231826199267,0.05864472389681634,0.04019494181526147
SCGB3A1,,0.02127793174593582,,-0.03033740357335963,,-0.020177704055584895,0.04515454865786097,,-0.009808613497091383,0.03689141710513299,0.05970990890043695,0.09135820986488195,-0.0019409436648115982,0.04985897645006586,0.040926042105985654,,-0.019910729766433016,-0.012804417321130133,0.04922470067765184
IGFBP4,0.05159620601079505,0.06236247228249355,-0.03807069006081917,0.041262558443569644,-0.012339922845031815,-0.025319625291391354,0.13866737654885564,0.014388357096762654,0.044772415298744934,0.060791397286891695,-0.004701615910195457,0.06461516311460457,0.0023837703193742986,0.02096142366752591,-0.09342266647499647,-0.001277091062125045,0.06227858889141029,0.03468357534085552,-0.04223248939482464
RSPO4,-0.0356474591767322,,-0.02668626348490822,,0.10549442561689217,-0.007196634001343909,,-0.019835082260342633,0.007935721041417355,,0.02532246485201753,,-0.04021238956549962,,,,0.0485636604800489,-0.024902120842494598,0.048871770704084924
LEFTY2,0.02420587009811462,0.09488001641418799,-0.016710239974403965,0.07827489805734358,0.0614457547487645,0.01869511601939932,0.15994715597137346,-0.042114420676803724,-0.015260320062733467,0.0025299369665612755,-0.02426791268728459,-0.03238246575840261,,-0.016184304949336124,-0.028818013637189263,0.059087238499620644,0.02304313561104964,0.08315909312592866,-0.0818025039547058
PF4,,0.06246478137138591,0.02786356498970812,,-0.021364996013575617,,,,,,,,,,0.012751605208631603,,,0.036697334464322245,-0.0375952625619633
ANGPTL2,0.0419759713120575,0.03965836945624473,0.05775504601912348,0.08039549416507925,0.0057602165860307615,0.014973699716086402,0.1883849884959167,-0.015759101146536548,0.03472405454621505,-0.010024891771824232,-0.15985431086828922,0.03152508665093244,0.10943289054675254,-0.011410718537210436,0.10114626084160204,0.05042220497926567,-0.029130618301328022,0.07837087509155044,-0.01730723527050431
LRIG2,0.09951062012903916,0.03931505114814289,-0.003848144660876584,0.04490612677370362,0.0276752085631341,-0.032612785459362297,0.0900053891979697,-0.0038392481449799217,-0.010970984072349359,0.05729387843161935,-0.015916643114268363,0.03115374502994947,-0.05283723198513416,0.02193583961526223,0.051464832966938434,0.08545171221661678,-0.035016646815257894,0.02269496548164882,0.03615391617620391
ICOSLG,-0.0076713837184230185,0.027841899652151614,-0.044940911188942334,0.08301767138678101,-0.02218745240864093,-0.0363110639189885,0.09807096727739083,-0.0019692822209986254,-0.021343553660392516,0.023014325060018843,-0.07503975673983407,0.047708619926642236,0.09067040372988312,-0.0190710540769599,0.05317466153273286,0.07056173468180112,-0.0006236029423864275,0.017011552231395426,-0.011475821515882183
WIF1,0.09054136085894317,0.00440019561157259,,-0.011130050751715024,,0.027731237169588654,-0.14210504379153588,0.0027696865021035045,0.018116898267884363,,0.2263095090008382,,,,,,-0.01968425542944417,,0.10262443944398832
NPPC,-0.023725842761787894,0.010333723805478846,,-0.06629103352549646,0.03755626050445779,0.013158211234769245,-0.05905693694758307,-0.02985765608783877,-0.04211347914072476,,-0.09118427804072562,0.07170336399932731,-0.07007767207698314,0.03586795978306981,-0.023891412791500696,0.0771249397081334,0.003922061689918256,,0.036529797861602445
LYZ,-0.08419214496504261,0.024689539556802566,-0.016200691063925042,-0.028643392963205373,-0.051389345019166616,-0.017938270197409848,-0.023411083680831262,0.04751387561418438,0.05063245359552736,0.08836564902006262,-0.04487524786683143,0.0846566228267666,-0.05680821383800723,0.03333824507515174,-0.01724958833252312,-0.006496129982610831,0.08450806929285973,0.007177944637670368,-0.10127396966526407
EREG,,,,-0.049615583257687466,,-0.03277223472657632,,,,-0.031750156873591506,,,,-0.027137992172735916,-0.037461723428320916,,-0.026373875622854374,0.023576216915655993,-0.03043899403997818
SPTAN1,0.0915698251963246,0.08138831798721435,0.017264234784576196,0.13369678476953353,0.05474599378895133,0.09376979083867687,-0.08748981058112604,0.01829177059563504,0.0017357046185809133,0.06557370264428783,0.1322360648575101,0.0021187223844404564,0.009330179762862056,-0.06003425873204521,0.05182634116008821,-0.022271625949699954,-0.034487737126292106,-0.0013797427001885389,0.0432763112843105
PTH2,,,,,,,,,,,,,,,,,0.04831770355722975,,
LIPC,0.15533204527146408,0.06666550745734459,0.03608114562617585,,0.033472447198756056,-0.02254695629827612,-0.015615689941147858,-0.02963225228141271,,-0.039699492564853674,-0.030881301172914863,-0.0176086431802847,0.01211397295709067,,,-0.03146027464629234,,0.026266886812174314,-0.04179032789920076
COL8A1,-0.024303681159415093,0.012036488919599301,-0.05364825561027817,0.08485528942231164,-0.04475344235197676,0.0074371110891234375,0.039731616517108784,-0.005543354018038819,0.03183375386677184,-0.05467969993466787,-0.11486651096102797,0.03848803279861332,0.1347486371934287,-0.00040894906391852036,0.015256278714812768,0.004708400164433932,0.07954711783018961,-0.03331906939348283,0.005946501681714979
GSTM2,-0.038585496746739584,0.06465166083409613,-0.011892902030813233,0.002940039522234017,-0.01360319001560139,-0.02825512523850306,-0.03400999853202935,0.0006403766150185116,0.007922978304198303,0.05961270171194346,-0.030553070220706226,-0.016790837613167145,0.07217577414485081,-0.04587033956933838,-0.0014497440552407538,-0.055446147404583444,0.029496895912185826,0.03698503670923887,0.03393452983054068
SPX,0.06959317486449097,-0.001099276908796716,0.021382528120840332,,0.020479583003939084,0.0163331506290706,-0.08210945554371996,0.04653815389760739,-0.026062045886443813,,0.11580078341539395,-0.034643640421983944,,-0.019222542463276454,0.030907000182608866,-0.01794002862218072,0.0034909871256898384,0.11496830582332139,0.1518109441534814
MFGE8,-0.07476433863287214,-0.002917467448274228,0.0016734517406209065,0.04071429609316791,0.022471434532343862,0.04832602441266719,0.02966824759639857,-0.06693358559217714,-0.007798728977937844,-0.02268608242790576,-0.09910461212665489,0.06807424762886183,0.05563857135759872,0.04036724483682804,0.0021023096398218198,0.010354219560977367,-0.009502581415296675,0.05562119739025809,0.025611087020813356
TGFA,-0.04217320547081617,0.05178942416571369,-0.004160809034607089,0.014490311767302979,0.06341489885474952,0.010835334672129765,0.1051406869574316,-0.040226306794877216,0.05106889407160271,-0.03279442707430177,-0.08329514497576276,0.08050268623033946,-0.026262555855808226,0.0424202015807634,0.07116818153902559,-0.04669662791665391,0.07493072228650074,0.07732634118106649,0.049930463467888916
SLIT2,0.011481511901309313,0.023622274224348424,-0.03915327601117652,0.08241311174377461,0.000292792254303384,0.08505771263386121,-0.05538646315220538,-0.004691326628509471,-0.01463732654402302,0.1012444493999544,0.27233361608998385,0.03264523676948418,-0.03348711889762623,-0.016447165675236606,0.033344943611226516,0.07662374832072844,-0.024635263891373153,-0.0037028395290900403,-0.003132680216438835
PLTP,0.03291990293517414,0.09535952218958568,-0.06549884930300205,0.15896652575984907,0.011761850709156899,-0.04952290974289368,0.006981894974746544,0.0747806854723065,-0.03892776342151195,0.07384323630207747,-0.03756258481876018,0.015759349641918094,0.014535317818441034,0.10071003101217976,-0.10221443328162888,-0.04286222940329132,0.07056458827330428,-0.015999962727061803,-0.040020131264435654
APOD,0.09070880507262012,-0.007022997101332292,0.03950558406255677,0.1521073660613867,0.015075637749651372,0.023428053826145386,-0.05575284114475466,0.02690631888698482,0.029811553187661093,0.021131542308538816,0.06602055977339143,-0.06544003317442566,0.004341732187797641,0.01644108971998196,0.18838565389503148,0.04955039759715535,-0.018486375608461218,-0.07220261205357291,-0.011924637667827859
B2M,0.08244542059730384,0.09072782881448256,-0.16953217367688622,0.0825459305257361,0.07579506511947212,-0.034066697721545074,0.10669977313455309,0.03059340532457711,-0.03838665515274444,0.060038577502753,-0.20591328257268507,0.07343118166333694,0.1244315287615939,0.08918125181374913,-0.017695524194644742,0.049197139207385325,0.02942810083436771,-0.009208257470167675,-0.12975398989271056
OMG,0.13048828835172466,0.0535037164280001,0.04843792305844723,0.1386975472428321,0.05241726007204867,0.06624563919773052,-0.049736107741575976,0.06459422114310173,0.016904504088934524,-0.02010754879581,0.11187252439076231,0.023917019189011086,0.14340477178054462,0.06987172231567615,0.137411405482635,-0.10410318070371269,-0.08664494851547984,0.07859622142819644,0.016698334863135662
CXCL3,-0.03202555270770657,0.028610425237221165,0.047922079496889494,-0.06031303454264239,-0.06618360676370999,0.025088973864633084,,-0.012968183963236443,-0.032417592911025236,0.1193841064251227,-0.014157513025076262,0.0016554089806658666,,-0.057574524283035125,-0.02450236278083079,-0.0267948346976382,0.045889647754300884,0.0197154579746567,0.0396455446885171
CXCL10,0.008474497057234383,0.04935660839919702,-0.007143478942098297,,0.00679300454866374,-0.030475064773325865,0.045903006775653246,0.01597443385399743,-0.0017928871606938664,-0.027398595079108936,-0.022498001507376245,-0.026665292198411114,0.14425483927337593,0.0018780592857802834,-0.03081214880327309,-0.021588862299058237,0.025424090085217375,0.026478958995296207,-0.05633829062791497
RSPO3,,-0.044434551725913145,,0.03695708928448129,0.010692916802617318,0.0909692582304441,-0.07257127910661777,0.025852443620735303,0.02762557379352845,,-0.014794328251869554,,,-0.032333303539455065,0.05173699511299497,,0.020152437484725134,0.016113382747374425,-0.0178078790551616
CORT,-0.03996708240735498,0.04129148129415139,-0.02681729888597374,0.1244217960392004,0.061639604222407794,-0.014232487184589722,-0.014327717310956521,0.05815472858443303,-0.026498682112195023,,0.008740107315640738,,,-0.02173951992757119,-0.007147811126062554,,-0.01329336758336401,,
NCAN,0.19066844123411333,0.08078971739092054,0.03486753958106662,0.14456085593400803,0.005141975594812886,0.0467641994347745,0.06545978890177177,-0.004051596957782634,-0.015303262241059613,,-0.1526335727256324,-0.10182903705362527,-0.017590855501203814,0.033264474283763966,0.14537377427969228,0.06720930612158188,-0.08389338630888837,0.030467636079278677,0.030569068679491312
PRG4,-0.05454568360596409,0.026194225660546813,,0.02294216462943119,-0.024487658198998462,-0.016143529808550612,,-0.0031395384618439623,,,-0.0172970153191112,,,0.060756954498744686,0.010920929740013578,,0.006528035127305896,0.017463372234150083,-0.05232748361054951
ZG16B,,-0.014919905156452647,-0.018069095659886642,,0.004065396632316492,,,-0.013551116494865697,,0.052951312751205265,,,,,,,,0.10424680483227466,0.030108101366110272
TGM2,0.04692444601707341,0.08037312641597917,0.005304093878585223,-0.008871166033749952,0.04149108307902274,-0.030544563105591328,-0.0077359593407653245,0.0331926299325181,-0.017111855482532114,0.07615130993587936,0.10938773333820641,0.06148650488480981,0.024551242548090425,0.03379034712994883,-0.06041374415382616,0.02478461206386736,0.08855607025171962,0.04309206979068948,-0.006141812884824568
VEGFC,0.00761303915610129,0.010026302387039148,-0.023201414659579478,-0.052113691431020535,-0.0010503608284590242,-0.024850241824035956,0.05406162178345144,-0.006083030015409889,0.02805571700854281,0.025265690307900622,0.0597285028165365,0.002310678187065807,0.020082394797796315,-0.02453598256988399,-0.04816551405192705,0.1134708678836058,0.03663607826623962,0.06568576086693909,0.04612895110143108
