,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PCSK1N,0.03857578801256512,-0.021118128543567573,-0.03299626062478591,-0.07293322274296338,-0.077002595635554,0.0012120669974599945,-0.1058318805554206,-0.007050571106614365,-0.14253353466079027,-0.021778393799520172,0.014264770008102265,-0.07000302942631625,0.10484007158536036,-0.05561348340475529,-0.03328939698845457,-0.01936454944159275,-0.013922467282696083,0.20030756015622872,-0.04593049676298115
NTS,,,,,,0.09029653889976308,0.048588625821543704,0.012154938330066603,-0.0264232299014692,0.02795283081727609,,,,,0.0017977680253252531,-0.013066261212872044,-0.026049259436026984,0.1260652345690389,
SFRP1,0.03456755702431437,0.041491349690944805,0.009491416253020335,,-0.031160531171484266,0.013109295346974565,0.07560303025045403,0.0056148160526585285,-0.0903844638987093,0.043816094805858505,0.06899629709929685,-0.17000517422672623,-0.02150230769530318,0.14534566465809115,0.03460099706977277,0.02597052908098092,-0.06137814142325928,-0.0682106431379242,0.07330329467564205
CXCL13,,,,-0.016283935294783614,,-0.03505944854318193,,,,,,,,,0.0810141257710895,0.015088849481043507,-0.024801380075652146,,-0.032073544922804224
MICA,0.014440848586534247,0.05342059516601902,-0.02373389116022037,-0.005123615877924254,0.05049006551954617,0.006686353190885562,0.24389692581635886,0.045895774443228704,0.03190143239593881,-0.03054069166664092,0.106954386884929,-0.013713584333379427,-0.043335116195059316,0.05678063864992085,0.01581235753195427,-0.00041353437354489767,0.07881762203079362,0.01959663390640085,0.07657084848770798
TG,0.1403283486412425,0.06747249653054256,-0.0038828504966204056,,0.0034140694238670197,-0.012270510666301951,0.022500414351415643,-0.006628638863487305,0.04535557028180973,,0.14244300365569426,-0.04149128092784185,-0.07806401135773984,0.009396581176981464,-0.03246224621338533,-0.011532205887722835,-0.018117917444404517,0.04576708886249859,-0.02417954838128146
ADA,0.07969235054303686,0.04955458754635413,0.0764937399012984,0.03100057947226604,0.024513886459521936,0.04220516560209826,0.3278717455900462,-0.0768864406937638,0.059235074865872615,0.06800792787664735,0.03690087907488513,-0.17038425301766238,-0.04923333090892678,0.08611322026666585,-0.006059710876250936,0.00017889544134940186,-0.023392055321598045,-0.019285366334756717,0.07032256919883757
LAMC3,-0.03646826490153079,-0.02976829164754366,0.015822282034475277,-0.04186141447242913,0.032879639962422436,0.09479820608861464,0.29241469446550067,0.015343580477264848,0.021127935099145036,-0.017876913342781544,0.0838877310112187,-0.10637240626829869,-0.11003412722693985,0.13478633723603287,-0.018814986654324083,-0.012866688104124164,-0.03731247962600328,-0.15199212231633188,-0.022730345750486637
CCL7,,,0.016059372140908093,,0.021615275670622876,-0.05807973739110094,,,,,,,,,0.0735674343374799,,,-0.05681917761873299,0.007058447190141539
NGF,,-0.03213889742365599,0.04872070333871391,,0.0469013301574051,-0.028897031587023284,,,,-0.021377237085440773,,,0.04751236425999484,-0.03567108952432963,0.001855589150305769,-0.02300308043053943,-0.03779334654866476,-0.0653934924879608,-0.01694002306162594
TNFSF15,,0.12675178196143572,,,0.020712785548972105,-0.016023332265197816,,,,,-0.031121957474990337,,-0.045673546243960396,0.06291521193773601,0.012386156224782494,,-0.013670359198094591,-0.05214710970364224,0.013585376218388082
HMGB1,0.016068535042299263,-0.0906321137510074,-0.007748159351348493,-0.03770969386760059,0.01996293946107639,0.06151133593250217,0.3542429617756698,0.04651941451368838,-0.007125090423086364,0.026752348374239183,0.0028665772852446716,-0.23185692382515707,-0.023612516297060578,-0.07373888495176485,-0.04250192815025083,0.004859858085295516,-0.04001776020375575,0.15230020507145184,0.017237942347315193
ITGB3BP,-0.007958843005583194,0.04785946491675321,-0.007428940935875607,0.027084103451208465,0.05470692106567193,0.012825773861712303,0.3407548099071714,0.011628777711772842,0.02264429068046936,0.0370712954209918,0.037049248321056966,-0.015680872306503117,-0.007011360192203652,0.11078239293934704,0.022677066829702466,0.05787678652737957,-0.026605647336741246,0.11288989799694463,0.04092241791081423
AANAT,,0.02839198470296616,-0.003987838742888807,,-0.0017605483273045663,-0.007057144351031173,0.06193112300714082,0.018976355935900316,-0.03582256108893388,-0.020097746729265134,,0.003776738722126626,,-0.009369098950604513,0.06475689527014561,-0.031377684849333384,,0.023812108767111925,-0.058968525174607926
RELN,0.07707498883941613,-0.05541440967979651,0.02315897161286164,-0.025255111502852784,-0.002030362219014175,0.027898861035157548,-0.13695244044196547,0.02942975214526552,-0.023511394528192037,0.0917007131544642,,,-0.10554136754858236,,,,-0.016512312422647852,,0.051291317708074935
IL15,-0.03405190050794676,0.030819112448182393,0.012511585148978434,,0.037273233916296215,0.014308905671578631,0.11459786249919199,0.012141228307775365,-0.02779778149238966,-0.02725915018525836,-0.02491740034561484,-0.055372694298883134,0.030950126958492617,0.08840601464822437,-0.0436812939883005,-0.039579797428853314,-0.009428550411255336,-0.005351214313770157,-0.005719051536548698
UTS2,,,,,,,0.16558146156018358,,,,0.08123089293123194,-0.11072223902758144,,,-0.0273546662341351,,,,
BSG,0.042637833172367516,0.09229207204756258,-9.676788170206393e-05,-0.016228796910313103,-0.11667162172689105,-0.06411236414528527,0.0017494207837230246,-0.1743591925932125,-0.05300145065473825,-0.0014648034808778666,0.10566950962891022,0.1564821631419403,-0.02034654577715197,0.1223362600138754,0.15015760074250115,0.03642351302252903,0.015699209303718268,-0.039349823587870744,0.02256556085848767
ADAMTS3,0.01612970114763351,-0.058068208240198656,0.032053033387648554,,0.017874976812202955,0.023599959169724093,0.3932854209997541,-0.060174852749787684,0.004318371811031538,-0.03227225879539783,0.14875429577850663,-0.12089450305159614,,-0.00995758398877815,-0.03760031437330929,-0.02743309167637122,0.037969730491804785,0.17841390412882832,0.04679108961525898
CD34,0.020539690409832563,-0.007323285029393664,0.0014352936043304013,-0.03718478900139385,0.015614991224778456,0.03165517872741538,0.28805790967838,0.05269647264416024,-0.0005102929802837581,-0.01055223433001057,0.03721261683294061,-0.124001520993999,-0.026082103489097997,0.15703710196764073,0.007082431577352485,-0.018099632549389844,-0.005414682397807217,-0.10434634355628764,-0.02105149825342641
CCL23,,,,,,,0.104237056240767,,,,-0.02936697516238267,,,,,,,,
PLAT,0.016154895486861293,-0.041905595087746265,-0.034350940569260115,-0.053292666048509345,-0.01934386667617624,0.07186808775028711,0.34969079199323644,-0.10303190150688771,0.02016258169318651,0.06514656758680275,0.0715156681195408,-0.18892996203281195,-0.05627266309463159,0.14682795178154914,-0.0447127570232094,-0.016672872552515348,-0.13307916036442413,-0.08834934841445345,0.05692405529814229
NTF3,,,,,,,,,0.008950194769739577,,,,,,0.026265588748098357,-0.0607785172128911,0.013380708476046855,,
LTA,,,,,-0.02483011070653845,,,0.057201808734459215,,,,,,,,,,-0.04375127691938434,
CKLF,-0.04911904211140972,0.06363925628073727,-0.00848279271169291,-0.013844130006752484,0.035967850245587005,0.03866365381299537,0.391773122065381,0.1051420178445597,0.028516559045494227,-0.028558522404424296,0.041249551371044635,-0.09716237838132627,-0.08439905833975188,0.12973504321041604,0.005096494011187487,-0.04918784063782054,-0.04463919838384062,0.16733018648255754,0.09907697905869889
CD24,0.027680028005041983,0.013098478051559805,0.012907984374659377,0.0019947137497805995,0.07320252332208399,0.0006526570760118752,0.07407994766940998,0.22323883763175176,0.2825445164907354,-0.007565971839327467,-0.04829922816609412,-0.15698792201359835,0.2872654429151055,0.21528861037800948,-0.038335003291024995,-0.03696003858498515,-0.039427345626906536,0.03704905080132542,-0.015541935858265124
HSP90AA1,-0.0695365433899993,-0.03941893052078666,0.0319755498987388,0.007025388173490896,-0.008670812240911674,-0.08660274981996481,-0.3888641503786033,0.11636219380870616,0.012902523296351009,-0.00046390849047054164,-0.06110036654937836,0.2396158746989302,0.05854596682023146,-0.14830700324377682,0.03511429299444517,0.07687216757461823,0.048259992078696703,-0.02723725323624419,-0.10111529635251573
BMP4,-0.023523297313451322,-0.008433889944942463,-0.012220675128350445,0.027016381906461804,0.002750388483624008,0.030714521040926,0.0152794582693064,0.04159954910113688,0.07005828752863355,-0.032056342131682916,0.1034854040226561,-0.0034566193765055158,0.057037232667165386,0.08077082615740404,0.02293760342647882,-0.035680435052523995,-0.047371034189446465,-0.029266001204752323,0.020413296697057555
SCGB3A1,,,0.04884361267196959,-0.023971184804081627,,-0.02336425522315188,,,0.017503921789103427,0.028516470988010672,0.046130786964501014,-0.07394649724650018,-0.09779942296555019,,-0.007142682964330695,-0.026647841781235367,-0.02838902245426408,-0.07772097054752553,0.05206690508777571
IGFBP4,0.0275409998859259,-0.03926477709186657,0.0315757767914688,0.0114902987888585,0.008161342446333321,0.010771125464552864,0.3072284171168063,0.0196590601194429,-0.023735353620543232,0.04522684176812392,-0.0030681683041413523,-0.14998660328611238,-0.0481476370186051,0.08838830421682037,0.02819488295324449,0.01006938920214849,-0.06486815794914776,-0.1894288421007449,-0.08209547674479756
RSPO4,,-0.039260958204083714,,,0.010733929235160143,0.02921433742987183,,-0.01591388454015911,-0.010535838369069522,,,,0.029270074834257014,,,,-0.01911879845256228,0.05653558276836555,0.08171133866423495
LEFTY2,-0.022631127737924008,-0.0376571780430903,0.015010241778346001,-0.012688631720010349,0.011519565667367612,0.2102546096176056,0.36884578398214934,0.01025645782988574,0.022892298934503053,-0.021377237085440773,-0.02621590091446281,-0.10515216830482976,,0.027129417017625678,0.08262136414490372,-0.026809778119419033,0.002186701847962518,0.014777348195359733,-0.10206819169602416
PF4,,,-0.020200467350332083,,-0.006290736955787484,,,,,,,,,,,-0.021371180411330522,,0.012427589636651038,-0.0035109412018613883
ANGPTL2,-0.006770234619002618,-0.018073587261076475,0.005077760566696423,-0.10508810917061774,-0.02630946943229751,0.08119447919963997,0.2937128172859035,0.12384391924711505,0.09170958085687413,-0.05589347196985458,0.08536840454821201,-0.22642944942892154,-0.19332291651603895,0.02590744049537374,-0.046736127483709235,-0.0610206226576391,-0.07566580254035245,-0.08286813644278308,-0.06796905662014315
LRIG2,-0.0051857360525342415,0.05653578753465037,-0.005015052706071498,-0.05619111568993916,0.04729174562482743,-0.013758486571624252,0.141252164702423,-0.0018267887736296497,0.02824427272089255,0.010013205930864556,-0.03127950909843742,0.07096480832558417,-0.037482541030451344,0.18422067909015913,0.032396982679635096,-0.010610864157707565,-0.006519286359189424,0.06854037640776553,0.05925407425727029
ICOSLG,-0.06199354921786027,0.11246160092629051,0.03626723205588827,0.011208243914590936,-0.04111509442695069,0.008571966742846328,0.14532377443177869,0.028201198236286647,0.004317993264787268,-0.012835951356495175,0.0258533227242055,0.15075779081566862,-0.025629440228439743,0.009993347301574024,0.061308312416302864,0.0037543646242910547,-0.056950444946626294,0.06121796902979844,0.031977825686390314
WIF1,,0.015682847794481248,-0.0075986390627400735,-0.02383824063635527,,-0.03668108814864648,-0.2703625172711459,0.031027370071014602,-0.03313363091627029,-0.04896918673411235,,,,,,,-0.017772775044916648,,0.06037036790683086
NPPC,0.029379047018231318,0.01193286863936518,0.034980080900498145,-0.011987688473629401,0.030918002186486934,-0.09318171357105495,-0.008139541134911518,-0.0008400251559066062,-0.05136670799437927,-0.006469735922898986,-0.02594673044589947,0.08062195656791575,0.15808669235594613,-0.013196910408232216,0.03542001666536263,-0.00805438041597808,0.06667446653411516,,-0.012128828711703595
LYZ,-0.061290588286474774,0.08939860095882027,0.04375555224184914,0.029055661669367294,0.0487260549761194,0.0729676121720571,0.26001259919712033,0.04928416957906002,0.02440373574454121,0.0333637737287539,0.06737714587112859,0.10537462146774074,-0.0783125264731688,0.048625421031903544,0.02294313744115484,-0.0011654492022874568,0.029297654435512573,-0.05815659497477794,-0.10650904487988513
EREG,,,,0.1136552813192529,,-0.04036925008370341,,,,0.0030249141482867514,,,,,0.09254919809512241,0.12482009501827694,-0.02381278581695572,0.018137332600584036,-0.02198905925281265
SPTAN1,0.05734666338707984,-0.08042035922092942,-0.011028122259196426,-0.08051043892532463,-0.07308932019142386,0.005117048319598144,-0.12611524649885947,0.10996925366470814,0.08421420370693014,0.0050729152840586055,0.0002548193109763749,-0.21777140197466327,0.07649183510872204,0.07082768420890007,0.047826216534991986,-0.06375175923991627,-0.06022375665874136,0.240099626166638,0.026372867080400667
PTH2,,,,,,,,,,,,,,,,,0.021529154407349402,,
LIPC,0.03341066637116066,-0.009648752685595223,0.004299177066333163,,-0.0030393282992412967,-0.017484294626637132,0.1078572853471312,-0.0026283371274523114,,-0.03938535430417451,-0.027513851623624578,0.029313556823315576,-0.007325281962307353,0.04730118007563731,,,,-0.03805185653832688,0.12785637654692492
COL8A1,-0.038991401370436315,-0.03266436462629957,0.010361272285725183,-0.027999280235707805,0.010064142662166377,0.09220964319300916,0.19823342748345152,-0.07893999959948009,0.0064098533211428815,-0.033841952524303415,0.029549096580959337,-0.12937716262110416,0.044225366967623574,0.1214216433312997,0.01761186008474987,0.026149603856013247,-0.07448462599943058,-0.22059106169674922,0.03783996080032816
GSTM2,0.08964804466273676,0.04078824627054897,-0.047986644003130234,0.01840141491561662,0.03121552481471528,0.012257722067170174,0.08547189243739658,-0.036333977949239545,-0.0072402780554013686,-0.0026382690203026423,-0.054021670130835156,0.028245998249901656,0.07971244501286649,0.02687347509392442,0.00024929350162649255,-0.029298222136189184,-0.04058996812274148,0.12054261829695584,0.029813289843271033
IL4,,,,,,,,,,,,-0.06121159522630099,,,,,,,
SPX,-0.05042000661951084,0.029858727324907266,-0.005828937265425942,,-0.013913351730685862,-0.04640946360905298,-0.09759274437551997,0.09310004843470329,0.07661157032729701,-0.038613689112354695,-0.03439736849818915,,,-0.0022860372311726807,-0.03691787342004197,0.0370290306814898,0.041043606383514,0.482302505144525,0.21971199435859703
MFGE8,0.03553234010160666,0.07082394591724643,0.006763762900244545,0.017509221454325753,0.010959203763865636,-0.05096305542751139,0.11740548727102679,-0.07578980462414894,0.09603000220629027,-0.05985352120929405,0.05672549014449518,-0.03401169623128783,-0.07523699139884073,0.16230018037551874,0.016318946078068233,-0.015327255019966946,-0.04860855911108072,-0.06734905603766292,-0.004666139261160601
TGFA,0.003385711151961994,0.0729785626427251,-0.031618051414247124,0.00040640396216144926,0.07316272415367907,0.012145840150905567,0.1553534286194227,-0.13187927200438057,0.03202393391235037,-0.05321957571712747,-0.012085122191226002,0.06731469779327924,0.06966483250764482,0.0219154518250285,-0.00275660427556264,0.01085621794752422,-0.010820319950337255,0.1658390930930535,0.020803962665691338
SLIT2,0.05636041295150251,0.020605546305854906,-0.044876149798659226,-0.01781706693846393,-0.03444354771751171,-0.026619147221369054,-0.08417913672382493,0.008324135416161046,0.09242651976348776,0.003437177395054327,0.17577022052934202,0.058660779910193576,-0.020452017910494454,0.04079023210520594,0.01784604626962552,0.06198530243487322,0.04961406584541765,-0.07828289943195822,-0.08143137757623384
PLTP,0.04077783739262151,-0.04663296569747609,0.00610386082186953,-0.03676839369987209,-0.04185286034165804,0.21893262453735404,0.35038796530613214,0.17854992495011598,0.24290122841533635,0.02895432940629551,-0.011841915382546666,0.007211470886574958,0.12946060900210768,0.17855742247389134,0.03907473858139566,-0.04271214262583856,0.0060580270968457256,0.07847633929635359,0.04136670337292599
APOD,-0.016990698376951514,-0.02329759256143748,0.01982282118719786,-0.1381808477779135,-0.05689992258741907,-0.07368346221079855,0.18016876275780333,0.14000554343325827,0.007367211757096781,-0.04352336800913928,-0.11465983226957023,0.059820540604862464,0.011898091329435015,-0.2714355757492826,-0.04134389205786716,-0.051815890371352716,-0.05280262250913943,-0.1209162465960736,0.036475166477938185
B2M,0.09297082006248311,-0.03268200479074871,0.061709021068953096,-0.09834349509400574,0.06666125601502099,0.13295479377063243,0.4167927939192648,0.2427179328767321,0.1255871641735578,0.02753633943616282,0.15657912219389578,-0.09584138425842771,-0.18430437890609971,0.0365267515117037,0.08230776702956794,-0.01829926024254782,-0.014800181060709797,-0.35837120659151006,-0.16931541243139386
OMG,-0.0031217944127114347,0.030557743713493457,-0.04082810750639776,-0.049277049633312496,0.010512226981250074,0.02506915742784343,-0.05528291325579002,0.14233119799947938,-0.04495174103233241,-0.08919490080585384,-0.06432307395331732,-0.130175432428252,-0.05680474749637174,-0.12574374114783135,-0.043041045967445075,-0.08497420299575728,-0.017134633288335966,0.35570526756745513,-0.008482545712768828
CXCL3,-0.018406913219855506,-0.007867043150248377,0.13622819914147907,0.055781960360949706,0.08074422955922157,-0.08724235578857001,0.05521133804842353,-0.09950503033367698,-0.002619755656714076,0.0584086947670103,0.08493974700254053,0.0779394564384069,,,0.1422652293831456,0.042450343965771846,0.018253648286199985,0.04540890114502988,-0.008189430197042331
CXCL10,0.05045496406981669,0.016858899814543464,0.029546950957309116,,0.0233347407055172,0.05467503169975672,0.3205561831107005,0.1842129014174067,0.04046648611750468,0.039922954883636425,0.015287492493399805,0.04570016527246071,0.058266334658731066,0.04242579578830574,0.09341342401944473,-0.014602515290244839,0.0034309832970725756,0.041773544549386914,-0.007579549288312808
RSPO3,,,-0.026452062072299585,-0.022426008670431104,-0.019065231783261315,-0.04269871685165352,-0.10412356265997125,-0.03020798211608715,-0.016686981360808102,-0.04722994980470177,,,,,-0.03726228614190966,0.028172093529014033,0.022211082871854013,-0.006782545071908207,-0.07309746028089935
CORT,-0.02285712725327178,-0.03037913399748918,-0.009944141762986747,-0.02976236886475234,-0.006073688130152755,-0.012684715298961384,-0.11851017564179811,0.02613889220012938,-0.05258481299463941,-0.05381131268856505,,,,,0.0027303647675790492,-0.022363854086620314,0.040260907418797474,,
NCAN,0.03504591112732474,-0.03850759727349997,0.00220639958041916,-0.067709945681199,-0.06769282601528176,-0.10251224651318692,0.15115898879419393,-0.16171770686672182,-0.04904044597867186,0.006514331393995825,-0.12011451396191448,-0.11094030984274121,-0.2590941574510944,0.011702495391095791,-0.04969556659162987,-0.0479739511949801,-0.0757090964911801,0.31839375843303935,0.11393518977340199
PRG4,,0.04997386797686749,0.017798507644344777,-0.02507517477239378,-0.014798762910937778,0.043678089267714756,0.006207338893465717,-0.009252900140842677,,,,,,,-0.029341585902686287,-0.006335536281144432,-0.045591066794062024,-0.015624063733518434,-0.002036390769959522
ZG16B,,,0.037959256604768316,,0.02225739725139484,,-0.01869146693143326,-0.0006991440843112389,,,,,,-0.037124905252114794,,,,-0.027706761542875807,0.012561699768698333
TGM2,0.01955052780172613,-0.02596247974828456,0.048780332853816916,0.013822660639378311,0.03318348109949083,-0.004777588430671869,0.15434668777835464,0.029635153386436318,0.006393425387183997,0.04764755825900517,0.038926485119600784,0.216070398479417,-0.03475324215176871,0.04770958008706705,0.03344264991571676,0.05495811007332113,-0.029431419610581124,-0.16680434008741898,-0.046240120037671764
VEGFC,0.05711014780049135,0.009383973365852118,0.02042800404459341,0.11003321153009474,0.007385190391151625,-0.05797290986658999,0.02988791107743143,0.06045261795497275,0.05374811463187401,-0.02484965482334464,-0.0271787634144446,-0.04282712826398395,-0.057254691264860234,0.04093376821106479,-0.008100055744038579,-0.02443272694078155,-0.00960192337159596,-0.0032905885325079957,-0.04760734453734319
