,UKF255,UKF334,ZH8811Abulk
BMP1,0.11689336961980319,0.06631814970984892,-0.01524747157555333
NDP,0.0352338651094361,0.014295758570565004,0.04710987049735473
IL36G,,0.027962154770758717,
RTN4,0.04560351651492496,-0.07839577034669347,-0.042806078107272987
HEBP1,-0.05743148796684097,0.023195398646129385,0.00044669463115961283
WNT7B,0.1171977765653423,-0.02826194942922398,-0.01732656967708955
PTMA,0.13367781456419775,0.05838357669273628,-0.086245129488272
CEACAM1,,,-0.01735358167150305
PDAP1,0.036091520973802575,0.0626117426632892,-0.0231252857697435
QDPR,0.05307334730483056,-0.007788335326494567,0.04635126238621028
POMC,,-0.028840048266855888,-0.04166713756531472
CCL18,,,0.022597308731093408
CCL17,,0.0346127677227388,-0.01231152625896848
VEGFD,,0.0546086586041624,
TNFSF13,,,0.16363953355336222
WNT5A,0.05476978095837569,0.0477359871973014,0.009280092942160268
CXCL8,-0.10973737495185895,-0.020054871203458873,-0.10241997019307994
GRN,0.01451547862016908,-0.03586712739042695,-0.022578245829912046
MIA,-0.018407819255500155,0.007259672928846794,0.1512086925402912
COL4A4,-0.031442462132715135,0.007614531044190731,-0.03253053457619873
TAC1,0.16062099866505156,-0.05927159791969643,
RARRES2,-0.09482656254164104,0.11838292422196037,-0.03244811520029828
FGF7,-0.018885307381501914,0.02800638167729381,0.025081004149845425
HBEGF,0.019786769932365677,0.005937808125174761,-0.010035455353536903
CSF3,-0.005715126351073376,,-0.03594887317225395
PI3,-0.08533299492098602,,-0.08798279252693936
PCSK1N,0.1038685305007177,-0.017996949841707605,-0.006174819280467285
NTS,,,-0.028721509179521574
SFRP1,,-0.007885568568908779,0.045181938883816754
CXCL13,-0.026153732943236273,,0.09542576162637018
MICA,-0.031615468212020346,0.07300822318149014,0.0360045526318762
TG,,0.11375504626761059,-0.01635894034019526
ADA,0.0740958931840585,0.01398884040019104,0.0023023420542489645
LAMC3,0.03522549735659248,-0.04525129697070567,0.04985568628527806
CCL7,,,-0.018452140047735
NGF,,,0.1620810525199455
TNFSF15,,,-0.01798876454991814
HMGB1,0.15258486229269952,0.007829973198342862,-0.05040424663363575
ITGB3BP,0.11483720888814908,0.05180745991700118,0.04274086291356117
AANAT,,-0.03150943699302175,-0.016187733368617466
RELN,0.011449551833944225,-0.02469126777031502,
IL15,,0.08128205338816379,-0.029656590770002874
UTS2,,,-0.013785039704543072
BSG,0.04817655902542331,0.0610956941625803,-0.024194261646264852
ADAMTS3,,0.08637124083284553,0.012842769705978753
CD34,0.14242038928283607,-0.01980025953381194,0.06268165404154281
PLAT,0.02707233242753106,0.0677195165484751,0.03919269173105888
NTF3,,,0.1426590846301866
