,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,0.15568435166306205,
BMP1,0.056859157527730936,0.032632975118917704,0.04087614847918017,0.045708392264503725,-0.008890181814743445,-0.022986018996956594,0.0011666359738597468,-0.10827658763334941,0.01257199237258385,-0.017535923006466458,-0.04460967210251039,0.04539734814706433,-0.029821192814301855,0.028907545158698963
NDP,0.07579427543865273,-0.030167899181041014,-0.01344593779383646,-0.025455387874794032,0.004459238072516446,-0.04305497008735507,-0.050265763839712166,-0.02408843669741551,0.02308583938986397,0.007371444095852311,0.0391079746797249,0.028011295433383824,0.06913316588618136,-0.06105310344440759
TNFSF18,-0.008794247154850665,-0.024102607285169445,0.028238950846001667,,,,-0.011674764661574738,-0.013225999548854301,,,,,-0.018510491460153645,-0.0022818718936744708
RTN4,-0.014011848165269531,-0.029443355795070313,-0.01383907100129128,-0.014921918953020344,-0.018850052994633333,-0.006665525886220612,-0.04231782162300105,0.032041049171668196,0.038655037664551334,0.0038171029865971054,0.027782900934122605,-0.014632997027367933,0.027562267066584798,-0.0889425925053618
HEBP1,0.004651587161282773,-0.0068645454245206084,0.04304925324841433,-0.049714146726761325,0.024615792224987516,0.0024115536769068083,0.02115504169008357,-0.004158521003200755,-0.08372622504169806,0.07355327668572054,0.04598013992018669,0.04847506666299242,0.05889986907783734,0.018149218245838518
WNT7B,-0.04699744765499781,0.05136841821226289,-0.015709236563303825,-0.0378381905731412,-0.020694494908162206,0.0602261782358687,-0.03346462612583523,,0.026381688554856977,0.046516751906613384,0.04038213745703451,0.013156633321966323,0.013848702107922568,0.0034565230601517494
PTMA,-0.028875651818655812,-0.016361889623822245,0.03707323892687864,0.07017142547525577,0.03938171057864583,-0.02067195372508029,0.015239670508628237,0.0713895111812908,0.029934824413172575,-0.005722612019409049,-0.06862765476257084,0.11078573219085083,-0.029451604692812078,0.06691664417901366
FASLG,,,,,,,,,,,,,-0.016487524012921095,
CEACAM1,,0.007326660219277428,-0.012055894215379304,,-0.010568011138459338,-0.025789599508409287,-0.01836162348633581,0.009864952524079916,0.06852061161225007,0.03654343663424872,-0.019956020292044525,-0.0385594288877033,0.013257808729335163,
