,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
LEFTY2,-0.019856452073842405,0.0017152170020441418,0.012794476257865136,0.029782443010542253,-0.03707710956316503,-0.05211180282514155,0.041279283732328406,0.03340436100308594,0.08716201292588022,0.015117221553213225,-0.00945927595895869,,-0.02657328269769733,0.04987547648252833,-0.029996630993846744,-0.024053895756133627,-0.0085818444498722,0.11287176294115735,0.0298667364082002,0.03550263838630024,
PF4,,0.0027227516044396787,-0.01814066052350983,,-0.01331635881860832,,,,,,,,,,-0.023911552339079906,,,,0.08101762846510402,-0.03100391017118015,
ANGPTL2,-0.07849143763385887,-0.05196836518058588,-0.004879407035151037,0.050216837902949535,0.0191738875459073,0.008408290685750162,0.13567690272923133,0.05249469328899919,0.060864693876531456,0.04434477721725556,-0.11716378050372403,-0.021791240643591808,-0.02666297966519838,0.06388858563860082,0.014898686935759721,-0.006888042105895904,-0.022044212956742,0.17597473036383104,0.015842053734522785,0.019524082932755676,0.032226115507608684
LRIG2,0.026162636468399707,0.014180840542398486,-0.005959767754337948,-0.03407030346404314,0.016602359896416112,-0.022298003650320024,0.07206015499902386,-0.017833737161945765,0.014842341655623911,0.0003735969454241614,-0.07445485454253736,-0.018394898993389294,0.021782891273747617,-0.029872974843381014,0.012562520180501227,-0.005982341041780312,0.037641132197159186,0.11505816173365693,0.05951544634596421,0.09441814546027893,0.05677912592355179
ICOSLG,0.047917431494856895,-0.01046115921064078,0.05995953623215518,-0.00022135842463667,-0.013894033217503038,0.0072660538763430985,0.0677289565541639,0.08741210801163314,-0.019887177348123564,0.06258633329472428,-0.08812748425617804,0.0783723682227742,-0.02158478878786145,0.057126551255909944,0.08515950568215476,-0.014272733567775841,0.015220136163442258,0.017674612703981785,0.032410959185425206,-0.0487554331549103,0.07237888541171957
WIF1,-0.021966000196067162,0.06999241219786702,,-0.022486496986123147,,0.023002190558747637,-0.09075225814894355,-0.06168431886924457,-0.019719300654911374,-0.03058334606882337,,,,,,,-0.022267499384456393,-0.031097036709086864,,-0.008814101276643825,-0.07272258124031274
NPPC,0.03315675797939687,0.09031120502022394,,-0.05038694404213116,0.007930421661283936,0.05809907781703053,-0.018842050180749307,-0.02197125882055472,-0.014563239866350722,0.005131435973904934,-0.06262188194825248,-0.028298192213604904,0.08670610049983708,-0.041805599050501886,0.0428062300916128,-0.0366434671807267,0.03588973272903741,-0.03363632362729774,,0.03624597506829404,-0.08672880838881081
LYZ,0.01680222817448966,-0.018970714092661146,0.014421332320913896,-0.054606033295128205,0.032887047333194135,-0.024977559005232096,0.02912634531251445,0.11568668566342266,0.10522223601884614,0.0027185403162914307,-0.04662389879686499,0.06373357245697568,0.06455491150545194,0.06505560327152334,0.004521347706528484,-0.013875464709376305,0.027728808335787572,0.24699942552044588,-0.02987915626520502,-0.005518828380882014,0.008102166821541176
EREG,,,,0.022808195948340312,,0.025322241246486882,,,,,,,,0.017230372305029825,0.059857563279979285,,-0.029835025322785223,,-0.008876409457528342,-0.03569468498183933,
SPTAN1,0.12798306458555755,-0.010548499940624284,-0.016691711757296696,0.04740582144125013,0.015788714414460323,-0.018689849692437567,-0.040441927206087594,-0.06555327994210647,-0.04673869926369968,-0.06516233605996724,-0.016936389510184474,0.0627021748312979,0.02834288518709762,0.01827164903282328,0.0489493139055341,-0.06808174483145654,0.08484235437545506,-0.03762032188023521,-0.02325897148958203,-0.07691991617353545,0.055275392613338636
PTH2,,,,,,,,,,,,,,,,,-0.01909303371760316,,,,
LIPC,-0.024149724712750918,-0.020946230019219587,-0.0034683206003115314,,0.026291603559283883,0.015243298231285039,-0.025321998198176824,0.019931728507646948,,-0.02455381996530238,-0.04514815531274973,-0.06524460500971102,0.01858191258207041,,,-0.03245828080616267,,,0.005613556153392649,0.05374900785263633,
COL8A1,-0.025747011024865145,0.01628833227790149,-0.02365265024551,0.05708983393943543,-0.03995530339845527,0.00587557422075444,0.08888624979042378,0.05145195325387136,0.032227427645739985,0.05937322765487668,0.0015978885905008635,-0.0327662552976922,0.008590503773583816,0.12066714590781422,0.037197144908396096,0.011086826853033088,0.024004622547450477,0.1345581697502966,0.004962285228631322,0.09449099431534033,
GSTM2,0.011802559138293018,0.021938420967490792,-0.039750872584303786,-0.02569133256786535,0.060335418284570536,-0.02453297557143011,-0.013808317077348371,0.04326090452659618,-0.001632291915595279,-0.009933084873050576,-0.10788264560636726,-0.013408427085188463,0.07570074929576781,0.017293378165661146,-0.021192619064861227,-0.03644970651979977,0.09220620033737707,0.022197374713553434,0.09408128563372295,-0.006651051875024141,
IL4,,,,,,,,,,,-0.043157327624667625,,,,,,,,,,
SPX,0.09845233158489523,-0.03387721778648671,-0.00860176500931237,,0.014453754476544286,0.02022310779819033,-0.05413894091198302,-0.053362865156332956,0.04530542429597402,-0.009098829051255973,,,-9.119442860350855e-05,-0.013019962241976919,0.026862966048023792,-0.04137545176127661,-0.039244857460296864,-0.000853040573024271,0.04463216449932575,-0.029633678436169725,0.14359473200205372
MFGE8,-0.10839607760826481,-0.047237882962765085,0.08170432496456863,0.026427635650602466,-0.010334541886986622,-0.05673890151080851,-0.011747466361622121,-0.02259340572300855,0.005746784823001933,0.04359386038432829,0.10218050272448935,0.07018946491894419,0.0741301156519232,6.62274874370345e-05,0.013627456282066394,-0.05919488898734055,0.04251669527646668,-0.017214047502040686,-0.011114080407996005,-0.03492268604665263,-0.02941118141049243
TGFA,-0.07830799687211815,0.015187967170194508,0.0719129758487323,0.031452716677500055,0.03745935797444886,0.019834661354058536,0.05990488317097742,0.021671723863557098,-0.0349686067709128,0.06399529288886632,0.043715808528440744,0.07917466456840885,-0.04770446019416742,0.045525718904078215,-0.0002796918777660279,-0.05202919645140576,-0.00046260904810138453,0.08066419987498315,0.11891167715912779,0.02134816306767593,0.003484633134748589
SLIT2,0.07723775701666549,-0.03836819338262934,-0.03963954242801948,0.07544537416375227,0.10534100370524047,0.03411432021109817,-0.0014099875902889,0.02279974754606437,0.04814964055093078,-0.03515866638634324,0.11204498866478761,-0.05067910185964052,-0.028158503134814918,0.039755819589288206,0.127924352604316,0.040602460679563475,0.10928446285095102,0.014271394810227631,-0.013218601498227135,0.026791791902516834,0.07905832983442379
PLTP,0.05879553148513158,-0.04712387006797785,-0.006527597605537214,0.07388708192864199,-0.03596591947659793,0.010660291576625834,0.049525473845066344,0.0669288925530264,-0.005786235600887117,0.04256035310447263,0.016066393172644945,0.023766837230210447,0.0772147986787168,0.05132067126377016,-0.0196665235396126,-0.018069293601672736,-0.0843590288786384,0.1268330230034208,-0.04069980595473945,-0.10013155982061038,0.04769568351929986
APOD,0.04575878738419548,0.028182412663936205,0.013374628269275426,0.11207846831393764,-0.012374887543597318,0.0017013634261196266,-0.03620229813153336,0.02730171334407173,0.03025979000125196,-0.06049607689218833,0.0666109912720208,-0.010683503341337199,-0.07813997277977185,0.11940542480876694,0.09258945880018656,0.06038739279948253,-0.054776967279028574,0.025833456711726308,-0.16608953903854362,-0.07476400098206154,-0.015222324714193837
B2M,0.00593552233413534,-0.0392775042424989,-0.05126824288315338,0.03585438151401081,0.0371725706149665,-0.012365671800762628,0.0710662274369558,0.10100979945584719,-0.014530884904316409,0.12042572640447556,0.05816490973266091,0.06086783153537328,-0.032007069011604404,0.07458088153338545,0.038485464704156085,-0.0007919309323135499,-0.08298595215922874,0.20785433412777435,-0.10104713512309797,0.03145741439854553,0.03539857809413405
OMG,0.07521272449303983,0.0009779397605104753,0.04564809352419547,0.05303165170655683,0.02100580111674585,0.06354549196336688,-0.007479304262794727,-0.0006976764682156433,-0.030581648108632,-0.00032683691263841775,-0.02922028241292582,0.05438979305162306,-0.07264938513486568,0.04890613614213323,0.012956713524066988,0.03529266216551615,0.02636688535259786,0.023979836325727914,0.09492203380252354,-0.08072489426272188,0.004132110240339814
CXCL3,0.014187853209972146,0.00915910714737365,-0.03729547162209135,0.033508864785253764,0.014886050395945236,0.028014261443128224,,-0.01997749142890446,-0.011210310596172855,-0.011256683260452602,0.028177601167356108,,,-0.06055708706585349,0.02887177032082255,0.0651577686844529,-0.04797896595566695,-0.042620267129797336,-0.018725074672625196,-0.0481356812143006,
