,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF13,,-0.021781369989692774,,0.037017279413322834,,0.02101993125378122,,,,,,,-0.026506966788225058,0.003624812220293172,0.02805576085539961,0.09201832581807226,0.07240661221468628
WNT5A,-0.05876642584721715,-0.0016147670505411082,0.03015819265257518,-0.024475843711868138,0.0036085873490177274,-0.06160620646445262,0.003722528256643732,0.05521610219567659,-0.06971258288235811,-0.02337226475423754,0.04550014323448183,-0.06010944376869927,0.015539021916493305,-0.029166329521735923,-0.011120377390928736,0.010352283376796103,0.023604604649165733
CXCL8,,-0.033209283611199666,0.08398374679394174,0.009834700662534598,0.028127662411950426,0.02966697468965634,-0.015085737365191025,-0.029843613409358895,0.030396814189777237,-0.04218252551323831,0.13053960486088007,-0.03463369143335015,-0.03018084280658441,-0.038149556423880404,-0.04048439204895697,-0.06964816269694384,-0.0025293488253249484
GRN,0.04691358709224918,-0.08874508281399818,-0.05677823111343423,-0.039028212038276056,0.018300495788859707,0.0007236369517258995,0.05852511584916428,0.04449708545409332,0.026804693217531754,-0.08483468400409365,0.05544710428658594,-0.02668406183110249,-0.04960540396166971,0.0051782991986795085,0.026558738224202953,0.004836720281531747,-0.003800734181332549
MIA,-0.02223198659047734,0.04358175541060384,-0.02035689036214388,-0.01735255867382742,-0.03298036766670504,-0.020750035224070346,0.0424253363664861,0.017459870737614607,-0.01324109276038445,,0.014071262069115362,0.07568480845470073,0.10037065538867117,-0.06956213341755922,0.017595739997509647,0.023230513647250723,-0.009803798648031211
COL4A4,0.028382119974281233,-0.014260861585034996,0.013879218590455154,0.018511186071470388,-0.04475900753064091,-0.010918493372038743,-0.022310996986368882,0.10137233350649573,0.031578767611611075,,-0.019618147163080645,-0.024870145836850377,-0.027048439745380518,0.05379466211380589,-0.029880846467045006,0.0926246332432308,0.11399989359172377
TAC1,-0.016985056908099077,-0.0326903720799581,0.030271875466002546,-0.07087175859353868,-2.605442173111464e-05,-0.05573251018097731,0.0164701081408183,0.06236542403450247,0.00929574649744942,0.14320729442215357,-0.013306843598181524,,,,-0.025580214067182718,-0.01790488524871283,0.06772809939904564
RARRES2,-0.015438117705886805,-0.045197483848435305,-0.03772878234651406,-0.011591595327634426,-0.03443017287732532,-0.04548211903272266,-0.013235283323437498,0.06527782780807133,-0.025950946989899557,-0.02853831953511184,-0.006500643830277113,0.04354765456218893,0.04357178326970077,0.08813481853344088,0.05408164765027587,0.022623958854451946,0.05316582198614967
FGF7,-0.047585223382167884,,-0.025835756343117425,-0.03440523835621718,0.003142635609958341,-0.03129423816929422,-0.006137887512347875,0.047781846850793605,0.024604740873014095,0.004450057656055367,-0.031273911312101735,-0.0551545545433212,0.021351071809708057,-0.03507904392727709,0.019343619270741755,0.01907878134096189,-0.02173148031320538
EFNA2,,,,,,,,,,,,,-0.016055728517745376,,,,
HBEGF,0.05033292597176242,-0.001354368298002606,-0.001185846803009057,0.02529078142052193,-0.02883652052461548,-0.04867527322968995,0.013907224715156923,-0.06853346609929906,0.037189517269977906,-0.04925960223423953,-0.010087050080204942,-0.005775424510828805,-0.027122992258333232,0.008438219754901884,0.05282724772552511,0.004182611414436976,-0.01046673332409618
CSF3,,,,0.0041755900206322406,0.015610030450218769,,0.008408760544691718,,,,,,0.033506581648529564,,-0.02125604383401487,-0.014339767123193133,0.094119511529516
PI3,,-0.030365674350109326,,0.008607627588805065,0.005800290402650141,,-0.02657909720293581,,,,,,-0.03048551421999401,-0.005342817134145786,-0.057452771871560546,-0.031155550038098955,0.05463071022390553
PCSK1N,-0.048813785730532584,0.008689688972809759,-0.020056450662253388,-0.05106670068292422,0.009269504169183594,-0.056646349924395004,-0.014115752078205205,-0.01737882823577055,0.008120163411743183,0.09322281471259271,-0.03726715152354078,-0.01688242509239891,-0.0076197530966823695,-0.029811477609535432,-0.03418645059924267,0.060832371907472274,-0.023742584034306978
NTS,,,,,-0.03656706860832949,-0.013328999636276373,-0.029012899440019117,-0.026818690921054152,-0.05124667133313177,-0.02974121648596826,,,-0.019560858408857164,,0.031864833071120105,0.07862724855805162,
SFRP1,0.09412420967765656,0.06401398737462875,-0.0224096479491992,-0.020346441505928792,-0.015655930098235866,-0.04056622236590305,0.01332883337040891,-0.03360088253399734,-0.03002591222696201,0.02355164599820191,-0.03934420467699931,-0.008208256817177288,0.03395147175507001,0.019591057638241406,0.05978012312099499,-0.020741786548467173,-0.005997632845774509
CXCL13,,,0.003384201131188774,,-0.015515226662712281,,,,,,,,0.00990097163203965,,0.00887454766522818,,-0.05155893006263106
MICA,0.012589757610466783,-0.005491457467336946,-0.03315124737177018,-0.009892262681893128,-0.015303601785540693,0.029770109408949138,-0.024348139324239477,0.014993354674419477,0.032113573947527084,0.03027797761282084,-0.010537702448352271,-0.05666295180185663,0.008644750770263051,0.04971892667111497,0.042225431240591985,-0.004639059955974565,0.041809840733553254
TG,-0.019670771786913715,-0.030354558841515118,-0.02173147596064751,-0.021957033957966186,-0.033205626940027703,-0.015385179281507868,-0.0014359746890419906,-0.01983169418963978,0.04866733075768887,,-0.003827976674412295,-0.032028801032839546,-0.024091335453640065,,-0.0174940507081097,0.032845630046791086,0.06747471839282473
ADA,-0.011857099030035149,0.023246714487122507,-0.03685532589711643,-0.010365406177574518,-0.017714099412990136,-0.030056458989897804,-0.0062041598258493905,-0.001990765684917479,0.01703738253832718,0.0036391038916461327,-0.00757953565433775,0.02042503915502016,-0.01400060917828759,0.019077084771168276,0.09834803209603026,-0.005995884827405466,0.07023268240708644
LAMC3,0.01939132185893422,-0.038850141226265685,0.013985049465881465,0.01743826640386261,-0.06681692648822482,-0.03686251937410177,0.030841157221880643,0.008124881463312665,0.013826483160986879,-0.06819883083760479,0.005587252011090989,0.012287663001054197,-0.013220614151213242,-0.018189489460672077,0.028800455748248112,-0.025548924194131982,0.0494430514937274
CCL7,,-0.01835965782851478,,-0.015874900470212925,0.015096940928044608,,,,,,,,,,,-0.015026685924221772,0.03508579711261094
NGF,,-0.008710184287091803,,0.03036210042410104,-0.021956682043095973,-0.014681587601555272,,,,-0.029741236068586016,,0.045361673135589364,-0.015839912514542313,,0.02008804342130027,-0.026307206072006508,0.026403789529453405
TNFSF15,,,,-0.0006696158746102766,-0.015230199583872846,-0.017826666037628242,,,,,,-0.02952202841327619,,,-0.013199638299676601,-0.008694536068673124,0.03057505600731945
HMGB1,0.054543379146060875,0.06425936200264634,0.010190060242729828,-0.000684712712993781,0.04171800101674321,-0.05609180455991451,0.06784845783086826,0.06878945789856504,-0.00669744467796501,-0.006490848671723059,-0.026082082050937403,-0.054864476534355715,-0.024002022236958704,0.0614315470860285,0.036465249330030744,0.02384240307142409,0.046372550295340105
ITGB3BP,0.06737024336173342,-0.025432546378714407,0.04411912798096797,0.04450175748008692,0.026386021021642336,-0.04867031772002664,0.04368661235271147,0.025693842529819384,0.0005446289663573789,0.09983340289909048,-0.0019012241161638663,-0.020554682239541856,0.009919308028857356,0.0028229478243974216,-0.00025387422400784457,0.020675028418074896,0.017174711589772025
AANAT,,-0.026637070282253365,,-0.01608469885443835,-0.013723320678660689,,-0.02129199283710305,0.013927525556471991,0.02779849290979482,-0.008148351384145405,0.01802095203294453,-0.02048805208895685,-0.021606661960911353,-0.029397217079908174,,-0.015898860353360744,0.05255441978384189
RELN,0.09850513149027618,0.03403916586086959,-0.028883764119695936,0.015073575804709492,0.028309400941319625,0.03903710948127199,0.01036741778505854,0.054834546454468086,0.0048520367554135795,0.01625451208185872,0.012913233903050153,,,0.018864789323548008,-0.015943732590478505,,0.07615110456385465
IL15,-0.0454531543100207,-0.016529297978871742,-0.02768556790166389,0.035208542278793414,-0.02114821371670646,-0.01268473266882256,0.0022292738321197645,0.04465909583570351,-0.007027749179159335,0.003215326125320394,-0.017141912681813906,-0.03463378195157657,0.04575169212076782,-0.04341519024003572,0.014218471208531829,0.031163715394137037,0.01853643374168508
UTS2,,,,,,,-0.00019887909312076525,,,,,,,,,,
BSG,-0.08057986255352267,0.007132541518002017,0.004329903366885515,-0.01650658606679846,-0.003670654215976362,-0.06029759092896608,0.0442076414033236,-0.09116278392909881,-0.03990090058280467,0.11654247870783882,0.03352338887616044,0.02505511393569321,-0.010467257836886786,0.04111881107984259,-0.02013797839570744,0.004930886817531173,-0.010831925268637783
ADAMTS3,-0.02896904917253657,-0.04386448446549858,0.007044043655062782,0.015993844671071344,0.005174868451781278,-0.020431434796031808,0.03719095641007728,0.0418421112792782,0.033379622925928894,-0.008869353383113518,0.07949685581057057,0.17180531694353807,0.07037839336181699,0.04964282086163538,-0.01910033284499473,0.0322656292371036,0.05758260506102858
CD34,0.028485826297179058,-0.019652975950941686,-0.014884355762793997,0.011883738865108281,-0.028096101467348842,-0.05193462721774293,0.006243930336191344,-0.03911664937378398,0.056180699087591726,0.0183195607971964,0.004298436574424823,-0.004720662422552029,-0.03491288241955461,-0.04632527054854361,-0.002968730196632709,0.014476831407266518,0.00764486192340105
CCL23,,,,,,,0.054433001000943476,,,,,,,,,,
PLAT,-0.007884889407305945,-0.005125544159576888,-0.007490096972829178,-0.00015036624002636793,-0.014454286003551968,0.08108652606324868,0.005372828414444688,-0.052195394752604075,0.003722996521914086,-0.003264498923492017,-0.005745605103808721,0.09724381936106115,0.09008104615917258,-0.023563155906495912,-0.06601006195512736,0.003993790103895191,0.00046868394825644983
NTF3,,,,,,,,,0.03641024638853442,,,,0.0663082699219124,,-0.000704906186284748,,
LTA,,,-0.015981395728750406,-0.020346440554090277,,,,-0.02560623477679587,,,0.10126237103158281,,,,,-0.021397470019863734,
CKLF,-0.035828806089884244,-0.007236750291700124,-0.007488551220615148,0.0061054887756576085,0.013764463125844114,-0.020239738759665716,0.027357530448432095,-0.03163048063643912,0.03311163100225363,-0.0374683525218633,0.03946796424305672,-0.09110774132675237,0.05923444636006996,0.0195930992375738,0.033759377457487444,0.018878325430682096,-0.02760113131460764
CD24,0.03315849945884639,0.0392072276269135,-0.018300387300382845,0.024686250934984815,0.02894844133452354,-0.019575647415264793,-0.055432566739826994,0.07993350820452952,-0.03739608410027768,0.004065527639416701,-0.01643146826779632,-0.004877777401162566,0.03183680643377377,-0.018528590103547165,0.04593302412059755,0.014398935034722697,0.11792155358176902
HSP90AA1,0.07481954502906331,-0.008644836235900706,-0.01919572538412064,-0.018992115581542016,0.06095878681444281,-0.0035788336751078433,-0.052617712787640304,-0.012323707720315706,-0.07549518726956755,0.11950580920973537,0.008903613551362568,0.05438960650697209,-0.02294705180159121,0.003691105916081568,-0.038016854563799427,-0.04445356428126215,0.07903369414432138
BMP4,-0.020244079880605705,-0.02094598168799559,-0.016941216301984037,0.020941672538504017,0.003068104395657234,-0.05083096343183456,-0.01879638293468158,0.03505401915623966,-0.02783515672699964,0.06693398965043774,0.00902275738439218,0.06810466527263936,0.0331712513225152,-0.08248125439464717,0.04161466464831314,0.014066899131927726,-0.04307356358539945
SCGB3A1,,-0.018359655992573526,,,-0.01634278078980404,-0.016192285597911936,,,-0.02651630261306994,-0.04921942393742525,-0.011961401453576204,,0.026419022644068157,,-0.02741148368141733,-0.03150694288513812,0.0043589953554856
IGFBP4,0.02309713743116155,-0.045734461269760926,0.04966831306156667,0.024415910049699688,0.06054088445162056,0.016096168834736052,0.02617103756780054,-0.05361694697976746,0.0007788777970809098,-0.028026283099599522,-0.011976715595860303,0.002033519626047227,-0.040386801733211325,0.02762321571309144,-0.004994871228268572,-0.0011366889167676818,0.04725374163833937
RSPO4,,,0.024981751859781593,0.008471146937961319,-0.018862225634828613,,,0.00874625426978939,0.060779520797496614,,0.07850656370702228,,,,-0.018460467690813387,0.06009117977029685,-0.03754347366431038
LEFTY2,-0.019476281390736126,0.007798818327006811,-0.01617767158356719,0.08756887502026839,0.026027783366439555,-0.036359950914186895,-0.01023478854717003,0.02611560405755383,0.020723934955318386,-0.029741236068586016,-0.02116150238327201,-0.026181994210695288,0.06885636500577977,0.007028353797543567,-0.009456296905708704,-0.031330796315808755,0.052154580031903805
PF4,,-0.01904519593642036,-0.014537251514159282,-0.013850537906072692,,,,,,,,,-0.014716186776382865,,,0.01672733327873393,0.020280497022328765
ANGPTL2,0.04821967162210249,-0.02454555509703824,0.030969503771009474,-0.02380935499443772,-0.0011300829809106473,-0.01353645933038438,0.006333351576692291,-0.01241114902121336,-0.03329245277635961,-0.013671728270404847,0.03024867964060937,0.016655342670885982,0.01146505293943469,-0.06532436465819975,-0.020848849687385974,0.027946844362867332,-0.04248012844786824
LRIG2,-0.024502821788277722,-0.03503633893718743,-0.055051191361769565,0.010770976882392005,0.008309229152435512,-0.013051729399053103,-0.006055914164153828,0.021652535377332124,0.006621682156148376,0.014341360565875672,-0.04765729383108127,-0.03961594427434451,0.035648799468131924,0.03793265004537568,-0.011887627788486187,0.04847043563765092,0.10631522751563463
ICOSLG,-0.022484903845610672,-0.03140602424662169,0.02729581918637312,0.030578189254832668,-0.03306767942263479,0.08759064737471374,-0.018688325223670477,0.044343024426397926,-0.016182214955240987,-0.07884400107503352,-0.01543632424540029,0.04218347397441197,0.08586647762290892,-0.01578746764757823,0.006526433016166624,0.027170130918066002,0.041145099314002134
WIF1,,0.01671307352419431,,,0.0075788058505955845,-0.036329787510870924,0.014177213999774313,0.027214621917718913,-0.013864963144741784,0.1035244689084378,-0.0027574053891889906,,,,-0.01716079283469864,,0.03839362016120082
NPPC,-0.023800800269762327,-0.014569897756971243,,-0.021485599923962873,-0.03290369927839563,-0.01854098431721879,-0.03615722592366376,0.014995514424947929,-0.0034736888389429233,0.15988876195224075,0.03250740439531889,0.034012211864437036,-0.027844011954159868,-0.003412480898377225,-0.00588269043178628,,-6.9212864751608e-05
LYZ,0.0015636880000996884,-0.04198258563338812,-0.051009130242660884,0.01613893370374243,-0.008235620316510863,0.0003582511360917889,0.045365514942881324,0.05622594282400168,0.013148221250262382,-0.07766997543762214,0.10014793834751969,0.05632031530149293,0.020074488261474715,-0.021155152036802807,-0.004615391760516951,-0.01223019144833037,-0.016807942129740173
EREG,,,,,0.030886080570926077,,,,,-0.011984133036375173,,,0.05894512283563589,,-0.022992823753694432,-0.032315128685682315,0.017229565464176574
SPTAN1,0.02787228621432344,0.031694535110112984,0.012838962057994624,-0.008141758336717686,-0.04588821832044203,0.03526355006115416,0.01575887536480355,0.03291958066819258,-0.06461101346622558,0.1308637605972871,0.008632127970895362,0.0512775737169722,0.0495107964792282,0.012018981429580895,0.032316317596336526,-0.0034964518332796916,0.03035985874461739
PTH2,,,,,,,,,,,,,,,0.02334739996749864,,
LIPC,0.06825441990523358,-0.02331632575674015,-0.02187934046601572,-0.001977630487736357,-0.018261738959246373,-0.01967076783418978,0.021637791312980884,0.015476258326001236,,0.03990897840186403,0.012227216607361755,0.05573163122715652,,-0.002431475947382492,,-0.027054494738178798,0.005369630831504867
COL8A1,-0.03355588434230692,-0.024906854423967267,0.05420091106727865,0.03250653650566455,-0.006740004378150399,0.005067761059324846,0.029267969777550182,-0.056802275118668255,0.04341376400735537,-0.09650413085989314,0.005500643297965544,-0.00806564330071746,0.06149363544868879,-0.0135208896109532,0.07071847199062566,0.030257416473448213,0.0648850798302626
GSTM2,-0.0461874408716028,-0.054863074617827204,0.03165064081831695,0.04164800144724404,-0.02716480946065043,-0.010726649503867128,-0.0015889303302312795,-0.05728535367473802,0.0004799524914625928,-0.0031044051098816096,0.02801582087020087,-0.03449975544878417,0.00972175791766468,0.01828419549130551,0.0022796487297057663,0.07743592809614369,0.04008611938906
SPX,-0.010869817275394723,-0.018345138755991256,0.005242715806735258,-0.025909715826002586,0.051630321318354454,0.06658118866697042,-0.018574227595724323,0.05244964574092563,-0.0039640448195907,0.020677561111801922,-0.005224308594303634,0.0008048326993670583,0.0038621631171088418,-0.05392090227283292,0.0452701478003386,0.00978708530780956,0.0969121175892828
MFGE8,-0.04285421508912425,-0.02658610015966841,0.02652434312089239,0.05568184160254207,0.004747184884277889,-0.03607307222584765,0.01758658905594683,-0.020751224994435474,0.027274982001919718,0.012080982657955914,-0.021468092265763194,-0.09123128696776009,-0.0067426517827701765,0.02452006582594099,-0.013136802000670866,0.005400797423504788,0.024873668495914367
TGFA,-0.017720245779402153,0.012360159148769088,-0.00582185638137361,0.02342867618039742,-0.012716315133137075,-0.02832436444625721,-0.010038736355327427,-0.08068347825126043,0.021137187196405716,-0.042571637746496103,0.017986922832154396,0.04292983072879113,-0.0030745877827660045,-0.0037268842141622606,-0.014562418785395931,0.10484096539671969,-0.012496210388084409
SLIT2,0.18656055981189204,0.005407880889800155,-0.037905430544372905,0.051081811307412,0.0470748437719257,-0.014392047172843918,0.07756186208720722,0.029533444434795057,-0.0310965482765093,0.12182823983455912,-0.018815977790573032,-0.02774387246184884,-0.006503444712655473,-0.004947002752132896,0.021393609508258433,0.016733687250290157,-0.04024076042016958
PLTP,-0.051265052547203926,-0.036597483382370816,0.027800020963843805,-0.024371465917197296,0.022386777369330157,0.06056784232795346,0.013253051354867672,0.08083663365897652,-0.031151452755459965,-0.051928785533033844,-0.004175213088284296,0.09816612033918859,-0.038815446624760934,0.04739287018224945,0.02044233028129024,-0.03723142444342449,-0.009127612727327513
APOD,0.05747995694136086,-0.010182373731641664,0.010991628075377617,-0.04016736398409088,-0.05224171714235245,0.048393017159562964,0.03363747189401492,-0.010881532752142316,0.026935108750100672,-0.06571556419356471,-0.041628677524406105,-0.03249262171992173,0.011868891760931583,-0.04480607231393891,0.0026521724085090226,-0.0366388724569353,-0.02527233466689698
B2M,-0.0075963552353787,-0.009548692052704907,-0.00717455854583698,0.021260516436704464,-0.033669332404723105,0.02839184873316596,0.015629553819034744,0.0604579621679279,-0.007536801332239258,-0.10474071206581377,0.06786849752561826,-0.03745940345525399,0.06842720374958632,-0.019633177543684342,0.05383907668583446,-0.042737659453546045,-0.09124359791810813
OMG,0.01809933652502381,0.03288511445909989,-0.0369233127572916,0.0135392583427995,0.020445536243299624,0.04943558308346079,0.027786070444004378,0.0848190869907414,-0.011570433727690883,0.014757276900864381,-0.0026844699960656866,-0.09854793941658815,0.022130081962471817,0.025754251733464958,0.03354926236888312,0.045597391627109705,0.08064336128811098
CXCL3,-0.01584093490860444,0.011876315879365863,0.026296957170708072,0.04030318624712314,-0.023940856680291465,,0.04020207972707299,-0.07645943761005596,0.01332964608866118,0.006246538279620161,0.09674941447047442,,0.02823472839633514,-0.035253365526158306,-0.0162201342119072,-2.7826838191788723e-05,0.042619510713287796
CXCL10,-0.0377961558649887,-0.006852922946422232,0.033276785193625896,0.0020971371153535104,0.03933748076255959,-0.01733859253051876,-0.005584364164557305,0.03959838479959996,-0.016680467941941536,-0.004623924691734999,0.15252120326669522,0.08222944776237054,0.06150535263785065,-0.024574787453920673,0.033719217214946216,0.11600046095580545,-0.00043778755194946294
RSPO3,,0.032826979339436575,,-0.01608469766596122,0.0016040410920564914,-0.0421045987617996,-0.03496258123315653,0.027000658362048506,0.007955473840558842,0.07477602352071515,0.16563705797508999,,0.03861401683564081,,0.029661489906023762,0.06719957621187812,0.0530409497495696
CORT,-0.01967077590316412,0.0328528458694101,3.4096801347396155e-05,-0.0011974972742707583,-0.0053129836524837,-0.029183708464642494,0.017250604233902803,0.024402066863620623,-0.020586496213528475,0.024186045460326207,0.026847037877203963,,-0.015399741495045858,,-0.03070223362797584,,
NCAN,0.012639910172001768,0.034157922042940346,-0.01546677870291074,-0.02088771074217555,-0.018211249229275497,0.010264287304834908,0.02596126837465078,-0.06046773478087628,-0.025867845660554653,0.034135431313187296,-0.026428929834946265,-0.01725263242163253,-0.017298646165067235,-0.010679532773068675,0.040482775679844145,0.01055987454088747,0.12461715808630391
PRG4,,-0.027610732762481396,,-0.01587490294408051,-0.01307533147022173,,0.02157054287422718,0.031102729607580773,,,0.028952049891325382,,0.013389654119934426,,0.0025472520971076247,0.06489503734908571,0.028112536754374844
ZG16B,,-0.025459301563779506,-0.017493219477725183,-0.01842476636312506,,,-0.032699785326490205,-0.020346478025290268,,,,-0.022775854700536516,,,,-0.01901404630488617,-0.03270607418053337
TGM2,0.009476549829076556,-0.09218266902152727,0.001035558468746766,-0.0066071529927998985,-0.036887338146778754,0.02885266854896669,0.015965064937180456,0.0043457080594517875,0.018508370029587842,-0.0017203870093654822,-0.009307805709720474,-0.019430537958707483,0.012015142822545295,-0.07705653667811588,-0.02423418559765594,-0.017256976101196815,-0.05132920363923394
VEGFC,-0.019670777169703224,-0.004764911000827863,0.00789915417399853,-0.01787132533406837,-0.020127267878697584,-0.026003854980748572,-0.0020111497366214425,0.011863170852552988,-0.0247297798773666,-0.004130246037836844,0.006280852217754113,-0.029522031045951656,-0.030855469392352407,-0.023243690795005347,-0.01934260737384816,-0.04095679939077235,0.04037498430765859
WNT6,,-0.02962290202941587,-0.016177672008142144,-0.021957034869633883,-0.0180165479443491,-0.01301062727474131,-0.02978339124455461,0.03299881851398748,,,-0.013433983979914332,-0.021659840494179662,0.13083819832587784,,-0.024500053355816485,-0.022963368742247418,-0.00266043975509751
NRG4,,-0.016909889422398607,,-0.01932048309424167,-0.018624099785062343,-0.01592741294917722,0.015503042155807924,-0.024125100932548053,0.018716357946702417,0.01935618753477413,0.02066303997239655,,,0.1386703440718481,-0.02437752655526736,-0.015249149597093056,-0.017651560013612448
PMCH,,-0.0020483764164868482,,-0.026770411596628234,,,,-0.029781608476023833,,,,,-0.021606661194695582,,-0.014035573300032798,0.07556811421691095,-0.047854396896361444
COL9A1,0.019910366165438485,-0.03617061429771989,-0.040181358618074606,0.009704501360186442,-0.00444742445014331,-0.001427121424662349,0.047917790964493695,-0.03788365365813818,-0.01111735132338885,0.004702041265764902,-0.020462026885756057,-0.06894623622512075,0.013234220536460643,0.018194619938993017,-0.02911139695625955,-0.019610826439703678,-0.057205437919469256
GDF11,-0.03050299547034397,-0.0072190498602403095,-0.008659204962526723,0.013639183245860383,0.0017482860350196657,-0.05214479456347047,0.07029193775484256,-0.03308065722721306,0.04156006213081052,0.023036967511065307,-0.0655201081077957,-0.005682405324584642,0.015043923176819072,0.03005324726858011,0.00890288291108827,-0.03688943879010891,-0.046267162839598246
RAET1E,,,,,,,,,,,,,,,,-0.016728208759880556,
IL24,,,,,,,,,,,,,-0.014481544660217898,,,,0.05243562599665119
SORBS1,-0.03928710885865552,0.04584521173586386,0.010543900486809818,0.02820885577188383,-0.030146668486529537,-0.01922455747504538,-0.012291270414728177,0.01684955532039576,0.003669853378882436,-0.023893145378176283,-0.0008695036992443472,-0.01841963835988198,0.0028644044645088035,0.0446443511256983,-0.014577986099527884,0.07362878193122124,0.024448775845670748
DLL1,-0.0014845144878053462,0.042269939312687986,-0.025434564984222623,-0.015257603035454691,-0.002387820304639994,-0.07301218371762287,0.0145397504685291,0.08142858627240279,0.006429556898852596,-0.016639898831728124,-0.01215226667815068,-0.038323852433840636,0.05329754111054937,0.01829089603691059,-0.011510299201388524,-0.014136845792643436,-0.014207088840001117
TLN1,-0.029450216680310875,-0.026456434403278842,0.01598974970072122,-0.006911118292916874,-0.02011089109994934,0.031027273765904584,0.025448476056928074,0.04366310237595905,0.010470277213112996,-0.08766198492979284,0.017092069830941976,-0.05414149911751047,-0.024756127607095203,-0.0069183870924188085,0.03032412015620017,-0.0441129635585711,-0.056907950841352466
