,UKF243,UKF304,UKF334
BMP1,0.05751282844020514,0.018395792867461177,0.0840050818387176
NDP,-0.08440253991751034,-0.009572004937286943,0.02535177200276733
TNFSF18,0.07284559111762964,,
IL36G,,,-0.019418564092553627
RTN4,0.04921370017253039,-0.04388980032547197,-0.039213434587101324
HEBP1,0.014004210919061996,0.06407954331226691,0.029672633022124164
WNT7B,0.015574400904666781,,-0.021343239760218454
PTMA,0.09329424482109357,0.06446987743460197,0.02967754582802261
PDAP1,-0.07378159889982498,0.023581455088888113,0.004565489040902712
QDPR,-0.011755163257331003,0.0426360123765744,-0.0070794218708869336
POMC,-0.0464080002972251,0.10079047781251822,-0.02436482098277083
CCL18,-0.03296156960454366,0.04689683885853471,
CCL17,,,0.05837245521583262
VEGFD,0.11832278538335912,0.0010462534834381064,-0.001128813372856269
WNT5A,-0.04690556711088026,-0.0343815461608593,0.02920915662128904
CXCL8,0.06766640691863929,0.013411126965353884,0.09794243058707143
GRN,0.05523035885763355,0.08585967937062627,-0.0136262595573039
MIA,0.11683796173250793,,0.02889096248336225
COL4A4,0.11210838249805793,,0.09903529109141451
TAC1,0.037922034431904686,-0.06946105772924151,-0.04476152391891397
RARRES2,-0.06690285169805939,-0.002010719859371914,0.06794165006100478
FGF7,-0.008815500367723376,-0.01914257038362248,0.06544613113443129
HBEGF,0.021728844564462047,-0.006508066861170577,0.0727450394530228
CSF3,0.010401539875451817,,
PI3,0.08017667723727546,,
PCSK1N,0.019892447052354705,-0.07449099074423941,-0.06455743659354511
NTS,,-0.020181937605033184,
SFRP1,0.014380561649931664,0.037482820395877164,0.0005715371051411528
MICA,0.0020403861196261297,0.123782081312169,-0.013431863101875913
TG,-0.029802532644369217,,0.02482473992424301
ADA,0.008471246563030712,0.1292351974980497,-0.06130181401386825
LAMC3,0.03740881722610896,0.05734055266244648,-0.03289401703709873
NGF,-0.021539081990983647,-0.020181950893500045,
TNFSF15,-0.004268024688989746,,
HMGB1,-0.059228871174504996,0.03268654831092919,-0.0010369856632592737
ITGB3BP,0.01848053951047701,-0.02792534286818381,0.06968457770097651
AANAT,0.03752734533142872,0.17274843699270007,-0.023795721174002044
RELN,0.024731479553967886,-0.0666704386828297,-0.026343917232550876
IL15,0.038349631993668205,-0.01200658025625994,0.2827966829376107
BSG,0.009736929823858561,-0.030676567398951256,0.05587469086069781
ADAMTS3,-0.03302272141899373,-0.012851774163874525,0.0020074762770366755
CD34,-0.05868184126194226,-0.020784217261887762,-0.022818323606968696
PLAT,-0.020652872437399376,0.034782499433871725,-0.02351924380803099
LTA,,,0.09053964535926581
CKLF,-0.00995083164052901,0.04872334817998386,0.05180446470674529
CD24,-0.013700498755264606,0.05302192904442049,0.04280492690574394
HSP90AA1,0.004493016454301533,-0.03554578417417258,-0.03221454914849754
BMP4,-0.046615842165757544,-0.03026394478112801,-0.01880543744631216
SCGB3A1,,0.0322099638212231,-0.015399759393457758
IGFBP4,0.014796583770507857,0.013394560749021516,0.04717313534601794
RSPO4,-0.02631219691998208,,0.024291014291539785
