,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.01827610441569946,,,,,,,,,,0.0024794551121983927,,0.026059785304535836,,
BMP1,0.06102813377758475,0.02740139351076191,0.027967782645501867,-0.011464604030890307,0.03577748613393343,0.0491476414552062,-0.0008632772410547001,-0.038037601626062456,0.017709112576970252,-0.013590115170936687,-0.05931449347123345,0.0214078203331655,0.08895223128933184,-0.038106056970639006,0.08068116411389248,-0.008673272963559651,0.014855246662790554,0.019506948615705982,-0.010214936948035068,-0.032457244836584055,-0.02706125005772293,-0.026867430284361143
NDP,0.03440575912456964,0.036521583737768065,0.015008907945905155,0.03806801504673587,-0.05990291423464595,-0.014404079752166149,0.020047296589465975,0.04789674411575732,-0.0361661111662166,-0.0008648243830919434,-0.10389352519175844,0.049194123531099275,0.04772255268718892,0.04352927104889092,0.005621881568137895,0.03411548046261322,0.13438383310438154,0.017222958679188154,-0.09459231081518295,0.005553233831407208,0.009577429563841637,0.01572438710076165
TNFSF18,0.1519966825195215,0.003220505812055316,0.022979780888925674,0.057588287392913044,,,-0.019178673708256617,0.02859025270013393,-0.018249271226487788,,,,,0.041417344036664305,,,,-0.03180170246334057,,0.012540268701810065,-0.028252162557816856,
IL36G,,,,,,,,,,,,-0.017576252462543653,,,,,,,,,,
RTN4,-0.06309910680102732,-0.0028688160487403006,0.0016997381860396864,-0.06408791211189879,-0.007937711671365174,0.03238606153067752,0.08628950205794643,0.05920044373853276,-0.04212180449330643,0.03864551507029871,0.15535599690147012,-0.05237184592185772,0.044695243636572325,-0.027521925770414513,-0.02155427252034318,-0.06673326574916086,-0.0667994678671026,-0.07204711414313761,0.02500519884192424,0.06041198479815091,-0.0035905851292976766,-0.0262321162537888
HEBP1,0.04909959784898419,0.024389012165476988,0.0002936187526892073,-0.012856003793554786,-0.011170286564793568,0.04650326912306567,0.0014520932822894453,-0.017507926791493916,0.06014952322693237,0.011889531601969587,-0.11305003915276497,0.020614324558219668,0.0749342898271437,0.12098767185655193,-0.035872818971437806,0.026139358129720226,0.08583934484194504,-0.054985050587578764,0.06535550696110477,0.044580685196155774,0.045401086527042195,0.09922681106229742
WNT7B,0.0866987767805025,-0.0022524889654913323,0.0149690456243713,-0.0010746009306622092,0.041161324600396176,0.023826606985221377,-0.007350307249317917,0.091421700256493,-0.0031145461096947777,0.036173307656786856,,0.029849244160851364,0.012565563003994697,,-0.034477280638715524,0.04028887870544225,0.01822438597880782,-0.04057063221381135,-0.011053509865311954,-0.005798562803757903,0.03180520497922755,-0.04966481285097898
PTMA,0.00013436380906672044,-0.03699106573012076,0.03711066348874195,0.011372904074740871,-0.03998114062023507,0.008067425194989136,-0.0721276889900048,0.0033441716058666437,-0.03130010949956057,-0.053390412761570895,-0.24044581545206098,0.03464136462946379,-0.16282006157411377,-0.09395633113970502,-0.06293847181352093,-0.041839522494988124,-0.053232465573567596,-0.06604132383972332,0.03792636343992238,-0.1327856451804298,0.02294695566872083,0.05664515585365824
FASLG,-0.02118886806460052,,,,,,,,,,,,,,,,,,,0.005569805023510111,,
CEACAM1,0.034267812762404475,,-0.01712207260257473,-0.014296301123865722,0.0630019662607829,0.03714826405906017,,0.006261665694866547,0.019210338428213836,,,,0.011274611520047419,-0.030603773354008348,-0.030919777511410115,0.024045374699005362,0.03118302944888641,0.08118722011302573,-0.015320301865576185,0.012756103551393639,,
PDAP1,0.05395249885375888,0.008203557971297345,-0.06828669001606541,-0.03599630256525697,-0.0011699268324432937,-0.023101443804092365,-0.044576783613598035,-0.03919495801267336,-0.0486042573479529,0.023199234626367218,-0.0013811396702623254,0.047959415334059376,0.03621975678030024,0.043605583240690964,-0.012484228374312407,-0.04005393772953739,-0.016411831749801195,0.03435317867641461,0.05086496826295178,0.06386691302986273,-0.03816182158652359,0.06125352260151851
QDPR,-0.034745641011456364,0.016955184184752396,-0.019468570196757917,-0.014911529232888127,-0.02714603500683448,0.010559666294846589,0.0006642481989122841,-0.03501520909144386,-0.0011189846242924662,-0.027476983125205013,-0.1787216407959386,-0.0676007503242072,-0.046562172521095894,-0.061799188824500785,-0.03172551552486912,0.03072504287558951,0.10587715844278023,0.01601135606689617,-0.06273008089290426,0.08674339135636758,-0.01654512180328547,0.15311546797923842
POMC,0.003396789164360181,-0.006659271780965265,0.030775586378853623,-0.025402246228092375,-0.021071773740617514,-0.018388368262956728,-0.019236679287891967,-0.0014586847117668991,0.004971473688122094,-0.03209989413978361,-0.041435762624650596,-0.02868912726050016,0.006430091697814523,-0.020861030443587555,0.01017912113796291,-0.015466798658585669,0.02301225264933207,-0.017079625595078408,0.024011150287123445,-0.03172084758620436,0.040652150606948954,-0.07436034233946451
CCL18,,-0.015963936774728085,-0.021366728845640302,,,,,,,,-0.09762862201007226,,-0.04787018992514514,,-0.02192263062549804,-0.004844726555553307,0.026861062280484946,,-0.00996799659647262,,,
CCL17,,,,,-0.011248921091529836,,,,-0.022760394243403252,0.019718262366168395,,-0.03388633053207593,,,,-0.034373079978788273,-0.062317088471375785,-0.013228156163703687,,0.0642377727684336,,
VEGFD,,-0.05003454232802905,-0.004589710031584927,0.027041225176572325,0.04123515702160876,0.0066524836057580035,,0.021950928300685367,-0.012629612986614587,0.04589004766727641,0.1100305962139597,-0.03631703000395291,0.17644498217498628,0.07496049030377455,,,0.05204062930304401,-0.029698870791981438,,,,
TNFSF13,,,0.026658793731229535,,0.10874390024604598,,-0.018599312599982733,,,,,,,,,0.11685413157773013,-0.023809450612934505,0.0438912536603633,0.001434334398423536,0.00766006006249127,-0.03073432298330321,
WNT5A,0.019522360683329826,-0.04356499893790674,-0.035641200196891376,-0.03166267415499418,-0.03395038328320641,0.017504857366628636,-0.041308988646315006,-0.01644288814162959,0.04860996729703854,-0.04207898221299858,-0.0035868231282381153,0.009951276000118574,-0.02346102639806946,0.00830758808122442,-0.028310114727241736,0.07403770577746381,-0.05814078369859237,0.024611990569135964,0.046002586296415716,-0.019437266774754762,-0.060991415233398114,0.028662685455243402
CXCL8,,-0.01833008730652798,-0.019591498413193575,-0.01917305873102436,0.04112545705455265,-0.00041016287066579515,0.0016353264064473947,-0.030165756221186904,0.04569038916460677,-0.017193510699741947,-0.0770270431254036,0.05225757121496399,0.06634762886706239,-0.06629583558679554,-0.020502950707266765,-0.09462738299875872,-0.1929773148752746,-0.00805872196595268,-0.033267876041266076,0.0026004791105665374,-0.07875170253518525,-0.016074644684353954
GRN,-0.04005073847283211,0.06501222879357467,-0.01867788549716016,-0.025809405554452193,0.0021601611324000864,-0.0422409598644171,-0.0502661284150609,-0.023348272969752528,0.016297092088180715,0.01125687920654903,-0.16201453391533577,-0.0027726451261925102,0.001475463207011722,0.06257225627984812,0.11830235041674268,-0.03733146644151733,-0.02637920892161661,0.08716262712885957,-0.005609258395086633,-0.05591878901218905,0.032511280837137405,-0.027249883675371272
MIA,0.005123307183794313,-0.03022067635833765,0.028359126785454655,0.14527026722021885,0.011142177460133547,-0.0015679835048265606,-0.02162259001789954,-0.05220737902629442,0.039210824535126886,-0.020997728189157516,,0.002068814395905416,0.1632257107939652,0.057857231595396984,-0.04600126780239434,0.1370600033137786,0.16749971625692908,-0.020879441532097462,-0.05266559725592197,0.07598465539205598,0.025748907667668266,
COL4A4,0.013738637905774885,-0.05036849892970952,0.05540872259119442,-0.03062453788854492,-0.013217501916734343,0.03358460922054962,-0.017696424213518264,-0.018009744354767054,0.02392071305028446,-0.01019365710541549,,0.06602265513835434,,0.08471810016461369,0.07937155993214288,0.03507817642573146,-0.02681882641227446,-0.025318626751201938,0.029913043907300686,0.11288204529696148,0.02660004176717582,
TAC1,0.11315027016866606,-0.02187985982421094,0.044736696726965064,-0.02856843046224411,-0.018770493294277674,-0.037193430427412306,0.07249253958239865,0.10100277723364907,-0.04486145126933975,0.050173867759769855,0.15669705417754368,0.03891210827337837,,,,,,,0.03162324595621817,0.022821972666655425,-0.0094782969817213,0.009741968722726717
RARRES2,0.04846648228734486,-0.03990734886564513,-0.0037015384535131193,0.050996426823004676,-0.037401565604308004,-0.006297649738020421,-0.045292435210116326,-0.03520599144722824,-0.018967126433627888,-0.05818209000348584,-0.038556573775533357,0.03161854671434649,0.07457295523353631,-0.024321645225553492,-0.0584069928788541,-0.04825199095019584,-0.0991008265716226,0.014089107669714088,0.08237980112204148,0.09666495118393532,-0.010735385886224438,0.10640050350264493
FGF7,0.040211461835037515,0.07167458990234846,,0.006290077085714625,0.004183945211617822,0.021073128638157187,0.0156695858526572,0.0024338717316536107,0.004260947637596614,-0.01575591138437421,-0.020104176688101903,0.08395479729643009,0.08547970699096755,0.015013061624668507,-0.003861149834937381,0.09399585045703242,0.021479867983699694,0.011118076282086314,0.002623228868513967,0.05040310800797198,-0.050813501098771696,-0.02928923749376896
