,UKF243,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
WNT5A,0.0738129196780372,0.013213462424258868,-0.036489095790977866,-0.0015327824211350176,-0.03230866181015739,0.060492029541575405,0.08798614275857722,-0.005873587556136611,-0.014947466675989243,0.01952225542511313,0.09379456785274556,-0.02862658768423716,0.008353179269126959,0.02756830499427095,-0.019336829070683032
CXCL8,-0.07146768500875599,0.011587712595956258,0.004643641065095689,0.021648575227498034,-0.03234942981243757,-0.03204009448923873,,0.021938184302948822,0.032671582150574516,0.014582938677456598,-0.012713550131451284,-0.03107929135601894,0.05362006667991215,0.0018884298557411228,0.06970341170970612
GRN,-0.018870087898627135,-0.05630191583655318,0.0019395196348242908,0.05907024043544973,0.02522044706506479,0.025661976965423588,0.06634386680360913,0.03599886856403668,0.09251597486571347,-0.03566460995677149,0.020715961186559634,0.03076512053478853,-0.011649279906560034,0.02637257175078906,0.04975051064218684
MIA,-0.008575794161386652,-0.011587953675666372,0.012401281431082958,0.052824410341414225,-0.01839192316619083,-0.021869725883470928,-0.03147959889355436,-0.11288580909271682,0.07965819011573515,0.1359761458307579,0.023373589084326768,0.09193821689325195,-0.0433152553019482,0.050764587033824,0.021000566137262113
COL4A4,0.0673866216934118,-0.0400973129857033,-0.01592657887330181,-0.012848908108243021,-0.018671161079281965,0.08977865060145268,,,-0.04822399478274841,0.10054719510067672,0.06495350106909546,0.028054475393481538,0.05657905038836159,0.011246846587816297,0.028623370958035882
TAC1,-0.021631115765660004,0.06258719299556088,-0.028282002735026273,-0.017917132277441735,-0.048961106390538876,-0.03759643715160188,,,,,,,-0.007156146066744777,-3.209747509925697e-05,-0.079529813920427
RARRES2,0.015895604547083143,0.004281721909818227,-0.02350773713720147,0.008913666278654336,-0.04126781477438118,0.07166251575196678,0.04967842041820769,0.06264097902958002,-0.0012242538546461909,-0.011886570553679941,0.010540608171395809,0.0678980744444859,0.010605176649501285,-0.0074007660890561145,0.0005920465048365834
FGF7,0.04679575360469403,-0.0348633975838484,-0.027070355058689582,0.04954024395330596,-0.028863203198984427,0.03354039763373898,-0.09588071952377966,0.09098511624335358,0.05456039646456282,-0.022802761501002355,-0.01624038823411376,0.018124151603130717,-0.007229921006884835,0.09065636510579822,0.00565577799305897
EFNA2,,,,,,,,,,,-0.01605573058570308,,,,
HBEGF,-0.00891152333847031,0.018298548109671617,0.008673928927186204,-0.015592851418223924,-0.016642602537076105,0.034325755623426775,0.11607513608392785,-0.01482596439033191,0.04418187665293676,-0.002305936777766297,-0.004011873651170258,-0.02406869948883458,0.006991528204235046,-0.02439384532485436,0.026031627817573327
CSF3,-0.014372979817911165,0.038141297431687496,-0.015665588532629893,-0.013593897467750391,,,,,,-0.007794092540496574,0.06563327102485837,,-0.019379408756106446,0.019201488719071323,0.012725859853127519
PI3,-0.03082329678447578,0.01839978123804076,-0.0007576281495975558,0.03447787087635811,,,,0.10844649101245006,,-0.052409827640668,-0.042565546218548515,-0.01859928259319873,-0.017630549723748584,-0.06169669965094359,-0.003720551416195723
PCSK1N,0.05845673767227023,-0.04332066201160842,0.011076068712546362,-0.019380485817284004,-0.026632934114866953,-0.011088686612077603,0.0767834910418963,0.06578806144081603,-0.005025904813647523,-0.05281444422786701,-0.012904181002405181,0.004446085280265665,0.004926681899739842,0.14714464582301126,-0.015120056820078656
NTS,,,0.003778666749907716,0.051465649578272585,-0.021329631149647022,,,,,-0.04191253068240768,0.06295319455080862,,-0.044807879953568976,0.03918926142967063,
SFRP1,0.026652103384814926,-0.017161111272501327,0.07312789613495864,0.041041648034276325,-0.032165537660401214,-0.009988833654354195,-0.03731557366321767,-0.053958163691204666,0.012988760091393811,0.03724673759827479,-0.03982326889557004,0.0008059700348329858,0.0043778653891664784,-0.030217898317342354,0.02297276006467363
CXCL13,,,-0.015984170711172353,,,,,,,0.0053610869525342235,0.079685319091214,,0.05862213096944196,,-0.018409329935562033
MICA,0.036342812352461076,-0.0058629260077558915,0.0035947873132227116,-0.002853061025677544,-0.033894630159026544,0.015362341878406073,0.060057824677256226,0.09890003204590286,0.005628872607204548,0.03059860023995497,0.02167804933939638,0.021911154769094745,0.04977592594666396,0.03720441294180515,0.017978219130835568
TG,-0.04610766224050209,-0.018519557970711944,-0.03420925914388939,0.0986224411310156,0.07548586579128438,0.023796441567337605,-0.048074038469042374,0.030702841052731505,0.0781884829803895,0.0868485735284794,-0.024091338556573867,,-0.01594955120152648,0.09225624189069843,-0.02228868504757294
ADA,-0.040835948686085005,-0.015851022485290033,0.010549735870893119,0.008407446070185514,-0.026915148545456034,0.05104904983297303,-0.10931363911331471,-0.02272671570198135,-0.03230339814668259,0.06917688197765169,0.021022555242794914,0.06109163997050465,-0.012005706183465931,0.03944381150984268,-0.008861764070470887
LAMC3,0.040509246256858616,-0.015799728410523392,0.05134438009079687,0.03854634943527335,-0.002267501742514544,-0.01758862556505736,0.004682407564214612,0.09078139541468268,0.053647461831088296,0.06684161869343692,-0.003606756071093725,0.07222573351527563,0.09103354149154126,0.0024138741029247875,0.05031455138884871
CCL7,,0.007844422433591689,-0.02119205925181621,,,,,,,-0.026926714786219986,,,,-0.02975703934233419,-0.009193241977702386
NGF,-0.03332323226557698,0.04500378912929576,-0.02262031755367382,,,,,,0.08068159159881254,0.038705619463199746,-0.015839914554703186,,-0.03327020987398998,0.03495759668950919,-0.035627067102020314
TNFSF15,0.014695561744403018,0.004940962072288669,-0.01569052875643214,,,,0.024600745605728152,,0.12618929692389602,-0.02625052330727179,,,0.04963447336432887,-0.025549405654639604,-0.04571433719132307
HMGB1,0.021899211548479864,-0.014320565793525003,0.034275282553594535,0.029060737596222203,-0.02224613567745609,-0.014914588873880485,-0.018304935993195496,-0.04371715195146894,-0.06802151600427918,-0.026622328984348805,-0.06133061896868164,-0.0007201660204512016,0.03229821893891395,-0.06244922225305333,0.06602913992544275
ITGB3BP,0.07458492572835229,0.04266690383691921,0.02596769147355754,0.02975378870393854,-0.010294311406540269,0.01998569679499877,-0.05546591406957456,0.015374364838403523,0.015052926724020055,0.00997044593226385,0.00229823436652983,-0.042351314226922065,-0.01965120954291552,0.01653668142231026,-0.007802716124165015
AANAT,0.003086420523782262,-0.013566564293085741,-0.014138104793470519,-0.012262063392884296,-0.01620295083734979,0.13200284119787847,,-0.04872808858669774,,-0.023622326642033217,-0.021606664743822324,-0.027077456893117583,,-0.01692438945347239,-0.025220891702976977
RELN,-0.004882896163654116,-0.011400614488106578,0.05503401274146814,-0.03598074134029914,0.022505690709081885,-0.022126981877444336,,,0.0578128693585945,,,-0.033862029459531456,-0.014536106219093087,,-0.01977722666438023
IL15,0.027674193198006854,-0.006718599040762117,0.061357303857599375,0.0072838419009480454,0.039360016053928575,-0.01853672360309839,0.07432958871773906,0.06493188325286507,-0.05413484855215578,-0.043277070254706534,0.026906725535167007,0.10095380268369658,0.022527893139794475,0.10055989692337565,0.024692705300202126
UTS2,,,,-0.030503870482907824,,,0.08616706018089562,-0.07030156421621253,,0.08608524880887958,,,,,
BSG,0.04090495618117353,-0.052807003944053216,-0.003317618350139527,-0.0030146069269855738,0.045244101075877674,0.0013711605614793725,0.016598175331087855,0.013606074448300826,-0.007517432127859606,0.034617632145328515,0.03115704219594445,0.017859144261353918,-0.010642918660505832,0.045959571431613395,0.01636695373398167
ADAMTS3,-0.030344794985730065,-0.004572542440792121,-0.02296903619233871,0.03751326183787268,0.07638776454735828,0.10358564836672063,0.004042808858738567,0.06305744370840538,,-0.03166431686690156,-0.021502735586118798,0.011387641712251083,-0.012586621471500234,0.10475422815765337,0.0759890982653375
CD34,-0.04182124468771043,-0.015856320443520585,0.09915811001007448,0.0373152390219477,-0.02768352973503468,-0.0037192898023988732,-0.05252152451711225,0.15097157723649865,0.09528427137346995,0.025761724999079763,0.06931773224812378,0.12226160918264035,-0.008500859889970885,-0.029520825661122872,-0.0434691566112598
CCL23,,,,-0.013952281666653993,,,0.06747089161993935,,,,,,,,
PLAT,0.07663030853401469,-0.007416208564265424,-0.0014116027120523518,-0.0025461495199644154,0.051067758756250754,0.02082179811688009,-0.06129168312915575,-0.020580134583082145,0.030746067306814864,0.022486788268643768,0.019958146495726015,-0.0031104071843734665,0.03280891748765676,0.06370382336209171,0.06378487570190534
NTF3,,,,,,,,,,0.0732561988031317,0.02506801000836059,,0.04250243898578054,,
LTA,,-0.017161110469677568,,,-0.01560513026793052,0.05345308638240248,,,,,,,,0.0981384834830524,
CKLF,0.048269435756550585,0.012517976266465454,0.0088256231591615,0.020285309599693175,0.010996097783254829,0.046678347064308776,0.0160842774826071,0.12057648460834523,0.017953718641997657,-0.01493460099674482,0.008386552342511799,-0.006356051166940963,0.04751879240863593,0.07916477493327456,0.03803787995299623
CD24,-0.08142391285504001,-0.005017332249631749,-0.022422048531175656,0.023135683260215447,-0.009776248711762503,-0.0018555827069309293,-0.03675026434856045,0.07359173023277858,-0.006613226285069841,0.03889911598703478,0.017189272708248413,-0.013277690188094106,0.023055792172855347,0.08988856306077003,0.003030333921450985
HSP90AA1,0.02169110848507375,-0.05319114658581084,-0.014176503155719371,-0.043679983093649885,-0.004315785031878366,-0.015747581301719556,-0.11439921944911662,0.10446748107589426,-0.04027630673328462,-0.09267866624340361,-0.07016137649441273,0.008079187781349759,-0.01027571743248718,-0.1300010828455187,-0.05946665290235149
BMP4,-0.029745234119984837,-0.025966801160019145,0.00028014597484808944,-0.016662075195197284,-0.01837148087230424,-0.015795205014454514,0.0075839662339070805,0.07532330698125148,0.1047229730789775,-0.022970457641910573,-0.002628341019852503,0.01604693061069311,0.04580300122336136,0.044917400608548694,-0.031173455773005333
SCGB3A1,,,0.004841531879511388,,,-0.012934682188987742,0.03947947503750458,0.004859364336534003,0.0959869216366767,0.001763351264758517,0.02375282997459421,,0.00649793050429179,0.05510348066952466,-0.030628143997743214
IGFBP4,0.010925695586666017,-0.03175334663304445,-0.015752397985734554,0.026527106971160248,0.03481601060747459,-0.03264124940598628,-0.02047181954968073,0.1866536606310157,-0.014533531400105762,-0.049795896559357455,0.02303939168351057,-0.0063250275588032576,0.037511002144244084,0.00044257939731875376,0.010472956504040277
RSPO4,0.0036563018413671815,0.020008690497543304,-0.019432331933914904,,-0.01814971651775268,0.07806648073345764,,,0.003984156445676209,,,,0.027553118704818955,0.14193681580188228,-0.03180254541516307
LEFTY2,-0.04077787519139204,-0.007691015183785948,-0.030161983015378292,-0.0021706664463868983,-0.0036305984718212475,-0.02288338110140885,-0.00969283092606435,-0.045316366480222726,,0.015447501970350318,-0.018461205486129322,0.07108886942770032,-0.022888566634103626,0.07269825276893785,0.020080521384619
PF4,,-0.011682171652514756,,,,,,,,,-0.014716188671809271,,,-0.0315427405362442,0.11251316448949025
ANGPTL2,0.004580437162731268,0.011964759024399509,0.041882172599983725,0.02894884179206013,-0.04587928780773973,0.09129375080965092,0.06341862881584338,-0.08494602433312083,0.03941130416435067,0.02196082776155357,0.026416188143300136,0.030745453886793513,0.01737206032490761,0.015325250883823487,0.014316945237946334
LRIG2,0.0502172386403311,-0.0004325751002537581,0.001769328333047611,0.028445459198031244,-0.02147130953868266,-0.004783405761773875,0.055165135338483905,-0.021130551724390736,0.02359410423635978,0.026500907596287104,0.055805375920971845,0.006696012935429254,-0.006682587028260695,0.02226957450953583,0.02113683523506534
ICOSLG,-0.028382240840850594,0.008619020247035153,0.009429270869755972,-0.023803212812305873,-0.0026360776106652763,0.03241163379501318,0.0643413773151827,0.04566276396469562,0.07725588769446225,0.00781563751776738,-0.01554882586481985,0.09370895043040846,-0.010802396461667283,0.14865342729169098,0.0794544891951944
WIF1,0.014617777650350845,,0.05705216619223147,0.004319557678913348,0.005526339520861917,-0.040713232301277276,,,,,,,-0.015645715708879966,,-0.0457143334397751
NPPC,-0.004531323790506637,0.045889391077445114,0.03059509629650999,-0.009441604630103588,-0.027320682957906992,-0.031131909558821932,-0.03694349740695786,-0.049971582158283546,-0.00153377017802062,-0.029092870946620098,0.0008955135368054665,-0.025688609760437044,0.06745877686441507,,-0.014682030208075082
LYZ,-0.04553665220469089,-0.0031720101413143676,-0.006085139623350371,0.015613298613679676,0.00016231838164435756,-0.017799286787334268,0.01847795786105083,-0.013433797027408061,0.003665752521719681,-0.045109314973943083,-0.029180298953240657,-0.007614171467760919,-0.017367109645989403,0.01733126622611304,0.017212163999381195
EREG,,,0.026050309279687687,,,,,,,0.008181735103557288,0.04834328693234122,,0.049257765170758035,-0.024262250515756617,0.005606554109428142
SPTAN1,0.06632035720255139,-0.007923233926235925,0.01660655581906148,-0.012322542720538981,-0.013238301048053194,-0.01876136090604232,-0.044022079796291455,0.005968318124496612,0.04229483664085783,-0.011131613174005645,-0.02795272646245836,0.03233985023667445,0.03514038155806961,-0.025326405763476795,-0.05268475199053126
PTH2,,,,,,,,,,,,,-0.011936767272230333,,
LIPC,-0.026941978903744165,0.03443091009248321,-0.018813695690890597,-0.006446405603078834,0.008943183047338267,0.06603463449095692,-0.020458279104782803,0.027865691547766035,0.14909692093882362,,,-0.01596116505617608,,0.11912918272634232,0.012502935339696687
COL8A1,0.0014668229491957337,0.00851424471929689,0.04703821002649769,-0.043004195358964346,0.012931922739903987,0.04738183777470704,0.028921911926207983,-0.04510130864483372,0.0020369418250251814,0.057911071540157476,-0.018511783832040583,0.002877114816538874,0.0006614086209268057,0.07997830757425119,-0.021775716071409667
GSTM2,0.062799014451027,-0.014494678157834923,-0.026964619448940432,-0.006638063182079203,0.006247624875396319,-0.012078055247462392,-0.01097853034569404,-0.022944672498949988,0.0056844020422033795,0.03854281902993716,-0.02700629036615225,0.0027233737317286857,0.04986868760911669,0.06716849785915535,-0.015724855710133368
IL4,,,,,,,,0.012458361752587849,,,,,,,
SPX,0.062478829252735846,0.019205605227816513,0.0031096004195225414,0.006165703421978035,0.006201898139469764,-0.050474719748483894,-0.048975692585570114,,,0.03959323962155864,0.0037048084034107085,-0.009230876029334362,-0.04141930329001474,0.11246932880889896,0.032775518341016004
MFGE8,-0.039669539531960146,-0.044097550390810196,-0.0013740092215433623,0.02074820612389627,-0.005009210155291979,0.04194117837074061,-0.03384935873983767,0.1416097349978518,0.0017274975279574867,-0.029792311197475663,0.06067994682946321,0.08386516981264404,0.015472846605665787,-0.028368920035879094,0.03726105655930113
TGFA,8.559003114224056e-05,-0.0338759078306897,0.01742384236219201,0.00504164349810187,0.05325710741454222,0.05945699601697952,0.04721382515882292,-0.06184421032858607,-0.06851870439492021,0.043151963252624895,-0.008952850700503848,0.03153603936304131,-0.057264550483809545,0.10424171612737901,0.05599024357054589
SLIT2,-0.019916013804634893,-0.006540692671040256,-0.03415955848993302,0.018155800713236227,-0.008375080677602008,-0.03355889484076233,0.0417281846406243,0.12620856381276097,-0.05031682918684476,-0.017989398982918195,0.03570723705621978,0.013280542050142312,-0.02033141790311189,0.013593519641086816,0.02754247032560871
PLTP,0.028367929724113627,0.018236239297642776,-0.0014669277575018928,-0.001165539879303524,-0.003993555437635662,0.03541942082149517,0.03294327126434385,0.006279746256354744,0.0793421828646323,-0.02413661207998125,-0.013494661211517232,0.016604498514597305,0.01721292716488073,0.01754059285364929,0.04120936883713462
APOD,0.007812507383219789,0.023894062009288924,0.007798386914210831,0.025239380346193455,0.015677584231832166,-0.049602107744931345,-0.07000586271458299,-0.09472925408484627,-0.005840086271700863,0.051700289330849254,0.08573328455105475,-0.027463084865936734,0.10693424333085982,-0.03121067863519288,-0.029299579022131598
B2M,-0.01683053209164238,0.0656648546692092,-0.0014480855238753665,0.04353818833800667,-0.04951294040606447,0.10769168432239998,0.007187920445048916,0.05644163802393996,0.0580033475880182,0.03338100214501112,-0.0002904919791400878,0.010577408246925988,0.010963023576839481,-0.02046047783041975,0.023481463297481617
OMG,0.06556669682839901,0.018247745738341786,0.05409844052525179,-0.026671951631504376,-0.03598860740259718,-0.0032677838800191815,0.005840773569677879,-0.03613092636431284,0.14136720707945236,0.05720767223317238,0.028775509655001138,-0.018163307721594073,-0.02760669586843617,0.13587791329609591,-0.02544670578231091
CXCL3,-0.04812846862718418,-0.021565857419708134,-0.04151467955086499,-0.01609950307656033,0.028026040551547227,-0.013349799390481901,-0.03807397887071847,-0.05620704834160933,,0.008292594081145983,0.031201180551030324,-0.019067958183993587,0.012488872662473182,0.0932225430242014,0.03733750517424469
CXCL10,0.048456812034931365,0.08801583459608431,0.003110212276822129,0.034993960091834996,-0.006663877270650235,-0.021214446794310074,0.06098744882413174,-0.02900139477603837,-0.0914565963034244,0.003998225461873943,0.0012262309890122955,0.013429257941530196,0.04354597042910768,0.051946123343168504,-0.0030742981135206235
RSPO3,,-0.013566563290670238,0.019925310650778103,0.01837067562271527,-0.0058673773124071175,-0.013950283070873844,,,,0.09337372274903458,0.020452829718554333,,0.07387969414275519,-0.03019757622734796,0.01090313069209199
CORT,0.03671085102512366,0.019220775489850007,-0.0228332462327249,0.05121645252596736,0.009308174068946792,-0.017904100022134252,,,,-0.002221704053665296,-0.015399743478513257,,-0.001589213848789125,,
NCAN,0.1344987590769838,-0.07284623395895282,0.03844678690610912,0.036231366338268955,0.014745552465682323,0.01245518166083655,-0.03655811561226193,-0.021833957681047882,0.09886590689400447,0.023198718177283452,0.011972594295836473,0.006899578576515167,-0.02537699602387002,0.017059462424071303,-0.044875174070631595
PRG4,0.00011244273669094352,0.008213566307793926,-0.013470530264792953,-0.017442344273978665,-0.02319461719335286,0.06550916693766867,,,,-0.029492204070302473,0.01250474634074735,,-0.01064638472960436,0.10797668438851545,-0.005720808532530637
ZG16B,,-0.015540283328428398,,-0.01883181361532364,-0.01239969260790987,,,,,,,,,-0.016040992660559535,0.025591892496283238
TGM2,-0.051787248260282755,0.03385354725027247,-0.010021823747454632,-0.004251008084137211,0.06121448335538351,-0.012130828486960418,0.010420680596107915,0.029010073572068754,0.03189232853310897,0.03232600675486267,0.06979336816339944,0.01565399333501147,0.035809201012296885,-0.03560199277517309,-0.00177568752185114
VEGFC,0.035073127188746174,-0.01203098863968189,0.1091425306841566,0.06247101617296946,0.12585541959317398,0.06455545325166956,-0.015177388218925515,-0.06228130419969404,-0.02503925130826754,0.015210782054383542,0.052322024788237664,0.01511298177979868,-0.02872514489272567,-0.04280688004208337,-0.0200585430965305
WNT6,-0.03422736329806724,-0.018519558739653812,-0.01856109383568325,-0.01715226161730632,0.013919412796895956,-0.014527086477830131,,0.03581707743470577,,-0.017528904039546905,0.032027944392062614,,-0.022337013991709707,0.1083061256446336,0.0481907227342745
NRG4,-0.04224223123845504,-0.0162957714311934,0.055739521483544774,-0.021725546305238888,-0.012427756936145019,-0.019418562536585943,,,-0.04822394158741751,,,-0.020195850412475284,-0.02222530473057149,0.026883781010171293,-0.033025743819861134
PMCH,,0.0030696816372904213,,,-0.018149715641832827,,,,,0.03889565902402699,-0.021606663977606456,,0.10470668525033018,-0.029714192786424985,-0.04229421793906216
COL9A1,0.1540108030327232,-0.017019743901163883,0.03127953639984374,-0.025089317304410132,0.0007767594327219672,-0.022126990364548505,-0.09000674631337503,0.11245900138868603,-0.030270552181171057,0.07933695481530396,0.02379320868462076,0.007556257217708615,-0.013670731654342927,0.12826833230631104,0.08603471527086862
GDF11,0.09667210656820803,-0.03693936857025544,0.07151419442737803,0.0497491476292284,0.08586943506795623,0.0401015171284239,-0.013549145240781846,-0.032846349438644215,0.01040011057217467,-0.024620162787566315,-0.017789558160052656,0.09362145446208796,-0.015621085137777423,0.07036042299384926,0.06478010427954282
RAET1E,,,,,,,,,,,,,,-0.033126530274527256,
IL24,,,,,,,,,,-0.02040578026810319,0.04246788877305611,,,,-0.0369216829328203
SORBS1,-0.01606329888401315,-0.027138257503216058,-0.03473025365192282,0.013827278255792004,0.024553003354351965,0.08020304270879783,-0.022809235383481362,-0.0055821273212224454,0.08008037367144565,0.058996553345814724,-0.018305601864771346,-0.04066662382601371,0.0003049179371577798,0.07805897271272966,-0.020260927316902884
DLL1,0.045051760999500146,-0.07660868566367665,0.05847419317517449,0.042028457113758994,-0.03149877592631022,0.01676030330797246,-0.00275227964526712,0.1312050621712136,-0.030509835830923947,0.043240954497881824,0.07515195501211093,-0.02719222473648045,0.04715946538488469,0.00775887814429541,0.08472081190737568
TLN1,-0.02274964253789027,-0.02639743764216442,0.00653300687409577,0.031207674659919485,0.017625707686205645,0.02462571702847199,-0.0547502488932413,0.052778588656060756,0.12258531411880773,-0.024851261946025938,-0.019751191075234008,0.05062141330058977,0.0002979753002903539,0.04043682924375243,0.07504081566469016
COL2A1,-0.015557240414889838,,-0.012031227030071312,-0.016099508555399655,,0.08758867368015916,,,,0.029653271214335516,-0.026061004110094772,,0.032276805621827706,0.012678277569866583,-0.029754422541930902
SHH,,0.12895486061905445,-0.018632385030220265,-0.012656169917132825,0.01176084769586117,-0.012934681058415998,0.09569762231367673,-0.010242005908539135,,0.024138468954882867,-0.014547528512895546,-0.00559177667819925,-0.03450049928193662,0.0037039600583749326,0.044165372184296676
PON2,0.11900320760605843,-0.0051000004626094945,0.021306199730311805,0.038606154777288855,0.07378940700594193,0.068235276857267,0.10086860219091442,0.004354931420094523,0.15812916930106988,0.06689324519820476,0.019369746776811348,0.027268758633696925,-0.03957425459025393,0.14531697510131591,0.09393896136586066
ICAM5,0.0021386847784285964,-0.02168596622807653,0.11329156367550036,-0.005232337558996016,0.014804426569493117,-0.025260733414764442,,,,-0.011396299153724811,0.033250997272388796,,-0.0014098986694259326,0.014917013390935993,-0.0070667073064972045
HPX,-0.00560652315754622,-0.01605067779044898,0.0013671893739217683,-0.023444238605780324,-0.024333628236483714,-0.022396168586012816,0.045703255106791955,-0.00404828940200085,0.11312683571801242,-0.035004652671606316,0.05653945180500717,-0.00886491123192288,-0.0027401272074593515,0.05528627735661307,0.061817581454144545
SFRP2,0.03996833160494392,-0.015846545204623603,,-0.012848904324706421,0.0065921810713650405,0.001339261122987381,0.008726199278172659,0.1570386935673127,,0.007633911438321648,0.022627513500881054,-0.05342273846862044,0.011667039602373815,0.024001554931024384,0.0007741084532568114
CFC1,,,,,-0.015605131211029154,,,,,,,,,,-0.011627476412833094
CD70,,-0.026934618063342276,,,0.03832815780890197,,,,0.04077803454746612,0.04832142121231653,0.05684679613375528,,-0.03236565986719652,0.05938661726403413,-0.023356639414491037
HP,0.057587310659285185,-0.03816237312762252,0.002311657332323754,-0.022814710700951417,-0.02891433913060351,0.06058544742316243,-0.03581910774388684,0.035331872920511855,0.029024236565353776,-0.029650314152389022,-0.04027621692156726,0.0909225549362864,0.03161847983778068,0.05940750362295559,0.011752913158493068
CXCL2,-0.02877835774569893,-0.02465025668557794,-0.017901643706520812,-0.037512244966047256,-0.02371015556657613,0.10629025801981204,-0.04473639466554086,0.03442901213457252,-0.004309088233729913,0.08243962566125101,0.03804775899408229,-0.034856337061264855,0.0031249634424414877,-0.008717354095661775,0.024670108181124882
NPPB,,0.005474347174176081,,,-0.013664487528588601,0.024158181619333537,,,,0.029700145561767626,0.002134193834591217,,-0.019125561548563298,-0.030632081405049267,
CCK,-0.028800376468409362,0.027647505140661475,0.03916600067297438,-0.03831292698161367,-0.03627762633959596,-0.09834846144914458,-0.0008245167083704723,,,0.0508145589002868,0.018499753541856536,0.015282559673236516,0.010325534272707305,0.00478754249704184,-0.10203152531801768
