,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH8812bulk
IGFL3,,,,,-0.01379495207943204,,,,,,0.006084788991977731
BMP1,-0.013763856789620466,-0.010436877732697285,-0.06625424586358454,0.035915804398715334,0.03689750495983881,-0.003012235795482232,-0.026513222256918833,-0.007799079495182298,0.1173841029827254,-0.047281386923016366,-0.04440524989169237
NDP,-0.03108488367883011,-0.02848669171849727,0.04123000843929489,0.027753041661679467,0.07544834704995086,0.013253379486703661,0.05738736021620063,0.05464078491566562,0.09588095413460458,0.03176905861307081,0.06124668248876387
TNFSF18,0.036976317529736236,0.05406905136642736,,,-0.020485089702146582,-0.010647509681371023,,,,-0.025921498538578794,-0.020329364545129968
RTN4,0.03300118986313774,0.0031050716008250772,0.02611142488297977,-0.07350205175312577,-0.07443055320157184,0.005664093492376278,-0.06405217997439025,0.019050969971321368,0.01387813582309933,-0.005539592879768306,0.05452623880133752
HEBP1,-0.001442484662589803,-0.01962430108520162,0.018631774750646476,0.00795099110808285,-0.013084268400352914,0.05703594146156376,0.0517850947289626,0.04381961512173177,0.03410196711582397,-0.035459924048034705,-0.05013889214967308
WNT7B,-0.04030056207744566,-0.019936822000457436,-0.00018169096050475432,-0.06879394324379486,0.03309732528676626,0.01868963933074267,-0.019767462961245374,,0.03865644940548408,,0.03134341648542832
PTMA,0.0075566805414123694,-0.018120437309166276,0.05587128874641471,0.002364171967492589,0.02286329578310601,-0.005455516569446509,0.006745964133831825,-0.0055670237419026495,0.14109689779487197,0.11634878792094262,0.019379266765762352
CEACAM1,-0.017332503033964195,-0.01530031176625251,0.005037407412224274,-0.014777320781550952,-0.026957211304556028,0.00014756151462644413,,,,0.09179086218240363,-0.029211174436966473
PDAP1,0.010374653182324443,0.011584784193335047,-0.03432971606284997,-0.07251506863283068,0.025907219838093746,-5.3355734417108054e-05,-0.006248062418810508,0.008820721314931534,0.11852330871309322,0.007119296049454693,0.03062614396026781
QDPR,-0.006717500929964283,-0.05187365970148195,0.04684736127772473,-0.002299672094693787,-0.02374066458552435,0.022768280667304387,0.004092154158029781,-0.03791621470137271,0.07635995326589273,0.040700255970733984,-0.005384560192775259
POMC,-0.006062254552213806,0.021604144141407,0.022667273914056714,-0.0034029310738640105,0.08812371087648953,-0.012354528249030876,0.013066754295188672,0.10218764233852848,0.00890646775326682,0.004090753065929565,-0.0631778050729112
CCL18,0.04038744181061704,,,,,,,-0.03521027362634224,0.10181126373287111,,
CCL17,,,0.056181615874101254,,,-0.013279517579130084,-0.012972205973056716,,,,0.014655270045126534
VEGFD,-0.02162933301002386,-0.02191462691330568,-0.01792013249830441,0.036871109068501925,0.010777585589908491,-0.014148202783512946,-0.017946530681595067,-0.022416359473441994,-0.016151547747548147,-0.057949237975394426,0.11879453697111587
TNFSF13,-0.016322188770588945,,-0.011094866364390468,,,,,,,,-0.02787098104230258
WNT5A,-0.03506017852518912,0.04183260529761658,-0.013265416218966363,0.03262912060659289,0.050497918357198905,-0.03224468130117103,-0.011987818642548187,-0.021742937637936065,-0.009643060626860364,-0.040369699937168185,0.025728152709045275
CXCL8,-0.008386983533982411,0.042945866721269564,-0.02033500731740959,-0.03776061769349099,0.09960228530650897,-0.01975495831096835,-0.016712589711798016,-0.03970659882901402,-0.025050031173944394,-0.07406355193827191,0.06463655395587208
GRN,-0.05435886328081883,-0.028294358137407154,0.020059201607752236,0.048863944422740634,0.039558748374665664,-0.03187845578524179,-0.002436231620585125,-0.041141714114347326,-0.026514480520951553,0.07192825996474521,-0.0057182244689869665
MIA,-0.0019264104293785762,-0.0026365726463086683,0.0275465416356318,0.016327250279455304,-0.028451902895954454,0.029686529908147595,-0.020410399146144835,,-0.021904400418379023,0.024558412552067678,-0.017044818475954397
COL4A4,-0.02597664496296765,-0.032775259371806614,0.1281236204392727,0.03364893897216705,-0.013593901341656615,-0.013864227203243833,-0.034287847380325004,,,-0.045375394600437394,0.012480615959849322
TAC1,0.006508935162189533,-0.021709930591401992,0.01855356448969235,-0.011899713758318376,-0.018890348247799144,-0.021257912645387757,0.03696775336270867,-0.03611348595260502,,,
RARRES2,-0.04082009874931994,0.006031756832070425,0.009861964210901573,-0.009093166810551553,0.025981218665796245,0.001887657949174113,-0.017680738412638605,0.0033660585768199324,-0.06620944451236774,-0.003691559382062575,-0.040552772232241734
FGF7,,-0.024734708660011456,0.01507844738094122,-0.02707035713408205,-0.03874054903925436,-0.014063529414695327,0.0008707710501758988,0.09677262597298286,0.05438743302199643,-0.025889488637334854,-0.010802347690408848
HBEGF,-0.035265422008222386,0.02098154933028205,-0.01778092863732083,-0.002156264781673034,0.036224397255263587,0.009189092655723798,-0.039770935143614496,-0.044826021549692584,0.10396148596110892,0.020765995584091503,0.014828280500254903
CSF3,,,-0.0191715604283101,-0.003849397301260849,-0.014382085969362848,,,,-0.0242648939855823,,
