,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334
IGFL3,,,,,-0.02739650569804222,,,,
BMP1,-0.007128487111252398,-0.005583618931150449,-0.00856752463766312,0.03414907946707899,-0.18875416590816302,0.0284952515022403,0.006424412026788893,-0.10279823169765875,-0.09740072039832738
NDP,0.0036228759262810764,0.05510230909202325,0.04568276731464596,-0.0311456788781452,-0.007839585428271015,0.06877394641380785,-0.06587461511382273,-0.017119868232455142,0.005938450693642188
TNFSF18,-0.015613381687960564,-0.02601052415214773,,-0.01829710731161471,-0.04068298849595359,-0.017588837344150496,,,
IL36G,,,,,,,,,-0.011835994884516714
RTN4,0.04612701611073249,0.05855521968438633,0.052483765774265466,-0.03464503474754204,0.258068055383052,0.1053515128225336,0.060380584224071526,0.11072582026617793,0.05174427556885575
HEBP1,0.012657380662761442,-0.013560394459475954,-0.050118319704323074,0.046554625002875376,-0.06629121642673817,0.017661669018629825,0.03630322537042151,-0.019489886691146308,-0.001321795011348632
WNT7B,-9.507969798307668e-05,0.06383540763858431,-0.0077089439477961005,-0.04213636601753495,0.14165994123025802,-0.002679701143665701,-0.01563037517418858,,-0.01300912237469866
PTMA,0.012636684603805282,-0.0018459971871060026,0.07699554686165543,0.04969335344835164,0.056938771752411334,0.041092134732568966,-0.008945120815222056,-0.15124504085800716,-0.07113229691149778
CEACAM1,0.0384811401802247,-0.012399473005989753,-0.013575588088388373,,-0.05353649573090824,-0.027663050882614715,,,
PDAP1,-0.014418979742003006,-0.022177326674569047,-0.049988419987516595,0.05243939738796917,-0.12841724828563583,0.02616924531541837,0.01932472069786258,-0.07595830981713896,-0.061278686434438415
QDPR,-0.008976273746246925,0.032779472865103694,0.04080834799936766,0.05201556680150375,0.13526814166685316,0.041039303920844865,0.042284299716133095,-0.08883911789578167,0.06313190184360798
POMC,0.03151415867664902,0.0392473774983314,0.08457451131863639,0.05329691700428668,0.08110709817729207,-0.020408695961658493,-0.03478616668781239,-0.026156049267726366,-0.02535874589984939
CCL18,-0.027640988437507792,,,,,,,-0.05096061255753597,
CCL17,,,0.026001550090183796,,,0.003171197186113313,0.040969018932229095,,-0.010812517350786859
VEGFD,-0.027640997214816245,-0.01775975738267095,-0.016216412262131222,,-0.04589649598604761,0.10877460346882915,0.14348256859448416,-0.03548515239757706,-0.011588109744579411
TNFSF13,-0.02085878349269801,,-0.010040044456994537,-0.01774437710036451,,,,,
WNT5A,-0.013953307060349507,-0.012108557244536139,0.0004842343965486754,0.07028910398950254,-0.18529119089295934,-0.004008501267948332,-0.05069163987023295,0.04914466749510998,-0.024019924043434993
CXCL8,0.01010602635720389,-0.016629184158741952,-0.01465164988474103,-0.010847410029137448,-0.036348105472800964,-0.06772887133394613,-0.013214849464487359,-0.08085879713411723,-0.03484101197357402
GRN,-0.015398305902391995,0.06335819153733009,0.019481844485086722,0.03572373718930032,-0.20967064075227326,-0.01771815125306511,-0.026567032016457236,-0.06359860903762252,0.014699872571953232
MIA,-0.04769934115994714,0.004598098042063018,-0.021323615197362495,0.0850134849033085,-0.07826064704166798,-0.04311688308689835,-0.016138752693485924,,0.005221210579365658
COL4A4,-0.012013292655167627,-0.02656128515899954,-0.01623381870958815,-0.01688299085703743,-0.02699722285520636,-0.022902598304921414,-0.00542484989030023,,-0.015394922708787059
TAC1,0.01979035059071425,0.09934265073976149,0.07718034094640887,-0.015171411626828479,0.2470144559718804,0.15260480200092044,0.004524974861117209,0.06524769848651699,0.13033314097526785
RARRES2,0.016703373613734095,0.005339442393832894,0.01646056157152469,0.006945913592884663,-0.21883226266110484,0.07377759217358147,0.0261281741615406,-0.01882784112175249,-0.09425633597087264
FGF7,,-0.02004517012635698,-0.025800939092600658,7.73537337634928e-05,-0.029547300521542568,-0.008656578906354316,-0.05055580325338547,-0.012739310707548386,-0.04141662635288989
HBEGF,-0.018448477866810413,-0.025863794734255825,-0.010064317650232812,0.03530356303817317,-0.027105619445299916,-0.04514926250184814,0.012516378524237416,-0.10338070544302666,-0.04271185911189568
CSF3,,,0.04900841578740487,,-0.02856254214879481,,,,
PI3,0.028905457104669168,,-0.02993890013450597,,-0.03216179944429427,,,,
PCSK1N,0.04621410842317222,-0.014040047442027527,0.02086283186271841,-0.04401509822072253,0.08048654506872706,-0.023422124408075874,0.04384496290582329,0.11894141183322306,0.10613100920196385
NTS,,,,-0.020610295882854953,-0.03510680012804595,-0.026163556306873833,-0.01078427035534978,-0.031948035950312384,
SFRP1,-0.0020821586354602527,-0.008737557856991901,-0.012700219066092347,-0.01856021076872003,-0.01812726332851803,-0.01198851244940489,-0.019346023029320317,-0.01631213783154688,-0.030874525764643578
CXCL13,,-0.029982989519138838,,,,,,,
MICA,0.014346358107694784,0.021581183409350443,-0.017795096108220963,-0.010194177420496494,-0.07183026879494887,0.010711718223044904,-0.007791789425494773,0.07196750257465469,-0.018282381611877348
TG,0.030850038222837682,0.0021580046961359213,-0.013705548521914355,-0.023789714596408447,0.011884587910870817,-0.022100399732638536,-0.014000632712872881,,-0.016241926738855786
ADA,-0.037965031046290725,-0.014545948879045445,0.02002870502878189,0.02195317172346721,-0.16938427088171576,0.02844741191306333,-0.02273815345733773,0.0011694057241129717,-0.01799836041525165
LAMC3,0.01593852466941092,-0.029982989631919067,-0.03287563882347877,0.05750700703088845,-0.13519373400380463,-0.06533939186738723,0.013177345015752694,-0.055490311850974465,-0.03832632066143177
CCL7,-0.017582003695186744,,0.018807999595913883,,,,,,
NGF,0.01458634437075795,,0.017011746078695555,0.041063535151861216,,,,0.0722597403918572,
TNFSF15,,,-0.01103425601004291,0.011897352948017375,,,,,
HMGB1,-0.0007020768379988327,-0.05165582314942718,0.031546304054163886,-0.04154623299962849,-0.20095670033191573,0.05554353229547224,0.05489469882003476,-0.08803524109667721,-0.05088142768979473
ITGB3BP,-0.019428148629678826,-0.015000037611957279,-0.05573042107867591,0.005526497273219775,-0.14922796417805162,-0.026704819098928023,-0.0001152352172236961,-0.007913036690240035,-0.029138374938799328
AANAT,0.002541626471604869,,-0.010040045528549372,,0.03432839080381631,-0.019875018634699884,0.05425629710194431,0.04015870020151312,0.008893614063074875
RELN,-0.02912740135638416,0.07353821080714555,-0.017427270619147738,-0.060587785722288325,0.14482380872452807,0.017168707692796516,0.017779402976649664,0.016025444454940876,-0.016057133169911943
IL15,0.03818446934565841,-0.02148038212093996,-0.03484869930171625,-0.01961408212419945,-0.06720349582176323,-0.012641444144121796,-0.00046978608408141775,-0.03439588934515093,-0.01345175049527265
UTS2,,,,,-0.08498688482446444,,,,
BSG,-0.011346718874722642,-0.020277965460285114,-0.02452003772085031,0.022157058697430322,0.07621841856952173,-0.08488929088613063,-0.018114498493670493,0.08080473687845613,-0.0514927238806353
ADAMTS3,0.01474194613977672,0.04692224713582998,0.01794724019505183,-0.0315926121950974,-0.18589984990125039,0.018700597015919182,-0.011462995409274868,0.056285632064824925,-0.022352467873675525
CD34,-0.007496590043373058,-0.032766476380242916,-0.010164553314604474,-0.01395068602582569,-0.08274722595034925,0.03894480964080135,0.03975957124836618,0.054526100347987584,-0.031152098910204568
CCL23,,,,,-0.02931555384473636,,,,
PLAT,-0.04394000598618906,-0.0056778451202924175,0.012081297323136541,-0.0029082117258092603,-0.1899757228297678,-0.07666201383591408,0.03161535014226924,-0.051617994308364376,-0.06321554878665638
NTF3,,,,,,,0.08305372432063875,,
LTA,,-0.01239947427839778,-0.012700218471956137,,,-0.019141714246092713,,,-0.01345175215576301
CKLF,-0.04963418698443234,-0.008622189753950056,0.002493421661983892,0.009079078826108908,-0.21601767597848207,-0.008931549693876668,0.01998050562353055,-0.07288623592180998,-0.06624072377950263
CD24,-0.03598514722028484,-0.012975269533959251,-0.015016318607544274,-0.04286001641821121,-0.05452223847686322,0.01683687382901463,-0.11002957516857056,-0.009356492710284122,0.000215191134486395
HSP90AA1,0.03572563251078947,-0.026904349963843447,-0.011616913146116183,-0.004698342574411555,0.2636722692132128,0.023996764862434822,-0.03333687295470161,0.1614168853603052,0.08323976170608649
BMP4,-0.017860664450995684,-0.013144169592354437,-0.02963113429330848,0.033453459519055956,0.00037176110772419287,0.03192474825219441,-0.03364053509317236,-0.025558242318865724,0.01834537482116258
SCGB3A1,-0.017582001937009865,,,0.03290918765409779,,,0.028439680027587205,0.037164881563411564,-0.00938645476230909
IGFBP4,-0.005389189325352428,-0.06506720738843051,-0.037057466807440084,0.05679822591636541,-0.14634554759554255,-0.0716303396838573,0.005076994025692062,-0.0651953065385455,-0.04339046993283179
RSPO4,,0.030986295218503396,-0.019439909454713508,,,0.0036653871059390388,0.11015200884081945,,-0.0006135785001818389
LEFTY2,0.03090781422329161,0.03969415835385136,-0.02837753364293448,-0.04335817858890869,-0.1467373789441048,0.024641274530256822,0.12101626089583044,-0.03194805698597434,-0.01660603781204017
PF4,-0.018238504685508427,-0.011279007121020168,-0.008645485528222804,,,,,,
ANGPTL2,0.011709078724738113,-0.048302396197618,-0.0538221890563969,0.04491465641002215,-0.1647729231088774,0.04726445028813559,0.012884579748898693,-0.021899866724619122,-0.09692254297034356
LRIG2,-0.05823222624217469,0.04255396287783827,-0.00970334433095555,0.012054588497526117,-0.07730206193482458,0.007850818163832414,-0.051526843276280515,-0.000123236823583383,-0.03440655642379305
ICOSLG,0.0056085293020808205,-0.02327360566176189,-0.04535699704083826,-0.011516445676580816,-0.09736510477140169,-0.03125111328397058,0.007875842850945716,-0.034485068271558304,0.0092718081616296
WIF1,0.08511430663639312,,,-0.09882957084816024,0.22781249195813405,0.04645488152956333,-0.02561721352235656,0.03760170577100037,0.09321402960086284
NPPC,-0.024940134542837118,,-0.013411280086556305,0.031268419514055,-0.0013111379974281542,0.08885698233554158,-0.018919008932534506,0.007312139555501529,-0.053034349201009114
LYZ,0.01700312741733521,-0.022442115138497643,-0.015745897982056268,-0.04198499925565186,-0.14184994841520016,0.005225280910425706,0.04558794240549822,-0.1644804723152976,-0.030707217077294516
EREG,,,,,,,,-0.032865214190704414,
SPTAN1,0.05312913202505894,0.034982143116589606,-0.025153870166566106,-0.05471254278561216,0.19286436049739655,0.041637633156295185,-0.05018015436492716,0.12147025499159811,0.10638033422500197
LIPC,0.007461562942450302,0.02152717940860723,0.023142307064995586,-0.03041641206157738,-0.028948929053718094,0.01438103723152007,,0.008246359527614842,-0.02113144470109782
COL8A1,-0.023568841520385762,0.10384740717192506,-0.005838728435470715,-0.011165862782121507,-0.08460066353198488,0.014527236789308106,-0.036917837681146315,-0.09303736791406826,-0.06969821858132993
GSTM2,-0.013330712698056761,-0.024715217748773666,-0.038111457414622914,-0.016586347523387147,-0.007203231865632301,0.04178548245080857,-0.007505009835081001,-0.021740441393890975,0.009012215204822168
SPX,0.00343526983410072,0.054796527481381085,-0.0020739168248372635,0.007931533028962276,0.09830428468601086,0.04670608258381612,0.00376645569155785,0.00399378551892453,0.09794070576881998
MFGE8,-0.047789493851602964,-0.010593707919826726,-0.0005718097713122689,0.016494118246984574,-0.09189241563707091,-0.02796188258969068,-0.01687361824151214,0.039063041410476756,0.03562600667951547
TGFA,0.05787521348370444,-0.02963321931234947,0.0028608891785024135,-0.016492162920488027,-0.129576065767709,-0.03937829928940122,0.0120512435701377,-0.05667311113274563,-0.022504499983556265
SLIT2,0.04374765439681056,0.014695199753359289,-0.029424750847696766,0.08109397614166985,0.10899484743235675,0.039159597135629096,-0.006956948265679561,0.03073057506770178,0.08097791513974568
PLTP,-0.008633528762296448,0.01845983334649225,-0.07112935497846148,-0.01728098270941214,-0.21095963552791275,0.023975895156603016,-0.08705782823292525,-0.14144712571409132,-0.020370003804844643
APOD,-0.031100258567070257,0.022521757226717707,0.05908072824594585,0.010732214616479602,-0.19049595513041323,0.014662619854395584,-0.008497553037110837,-0.08334384484004063,0.04300340270503366
B2M,0.00715022286441561,-0.0066729374145562135,-0.004071551051194478,0.04976040471091582,-0.2690143972970876,0.026947485889729554,-0.02224075320728351,-0.1280481824295479,-0.12134903190769969
OMG,-0.0216721752985539,0.008793046196999846,0.05469902033695257,0.050487049099315284,0.035965429050846424,0.11567415927939219,0.014655699944862636,0.03839361092730422,0.04915317839540571
CXCL3,-0.020450459978015846,-0.009084339638605811,-0.00862791054425372,,0.0018310847889439512,-0.05042369225355252,-0.014563240614852676,-0.04626583429236931,-0.009687697481376331
CXCL10,0.005821562489896638,-0.037826647889109076,-0.04274060349399802,0.031081355746385222,-0.2243377426366149,0.0069672666983775855,0.043349030920518034,0.08895335893752392,-0.0153949236813671
RSPO3,-0.02388291566130843,,-0.01004004478670368,-0.05801733418711096,0.05367793449277365,0.05186361617477359,0.025224034842350924,0.046382475962607764,0.023461503278205367
CORT,0.08860546459886205,0.04368816818117552,0.031895675340716516,-0.009601028589920797,0.16162167805540917,0.03727538428729785,0.0651878469127396,0.015365055273180188,0.07960492688648937
NCAN,-0.011495591471725351,-0.03763476348444113,-0.01121389221718781,0.05405571732816247,-0.09981634972642581,-0.015342296820565085,0.03807731384470424,0.03801877754218612,-0.05014009358145283
PRG4,0.024654801596321958,,-0.009909091227772084,,-0.03664862815695127,-0.028451203337602683,,,-0.011835994884516714
ZG16B,-0.024380930099689984,-0.013572451908578104,-0.011500712249120935,,0.1339477479319013,0.11288216278286649,,,
TGM2,-0.012322020800660858,-0.006624959367487337,-0.02689832094846521,-0.03536368644813683,-0.052574034321653376,-0.00036832966640429837,0.08340203524826491,0.018706398794027187,0.03313001111022176
VEGFC,-0.03357240661485393,0.02057121241927284,0.014653549364089653,0.017174915223994676,-0.03990620846603034,0.007844681587141302,-0.05627989464938876,-0.03713754893604566,-0.012079104560787753
WNT6,0.007477086382456634,-0.012551759017420868,-0.013705549090976,-0.020118004731889478,-0.024682095298191653,-0.033848933330266326,,,-0.010542032503001598
NRG4,-0.016193642664083494,,-0.012059817324228552,-0.024628156837632267,-0.04564819129474202,-0.02922054539894336,-0.014711650266382005,0.09238244755929327,-0.014091684367314046
PMCH,-0.018664044646246686,,0.08987986085516192,,,0.028366626200623694,,,
COL9A1,-0.03483215792308429,-0.02016361231520464,-0.012595599000627233,-0.025736767975698092,-0.02849322760779571,-0.04076432989328128,0.012606282649021623,0.017800083828780306,0.026813604050642915
GDF11,-0.00402290465567542,0.015806937505595132,0.027697692735906682,0.017769915906402717,-0.07417374442588011,-0.018592031275935627,-0.009432118168231491,0.0033052432699130635,0.01406245124841623
SORBS1,-0.02569800176972222,0.03010131840764779,0.002083545712985689,-0.03086190703709345,-0.0757688694781575,0.03750998211831172,-0.06985565508900955,0.023371273027723384,0.023027011521420032
DLL1,0.024711367125907966,-0.01741238640884644,-0.010282601601714857,0.06820176848319034,-0.06038998341479518,0.006278672796581565,-0.013461742267037507,0.04992314861751292,0.018317083601339285
TLN1,-0.01613265489495423,0.024997760098187705,0.005042079031800999,0.0714176934375277,-0.23313558972502035,-0.0003875879252572908,0.025320649836809477,-0.10811077722754553,-0.06497304892588943
COL2A1,0.037110799366313944,,,-0.021795354386098458,-0.03382715610290558,,,,-0.009835001857111442
SHH,,,-0.010297172720360966,0.10514407840742102,-0.02659225491129421,-0.05699752691816224,0.07680031692387215,,0.06181475796665079
