,UKF259,UKF266,UKF296,ZH8812bulk,ZH916bulk
IGFL3,,,,-0.022429295600454095,
BMP1,-0.03215287641947178,0.032932778114951586,0.032306406908584724,0.05407496808313201,-0.04277101866272828
NDP,0.0023315927237653757,0.06902160156368511,-0.04496705897064692,0.04175445210443588,0.01683847307997807
TNFSF18,,-0.013633039463251168,,-0.0017436012876444016,-0.02601889209247456
RTN4,-0.017378022060681602,0.022947646976050645,-0.07369333919071923,-0.055651060387353964,0.002690456251543055
HEBP1,0.014181399115456083,0.017304026186191312,-0.011580321204573522,-0.015572813124683012,0.04549668048036742
WNT7B,-0.024648099545544516,-0.04801742887351799,-0.02518147463197199,0.030637855742714742,-0.007936807563935906
PTMA,0.03120452494311835,0.023737574836221766,0.10197804837732379,-0.06581993986852798,-0.03362827204684722
CEACAM1,-0.028461488473507195,,,0.08890341634715745,
PDAP1,-0.01890281400784853,0.015819411684147567,0.007392292222364639,0.03433171622209969,-0.013352236704677589
QDPR,-0.006859979320424134,0.006465916415815298,0.007271100888279917,-0.018603516057287932,0.00345340812306523
POMC,-0.026504492849403104,0.006295315202221942,0.04084444895650165,-0.04987793660357177,-0.05399214288668695
CCL17,-0.01649663074292891,,0.00833363823837118,0.02260971798612527,
VEGFD,-0.018379068365944475,,-0.022861816307762628,0.0008884531798429221,
TNFSF13,-0.011379006680974281,-0.013221204266890824,,0.0005198105065805193,0.04307452934195325
WNT5A,0.04968156080056326,0.003372136706860815,0.07216076167305861,0.09228294289738898,-0.03939961022607988
CXCL8,-0.0167264144392332,-0.018806305553507516,0.03120979766167241,-0.041985411298737806,-0.015717300546221627
GRN,0.03595532322716963,0.032170332655085225,0.008242516748668953,0.028479022873089805,-0.04185339823666457
MIA,-0.034736369965666196,-0.02390648717202575,-0.014954762486539638,0.058220935188718036,-0.009053255018665262
COL4A4,0.01498512680830722,-0.01257939174164399,0.05779120858382917,-0.034401723919325805,-0.03163494821267107
TAC1,-0.03741352954062706,0.03440283356002998,-0.005750047855023769,,0.05801589037020903
RARRES2,-0.044578145868793564,-0.018162604775468924,0.0020360691797633055,-0.008586570900571723,0.02922846836912165
FGF7,-0.01819538640902343,-0.003201077921093349,-0.00577802701545761,0.08620079679669797,-0.03501714694807322
HBEGF,-0.0326751178111588,0.038343316609815575,0.05031297283251234,-0.008829450627546268,-0.027503712000753088
CSF3,-0.005025466302297421,,,,-0.00030899612465338665
PI3,0.026727488239002287,,,-0.025126008202425488,-0.010570642284614878
PCSK1N,0.04554894846690896,0.007152025803427684,-0.07199465506567049,0.013326963471472204,0.012621723804680946
NTS,,-0.015356579175872378,-0.02958647643253776,,
SFRP1,-0.014393947977214657,0.04031735834065687,0.03620495030219304,-0.023282853185163085,-0.041514920877054155
CXCL13,,,,,-0.026991636812050773
MICA,-0.002490808291961513,-0.021485351129693783,0.0058059822429763945,0.027058480895100816,-0.044619679470619435
TG,-0.015533350361674149,-0.017725540567084162,0.0026603267023110762,,0.07572032900914417
ADA,-0.0021995719513121462,0.05395708379343637,0.06303664750427304,0.050450437192893056,0.008545177149026707
LAMC3,0.010694977753273714,0.05714221835035008,-0.0013220991082744259,0.06027166145233221,-0.11093347001820725
CCL7,-0.011230587493401318,,,,0.0043047559132593765
NGF,-0.02573214437410502,0.1328986794702022,,,-0.037712313306816916
TNFSF15,-0.012505808454900472,-0.020538421180807436,,,-0.036828458817565995
HMGB1,0.004953237036567565,0.05629011990679366,0.058297925669246776,-0.0024739756190941212,-0.06227563412178041
ITGB3BP,0.006010204531148122,0.07240499070951617,0.02561034182203904,0.07166858055989417,0.05345410243556233
AANAT,-0.011379007895434005,,-0.01527574471810948,-0.03657928205500144,-0.020318495870080815
RELN,-0.019751409434076453,0.048179692094727375,-0.033351880264482846,-9.23456503076519e-05,-0.05976669039973321
IL15,-0.003887056532232888,-0.014614307665175,0.03576042073170254,-0.04555285481653553,-0.007076094537790321
BSG,0.021107619380145406,0.034721387017723065,0.07970522778729042,0.06410976417433091,-0.096407635685673
ADAMTS3,-0.026963571257833722,-0.023539421913405377,0.02715730068515198,0.0065585285645109685,0.08796751222043779
CD34,0.0014583189716982981,0.018310249209850256,0.0027342431150476415,0.06616962342919519,-0.004792484049665257
PLAT,0.032151546531935554,0.06626741642862437,0.041530848412986134,0.031420095455369904,-0.13486068181248223
NTF3,,,0.0001012592910361601,,
LTA,-0.014393947303843146,,,,
CKLF,-0.014588223577175126,0.012487802501603262,0.02964565748857396,-0.019589133718664633,-0.01017113979707565
CD24,-0.0051302442123684795,0.03762335850956277,0.09494876505427034,0.0058128378325060254,0.02206710346076586
HSP90AA1,0.017424854187564058,-0.006412208848726578,-0.007917277436811683,-0.05594375439109735,0.004699440239220434
BMP4,0.0063718306692785226,0.009315916131257127,-0.003574385402747803,0.056665743959696785,0.0017585254020875273
SCGB3A1,,-0.018655422207824325,-0.008465470115149136,,0.009134490379500055
IGFBP4,-0.004186773717984229,-0.02760366726022651,0.02345641454887345,0.05296835066220964,-0.11811512436790869
RSPO4,-0.022032458173889186,,-0.021931675242582032,,-0.025620818458206053
LEFTY2,0.015769289328233654,0.03173043371571912,-0.02404835013377288,0.10857724528185914,-0.05341408733158295
PF4,0.0481197390916808,,,,-0.020070236844355854
ANGPTL2,0.040124178000073764,0.014848482511847694,0.029968345603783066,0.0229590962026589,-0.1243453295296779
LRIG2,-0.022049772467239548,-0.026318119879088255,-0.014349578759982102,-0.028850602180509353,-0.0578002280920737
ICOSLG,-0.05229512897687162,-0.010656232383164713,-0.012323266810002927,0.0746202489820311,-0.03819591306964276
WIF1,,-0.02660319943664593,-0.027140256394165483,,-0.036828455795237816
NPPC,0.12049345397229023,0.05419061084091837,0.059539406137211676,-0.005869433145055253,-0.0038083181476785506
LYZ,0.0174822715522529,-0.03190917816801793,-0.03476653320751636,-0.005714515839975574,0.014885730266067541
EREG,,,,,-0.02310678807010999
SPTAN1,0.0394146549507002,0.007512143577987013,-0.0027709440921167014,0.002676302082422973,0.044687664078857665
LIPC,-0.017608573762843183,-0.02266304388468928,,-0.018894758750221025,-0.03129833297515492
COL8A1,0.03521715127989766,-0.038268131734432796,-0.012725980596759603,0.06398593066891191,0.006091208696953625
GSTM2,-0.026760598861277678,-0.012358364985595094,0.0029457278716805246,0.06418046360865462,0.018772060308988314
SPX,-0.006316820820600921,0.01828807658446907,0.03751532866086146,-0.10850273150730991,0.07576664572080195
MFGE8,-0.04430465800894335,-0.029329235517972133,0.006902751895654178,0.03498628196929207,-0.08906472865808501
TGFA,-0.03917598338575338,0.04357618140760414,0.025920726002396345,-0.012883527354313841,-0.055536823105259966
SLIT2,-0.033348899789849534,0.07185551507512254,0.030230556700946855,-0.03190627420096498,-0.05008364494063489
PLTP,0.03227475719516474,0.03511569998945577,0.08382508694378625,0.0533249470485324,-0.05034179949141654
APOD,0.010912337461522467,-0.00788144992468514,-0.04466454572844272,-0.05208826671097271,-0.08046462745522673
B2M,-0.016709175584047675,0.028449642399449183,0.047332086434128076,0.06034858044026065,-0.12172246002939988
OMG,0.05155028010296006,-0.03503785516648435,0.005727422173060152,-0.07418632309779802,0.028607359717109607
CXCL3,0.007488841195299298,,0.06472654751731316,-0.02575914803884554,0.09570095802869062
CXCL10,-0.034974576729853595,0.05486561882550645,-0.035640885116133114,-0.03470306696686092,0.016358280845410425
RSPO3,-0.011379007054654153,0.017299191995925542,-0.0031685142681466497,,0.06672788406961977
CORT,-0.025518297058694597,0.012346338125501408,0.0404987209574759,,
NCAN,0.06820612187520188,0.01729658714334356,-0.012665079108329938,-0.03150296856368691,0.04917208467861397
PRG4,-0.011230589243521669,,,,-0.027935035373191797
ZG16B,-0.013034472315263484,,,,-0.017121970427946834
TGM2,-0.0204686602202583,0.10094279279275847,-0.021169080631986827,-0.0065418556876032236,0.0010075478135646869
VEGFC,-0.020015917131564708,-0.0299595069987808,0.029034969407341554,-0.004282567190178783,0.05836956708910167
WNT6,-0.015533351006627097,0.08398495950847899,,,-0.017692132413874045
NRG4,-0.013668140862476339,-0.018350257685893708,0.009426631584299794,0.011552772062133537,0.0542935466153305
PMCH,-0.018938540763415956,,,,-0.03407313677262639
COL9A1,-0.014275375551665076,0.03900543721762972,0.01841651986018443,0.016539549844904078,0.009157057683635514
