,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
COL4A4,-0.008531369435086826,0.021853231767316534,-0.0008317665218802984,-0.04031974331327326,-0.008242595514737994,-0.026958817942118,0.08621427588951504,0.03474175616880463,0.14255294569678198,,,,0.06042547888637625,0.04227858859387758,-0.042873633539842804,0.04360844750385405,-0.08794869342850077
TAC1,-0.04855301462078389,-0.06165596146747024,0.0780005444990876,-0.003195883619592466,-0.0427859027456639,0.05865810717292081,-0.06141039577684923,0.0059165597985179836,-0.06569421070263119,-0.0756564170552172,,,,,,0.043493098852968426,0.0075189593331103635
RARRES2,-0.07981609997042056,0.04191835338639123,0.011690624123144654,-0.05693309742642503,-0.03866327839418407,-0.018792462570825147,0.1314749431164636,0.0015701920498645983,-0.039454761088231004,-0.021898692020979688,0.0022990558645034406,-0.07046772865791026,0.051721659112745635,0.06738111657321103,-0.026163978271340267,-0.08171598678913052,-0.06174406736141272
FGF7,0.0074138924035727725,-0.0058315182591180065,,0.013853351048451064,0.04490721936074792,0.0634043259571008,0.020482586096047393,-0.013721151150699861,0.0014369108019627993,-0.03420437180676713,0.044873705141341994,-0.06515383852269235,0.003069728340279046,0.04910008585200684,-0.04792403305228661,-0.020012204829327477,0.052577939196941356
HBEGF,-0.01222305079222307,0.0023550005882362825,0.05390505273221218,0.018812595991171906,0.011125824885903942,-0.01123942123876641,0.06599428657571241,0.02688177639730278,0.0110082499147919,0.010358330220695449,0.09887076375412963,0.10120683862593542,-0.062487456717457326,0.07815404315837052,0.006728270770819212,0.1086194181933335,-0.04246759522226043
CSF3,,-0.03624092945197518,,,0.01972301831158854,-0.028188840167192048,0.007289674309661408,,,,0.05064331737761837,,,,,-0.008842153792919378,0.0015642582463524682
PI3,,-0.05831949650581242,0.006419151062677073,,0.006819609894385908,-0.002174226577478313,-0.018235127682750367,,,,,,,,0.08240911333740324,-0.12152475683333991,7.228459822736252e-05
PCSK1N,-0.053904897063389565,0.0480136399832783,0.030347033812103505,-0.04534424562781697,-0.007002322337811176,-0.02888195918376019,-0.06521381195093114,0.008578938417718823,-0.06787719351115995,-0.11909631483223719,0.08712831233647703,0.03196949712303378,0.0372404734093199,-0.04429198655012295,0.08264375367361271,-0.07940133905546441,0.04584306423569929
NTS,,,,,,-0.03013896626378253,-0.019904886975510523,0.0263262463002581,0.027950039324123127,0.010225316308519182,,,,,,-0.05993767016526703,
SFRP1,-0.009814161219196036,-0.010057802199876726,0.0368652073056643,-0.011177327258848012,0.009547790792956742,0.005852119307651748,-0.0033796487049337666,-0.018285650311569483,-0.01963812059467746,0.06447469120069,-0.032577834189919296,-0.016297428176844205,0.020199115158095193,-0.004982162073875465,0.006088153347045284,0.023627934675332595,-0.02458293602158498
CXCL13,,,,-0.04551385348786999,,-0.024361039466305218,,,,,0.04355519859006917,,,,,,0.03406300392614071
MICA,-0.0035038256138518777,0.029447468041159944,0.08564444555612918,-0.016828754883865357,0.008634264562336045,-0.03796621181162743,0.06313218415470015,0.04360453464991935,0.02068370331831236,0.11790931510439609,0.04244868521230612,0.12249362667720377,-0.021210599883311348,0.05163455465665114,0.026768188445130046,0.17944418627145023,-0.025616087647441863
TG,-0.04767799347144604,-0.023967440247127464,0.05679610621627765,0.06406471551960358,0.051256924824587165,-0.0098170814696637,0.13664335888448476,-0.035053192422491705,-0.014212022450323917,,0.05683124478138311,-0.04974092611985728,-0.06518304956178407,-0.030575283209329278,,0.09438406605668387,-0.05509352603470859
ADA,0.04324371581727308,-0.058034936928113776,-0.010562781409571344,0.05368601451671725,-0.01635829687946907,0.030112116407740957,0.0979566400092718,0.030469271342518405,-0.023081467390932215,0.010799701467729855,0.024458770367412182,0.043869564909040426,-0.01947666327171163,0.04304464596081646,0.031315308679469286,0.29314031179606964,0.031417763166933926
LAMC3,0.014134750557503505,0.012083383491478597,0.07419686682199951,-0.016858842521009235,0.04446650073758944,0.015778463090509266,0.07607961632527953,0.049872177050252535,-0.024353480641436852,0.011602571496513635,0.020144128023116402,0.1802749828469501,-0.014708306070416842,0.03588055554424639,0.16865798974516216,0.3058790164150143,0.009127300880306761
CCL7,,,-0.04048762851991335,,-0.03615580252246682,-0.032298240624077296,,,,,,,,,,0.016541542702214446,-0.05306580349417605
NGF,,0.013212791887845445,-0.0028168617452373514,,-0.04241863559047343,-0.03447501022247201,,,,-0.018390057927462438,0.022621123626713268,,-0.04876573543735685,0.08153851486480862,,0.03127733105349358,0.024281927484299276
TNFSF15,,-0.03508785727058203,,,0.022974904332850873,0.03856007897567831,,,,,0.03704187307162463,-0.010705425597892115,-0.052543945266909385,0.02328450521147623,,0.11596999491319392,0.01233936839590109
HMGB1,0.024043745283399334,0.07880887480117621,0.03657172793393567,-0.009584524422893278,-0.016913577470820555,0.04733782371333439,0.06297327303733831,-0.0670076082888508,0.06359105453620092,0.036282723082467605,0.08013916984220285,-0.03241800128936392,0.05025885447132611,-0.10354819350861585,0.007311809562548886,-0.15116443054429018,0.0030532702900841115
ITGB3BP,0.01029787700503479,-0.05749907710500555,0.00931223347629768,-0.03181849290181793,0.0040735888961034574,0.01808509275768958,0.07429932861375624,0.009874642609164081,0.04177919775235307,-0.03583468105312532,0.07086739443028113,-0.04357236669517171,-0.12376314616989864,0.045532956357238856,0.030321210005113654,0.06627518885637092,-0.01883352090557745
AANAT,,0.023716039218322462,0.005255095302250246,,-0.02847352792949444,0.01200384192233936,-0.014607802704521302,-0.0141661174936119,0.10584715913770638,0.044590714948213386,,,,-0.029761192356192616,-0.03442784303090679,-0.0027514189619617596,0.04557369047545975
RELN,0.030672558617929294,-0.000939394112152599,-0.018286972928311527,-0.05415399237927397,0.133992145938209,-0.010075687937613629,-0.042863876479916914,-0.026407670606013903,-0.03490733536235349,-0.012438047767328904,,,0.019953617015988013,,-0.00557992461753983,,-0.06454816067976817
IL15,-0.03026641577701231,-0.02653087215690073,0.05959333157981474,0.006786042413778809,0.0016840120224901314,-0.006116915689278387,0.016663738867408545,0.03252461082513116,0.07405953476312185,-0.0021388471695269673,-0.04635111440515003,0.007327533427821182,0.007250488974518282,0.007075772460347908,0.04334822960300341,0.04598544591634261,-0.006167821694271348
UTS2,,,,,,,0.009379380740565121,,,,,0.02755171086677788,,,,,
BSG,-0.1361235207373659,0.0617665418253941,0.024112112341691402,-0.0022259684737481055,-0.07413621873923644,0.020367012217777942,0.010371483716217834,-0.03896796920773284,0.058356572078714676,-0.05913130803148903,-0.00373402456929796,-0.0027338863659470735,-0.0012447486803683944,-0.0027081265778005604,0.0543834426626437,0.1609750859767365,-0.07264509663827187
ADAMTS3,-0.09921620989993905,0.04160287244450522,0.05527406627048089,0.009071639326224927,0.016680480100681364,0.04600639309711052,0.08805662592499025,0.0024232885788195656,0.0327070828993102,-0.027762648013181648,-0.04182303488409031,0.044503017058019935,,-0.035635998031567306,-0.0029572701676643816,0.12773212544644946,-0.06454976275092145
CD34,0.0008689026689494155,0.011396953882529544,0.1093095807824563,-0.036333389965655244,0.03309631603669466,0.09273728626399237,0.058599737517273945,-0.008961291853337806,0.04574926409791881,-0.04679793583138815,0.02426026479766055,0.12425315334622339,-0.0024871054415041053,-0.018183259019160722,0.06180208499622792,0.25404009656233856,-0.003303277039347519
CCL23,,,,,,,-0.016621360641689707,,,,,0.06159940902936099,,,,,
PLAT,-0.09674258056605338,-0.009408562914371378,0.10978730388096354,-0.011405680192815848,0.0823244223016739,0.11039106034229322,0.06462357767544552,0.01085746601773436,0.03885065451760653,-0.01983977748670556,0.04874020516892597,0.147909992249114,0.0039618502018377326,0.0246406822491666,0.026867570414102673,0.22994577683118483,0.010772486154397694
NTF3,,,,,,,,,-0.026445143548909783,,-0.00334610214782749,,,,,,
LTA,,,,-0.01882226771527811,0.10105847228261364,,,-0.030360455054291066,,,,,,,,0.04902461194769373,
CKLF,0.029429716568613793,0.01672406699008537,0.06601907447796297,0.07762647336702258,-0.008015684185406139,0.04238610506702146,0.13911782413722953,0.04819977383972391,0.04495186189691729,0.024072990863188426,0.014701441003559934,0.05409213012665529,-0.11340354295645987,0.07564159856270089,-0.04270798870567284,0.022973459991880153,0.008207912180928666
APELA,,,,,,,,,,,-0.02844356182046995,,,,,,
CD24,0.020359811481220416,-0.017574270224972384,0.07193448560463646,-0.019692166981213656,-0.05001312033140969,0.002044388046074454,-0.027323434555085273,0.047812451880987074,0.04427563422581345,-0.0096858803769605,0.01367084643230803,0.015516537065698874,0.1012360988932603,0.031900531918893506,0.010538774671880807,-0.08967957152371374,0.06385491295170094
HSP90AA1,0.02798005225050331,-0.010000900702302902,-0.08266104746361472,-0.04735440620952043,-0.028907486014094864,0.013419459672665869,-0.12131843167145025,0.12033937761699594,-0.08502526163260235,-0.11696523579531222,-0.03581434724457848,-0.029175265713604688,0.12727932954544358,-0.08171459484939518,-0.010910994186308288,-0.21679627764294768,0.02734621631816514
BMP4,0.029202230966825834,0.025713534355820925,0.07699784645501344,0.0296002276404515,0.03370156618231849,0.07665517500929779,-0.018194118868697415,0.00961417141031763,-0.050296719382647515,0.011188981234912743,0.05363353029560812,0.047492884477399744,0.00136330589631164,-0.034736318930155295,0.10869303879987809,0.19147260740539326,0.05100656334729427
SCGB3A1,,,-0.040487624471204596,,,-0.025660413248516013,,,0.028217664168227324,0.07619237556195341,-0.030301097575824144,0.03319342928219397,-0.04715667953237915,,,0.09340802957014181,0.010759530143423282
IGFBP4,-0.031299319776150476,0.00513523453846242,0.086045572599556,0.062387778568193594,-0.005003234928403329,0.04597287675928945,0.09402910819385198,0.07042587664982887,0.013995740681559765,0.08359623318578638,0.03688960661738925,0.13136019603432444,-0.13210228959768658,0.04201884605888303,0.14317475834485796,0.36655085595620845,-0.03788945068329492
RSPO4,,0.08526767385533081,,-0.030428345461740124,0.04969881845647331,0.02172059250835131,,-0.03531105752559859,-0.013818734480030587,,,,-0.0691285303587536,,,-0.05297623255254403,-0.020985982615420302
LEFTY2,-0.0029068426106201614,0.034781309900614225,0.0756675174452728,0.05104918947049539,-0.014890424185133873,0.028358572272410735,0.09389907098416735,-0.04354447484909648,-0.015152411364189593,0.03895993476392164,-0.028674763924925094,0.09819374629905996,,-0.0011769188908564232,0.12361326491282913,0.1699632976942678,0.039953983525851895
PF4,,,0.019969562657421287,-0.017121410700793205,0.02626722312370726,,,,,,,,,,,0.12260740495520685,0.030475106296677473
ANGPTL2,0.06963733652782855,-0.031221880105678376,0.06310682100849917,0.02694637649032549,0.0018957131723336678,0.08039417004877342,0.09157592531861865,0.10470790459420398,0.04487936793066824,0.024077171613160423,-0.009323554970451373,0.07481328277037409,-0.11897612208494775,0.033132771261140816,-0.04992106898989861,0.26435386950617207,0.0033673717139663956
LRIG2,-0.06645980585966549,-0.0226049717976496,-0.06103143466956333,0.08889007501660608,0.00019398483343366702,-0.01943205778729002,0.093207198781554,0.02709486472886195,-0.009401156276903796,0.024229908245505728,0.021927270185089248,0.01228438324196236,0.02981103674570709,0.026764389400329703,-0.04510967978808013,0.0628830586063819,-0.028582298677122753
ICOSLG,-0.028696890617718983,-0.04886492643137607,0.03215353855209789,0.01162315599330064,-0.04520666473849233,-0.039571867866132766,0.08680164138288177,0.04545101907187366,0.05069291597508198,0.054097964258157716,0.023416086173648692,0.10772004583520459,-0.02435367193894323,-0.05147633535761194,0.07547399752864445,0.11116739773513114,0.02966048887099829
WIF1,,0.06652574744289225,0.025872468136658062,,,-0.012912217277180933,-0.05656157448068274,-0.027248706726004567,-0.026003997187907548,-0.042126406565158,,,,,,,0.011580708215435725
NPPC,-0.07698709020446769,-0.052717873171347,0.04523806114941553,,0.00044083996282554574,0.0046129572597352645,0.06052719020666788,0.016976789968537673,-0.019204659189426473,-0.0456572980194734,,-0.038224451983828414,-0.007570469360920164,-0.035635929590499146,0.03387272806122091,,0.010311781439275015
LYZ,0.06924666446928578,-0.06491782693638556,0.05044397333216739,0.1088154068296911,0.09171871289021741,-0.0009809103636553296,0.009339849058197193,0.013459881009188056,0.038919720945225965,0.13262163228014573,0.02184525894444715,0.052821979238231447,-0.029097909411068656,0.08110711889874651,0.03893982826786734,0.07191026510903167,0.09117222143494359
EREG,,,,,,-0.04167714442855816,,,,-0.018917995326941228,0.09480037910954887,,,,,-0.026825389150546827,0.04525926892673689
SPTAN1,-0.06351638545466577,0.01654553287311451,0.03995806186295236,-0.00041750080814636527,0.004932815611815825,-0.07964153458829153,-0.041156566480765294,0.04257721214891901,-0.012317539027553217,-0.07971907272629754,0.08428408003189787,-0.1164181915580771,0.05121254691336875,-0.0219752362548623,-0.02972464757191371,-0.026729575466842986,0.12377283823934929
LIPC,-0.01393446306540791,0.04726296124819167,0.0020347344644166417,-0.025768638151185175,-0.0330388687290966,-0.028673441463715883,0.04469734610160981,-0.006455831643303193,,0.00015922986783933822,-0.004017009127873543,0.030487869308808316,-0.08280900754118779,-0.05357819880470845,0.05232266236473487,-0.030183783621285206,-0.02342907366980725
COL8A1,-0.025187691729432093,-0.03075318276096708,0.08263078338007292,0.023622748733597036,0.028944467605633455,0.008542811105923816,0.028222091083739295,-0.07798623766467407,-0.02392224660921645,0.08891019668232199,-0.03669540970970285,0.08375887527011935,0.050512578545255066,0.1185110126756287,0.05436640570591141,0.02591821432588991,0.0019314901462383995
GSTM2,0.007866819385392758,-0.059543231490810186,0.007791738269145499,-0.011979314279163473,0.07967925215487469,-0.001349055229346892,0.03796519506598576,-0.014674732967615631,-0.01140345856071703,0.04299416810405891,0.07816782574139558,0.04642381348087215,0.008415645380888188,0.011627614073476355,-0.02139833915672078,0.019939434867066338,0.10307513313071312
SPX,-0.009904464991896223,0.07662121310513334,-0.016527245936638797,0.00011614638380170803,0.048182490496288005,0.0046204415457439555,-0.05123090120021956,0.0052667284445981994,0.028498688046557384,0.0539705958752695,,-0.05067384359931457,,-0.023654329440600082,-0.007930457649777,-0.09338041952432449,0.012073655745429856
MFGE8,-0.086997748957952,-0.029726101669116843,0.05310209272854301,0.026480078893883836,-0.04925098499832871,0.1019320679701364,0.0355490041501023,0.014345436914140978,0.03557944913919306,-0.061294813412895104,-0.0072248462872425544,0.0629316715531384,0.04661885453843458,0.006156154778860754,-0.027670323706062545,0.3259610877077275,0.005189261646866418
TGFA,0.029561517578351047,0.0008195254501039573,0.02362374426185144,0.02920713528709059,0.07110990030835476,-0.010080184327287581,0.03427802260361629,-0.048160023059529676,0.012757614343736899,0.017664855834321258,-0.0019142320742511296,-0.001856014399380424,-0.06474854619584584,-0.014403743298370679,-0.01408340084812121,0.05372040942974779,-0.04370970403134769
SLIT2,0.06730013022354911,0.052965543673802844,0.04598889974866025,0.02505961294297299,-0.009792776771019585,0.009636530510441388,-0.04853949067615481,-0.013572580078752386,0.004800548313988121,-0.06416194034432272,-0.012503512073562028,0.08362936696275561,-0.057567215983798097,-0.004532340846068355,0.028269696732875917,0.00022317841868370146,-0.037994687598456214
PLTP,-0.04958161669332496,0.08476530050973673,0.033856463762791514,0.07317701118921188,0.08353573973195054,-0.005327803541950289,0.08563764204440567,0.04090987713992028,0.06410143975631365,0.08178477668952777,0.03934999013421129,-0.023111285811481492,0.12670189682937472,0.055927877851691815,-0.00802488875174872,0.0013328741032000802,0.03507688245014152
APOD,0.09014062726609767,0.06957105133983323,0.017979246254296102,0.021526431881341734,-0.018374258833887054,0.03483539585498203,0.0594406137777712,0.0709237722644976,-0.12273381333793734,-0.028889183345467917,0.05748320736910371,-0.0026125809276980883,0.05682885909209795,-0.07012104789985366,-0.005134245881489475,-0.17307000168407485,0.04392567223420438
B2M,0.13976462925383937,0.06713989360139916,0.23678803487674627,0.09675907655428166,0.19799051244854227,0.06166512572892564,0.15505641278718796,0.13152953188738092,0.17872145520536212,0.15340180548655968,0.06636478471349486,0.21426984077967884,-0.023575501035560872,0.22151060356261337,0.022962447609232838,0.24301519551218956,0.1379461424322044
OMG,-0.021398776499708085,0.1623728303832964,0.03966526111066374,-0.029743765632810185,-0.0321597015580929,0.007608535128927061,-0.016793308578297417,0.040625617971785266,-0.04670491109909585,0.038527133910646376,-0.021235151754908064,0.030294828811081014,-0.01678081517421348,-0.08451927753833027,-0.05503217564040736,-0.026353287147351526,0.1193156854774273
CXCL3,0.06675810716504309,-0.09583103784212317,-0.047907194225547865,-0.035199990986770215,0.020000402242026476,-0.05490604587968103,-0.01917934666034279,0.019659492997729604,0.11902574087782555,-0.006811105401409441,0.09785105056628886,0.0825923281627335,,,-0.024244103641996147,0.04361236654396233,-0.15995812980284274
CXCL10,0.08754797563299618,0.14436250985771587,0.1114581316102886,0.04185053714977155,0.2408775212341367,0.0962849466657216,0.13102581284715464,0.13073417836326878,0.22268693438313256,0.06894767923610755,0.12109163881567189,0.20796132228456457,0.14276322271813646,0.010765134144507341,-0.03266197899755601,0.2582751752285204,0.1666810230534607
RSPO3,,,-0.05499729348437076,,-0.0009310596984941082,-0.02867342378513265,-0.023986786610446665,-0.015141234239014797,-0.0034982496508563004,-0.040630204424834365,,,,,,0.02121017910474458,0.016865049957906688
CORT,-0.012411951770924355,0.01882030226245338,0.05214203541346954,-0.03057775530525733,-0.07108514140696155,0.009065802703795648,-0.041514508327965396,0.003420109451215328,-0.016370212818539072,-0.022576907013410884,,,,,,,
NCAN,0.026477325828198776,0.14264407598803255,0.11464179708447331,-0.025122776582424754,0.021487015116141425,0.06880669585770424,0.1348802754271769,-0.038516223520803264,-0.039399499922239026,-0.06119809912657587,,0.054955427984015336,-0.06282696127413082,-0.028765532288242857,-0.02478539255730849,0.0007245052777315501,0.0792400639078018
PRG4,,0.016271909930931246,0.055710625882465455,,0.01664170789690208,-0.02053006848727603,-0.020779074099916573,-0.04512612972205992,,,,,,,,-0.014760562444883439,0.07192611343698635
ZG16B,,,0.0071477917379784185,0.11016490580618436,0.09509741066999679,,0.08018827189188898,-0.012388237746454317,,,0.03425867051382113,,,-0.03308448211065991,,0.040570732761171166,-0.02212843790219433
TGM2,-0.01713036810120266,-0.06293093284612199,0.029912156619204513,0.04664637707285969,-0.003622617056095235,-0.060453877877454376,0.06655705055625212,0.04739619109867538,0.07296921590249045,-0.0007725643432548321,0.012118335743678568,0.110234452461939,-0.01242205219177553,0.08897112681181961,0.09706012892745912,0.1327573558542297,0.03150103763942939
VEGFC,-0.021165331916324335,-0.03803987259046868,0.010922500946881606,-0.01408589037341552,-0.015031537302186851,0.01628990421457398,-0.027395904570290255,0.031049912218761636,-0.005465784395231217,-0.0213772523480123,-0.005782344937134135,0.13856265750522254,-0.03103869309251449,-0.008978810688242942,0.03302526771349731,0.11371727995735931,-0.020488681690512666
WNT6,,-0.048244692595505546,-0.0035238659571328614,-0.019053434300448382,0.010381529448331551,-0.002409747843767971,0.1315321324767365,-0.03196289294724029,,,-0.0062176456354960385,,,0.17389556477258336,,0.06361417256395069,-0.037835056593698596
NRG4,,0.014085267952521402,0.02924623209422045,,-0.002132819717408939,-0.029242397790983785,-0.025881654979784043,-0.028305642779994256,0.06969055663833479,-0.023815524057937024,,,-0.018788070309140682,,-0.025678170982633936,-0.06751394423094005,-0.04332044652825865
PMCH,,,0.010334394503250412,,-0.06097082101075144,,,0.014818465047869399,,,,,,,,0.1890172594266112,-0.04756957123526177
COL9A1,0.014448551778709578,0.07981042206826862,0.03824744141681271,-0.019564707848623953,0.008782190740037032,0.0809138151995864,-0.016157868826356867,0.017887228805451308,0.022352904755000166,-0.018655739467009748,,0.08071447626508578,-0.05375045872192969,0.15265421952724134,0.01204293172142412,0.08480717902379815,0.04600089901433105
GDF11,-0.0599851544189985,0.03196895873163762,0.021333230126734475,-0.04451575297882199,-0.03063626174871016,-0.011215953727265133,0.03583732300009549,0.0023135154800668326,0.018809390228720895,0.03420291771490463,-0.05107763862423153,-0.06492807119835128,0.020361703458765784,-0.02896746827871648,0.022639421385000087,0.10167289649826314,0.10612241578589965
RAET1E,,,,,,,,,,,,,,,,-0.012757216964461521,
IL24,,,,,,,,,,,-0.02385371632669374,,,,,,-0.02022341383981216
SORBS1,0.020852862004961545,0.036094119719623764,0.06399848517020927,-0.05950501747709585,0.007698458763589502,-0.022061653419305983,0.02042164047379869,0.005436998005397471,-0.044836245384668176,0.0552335589759974,0.060538464129563624,-0.02252789024206938,-0.0005617761040318975,-0.008851843148321593,0.0032949435542093696,-0.09157412762839279,0.10634268879113333
DLL1,0.05143498132231686,0.023491180805848888,0.04000454074583985,-0.015685347192410385,0.037548264395924194,0.058129224369705565,0.07738510012111867,0.01891941084475681,0.034169040576977956,-0.057881988528801,0.009741369893864496,0.06280141125521793,-0.12796957691663913,0.004915928823415781,-0.00510114109967972,0.14960679348257305,-0.07109423821645655
TLN1,-0.011452443553887668,0.0023361193988013945,0.08876479650332243,0.04630183989191849,-0.026744963169673723,-0.0421028215119079,0.034944697419900486,0.012194531727220072,0.0733834583135692,0.11902213650629169,0.02653821669739847,0.09344459955644899,0.13479773417049518,0.06778841787304948,0.011283435992310548,0.1428482480866363,-0.07858778460519987
COL2A1,-0.04277468147290245,0.024855004744478215,0.0519812142929883,,,-0.018336465607363912,0.0011966335212960154,,,,,,,,,0.06537897452566512,-0.034582164997389225
SHH,,,,,0.0016967815872731354,0.04571332031505037,-0.015077302018488966,-0.031951971148963164,0.12935549865280238,,,0.08091393495699126,,,-0.021201584294040718,0.05359840107102453,-0.05579245714077502
PON2,-0.07473437594054512,0.13464777568422445,0.06039401420253751,-0.0967745439877962,0.009441279138163016,0.018052122591719504,0.038785947078174336,-0.05632361621545375,-0.01416254538716683,0.029794375982156358,0.04199947352397073,0.04834302313379252,-0.06896141512940009,0.03704852710294577,-0.01626689996505253,-0.09068456948105932,-0.0006519724348120584
ICAM5,,-0.004611360400098539,0.010317341488715534,-0.02452604903660562,-0.0585583496624238,0.0074248158500597045,-0.03747833038943758,-0.024749258430890167,0.04400294806653363,-0.04229892430331322,0.012383689119839027,,,,,0.020555351285210233,0.05336626038853554
