,UKF251,UKF269,UKF275,UKF313,ZH1007nec,ZH916bulk
LAMC3,0.0448123651459045,0.09673468387108361,0.003048129019063806,0.026875903727853666,-0.09529542778470602,-0.03143123092131093
CCL7,,,,,,0.008602703594587684
NGF,,,,0.056248710947309724,,0.03926650498485154
TNFSF15,,,,0.0018027680421374304,,-0.04374708499042448
HMGB1,-0.0062596676704129136,0.018103120561396825,-0.040703964875742495,0.0713430339184432,0.047921119934071395,-0.013100802497309192
ITGB3BP,0.04867769769500472,0.07577393708954773,0.005484263459628216,0.03973436699836133,-0.02407112076695944,-0.028378851046195436
AANAT,,-0.012973027472770642,-0.012373774663459475,,-0.051180988427513875,0.12168850912685292
RELN,-0.04561951299589381,0.0014418204312950072,0.015559734312237094,,,0.015592981828846351
IL15,-0.024766377554130466,0.06949135354276657,-0.00046450626688883086,0.021317965898014237,-0.058991408504971275,0.0076418481952173906
UTS2,,-0.01391382310198208,,,-0.02195615879094337,
BSG,0.003383819856225987,-0.008457487046414542,-0.0041346487315275324,-0.004172324024597785,0.032658713392663796,0.11122781069993451
ADAMTS3,0.026436823026743318,0.04092584324457638,-0.018857417262643533,-0.03692744759935697,0.02427195625585868,0.08627098026151662
CD34,-0.041452137374946046,0.04803961975077525,-0.033576973613921555,0.08264816006758666,-0.07985199903865162,-0.03517897434193833
CCL23,,-0.014761245931445196,,,,
PLAT,0.0003934475654757215,0.0385236297445218,0.0005183762756859988,0.07698978201195696,-0.0032712133805687478,0.08898018780204296
NTF3,,,,-0.0400914744796194,,
LTA,-0.014296303469953859,,-0.011917234549906614,,,
CKLF,-0.018478331688878347,0.06069927497635779,0.014119882669920376,0.06832705252937897,-0.06490318368239194,-0.00289225440487018
APELA,,,,-0.03469691393547196,,
CD24,0.029688018444323675,-0.005042566582943043,0.020945792332823763,0.04590541209791106,-0.005983068378160163,0.05754156804701155
HSP90AA1,-0.008732753163225753,-0.06573565181459057,-0.04553859677944881,-0.04113253368258941,0.09483997531706836,-0.02041734916654395
BMP4,-0.015154919727541889,0.0014565351222340732,-0.03418208942655956,0.027149627456369903,-0.038681567658173245,0.00888906348333922
SCGB3A1,,,,0.15063081403774278,-0.04233984429793474,0.019549820425082746
IGFBP4,0.04111558049558983,0.07670108040227257,-0.025374329248256625,0.024776035569733856,-0.06674874540481654,-0.049923445786953215
RSPO4,-0.02311160734668163,,-0.013860469284314211,,,0.08828601693566422
LEFTY2,-0.014471883828009654,0.08106443036486087,-0.0020933326867286477,-0.02128157816496552,0.09422135684288498,0.10612216794488309
PF4,-0.013004431076791664,,,,,0.06341683814792257
ANGPTL2,0.08666590887533175,0.03985736621653265,0.012763246502268078,-0.0035656190517708575,0.028107026655768013,0.08312858171142043
LRIG2,0.044261675379741426,0.03275575942610527,-0.04921496613107026,-0.04458566693519741,0.03722144895873018,0.045886487902624465
ICOSLG,0.057117507905073105,0.05718100294095363,0.03280830124646098,-0.004729454798195726,0.08928764085335038,0.05803439117076601
WIF1,,-0.00784313287433354,-0.010695795852029498,,,0.07410946597007916
NPPC,,-0.013089280029669267,-0.020864099259851412,,0.036700514910531515,-0.029106652049498496
LYZ,0.035822454888756024,0.01681017955403441,-0.019465641773021545,-0.013836306219205275,-0.008260326739474511,0.005633433462285853
EREG,,,,-0.024885484042384883,,-0.027447649291169437
SPTAN1,-0.00833796426829717,0.003316452911654415,0.043229117201637475,0.05927588287731987,-0.04530259147401549,-0.015965628714133435
LIPC,0.04608262241545615,0.011804064968046342,-0.003588865252598064,0.07578968150385319,-0.038134963616524534,0.04542135742110093
COL8A1,-0.05162179895157767,-0.04549761242956775,-0.034937246119361234,-0.02899738575134888,-0.10385015595967999,0.006189395527320952
GSTM2,-0.01676277074384818,-0.03131194194864931,-0.03295386067318038,-0.027929918109426324,-0.059314977270242104,0.02672383547504156
IL4,,,,,0.06084225912563511,
SPX,-0.0394978530692443,-0.04549759482441108,0.008885149416591614,,,-0.07822264423959684
MFGE8,0.01859223096951376,0.0033374169566980755,0.0010546445606413426,0.024418106152791372,0.030142957158319876,0.008818903567031116
TGFA,0.02559303060333311,-0.0090369224960089,0.055075567788409115,-0.010690296691751554,-0.0046899362231243085,0.018875902917347455
SLIT2,-0.03390864899532686,0.015307645722822888,0.00845945671146335,0.021315531483637393,-0.006162136479340215,0.05734135217981335
PLTP,0.04794702249964468,0.05635340902409529,-0.019008156264433754,0.058200865190159795,0.19727584233544246,0.09633620753347485
APOD,-0.10628448349853664,0.00032429489700476456,0.0242040485892995,0.10217472622562329,-0.03031653164568945,-0.07082183501779048
B2M,-0.11636198180927959,0.09605919624762033,0.012992492453431124,0.05474671638479324,-0.127312927142816,0.09753643752414234
OMG,-0.045220429766807686,-0.029201838547289447,-0.01994591318260159,-0.015760113774612745,-0.07657883828823614,-0.003100241615799231
CXCL3,0.02205967424694828,-0.01703296492753203,0.015466720050192518,0.005583316723954645,0.009202855871032865,-0.030732566198153368
CXCL10,0.06532785259873172,0.037424282121856965,-0.0016816487084830626,-0.02147476950553421,-0.078571536786162,0.044139921760096804
RSPO3,,0.08925731913339457,-0.02093414365040595,,,0.008377970429425827
CORT,0.0747396590875961,0.009276381353150905,0.01823733583776546,,,
NCAN,-0.022963080592096587,-0.006850681695242237,0.018239272786329315,,-0.07525389128185825,0.005224993916308039
PRG4,,-0.018453665113749105,-0.0013865811242974382,,,-0.033182935314649775
ZG16B,-0.015648719208558228,0.11183240338049746,-0.00946932467836436,0.0860321391704645,,-0.0203385186229313
TGM2,0.0335986368667975,0.06853093244327262,-0.0061719272981826815,0.007945176332756328,0.07184741210189391,-0.059711274548061584
VEGFC,0.09396410326060384,-0.008687681867731858,0.020327070436188654,0.024669020994097592,-0.041322466329696064,-0.008369448129792753
WNT6,-0.014471884207817056,0.003207508113852177,0.020495025505284693,-0.03139276880075788,-0.046225371649624154,0.02736016362739025
NRG4,,-0.005569782078668539,-0.01819210592731967,,,-0.03160452738738781
PMCH,,,-0.013860468615396864,,,-0.01417674184418379
COL9A1,-0.027018713538377034,0.03357217556575042,0.011016766883535417,,0.029022211907218206,0.010119926229746397
GDF11,0.021696173306617415,0.05879283527484398,0.0014826119372749113,0.014860412748802,0.0002078048844038747,0.02246721015620912
IL24,,,,-0.01770353645667453,,-0.035332810240507544
SORBS1,-0.03280030193384175,-0.04762052286797344,0.05975326997884172,-0.041093062529710005,-0.05161072892910722,0.0010859079924003595
DLL1,0.008357865828931908,0.0429869734418143,0.041560403402596965,0.008483419502991195,0.010553572589154521,0.11404010576600467
TLN1,0.020144367454700527,0.03780088218990516,-0.026678393502488875,0.07834637916133022,-0.07319886423186557,0.0012838163240760222
COL2A1,,-0.017032970724038768,,,,0.13033480549224213
SHH,,-0.013389984603268046,0.03857886587158493,,0.0202292282486126,-0.03846162383721692
PON2,-0.097806769661041,0.028909066974650836,0.029466048709731206,0.074541468368935,-0.11760332116832087,0.01019490498763427
ICAM5,-0.01862856512563968,-0.02155844601431647,-0.02126529542400449,-0.01675857246719033,,0.003126533699917508
HPX,,-0.02480355399952287,0.011280828213514123,-0.03327600399205907,-0.07352498692899326,0.01106189677700062
SFRP2,,0.07025432694530409,0.001975204393194872,-0.017471826719736256,-0.036453407144681295,0.02210242990672053
CFC1,,,-0.011917235270126659,,,-0.027965034001461133
CD70,,,-0.022229816387067298,-0.00026185135733951167,,-0.05552021309822906
HP,,0.0021517674494409196,-0.04606135806234883,,-0.017008555414449286,0.07764848169402322
CXCL2,0.05816263803894745,0.06092272287567721,-0.01870179195396985,0.014472708059323922,0.035318599738753335,-0.019456257068170335
NPPB,,,-0.010435215860845202,,,
CCK,-0.06156739845899632,-0.07079136819214012,-0.010647433722569086,,,-0.05896788475194802
SEMA6A,-0.037780519579993996,-0.019268381287516633,0.021476790946439277,0.014166409548221546,0.024141520012827322,0.15865927557640938
IRAK4,0.10532506411302382,0.025928382937745083,0.012970781043478131,0.01944320227663828,0.01944616522491152,-2.40406534191634e-05
GSTP1,-0.010093034746903859,0.03337895504416802,0.010606647004845517,0.05042754618838174,0.02694444706467393,0.0011889117837095115
VCAM1,-0.03890365502644706,0.05319390773483632,-0.030681046677653926,-0.004547697522874032,-0.05689635362641894,0.008281219495226083
NXPH3,-0.03400327074831372,0.019343273504426998,-0.042277478758303094,0.07041191697681824,-0.07955863410405775,0.04009691724857414
MTMR4,-0.002352811218117508,0.015191650919437014,0.03499690123198993,-0.010031708527155793,0.05456590339225425,0.06303332129728724
LAMC2,,,-0.013136772572448852,0.03541980520482399,,0.0040529015931026905
IL10,-0.02072839360352574,0.1192996738113754,-0.04107418273566442,0.01814033245688918,-0.05850107441687681,-0.010992762961769908
SEMA4D,0.021050136615538534,-0.014709038611158243,-0.024195936318757667,-0.03355040307343744,0.03178813823206512,0.013648071887294954
TRH,,-0.0021390607702646627,-0.007533586508541478,,0.09347582474419566,0.09753638994550168
SEMA6D,-0.012900533650579474,-0.005615021897638806,0.042433876992343494,-0.023856073652894213,-0.03233270189397303,0.07237949239022229
CEL,,,,,0.0014868980318369798,0.04591641519918964
PDCD1LG2,-0.03736046867909915,0.08143887999513756,0.003713401215415563,0.019021847692811674,0.027772659859261455,-0.00940136631670039
SPINT1,-0.03130450409931021,0.017298679011902234,-0.022822271657099283,-0.027849498814605623,0.006773650071394335,0.0068733223055944025
CTHRC1,0.03707259562839965,0.06627917749013766,-0.036429583441279154,-0.027490653861021497,-0.0471805058684996,0.059697938994804696
PODXL,-0.008088973495792922,0.05702533944037082,-0.021667363304377265,0.06855896793711884,-0.11461771695739531,0.11329201919121042
JAM3,-0.003413955184716693,0.031980745762662244,0.026147100956922905,0.05095714422455769,-0.035567419894509275,0.09810579496545635
TGFB2,-0.03165607986646273,0.09032734733891691,-0.02954933141537715,0.010742769228515626,-0.029804855100049217,0.02895516220045145
COL18A1,0.0729091866401386,0.04283078954266717,-0.002820816189060638,0.06791821680569066,-0.09079497458741136,0.009828201444408175
NODAL,-0.013938850853343496,0.05906186758306376,,,-0.09239559216988284,0.0038945250207605277
INHBB,0.012477206318460336,-0.025290054786520917,-0.01213438102125854,0.05251251976200176,0.13445327572135277,0.07430934518449579
LCN1,,-0.014947419809610625,,,,0.0015895023502646955
ARF4,0.05859172598729469,-0.006524805418964516,-0.00812808013652462,0.047161785908994495,-0.07844530628184404,0.02474452275458784
CXCL14,0.004787219566425676,-0.06615621190789478,-0.007067195694169429,0.035996135111053575,-0.002607540501409535,0.007994965864640543
LIF,0.054574265372744145,0.024370094275033283,-0.024585135492452025,0.06316797697422324,-0.06747060343514141,0.013763145448013337
IL17B,,0.036721440547188705,,0.0029585404433276623,-0.04807327012268783,-0.02413554125625352
MMP1,,,,-0.013701430928143356,-0.058728148677017894,-0.01582611031301909
MATN1,,-0.01567135347033329,-0.01056627398926263,-0.017703539008432485,,0.13475654316474578
ADAM28,0.01807954957290461,0.023156349007375635,0.05279716139697105,-0.012674476657702508,-0.020711628454393467,0.0986453332907227
TCN2,0.02732744848028311,0.047142718533834546,-0.0159068041951697,0.02302580248940906,-0.06622962565673597,-0.016609172995514322
THPO,,0.11101890133724848,-0.021692102339536036,,0.0537548556406562,-0.0014296065971382695
CUBN,0.0804052829151622,0.05948865942163662,0.027890666042142024,0.0582925500221475,0.1637632514090368,0.005895591814020695
TIMP3,0.030132026376223513,0.004054396202658945,-0.046409931170235896,0.026637088236079794,-0.035208750039855005,-0.00787212617698044
PIGF,0.010973746836575635,0.012235887659549288,-5.951735609078393e-05,0.11053057041931806,-0.09375437888637109,0.03078164407454234
CRH,-0.017493221066491982,-0.022985201037365115,-0.016633781708197494,,,0.0515137877542616
BDNF,-0.015648716225778667,0.014847520498035205,-0.030001582417068975,-0.02730767536381522,0.08484247806897716,0.08214076858135709
CCL5,-0.03814437459831212,0.03546217121402187,0.026221590928801535,0.09879593571127257,0.11584016952910138,0.009450077346235226
GAD1,-0.027150794990755303,-0.019945785721837788,-0.04782409116627826,0.03189838313418167,0.015073893706273135,-0.033952096835999895
COL14A1,-0.02182933238279154,0.030162107812385285,-0.02295223369430241,0.013271531099311078,-0.02041307017469282,0.03235038448524244
HLA-A,-0.07083198003055881,0.06373386346216339,-0.006176658352780132,-0.06941564911044358,-0.06909566737428266,0.12044950316519379
CD5L,-0.04120360038231724,,,,,
FGF18,,,-0.011322178858159792,-0.0183821350581956,,0.03925364438352963
ADM,0.004513482806408611,0.01995460742917703,0.003843529311800156,-0.09442050401202189,0.11156430925475719,0.01267521326849981
GNAI2,0.0010908059751756744,0.08655669394925458,-0.034994214128484205,0.027262021075223786,-0.003923748048275637,0.07180637824778001
HDC,,0.020154905550160834,,,,0.09100776374989222
COL11A1,-0.042634411744485325,-0.02717566740785336,0.04374629230713058,-0.032016731265973625,-0.05383473624692444,0.08365125318827096
NUCB2,0.022928737056549447,0.05977363440418969,0.005685646911321855,-0.011292051028313372,0.07314745005849704,0.016384881308067284
FGF16,,,,,,-0.021673165026359048
CXCL1,-0.018766042729543932,-0.005875919126870484,0.02235339852326825,0.013611518449461702,-0.034701490285820286,-0.0527099259934548
VCAN,0.01495075213155008,0.008106323642950922,-0.03032079372063293,0.01452486844869914,-0.048381282232470596,0.05893844871566066
MMP7,,-0.01091038375585387,-0.01043521580383107,-0.0043938899726778035,0.14339582928005473,0.08165119620214464
PTPN6,0.06441581108097715,0.06260057729547588,0.006138764010185564,0.0028328311353213323,0.03680797329359128,0.0682970590157576
PTGS2,-0.016747708741248382,-0.03407023526754508,-0.0064347839768356474,-0.04665032602920788,-0.03295084846786701,-0.02032411355978417
XCL1,,,-0.017139451508823494,0.07745555245524662,,0.06976383698439426
CD58,-0.013410447476961794,0.012807718647272393,0.03358900048239551,0.07651524561355325,0.14245412745754285,0.08325458545155784
TNFSF14,-0.0028329809729288557,0.027638452116807745,-0.027638140660362413,,0.057475140689683735,0.011217536961847411
CNTN4,-0.01532118401777966,-0.038740519304556374,-0.02890823515269748,,,0.01677577215183279
INSL3,,,-0.01203290135273224,,,
MFNG,0.06509375589303468,0.0056427565829925246,-0.02172904202038107,0.18461130522131033,-0.024625904999486626,0.00742721989903824
ICAM1,-0.07220700869091823,0.03378286201394085,-0.01821197474069105,-0.07753070411295183,-0.0229281020088576,0.08577674250406225
PROS1,0.04308076240462763,0.07662093930067637,-0.024999473121069617,-0.02239758442160016,0.042601716290417146,0.09521813410076369
CLCF1,0.018407869865958316,0.006579520813432488,0.011554677713743812,-0.00134871072977657,0.08200583781359812,0.08281075414886328
PSAP,-0.007595588669572309,-0.029182452002521012,-0.015473797617604038,-0.035159673342380966,-0.01343533294635938,0.08097803425353878
EFEMP1,-0.0009939312287876915,0.01331839853612921,-0.023265940469338536,0.04127105985460447,-0.01691094316995023,0.06912881247060262
C1QTNF1,0.013127180657879612,-0.023781849069552777,-0.022539321824372616,-0.08770441380247647,0.07454991061434237,0.10340161010790842
ALB,0.0259915302878097,-0.018300796057110637,0.06953247903160112,-0.016758577976758494,-0.05161336994357094,-0.031140902171659362
CCL13,,,,-0.020080859287959718,,
EFNA3,0.02731225036459744,0.005090392464596674,-0.05186019528760056,-0.0034171782236699032,-0.03336682988120214,-0.016594966621159044
DRAXIN,0.08303117731995965,0.018241913367893613,0.04490892376666221,0.023280478974795783,0.10339228606782594,0.09019541715030302
NPTX2,-0.0290398993387973,-0.02160659157468055,-0.036513368658112715,0.05481888470416985,0.17532439110113027,0.020489047660243995
FGF11,0.015450939855940841,0.019000198151565253,-0.02003659902765669,-0.016844107853861676,0.07327590789666304,0.0810977490202758
CD59,-0.04924771149290315,0.024558301925981775,-0.027065761516575526,0.02769501682959471,-0.190596883398825,-0.005137707103079382
COL9A2,0.010858316622162745,-0.06602909723522674,0.016091612464564628,0.03473873164453294,-0.07334491170293737,0.03866479109421549
DLL3,0.020036692494818552,0.05665506667985853,0.0031394532502624934,-0.021474770891452825,0.0019231736851397158,0.022910222533198694
FGF5,,-0.014572820876789043,,-0.040431508640754836,,0.020567625051860897
LIN7C,0.008291516162905868,-0.04193328304341993,0.019305493645614964,-0.06547110456110279,0.0825981394222797,-0.0013348610770068027
GDF7,-0.01644072068855636,-0.026068395110846687,0.010627820230727426,,,-0.03362221492094544
PSPN,0.058663907718349326,-0.027054137753694602,0.02039669839084286,-0.032607594897661324,-0.002311538025788107,0.025170993846385863
ANGPT1,0.008573305668138916,0.021751781877834556,0.035939504601070274,0.0388148396224898,-0.069017577859202,0.011733757589725754
PNOC,0.0032697956198358045,-0.03403138654103869,-0.008236640880978282,0.07347161795374242,,0.024358739728645336
L1CAM,0.004082944250936777,-0.04545946138628784,-0.02471219502484204,-0.02633261658422067,-0.01165262521630382,0.016963349015190893
APOA1,-0.008145885175134067,0.0815345184438334,-0.01566893077901756,0.0331955901972314,-0.017648403811466932,0.002533921086465197
PSEN1,0.016335058316467612,0.0043021195591922395,-0.0018654410976733256,0.0150904410715543,-0.027008584716236215,0.02724277440302973
CALM2,-0.015156064558064493,-0.045360582122518055,-0.03426731026299677,0.036982841924056806,-0.06384333910207546,-0.08300955010243213
CLEC2B,0.039711958864945655,0.0794220877258658,-0.013173921452728193,0.019703746282053788,0.03339253994731876,0.024452507385427584
NTNG1,0.002331433590250883,0.03656128644889071,-0.02799786248802225,0.08541324966767702,0.03977690082109698,0.06585206216473936
LRIG1,-0.06542771739668919,-0.01207527624491431,-0.007462518642773949,-0.025336072974863084,-0.07190808938363702,0.0038757411488851094
CPAMD8,,-0.013183077643428937,-0.013347265826676195,,,-0.023840670351786712
GHRL,0.010018148784711042,-0.028035673878827348,-0.023402492018612893,,-0.05246985538313959,0.003730203796655019
NPY,0.04844344798449837,0.005846331971332305,0.0363888327217848,,0.03542383385946743,0.00040416863974732786
MMP2,-0.007588959534797515,0.03792532848150191,0.05217455155385481,-0.06913266324702633,-0.005117410459735911,0.09265509878157407
PPY,,,-0.00975467986994994,-0.015500937324633845,,0.05539309716913515
ALKAL2,-0.013196372004373791,-0.014947417387064132,0.03744460694330786,-0.0395199722179843,-0.047156494898546016,-0.03494708480394198
CSF1,-0.014235752101906836,0.019090552148768324,-0.014268425795603225,0.032316151750146425,0.04969629162956124,0.09495962772564398
SEMA4C,0.0058652349381742115,-0.04338093586343411,-0.016815204781132225,0.0003586594320703182,-0.003512400057315342,-0.0010175865397247504
ICAM2,-0.016337583353728397,0.05077771518647591,-0.04040947535252329,0.020910560754078808,-0.06362291821681766,-0.025441102847872446
SYTL3,0.020565980043001583,-0.0038341548071000437,-0.012339402690729046,-0.04402587798044273,-0.0015209042169109885,-0.024566172316312543
IL1A,0.036867982782031516,0.042046031763505,-0.010596342537144254,,0.08299902601255861,-0.011534371901910536
HLA-G,,,,,0.07272114049008384,
PGF,-0.03372996851077065,0.050149189581912036,0.008325153030651719,0.10216251880195791,-0.0848027382387201,0.03310648378666351
LGALS8,-0.04659089371821809,0.01575239182125411,-0.02981817710025869,-0.06115018766202204,0.07794887920191919,-0.01528809221868763
DKK3,-0.06262644151287158,-0.03319289404805317,0.007233173417072735,0.0083699132049236,-0.03107882280984758,-0.04517424157845945
COL16A1,-0.024302792747995138,-0.01191926150757198,0.02585037402002032,0.07330795910299984,-0.025476189508186826,0.05526748807622529
TPH1,,-0.015671353322402312,-0.022560527626787365,,-0.05373581143721416,0.0910678550700191
TNC,0.01668082703394061,0.02772649412043839,0.04241240935817359,-0.05444563631990631,0.051171017249447746,0.058870894251396313
TNFSF9,-0.02206734243358288,0.010317070029752585,-0.030664188299518884,0.017375362072570715,,0.04768586114306011
C4A,-0.013004433103010317,,-0.011563683703707705,-0.018382145033660906,-0.048526518973045746,
CNTN2,0.01453140080799044,-0.024406585991708824,-0.029175134673548413,-0.019463758948489087,-0.04349029176121606,-0.033395389679692335
F7,,-0.013183069980983219,,-0.01675858032840509,,0.07748525199218038
LUM,-0.019173060388315687,0.054072119444985314,0.001421502035231921,-0.0945730805987653,-0.10976489902345246,-0.0313852640319148
BTC,-0.02034962809747893,,,,,0.02368067054426739
APOC1,0.07273529580505984,0.11200333679390734,0.019083722372675235,0.011525911526874537,0.023037787004039627,0.02386238611103373
PKM,-0.016235420718837025,-0.01819895901880027,0.007155216911680149,-0.004517368015954054,0.0711420079702425,0.06146942636729294
TNF,-0.02887524953818175,-0.01934779100266746,0.019481447488742778,-0.02385607559105312,0.03290482722140955,-0.022935023671524966
GNAS,0.03369516145317655,-0.008059031384701347,0.03389310012205122,-0.041993272399600316,0.16216818237977054,0.02941532563133727
BMP8B,-0.036024294547948164,-0.019699673362752263,0.06096697841054384,-0.03905831700478237,-0.029912770274673563,0.06279367216743119
LIPH,,,0.020158999176707763,,0.06495832132023627,0.04794399812568171
CCL28,,,-0.014356641081029008,,-0.037581754613333705,0.08278287483994311
PTPN11,0.0209154287968584,0.008404700432214066,0.05732044554416258,0.004304377961865718,0.0313667537023498,-0.07079788798973073
ADAM12,-0.01548576654178428,0.09821360943059182,0.0379347300544636,0.04399369651293321,-0.05042704368152411,0.030395689501738463
EPO,,,-0.009754680295743643,-0.015237547906216717,,
EDN3,-0.024156714300851354,0.010393542853113027,-0.015119273359157753,,,0.04467411892568943
CCL22,0.14062498200557472,,-0.01964126002625428,,,
CCL2,0.021141787239745132,0.023861972085383168,0.01696959103837636,-0.00856654761623495,-0.013856739987884753,0.021722303086398637
DSCAM,-0.002161034930222612,0.01579837007798208,0.06499652267490795,0.04785471818976291,-0.04428671224693342,0.11820724798989184
ANG,0.09055764318805729,0.017161816740472353,-0.0023572495997934567,-0.03481886432467826,0.011204760819467665,0.012830890677568076
FBLN2,-0.007924649028849227,0.03610450795640961,-0.034133494959703206,0.021696432122166254,0.001266210617222664,-0.016935513523044197
VTN,,-0.004123385749130943,-0.016025844255019416,,-0.035877713643721505,0.03154630450166602
VEGFA,-0.0073175059520869295,0.034551865661182984,0.022442223069333536,-0.08154602474277274,0.0805479566116403,0.04635044758554177
F10,0.13732240141112032,0.10101644379100969,-0.010695796111893259,0.05022103144942127,,-0.030195121933362584
SERPINA1,0.03051792924331177,0.08789522796215547,-0.008973539652325772,0.021059171959124268,-0.027914674830169687,-0.009044999424850935
VWF,0.029500260369236916,0.040951734175085866,-0.01327036124840931,0.08300845689600733,-0.106632854951176,-0.052702017331901926
GDNF,,,,-0.007248702315378291,,
VASP,0.008670505305593094,0.07553071233375752,0.008103541635338782,0.01934261914584415,0.01698211148724613,0.018411829204909573
ADAM15,0.058599008027972126,0.06725509981673723,0.050630974877091055,0.03755014693730791,0.00033495354944902353,0.014924621718237097
WNT2,,-0.03383892666640931,,,-0.01900260499220497,0.02480025515060905
CALCB,0.07084631727430794,-0.014572820718421458,,,,0.00971063077556235
OLFM2,0.04496375158215464,0.004622926308297274,-0.04423054670725177,0.05572199895558585,0.061946406702140695,0.021552885448409144
MFAP2,0.0038000412038134254,0.10591195925319619,-0.025617656257619532,0.11275913496315233,-0.09594525175472433,-0.0050378795939644595
HLA-C,-0.08353775034898538,0.056551757929708325,0.004478467662736075,0.039200423615797106,-0.06188328202852229,0.056845602146311285
THBS1,-0.02693612153865264,0.10281136350999195,0.000863831412763649,0.06807762141351847,-0.08785463615398277,0.04966520016033772
HSPA4,0.04857536116590191,-0.028025465218640407,-0.026589261077417815,0.07234709922060903,0.029975042352163698,0.036612812602778495
LMAN1,-0.0290673959005626,0.011597700906900318,-0.047015324279705444,-0.006358825273367467,-0.05190670834449786,0.049541908411461534
LYPD3,-0.015154922636397443,0.04522123188543173,-0.01365733703032853,-0.012747063074127166,-0.045754378451009374,0.014118112423034691
APOE,0.009525779942535775,0.01730379752871687,0.03493546136535574,0.02443486247399062,0.09640635976394779,0.04723297734806825
SOSTDC1,,-0.040392203159378796,-0.023593338378637554,,,-0.023139839977239125
ANXA1,0.003203781629660227,0.056516403937186745,0.033074378455369716,-0.031697036261398734,0.00168905720115047,-0.015195222826595528
WNT2B,-0.021346273791294564,0.002285969254211151,-0.0348579574947081,-0.026201847104046192,-0.05163464956855968,-0.04986585364947438
AMH,-0.020349630238174057,0.024752902918914865,0.0633055692854757,-0.027176542642456364,,0.005508313636811613
GDF10,-0.017049535856394984,-0.023481844698617412,-0.013136771869344676,,-0.047925911227907785,0.044811459145628334
