,UKF243,UKF260,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.029691615564403383,
BMP1,-0.021520212539378858,0.05942536199152364,0.054628205965983626,0.08086605091542574,0.0640895770009629
NDP,0.03655701795437621,0.03004263486600121,-0.02560202828777412,0.047165662023942775,-0.03296680952408523
TNFSF18,0.05210462952654067,,,-0.016391758290691807,-0.02430873417830757
RTN4,-0.038977320235243286,-0.003878723589009284,-0.04344153962917503,-0.009494532774727487,-0.040955641650975746
HEBP1,-0.03166090769004554,0.0047642143484997335,0.007349495512765093,0.07299751463215337,0.026659507871294296
WNT7B,0.0657212592445682,-0.053063231612604685,-0.021792635990184835,0.03872467700278674,0.08884878980524137
PTMA,0.021729885004583904,0.04529166874807382,0.03757573637323121,0.00969162791574536,0.08366195404659614
FASLG,,,,0.1062603727811689,
CEACAM1,,0.08613941224797352,-0.014464089452255467,-0.035829469069946614,
PDAP1,-0.01858389686721594,0.0451847089486212,0.027787283500900675,-0.04061864973942585,0.0029585852067719447
QDPR,0.018628936642769066,-0.050392161836697674,-0.010922620675603345,-0.02299815468741141,-0.09330103359679384
POMC,-0.0316970262331563,0.020606735832267097,-0.02366135025964456,-0.04624341319715724,0.02440828994142528
CCL18,0.09738036782994607,,-0.018079326516260017,,
CCL17,,,,0.14273330395165912,
VEGFD,0.06220711859693903,-0.014138102775176672,,,
TNFSF13,,,0.029748157884829502,0.07586181586531508,-0.007710069168296941
WNT5A,0.002017799743389677,-0.05829095741901952,-0.0001526743971781738,0.029705932611156026,0.1368620462279181
CXCL8,0.0009571244520458429,0.1318190819147895,0.04465370353005218,0.008464408941907546,0.11168530652689802
GRN,0.02308648966410764,0.013782819334434874,0.06357443907952377,0.06740064928293388,0.025627292482799637
MIA,-0.06739433320592152,0.026425082742786158,0.03262294501078748,0.037434144257700884,-0.03614958586921755
COL4A4,-0.0359070907551126,-0.07129045045593972,0.08377934703366254,-0.01082272104658495,0.057542133469852465
TAC1,0.03390258907788067,-0.005808633884868699,-0.024954674870993766,0.06385508196136772,-0.01563287693711006
RARRES2,-0.08239196557833155,0.06771601075894565,0.02231280481082488,0.014856156654765315,0.04172564737727717
FGF7,0.0033156878376956237,0.02780642870344656,-0.006888460849042729,0.0268031904192908,-0.02797807472723413
HBEGF,-0.05067692020214079,0.12738198705314938,0.0013741210475800183,0.030942249547889707,0.06957979877499203
CSF3,-0.03590706232736159,0.040140669657689636,-0.02073624800513066,0.04535320304023977,-0.03108917343431642
PI3,-0.04253726982320223,0.1908011437690488,0.053377540244101976,-0.03764814680613511,0.06515599688429377
PCSK1N,0.035631282803109454,-0.08341834225268761,-0.010573363085178804,0.05533824822084065,-0.09192094415001772
NTS,,0.07187112412064185,0.01145367978075682,0.05791998124651847,
SFRP1,0.010768969062690854,0.0760633761167023,-0.042882820246957554,-0.03554559607243634,0.027762304006766287
CXCL13,,-0.015984170711172353,0.09377576422093954,,-0.02521754277505676
