,UKF248,UKF259,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.04300565658941076,
BMP1,0.17767284678065107,0.10332097737678154,0.23321419835928223,0.04408406408706936,0.03987247915952656,0.02804704188446327,0.1898745088678695,0.05928986210715297
NDP,-0.012042337675279548,-0.007210523766883067,0.13989339486571056,-0.04274758635840721,0.08690501300705147,-0.08565796227585083,-0.02030977180895538,-0.01276606235361112
TNFSF18,0.02930797321762424,,,,,,0.05463384078679701,0.007990886255270774
RTN4,-0.05120110935503409,-0.0259566582435195,-0.1650879483021268,-0.0530798806660142,-0.05490825423097447,-0.00889040504251243,-0.017328402627793227,-0.06459839172550756
HEBP1,-0.010679547041892341,0.010758388756616869,-0.026596077744831137,0.01555825808475594,0.11246907865983018,0.04475477002051328,0.047954571022775935,0.008519210779286477
WNT7B,0.02496948022636668,0.017543592291096973,0.05010620388700003,-0.011400291103601875,0.023218389263578873,-0.025860407247953292,0.036613292580144514,-0.0009731756511545775
PTMA,0.0643145731667977,0.03463629998606375,0.289322179414121,-0.03306117694735866,-0.056152450784710706,-0.009886170306761265,0.12804403548993046,0.0561898173681495
FASLG,,,,,,,-0.025275108626653966,
CEACAM1,0.03358205529882151,-0.030168331234951683,,0.036053630476893375,0.01578590939849286,-0.017163928396483053,0.09929640521522612,
PDAP1,0.03874795089537391,-0.09474327297206359,0.22263688896892012,-0.017863080461420038,-0.035468073754752485,0.04601708847120093,-0.056926160517899733,-0.040001814662581
QDPR,-0.11054660313072531,-0.0004369480898930426,0.15515682856463092,0.04883991853404449,0.07403516735350038,0.028292473794572264,-0.015609369122664243,-0.02109770347819114
POMC,0.11291089812871358,-0.01776843453596061,0.053456244267744375,0.007565904875576384,0.0626397846573978,0.02412624759309384,0.06276652349638255,0.008137105465574846
CCL18,-0.034899750099546545,,0.14671146847629063,0.006457793231848173,-0.008670607557079886,0.004560987228831523,,
CCL17,,-0.017485937918412735,,-0.026495364715022226,-0.008018547006915427,,-0.02290904707949266,
VEGFD,0.07430867423721405,0.03870345666367828,0.04564881841377866,,0.0026894690224242264,,,
TNFSF13,-0.02633647971459241,-0.012061408629274633,,0.11477397989463989,0.023602869342833264,-0.0002574041128351613,0.04205409398875263,0.03569025682677645
