,UKF259,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
HMGB1,0.006395326015798772,0.0016312127853420205,-0.004253118006331667,-0.021685009788739204,0.08083381463058603,-0.023804385181301835,-0.01868556328837197,-0.036401707345737735,0.050873789039985344,0.03315481918508715
ITGB3BP,0.004870702006341304,-0.0063394116552418,0.00041746427636992297,-0.045888628491972186,0.07793823942463568,0.01900544214810354,-0.028747683178978425,0.045295636716031484,-0.05079033004885294,0.07455427004954031
AANAT,-0.011927900736234166,-0.014341209386289931,0.0008793089279816038,0.015883415501290313,-0.03635395434325064,-0.023080456768380875,-0.029312872871063905,-0.03947278442201231,-0.01898300136873694,
RELN,0.06586944496928467,-0.004252353412032173,0.04745857901847347,-0.03680860895013506,0.0031614565514726752,-0.025552057798525377,,-0.04936315083886821,-0.02566154564280824,0.011144802143982337
IL15,0.007055065743465815,-0.023215808857090126,-0.03475495098093859,0.030110879877314686,0.01701392577256335,0.04279806513400565,0.008715861137176279,0.003778829124163435,0.08597985906738012,
UTS2,,,0.03471405562184398,,,,,,,
BSG,0.013767267422491215,-0.0182352981596455,0.0396684658019274,-0.04865392978330369,0.03239311299130768,0.02199074423857919,-0.04762449094714594,0.048681191815275686,-0.05674032365067391,0.08905198494287571
ADAMTS3,-0.03552109678256501,0.04464247513477781,-0.0516268000583606,0.006907500563844771,0.037548262509304,0.023546143727067915,-0.03509918108894117,-0.052181311234002326,0.006837069195471186,
CD34,0.01376344309072636,0.011599106413371287,0.02308820496416076,0.08242763723269612,-0.017391569844132853,-0.021470476990731468,-0.03020902059138254,-0.04748856406089044,-0.07052616176974409,0.061394748049692124
CCL23,,,-0.022001072164788523,,,,,,,
PLAT,-0.016746670389113184,0.02196084975409566,-0.0014848252271425799,-0.02436639877257553,0.004831423751829992,-0.005597406008450319,0.042688541777656366,0.08478132706890369,-0.10123283081555227,0.056001389334264046
LTA,0.06179000149571267,,,-0.01610160040409099,,-0.005821750434967734,,,,
CKLF,-0.02334864772970509,-0.019886102705662614,-0.015810055359837465,0.006100757312204599,-0.029786960690290833,0.05833838680898995,0.06190102412201757,-0.015505603090786704,-0.0013842233519579153,0.011395784683351387
CD24,-0.00037880672922031806,0.0020916232116899003,-0.01950918847268242,0.04635708322078578,0.024490024409470502,0.01806139555259392,0.04965955399604987,0.004596194308639159,0.053777341437010955,0.07134357484671479
HSP90AA1,-0.01799612564797113,0.1140843545432819,0.07104066066608837,0.048548816610763317,-0.06975363679980502,-0.011342657592911268,-0.02332553474599579,-0.007829248274783167,-0.015676793843539212,0.03374763660360726
BMP4,-0.001475122846102222,-0.027831433470735415,-0.038886890067500714,-0.033679297358686154,-0.0369743026602848,0.019094156654206156,0.04839894073338968,-0.027864600469238335,-0.05264409119506896,
SCGB3A1,,-0.01707860996247521,,,-0.034610436594643426,-0.014936865259309606,,,-0.008092497169543618,
IGFBP4,-0.018215555025631366,0.025887201114306355,-0.04144448042142589,0.0846211943722013,0.05473906288333798,0.029127868326381756,-0.0625360852983149,0.031018005548147664,-0.059436883198712376,0.049074314798893584
RSPO4,0.002023250990833587,0.09369489020956823,,-0.018727141510439884,,-0.02969357456832987,,,-0.023936812792154368,
LEFTY2,-0.016315248328590798,0.0532940696496253,-0.0913245072019077,-0.022052513071033696,0.09223081563181067,0.02555873969422587,-0.037459367268141204,-0.02741339727199622,0.03973602343033613,
PF4,-0.010271118084470498,,,,,,,,-0.018751059917200767,
ANGPTL2,0.033012664530682356,0.024442227893970228,0.01600562140068323,-0.002763869523926332,0.029625420377614637,-0.01592460649885465,-0.020321766532003883,-0.054787465084266254,0.02361229070350576,-0.07181467475065031
LRIG2,-0.0019289891997483725,0.0030335272351255205,0.005531563191891158,-0.005888655844693331,0.028900514181090436,0.0069411678158516074,0.03078236544353145,0.020751066207999377,-0.1055535061518831,0.04396807716783717
ICOSLG,0.022440181000504707,-0.02814734733344229,-0.02641801536593176,-0.007866524157665178,-0.025351611208009682,0.02620648001796697,0.021758718283270848,0.0363134626227859,0.035562091180116905,-0.025135946110719006
WIF1,,-0.02344562374842255,0.08198521207468483,-0.014451291538477143,0.0792204730275068,-0.01767907685446458,,,-0.034407794319013564,0.02850150720127597
NPPC,-0.015933037072730336,-0.02280718617684877,0.028223909875083553,-0.028189878085100754,-0.02896573160047538,0.006470289542412572,-0.035099113678862086,0.07286503700845044,-0.04506312823544047,-0.027972325724782896
LYZ,0.026970518744333503,-0.022290293046339584,0.05806437269020189,0.0031111572208774615,0.05945221536597949,-0.021050598613624218,0.00036836791311526957,-0.042091954582526764,-0.05858902649426818,-0.07683732093210473
EREG,,0.04085543905892648,,,-0.039778452056876155,,,,0.12172671122615462,
SPTAN1,-0.05697554971060186,0.017828428832047726,0.018750133805746274,0.004021267334087249,-0.004148694969690238,-0.007620130430291128,-0.061472411758566395,0.029864628148605032,-0.0680298199403856,-0.12027389323262454
LIPC,0.07597837734849616,0.0005227610163762438,-0.04281981191734733,-0.0012569704346010637,-0.06287732940367749,0.06320456373604678,-0.025398972146362428,0.03404928735934583,-0.02924115552182294,
COL8A1,0.044124882819606547,-0.08381718303578861,-0.03467691145427848,-0.07554421030903434,0.006246960072385702,0.04594851041020279,-0.032467750728242095,0.04860870117479606,-0.0588887471575084,
GSTM2,0.011764774875948283,0.08597590268895185,-0.01468414295807392,-0.031768088293237566,0.0027440823128177206,0.07778574258732888,0.05710375304082382,0.029976271884726104,0.06799116893355064,
SPX,0.031669084706828145,0.04948105805709531,0.06708641519060596,-0.018564820622965276,-0.08479122707181214,-0.03684500748037018,0.02011185205537596,0.03558904163526864,-0.07159723125356895,0.008273742623331566
MFGE8,0.017482889664005814,0.01016049013076371,-0.014684971486171474,0.008937947330792525,0.02375904709259482,-0.01093046656819741,0.0047417726306254165,0.003497484733148408,-0.05840483858407453,-0.05332622842483284
TGFA,0.01191490505632608,-0.008240373276415861,0.06437942730953232,-0.0656087992278687,0.04480184711978664,0.05082018721561139,0.03529017680141974,0.0570199632951042,-0.0006720250950443685,0.06678335326056038
SLIT2,0.00221709330207283,-0.00862838389430737,0.008885442766392805,-0.00675577433795683,-0.0459712757550161,0.0012698315873631337,-0.021585145099278464,0.013458189986733432,0.0038062086189901184,0.025589808196876587
PLTP,-0.056456988820310236,-0.01737285169020806,-0.03933603482320587,0.052819673294149806,0.09800674552003968,0.03238624852520466,-0.09459934443563489,0.033298551352036077,0.017219934929441672,-0.0008382388964083078
APOD,0.04282752631831487,-0.021085493207418583,-0.0023633512487905802,0.05514187817444309,-0.04887751084815599,0.0018149432987762217,0.02389427265245594,0.028345798927639467,0.08904971673790799,0.042949056110904674
B2M,0.05451173620184156,-0.03277424165422897,-0.04438286261856979,0.11441691966680054,0.06305249213689802,0.031103185030869833,-0.0105774018170429,-0.006875563309380205,0.14342176606097734,0.060922672747076634
OMG,0.02002409520205733,0.019735033210157224,-0.01734928440088018,0.03421594213390888,-0.041880405624098845,0.008731371115083507,0.027311716985799553,-0.005271777725369983,0.1311684277959815,-0.02885487439093035
CXCL3,-0.004266106485117557,0.00713349565588429,-0.010139495287281997,-0.001955485490579823,0.05459592549610072,0.02785985430113274,,0.04741189407202433,-0.07734632838288727,
CXCL10,0.026650874571082526,0.05100531872461828,-0.00332715487665553,0.07788906910953072,-0.022378129337040233,-0.01063532833275241,0.014350175759779727,-0.03744815655774368,-0.01643861316553235,
RSPO3,0.012390270030778314,0.0945937518046325,0.04244956605761318,-0.028284516382478746,-0.008230598874029502,0.04847964719502293,,,0.0072100143292140465,-0.039642487202982205
CORT,-0.015178112571516342,-0.023161263123714755,-0.008492307766055716,0.036971853797598736,-0.024900230217343677,-0.04273846181624092,,,,-0.04233175548174137
NCAN,-0.037324242656706134,0.07267393364393401,0.028470548792586117,-0.0500598383132374,0.012682147682050098,0.04734975674685469,0.025330886510607036,0.07296880247213479,-0.047338540410434345,0.08921388511851043
PRG4,-0.0117723227663721,-0.013664044643449696,-0.02750448165134561,0.05791518554639445,,0.016587696081872914,,,-0.026098920811646942,
ZG16B,-0.013663220322400983,,-0.0024163107176445727,-0.012794183199894745,,,-0.032586100936677305,,-0.015996577214546313,
TGM2,0.021173787506697385,-0.03662069437416826,-0.018207949444807345,0.028985160631182037,-0.02120631512326326,0.0031046320352078926,-0.019416442926993016,-0.028193073053246115,0.012717760423566244,0.047513299820975075
VEGFC,-0.0073818210648592805,-0.02103349253298364,0.04281244775355996,-0.03445157881001471,0.10532345471367158,-0.019221736198216557,0.11179443881119595,-0.03666437630012046,-0.03793458160854147,
WNT6,-0.01628263822388923,0.05739130530272085,-0.027047056148070747,-0.009070974500925071,,-0.016775760715205375,-0.030989385816508685,,-0.01652926358210345,
NRG4,-0.014327455341858308,0.00031030713352737726,-0.03425857673325232,0.02076369095585626,0.018288145363759934,-0.022424397283251754,,-0.029440964589014646,-0.024857477186739568,
PMCH,0.04012988892220363,,,-0.01872714060665304,,,,,0.03612075622819661,
COL9A1,0.023391549806170735,-0.04765080874547163,0.019773517774289758,-0.025477878591930906,-0.024321154533034097,-0.025552067599363893,0.004147214355579224,0.05578334538051607,0.008745113346452187,-0.024319972391665487
GDF11,0.019602312880022697,-0.042561604913085346,0.0014471961868175933,-0.021396264839141525,-0.00487694382007991,0.0381788891467968,-0.030357890655441786,-0.07536972569257737,0.03903503006101724,0.06465669710339826
IL24,,,,,,,,,0.008397188607141459,
SORBS1,-0.081639684684421,0.016593070126075585,-0.006457063706577261,-0.011765497320177813,-0.012264433748566488,0.026865334086643024,-0.015094577934248812,-0.02784752850314794,0.003813642835145226,0.03356906142876321
DLL1,-0.06889554762750921,-0.030135714291186163,0.015164310033182849,0.03909705226831046,0.00737446865085094,-0.021615085876704646,0.020739288539389833,0.0530898754444281,-0.03569987907324366,0.10367266829021728
TLN1,0.017883130019608756,-0.08042496077140278,-0.06630116672028155,-0.01906799690036462,-0.029647730476722034,0.039216830179900755,0.028323155892911223,0.05016494501163061,-0.013481802299441997,0.07370550241534143
COL2A1,,-0.012204064726690245,-0.025386991031834796,,,0.026393832273939755,,,-0.022395252732986495,
SHH,0.08059894800602065,-0.030938129785944974,-0.019957259631746094,-0.002935596340833845,,-0.014936863953734595,,-0.05974819395507298,-0.04529307887426522,
PON2,-0.020596321654050447,-0.023199894321235672,-0.03814564887180893,-0.03887793263759558,0.07520159506348216,-0.0046937652653565465,0.08532803877197054,-0.05652105347431996,-0.025384377150112786,0.010579505283774738
ICAM5,-0.019066585094772645,0.08162912750546476,0.053361148294292844,0.011909915042245228,-0.06331488901178489,-0.017865852994713594,,,-0.012006248196647916,0.12346094492007838
HPX,-0.0198399509123255,0.018396842996726396,-0.014453229716370895,0.030822685578336288,,0.01829492886894122,-0.03989037254412088,0.025377712232907444,-0.039669653374732126,
SFRP2,0.027593489377061745,,-0.020261178640190353,0.07338656491402068,0.06912011617880902,-0.029302304531812595,0.0033082611643940924,0.025997227873938024,0.07316292992254166,-0.013925673047797314
CFC1,,,,-0.01610160137719388,-0.0408605970176613,,,,-0.021994956171852802,
CD70,-0.023681268424877833,,,-0.020880757757454807,,,,,0.00428691794424944,
HP,-0.013142498820490012,-0.029233633588342373,-0.020999801790787746,0.08069588569717967,0.07658551037774226,0.043031327993720676,0.054249126962092206,-0.03770629534575487,0.05375133440478907,
CXCL2,-0.038595673240148516,-0.021554793843751873,0.005194107033198735,0.015252016879124655,0.043849674199811436,-0.006618387559417406,,0.032027430542957654,-0.04362619938884803,-0.02054330535363854
NPPB,0.03817561668642826,,,-0.014099216996872695,,-0.01922173759626855,,,,
CCK,0.017773290847350267,0.08610418973893615,0.054728929759468574,-0.014223463653993063,-0.02727429327933812,-0.0006379699643568855,-0.04055743028609812,-0.0056940692565555645,0.10271825026720656,-0.06404281692394827
SEMA6A,-0.026066622165244746,0.020474837727941567,-0.018507218285102444,0.0036918262653501395,0.01573261736631562,0.023265414212502118,0.06518860816492918,-0.015421449832275334,-0.05878567308342475,0.0935337048428087
IRAK4,-0.04356072736578355,-0.049677743891773866,-0.03069939593500423,0.014545053222784538,-0.014196042386568419,0.07649397971638648,-0.0436945774439277,0.0836749188465353,0.03287600038028175,-0.05199381628997715
GSTP1,0.008611085324325765,-0.010979114240509971,0.004031010079424072,-0.010670872661712611,-0.0014422042530451685,0.026229119327907422,0.02602643834519753,0.006574015427520602,-0.012328940153007218,0.03617036801306378
VCAM1,0.031049212639584385,0.0032482610193113617,-0.04418560506876838,0.053071997896626914,-0.00240692137424011,-0.01756507333795722,0.041798281148881435,-0.026692320660099546,-0.0685438041465098,0.05981654925279268
NXPH3,-0.03946894355793445,0.04036140372190736,0.004663730655075233,0.02530966680955336,-0.01694551209457414,0.05691184582970932,-0.03014036615086584,-0.052550573779733316,0.061211523121920505,-0.005257809635852323
MTMR4,0.013689919071203002,-0.04214555902543898,-0.03520920385544926,-0.01461225921191634,0.0344622022760998,0.011749017768460046,-0.013921104978820445,-0.021881607250422264,-0.07913192425058613,0.08983059039784014
LAMC2,0.017719024600021553,,,0.04489271114873832,,,,0.02683383184788426,0.05893251206087299,
IL10,-0.030719778696718485,0.012969917261353943,0.012185413441295109,0.06309690634648428,0.07160473034806795,-0.01720618791568271,0.1692241560135835,-0.009283263984547345,-0.041639962641490856,
SEMA4D,0.026853604543478397,0.004785279783217767,0.04864254449428572,0.021229820496890064,-0.013308970550789608,0.060285310574837075,0.03623578530600651,0.023296376350346572,0.12653345623758427,0.11731502702970588
TRH,-0.019021806566754805,0.13698104493856303,-0.03657487183644873,0.0670126821513663,0.008756051532582763,0.02711065190863914,,-0.028828663387782276,-0.025320829588889284,
SEMA6D,-0.012488263751868567,0.08747562076332151,-0.023565506109275658,-0.0450837327572226,-0.09124140847228406,0.05157529283601527,0.09891784079834301,-0.025163258789058087,-0.06626199110815863,0.016959549626972097
CEL,,-0.023693936332493448,,,,,-0.02793786914473776,0.02058275928055943,-0.025573232860295107,
PDCD1LG2,0.05294459260627031,0.016859338099452937,-6.145443599252791e-05,0.016543984511092336,-0.03896251887856581,0.1116642703808763,0.03376527817104891,-0.026598745076199033,0.10173850481927041,
SPINT1,-0.03408996001819017,0.02671464979147724,-0.03450267715391256,0.032137181109064925,0.007123059106901496,0.05763542905028549,0.05441450155112341,0.036703531643785876,0.07248270967148959,
CTHRC1,-0.01442710449992001,-0.050655786722158015,-0.006754542512402671,0.025721005830796624,0.03243177570934589,-0.016767145138978583,-0.03610286433925783,-0.07077394811605267,0.04495468052703094,0.02800017393908749
PODXL,-0.03214319312930772,-0.07906166266790546,-0.03825068693959711,0.009612584199612414,-0.012342676977347424,0.005405060821190562,0.029029130823771527,0.023787858009804815,-0.006494089253254399,-0.01471888360080497
JAM3,-0.03515392279980039,0.04145115645678774,-0.028705701669560574,-0.026878639939190648,-0.031463211292562146,0.0367853774606976,0.01856638286866433,0.010261414494821965,0.02985451380820271,-0.0025089374107704976
TGFB2,0.09939994493155653,0.019634430238276587,-0.0340842116965725,0.006332509293448288,0.05778477748345108,0.03528977358445381,-0.0003572883696229666,-0.002507668196684774,-0.12022612062796753,0.18504662135528593
COL18A1,-0.043591316828992276,0.02905886295863886,-0.015048965384895613,-0.012325479448363144,0.07736421581227369,0.045795441170609394,-0.03975822354579443,-0.03313825002071387,0.01164057611931498,0.045982605964300864
NODAL,0.03984031022902413,-0.0042135575517433885,-0.02277623730311531,,,-0.0008571396186280997,-0.03413062775478617,-0.01771108093473075,-0.009482301404351787,
INHBB,-0.012242205143079624,0.032706019011420694,-0.017335545908939175,-0.01180358905775039,-0.022103096215214092,0.0024635782763813307,-0.034880664880540896,0.043298358562592745,-0.08783860184367791,0.031984600119301314
LCN1,,,-0.022278557205532307,,,,,,0.04415205418547687,
ARF4,0.04072364586683128,0.010121801470933766,0.05621214758451832,0.007396385240691509,0.05669644563309823,0.045558180164850505,0.08605894904139041,-0.025501433616369862,0.009573600347649003,-0.019342975460223025
CXCL14,0.019741228163174633,0.07368786691623533,0.0033475812993559208,-0.02511301442395587,0.034697945807232934,-0.0020012367015712655,0.008910824592386554,0.04433686494721138,-0.06634128358381948,-0.001759413029341124
LIF,0.03225026699986647,-0.004634087672140088,0.052477466240616916,-0.022462630686321816,0.10930750720002115,-0.031833502758881124,0.026281489782612105,-0.0605945171322724,-0.08589206611484833,
IL17B,,,-0.03679336819663013,,,,,,-0.018982997556430806,
MMP1,,-0.012009722339720192,,,,,,,-0.042482493151677396,
MATN1,,,-0.02335755262272468,0.10352701756736653,,-0.015650645851201288,,0.08095084480340718,-0.017299396291864506,
ADAM28,0.023456327278169528,-0.001186612745034568,0.001453093852887144,0.00933822437767347,0.059632369663456246,0.02293004029233603,0.06979498693253848,-0.00036017501118594666,0.03837077069821443,-0.029629964129802105
TCN2,-0.03365339412519542,0.005030828306673758,-0.03472383121810014,0.03374001030693768,-0.01717501577158658,-0.05761250954836137,0.0970438383635736,-0.00504791652641371,0.042625304046822535,0.03183978960452615
THPO,-0.024818387730145927,,-0.018420607526870376,0.009455710656738342,-0.024455381600868024,0.026983437412315306,-0.03361185817920913,,0.13564857763008442,
CUBN,-0.012859555982035135,0.021539403785407297,-0.028495144602998845,-0.002942953540432548,-0.028662073439478613,-0.013732280821053626,-0.0008075635526511199,-0.05953556710104281,-0.02245359344179829,
TIMP3,0.03963686349196835,0.04781736452548948,-0.03426966011974946,-0.0010875088300195362,0.038956208305457,-0.02123846996768022,0.002540878652777285,0.05081109411559881,0.022896961167358582,-0.006841533518827214
PIGF,0.008299081691904667,0.013112141389091912,-0.04117310149884904,0.06660477643322721,0.0027262908906196606,0.021689874021511887,-0.029128881380043464,-0.054968956661915924,-0.015112227736844173,-0.03604027729006283
CRH,-0.013798474104690083,0.2529961775123388,0.07031657746215313,-0.02247421624141592,0.1530385346215325,0.010053658914263772,,-0.03778178336787358,0.006562644638709511,0.017221564235995104
BDNF,0.02872408327503514,0.08231065285618411,0.055629699004398,-0.06359425649224262,-0.001878125203281751,-0.01762664891835531,,-0.06169050239144603,-0.018875025369526288,0.0572592502199408
CCL5,0.020288074541725033,0.11305089358496703,0.014303665912542979,0.05319293096183904,0.07312505716518437,-0.021231985613757807,-0.0384083297129185,0.0151626586939866,0.10241126214469157,
GAD1,-0.01609490838492695,0.0512172114717969,0.056555143685496016,0.0009568672818439456,-0.023294037075749528,-0.03990565444537009,0.07590132308670881,0.01220367791779149,-0.03918482261205593,-0.0358455748148275
COL14A1,-0.016748691818834763,-0.029850672486361623,-0.03952087246537697,0.04074301281696205,0.037604943302918706,0.048294005011059286,0.05946384710819011,-0.05735943124659699,0.01017695674435249,
HLA-A,0.038939002808118676,-0.0861017282988216,-0.03906313598489761,0.12024904257645591,0.04266528760896935,0.06018219068707196,-0.08635910098022037,0.010665429588583833,0.011742137477319335,-0.04458965709328925
CD5L,,,,,0.06058078942657551,,0.06989106006706056,,,
FGF18,-0.010962784488013199,-0.016651352965193746,,-0.015297609433991107,,,,,-0.02374894821968692,
ADM,0.020973571651075183,-0.010015746224871022,-0.010058516308006542,-0.035547144682524026,0.005603126686686594,-0.018364796861659816,-0.11405656798599535,-0.10293762539156172,-0.061161818312531285,-0.008303959826150184
GNAI2,-0.11503238473307448,-0.051108729267767904,0.0010279556587960501,0.04575412820825988,0.06181687992283648,0.0734578823140335,-0.02143972283874522,-0.008976446473967354,-0.07935468645230918,0.10705280248781315
HDC,,,0.04941366260875084,,,,,,-0.017299388457131654,
COL11A1,-0.01591200170991549,-0.04659797642088614,-0.0015062667657096097,-0.01018096841126962,-0.0015186920851913246,-0.009170165230387195,0.028683855695740633,0.02526882348804257,-0.11664131043892796,-0.009008260385787175
NUCB2,0.03132399968110581,0.04134892097898906,-0.03815858471453221,0.04523901756271824,0.008809228835291193,0.015551505827609394,0.017505782142350376,0.04438089934986327,-0.060176651848486536,0.11435834083575311
FGF16,,,,,,,,,0.10160833375347461,
CXCL1,0.012161715335342332,0.1447867024547189,-0.04153430829637342,-0.01517405056619387,0.0071649183515907705,0.09068291847235513,,-0.01953979712847843,-0.0014988544460149862,0.009113663574655576
VCAN,-0.01808062420216687,-0.026975945605399693,-0.027559403756450246,0.0742222068786955,0.040538399077482815,0.021806100323737875,0.017208361081931044,-0.007208873737911915,-0.11100815595427659,-0.11347467403981293
MMP7,0.058397931601362814,,-0.01626150946016901,0.024705646963979217,0.06731323436589733,-0.024189670403918947,,,-0.1027819867598206,
PTPN6,-0.0007824503086211415,-0.0053259160214264335,0.0664103259631296,0.004115728269474998,0.015545790445585413,0.021209440521752974,-0.018515915258744884,-0.03666828896758306,-0.026902250833447338,0.06452354427570822
PTGS2,-0.03236138866992728,0.00018818090674735833,0.046168568226937656,-0.013247594322513928,0.020992312591836187,0.01283112782818168,0.12554900759904425,-0.03559620235975399,0.02573122801193977,-0.0473600868085525
XCL1,0.037063655377390384,-0.012770151264549365,,0.09631451454189117,0.017079071735417724,,,,-0.030787396369995407,
CD58,-0.009920283506492867,0.061392893758776206,0.008862042818383554,-0.014616964968781765,0.08149828842769236,0.026843339193825862,0.046355375753904464,0.045521766711374256,-0.07974510912412482,0.023941005207794894
TNFSF14,-0.0013258376000553733,0.07071475910456268,-0.03388324477427057,0.031408465946680175,-0.011621095009485967,,-0.04582458033829596,0.007186143583254662,-0.05018350839059077,-0.04962263438020858
CNTN4,-0.021436585597786967,0.06008881961460559,-0.0023360353635773065,-0.010637133875592366,-0.036787316961513265,-0.032464442672929014,-0.012079832966609996,-0.03613371987278877,0.018685579843340006,0.01663362590627254
NTF4,0.04367551859931311,,,,,,,,,
INSL3,-0.010962782337727007,,,0.10108145421428354,,,,,,
