,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.055475963190089086,,,,,,,,,,,,-0.03329220520952847,,,0.03658614852216566,
BMP1,0.06712890476750967,-0.01361173005496693,-0.060945896710070266,0.046745802605900784,0.02319256683238054,0.05707250940643265,0.08707354939507597,0.13304273796545515,0.007577553686969398,-0.061358048016189305,0.030428401423240808,0.07564612629232502,-0.017882529141235004,0.09039058304982008,-0.06609104468191163,-0.10244668025701714,-0.01202709512939293,-0.006614035761300699,-0.050658231016237086,0.007464333207151574,-0.01617362263925587,0.037382192101726164,0.057849408301307144,0.011184052800972009
NDP,0.024945627002972103,-0.007109807844733853,-0.008075534288987569,-0.036749091442391794,0.009382625431126345,-0.011275722301331793,0.02937343949785106,0.0211499237373259,0.048487326507667065,-0.039866582049148835,0.03406673968445919,-0.0026542131100920135,0.08718019342117667,0.08042215137852446,-0.03586748428072713,0.03809342338463701,0.039326400789973605,0.004563728363534461,0.016959341998448663,-0.04426776288526852,-0.039937751294585766,-0.033125137386616293,0.03933411687752049,0.011410622641060976
TNFSF18,-0.01640457574953381,0.01546484320010285,-0.02339533706842779,,,,-0.012024543616835344,-0.016732915040408355,-0.021196037110585264,,,,,0.012527763111367593,,-0.062057656791065535,,,,-0.003994899621994276,,-0.033140151486892235,-0.036064009901497614,0.041851333241272284
IL36G,,,,,,,,,,,,,0.02254624422864323,,,,,,,,,,,
RTN4,0.02276097192411617,-0.033558349966504156,-0.021878147698599512,-0.03737750447996448,-0.015395864814624847,0.011733280252079654,-0.019804951174947513,-0.11699077212975979,0.007732638587932167,-0.000988523559122089,0.00857022844373487,-0.032746306587222856,-0.0342735830755796,-0.07201915540915231,-0.057851544488241785,-0.04439096688571859,-0.019010623914128704,0.010986511280986225,0.004838047668233071,0.0035772886200748305,0.04470013952529597,0.022797891653673737,0.05833121720752436,-0.052009592867195524
HEBP1,-0.00541099963366501,-0.012828452779003841,-0.01235510038205648,0.11755171078359679,0.013142672645536821,-0.0013548345523996391,0.0032269255233240467,0.03129395463229065,0.01707504738934854,0.04888374623363102,-0.007219884854458782,0.005460983890015074,0.05467431926855274,0.013090444729184384,0.026079241178868402,-0.011881153847775185,-0.09513714932754537,-0.008319155991039428,-0.037816924322095165,-0.04979834921381379,0.02786251238362712,-0.027275020459877824,0.030074757537890417,0.08683820977635136
WNT7B,-0.017607782189546506,-0.033932141791841355,0.031212033698175944,0.13952497513985312,0.009896156248366568,-0.060333400211537824,0.06199465812619238,-0.05235649136039077,-0.028050404213549228,0.06395082379039528,,0.0019341428264991502,-0.024738877106958875,0.044099998590002555,-0.012633307397161243,,0.07213772809056176,0.08605872931401087,-0.052098596202961915,0.00875065716302195,0.08868163306418654,-0.03314011712304463,0.06313132570542146,0.006348509598939539
PTMA,-0.11543376380812465,0.09746418035539892,0.03409481235780819,-0.09857268099951577,0.015011960526777746,-0.08573136802728736,0.07361725185189077,-0.020721147270337713,0.06396178695595467,-0.013085303226708934,0.011519331872713494,0.07093082288307175,0.08137332091807695,0.048667754791211916,-0.009189680607288841,-0.011156189264292762,0.009567225696936573,-0.01583479105078503,0.05374055465265769,0.06441032397142,0.008872227729382115,0.07240154340835629,-0.03068878911307479,0.077384029840191
FASLG,,,,,,,,,,,,,,,,,,,,,,,0.10525453717028543,
