,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.024678229563990222,,,,,,,,,0.06417360352832242,,,-0.01776086830542145,,
BMP1,-0.044272201608093545,-0.1110479668122102,0.06995829992334361,0.013687922269385868,0.02862388541964902,0.04548529459321622,0.0102598668793311,-0.19223957923331084,0.0413963301559749,-0.023839678406344645,-0.07097014902109523,0.10004273653472001,-0.10773466056668889,-0.0029643715690384257,-0.029444598773980816,0.015223698698676283,0.04226012097741242,0.01848103466418745,-0.014379298356501213,0.028845389618396586,-0.042272228024477054,0.09627154835088288
NDP,-0.005370779231833141,-0.0759685996037377,0.06685737987462469,-0.02908066536794058,0.00801304031246244,0.002821404957705652,0.0675874961582498,-0.04353068645097266,-0.020605661536722174,0.006193130821341321,0.039097003791123346,0.013840393196185422,-0.003332750064201315,-0.05758272386495465,0.02860569472818772,0.020847334842079207,-0.014926909574767088,-0.06849020025698865,-0.04874838934414214,0.01352382008427362,0.023549124873104028,-0.010699985187989737
TNFSF18,-0.0220942243933443,-0.02481607522896784,-0.01158030926948717,-0.009759178374176858,,,0.011653815679636463,-0.03664643004177215,0.03845240682389519,,,,,,,,-0.032804259628522764,,0.08812031223575537,-0.0022955567723631333,0.05956019297838718,
IL36G,,,,,,,,,,,,,-0.02829988362288696,,,,,,,,,
RTN4,0.03742297040523527,0.1776235738950208,0.05604900191982357,0.0059293153798862025,0.054962121624529785,0.0701872104604252,0.03282603361521797,0.2597395080709374,0.01002157688300568,0.007622913945497592,0.1815361864773868,0.005623994259683665,0.16862978328477216,-0.05802975063387085,0.039251326928495804,0.020559118280336356,-0.00018472742172498128,0.05346293064600345,0.11004892308538111,0.024973043248848855,0.0638305838926173,-0.03126682268102309
HEBP1,-0.05434196501574531,-0.08589220549609347,0.007098337504681857,-0.021112849657112003,-0.014127898836649276,0.045839374761467995,-0.008980159857088055,-0.1159392593521191,0.04236886640417257,-0.008833758635591616,-0.004633985261113214,0.0343267156728071,-0.01011456568629238,-0.02003354423240259,0.07640683982116732,0.0068072027018286465,-0.03628544006294791,-0.00413970265439031,-0.06735812809224673,-0.026279858617900317,0.012071047070498364,-0.05564598790698704
WNT7B,-0.031212448081490124,0.1719384793734449,0.0010369717491824158,-0.021140223255361714,0.08946788638852274,0.04761997325144877,0.015890945178482982,0.2532378064015485,-0.047379054894510324,0.016377235497016328,,0.031335955520218735,0.05978674974334611,-0.03093603391169111,0.004709334944154878,0.005149412937659685,0.026528678560846137,0.07045295934163996,0.08996949216627922,-0.03790907626016425,0.10738105546564121,0.04516002659089872
PTMA,-0.005647602248423505,-0.0054997271077865525,0.07801589852802002,0.014622659911114801,-0.020926096067608063,-0.0658118112983323,0.009202562690307586,0.04437700552331442,-0.04088700951623134,-0.06590064584741466,-0.19659959991511172,0.18036303320236458,-0.1638364795260118,-0.03415929768940371,-0.12537530375761363,-0.00893479829631564,0.07228855878622337,-0.03878409722289964,-0.07330620347121675,0.008855756487540773,-0.023816124049876024,-0.11511148368367144
FASLG,-0.031212456905169238,,,,,,,,,,,,,,,,,,,-0.015403995022084244,,
