,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
POMC,0.03863258102531058,0.014851268388866292,-0.032352266231721556,-0.01321644218874339,-0.01550404750746219,0.02996944909231361,0.007700590172589281,-0.013488843961214624,0.05664409717091225,0.0353787582689075,-0.025848953902532293,,-0.01375162510964163,0.025537130629253998
CCL18,-0.02028420547057105,,,,,0.10039427120998967,,0.030649484572375072,-0.0024335537530607134,0.076702627521727,-0.041679840905197295,,,
CCL17,,,,0.024058811360120523,-0.020210599523618766,,-0.012380848647020874,,-0.03187477784194594,-0.05612485601787727,,,-0.01272751039900629,
VEGFD,-0.02028421191175634,,-0.021516057752122248,0.021399567639235534,-0.014824719165954884,-0.004385457589946841,0.012523112010048703,-0.027628360679255316,,0.0371625736140863,,,,
TNFSF13,-0.015307117225153424,0.013784279871695877,,,,,,,0.0034594525784443116,0.046900688130955555,0.026229790325182453,,-0.0002670918179337127,0.01310242925556104
WNT5A,0.02832645929808452,-0.04083502399694805,0.05808000096660811,0.0013900681238701615,0.057124037594166586,-0.045843201399377226,-0.06461133743467166,-0.02691420101852794,0.028264368699782244,-0.01528905743257688,0.04159431176657229,0.008803805116005772,0.025520627606566648,-0.05805033165620368
CXCL8,0.01850011417015829,-0.019037711498913007,-0.004077292896914673,-0.0254505381205997,-0.013805423087556435,0.03499859890080507,-0.03989462231221025,-0.05367093571451194,-0.049087488335680274,-0.16490043362859627,-0.05264253239801161,-0.008998678320477467,0.03211180422546901,-0.11710274994150359
GRN,-0.006682904647834838,-0.03140292191398188,-0.038282449363736655,-0.014079829028473559,-0.009366819757671474,0.06305085459551404,0.050656981834930385,-0.021416613799388876,0.03595765128695886,-0.047125176725532965,0.01924828700631846,-0.024565959016693607,0.06629109601661194,0.06117306984551613
MIA,-0.04041314847715697,-0.024200649321504127,0.019140200381227355,-0.02792200901749782,-0.016859995994487648,,-0.018172420004167883,-0.08818779070410965,0.09855812412772738,0.26333336538478375,0.02834714088055098,,-0.04411632069775182,0.014893836306719874
COL4A4,-0.009517511188778097,-0.012734177381509247,-0.01265616892139475,0.06007922064159826,-0.028323452439737072,,-0.01762792158444088,,0.07279219867618347,0.0027334404569007587,0.02113205424514217,,0.03236562845372539,-0.01795414384940041
TAC1,-0.0008287237291207459,0.06177106336983728,0.03447055395739856,0.0165192411216712,0.08434032684677131,-0.041565611760068066,0.12774547504676262,,,,-0.0038969207468645536,-0.03549334235589977,-0.016731606607223608,-0.04675603968750653
RARRES2,0.018515762918448576,-0.02408353687724733,-0.008622738504900184,0.004818465746238396,0.0638141536750319,-0.04898308971092863,-0.037605881219773166,0.0816183788385852,0.016329910270391015,-0.0068676378292923486,0.004036202918293286,0.051658337719701866,0.009495681397751393,-0.09080137785922147
FGF7,,0.0879653796649596,-0.036068154419063136,-0.033810221475310806,-0.021022649231232177,0.03191646963863769,-0.011737275833685853,0.048178961064530214,0.06667660522930882,0.08536191462444374,0.031378640105224335,-0.06774353229319735,-0.016880626330672093,0.06223893708346991
EFNA2,,,,,,,,,,0.017265177133059736,,,,
HBEGF,0.01884151154168888,-0.0122199625052524,-0.022587291589516115,-0.06464586009901356,-0.030080551183485724,0.08971302344311757,0.01779666678773395,0.008739393719936607,0.01604959233265002,0.03226161444444154,0.04514667202817852,0.09500000113947377,0.012598710669268418,-0.008837160831837231
CSF3,,,-0.013389983117833598,,,,,,-0.041150893361950484,-0.0370775862875299,-0.03928751470163013,0.014574989394812221,-0.013400104999930919,-0.04499653652941482
PI3,-0.021339839372725985,,-0.015077297719328576,,,,,-0.0900078363776487,-0.06921053241130073,-0.1855682859024697,0.009400650145836026,,-0.029113976416387084,-0.09034152023743965
PCSK1N,-0.028204679197737326,0.048138865787790586,0.0027560004216839328,-0.03791811279479612,-0.0024896417389651455,-0.04222472079055414,0.11361198931215157,-0.016895301918770603,0.06709882080520396,-0.017731148424906962,0.09908971297359999,0.08662104957992445,-0.007875868200823543,0.016586157522810386
NTS,,-0.015545537273584679,-0.016457899951161332,0.01621034531594722,0.04006116958220606,-0.03276471033649013,,,0.023399926192065126,-0.02398818203608647,0.022162933267575687,,0.021870009241673392,
SFRP1,0.01808838012314796,0.03523484562578072,-0.022391740706032878,0.06451687495138143,0.036853297784531086,0.10331378787821421,0.04822211922179186,-0.03849945798719322,0.06417829872698148,0.01715275981890133,0.030651747134589406,0.067392141533581,-0.019382610278661453,-0.035275262727164566
CXCL13,,,,,,,,,0.017351466346781624,-0.016454702899474136,0.06338116541445411,,,0.03602791170992225
MICA,-0.01298741737978616,-0.03299591276578243,0.007420641831014514,0.00979974523587084,0.007691120031439352,0.06620467225401858,-0.062211000525185696,-0.028639618910480027,0.09495784737053892,0.05320517211227807,0.02162573563803046,0.13029158920656728,0.04441946683656352,0.032025812402373025
TG,-0.031942702666167944,-0.017943648023707112,0.12916803066751048,-0.014311970542521662,-0.014626323108266389,,-0.018597781641954168,-0.0074595622585871225,0.09063968354012147,0.09582310153862389,-0.03876572792489496,,-0.02613276071777848,-0.04022131923034943
ADA,-0.00522402801339018,0.007136245215051291,-0.02731663380045294,0.021988535624630164,0.05905014610250472,0.024829986016455054,-0.056672902829150155,0.09680310623004071,0.09674917946823995,0.08119221414972493,-0.015200507737846938,0.2208585754221385,0.07598971744101214,0.002207022100444009
LAMC3,0.009879118837530216,0.00639132896393591,-0.02054324859568237,-0.04231305600736666,0.02708099023928715,0.029414547912832878,0.027951994304171803,-0.06925295825947066,0.043378581197406736,0.0954173218060217,0.03964282616206327,-0.030715710279697335,0.054720391872830586,0.1260542833405636
CCL7,-0.012902468243630689,,,,,,,,-0.01069992958801588,,,,-0.014042011104899844,-0.045015085134392695
NGF,-0.02215289724953075,-0.017123053006484742,,,,-0.032764731909877984,,,0.010694274429828425,0.10366344292562357,0.02162322173698729,,0.06190753876957826,-0.05099488640922116
TNFSF15,,-0.02079114028913834,,,,,,,-0.03744184713198673,,-0.02924957721741831,,0.0077202267788763655,-0.04979973142323722
HMGB1,-0.061841062513520194,-0.02087997033796194,-0.025536541429658156,-0.0012625523553832566,0.029329010752922074,0.07164924394045419,-0.019587851791868772,0.050845141514632104,-0.02201046807492694,-0.06439641481213454,-0.0041099325909048755,-0.06063773551308618,-0.06274011136544815,0.06717888014922598
ITGB3BP,-0.041823421864554254,0.008851435104438202,0.005579295369317154,-0.03514149576265469,0.030163368987259548,0.035760622802359386,-0.09135296582358449,-0.008730745516039036,0.031388840796101186,0.031829536125055485,-0.004229354657100351,-0.03493129025881307,0.025004214004386235,-0.06737975956687961
AANAT,3.9907866880533824e-05,,0.1455260481357308,-0.012870838748305921,-0.016859996932283676,-0.030803666579788128,-0.016607724219014137,0.002446168422179164,0.0117130281674725,-0.0012540836950942743,,,-0.014857033331433366,0.13685444688961151
RELN,-0.02205784783996044,0.0041177014142261634,0.15196934544749435,-0.028337432203243706,0.03530772678652777,0.04155561826411213,0.05508095678867392,,,,-0.0023101400178954135,-0.047246784492970005,,0.0008866457787393758
IL15,0.02740824587455775,-0.014794132334729827,-0.007107331659284804,-0.027609264108411705,-0.02807227068659363,0.004711959925927701,-0.01540289661660879,0.0554718415896287,-8.084508696336883e-05,0.03841102729156872,0.007077767460100865,-0.02756209225593844,-0.010318186545561563,-0.020614903340975425
UTS2,,,0.06765077295549853,,,,,-0.0013160673952016635,0.015595135769048921,,,,,
BSG,0.0015320425880121398,0.0024890793317975004,0.03725347619913261,-0.0033973217010013655,0.021609338257462384,-0.003358708959563274,-0.09926752227552416,-0.027563570425381018,0.03312560254100262,0.04186126898580246,0.02643761064683111,0.07502092386291767,-0.054252416341906376,0.011701311858648492
ADAMTS3,0.011032241554440882,0.03732932327157302,-0.01819887430748929,0.018080168048681917,-0.019598752891969322,0.07161028267630808,-0.012026388443397394,-0.0008536015682178255,0.015753618710648433,0.07251797488090389,0.03765065766728074,-0.0316883437567822,0.009555351523171414,-0.023378244387163762
CD34,-0.013105549951382856,0.020407076738121786,-0.00012732764327511863,0.03635006590459936,-0.013723470400383436,-0.005174985005992719,0.02839090639401722,0.04552773142799905,0.05089261958704085,0.09496789790414145,0.013328335335747597,-0.06052372585357934,0.09563114465466348,-0.006698986063710007
CCL23,,,-0.013742991398527336,,,,,,,,,,,
PLAT,-0.015174851717243611,-0.04216143036940139,-0.050562946932749625,-0.05932566775428632,0.022321791648662895,0.0012297238673601696,-0.048652269599706005,0.06756605548838178,0.011257946098969632,0.1183994582948355,0.036345406036228704,0.05782577352611167,0.06328953907966697,0.07569077072239161
NTF3,,,,,0.01489663192070509,,,,0.05185062367076744,0.18522417826561116,0.06123771229387043,,,
LTA,,,,0.031243474062015886,,,-0.015402898517949537,,,,,,-0.019995327855449874,
CKLF,-0.023629762315143573,-0.030492802993077908,-0.054188300180457095,0.0033728497267595803,-0.016197718719336087,0.026538273131589536,-0.09347596709730589,0.17781257695716504,0.04202579570451041,0.14014085449907815,0.018966346798002597,0.0018154987173478756,0.05748232350609025,0.05633021030131983
CD24,-0.007327133837130564,-0.023662832934800117,0.017120688473262473,0.05549472314575873,0.01844307176643192,0.007770987286939024,-0.009551055616919959,0.022971490049157356,0.015811105858451576,0.05365146961169635,0.11417916024085925,0.036475813691794576,0.028505908210870904,0.05559027010894926
HSP90AA1,-0.02334246831864172,0.07976441961420938,0.044442491324432586,-0.007833190085770545,0.01338335499274383,-0.10173126237897,0.12095181175607343,-0.13358515710830599,-0.07743513374644963,-0.238369054035439,-0.01443376462834107,-0.028040504019416823,-0.11247268252614627,-0.0136096150775998
BMP4,-0.03600183400293787,0.03122645332697634,0.006783996199431564,0.012951979340416163,0.01813370607316748,0.07836114433307724,-0.013124860416817012,0.0013468481668069301,0.029018100778492883,0.12547490433000713,0.021239923171605345,,0.04165131728589637,-0.046470191652639214
SCGB3A1,-0.012902466953401102,0.0790169206944759,,,-0.014221572314775676,0.027205533547471523,0.05222226623044752,0.06026303217758896,0.048086422233114406,0.0006617453178082996,-0.0028774208295990955,,0.18547947232971737,-0.03525353496417538
IGFBP4,0.012657688408509477,-0.004949187702367288,-0.04530856234392786,-0.03281829738558336,0.07919471259343304,0.05377981352782961,-0.08231728363820998,0.006853043842266445,0.012679993189553788,-0.09010385340378667,0.016721780422454653,-0.03198024366913593,0.07288674895675908,0.05700705221833963
RSPO4,,,,-0.014417255040296595,-0.014221570234549008,,-0.02136624515088177,,,,0.07183159738045743,,0.022476781271867915,-0.034644672055991976
LEFTY2,-0.034107107463191955,-0.0337923894145258,-0.047541182155197814,0.025532685073566274,0.0027718512581314764,0.0014960665304643887,-0.01901470620647033,0.1055814677859932,0.08920693463151476,0.13959100242160366,-0.017693599121434346,0.004202729268000868,0.03088431297472154,0.07336769705328068
PF4,-0.01338423831525549,,,,,,,,,0.03338883084792127,,,-0.019995323228382694,0.06906537097091475
ANGPTL2,0.01011136971399671,0.013382480379279629,-0.02029694690625871,0.006035924816942066,-0.019703331961246295,0.07254257611316864,-0.1267660272538834,0.059810519720598726,0.07434987637958944,0.1051022106674023,0.01579184574738277,-0.02647468081801542,0.03802663564423713,0.06803140045293199
LRIG2,-0.02445425595555071,0.003737908841780789,0.0007459759567179826,0.0336324692440758,0.04019115011872946,0.031099036140285946,-0.019627910331918085,-0.025509525533324823,-0.0047072324380678,0.05847716782487422,-0.014894834929543688,-0.003911863272717626,-0.002212694262645193,0.003368648637142361
ICOSLG,0.035603421498090974,0.011513800177252816,0.0029784624723238765,0.015844825378622262,0.015911454397119072,0.14371066502891813,-0.022850051110993037,-0.05837835452478534,0.07659788707321051,0.14390042683680399,-0.0005470408500601794,-0.02234120579141873,-0.015657392676717712,0.04515580492658608
WIF1,0.03292328892779082,0.046293109519555654,0.009991172484355689,-0.011125454232070425,-0.005285307551486145,-0.0345194133593614,0.12744903921723214,,,,0.004650545825709723,-0.028046817081686513,,-0.007580233673136254
NPPC,-0.020457824175176144,0.02678475305805247,-0.005622948105474915,0.00422850517465602,-0.019764502305742337,-0.015407478929480908,-0.05553337674665282,-0.06394842564087598,0.059344024004669725,-0.03769105991512677,-0.02777217937660869,-0.04787359137510819,,0.013596886700177255
LYZ,0.07385967767335193,0.013870039576110197,0.018559483066931975,-0.0005907263449459264,-0.027966543199653155,0.10271380335471392,-0.013642908934426094,0.05110673200053572,0.022102077665888627,0.046934089902137106,0.022020273134538023,-0.056134345368347265,0.06456492626046004,-0.021127060071487316
EREG,,,,,,0.03586543324824128,,,-0.038804513187189325,-0.03374235110076328,-0.05095066687142879,,0.10221767957635872,-0.014107417411199903
SPTAN1,-0.055430081339912333,0.05865043955475601,0.0336941961714222,-0.02028022112001151,0.020708561987895207,-0.09384424560399132,0.09211517913428086,0.005460645368361958,0.02564631522735722,0.06352106283338747,0.051612600897036544,0.0017081827598282094,-0.05962854615348912,0.07921859180286417
PTH2,,,,,,,,,,,0.11608417054632604,,,
LIPC,-0.016385825675206748,0.025827667848661345,-0.00585355398478948,0.016411148975950394,,-0.060365638917421825,0.005643573814798833,0.03266011273557989,,,,,-0.0252816567449909,0.04080035749174433
COL8A1,0.03474334148860779,-0.046629751221382326,0.0389096301200468,0.015445164356070204,0.03664556381880131,0.009202049655601915,-0.09000168193413101,-0.029126499270116287,0.03492795612806419,0.0897246736312811,0.06359753682898245,-0.022054019841663264,0.05692028546778696,-0.060981184205354366
GSTM2,0.022736296410294416,0.07577935984307822,-0.005251725235989808,-0.016085425935769348,-0.012671274914582115,0.1051393191178628,-0.04280252734333441,0.07672587499430793,-0.036101652532564185,0.1128474753558409,0.04096092645881512,-0.04941611160995538,-0.005818619203323297,0.01626522176542666
IL4,,,,,,,,-0.013584286786124734,,,,,,
SPX,0.02639653170628684,0.004669292104441905,-0.011677363559084187,0.025684692112071004,-0.006071926547102054,-0.03916837216672258,0.07337677546257887,,-0.028268875206043684,0.043481938922618014,-0.06020069642742101,-0.00439700784415057,-0.0357527976779071,-0.043465595602075704
MFGE8,0.01655286836986939,-0.02101821478336732,-0.038309954876559436,0.005997242329371645,-0.04849591029061227,-0.011987778963012858,-0.03053269436004433,0.023387996104248094,-0.03890370883705257,0.013882117621259115,-0.03420953343608656,-0.025733255932005403,0.034142373693200806,0.00595744464859684
TGFA,-0.006975229301565486,0.008009149144081282,0.0005806804963631977,-0.03425116111749418,-0.041506372707842076,0.03820063582912896,-0.02937746173484008,0.03468245575794425,0.09429801527573585,0.09017697120391226,0.1167903200005942,0.052960964672538934,0.016946173025634,0.04865362951135951
SLIT2,-0.022910589184774847,0.09890378101300024,0.027227527369575927,-0.012301697999799433,-0.013511414948173294,-0.040719234630209586,0.1350824782804092,-0.01558645551475972,0.05088873804579666,0.07016443940110566,-0.024676834607057125,0.04471233273229604,0.013498270223877255,-0.023178803710806137
PLTP,-0.012284487991169882,-0.02426746885069291,-0.04153916569563427,0.022599442938260588,0.03288659940753875,0.09771371958571674,-0.007151884199687191,0.02536225549391046,-0.02423873772309979,-0.06430345221334265,0.0018021719726323431,-0.017415562355953446,-0.030038369554176422,0.02620954984692948
APOD,-0.013806315270268665,-0.043512327278721875,-0.03501610922549301,0.0001825919840093451,-0.01704256381642436,0.08350634050485263,0.06510344668020965,-0.018920678488252435,0.013971120639292232,0.14864461004186905,-0.01813810403428327,-0.026869313540598443,-0.03365272850216274,0.06025089179314433
B2M,0.001311859732126374,-0.03160156836547571,-0.03751435877153922,0.028287639378288047,0.0026474884449269724,0.10598248220193987,-0.11424850238334648,0.11533268669985514,0.07995818512631277,0.0823180072779445,-0.015548352569519778,-0.0034206234941207762,0.06796103583601563,0.1623726630979707
OMG,-0.07686658138232737,-0.02152862354443474,0.03080135945158459,0.05362991749640479,0.03264871933360256,-0.05267210382953065,0.055980014218303745,-0.01678048083856301,0.038991825484173834,0.1748103113152154,-0.017987937264424894,-0.07449293018444302,-0.009873719362107338,0.05042295154627082
CXCL3,-0.02275657047694604,,-0.015858003557262905,-0.02357876365108097,0.021895272065434204,0.014336770724891002,-0.011092876188200257,0.012114682990584479,-0.029796814932553577,-0.08624711700646935,0.015090637610103003,0.012775780110500274,0.045893756297659474,-0.05018514745238411
CXCL10,-0.004576315250782935,0.07097083044357173,-0.0023905152127667527,-0.006744455267194526,0.0891738634843613,-0.006503888922242322,-0.017627922698091464,-0.01908293390659172,-0.0031959805318885434,0.005735566726124334,0.10936287913891096,,0.03329309100583704,0.08706415121889015
RSPO3,-0.017526361968044687,0.008829835708430558,-0.019832925184166354,0.003430165974947895,-0.004437278227961099,-0.06353599254143728,-0.011591841822423333,,0.05623505228333999,0.12408170644926411,0.028762329294031694,0.20938445044764314,-0.014249895490181439,-0.01968467854551654
CORT,-0.019091800275321962,0.05006686748729302,0.025910555679830305,0.014408236365043967,-0.022498841137115713,0.014269783971155213,-0.006134760029359537,,-0.019645314050109355,0.12480746099960185,0.020917622246362528,-0.00943548246469702,,
NCAN,-0.04347287560439309,0.06701018749002223,-0.020293943987963955,0.003816317006675346,-0.04607592484221948,0.019027414057982712,-0.10336631806276748,-0.0015474277303727222,-0.0041623494370318795,0.1602310144731664,-0.018885113618985226,0.027810293367962334,-0.029748721539211497,0.032436086059997114
PRG4,0.07000945700934642,,0.027042227727830073,-0.01842467959824767,,,-0.013552779292553054,,0.023946590252685068,-0.029732383461588328,-0.0014550766024385656,,0.007198186639581081,0.018029022570643562
ZG16B,-0.0178918274512448,,0.1515654096997533,-0.00984971476412087,,,,,,,,,0.005247348152799239,-0.023152462962736473
TGM2,0.012435624605811412,0.0191892128817598,0.009499057420997091,0.045721058052319,-0.03423286158286906,0.05769972449107921,0.0033267602827486194,-0.07455194845706568,0.027112961698775036,-0.04510321278056046,0.005774805750476798,0.05958229836954172,-0.011661452766854085,0.017525458605259822
VEGFC,0.07561257523564774,0.11904879323446152,0.011496982664998547,-0.026522851764000634,0.06816102508855705,0.07533442145845869,0.010929393246479879,0.011675545169804914,-0.023509039947282685,-0.07390238070667804,0.018194572739159014,,-0.02949822070835602,-0.014451597150401271
WNT6,0.061037445352384305,-0.01517422137980579,0.02783900373059466,-0.02192018889156599,,,-0.012071130581088881,0.034279709431228204,0.043212331729744514,0.07479262101702251,-0.04087806979327264,,-0.021458615726091843,-0.02392344048062739
NRG4,-0.011883626226244018,-0.01857605209916414,-0.021399653700713225,0.010764243621999976,0.016266860023248838,-0.01748321809911856,0.004525996595350021,,,,0.0008307909367388291,,-0.014249897087254744,-0.03597718513118665
PMCH,-0.013696518754106969,,,0.07937225168032967,,,,,0.042222663147272285,0.027076254429141047,0.0302431168920322,,-0.016172453769170165,0.07447368630032249
COL9A1,-0.0358919325986587,0.009112709334835715,0.008246835367210261,-0.015440651036604431,-0.01074919905505914,-0.03323808465574791,-0.01838619123418725,0.04286839379617081,0.04076921556539499,0.14657628581332444,-0.01632027197730403,,-0.005307405780426088,0.025892691065905953
GDF11,-0.012666151560067644,-0.040260610490635174,-0.033266249261508285,0.00737332272297558,-0.00013123473488912797,-0.0007696246147061984,-0.00031265243536680463,0.07931834796783271,0.015904050061153183,0.029152701474612783,-0.011484621465957004,0.0780248532512943,0.02115460741276844,0.04977880607761637
RAET1E,,,,,,,,,,,,,-0.015632035856468527,
IL24,,,,,,,,,-0.03620360755775954,-0.041611458924737235,,,,-0.040221296134145205
SORBS1,0.02687781809080241,-0.019550316934562127,-0.013896990709410882,0.008618961007364668,-0.049595886421080926,-0.03437658074091418,0.027347470451104684,0.037577808392677846,0.021145799856296457,0.0702842111105092,-0.04352139317642347,-0.04135705747240857,-0.031556058147231586,0.0020773964599866183
DLL1,0.010241076654412292,-0.0681163679767847,-0.007276409804857512,0.018481570473747842,-0.01702099879397882,0.006121814502713263,-0.021966701654800184,0.0031311080486145413,0.046711534387104056,0.17079640714316366,0.022060596519971297,0.06414829347467842,0.012690676703937937,-0.01662184211490809
TLN1,-0.0530667459053699,-0.005558598568233072,-0.015383531270001213,-0.007356932375687102,0.023390671072308085,0.037873306503564366,-0.11142324206087435,-0.03308836865389952,-0.016766414272223727,-0.02350422885480255,0.04243199277084649,-0.08716444295875125,0.0657489514237546,-0.007755626664199853
COL2A1,-0.05088928513976704,0.005943816003074349,-0.015858008953917268,,,,0.0769147513700398,,0.03892839009341811,-0.08214571587670479,-0.0008685924406572008,,-0.0207384142699009,-0.032413512746345234
SHH,,0.0028106033077668026,-0.012466321886631554,-0.045933771352218024,-0.016328901326928037,,0.0823537245524659,-0.03302518604252609,-0.03405493140645802,0.14743664581572838,0.05196501783834031,,0.05932157365073875,-0.03447547904934578
PON2,-0.05188991650269421,0.007078374413711442,-0.04814275558086022,0.03144254560479713,0.05047358428511139,0.1058343871175976,-0.08687959451514483,0.012426768632827035,-0.013181752604344869,0.1363644130663498,-0.09077799499221302,-0.016935983708220616,0.0352140291659254,0.022105202974781215
ICAM5,-0.01285775930051511,0.043391689475706006,-0.030988099186135317,-0.03200434773830565,0.01741803101838413,-0.030028441287627133,0.060771731926475045,,-0.005712727893104081,0.010989161592689877,0.025098315976679265,-0.0583533901763071,-0.030728190222955473,0.0028969887748159324
HPX,0.02700266332722977,-0.015174222403414116,0.04549328329944362,-0.019329454760243708,-0.014221570864920628,,-0.02731911318179372,-0.044662741016146985,-0.017915865443401114,0.12899476869177431,0.10815913893543215,,0.04377096043525882,0.0801983216970827
SFRP2,-0.017153864198847468,-0.014228245364025664,-0.012656165194612838,-0.01610983653699685,-0.011694909370740404,0.019126127831148195,0.026825816362819815,-0.05454094354821389,0.04730485338857566,0.02419774493773519,-0.01098910820550291,-0.04756091690911553,-0.05195251125570001,0.09739039533462703
CFC1,,0.04599714004257819,,0.009922527461575485,,-0.019477379731191145,,,,,,,,0.08167595250199045
CD70,-0.020320725273903127,,,0.04800239041026258,,,,,0.025761746697118636,0.02540512706585935,0.011779647223146724,,-0.021740792767040686,-0.02923151639639404
HP,-0.0019740768156795477,,-0.014874231123096458,-0.026565679492752552,0.0432817499178509,-0.004034443053540927,-0.01746004629753335,0.14083420779335076,0.08472165158047307,0.02051200764267751,0.00659423247887638,,-0.02131628747018328,0.05228216561557448
CXCL2,-0.0085685077950737,-0.023452417625624545,-0.011078538995611835,-0.039101970233258856,0.023691423861305107,-0.007697891726948527,-0.021272752413844815,-0.014184099139175312,-0.011003949806443859,-0.0063346106902912105,-0.034399273765658364,-0.026554389655696224,-0.002269061295869569,-0.06469134465341127
NPPB,0.14706018250178157,,,-0.010854406541386976,,,-0.013831152485960016,,0.018369091337486446,0.042888077018634424,-0.029075139837514075,,-0.014454933580840481,
CCK,-0.028704378115275025,0.04304549398666256,0.03729452110129385,0.04871701144064107,-0.009490343349842117,-0.09231268258697807,0.12647562614501606,,0.047256639012467454,0.11919725549815913,0.03723770347936281,0.04735064795885498,0.024298880754265173,0.008723260835330822
SEMA6A,-0.04121236902609043,0.04159345155041931,-0.016383161211942218,-0.0007870509930204965,0.015125734396860368,0.09931615657922618,-0.10995936532169802,-0.0001837569383883546,-0.024839628894079983,0.005478822310310697,0.008585823318557805,-0.08001685858714615,-0.053619218792691506,0.05414817278375173
IRAK4,0.020250820279399128,0.007601983343566564,0.02137089792370614,0.012488595659514231,0.014596192764663833,-0.03022257496410726,-0.04956380369851279,-0.04476281192550303,0.05158642047982819,0.03735502410902998,0.008354823337336753,0.0007305050884995074,-0.03394833139968354,0.045494883532724045
GSTP1,0.0386410856965846,0.014074644595976177,-0.04158030175400787,0.002280845016516704,-0.0006915459192028601,0.028425595206959444,-0.08250634951502686,-0.06795316691762679,0.05086962042444045,0.19901938931830468,0.05212847920228935,0.05999035987161172,-0.011484603000370254,0.02146594729165597
VCAM1,0.05430893325599291,-0.05216762334812722,-0.0028903591233461917,0.048017790390003215,0.03551587398020305,0.08989304085341045,-0.03741903125945324,0.09002564725006543,-0.046219621631950515,-0.052044986135447904,0.07059157131930045,-0.05235105278245398,0.07449854407422181,-0.06147307268236883
NXPH3,0.047430593500466973,0.054273354320515936,0.02220993141688643,0.049816862916341104,-0.04279422340384964,0.05222278238607894,-0.032938949019886386,0.02209999367179257,0.08806631884994617,0.07263175513148372,0.02675804260119102,-0.030593869730240402,-0.0002901391926953358,0.0885190374434476
MTMR4,-0.025228377493735032,-0.0005195981575391049,-0.051498127281279255,-0.015499762923981208,-0.014675617839696413,-0.011369959572798629,-0.049918425664376584,-0.03005991073916337,0.020867024766485737,0.04170365739333164,0.018638276737988253,0.09581499823914333,0.05139864338385902,0.04517231541410633
LAMC2,-0.013064922938206085,-0.020791138245713627,,-0.013664486872584215,,,,,0.03449704054249908,0.05157658018385318,-0.03018930064688074,,-0.012314053408256285,0.022604061716152094
IL10,-0.027604746108005646,,-0.0025538361670940347,-0.016757158543747975,,0.06535480548311084,-0.01238084785894115,0.10972628962156075,0.13958254887379465,0.051841905501070096,-0.002687627182160251,,-0.017986749651722252,-0.02361031144326822
