,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
WNT5A,0.009303046301137768,0.012226935882346475,0.07905050249513439,0.0351146008505326,0.007774875450367016,0.04294481990866302,0.17526998983558795,-0.02311402843572872,-0.01780471295043878,0.01099217805714952,-0.0325175325295367,0.027803580050145986,-0.05948661685777226,0.11573876509317133,0.07980159171243392,-0.013717645012348786,0.05281953913593667,-0.04778829798073614,-0.006898285623089612
CXCL8,,-0.07864652460426022,-0.041393424587490533,0.10140209154437023,0.010054719197532773,0.0005687281011439092,0.09725768903528857,0.10925288451868168,0.00808697031711802,0.016497324069541745,,0.03558761659050591,-0.07931413327263236,-0.040449574837014696,-0.050387300311341796,-0.07082072725864623,-0.019648695830941813,-0.0805490705288168,-0.04641223354360613
GRN,-0.12772132119240887,0.013425983798393427,0.06884209373728692,0.01607447705954068,-0.05280128932351897,0.026635665654351454,0.14379831684668848,-0.009699782121318124,-0.01739010336788139,-0.05125929455655699,-0.019119454637849035,-0.12194292803688207,-0.010200545900705132,0.00282966945325174,-0.019860172904430453,0.0034953897772881473,0.04679916652320266,-0.06642476333157045,0.04406964498972888
MIA,-0.013950550310678721,0.015318786192806222,0.011483783711137075,0.01489334914749884,-0.026707845976929382,0.06550837252073656,0.12514234285607242,-0.0024622037339621676,-0.016261013732957134,-0.023231053288546858,-0.031798214021543314,0.06967050649301226,0.027830744573939147,0.020291222605252936,0.12056283983750055,0.14819023186021463,-0.018235835615216286,-0.06803121284651953,0.03015567439058159
COL4A4,0.09231551756615083,0.17802427227782197,0.05341494112521294,-0.04024673484545524,0.013952890538881595,-0.01288721506449183,-0.03622037212376442,0.04942314984819683,-0.02731720987584485,,,,0.012069970359637385,0.06479401218257325,0.0590526122675258,0.02194114857471159,-0.009547387187907808,-0.010729781059319963,-0.01267914737371908
TAC1,0.13069024547601749,-0.07338797055120753,0.026756920857684736,-0.03854995331375932,-0.0687409421455801,-0.03565214762540604,-0.11948820904521942,-0.13377213613630273,0.00462608403143963,,,,,,,,,-0.04860600026623871,-0.02107884532231462
RARRES2,0.13119695255658273,-0.06229381272222433,-0.005055256659422888,-0.04911642596721463,0.14272172642533423,-0.001728591902882208,0.2077908738580744,-0.10358387040869768,-0.02404865200342885,-0.10143991273923385,0.00399396451349116,0.06172334465497806,0.11274727596879443,0.006735029635367694,-0.015278837698376792,0.02193034945321871,-0.03918997687367611,-0.010429745298070848,-0.07369766857971624
FGF7,-0.00863307885977794,0.03410781617769198,,-0.009824422254056725,-0.04367131418255398,-0.0066577829883278155,0.06813695959715058,0.013542436377523465,0.002896592431188663,0.14843968472846067,-0.002023198243013224,0.0294252496179381,-0.016731701015399867,-0.09283178167170938,-0.02252033809651079,0.030120657970735227,0.0240134893351586,0.007846444868130855,0.07829708878370609
EFNA2,,,,,,,,,,,,,,,,0.03517592834327382,,,
HBEGF,-0.06312319509108512,0.028685150101047528,0.02210648862711975,-0.01992809049165945,0.07936867446897648,0.06799119617274067,0.12470654994547659,0.11273612558321498,-0.036718747526024866,0.11191461975919709,-0.02053574332863034,0.029430328104943948,0.054168784038800016,0.08801411190748457,0.0700635040100526,0.0850520538706359,-0.0003933366878138344,-0.04823815120557226,0.052906228475848284
CSF3,,-0.015935948321474942,,0.15672843844566467,-0.031072542936953093,,-0.03832045655135021,,,-0.0610219398383782,,,,,-0.014794739404258147,-0.031839028849635576,,-0.006310554943732974,0.009001236222990375
PI3,,-0.051488458948810545,-0.05697872588237534,0.08817916940840209,-0.027197079831105545,,-0.014194253018700548,,,,,0.11395595364685054,,,-0.08371142504666755,-0.13338534913524436,0.004191380641315533,-0.08757205708462638,-0.0976094927829082
PCSK1N,0.0707336664832623,0.028009551766743912,0.050836238648045096,-0.024010177088509034,0.005545616463584502,-0.013639396582969877,-0.024728486248168344,0.029780085682446587,0.026640433916714668,0.01688943933995549,-0.04026759909654705,-0.023754267536916403,0.01130658404115292,-0.006312599011600896,0.0060576336106308295,-0.013148711670125412,0.09076142379546231,0.03281268086922989,0.022742072666885934
NTS,,,,,-0.02385125613553482,-0.015732361513093335,-0.001443478480962754,-0.014882657801521301,0.00657092566216814,,,,,,0.041439079091570415,0.04347697184295891,,0.0024766472966824514,
SFRP1,-0.05043756859258198,0.01983938135595259,0.08560388817240587,-0.014570483038514472,-0.05633397708417661,0.04029117385825545,0.02317956720619962,-0.0011250135525399806,-0.019492581126474465,0.07238314532687802,-0.0010666255963419885,0.05375241950464711,-0.020845206048325206,0.015607699688185407,0.04909875268017855,0.016452665026067164,0.07442620677619007,0.033205841189468434,-0.040538392373979534
CXCL13,,,,,-0.024328629178400396,,,,,0.08873587861578891,,,,,-0.034314636488476866,-0.02650707065966169,,-0.05865505716921797,-0.0023153898819847805
MICA,0.04152065276934338,-0.022728839020101824,0.027394735730627295,0.04749994665236051,-0.007982161919599965,0.04403855829609323,0.15132897027091838,0.005358010148078325,-0.04374241755009342,-0.03621849468263223,0.0036537114530085153,0.05290794604807497,0.02133887066117129,-0.011123589986531363,0.04714180463218499,0.02563917187283855,-0.009364352524981658,-0.032071289632206644,0.033178584635242724
TG,0.09328587859640836,0.007096938022498446,0.02810288220677315,-0.015723859662015546,0.01666991947513708,-0.018159292445449705,0.005744514946599787,-0.020551596379392533,-0.014106696170268902,0.11929016343143745,-0.04276529256363479,-0.01874873001541464,-0.02714170918564879,0.040470785189847626,-0.02102022908341825,0.11036814689497743,,-0.0027597120329526056,0.019056466054718963
ADA,-0.0813630375563664,0.03500281834170195,-0.02256401287602234,0.01694311012283109,-0.008865137491469733,0.07951927313244257,0.12817214399215943,-0.012487141933502947,0.015902205418973657,0.010153158324922185,-0.010308230933774445,-0.004416857885554125,0.07563672768233663,0.07991615299702245,0.04536101653349987,0.013457703542685625,-0.010192254374799195,0.01159980915197214,-0.00958048798449807
LAMC3,0.06590454412656023,0.013131445056652653,0.06600067054034676,-0.054794724677186456,-0.02784702821067047,0.06212195435431541,0.16347208116644898,0.011303413069956445,0.005307142193151845,-0.010060597906869504,-0.02528001132306302,-0.015926254184024526,-0.07180893592769477,0.10047613356708565,0.024040277741905557,0.010169943617322928,0.046916619896010564,-0.08492990688497291,0.026565459411580526
CCL7,,,0.012447097662441701,-0.011368325413165854,0.01220050906562373,,,,,,,,,,-0.021550424461002478,,,,-0.008268319535004712
NGF,,0.0005220811061628648,-0.00024218858286984213,-0.015008694872243298,-0.024759784408889537,-0.017328835624332167,,,,0.06978290884604704,,,0.012449560137160668,-0.03414100921741978,0.05040897794215568,0.02940148126390868,,-0.021388291317127515,-0.010904711072061092
TNFSF15,,-0.014309995471282325,,-0.012659186365233641,0.06883082631427731,-0.003800099710664882,,,,0.023008280030435306,-0.039418774020958156,,0.0017774227792311228,0.15135739066203235,0.06894759788113873,,,0.08266705967363341,0.048060133595515864
HMGB1,-0.07413358677955459,0.05870994742251557,0.030102315013746182,0.0019381133275107251,-0.020038018385508036,0.10737758324937985,0.1887885091613261,-0.06728725872045635,-0.008756460289581387,0.01723193135433296,-0.0695727566319617,-0.11678437422712341,-0.11869760808418492,0.006787988487270837,-0.025481194916501287,-0.06593040356323732,-0.11781943904491439,-0.042459632957469046,0.005029068369969812
ITGB3BP,0.08189263428861612,-0.016174290754566042,-0.024320275054815557,0.04272905987342121,-0.016516779622657417,0.08076391594619889,0.14494007117266589,0.01722230266617728,0.016010236166276934,0.016909487677350295,0.11097847976297244,-0.1736839848585437,-0.0003736006541813076,-0.005834581335021538,0.02554032718170922,0.053180572592839946,0.006041329459181244,0.02134561447251867,0.029387429305165334
AANAT,,0.06428752311749697,0.14227435876411165,-0.011518566122234002,-0.03274529056200594,,-0.01049464401493318,-0.04167935399504797,-0.016261014637436233,,,0.01783451895710776,,-0.023928520522617337,-0.055160618348352224,0.04251693040308957,0.0037792464225578936,,-0.024791826957406542
RELN,0.02492318072548082,-0.058208294483030325,-0.03184285599261291,-0.01999365126242834,-0.007979528240989325,-0.018168646902966448,-0.024649336256323574,-0.02843930424401749,0.009680076705905264,,,,-0.1025285720491714,,,,-0.03715779633073585,0.023365253699807565,-0.040696250053603784
IL15,0.07726076608865032,0.07840598512827042,0.05129539638550603,-0.03998060029102932,0.04277265319281088,-0.014971926287681382,0.13418542526749697,-0.002521714900972699,0.04964765458473995,-0.06511334544350454,0.002129195937112097,-0.020510786764929866,0.022620786536197066,0.030430775736635066,-0.019269716555152003,-0.02380760314056106,-0.008989931776612009,0.04618855512688385,0.09673972849806987
UTS2,,,,,,,0.09199908879781002,,,,0.04682597298070728,-0.01353333149556448,,,0.012072880355104324,,,,
BSG,0.09723418146719692,0.0783559683745633,0.07403837535098047,0.049284921313773135,0.04657047018181692,0.07465883207181326,0.046637400416874905,0.1480590459050524,-0.008579877512835359,-0.13421983643296365,-0.006045839385077169,0.1563505087654636,0.1389254482048726,0.1235559790413797,-0.008023592692288924,0.01553507662178477,0.06240877760614706,-0.06353738862495549,0.11988968796147273
ADAMTS3,0.1573896628021765,-0.004192115781527137,0.013955644574555058,0.04379049421204739,-0.051174219208924045,0.0067265114630085865,0.2809394913340587,0.04913240869290338,0.06534997296146526,0.0466452898127014,0.07234276783281626,0.04844290263101722,,0.07019682088422041,-0.04259438993677313,-0.019733081570950776,-0.012227854905990501,0.004758228807742798,0.053868271407118626
CD34,0.09376363535355772,-0.015082442669437618,0.04042470617078384,0.015045863248786831,-0.04850706039950848,0.036825309290453384,0.07645407361652821,0.010611582304926754,0.037614883003577085,-0.03795207698714911,0.027868800224453944,-0.12432032979928472,-0.007124316424088855,0.1304045234582452,0.0762687912696047,0.0738459761749545,0.03789522637451387,-0.08431108573104658,-0.015714357459092953
CCL23,,,,,,,0.1262810885382822,,,,0.046171662391369,,,,,,,,
PLAT,-0.054945952842343604,0.06794223803448564,0.07139807201424939,-0.0322938161746772,-0.05070998064445021,0.072727500521037,0.19232763319644405,0.0932559317956311,-0.04923400381927339,0.00014911511573529083,-0.019508062778695434,-0.004322352626897423,-0.030764919017406044,0.008091090911473609,0.120185764189713,0.03872456229325241,0.08657779818164243,0.004780101532141957,0.06743710604268773
NTF3,,,,,,,,,0.007647981292981471,0.10053952959001085,,,,,0.06806938996119338,0.007220518590606231,,0.02156016340424689,
LTA,,,,-0.014570482356884374,,,,-0.025995340090258404,,,,,,,,,,,
CKLF,-0.08434749804063425,0.012415002028239133,-0.001343038706251302,-0.004929468840960724,-0.020009647051533356,0.06025687642477631,0.15860047709086422,-0.04394104772308396,-0.052408758446342615,0.06239390386837337,0.0964110205614654,0.0014204093600284535,-0.011711811586487833,0.07423159736831199,0.0574772645201328,0.0541515183703536,-0.017174296206695343,0.02785354921816468,0.07915108388902262
APELA,,,,,,,,,,-0.048340237235904845,,,,,,,,,
CD24,0.016382569181624097,-0.0734710248179147,0.01608058770555705,-0.01821100079789292,-0.00972318657568726,0.09312315690109955,0.0316166505457496,-0.08011797942316418,-0.006125486808113945,0.17032276842519709,0.03182949121407279,0.005945200281223685,0.13153182354557083,0.13524544456204401,0.03294350372567873,0.07463043398247218,0.018776690010633732,0.12045882167131865,-0.0469364906612143
HSP90AA1,-0.09563290650941969,-0.04137381786968907,-0.06259656427422068,-0.025127384764784703,-0.12469203610972568,-0.09715297740504347,-0.20896232856546637,-0.0375263653023061,-0.029469508243127,0.12802964335911438,-0.10550305884949983,0.024091640249047776,-0.02032161825961028,-0.13138171946384763,-0.09009356385105587,-0.106543559573064,-0.02372572009079871,-0.02183063906893659,-0.036328931452003124
BMP4,-0.041315655336003905,-0.0137062907993797,-0.04740623137303434,0.027885291561642118,0.06989786074051266,0.12857513647867705,-0.052464505439426365,-0.03353457309346836,-0.03888273067924883,0.0015122725759791665,0.10508403948046663,0.010337351664417741,-0.053546317790830036,0.07483401789088114,-0.005452639170121002,0.014606497605160076,-0.02331535827011637,-0.015919619447713192,0.0438526018623269
SCGB3A1,,,0.0793715065963428,,0.022653059386491477,-0.01911192870440883,,,-0.013716324890612036,-0.009518466473050897,0.06968817073678919,-0.004174671336112763,-0.003010185210311967,,0.0027140813947714513,0.06938067519124433,,-0.023992250745683476,-0.007576272822501619
IGFBP4,0.08369841238024926,-0.03642497343196981,0.05440443614772623,0.0015097161803979738,-0.048021595638016924,0.10829731818127815,0.18314186790099746,0.03936300031436613,-0.04508054468297922,-0.03913688958468335,-0.024673251233385585,-0.1327244108019345,0.07641858134776752,0.042257911280653634,0.02871327519707334,-0.12919004740897613,0.002177802295360148,-0.10755447680142523,0.029989132049613697
RSPO4,,0.08790910366189644,,0.08232236668648753,0.040130945548275974,,,0.01756289607828772,-0.013716322884289237,,,,-0.022343392308774062,,,,,0.039458231808919025,0.09800872074023015
LEFTY2,-0.03974867387959569,0.030761644307980177,0.060988346337747947,-0.014202658820676985,0.05917274820330626,0.10783372929500341,0.15649125756189333,-0.0034562053277441547,-0.015040115796937864,-0.04393857486466854,0.04560856482311801,0.020059780542537344,,-0.0073627002596683075,0.01507329795285805,-0.05001390933088918,0.11498140779126378,-0.011509157365866716,0.015362818647271851
PF4,,,-0.006219164261564455,-0.009918639953621784,,,,,,,,,,,,0.04130806390912493,,,-0.024488911089729025
ANGPTL2,-0.06734670540880817,0.032236200129402745,0.006129102705036563,-0.028924018897674975,0.057996434174403214,0.11688005556278751,0.21621959906704372,-0.04500118742152718,-0.0373412064661973,0.10801171947639625,0.05162511996611945,0.04917797721908916,-0.07629625719952472,0.07234232212764707,0.055755404540749336,0.07584229982047958,0.03212192978812683,-0.0092744411323736,0.03262085757492423
LRIG2,0.10232045887895032,0.029250779647244245,0.02827550522655816,0.009347318075681845,0.0863156099870322,0.05613247574963665,0.1166334888519454,0.015620574262620025,-0.018551590599739425,0.061846470182207944,0.005014850698864803,0.05972483210152652,-0.03564336321908949,0.01340762617758595,0.02726450161254292,0.034560553287699976,0.005961992881542384,-0.03480631888865139,0.055100204408783396
ICOSLG,-0.03272861908760623,0.06832768393956598,0.018971561940375067,0.024446036798450355,0.031653069162755884,0.100623502231209,0.06372147678492714,-0.021754092103354678,0.019716377073791123,0.001377186969832459,0.05190454188727962,0.011533241632201497,-0.06965093618563219,-0.004786085290851969,0.006479879274744434,0.010525157332276824,3.29830598155137e-05,-0.0020905104933089083,0.040739368331048645
WIF1,,-0.08414036269787344,-0.05486251619811478,,0.008489692627027808,-0.08038020481881333,-0.09827200066855057,-0.027898074713441277,0.007865905203073512,,,,,,,,,-0.041469473763618425,5.1186871734903664e-05
NPPC,0.09239790863166923,0.05383072612855671,0.05030301694531983,-0.015386256568412068,-0.014649358959655662,0.015588002858965515,-0.013659663267106718,-0.015118301693658624,0.08887238703158558,,-0.032863880906319615,0.12218827097175665,0.10728626309727383,-0.0030615848770813173,0.006540446251013007,0.003117574080108644,0.11334505621374746,-0.0371491048950255,-0.049702738837311244
LYZ,-0.11633098419527971,-0.06327336108651853,0.001476217299953833,0.013713665495251269,-0.03437529912456882,0.0013889291484480994,0.1658373697787313,0.03788829185767568,-0.025073672270408912,0.03273910970765162,-0.01855270346849724,-0.09401218391895545,0.11234322059008997,0.05848949155420623,0.006751216633060613,-0.024931379920753585,-0.055447119417346626,-0.043541275773287105,-0.03284079632027808
EREG,,,,,-0.06744317100366438,,,,,0.012870660057019302,,,,,0.022913089609251147,-0.06386193745312489,,-0.0014942640165814805,-0.028193991082734328
SPTAN1,0.06342670878183132,0.06300377778321718,0.012215937691467105,-0.037493686048470046,-0.06344086271486862,-0.013662824894133438,-0.013887139400428667,-0.11571063601878992,0.007172486050014865,0.00868003189412565,-0.04518494254142528,0.050801932962497194,0.08128428802778492,0.12929442238676297,0.03162510340737087,0.02359610772897192,0.033939728644773855,0.1015853138244517,0.04708543436045965
PTH2,,,,,,,,,,,,,,,,,,0.04273384363705135,
LIPC,0.019573573349059323,0.061709888298695094,0.07855997051209045,-0.0178245347107045,-0.028691400862332763,-0.02321761866999761,0.11005421392800895,-0.0065741033639435875,,-0.01641593935980204,0.010748561757656221,-0.02928056181551528,-0.02373726319082966,0.09498408368104418,,,-0.019696581754749535,,0.014270279345041052
COL8A1,0.0034764108014183684,0.06411479501191855,0.036786746872763114,-0.013239418398456921,-0.04880209534507589,0.07426277389226078,0.12461473125409123,0.053508716384498826,-0.03754263056168193,-0.11339616322351986,0.02472505776566978,0.04814230660318284,-0.03675873111725496,-0.013111984783306928,0.030341480116848965,0.06361948538504464,0.026077193488720167,-0.03552395822480898,-0.021753950029954512
GSTM2,0.06993560873529887,0.04250658767499937,-0.019531633518708943,0.004618254987821589,0.011933874742873555,-0.012660779685205613,0.10085823300644092,0.03388985852864906,-0.012852710589804644,0.03846030484144741,-0.06842333130341753,-0.07275483596537154,-0.005740774836498771,0.025570352252122414,0.04257691491520077,0.015246977915435804,0.022332537895088506,-0.008416962784434445,0.003018236437964324
IL4,,,,,,,,,,,,-0.05243685306873027,,,,,,,
SPX,0.007607025737134798,0.008706397031209475,0.04826410466586188,0.019679423001740002,-0.035943073269270015,-0.02765847804622024,-0.0490173481820519,-0.03800502127542958,-0.02153037491909507,,-0.007105631942245076,,,-0.057528469398247975,-0.012642699336714077,-0.041218783930530745,-0.03139963575469141,0.04955672917290773,0.06669187432045083
MFGE8,-0.002125067930688529,-0.06570370744212284,0.05269999140774498,0.01809954293649516,-0.04654945996756009,0.057124098225057644,0.08235740605553615,0.04151639906378179,-0.014656326908543963,-0.10520027626026672,-0.04410545097533867,0.11874654602552472,0.04550736334977715,0.03264029571432464,-0.017080332807850165,0.002442238216044073,0.06965900663509379,-0.048325068980611036,-0.018550721048186336
TGFA,-0.08548224820505074,0.059421310028260906,0.07832783126361194,-0.006789391110652027,0.04427651492961423,0.0653349487288117,0.07870907748080973,0.09859180964004899,-0.03182785364331008,0.0019978005768559915,0.008370086409684663,-0.05033720710796134,-0.010940039397065959,-0.003530630617822959,0.008368951271569605,0.09458029378984191,-0.052831204023839236,-0.05948301343965819,0.005440792306321346
SLIT2,-0.04131564872487947,-0.08357649283272593,0.014057571361344019,-0.01604184740190904,-0.05523945145867928,-0.026057530002322027,-0.008822175055997406,-0.0380255845610512,0.04604508702490828,-0.04169734878044653,0.04660642295320145,0.018476008704247128,-0.037144044234690865,-0.03240277888292059,0.013840297441253202,0.010831671567119382,0.029528380009669262,0.023820984666964442,0.030073343913477973
PLTP,0.014062099230266186,0.05443158035055066,-0.05561046848737934,-0.023515140403722764,0.040978031627481024,0.015024614425614901,0.1843926418369113,-0.031251794351063525,0.028677874646971312,-0.07907664839298956,0.006053029647602154,-0.03441170581111894,0.12120023548720314,0.04471789582629144,0.020499482386905424,-0.03824556941048584,0.04630897563331704,-0.10283027962202729,0.023493584841040974
APOD,-0.09576749506798607,0.00024452946347917854,0.05650294007682283,-0.053188049789740975,-0.013526929182037925,-0.046966502549881,0.0014362827812038003,-0.10345816460091464,0.007899861735343827,-0.033958986755333154,-0.030311606607073643,0.1453105595660809,-0.004852452984139424,-0.10932657419423904,0.07200989206495796,0.11097954388476665,-0.145694526841671,-0.08910797656945875,0.03085928327038803
B2M,0.05439786828582911,0.020207590064588884,0.08737183455632573,-0.03360722923364614,0.011917262285362867,0.10772889124321561,0.2218976486122283,-0.05245176240488079,-0.052931977796778926,-0.02759311690733332,0.015338166008083711,-0.00680510322370673,-0.03824114544036707,0.037505275412391896,0.12144717241814527,0.005293064473576894,0.12618168114624956,-0.10218616949214344,0.007933380416129173
OMG,-0.04319902695763151,0.11084043070146683,-0.005457547055753558,-0.03238407912786148,-0.08446902433652737,-0.07333241130183059,-0.0758789481789072,-0.10900012906799614,0.026029193577415632,0.23576724763231185,0.022522677767994388,0.07274971245945423,-0.0842742173103885,-0.13501200276204448,0.04768926656125211,0.1675496722538169,-0.0677120552707239,0.023610297291755792,0.008898666172409891
CXCL3,0.029582790848144847,-0.08086159862248406,-0.009252952330236491,0.024286118121342893,-0.0750273794402198,,0.017168011889859,0.09175319501960244,0.06266389186009161,0.02171228050655504,0.12159159457747735,0.052526325696647704,,,0.03029477551409208,-0.015056255353608761,0.003049277279488647,-0.0308536662561159,-0.03596145716141462
CXCL10,0.018843236974793204,0.12250795617518377,0.03906542211263883,-0.021748262778573328,-0.020212721486231874,0.0502665347586671,0.1657737798734647,-0.059924408280101135,-0.009311979939529294,0.05135160130580097,-0.05684634692399365,-0.03843255199064463,-0.047132122583129474,-0.0001744194408916002,-0.06492827182045047,0.06292760114477523,0.04314345426375729,-0.006539632835212928,0.08536845300661647
RSPO3,,,-0.02740394236474021,-0.011518565271142377,-0.06571029273339345,0.041535143289701,-0.024779745922333608,-0.052817898202175285,-0.01217412413318531,,,,,,0.07684092881088918,0.026468044017838695,,0.019870393428798972,-0.044021072089139426
CORT,0.12196047224847341,-0.033961791697135695,0.0014806057020150289,-0.025831267075166423,0.002034179508247487,-0.03444584472858019,-0.04039848110993281,-0.021850153001277968,0.03733853142438345,,,,,,0.06204937166872655,0.12378107751224432,,-0.026234930244708816,
NCAN,-0.006554055493946825,0.16194118204353208,0.09369846329383054,0.007876769545316947,-0.07521894956241865,0.04684592976740766,0.0781052865689574,0.04959717276675127,-0.0038638878854845584,,-0.045820831046222164,0.05343307770981111,-0.08976586073350969,0.05931323721665203,0.06941325499820616,0.11168501084637351,0.03886503279572108,0.11881554801640316,0.07167251801495958
PRG4,,0.041833122383710036,0.017791350288777194,-0.011368327184750615,0.0007176050691803839,,0.07762378523995715,0.0037035645258248055,,,,,,,0.030258613442639425,0.0699586999326223,,-0.02614350954569482,0.09122894459034869
ZG16B,,,-0.017913138687400208,-0.013194334041374224,,,-0.046004173891850964,0.007558861612936756,,0.034367966575604376,,,,-0.02660050375973478,,,,,0.05069870662779343
TGM2,0.04157252662565631,-0.055314283233746174,-0.035641813790603896,0.0359764257061491,0.016000977448346287,-0.03627166182796341,0.047624182872039275,0.0387980323469585,0.012819757885708407,0.0899000287020569,-0.02993655160084757,0.014419721292450331,-0.06319267775653216,0.07866369720561128,-0.028658897040147558,-0.044479101857622064,0.024405967736790834,-0.07983650654610877,-0.07469117221936411
VEGFC,-0.016801425716465087,-0.04527816910152136,-0.025775309639452057,-0.02026140302350945,0.006117715150182135,0.020988061205954648,-0.019910388135929987,-0.032237740803032995,-0.017005518422552414,0.03805138141426336,-9.974211610785884e-06,-0.06804824339779408,0.06402814068346505,0.04761180503535877,0.03210398305636499,-0.013967380600257323,0.08153432843357274,-0.02664226583117387,0.0362845215526218
