,MGH258,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,UKF313,UKF334,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
POMC,-0.028742901995308094,0.02102755947778309,,0.003755886221536624,0.0459216632461986,0.0292238383061296,-0.01064818726899558,0.07357057933430043,0.019083138430901887,0.05363119889792654,-0.010766749879956702,0.04145334262646475,0.03955712598683506,-0.016525817058578418
CCL18,,,,,,,,0.025287540293752825,,-0.019964883929448833,-0.035935993999933094,,-0.049772811185731826,
CCL17,,,,-0.02890710327135088,,,-0.013920454173200043,,-0.015654437211686478,,-0.002316540920039956,0.04856765684448515,,0.10367438073526157
VEGFD,,-0.015693970466519658,,-0.013474792459258724,0.044027844542091917,0.12330280454377472,-0.010210821482018302,-0.02691781778592526,-0.016777345229919954,,0.03964072797423484,0.009260030169572171,,
TNFSF13,,,,-0.019939472876502915,,,,,,,0.04695138919073388,0.07993925108335749,-0.03868769723778072,-0.014970023697941011
WNT5A,0.09424207474264969,-0.006398117971152117,0.0014591342283438004,-0.04358168143223014,0.031839043345549926,0.07090814400250965,0.0034120389100741064,0.06304492445132769,0.03740835025437056,0.05026120831200127,-0.04379789790932119,0.08085595643098416,0.014163593305235785,0.03699682760426296
CXCL8,,-0.013092561492367283,0.0497666096824829,-0.03701897710295867,-0.0696354275977394,0.019232858452036317,-0.00950876094533376,-0.029871560404137406,-0.035718244900358916,-0.035151321493671464,-0.06667363165025184,-0.023194089571029614,-0.08828088795316201,-0.012083755438097421
GRN,-0.07500220269424733,0.0020756463157330174,0.03947735131449858,0.013630360826242234,-0.04316114836373156,0.07442213036907092,-0.033685966417851355,0.03371641760745036,-0.021309051337652103,0.0506619786325617,-0.005752096432574135,0.07540402075687626,0.002594294614409928,0.006051729000977769
MIA,0.11306027014469215,-0.030878085948528523,-0.042104119358925156,-0.002690608325390249,-0.053471826448613806,0.06376080552413949,0.013075875267449756,-0.014355803528422788,-0.022977343157174757,0.11532359641093592,0.0531556986981232,0.04011723532083555,-0.018935139909727554,0.058049360841841695
COL4A4,0.1060268334011694,-0.03755343157961414,-0.0320389081963987,-0.0172738445144416,0.004762130590865077,-0.015468441762836219,0.03774725696792364,,0.008263573984642083,-0.02524185138012182,0.04448266598204035,0.013414052825561486,-0.010617785504436627,-0.032223254972673004
TAC1,-0.006981349613283152,0.040538389799663066,0.02472480066723798,0.014198362122478707,-0.02526114715607736,-0.0844385159661704,-0.003696760850047069,,-0.03950055169975485,,,,-0.05307015966469144,0.04188026695515309
RARRES2,0.056602869412976334,-0.03856789823168321,0.03548938435980916,0.00839155027317715,0.006714171914041089,0.13779869674751133,0.05618435890618794,-0.057678559567697976,0.061178358276271556,0.03693072312632741,-0.03809879934328286,-0.04290189982629069,-0.02462019404246179,0.02600998089372889
FGF7,0.008978629240148493,0.005227046059086626,-0.03809988520317691,-0.0009895873762595488,-0.005309399644072045,0.04781277896764154,0.009032770708123021,0.07307991350372064,0.011718065252336233,0.03273289524570034,0.04079683924831305,0.04099079747824238,0.010469533175125396,0.03716170487059874
EFNA2,,,,,,,,,,,-0.013986766399711194,,,
HBEGF,0.00045594655407849304,0.06346754117720224,0.027474903135261314,-0.019686918249828954,-0.025289229210170575,0.042787543071258205,0.007595542589149216,0.14464499818685705,0.012915047807205501,0.029141053519015702,0.050961691172049496,-0.013083826739872845,0.05039532997476786,-0.02181933061220696
CSF3,,,-0.02242601785631683,0.023917022591509712,-0.040005128868177066,-0.01636531365454813,,-0.021363153387116578,,,-0.058349864198410366,,-0.03280108319488759,0.011271531982498119
PI3,,,0.018611985570737573,-0.03400724899437918,-0.027089200355317276,-0.0184275591737816,,,,,-0.07663693971216445,-0.0002934923490776385,-0.06648098724532192,-0.06634909549490312
PCSK1N,0.039745609053875045,0.00018955800547966383,0.004398535173177101,-0.006126050165397019,-0.012109964477236342,-0.005412543928211182,0.01365315439529319,-0.011710563243071284,-0.06498530087889035,0.004685351264658869,-0.010798898973948179,0.038293917863731694,0.008847900949745056,0.0722293687176867
NTS,,,,,-0.04987237151949738,-0.020114939087354473,0.028247239107446274,,,,-0.017040220681367797,,0.04397616627368341,0.031180224327068705
SFRP1,0.09311121512464257,0.030232651040611663,,0.02314003319179956,0.004075600532288819,-0.0329344691818042,-0.013920454313390451,0.05697405166874084,0.03393324381580716,-0.010064097796812018,0.05565249498962815,-0.053977574401057896,0.038314753171397216,0.04215057298703258
CXCL13,,-0.005765384884624161,-0.01628394247273765,,0.005232839988211856,,,0.05238946914201693,,,0.045325658458874755,,0.03743241860641081,
MICA,0.0754334060955102,0.002229526394977426,-0.006541924164676545,-0.059204187554052476,-0.029453304723936733,0.06371399622961178,-0.04699590111334706,0.028399801497998728,-0.006529467554003743,0.06011283306815495,0.05767641310394365,0.13790954116296406,-0.008762853301945147,0.0857555808852609
TG,0.11317664176378657,-0.03296310834139534,,-0.02721914371802613,0.16688425057170472,-0.019751469409560626,-0.010074172233886458,0.033834392888486976,-0.023515173579048775,-0.03250749878420553,-0.02098689454512908,,0.032562262346803796,0.06955443236978698
ADA,0.009020170520186685,0.004081728785214631,0.05960045436502912,0.07338814288796885,-0.030990965118597433,0.11430729746158606,-0.016361265873301892,0.0683707027781802,0.012376340078763846,0.1005579724405574,0.05017434967400472,-0.003731697259819736,0.01657303938817484,0.11124656872733224
LAMC3,0.12198273260657373,0.0012184718893774172,-0.041861432924928686,0.024492875035865603,0.0037716410698056327,0.031215059568582962,0.03764720825699738,0.05359389605417833,-0.011040176367753772,0.03261210739691087,0.008283734007388872,0.09441155493776704,-0.03608508522978972,0.033007263016698665
CCL7,,,,-0.01967939741930929,-0.009980031964927697,,,,,,,,,-0.03745921399026551
NGF,,,,0.03584555907396292,0.03180167143704253,,,0.10115728206529444,,0.01949620628492682,-0.01379876072816634,,0.051021302722139616,0.009573244159166022
TNFSF15,,,,0.0968191369799074,-0.02421927352710386,,,0.09521140485236108,,0.06100033167564327,,,-0.030671690803692003,0.01310706233919275
HMGB1,0.0072945293357693265,0.06702083211046556,0.07677200748463009,-0.00590082166273893,0.0025900608158092786,0.14540345203437458,-0.004691404886561558,0.09920098078551447,0.0489545470285112,-0.07274819088903237,0.05623043660000285,-0.03719790938184895,0.054056115559250106,-0.03399671088500035
ITGB3BP,0.03429390933668534,0.036811468541056415,0.00578819293289726,-0.029754955550416424,-0.013152179648679502,0.08928640831489247,-0.019183408397801686,0.04300989723813257,0.014945102259454422,0.05201744073439396,0.033570651668460606,0.024600569047534736,0.035123359013688925,0.038645005184997624
AANAT,,,,-0.0199394750046049,0.07902675657376017,-0.014761955793220555,0.060638573000370705,,-0.005259249728029292,-0.020794263503327214,0.067203996383239,0.04414909170681607,,-0.01719343534910852
RELN,0.022143800956198324,-0.032562932770921135,-0.02525512263529873,0.02697887763740222,-0.013836566352038773,-0.04331621000924075,0.0028286334699525527,,0.06536382686470951,,,-0.04062230240792614,-0.02694397871628742,
IL15,0.06960449245145711,-0.041994495720778104,,-0.01889335303369103,-0.030552371786719122,0.08450697961927187,0.0366140288915461,0.024151310017255942,-0.019475537165283135,0.06513030998525943,0.06778130202412101,0.10637990779703159,0.0217285566149519,0.021519333982619824
UTS2,,,,,,0.048898853626374646,,,,,,,,
BSG,0.1081464530544768,0.032364839071015596,0.052142456590926166,-0.01591967060165724,0.0240622982892839,0.021899735257806186,0.015565693184114004,-0.012405234077333665,-0.003339528683276092,-0.005922087972363921,-0.0153657036165296,0.06973180262317656,-0.0073627291479901255,0.027658500816089622
ADAMTS3,0.06016101474608305,-0.009270336756418165,,0.0025501361620658912,-0.037635402697490196,0.09712056086992346,0.010963259842861858,0.03091340077872064,-0.03236205718821143,0.17227425626955023,0.05094323603709115,0.03034703579404978,-0.05278890106734979,0.12256179368909963
CD34,0.0720757832892031,0.006978436858762459,0.0316408021919626,-0.028491752250409643,-0.0008834991771904458,0.03465058275956362,-0.021726970995816507,0.0966481635249457,-0.02936104149087697,0.059067502996965233,0.026241223053966912,0.04485246310841693,-0.020474976289118978,0.0307859992766417
CCL23,,,,,,-0.016796762386437233,,,,,,,,
PLAT,0.12946823005882652,0.04900440754418586,-0.050190361993102034,0.04574361729934263,-0.051161135031174046,0.07972482652091466,0.02020652663189301,0.005928420141042264,0.04719954522309852,0.09688989633287216,0.05295988577906919,0.10410011452592637,0.027208374991844125,0.021201300246142866
NTF3,,,,,,,0.011165125791320969,0.008750311238987535,,,0.007837076860551021,,0.018508097828433483,
LTA,,-0.024241173485292165,,-0.02522256378763448,,,,,0.049679227625761685,,,,,-0.009371912250298837
CKLF,-0.005246210744644851,0.07497315123405564,0.002363732075045338,0.048329362538703485,-0.017903510629186426,0.11221189001047611,0.022010683220708517,0.031107118020358055,0.07668792741295787,0.12493262577584392,0.050730484696460715,-0.015032031425560479,0.06938852094848094,0.06914342579569777
APELA,,,,,,,,-0.004219646030351916,,,,,,
CD24,0.021075388813095744,0.016001686844710986,0.005674105052151985,-0.03653243110372435,0.0794680102380883,-0.04706671460669089,0.015026098783795776,0.10058747951417718,0.014140275185039158,0.06443001207472916,0.058611971503984575,-0.015797555104999295,0.012085469681757215,0.03526194562846654
HSP90AA1,-0.09347232092265056,0.051163113249309104,0.05824509210419543,0.001645508882373823,-0.013237457018543675,-0.08351407993158995,0.0208777867790896,-0.08715523773122781,-0.001996200479297879,-0.1100813594171256,-0.09013832439780951,-0.08153985333917274,-0.08221159202838997,-0.1346622588193947
BMP4,0.006602074831514558,-0.012882330413638036,0.003734933836583305,0.004382099361567098,0.003529428334269476,-0.04521637415549806,-0.008171545092814946,-0.02624988962612447,-0.0165951712330035,0.07673566492753353,-0.002952195319701209,0.11668972355397512,0.037070631809379626,0.07744554944090254
SCGB3A1,,,-0.023971195370573052,,0.0027664140696919736,,-0.0097953920390798,0.030346042269775872,-0.013589773958254961,,-0.026774265186701375,,0.0012868701147849334,0.012992520224626854
IGFBP4,0.08084300204581005,0.01697731176778878,0.08381898171322204,-0.008464709686493028,-0.012017158404128933,0.13998082093308697,0.008314542138153313,0.06964963973188586,-0.027397164248613944,-0.013130859224728671,-0.016723245949741467,0.09765438502672333,-0.0419087751911684,0.038070335713377965
RSPO4,,0.010722668898778275,,-0.0077034459163095185,-0.029994971468633794,,0.19126243268062718,,0.011761901808287943,,,,-0.00658366814413892,-0.0143830193254699
LEFTY2,0.012556505255889071,-0.02453889197799103,0.0012881004902749712,-0.027784540060711085,-0.04655683234829468,0.17028381548020244,-0.010740765600047678,0.024867904227093444,0.034119882079218636,0.025963470503769136,-0.016082268397146902,0.134875956479477,-0.022804760512675562,0.08409541056420224
PF4,,-0.022050642004946813,,-0.01716988654110009,,,,,,,-0.012819839754284157,,,-0.0038477371192958214
ANGPTL2,0.07540232775222366,0.00923051134368534,-0.004299059164944849,-0.02144152601117199,-0.009342477155206693,0.09922342178956245,0.003191783251531182,-0.06729824629654037,0.08605971364338978,-0.0024663669888928667,0.0626266338751194,-0.0026406324688033047,0.04257311101357514,0.05461536047070789
LRIG2,0.033615280178731874,0.08191779356501258,0.01786728338787619,0.009856654109725931,0.007482180788814417,0.0531083988473224,0.00801958920633555,-0.030995189935005184,0.003062998113103941,0.08907152471754899,-0.0020906142065823417,0.0689805450172132,0.02170821091630796,0.05286499445563196
ICOSLG,-0.08103410897627937,0.010034161838986908,0.03298678086584457,-0.023923005019058946,0.02128125735842297,-0.002809659410359964,-0.01858982216085062,0.024142970206657708,-0.0009707816934869095,0.014608823988828564,-0.0010584643693348358,0.01614077985196958,0.00638621434883861,0.13063103181596578
WIF1,,,0.06144630748182636,,0.011854888351199765,-0.07771472530537012,-0.018432897031802047,,-0.043267599911329044,,,,-0.019376534778927958,
NPPC,0.02715049101595483,,-0.012825424002973039,-0.026634728229592203,0.0687215579975999,0.04800139744358767,-0.013613195802611689,,0.005582793806771067,0.0035464533665323745,-0.007450818370788415,0.18002327229128048,0.012439247701941797,
LYZ,-0.008169880583266346,-0.022154670404821147,-0.03427493160686484,-0.018784218644942802,0.0030184243096740633,0.09651422460445169,0.0007767322609910145,-0.06439965750229638,-0.028562548327637098,0.07596982132944777,-0.02299592253876892,0.094413492155904,-0.04440301614613851,0.030038624916354777
EREG,,,-0.03022862059376615,,-0.03283088055444625,,,-0.0099525380365619,,,-0.030730366937094113,,-0.045351995026142705,-0.004526180891756209
SPTAN1,0.12844182636537457,-0.012894515042371355,0.03906596054488055,-0.01356383519876975,0.010557729820253091,-0.08690294642913783,-0.021147560491514575,0.11160072854108119,0.035809997635695145,0.08527098531176198,0.009472310959241257,0.03489828009810626,0.016539594643212786,0.019139036313764762
PTH2,,,,,,,,,,,,,-0.008571542401118225,
LIPC,0.01717251352703907,-0.02258622333927935,,0.00903718982380072,-0.029040069271507808,0.032927989043662405,,0.02103622681882086,0.09590484992067426,0.021051605432091187,,0.043063030122159875,,0.07641139424453293
COL8A1,0.01906734147110403,0.07211177299675148,-0.027999292577782546,-0.02405482236903403,-0.06311055548689311,0.010538190858541682,0.008757259902234051,-0.05496986788153486,0.020555821077144258,0.016764630979780547,-0.025015957911076196,0.09129745321709137,0.0670537369411968,-0.0026172565784300227
GSTM2,0.07411450493997174,-0.027718633005812742,0.022136050546246278,-0.0031258188674527783,0.038078164243034576,0.004541037378657645,-0.018722481536684637,0.08768369656224674,0.019083176724940715,0.07342559460492239,0.06601555042417141,0.04037397983133322,0.008114283715464887,0.01852880562069161
SPX,-0.03790271033472633,-0.009857747172314597,,-0.03193893169249699,-0.011266117078173061,-0.05177153019258784,0.04337421409787295,,-0.05303106964407332,0.05391400171892321,0.08685331113639594,-0.07075757562040601,0.011416295071646269,0.12067746242718101
MFGE8,0.023572535852006807,0.0836211109331142,-0.05070793097110831,-0.0004561754672238789,0.01324827348138916,-0.0022200292474098466,-0.03656072540841358,0.03129580362231079,-0.0186565752447256,0.006796066447388813,0.029689063485244385,0.12586626844073234,-0.027846927128978953,0.10318687301131453
TGFA,-0.0007251048952077294,0.030546614434928867,0.03459225883940341,-0.029820786220350372,0.027508021617018635,0.0065047063046408445,0.019155376240874968,0.005564425629818137,-0.018894224448395877,0.013508666257634505,-0.011941353220926891,-0.04737676353737128,0.048360060056332026,0.12709177453540463
SLIT2,0.0988739947467419,-0.019978896596495727,-0.017817074792221957,-0.005869783702959085,-0.06586788634276622,-0.049051717775806275,0.010097946224027425,0.0016922067679782794,0.02712976344467764,0.12007582792711018,0.022687913460423502,-0.03503516666732729,0.026606104923335143,0.033238784842469116
PLTP,0.010623533242455853,-0.026729833294675705,-0.006487567264836368,-0.06304775080350944,-0.0861873772921679,0.10475536221127373,0.039222290630774856,-0.0237057019155534,0.009092149978501083,0.0745039607365424,0.014983834928252608,0.04935935212320134,0.007227949554100418,0.0018314079873146597
APOD,-0.07280796162959306,-0.030018213804607285,-0.00033762596157577,-0.05322893475769216,0.050954187540150485,0.06475901330544537,-0.044297737061405405,-0.0036310118661455645,-0.0429276411786734,-0.15276624844547543,0.03845465333641514,-0.10011182490660119,-0.003115309658097024,-0.09936688447569317
B2M,0.04664305076503727,0.029617522859884716,-0.0558778984377633,-0.03014968905550397,-0.08130743142713852,0.14566406614231947,-0.020295650361010886,0.15007138260940572,0.07611828634121375,0.05473804356774166,0.041308065026748615,0.10169618615754902,0.009006022190244444,-0.012121263189235731
OMG,-0.04326330914240239,-0.06878540426713718,-0.0027051170936661355,-0.0029532381421112732,-0.02439774759065002,-0.0010169673792853394,0.013757254267894495,-0.021563516060162328,-0.04779493483653155,-0.10535518635547005,0.03174575922912069,-0.08076463402357356,0.0352069102169204,0.1742412382936298
CXCL3,0.030300448383118683,0.049324702117800906,0.03470468431282218,0.03858963256731226,-0.02282548130199564,0.058017484880276235,-0.010478997431499042,0.007941973173692366,0.03354183007018631,,0.01657714757764432,0.06303551112069886,0.019894108724468423,-0.010750483674045843
CXCL10,-0.016547530073399205,-0.016516422482637738,,0.07885750586721167,-0.03299466096454008,0.11844171736327036,0.020869714627075205,0.024006753816001546,-0.02228887670928253,0.04902317607301467,0.08044586824429345,-0.030817123997486397,-0.01611651567747901,0.1190358165129575
RSPO3,,,-0.02242601855580933,-0.005171470492240504,-0.02904005136688054,-0.02423991415596217,-0.0025245904436648537,,-0.01465681110806503,,-0.003980616360447622,,-0.023378961217746057,0.011839401025785899
CORT,-0.014549663901608573,-0.014267321724456545,0.023962269029308383,-0.04471580044918466,0.0059943176717295365,-0.041952602257219106,0.028091351406684128,,-0.02112835623192702,,-0.01341531072035043,,0.038392758713940885,
NCAN,0.029981679831174963,0.018231553878353145,-0.04106896185384384,-0.010826503368045588,0.05478143319432198,0.01737815635887856,0.0026741454583790072,,0.0952371867475443,-0.01401836613586225,0.058989478801176214,0.029313153142032315,0.014668254960315827,0.03171178420542457
PRG4,,,-0.025075185825523667,0.1126754597293605,-0.020792572519546897,-0.020998351325766655,,,0.021799156146419703,,0.06378018530520166,,0.012091872369066428,0.040605744003585076
ZG16B,,-0.0265343637923285,,-0.022840351049646403,,-0.0226710946753788,,-0.038412152917837186,,-0.02311625927638707,,,,0.0711796124432353
TGM2,0.05346200229568379,0.03898273283234515,0.04569934494071989,0.014062453468359045,-0.010187359629675211,0.05090884616187819,0.07078509995568139,-0.02560196449986102,-0.02486814982186368,0.03390608732959836,-0.03757005426204469,0.07934430691765058,0.021832565723510534,-0.015838116255436394
VEGFC,0.09950659381902752,0.014897267145517576,-0.0009291295926227934,-0.0010620817976721446,-0.008057981951648776,0.11053183566276849,-0.03803407638983442,-0.07634367100859273,-0.01748821091200255,-0.005457170333993327,0.018936610596554253,-0.013614353338242652,0.020941502282353024,0.03748108190184524
WNT6,,-0.02453889262200206,0.05088639183910993,0.04539551832406977,0.010333351634534674,-0.020649128913765254,,-0.0429526387873262,-0.015262827383096577,-0.021983565285778287,-0.024932954587641203,,-0.035629084461946826,0.025901844026346352
NRG4,,,-0.01680950642794393,-0.02395073064288186,0.01887982379804946,0.002974961939357619,-0.03183064825606794,,-0.02040203783987159,,,0.01669115032296139,-0.022263793932817966,-0.03801378166867245
PMCH,,,,0.00482077179230732,,,,,,,0.13279285039821476,,-0.03261413341316394,0.05581181524460031
COL9A1,0.047016472078008104,0.00697865896147715,-0.04813623117915359,-0.025014790095012684,-0.024055961933524356,-0.004801144613383923,0.03412000815407577,,0.020402599549371573,0.022790516184842045,0.03778255658639358,0.059812183553451324,0.01996120181365329,0.10127720956408039
GDF11,0.0726875373393507,0.031586430721741235,0.03275167115373935,0.03637152616656652,0.047878552936737484,0.0817665495452608,0.008658567104297665,0.05006781823639807,0.045694992174164374,0.022819527653255216,-0.014751154872661274,-0.05331593891358733,-0.027941270105526394,0.13220434840323866
RAET1E,,,,,,,,,,,,,,-0.000730479615319315
IL24,,,,,,,,-0.024222572131434424,,,-0.01261543392724828,,,
SORBS1,-0.05356974033011284,0.013434967704747147,0.037624276449767326,0.011422437258009493,-0.07196843223616443,-0.02618786193592547,0.0008910974356391279,-0.033228118013618385,0.045499095434948275,0.061171793546095615,0.028602811512264275,0.0022440674198213008,0.03662476114134996,0.00014251975131829222
DLL1,0.11413586994523826,0.025352813032243602,0.05617661016531836,-0.005022933669270399,0.09665457192302039,0.08299081357623353,0.03900605900625503,-0.022793693658373436,0.009428100659847307,-0.1206911444977622,0.0700290097694118,0.015124964988100644,0.02875471273721101,0.10085097861210994
TLN1,0.05621787011278007,0.023720853259586155,-0.012828671642130954,0.06139678221583834,0.032053371806276196,0.07281598127821011,-0.009355536777025929,0.08279418913832746,0.06914733615363026,-0.035186938079630754,-0.01361664795523264,0.03408405457243034,0.012335539310390121,0.016012480948718173
COL2A1,0.03846494501227259,,,,-0.018570921530514494,-0.01938174889271088,,,0.03197481032801552,,0.05345879754949549,,-0.022520385692846923,0.056921818116227596
SHH,,,,-0.020450128188353196,-0.011153996264117866,-0.015236409635316386,0.09026944489515219,,-0.013589772770424117,,0.018224169370970003,0.02107780604013359,-0.011517106791523903,0.009767075228033556
PON2,0.053545438964502846,-0.020843221116955742,-0.008205225228267839,0.06537864110765969,-0.013254802767194027,0.060870756831878356,-0.01173170724415507,0.10954265945085473,0.05025828332994703,-0.03148920523437751,0.027565922089230654,0.060307653055359414,-0.026779081627216837,0.04197375840585938
ICAM5,,-0.03158706584130397,0.021271293832652687,0.06339407460565406,0.01406921350871938,-0.03787383137652544,0.022562723552901634,-0.022929640718950487,-0.014113946341212607,,0.01031156258715031,,-0.002415632851003037,0.10921689191439575
HPX,0.002454649643820968,,-0.022426024451534476,-0.04395431489689879,0.04915834711479127,0.05212857009085222,-0.009795391040463173,0.10321863794759971,-0.024659108959357766,-0.037884045298390706,0.055960042992740266,-0.03248323297390766,-0.02958619619616027,0.04413092868569963
SFRP2,,,,0.15678291215561563,,0.03424225475563661,0.03462090937867125,0.058113970819658474,0.025367530982654086,-0.002031116242877599,0.015250860751158626,-0.022030395202776745,0.007432112300058466,0.06662897835258923
CD70,,,,-0.008939128296858818,,,,0.005768392087649243,,,-0.008159562676043655,,-0.03121479370054024,-0.029737379483128417
HP,0.004289985635614581,,0.01830046428272756,-0.020348794373874414,-0.00927091229906171,0.015094235918146608,0.01983450934418429,,-0.032607261496449554,0.08681760248372268,0.05551395311116823,-0.031029553547294416,0.01530394729939059,0.02313833848619135
CXCL2,0.018992500086340954,0.0043898622809243806,0.011152921870579847,-0.023421875358969092,-0.027355241077528195,0.02486833203729778,-0.013613194737200952,0.020976710605800836,0.12626910921946802,,0.047671940200592004,0.07492982976416998,-0.028064901436165836,0.010048179510842085
NPPB,,,-0.010087813423532389,0.012206141746947844,,,,,0.0014127452649253084,,0.020180062946365977,,0.002205977134511938,-0.038560747899625054
CCK,0.009423231006045597,0.006557890833365359,-0.012379443748645056,0.036068423713739944,0.051065003305753504,-0.11403566800679335,0.037152770836745286,,-0.02350261232221466,0.11902021166272213,-0.03589807518927484,-0.023797439763367425,0.007446978729257518,0.038099514677760855
SEMA6A,0.1088857085583367,0.029893901846826904,-0.018504239874417582,0.053916236354753004,-0.009631952756929659,0.09532461723197717,-0.03281479381261539,0.07434748587309324,0.05008506562364407,-0.044139724747844396,0.009048761883509815,0.01931608965596517,0.038815952410390514,0.039975436180903566
IRAK4,0.011916729748742371,0.0029800889505827476,-0.03988294614558447,0.025043763045255796,0.010441286445727631,0.0687493156713664,-0.03393131979684894,0.028951837322868205,0.07805074310250083,0.06860865082135102,0.0071371807315785225,-0.007682713018583069,0.041751708659365686,0.09468717431713593
GSTP1,0.06955128816836241,-0.053842724150779196,-0.02495138305568274,-0.011903594547650697,0.02153556519968333,0.12503074595116448,0.0861016526715675,0.059162268619899115,0.07226514839768489,-0.050981067737999805,0.09506565697108747,-0.03754976764268969,0.005864315410508643,0.054418011647371964
VCAM1,-0.038420133111981586,0.08644737693482284,-0.036521185165706724,0.01168831994803751,-0.02641961867010409,0.10255282220769366,-0.013961861256346231,-0.015772427486413707,-0.01781393727917142,0.10187061133923396,-0.0037315783076429057,-0.03698271929245636,-0.06614990893749273,0.10237877615622304
NXPH3,0.045214229193688,0.05669182511539783,0.03709294795137095,0.01798238514346838,0.024495333410747864,0.03579871640737579,0.06058194855693435,0.016753322463420012,-0.03607814864092026,0.06280401536343262,0.040932821893818576,0.04473130990629283,0.0392624554905829,0.10158940251534743
MTMR4,0.07754751511521854,0.052156074856624386,-0.0428744467602903,0.025657471122695747,0.025704225621946995,0.031185940305167522,0.008026386649426953,0.002024481967586979,0.0009949286796840907,0.028570381012987905,0.0235710602972853,-0.0008386794994979491,-0.062489537129054494,0.0677694728250048
LAMC2,,,,0.0074986533805468025,,,,0.010788833567054866,,,-0.01656760456931071,-0.023424522228541324,-0.03165710355872808,-0.0008696371719244578
IL10,-0.01641075968417758,0.05851725508979055,0.06733257368327604,-0.02679633782592006,-0.036929579314268615,-0.01061234316551293,,0.10887913785564336,0.006551713603703667,0.017590511073001573,0.026464091559085155,-0.022595201257800707,-0.01303808415362005,0.08681673671563198
SEMA4D,-0.035811736164678684,-0.007180242518817901,0.0023738230235939564,0.06363190971176422,-0.009128764033043428,-0.029679451914102505,-0.01809223728254788,-0.020032987465465484,-0.0004307674970641287,-0.03223290768068925,0.01643733520026939,-0.06868664463530325,0.04428536308148186,0.11707428482781133
TRH,0.03345769139174906,,-0.017320122529861433,-0.0356310281389296,0.0021132397895768404,-0.000351907725639513,,,0.0865946064034029,,0.039641949688105124,0.19884222880755678,0.06341860935981762,-0.023670298117485965
SEMA6D,0.042512955368009836,-0.017432187463357122,-0.014670064808493971,-0.008478050336262997,-0.07512748560216594,0.0734569233445132,0.007736005333836028,-0.032640679801135504,0.06310703969613071,-0.009095136562134636,-0.005608153429432301,-0.003973715750009636,0.07677343104588638,0.0740558500402106
CEL,,,-0.019006752856391043,,0.005297013054449257,,,,,-0.03195702835321259,-0.02059636873385069,0.03184156045396738,-0.01739029484139175,0.059261244555584396
