,UKF248,ZH1007inf,ZH916bulk
BMP1,0.11996736781888334,0.06998798673141829,0.08652679513168915
NDP,0.007857253108761255,0.17872762770135145,-0.020140302741549126
TNFSF18,-0.011152873540719402,0.0800058182312871,0.008122371492426958
RTN4,0.026476339228805174,-0.043163545229912934,-0.07926818055956684
HEBP1,-0.016490183847286455,0.04831671128980835,0.023281332176222577
WNT7B,-0.004911052017376051,-0.007165662577186338,-0.04369349968254992
PTMA,0.055565075304199164,-0.007460065235638094,0.05441942845184056
CEACAM1,0.07830356937175319,,
PDAP1,0.06451299956182897,0.07437243568372044,-0.04206299128587656
QDPR,-0.02208143255231875,-0.015099105270141303,-0.09426508834463294
POMC,0.021959758481799232,0.03884869026275126,-0.002544521488654113
CCL18,0.02870491392882052,,
VEGFD,-0.02592958791919342,,
TNFSF13,-0.019567299119418877,,-0.030058566052911528
WNT5A,0.013823917957682147,0.07091442987138728,0.049073118404735314
CXCL8,-0.018394979310215814,,0.011998450293192547
GRN,0.13447770150395663,0.09689699858520624,0.0033674926422052488
MIA,-0.05166068522102744,0.17596510803092513,-0.010775906498566004
COL4A4,-0.03114121453032266,,0.10265167520739467
TAC1,-0.03983940083508658,,-0.03651308305102025
RARRES2,-0.10542994141758454,-0.0993552966750311,0.02303877157538702
FGF7,,0.04127117224791161,-0.004680464798180362
HBEGF,0.16434103907768013,0.15780802820400747,0.11525537381906442
CSF3,,,0.05148300486292278
PI3,0.0224112122103426,,-0.015383788357750682
PCSK1N,-0.07965757489055778,0.0263879719252433,-0.08201184983106793
SFRP1,0.03224444631162259,0.10358230967033882,0.03623938007701957
CXCL13,,,0.14527174042390292
MICA,0.11888288313987137,0.04962544360931318,0.07010233291948867
TG,0.0185253912899226,-0.03598160558304498,-0.0315878712925584
ADA,0.13424092573791738,-0.004026529183567695,0.03933389138131677
LAMC3,0.16888654206060988,0.07189743355394797,0.0736410355191302
CCL7,-0.016493403152819604,,-0.05119374872956361
NGF,0.020053710859219104,,0.012580453929622733
TNFSF15,,-0.03316593186586504,0.24095292520008565
HMGB1,-0.018431386229043882,-0.050043736188607565,0.02392784930124362
ITGB3BP,0.03636417071477301,0.12582567785272533,0.02089220167278938
AANAT,-0.023929418678645144,,0.07081235360573876
RELN,-0.0226872935380319,,0.011388812355316913
IL15,0.0014068032692973425,-0.02941470754304217,0.0008149373321768739
UTS2,,-0.048194292896877974,
BSG,0.016720295824524882,0.09938285106117131,0.030911542015195716
ADAMTS3,-0.02531797815327513,0.098378695177425,0.04355956603301802
CD34,0.16272652517066716,0.02921252389820518,0.022653887537232482
CCL23,,-0.03129568884363489,
PLAT,0.09655857040435407,0.052326488569166656,0.09367352674604877
CKLF,0.028634811163505906,0.05361352410266335,0.010490762609626265
CD24,-0.040353362788583036,-0.012919559697191262,0.037238212330264996
HSP90AA1,-0.06870003058467912,0.04002836119391037,-0.08784863611813376
BMP4,0.020290934024004132,0.16734446756774274,0.0019606725285306707
SCGB3A1,0.18926247402889973,-0.03862139421015801,-0.019710075669716814
IGFBP4,0.14335085023824826,-0.011391473350020788,0.045478971602029516
RSPO4,,,-0.027208243359949633
LEFTY2,0.10610382404508253,-0.02083731526435767,0.08029434693583203
PF4,-0.01710925648167342,,-0.021313756593835893
ANGPTL2,0.1268183400681853,0.03690130118189201,0.05929879519108851
LRIG2,-0.07231018231341037,-0.0213239830632024,0.034631490106562184
ICOSLG,0.023476343680395848,0.012680830971920427,0.09025382359781844
WIF1,-0.030785329978701984,,-0.02653858009123571
NPPC,-0.022212011095654433,-0.027650815177747267,-0.03220294682197894
LYZ,0.111656992562004,0.03346727680049648,0.01751202551997238
EREG,,,0.017206108635181766
SPTAN1,0.09503221336636733,0.026626147964779755,-0.03260575488027201
LIPC,-0.020946227012526887,-0.004541744988584275,-0.03323752758866306
COL8A1,0.05558404262112818,0.036683680043082714,0.1565793741123257
GSTM2,-0.02133979767556029,0.08867886028077246,0.038014336116257645
SPX,0.0065430347297357775,-0.03665645970028586,-0.017737143441288683
MFGE8,0.12735516433859428,0.050352539796259574,0.03083241129152746
TGFA,-0.04074621518081685,-0.05777595171381939,0.052676582909816645
SLIT2,0.09763533727498111,0.1752800455349418,0.06165437722012398
PLTP,0.0022245051000068087,-0.050985076809955635,0.03518587894470682
APOD,-0.005951214840721142,-0.1836596674668326,-0.07271148245466699
B2M,0.11516929951014895,0.08378504310202942,0.008289449658882229
OMG,-0.09128662633973691,-0.05851272163696166,-0.09450990311013491
CXCL3,-0.00039234402693227074,-0.028496937938458776,-0.0004133241482777538
CXCL10,-0.033573892638993436,0.26117766066071646,-0.04936808352181718
RSPO3,-0.02240419029001719,,-0.0029803228457398415
CORT,0.0019284878267384327,,
NCAN,0.029340791718809222,-0.05484074423357232,-0.05518511915565486
PRG4,0.0304328823287195,,0.03824315727875273
ZG16B,0.006882499944459687,,-0.018182820309404643
TGM2,0.08689766766461746,0.06416330403051493,0.029243150516966392
VEGFC,0.022645225944582216,0.03155579400351408,0.07772343574234633
WNT6,-0.02661174136746743,,0.008441501246298755
NRG4,-0.015191003346481324,,-0.028254734432851585
PMCH,0.12027920024197375,,0.02103679596567029
COL9A1,0.13730394328455628,0.02261952423221068,0.11933516714843666
GDF11,0.08499478332568733,-0.003025831220281302,-0.05064323141334915
IL24,,,-0.0006302314842825177
SORBS1,0.01607287758042618,0.013223531453983297,0.008379723694861025
DLL1,0.06752438822873963,0.04160823295487095,0.09290117864205356
TLN1,0.14465591680144468,0.11048319544353687,0.10163813813632577
COL2A1,0.005051881632190221,,0.07299730431684355
SHH,,0.08965361064700832,0.06296778015042874
PON2,0.03923121221198898,0.045978483012422126,0.02778548057599063
ICAM5,0.03487440056627768,,-0.021691651525843493
HPX,-0.04121431502659434,-0.028496923029473296,0.05501457055104708
SFRP2,-0.02192802125283095,0.07390501055375014,0.10401570418918489
CFC1,,,-0.025000994301603338
CD70,0.021031716143693206,,0.020514236140109308
HP,0.03131359809625622,0.006427312538117928,0.019794113116313794
CXCL2,-0.05816585143082908,0.051125155642552746,0.012151961774127433
NPPB,-0.021278084246972112,,
CCK,-0.04525601466515708,0.07182876462700893,-0.11402332731480463
SEMA6A,-0.023684011884106588,-4.9149155364119187e-05,0.11101394447053262
IRAK4,0.03155707955295934,0.04655545362797059,0.05058674956846129
GSTP1,-0.05400034605600484,-0.039920026601432006,0.048868873238642106
VCAM1,-0.014152745724279991,0.014355928397586176,0.04740733257441368
NXPH3,0.021832313435968174,-0.04025844591376132,0.04207080776675797
