,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MFGE8,0.027996319503033298,-0.009346867648699627,-0.017162179281004407,-0.033897426243357884,-0.03263597573602535,-0.003974795200338363,-0.03175037365661262,-0.0010334009863259888,0.05263608542076531,0.12389489967807743,0.06883085383672766
TGFA,0.013595961648666452,-0.015254671681572534,-0.029965229400495765,0.030998884837926007,0.07963841814593653,-0.029104454434664206,0.02540008331720879,-0.04562387580518694,0.008126075555633584,0.0807235582406249,-0.007151947273673132
SLIT2,0.038139101745336405,-0.05105286333007235,-0.027325465346618828,0.04107142827244171,-0.019922431674805178,-0.00437752370542062,-0.016734420205801338,0.01371377652035934,0.033300475081420255,0.05382435688281731,0.11362480637310547
PLTP,0.01175698312699581,0.15411456664308704,-0.02856785202290427,0.0267401130060127,0.03842018956849677,-0.009589352156034075,0.04807703984175451,-0.05345619146349261,-0.034733740338766084,0.03654823253521024,0.042579782009869
APOD,-0.03658859024457408,-0.017023029218350298,-0.01072072088515901,-0.05069985886022923,-0.051699419588232834,-0.04268321683285642,0.0068985128949264896,0.04331309549866776,0.057136186033678184,-0.042487120921039456,0.002208727211866716
B2M,0.050536260149480386,0.14183892695834377,-0.001372912609875221,0.01002292989035061,0.05784712442984125,0.03843394845607963,0.033834673668137284,0.042996081836690285,-0.00779057005163033,0.14340375132548616,0.08280965267133819
OMG,0.03686585168989473,-0.07856346558636751,0.009927654004633819,-0.01241059244066226,0.009342055142631764,0.020319046027096044,0.048003166145496955,0.012741909054644339,-0.008003218192391007,-0.04850085506448987,0.04314170694723238
CXCL3,-0.04026541895243699,-0.020172452371684572,0.02395702629251615,0.06575265734163034,0.012678056324674404,0.005553140327502051,-0.011824185085691736,0.007625147037390215,-0.022800938862710438,0.04831147558984883,0.00011940352684093693
CXCL10,-0.0051740186135020355,0.11941776852600113,-0.020803225256815987,0.07561339891507558,-0.037686427156041105,0.05174314329157866,-0.02134992654775319,0.014454127056275821,-0.02310723766050754,0.09647943747666768,0.01339517895698937
RSPO3,-0.010197152479269894,-0.025228821347157836,0.00473562643547803,,,-0.025072947796161395,0.03345507844031528,,-0.04715163323655832,-0.026371745980481823,0.0867029518355088
CORT,0.0033492572691075856,-0.04366412771042831,0.006061432997417412,,,-0.02555645108586478,0.08155524567236482,,0.013505704349081658,,
NCAN,0.009624609996757866,-0.007551930572759179,0.05465735660889921,,-0.05651042706264462,-0.023994427956289855,0.04138859169961001,-0.028903325870340314,-0.00481201611081713,-0.06869954086049468,-0.0015699648465554575
PRG4,0.19122905221389971,0.06855764961653642,-0.02619746284422305,,,-0.024548148923815082,-0.007819524141777251,,0.05365767799466233,0.15757435777902878,0.015247609172215017
ZG16B,-0.011680676622060808,-0.023595999293955817,0.005559965729436516,-0.022107599396203683,,,,,,-0.032882729113491584,0.06224085558374044
TGM2,-0.015117787648720765,0.040016348682494825,0.004247490213360734,-0.01868693293696266,0.018004299361338065,-0.0021522272234206054,0.02109098454335926,0.0695794328170241,0.04544949052868736,0.10309870916813686,0.015150361650554441
VEGFC,-0.01793700961979052,-0.028814463282323222,-0.03771199493077351,0.05555029815366876,-0.01233722676227705,-0.02884390457930997,-0.033374179571474094,-0.025150958362304694,0.009798297334339399,0.0846034137196024,0.04605031431465523
WNT6,-0.013920014986176767,-0.003318373695293827,-0.031167615749462845,0.006484355038488935,,-0.01920445056605619,-0.030957428705488177,,0.03517119064128048,-0.028102839647136522,0.04100092745101236
NRG4,-0.012248530633066457,-0.013167023994559187,-0.02690586205768734,,,,,0.13295895837976565,0.0024044668031296796,-0.02637174893612536,0.0045301837985341565
PMCH,-0.016971532487136728,,-0.02049943300191184,,,-0.022781004066063155,0.11662656901259244,,0.02170451180973561,0.04338929953637519,0.056026926826138995
COL9A1,0.07623354444228839,0.10077192169070591,-0.029884226087003436,,-0.05803510749344021,0.00267269251159072,0.07436050454305962,-0.03946921229998027,0.008398753908115245,0.042999407198197864,0.09991132083424986
GDF11,0.02366431836690044,0.028393720824007478,-0.03094052669485329,0.046026602773636335,-0.005204757896577416,0.02823436239211602,0.007298890183055562,-0.025290505744412224,-0.059755659166443424,0.06664326942545003,-0.011564662517601807
RAET1E,,,,,,,,,,-0.02892962120659894,
IL24,,,,0.04102584614789393,,-0.016984967679389413,-0.01566366292525834,,,,-0.04108098381230533
SORBS1,0.008052207959218193,0.002057026724914522,-0.012051813871344352,-0.0351974539772024,0.026166212051990257,0.0013045854157123942,0.004231129324585247,-0.0018264696117372262,0.039543457168435284,-0.07500259576196087,-0.00589197270036334
DLL1,0.04636527097485208,-0.02052474975277948,0.012962827516582353,0.02485412262479312,0.06331481465408106,0.02421402061833261,0.05475428937580108,0.04801394503345872,0.02435642674000989,0.07474987045065729,0.0116358715050216
TLN1,-0.010249452451749371,0.08265614016568013,0.050917103082207954,0.02811020602840775,-0.0395413656148788,0.007201111901680915,0.011258376622601122,0.0047765257379285605,0.028532134297608026,0.06781837645825742,0.06868188365833017
COL2A1,,-0.020172459236593682,,,,-0.01354815641531367,0.0469481030683417,,0.047435147460069285,0.15238574600690208,-0.03310631730990239
SHH,-0.010458303978280663,-0.015858004041939367,-0.0071581979728726946,,0.06185931040402946,0.03139743637029277,-0.020085274801927126,-0.007967389351822281,-0.012656629965283089,0.013860487620901914,0.02914487168152877
PON2,-0.004857264182098335,0.07327522877284685,0.05570928058393283,-0.012403893544994675,-0.03159164288566646,0.025111650777764942,0.04665087694105866,-0.009499332656628614,-0.022418767823027864,-0.06923547990381,-0.01427372880338838
ICAM5,-0.016300009040614506,-0.03941895665895824,0.05139088807305226,-0.013196847164430673,,-0.029400266760840104,0.00022725990531083354,,-0.017756152549242062,-0.035167271785478245,0.04251536151597428
HPX,0.03473504594087007,0.06458946244686402,-0.006932924921534772,0.02125903421773378,-0.03267366722230067,-0.021958560215321686,0.026721180443738893,-0.027077453677574734,0.015113332992157764,0.043096792637592765,-0.04139121167260789
SFRP2,-0.011910874866320467,-0.01609949756125325,0.0008226073295421398,-0.013758512388521618,0.01227984891537092,0.026336985598309198,0.06299048203657084,0.1013710175231571,0.01166527629111503,0.1175902414509812,0.14430778021572768
CFC1,,,0.05919068598103582,,,,,,,,0.03123800123014918
CD70,0.009598474473040786,,-0.024445837506129896,0.03650431736433276,,0.024879179891500597,-0.01966016382342304,,-0.031996356796734175,0.003614233100793295,0.040523488850964
HP,-0.007291710059615603,0.1264697777186019,0.08853500187011157,,-0.00236662605048117,0.0305971736875463,0.05557669884767657,0.05063263995395179,0.00328713798155952,0.09563892914025364,0.04624762568394508
CXCL2,-0.0001805523160940723,0.04898958140244301,-0.008427301471817156,0.05935968391283218,0.04217508011705537,0.007657566843439027,0.011893680896030403,0.06730070012875812,-0.060428713437700565,0.04036549015324464,0.0174668190811324
NPPB,-0.037254918763368554,,-0.015433533622539714,,,-0.04474904967038057,-0.035323841765215705,,0.05077151037078819,-0.02675120226820751,
CCK,-0.012441388681990202,-0.06706337349898235,0.024945877310499333,,0.05221465638986364,-0.03958432312729753,0.020547455875881998,-0.046460197835595275,0.017310695146128926,-0.009361531971398824,-0.0024051956582923943
SEMA6A,0.014783242909132705,0.05199277328686311,0.010639872480247241,0.017990088231365598,-0.014337447798051656,0.0013749847212393249,0.06674606303276817,-0.07461193220466211,-0.026990689069777404,-0.05630061946934431,-0.03453315193321857
IRAK4,0.06456755555500066,0.11527319157536232,-0.011194879129779895,0.01606012408436188,0.03525539444737338,-0.019898651897212714,-0.014220550059298667,0.07230704371174501,0.03180209561258308,0.061892667439417515,0.0488815806071214
GSTP1,0.02644451061093789,0.03226757063566477,-0.028447998871749633,0.03340675752979962,0.08098577068103978,0.012514227640002437,0.015237168446584452,0.05923891063691759,0.02663437548959436,0.009899898007022338,-0.015924712675103127
VCAM1,0.040438225969919805,0.10257213638010022,-0.017698079841735624,0.029452934467615526,0.02432694219671228,0.05225230256330033,-0.027674883216612944,-0.055616262713245705,-0.017553730113529425,0.03321857897602688,-0.03227569992906412
NXPH3,-0.04525651360609448,0.06979900928293443,-0.004559876894607804,-0.026307104505568255,0.04289019141505216,0.03425052042138087,0.04126903466210446,-0.025054663082506784,0.02253178619997072,-0.022855464544190275,0.0011839947397174295
MTMR4,-0.01607972110976214,0.0013185945799826253,-0.02909605847851834,0.03556717467799602,-0.03631921546941001,0.049360660862655614,-0.00643083527817484,-0.051847901187760094,0.019892034762461618,-0.0007047541782359754,0.09010233329541054
LAMC2,-0.023376145515599373,,-0.005326944262460797,-0.020249903043749292,,-0.020881468350189503,-0.020570784560341945,-0.019526271171103365,-0.018440039844981573,0.06260979696614538,-0.00591925424385868
IL10,-0.026262315353968165,-0.026470770540658696,-0.004085806204306512,0.025402636195774406,-0.006791560657103251,0.006115629204578498,-0.048009465949238474,-0.018834963745296696,0.004690090552196309,0.004873467891961016,0.017101197564854287
SEMA4D,-0.01805328709160873,-0.028058726459542268,-0.025414855050481498,0.0024128807252637523,-0.048008191247477204,-0.052879831924287926,0.06442713360939142,0.024331944229867068,-0.017435621577347245,0.0447357330841722,0.00524740217733698
TRH,-0.024791314277944405,0.04780624072048067,0.004829820038724067,,0.09764358627978606,-0.031105904731160042,-0.020347057168600628,-0.04315883957573478,0.0019960971711434753,0.04029954397284131,0.044985950744196895
SEMA6D,-0.010281959340927169,-0.003495175148139036,0.01710521843422562,-0.018785905455670857,0.07386211571653355,-0.02613726525896364,-0.04110666382087166,0.03834957463854756,0.027349464270184844,-0.02940824950224972,0.09667721046404355
CEL,,,,,,-0.02572113732362114,-0.025573006778193075,0.0634059588183222,-0.04667949979369984,0.1043753521027275,-0.037804242345786214
PDCD1LG2,-0.028229574673366016,0.09091535623494053,-0.00989379730038956,0.011119197664507651,0.04390912949020408,-0.045103621639958506,0.05126024179738903,0.0014000606013818862,-0.011177673103996104,0.10374814665806945,-0.004691072996129847
SPINT1,-0.029143480792637073,0.08739618950599234,-0.007356523292407524,-0.00990966730070886,0.04934793652247519,-0.01778180141909801,0.042727665008276225,-0.02362445509791037,0.018239962490644638,0.008181061020124216,0.01096799796044507
CTHRC1,0.021795929952456845,0.1138139937692355,0.02940389297730057,-0.02510688999373527,0.06795637564143449,-0.027857169771591903,0.014269282674916265,0.08189911891044253,0.04482109944601645,0.12741287637753893,0.09281240751189113
PODXL,0.008299284605046314,0.14924266781373507,0.03784097598476229,-0.024758164269796885,0.08430414454063342,0.05211949106221616,-0.017086042614834606,-0.022146847385163582,0.054055317437003716,0.07664619352791101,0.14959473027139136
JAM3,0.04170675530466249,0.0977436171084824,0.011597202135866277,-0.03689776856216075,-0.020900992293718126,-0.011240588773603412,-0.03612410287131099,0.02881501769678595,0.0001310185295050798,0.03428581409999936,0.0755689179692687
TGFB2,0.03904457589205505,0.16411884279015743,0.015889555995662854,0.01993026430928129,0.04954851689300735,0.009444364094424586,0.05234410860278233,-0.00014225807264458317,0.012968451104930478,-0.06361592681387192,-0.011456096385154966
COL18A1,0.011267901558920547,0.07327446898651326,0.04766790739276961,-0.011506072238381402,-0.051780304137226944,0.06241131732475846,-0.024407664337299816,0.058939881282752946,0.020736764328011567,0.135485178397658,0.07998628435294328
NODAL,0.007364690992341961,0.015118246696040153,,,-0.03925473659082591,0.04582224030934537,0.0018903041834205051,0.07613651153143246,-0.021087568591285903,0.02340700644329395,0.07132245911592586
INHBB,-0.028467931415502475,0.11814672828077263,-0.03645380936971797,-0.029831613417318468,0.009844328237367705,-0.06458427817022361,-0.056502571287425564,-0.006313545681620603,0.04332412182872164,-0.06422588966561507,-0.010994550556085827
LCN1,,-0.01770250308574046,,,-0.04316787960667353,0.03924978818485485,0.026491497568111397,,,0.03778535392417754,-0.024819688124491097
ARF4,-0.0028041780892451335,0.04167160286490424,0.0009730011843987541,0.01084706508507126,0.004107411565517714,0.0701267790334943,-0.0011318379227771708,-0.055746395172673865,0.0022008064102288206,0.061765556889303054,0.0887002835631046
CXCL14,-0.017412238267041254,0.04696053521167066,0.004462894566967353,-0.024785459602262944,0.02683214031036787,-0.0010211185280017175,-0.0011585744367295144,-0.09500742577480145,-0.09755483046534355,-0.028398287767835418,-0.09838087844694574
LIF,-0.01163187740826693,0.0786319440949063,-0.01420862676499818,0.057763043767314656,0.06066852837385272,0.01829307572216828,-0.012181570430192214,-0.04185199565559543,-0.007944704228508839,-0.00964244894817231,0.0427255514292985
IL17B,,0.025787174815404573,,-0.03349789364361461,-0.022878239636075853,0.05036933239105303,-0.029256386510130863,,-0.026234894827114788,0.017764738213577554,-0.02806206958632044
MMP1,,,,0.053071696746314206,-0.0019585881811444066,0.00027947690371617006,0.02788399870287664,,-0.018997501489829358,0.08241805667447313,0.033269744067251854
MATN1,,-0.018559870981072767,-0.015627366702603444,-0.013940978506446116,,-0.03398292685363473,0.05963548035769639,-0.01975176692519891,-0.027037875567871354,0.031313672492497356,0.1484726153117265
ADAM28,-0.014541483559712335,0.08333349656047832,-0.02785458373387487,0.010995181829772917,0.014637060467275366,0.00801638289751924,0.08401546869858448,-0.04804581627191588,0.013506693171039854,0.10401074398967046,0.032112838394630944
TCN2,0.005751036204898714,0.06434019932983982,0.022334540800506106,-0.007492757244595162,0.04473217673173616,0.026771889763865037,0.0030501399350254758,-0.010002970678748939,0.02411082145054158,0.04940597720181158,0.021611339660469242
THPO,0.03548916272936937,0.08695913578919029,0.02254516348294739,,,,,,0.05572414745939434,0.013339913491100202,-0.03832383396202012
CUBN,-0.022499609040190518,0.010781798254939827,-0.023038152801548226,0.04544401296807785,-0.0005360641548752898,0.027269444195663142,-0.02191330248733696,0.024542490069476897,0.00710619619690341,0.02617230862501468,-0.03380928233850685
TIMP3,-0.03418827855854962,0.03355999089234631,-0.0405039097543114,0.0056411031110266295,0.003578570051822757,-0.014536429364781106,-0.020107008243877622,0.008141800546441307,-0.012751580056443187,0.09646206669855488,0.09482994982430075
PIGF,0.008629128062939083,0.06316725675598875,-0.0037415794628642292,-0.009666540310405735,-0.008008393224329294,0.06501385171944483,0.09111962456899003,0.009153117903849024,-0.0004269801388563928,0.03129634895650371,-0.053681240557125386
