,UKF260,ZH8811Abulk,ZH881T1
BMP1,-0.0005914694736903491,0.0016107775559415338,-0.08980461055108213
NDP,0.011180120439020539,0.04590572381420276,-0.018798028766051238
RTN4,0.004733167608215634,-0.012512964913657415,0.07852357567740796
HEBP1,-0.003014231306339082,0.021629648940070866,0.04540998907843686
WNT7B,-0.00420788009521616,-0.028550727870243025,-0.03879740414606239
PTMA,0.02369963592511147,-0.028891532838838233,-0.005155143025415191
CEACAM1,-0.014777320781550952,-0.022034260738772217,0.035796416142785635
PDAP1,0.015612404486305204,0.07668591538393295,0.02765742208518422
QDPR,0.031988923743665194,0.021056407213896917,0.015441630456008649
POMC,-0.029735463837070805,0.0012949389626954536,0.011998531147243143
CCL18,,0.06917437301660155,-0.05477295395136683
CCL17,,-0.015632241505960903,
VEGFD,-0.014138103859097145,,
TNFSF13,,0.02808053122079131,-0.0015048862824048406
WNT5A,0.06610933518399635,-0.0016992508175203817,0.005390809880572317
CXCL8,-0.06408768283715775,-0.025296640103032387,0.009269862932668262
GRN,0.006883325207668071,-0.016554950739024563,-0.0698795940477448
MIA,-0.012497543074709782,-0.031112977810822055,-0.08583415602819616
COL4A4,0.06382472077652325,0.039717722757523354,0.045118576552426314
TAC1,0.044488915088962785,,0.08467161381253127
RARRES2,-0.020770064023038354,-0.014583504511261053,-0.046531577720035903
FGF7,-0.02707035713408205,0.04013317790241196,0.06184960657269961
HBEGF,0.009244673435648214,-0.0331302258056275,0.00038932609465079356
CSF3,-0.03911284559248834,0.0009886835566869135,0.006580082586831423
PI3,-0.03401119848885546,0.03389744054309881,-0.04726029719556842
PCSK1N,0.07675461947318282,-0.04019168411835204,0.08248893884002739
NTS,-0.008573686418719912,-0.03646839217703721,0.12264917026360227
SFRP1,-0.016129128111250647,0.01720042205284773,0.020555053488090908
CXCL13,-0.015984171936624603,-0.010951745175561408,0.031363452655487206
MICA,-0.015199476291556152,0.06259654460989045,0.01458657441161487
TG,0.025452655719991682,-0.02077134067705465,0.07534268278531603
ADA,-0.021647599168372,-0.02241013890237278,-0.018135468136833175
LAMC3,-0.04478970481237369,0.011789860988807728,0.004577298752861031
CCL7,-0.02119206087653964,-0.023429126776047186,
NGF,-0.02262031928789698,0.03716414517894704,-0.0146167590881597
TNFSF15,-0.015690529959371858,0.014670267215183667,-0.022924648010715514
HMGB1,0.06870777122251134,0.018946914081991666,0.015730871759998866
ITGB3BP,0.028085303386305816,-0.005296095987712866,-0.008609503718989683
AANAT,-0.014138105877391146,-0.020553955060445286,
RELN,-0.03241652759014913,,0.02642070425327525
IL15,-0.046366523060880106,0.06009738952664931,-0.019119211280231963
