,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.014337202770819983,,,,,,,,,,,-0.03329219977245889,,0.03971592076520865,,
BMP1,0.01060740246740686,0.07347075462046301,0.05987956770572483,0.011006758304196108,0.06446634582343821,0.06719886032753825,0.03861297511126997,0.004810786150812588,-0.03679462892514612,0.13760194956414273,-0.02179203709200485,0.11068462098869324,-0.020638534078072368,0.03127273543885107,0.08164693142227115,0.08664967924676266,0.027553988694835732,-0.016653899651824355,-0.040294012600997846,0.05192361905026073,0.03613279993706768,0.05943731392324588
NDP,-0.010331799572201698,0.060719416763783444,0.05432381797628294,-0.045101760145528816,-0.02781860148671386,0.021666828638330547,-0.020579170591035725,0.04248607529624445,-0.0458427825402701,0.09989225532971231,-0.03180028036375411,0.037413430985119754,-0.0071872355994510966,0.009379574927154499,0.017080028540345675,0.012791835305314485,0.08512312388587433,0.012863136150455382,0.004983803281401203,-0.011971556179412587,-0.0198429867709279,-0.017517363766077525
TNFSF18,-0.028871935914123927,-0.02481609784270033,0.017592454234866797,-0.02528979802809401,,0.05306481913997033,-0.021290315700045827,0.017598113067635108,,,,,-0.04324127532003647,,,,,-0.03433365798350158,,0.023893656361493362,0.04427818725904131,
IL36G,,,,,,,,,,,,0.036948801444453616,,,,,,,,,,
RTN4,0.032961763794405276,0.06941044964658727,-0.03039689657871668,-0.00021167789991113233,0.036198876674261506,0.08298172014640189,-0.030666378901499772,0.009845793697057738,0.02288044804931806,-0.18767335685892605,0.060713532056593404,-0.10021712638129339,0.0542457293476483,-0.018905030379839538,-0.04319426840717977,0.015318514921366386,0.04139565103944319,-0.05329979685011816,0.0974996462519374,0.03654230025560487,-0.07567666756808945,0.042201216056544026
HEBP1,0.03484546021703115,0.0027363017742989258,0.024495809752800832,0.017583849156222537,-0.0065377628559220744,-0.04220038794397735,0.036542137740337766,-0.018439933427939897,0.029838627577767025,0.15418479655003353,0.12918943369112013,0.0031299136527117417,-0.1146728074384846,0.053906186326674606,0.03104839955648783,0.027060322349566176,0.03977772342945234,0.0294986574837192,0.04734169359727021,0.0253707126905969,-0.07941160798518965,-0.018994029710453577
WNT7B,0.1083735489299911,-0.016640640591024276,-0.008552942388017277,0.06665655534780723,0.0038672343657345774,0.09240532393519559,0.038525496749058814,0.07017399773090814,0.03868673377051379,,-0.02992231737716505,-0.03495913604720123,-8.9061536191985e-05,0.06511974590299098,-0.026016604627312562,-0.005904870396277499,-0.046755113575080894,-0.03901962579428097,-0.015223361749653984,0.06324524767852392,0.10872653478728857,0.0006089519120183745
PTMA,0.03495816496375689,-0.09097913256949904,-0.023095974139966363,0.05298900597385141,-0.025793198516944074,-0.02913345393675497,0.030442904008762726,-0.039929707503898175,0.07103825579003276,0.2939043555439014,-0.09577490297821928,0.16109489465376717,0.001929420007240154,-0.18365598649024115,-0.033715477211556315,-0.10122996128396791,-0.02413054047837182,-0.005485296403114985,0.026048563836777606,-0.01968551942903703,-0.08818742427799448,-0.003907048215456551
FASLG,0.011091675666555952,,,,,,,,,,,,,,,,,,,-8.708974052634546e-05,,
CEACAM1,-0.006171875095885518,,0.006424328421117028,-0.012055895765191327,-0.002347080128424301,,-0.014387494736091128,-0.026034958244489644,,,,,,0.06120965661606409,0.024136546886711043,0.03111699233819818,0.006887891459954349,0.006911262659413685,-0.015982389870029097,-0.007337555424528408,,
PDAP1,-0.03620877598013553,0.013863480842265165,-0.03572233466957521,-0.041697437642102105,0.02806881418280229,0.055188743143567705,-0.019259919460692224,0.021911281348149358,-0.02147264271560725,0.037328944500429936,-0.10498835424185911,0.09656073489211986,0.05239503616729547,-0.07698842938383364,0.004265108056456457,0.023099314329738697,-0.011901847501022664,0.02097130188520875,0.005508433978926081,0.011562435482871872,0.08651138320633205,-0.048271693961508585
QDPR,0.08569879924662861,0.05503679926191184,0.01719641619346519,-0.03526473994083405,0.010995999505617908,-0.04398273409006073,-0.04534496053614138,0.016034236161586446,0.07722395555569957,0.213641806088356,-0.08452955026036793,-0.0392449078615961,-7.513423339292672e-05,0.01566002652666051,-0.022130909925143428,-0.0006068847719566337,0.02820251327490387,-0.06993156229633582,-0.05152992729697165,0.005529304780224519,-0.06859436039827674,0.10770540504440607
POMC,-0.009801207555679339,-0.03413032158805648,0.053496115255726034,-0.006548822912850586,0.05180997195093115,0.012102391361354521,-0.03611526368740819,-0.02980111249857486,-0.026399272731628752,0.04950955234044789,0.010549233805396775,-0.050181189206731924,0.01313238326961539,-0.022253549113517235,0.013583866469768495,0.047464819297116795,0.014264846546254817,0.006102256517913663,0.04666115199315964,0.012001150307474473,-0.017943786517283445,-0.015409627038346299
CCL18,,0.05218345854615547,-0.03590097156582825,,,,,,,0.14464252613618767,-0.052649484363989314,,,0.12026943716354752,0.05407634948750965,-0.020088331239863613,0.010094428509040458,,-0.04640527172023325,,,
CCL17,,,,,-0.01500767918303359,,,-0.014290792089142346,-0.028711180889626015,,,-0.0033607377472346777,,,,0.09624723639871946,-0.03572576917818533,-0.04389384227543132,,-0.032520008530517834,,
VEGFD,,-0.02259388640176886,0.0036010674262216577,0.05739314473429299,0.019261444454312385,,-0.02401866050636937,0.014820123452378476,0.01574869291190534,-0.06771986396601372,-0.036533597109425865,-0.008409912897585135,,-0.05393114445151624,,,0.004785869506559134,-0.034686598901390954,,,,
TNFSF13,,,0.023041940216377545,,-0.010351961218678395,-0.036167651193177136,,,,,,,,,,0.04959932773363964,0.011839106439435395,0.09701821000379743,0.041168357968781384,-0.013428196685019496,-0.017485069145185658,
WNT5A,-0.04217036035250125,0.003046449700992878,-0.0027814771920037797,0.0885233700573879,0.00018820249629550643,0.03809727991295342,-0.029217442429396525,-0.005771840280366118,-0.0012060763916517075,-0.06554252385699368,-0.024228084370474877,0.04166967754148381,-0.09898396511304379,0.010325614913856081,0.06241695454451616,0.040881025365663945,0.023338820232685412,0.025715899328498232,0.019278442913865677,0.0407106448171554,-0.007206728520485679,-0.027514606925138525
CXCL8,,-0.004519606831310824,0.01060742401614051,0.06407877761765329,-0.0016684269919134754,0.0016408740630012254,-0.004243062443622311,-0.017764580584412906,-0.025282689028409935,0.15445296248586043,0.04090936955107826,0.08205432617585552,,0.018340249451197724,-0.06204385774190295,-0.06761267231160445,-0.14610718661698088,-0.028299056217536648,-0.07272076717249609,-0.01623945566910321,0.0757190695040756,-0.02483251228536694
GRN,-0.016583121487655287,0.05792122681652923,0.022779189998006592,-0.01901183813345872,-0.03606639220821662,-0.08568491779329228,-0.0033818480068585847,-0.031668121207445034,0.04634133568155071,0.17434550921385605,-0.08946283454699769,-0.03594076044787355,0.03581197567258864,0.07949284772998115,0.05573545565002181,0.08554074409700037,0.004777232598724772,0.03405722910711342,-0.05963604079231722,-0.04823185302299284,-0.09376691694322815,0.02870723909420142
MIA,0.06524514380991449,-0.0031352628523952887,-0.030879377675673794,-0.01535664203924748,0.02809531851269538,-0.010222236178868825,0.030056478875337325,0.044431554080739656,-0.030876709322518674,,0.02555053505403369,-0.019793634424959655,0.01756873658280383,0.0690031873876018,0.006203446528756761,0.008649600009953885,0.05108348970025144,0.07352437901773963,0.01110177933205274,0.043199124697937734,0.1327601689808024,
COL4A4,0.03822028089900538,0.023696721566913645,-0.043116775163566386,0.0005801268920066926,-0.026446383675382937,0.049680081687452346,-0.014128249149371235,-0.016098663697691997,-0.04007344975473741,,,0.0875929351548635,,,-0.026862333104986424,0.021566994093630023,0.0021752068155386837,-0.019489843460552037,0.003482691879950926,0.05311202418141074,-0.003199082530269283,
TAC1,-0.025435264598361384,0.020242461569522373,-0.03533190488488345,0.004160006253767635,0.06275398777321718,0.04581512729673924,0.03269400298830061,0.023332571300421073,-0.015490449496295534,-0.15464825083229455,,-0.08888304994751137,,,,,,,0.008375455782103669,-0.031139578210290966,0.003824961777689686,0.05421083439715459
RARRES2,-0.08011107416569095,0.04018059813671523,-0.0034135279185062875,0.0005144889496691731,-0.006380041285915769,0.0002447430990860527,0.0212828683260637,-0.06636121172694619,0.1040804585373033,0.14711993722455444,-0.07636529060684236,0.09435721006313731,0.010463324587882948,0.11980686220026805,-0.0065628523310662535,-0.006013895827392127,-0.03054736073976542,-0.001263822536383872,0.018489024182155648,0.061491124183701854,0.17407610246769226,0.03279469699525666
FGF7,0.06133736852528067,0.025576604170536595,,0.0154319634650164,-0.02660250380724292,-0.012569024206799877,-0.020864022114551583,-0.024049062883140546,0.013786233295982258,-0.02490158026871629,-0.05697377309089771,0.09121836566898266,0.01848714596388234,-0.037258869878099114,0.015075702305132957,0.006596061337644288,0.057996356987177144,0.06399921203810607,0.014580262592417088,0.09670589405910765,-0.016081631009296587,0.016496368842710562
EFNA2,,,,,,,,,,,,,,,,,0.038516889144559724,,,,,
