,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HBEGF,-0.09163636533615854,0.016869270911773787,-0.05373194003452517,-0.0236745967749703,-0.03118250693502947,-0.12466029209319757,-0.13038720526695538,-0.25475976610382867,-0.3091568886719156,-0.040033714945456905,-0.2030459137500031,-0.11533716868822887,0.07777935285640464,0.029340064281881597,0.02380905946375822,-0.026825133047069412,0.00840151341740407,-0.018484873145415574,-0.14504163724784855,0.09424408641463375
CSF3,-0.05084556864757184,,,-0.0435254475332154,-0.015320905580882208,-0.025840006861767947,,-0.04972115095537319,,,,,,-0.04998751636182092,-0.06319716585714376,-0.003445816268568,-0.038419756532482266,-0.011968514135087663,-0.08497104051807806,
PI3,-0.06485566227633686,-0.02713092121027206,,-0.08957486726566886,-0.01910597077001371,-0.04215406750135653,,-0.07699739336097546,,,,,,-0.10950743168096468,-0.13597542403086274,-0.09497611083002114,,-0.02600360506652254,-0.10556121024451272,
PCSK1N,0.35484743042043887,0.12687081057394403,0.08545758679143398,0.07286447052077785,0.006316948239056466,0.11447021866725156,0.22061890507555523,0.31982026024088295,-0.1041975051672514,0.12775588972019572,0.4961243427899553,0.41980814733597965,0.026228495156292303,0.07083524120767845,0.0491051839817365,0.13524317404089198,0.08919155562970198,0.04500508438132513,0.3130715304673243,0.1392840485091027
NTS,,,,,,-0.15583631534585782,0.08447800652184789,-0.09948432987552078,-0.03357030947791233,-0.06353228715025425,-0.08947393536252188,,,0.11227476674613299,0.05673001899313524,0.12397886219940232,,-0.017723737392905867,,
SFRP1,0.13252404373749213,0.04293574990387865,-0.0656098023595149,,-0.030908033840304813,0.16961462479900516,-0.054006333903318306,-0.08211225484149799,0.036619655433028114,0.06788646150283768,-0.12782413667051287,-0.012429190461328942,-0.05824746125872411,0.09695781082113515,0.053564431969818596,0.045499539027447196,0.04296822007592311,0.007043470057328085,0.058398834461252686,-0.01413472701406471
CXCL13,,,-0.03276902894516831,-0.031604624961600096,,0.05027151539542289,,,,,,,,-0.047503547763711414,-0.0058972561020070365,0.025732722966668117,,,-0.037720146849171646,
MICA,-0.1366725520619326,0.051150756909933516,-0.03818501418921248,0.09434439812412336,-0.0032755563975713406,0.0082434617925847,-0.048797098007546454,-0.22791485583564122,-0.03533779558968113,-0.04437174588209972,-0.013404599552977714,-0.16290914966941206,0.027521962735706812,0.046964939946830236,0.06123035151230594,0.011171535628628484,0.06586254089478295,0.07892513155770516,-0.041801016195057036,0.04815393796262756
TG,0.0232672086261918,0.0040812349017091895,0.023728320038563067,,-0.015191396969003589,-0.0024403292664912256,0.0568613543043366,-0.019313702193764267,-0.02124084576715851,-0.04778443174885761,,-0.019670128247809542,0.0031695137062042423,0.08344512116694777,-0.04063383490832237,0.028679561893654455,,-0.004799515646532519,0.03257422284580649,
ADA,-0.00439981960536721,0.03211243555854445,0.0004752128648939238,0.04613368332617678,0.07064222848587776,-0.025113869268892117,-0.00518172107295315,-0.3905309419769737,0.001383923780447361,0.017211989860878244,-0.17519139993777436,-0.08017073769647545,0.08924002907805836,0.04021699256740034,0.04535509592396953,-0.05485628817723829,-0.02291266515995495,0.04084653877328296,0.012549955036200175,0.06084488055370781
LAMC3,0.1062205098030203,0.036433711824224585,0.030653383848751308,0.09467754722324404,0.042210822444835885,0.08031332225064118,-0.058726695063871494,-0.31049941852865653,-0.10208472886440324,-0.052241537411659614,-0.09420412641958517,0.06492878050671695,0.04248209080076018,-0.007294113402330212,0.06517700230842216,-0.01084814218740873,0.03929865477249115,0.0419571516661598,0.0669524636050984,-0.10682251508810403
CCL7,,-0.040580491118380115,,,-0.034405929257982054,-0.0656870712396718,,,,,,,,-0.030984989497087386,,,,-0.012541842649361189,-0.07658609147296908,
NGF,-0.03546369302359469,-0.018041627843696305,,,-0.055610100226758004,0.07121134303001043,0.024395857532032317,,,,0.1282324394362396,,0.05718679077096618,-0.030527599935704072,0.0035825937858586974,-0.027664810702415745,,0.011537502635360096,-0.017777176525622104,
TNFSF15,-0.017614958697388664,,,,0.02782835811379631,0.03740343741759611,-0.017423984937452168,,,,,,-0.03290142964536826,-0.04082186773926226,,-0.03658174742823622,,-0.01969442058076304,-0.06392343652229343,
HMGB1,0.08934745337821563,0.022439709767205232,0.04594429999381605,0.13993297846418168,0.04280996711089513,0.006100141451102336,-0.13329982644102115,-0.49474699784849757,0.20468681562230884,-0.06903403173349053,-0.22072429673654181,-0.013972214085669264,-0.07964281005160992,-0.02262033658888538,-0.048087420182594175,-0.038920222894147566,0.19746879671585654,-0.046086223629778475,0.10981774931559464,0.002361485192166521
ITGB3BP,-0.15231259352364337,0.038123508094559555,-0.02369153665655617,0.08995624816229267,0.04468822518529927,-0.03032867879302543,-0.10338020058436981,-0.3915221265196686,-0.06337672469286382,-0.011817148078383478,-0.016279620804682027,-0.1739737287499697,0.049029139312161386,-0.047069054459403764,-0.013437195597730572,-0.00038909922353387713,-0.056115846018151574,0.007392754026069668,-0.10534066154798566,0.16516464812269172
AANAT,-0.04469095366799448,0.002337175708464681,,,-0.016336619759480996,-0.017922838390928217,,0.005350946259749886,-0.030307817880364758,-0.009884886253829403,-0.03208359745106743,-0.03408657018828997,0.09969395623113235,0.012292491680704449,-0.03644304138843187,,,-0.013269792545181213,0.047024099047481435,
RELN,0.06555723262195237,0.011412766868319123,0.028382518914946205,-0.01669341192718149,0.028023516290172582,0.06251894127679483,0.024976524438382993,0.29981490729618737,0.08647070764020746,0.013156137351173729,0.06507734190127627,0.06789928213598537,,,,0.02870422581068709,0.019572981190967828,,0.06756476228865038,-0.008395778430843713
IL15,-0.023530135367123717,0.056858601089348565,-0.03513209484074181,,0.03124128253039073,-0.020277060044822274,0.07368353722101156,-0.14897430066444994,-0.04150569344231786,-0.00447639457560549,-0.020328868188228592,-0.026920327575843835,-0.01938138455596023,-0.017784014100455818,0.03872897302900053,0.020327770377482395,-0.04063473125426222,0.015950543805574816,-0.006090933204146668,
UTS2,,,,,,,,-0.22904001716943082,,,,,,-0.003989978075943716,,,,,,
BSG,-0.14331532103803607,0.11039081892029581,0.02626883251762915,0.07371277445555237,-0.029471846033797777,-0.03639370554366642,0.056280021179119843,0.2630096317602696,-0.22116172477314167,0.004612994657424674,0.3498133936550932,-0.3063974713716121,0.057581824548281424,-0.0156572639705632,0.0614284491028496,-0.0934357834960394,0.043190170480543084,0.040138906286336734,-0.042468150172620296,0.17413365615352344
ADAMTS3,-0.08090820676746534,0.08396340453585543,-0.03722405999671737,,0.07781195719982734,0.008863089611269269,0.08385241603841749,-0.5193016284834632,-0.0025134914346576333,0.019443511819185244,0.05273712936634705,0.06873081877797789,0.07498001194759862,0.011803932866208762,0.09513966207404026,0.10407257884477544,-0.04671805465610437,0.048323069408474806,0.0085209873238697,
CD34,0.15631305937122977,0.010521838791852681,-0.006620436849011159,0.12311636654723236,-0.03783000634146575,0.03183014249252698,-0.01407943877335397,-0.2850908160592529,0.018876173449124695,-0.03982758589123819,-0.013187059262769195,0.07251648942117285,-0.0006149628820903467,0.06605258112369056,0.06829913806703101,-0.07648259812809083,0.1631531860083911,0.006487482449111336,0.013486702814783336,0.01715222070081241
CCL23,,,,,,,,-0.07511017139976936,,,,,,,,,,,,
PLAT,-0.13813972348250628,0.11087882384531038,-0.01711613790404325,0.03793699010152851,0.011253051330726092,-0.018752664310821822,-0.24785730351968754,-0.4789086594498272,-0.30441463708517946,-0.019141332689174357,-0.031725976595493956,-0.1370459117399385,-0.021111433782835497,0.1472209838445744,0.14837522945327508,-0.025591951268714306,0.00936765745468246,0.026365761886049246,0.0292941327188458,0.028981799934103963
NTF3,,,,,,,,,,-0.03265492975408711,,,,0.14917760215149864,0.20301099948013085,0.11261246548054098,,,,
LTA,,,-0.012430243526505338,,-0.0301085950670735,,,,-0.009474675808977219,,,-0.05963127172588645,,,,,,-0.017859140960081853,,
CKLF,0.0359059250805901,0.01105136952886489,0.04703105446932446,0.042176152502229836,0.0482513450288422,-0.08592287979273913,-0.1446370953604405,-0.5829605036860216,-0.04159123825352296,-0.009197123264778154,-0.23605398130615216,-0.24810932901519928,0.016257417656651153,-0.0103772974226661,0.10500241763331863,0.058153361355951554,-0.02551012070356971,-0.015296347410242769,-0.06409122795923004,-0.04309710867020166
CD24,-0.08528591321763833,0.06295277733032664,-0.05522204294797437,0.013976120758607104,-0.13093162524959098,0.06791119369467567,-0.12856313628013122,-0.057905289126744613,0.1509467206580532,-0.20274414729318518,-0.06335270171507555,-0.008211722565845913,0.030229019544265223,0.10689905152136717,0.04963020922818942,0.22460306843386144,0.06088239679183914,-0.005679951642334947,0.11327361004429366,-0.02785053225997565
HSP90AA1,0.12292668517331123,0.027118882899290906,0.02330004305400751,-0.07753196831266632,0.031240383879395244,0.31572000390362176,0.2654498990002791,0.6370577883196351,-0.11965998749436174,-0.025590092141336694,0.49462382060834037,0.4379367080145017,-0.13479149931000542,-0.09858080623874099,-0.15715611846318953,0.06280538922018998,0.05668548965269322,-0.011687714916438378,0.22532217590751544,0.09932467373184134
BMP4,0.14522231850110967,0.0131937171692159,-0.026660903756434037,0.03661272559439933,-0.011439471574363322,-0.03075228132734747,-0.13359322401197696,0.1098009963511268,0.07937194455212507,-0.03381388907970261,0.03808721340573974,0.07740343811470726,0.027895115946847588,-0.038973750843575336,0.10873175963672421,-0.013277314789499239,,-0.0014124343354116227,0.0218799552493616,
SCGB3A1,,-0.0033765110145770657,,0.04760447526585049,,0.015301208423356437,-0.0010366576206217296,,,-0.04260478485863471,-0.082457134575464,0.042862257411887296,,-0.0637330923568644,0.05109494943717903,0.012499104238867907,,-0.009336532036744019,0.08887412726053384,
IGFBP4,-0.028981548943743832,0.04050864081017748,-0.024782615572591087,0.06640700058088676,-0.10732782155843698,-0.0632595716732481,-0.19605458443487223,-0.33302009574166974,-0.17513971369851072,-0.04934224699542221,-0.15338442918073547,-0.12838164978763603,0.040612829816475654,0.01613992444078605,-0.060929866131018036,-0.07326065194057492,-0.0018897776742877283,0.024958148584355945,0.07287569801085664,0.018361087767749258
RSPO4,-0.043322536900004815,,-0.024963606224051756,,-0.03564964354943799,-0.01657253264025758,,,-0.0019800650268129638,0.02882116663735896,,-0.04670868873380233,,,,0.030623378003981138,,-0.02355433748612584,-0.057286171458701005,
LEFTY2,0.018411971015773545,0.11605876238489093,0.02615496487358459,0.05284317022202075,0.03131978788981939,-0.06629695890813643,-0.0559558260374953,-0.3588074024966413,-0.06424061688775853,-0.062021182453614196,-0.025221403938608677,0.04591074026852742,-0.029179060071334514,0.06251171275640154,0.02122279699311513,-0.034635183879491015,0.16920578888358584,-0.00905613792874316,0.12036899049264384,
PF4,,0.07238692109303034,-0.022877711764809076,,0.027025687380541234,,,,,,,,,,-0.024821168801633518,,,-0.017859136827344163,0.014141786510913046,
ANGPTL2,-0.0035443820970059298,0.048337838868377954,-0.01608549274357534,0.08286131570325732,0.01564438443775933,-0.09878132041947853,-0.23953042047761464,-0.42121461221366524,0.00938910457811555,-0.05864362968071593,-0.2603141731823602,-0.3434326813010677,0.03768869791745349,0.059040219661901296,0.11920217572511836,-0.08068543423960915,0.04757613227299977,-0.03956223116074922,0.024231996914542954,0.04132675390422211
LRIG2,-0.05495954934152379,-0.008566617498106483,-0.030838627882640808,0.05982891639215451,0.024207530016760407,-0.012210547976834121,-0.08593216243509812,-0.21661702254451853,-0.029575428708290524,-0.10908672981694663,0.027370696785932208,-0.10514809808841899,0.09151096958258209,0.03633199436251383,0.035948591671817576,0.03169991568705107,0.08641767341884472,-0.028639259491794952,0.092028696493798,-0.051867094522165605
ICOSLG,0.0005219161022356941,0.002276999094787631,-0.004757594647617015,0.03351279399279049,0.03600782756848943,-0.022275520409987832,-0.08736962862940971,-0.30074679967831286,-0.0762799565741084,0.021654074077238728,-0.16746771659631282,-0.08254610058316532,-0.05856294043409414,0.07596475913070978,0.06698677379668111,-0.030730818778258562,-0.056815087128308926,-0.03420027485942608,-0.05409541108154636,-0.03134735823725021
WIF1,0.5511015907101513,0.05802723375782296,,-0.00515596576236598,,0.18067909334369073,0.29993660961815644,0.6158946273660526,0.10283430921801136,0.06044959146092984,0.22887601844972796,0.37332149668220416,,,,0.03152407656946854,0.007081089199763118,,-0.04184565981471407,0.2782343231756097
NPPC,0.13312176225956088,0.07566420665050101,,-0.030538454090445172,0.13185068203191472,0.13384953215607678,0.08287149554546665,0.03274913785423742,0.11222325375860344,0.010545608951599884,0.1485430906505806,-0.2654708063079535,-0.0017111578754358265,0.07573070511085261,0.050865535678331936,0.0030919114401277378,0.04449808492403517,,0.1774910474030432,0.15816510039164977
LYZ,-0.012036349018775002,0.027041151738924064,-0.022260190362152373,0.009089095324540832,-0.03258105255654187,-0.14870696665493882,-0.06857933709898434,-0.36195482180812766,-0.05236827413765071,-0.052557560668530144,-0.38251851518551566,-0.0866227147664535,0.0069766745350368625,-0.00675737890442881,0.04307009890231872,-0.020648140407355756,0.042176168105893454,-0.004712193642204311,0.03213693678597212,-0.11357085760835614
EREG,,,,-0.01931662778430152,,-0.060991214846579614,,,,,-0.08391054821096729,,,-0.04625635627980185,-0.06787289123220899,0.011384209516106837,,-0.02697143343605723,-0.035639998000140435,
SPTAN1,0.24755530762830233,0.1597775830987993,0.004370445170779236,0.14755418426226033,0.047807627216820955,0.13157352727307103,0.22310565721484554,0.34296429395239353,0.1590467178460602,-0.028838637365414407,0.43543348274319027,0.29487830616171723,0.06842827427337506,0.04303208299560455,0.07490979907464933,0.12438744824340671,-0.013048202348222033,0.06792497070855184,0.2935492272510675,0.14247625194649813
PTH2,,,,,,,,,,,,,,,,0.03049060132133912,,,,
LIPC,-0.03990328676619712,0.08602254125613681,-0.03443217889558396,,0.016589717843151774,-0.009400396732702447,0.13182784148460175,-0.12085364892640933,0.058494975542876644,,-0.0013185629004610446,-0.04009268608015123,-0.05617590163838187,,,,,-0.022580708592389226,-0.005902368356606209,
COL8A1,-0.2646572501438967,-0.07256823928776025,0.03582229090365974,0.024144732265344828,-0.024656513959784826,-0.10958421003291226,-0.16735162721497387,-0.17223209092591338,-0.06310779860556084,-0.03664328064968346,-0.2678640786790822,-0.23023875462099866,0.07154052679208543,0.008797278819689825,0.028582005847243238,-0.01307636965732153,0.09108722647019526,0.03570442529402974,-0.13633348225913877,
GSTM2,-0.039161033843315825,0.07442152766803618,-0.021424572137741814,-0.019809820353375755,0.0452360180991964,0.00577101633995372,-0.02925180561754759,-0.15832278397544441,-0.08074833097774699,0.004719973562807784,-0.02010026181433221,-0.09690872442880374,0.06982231305614339,0.02888262891693832,-0.030218073847093394,0.05093934984448092,0.03698672683999484,-0.016029054257086714,-0.03984643128316216,
SPX,0.16279634946398686,0.08450119190286053,-0.01623489941289956,,0.06821322863307627,0.30510021720939273,0.10029538895388124,0.2281811809560252,0.16136123005246827,-0.006263683312208192,0.12623954532435888,0.2991392995927382,-0.05168884857048539,0.010529014849419902,-0.0047274186488356065,-0.05975969843465604,0.07142769208096669,0.04624562055246944,0.09338979873151738,0.0010730384770669468
MFGE8,-0.1895222652337849,-0.0008210448480614392,0.012212512941297887,-0.01923648238957977,-0.04563640518911199,0.07436345307020066,-0.12311096047863973,-0.11505073163072094,-0.16363878562876327,-0.04705919578908844,0.1262762042230394,-0.14199988728526833,0.01499212136807161,0.00725053742396094,0.03021946052668368,-0.07227538981647641,0.07673864086533408,0.057414255933771675,-0.06425691205993835,0.08277182858595944
TGFA,-0.15323024985640477,0.12257216695466353,0.02977453158767057,0.048144221755943566,-0.026759298140094825,-0.10952136894357792,-0.051878058108127706,-0.3216746317574673,-0.2039600569023549,0.004849078818979251,-0.14127997542120094,-0.12627885993872018,0.0464717566038867,-0.008147571828776899,0.06075256181578196,0.06286233451656259,-0.041379385010620245,0.02700215363519651,-0.04114840187704892,-0.08070532553202131
SLIT2,0.3603814333658178,-0.022302063282508538,0.004591522565936811,0.13454664773898656,0.02848707471233796,0.15731460665040722,0.07489283254838089,0.25722940623061136,0.18459340569634394,0.006366125586268521,0.2586184427471037,0.3659641903517014,-0.03091972730041454,0.05061324424062409,0.07844088508220408,0.038656276421379726,-0.07458044831659263,-0.036897821188119406,0.07536888733026947,0.21075412276533384
PLTP,-0.02614059589318161,0.007689035716168815,-0.005410258845129098,0.08836314001227122,-0.0766343532433046,-0.23025665728561054,-0.16244445763553442,-0.5787253067917043,0.008989132655057476,-0.15849320056843677,-0.457201728443713,-0.05567898674829663,0.05096066188779168,0.019969823479090733,-0.006256795151705384,-0.11654240948848989,0.09956817848267059,0.09488333541626696,-0.021449704100128784,-0.008096762164067194
APOD,0.19522793000838448,0.039186652112880416,0.06354805586342203,0.16378780987704528,0.07169809223978782,0.009474886690791768,-0.16000404026713416,-0.5223494193758846,0.09812324685040617,-0.12020303601319808,-0.29863460663193414,0.2563114663547804,-0.08319893086868961,0.07137466968594008,0.13291617969917105,-0.008891609499675964,-0.06046678894795413,0.011688247006972576,0.10407906257947343,-0.19338136362197383
B2M,0.04588935690239402,0.0382825173635688,0.06915174012191685,0.07675538073783718,0.10882879790579963,-0.1464224637078146,-0.3641517100450478,-0.7241157426871111,-0.033896317675638485,-0.18863062878885375,-0.5468407572004037,-0.4011088885173926,-0.02340779652124492,-0.04152352271713737,0.09858647603614772,-0.1307094362197642,0.13319300458610903,-0.028250731546349557,0.007671808645189304,-0.31634422259462996
OMG,0.2936509067251428,0.12622583188616546,0.06663925023331678,0.11373306119277048,0.05090812675017641,0.1334794599940288,0.005300225546117323,-0.03301664663919423,0.20589828515311745,0.07777935890199339,-0.016849914336269645,0.31635648658357374,-0.04021527970424375,0.10684471336520007,0.1581807247476195,-0.00612584522003894,0.037889631831664404,0.021216175231721215,0.36431167696061656,-0.07762095254640483
CXCL3,-0.0709445387933582,-0.05430044392332626,0.026736808199698713,-0.059058449702854475,0.04307399295846383,-0.09074592963751496,,-0.06132422687381203,-0.15790435926002583,0.014615191856788818,-0.06590546844948708,0.007800295497883222,,-0.07193375776532278,-0.03852794848657543,-0.03121014610961216,-0.056671662471449336,-0.017764725418733123,-0.140137988668723,
CXCL10,4.6127948297906774e-05,0.08641726108674476,0.01719944339790757,,0.05121603938206246,0.0058070609813194955,-0.02281729449705174,-0.48660127375643053,-0.06075434235893475,-0.05846239203072181,-0.06780093750158635,-0.06824530117807644,-0.03687909540880579,0.01000981915875767,0.016573532402753034,0.03693832997361661,,0.0032338230240576945,0.11038879761668416,
RSPO3,,0.021126129090645,,0.21356114927760997,0.2203850439378519,0.2943540928011605,0.09653382876753042,0.22257848797339586,0.11080573682721262,0.028418495920764494,0.2080694862592027,0.14385493137396002,,0.0981014599233017,0.062010268529804964,0.07980839539137848,0.18231869288152128,-0.012727517851437562,0.2150475301183695,0.2284334596009785
CORT,0.08084970983850671,0.09489077719963926,0.06983980096448823,0.3070940035631372,0.1881320293653519,0.21847710044485744,0.06183787925196474,0.29890166516478317,-0.010978449140745401,0.057766759254793555,0.021673721968788057,0.07156549633238991,,-0.008502157133010654,-0.025974091587603863,0.13623127049289968,-0.01831257754609818,,,0.14344338576375287
NCAN,0.003196168035151988,0.17308513459586777,-0.01307020209412667,0.13254943448036502,-0.05484224468783837,0.3371168883552551,-0.1930422316506998,-0.2898397093584528,-0.11915588651159273,0.06173408654382052,0.2424986958236883,-0.3218262205229819,0.055487924732023824,0.12157634404528296,0.09032959966750125,0.08247581067698735,0.05001730669361276,0.05037650838994458,0.23848794145193677,-0.05850789432610518
