,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.0180851029210846,,,,,,,,,,-0.026894358081067216,,,0.013704682204372761,,
BMP1,-0.03535170574188682,-0.03525714706183031,-0.030508914133392535,0.021312596675864978,0.1264049212168638,-0.051191204549310663,-0.042026286187576686,0.10554638955199949,-0.06379360246454353,0.05086148396643042,0.01719606307028161,0.07538812536741812,0.10774631509342948,0.0012221226520334352,-0.0003815941754885648,0.05019332985980789,-0.07081802155678628,-0.07789279323199,-0.037115129051222426,0.09700799806487949,0.08494435985163934,0.14981385202731343,0.08126543464828795,0.1103642996877163
NDP,-0.011570373079583534,0.015401279093599032,-0.00677528219420423,0.038963381843265914,0.04040361610446104,0.012211344003900117,0.10257711207803256,0.041573388925667414,-0.014736815702169292,0.016772660486701868,0.029473224003648223,0.10134572115558763,-0.027826946749929866,-0.023570328953289255,0.011227554699946097,0.08207874831489798,0.07241326350571177,0.0702714664054464,-0.09030217299335193,-0.04149165315761285,0.0427154974155776,-0.03092562863285413,-0.020108650319334755,0.06950555824934576
TNFSF18,0.0301053442710743,-0.02597604839013976,0.019279343194697336,-0.03261012569009365,,,,-0.04920373340968821,-0.016680167972522884,0.03360048927111522,,,,,-0.01591797167531811,,,,-0.009708799972290922,,0.05939015508922246,0.10278715048838402,0.009446277614125942,
IL36G,,,,,,,,,,,,,,0.023069433807952414,,,,,,,,,,
RTN4,0.13299171566883855,0.12948480774805787,-0.0003942415898884629,-0.0036464429479434466,0.018528841258364875,0.01968490387617927,0.14272118449172497,-0.14556266251764394,0.11943102145695406,0.034647039710544766,-0.04735194487611785,-0.21031354496033708,0.03804439587046672,0.05433523805699532,-0.052180061949560284,0.03930154295121663,0.10379357099253844,-0.026756342482426528,0.08833220216745369,-0.012125369282366287,-0.14152484145986888,-0.051768779314880234,0.058056598282352774,0.026659253136056014
HEBP1,0.020857002547762887,0.03504260336146723,-0.03393768475611338,0.02214826919934998,-0.004021707837475868,0.0056723074441445516,-0.03625843709458487,0.03735129378107199,-0.06969924987455853,-0.012621452474443396,-0.009732376380837765,0.11684352284008168,0.11651086630395519,0.028324750580733263,0.047027753484654225,0.07097088434026132,0.15921088817532103,0.07038697002152328,-0.0013952216072452808,0.02944555347072474,0.03469969922944098,0.022352559681370822,0.023831291137443644,0.04349378564245279
WNT7B,-0.022121859163185226,0.26088491505092104,-0.01629025409901386,-0.03782837351870882,0.025665254138702874,-0.005263867537677258,-0.014474962618437528,0.08514059939053029,0.04522425654278302,-0.013642511468528686,-0.00763234470491907,,0.07962466452851927,-0.03087628609742852,-0.05189041114239835,0.09203394935651704,-0.050653048505588334,0.07605163376388976,0.00689516536912372,-0.023575003055220423,0.018365362399181392,-0.003080678175510526,-0.036448067479329944,-0.02806566021240997
PTMA,0.13560890072935908,0.041316558684212266,0.01832815151203631,0.007744462577413173,0.216412756622212,0.015301323771564868,-0.098634356983243,0.17422663722159268,0.11156365082309345,0.012112339682774895,0.030385226659878955,0.25890375731632653,0.1240970047297965,-0.011430495282401813,0.029238815424531505,0.002038842376307302,-0.08171561684166667,-0.018587463357599747,0.07604188801187396,0.07211453569031494,0.08252718291224627,0.1100664058041521,0.01731302529205234,0.161227412670222
FASLG,0.04664326620341641,,,,,,,,,,,,,,,,,,,,,0.09613792326289237,,
CEACAM1,-0.004723227307748854,,-0.028636608976287184,-0.029031001452147962,,0.049128231309391396,0.06907653046592654,,-0.024666370984659434,-0.013564990647926373,,,,,,0.12491665709207582,0.08949528518560255,-0.011562324520963856,0.04478022260091876,-0.02196127130004551,,-0.052393566173081975,,
