,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HMGB1,-0.02565848494286689,0.011429404876935754,-0.03421519861077447,0.10989297482670754,0.026861906605268986,-0.007995810081440576,0.026738218968828196,0.003272783568561681,-0.07426357991018591,0.08880984514335218,0.04794699836567974
ITGB3BP,-0.007266326556796362,-0.02633658398766445,-0.002697241475978692,0.14050571637676038,0.024063851824668223,0.021892280756576343,0.051191446205644434,0.0798779064980223,-0.019767907336181546,0.09540412282564435,-0.013408444477747892
AANAT,0.07447328259831752,0.03804554475062235,,0.050111434123546815,-0.019214648882702964,-0.01092287548923421,0.05696741821893067,-0.021077560728256367,-0.0049667691487691274,-0.037027459605021025,0.02750946037898118
RELN,-0.009400461407994531,0.05069720107568362,0.00582021968526455,-0.023522885186812528,6.0307672506887896e-05,0.04787989819420341,-0.020213626270188398,,0.10192911305202608,,0.0440286628195199
IL15,0.02128715919840335,-0.05358777618428184,-0.012890036874406433,0.13009386659124775,0.033849738956638585,0.05420006182944188,-0.016933823386404295,-0.005108015113554459,-0.04365398550532021,0.010135716697402718,-0.018616326289399344
UTS2,,,,0.043375249442790725,,,,,,,
BSG,0.0020223939771059547,-0.04685486583156878,-0.006053645808345822,0.05061191595675297,-0.025041048015968962,-0.00011981129095183235,0.02045361394690644,0.047750245922920063,0.049446263918817214,0.0747773391745832,0.10104794199566183
ADAMTS3,-0.023741875720153717,-0.03517083746588605,-0.020762120479305833,0.16362890408537992,0.01087543386101949,0.01117197688503183,0.021015290931734064,0.08068301392694115,-0.03449983839349747,0.11127099017557722,0.1062284034365097
CD34,0.03697828830381253,0.005102099539267054,0.01138689738101957,0.10527034568302773,0.03999670694340546,-0.020436403461431545,0.070623058514425,-0.005307338738838538,-0.03975496410977918,-0.02739484725641083,0.029840249296592448
CCL23,,,,0.06261426524815719,,,,,,,
PLAT,-0.019948891585837295,-0.020676936339513924,0.000618000015925494,0.12910644008484168,0.012476067782315288,0.01527635371878319,-0.010049208122435501,0.058230051717186954,0.0661782715413888,0.044963443514845984,0.10881358055103618
NTF3,,,,,,-0.017632126740972736,,-0.009204068828254036,,,
LTA,-0.016393146460371138,,,,0.01101016315991288,,-0.01693382547672336,,,0.016856980525820745,
CKLF,0.019188643620273012,0.0005864838940312193,-0.0021021560312747436,0.12716524663006235,0.05579828107789611,0.049534391056999395,0.07540785843795499,0.00821303888580954,-0.008261689382032113,0.08461461595590027,0.07850569265469697
CD24,-0.05037742917185949,0.01671193566638238,0.05768467350696345,-0.03315158271529896,0.0175871725272009,-0.029107087705482867,0.02024594034660415,0.005475443236437171,0.027828290112551293,0.028597250594343288,0.023549241712287262
HSP90AA1,0.024783328871465404,0.006650937273445767,0.026097840281807894,-0.13320750187172725,0.02626633164975025,-0.013303265627646015,-0.03570128516439115,-0.04070174592429262,-0.015526652792235664,-0.046476181920762465,-0.036455349880834306
BMP4,-0.007423849691114561,0.0013065370620329835,-0.020762063929961445,0.03183792414064773,0.001246241843307613,0.004232640559611245,-0.01442936830660368,-0.04407371785559986,-0.00989058000456022,-0.004445890548740065,0.038981811411692734
SCGB3A1,,-0.016836738756424167,0.13834107432665274,,,-0.009213552308422295,0.09956908972927567,0.06434949067625191,,-0.021156897788232768,0.06583954466205241
IGFBP4,-0.04650730414993137,0.011885861420137568,-0.04886571517667958,0.15954020768397456,0.009342245411117382,0.04485811243459431,0.04029297269673004,0.008235725723951696,0.008576639752182024,-0.011454995133229536,0.05097696756794822
RSPO4,-0.02509258274345163,0.056184495731734604,,,0.03156998898628705,-0.009213550960731846,-0.023489881859332262,,,-0.018171605895892014,0.0362415246281252
LEFTY2,-0.03662906006065601,0.045279425821931236,0.0036015571140681556,0.10329147905561023,0.029848051600242034,-0.010102771312646577,0.08924774743827424,0.04919651235113501,0.015448267651170303,-0.017108528551504344,0.040346112658927034
PF4,-0.01115939153315575,,,,,,,-0.014355818637266725,,0.02197018115944469,0.02736633876906681
ANGPTL2,0.0190037335933827,0.016102159822461555,-0.002308024044527593,0.1234864297355864,-0.003467348088807013,-0.035095897593869156,0.03954308280248007,-0.016912852525540797,-0.012611031803068494,-0.00901299601333106,0.05578974742731007
LRIG2,-0.03557239880553902,0.000996219814605793,-0.03189263382231093,0.05830087532241566,0.013322231868640903,-0.014215012229674922,-0.07990119966463485,0.030192985419716684,0.020461535115098364,0.028894203230257813,0.07595921036499809
ICOSLG,0.005499091954264008,-0.012484731421463413,-0.008370355451995187,0.07546272943342068,-0.009666235430934098,-0.01748559916743827,-0.01730763869429835,0.03152035059516127,-0.028537066784461298,0.06763612853244533,0.04684760252556085
WIF1,,-0.01992695283983021,-0.03868771195696424,-0.0724149784255567,0.1365008897689179,-0.01733799528601865,-0.05654988037054243,,,,0.052978004094108126
NPPC,-0.017310968245581197,-0.03389820838910807,-0.03156763158249124,-0.014084540394396652,-0.01451989031243425,0.07532393820423991,0.0009955545077883563,-0.02716217127587007,-0.0332564743348423,,0.02287457909929733
LYZ,-0.004462041763715333,0.00015178884785685756,-0.03687824828877751,0.10785385657833285,0.037447472901755666,0.06486009016303819,0.027295178132484145,0.055386103403927564,-0.04761456061187894,-0.01634614167473514,-0.0936830890112309
EREG,,-0.02734590382709342,,,,,,-0.027619527091758456,,0.016200756711107284,-0.03898358270188966
SPTAN1,0.03046211877208479,0.047424254645330996,0.03160128246693551,-0.008672992339873713,0.029038919765688915,-0.030329825723435733,-0.04469172555805258,-0.01028742010640696,0.0685305661763007,0.017899390915947083,0.038825862787732555
LIPC,0.00819165429377648,-0.01881369713327295,-0.019989142014305464,0.0602242039344273,-0.03274493932606766,,-0.026601456263533423,,-0.04082064466321059,-0.03533028759865229,-0.003176838921559035
COL8A1,0.03430266709806373,0.039848600009332776,-0.004327594585671992,0.09381761177547394,0.00797086712130647,0.013828013749862164,0.030500150286789218,0.035219276123555514,-0.10116826039737661,-0.0016192551682422908,0.06280449864079249
GSTM2,-0.043352730777125245,0.010369694514229436,-0.010900261854435685,0.02896816520629251,0.010275928044393251,-0.016915084364145478,-0.0037256053999254195,-0.017260671008347158,0.04568502386301482,-0.021489694812782748,0.03637583332645603
SPX,-0.03286115579610528,-0.0050827841570526755,-0.051416421235646555,-0.06290573057815867,0.0006245273057970943,-0.01239264793195258,-0.046110089787183985,-0.017824583778621384,0.044395487911298805,0.06465393491106447,0.084542173032564
MFGE8,0.03460158578767505,-0.028580024656160406,0.014298496286198416,0.04316801049201517,-0.012980534223650225,0.027714902591020052,0.027333250812252626,-0.011636822503371605,0.0077654645636615,-0.042578661173268854,0.05215383536754904
TGFA,0.009772278733316929,0.019762048823293507,-0.06588592054956463,0.04657926404897904,-0.005971305576943782,0.05897129211282763,-0.011838511583926176,0.03763689755101171,-0.03254984634100527,0.056590938168259615,0.06191078394067878
SLIT2,-0.03798078365906466,-0.0023952060676171276,-0.0054823728908221445,-0.04887900872063522,-0.0021543546501506185,0.01741752857182519,-0.03809068110306781,0.09239171931018936,-0.003978971113959119,-0.02495000899249679,0.022715597772695596
PLTP,0.017235380739140917,-0.034533050171277536,-0.000708697852564675,0.1733558091991132,-0.0037610173876272035,0.02843623597776832,0.011393187824363146,0.019047608515490377,-0.029590215035140376,-0.008709889825599313,-0.01591423061500431
APOD,0.013231087199356666,0.019590549535716907,-0.06582444394364437,-0.04088357810197279,0.00539579408849146,-0.0631302911654198,-0.033988383274499046,0.023451625700322797,0.0055410023322142645,-0.026155239920809245,0.06483064711052845
B2M,-0.00452293219600011,-0.0309552189814389,-0.024889219115891738,0.163901588892955,-0.0036352625863499484,-0.010097341017370951,0.08065634286422303,0.019339559429967998,0.008015427723269415,-0.05783014040197531,-0.044711960949329506
OMG,0.029060453846634193,0.07844756327064267,-0.00413375954498709,-0.07968641303313362,0.014543783784496342,0.06382554699945263,-0.05756543647942263,-0.003983615620067706,-0.04640197137305973,0.04994781019148193,0.07002539531207298
CXCL3,-0.006829315158191802,0.01519708727206705,,0.02081832108794821,0.04005800575456684,-0.009856551998097391,0.015250894532574041,0.023877171907235532,-0.02468537876815955,0.021376903450466604,0.008588728464772474
CXCL10,-0.0389399568469734,0.022604899062318586,0.06534868487039532,0.14308361325442098,0.054253365599387336,-0.01497282390291409,0.12283343012261307,0.0015656902766033034,-0.03325647071874824,0.004995702801304242,-0.031412145249225115
RSPO3,-0.012959456171604631,-0.018813685533705764,0.027459438534063737,-0.03725718010225661,-0.03250764062242561,-0.011681369535281885,-0.012743979722125091,0.016779439299704907,,0.07611831283445239,-0.014065393042723747
CORT,-0.007485525086109946,0.041571161291106974,0.023928249478821512,-0.02345220499122733,-0.019908905155875595,0.03689048135386171,-0.03380938245083601,-0.015022634553569314,,,
NCAN,-0.010147876618583332,0.011164331635385034,-0.0421607383350018,0.08723067236039786,0.03410026206097156,0.034355535841133676,-0.03157682965187528,-0.005130073010707656,0.07493589909218269,0.11704405264091144,0.06486212513766523
PRG4,-0.01279042436511935,-0.0134705312975329,,0.016567841174182595,0.03646291031294479,,-0.014899818952724957,0.17721215041391192,,0.02975380301447753,-0.04712934391603011
ZG16B,-0.014844851741309084,,,0.024345512839558065,0.061610709358042214,,,,,0.07222904178294534,0.006999868941732831
TGM2,0.024334948370796493,-0.04889360122567659,0.003274606481668174,0.11902923911347317,-0.008702843186595588,0.015519957068491566,0.06473253862740573,0.04219303791542685,0.002101323588691969,-0.011823856560850166,-0.05956138857373218
VEGFC,-0.02279596097929188,-0.02073561136949339,0.11613766984885025,0.013715718554783443,-0.024609527036379707,-0.02706276151516517,0.028041208232488218,-0.01674275207539697,-0.0005164841730767789,-0.0013232250237595984,0.04749080979704952
WNT6,-0.017690803828634485,-0.01856109525869947,-0.01322120613095591,-0.018902523573249796,-0.023590967118898066,,-0.01327090601348121,0.0018500782352626531,,0.06626062286240432,-0.02984848889583288
NRG4,-0.01556653156148026,-0.019187010257783067,-0.01618520039712039,-0.04020036099818059,-0.009133311309736438,-0.009210201362447348,-0.017739408293137075,,0.014307648576221589,0.10194285817914342,0.04912372368680684
PMCH,0.13070637365340404,,,,0.06948513791132345,,,-0.002087705807300267,,0.019732387882011867,0.018696716309947767
COL9A1,-0.016258106081350227,-0.0011292663547775724,0.03771489561387985,0.00576618060927344,-0.0018363325295788814,0.14189542862080493,-0.003863595028279592,-0.0133390181575554,-0.005453055527165599,0.059427482226308746,0.11205102965595573
GDF11,-0.012921339030714782,-0.013320987929961274,0.0036462635550939576,0.10103359612191286,0.0043084708761046905,0.04080956714691852,-0.005979036624737434,0.018932921536136807,0.054939093636467186,0.016356880189570523,-0.02079640215753758
RAET1E,,,,,,,,,,-0.00566050024962168,
IL24,,,,,,,,-0.014126922407862064,,,-0.0299236489153915
SORBS1,-0.00574429241987792,0.023759246078673035,0.015959372241575145,0.023008164236166626,0.029559148350273252,0.0007077709309701254,0.05563978123723182,0.10024489945278332,0.034569278628960226,0.04534357679330397,0.01245087385252647
DLL1,0.030005420893713337,0.025533226015696842,0.031269944729871185,0.03908047140219079,-0.027360697770131347,0.05628343421912581,-0.03916579352520913,0.04562355683665115,0.07866613390377539,0.00018604172422734215,0.04950136762189708
TLN1,0.041578498588788544,0.03562208249525984,0.0006512766323523644,0.12251984701048159,0.002263288340983227,-0.019445200938091194,0.026241380101921445,0.04918054448101002,0.006492611841156982,-0.036217270071132956,0.02476714930841687
COL2A1,,-0.012031227952464753,-0.014323531427501443,0.04956026381683934,,,-0.01238085589766269,-0.036819081326277925,,-0.05168533848721352,-0.014657036762059523
SHH,-0.013291350924817272,-0.03049997686947626,0.08066751086656519,0.045451942984963675,0.05018671046544104,0.04314616892656419,-0.01181619844437203,-0.019772894887702144,-0.012032494583373292,0.09377798346886922,0.010941008057296035
PON2,0.03338033907536114,0.07025761600922159,-0.006565055184374679,0.09799630247253482,0.06394746061631539,0.007055225654667272,0.028832675423334984,0.024669760093316118,-0.04463197120887198,0.05187196193988657,0.17205751236824005
ICAM5,-0.020715513785641407,0.04057314997596241,-0.003679262733348262,-0.058212753876879186,-0.011880714262465881,-0.015423610149390143,-0.02307639728658213,0.025078051711453855,,0.06382474454935648,-0.02564969250584796
HPX,0.014538813303988646,-0.02331177462489565,-0.013221207022819573,-0.006881474819126604,0.0008306219510730576,-0.009213551369122826,0.06423169406668928,-0.029648358265933913,0.11178876135374116,0.041116449611155015,0.03245466849350175
SFRP2,-0.015137408321523813,,-0.03125489248457107,-0.023775263693126377,0.033268437605962486,-0.029526977757490032,0.006325478034884102,-0.026618934181868302,-0.011066733292678555,0.04496025669870267,0.06010434175258104
CFC1,,,0.15858856630956522,,0.05576901626567107,,,,,,0.014003646149893573
CD70,-0.025729287131313703,,,,-0.03451962947618725,,,-8.90112555574587e-05,,-0.013215273433126168,-0.011079063368800976
HP,-0.00831904485848594,0.0017773418091088008,,0.03996018835010521,-0.0245872433939644,0.010988851411677878,-0.000816148094127497,-0.007795029669750035,0.026781685228158783,0.06481593900746657,0.024907891796621198
CXCL2,0.005223312135205359,0.0003328326584597276,0.11276540558853648,-0.03623269456740456,0.06203776556369926,-0.012804580081689396,-0.008146800574128232,0.019621954271461274,0.023197332457747376,-0.027002107420583066,-0.027568572357917886
NPPB,-0.027979995616410066,,,,0.05297239476008595,,-0.015205860251968626,-0.04118361465040193,,-0.036025326006736184,
CCK,0.017355429897758172,0.025859817630620202,0.01650560000225006,-0.08508400021401576,0.014513438605604818,0.022579784806893866,-0.057150046272806655,0.023208914989718357,-0.01831464461672588,-0.00662596757773627,-0.053151803939777184
SEMA6A,0.0027136323294755923,0.07098969902877333,-0.05185496403746541,0.06229547210840558,0.024734146875021037,0.033210648434762055,-0.002115758673022418,0.020417172013544517,0.05857178129275529,0.07685998690726144,0.08483208979859727
IRAK4,-0.05828965212666693,-0.010980043005038654,-0.05082146880855619,0.10881012007208253,0.026660899870400077,-0.038425870254085066,-0.011761571476641359,0.013727109442826967,0.03713031629730268,0.05379308729790578,0.0691215301368851
GSTP1,0.06647161032165744,-0.024480317676399833,0.06025654907057571,0.10725060555357323,0.09644006935847077,-0.001742680477090867,0.05031914411634072,0.02291950780131828,-0.02415815477411652,0.053533586015412,0.08571388444017601
VCAM1,0.0038907104248251815,-0.01342568585885346,-0.04545333064440145,0.14139910331591488,0.029265734987597953,0.010056197826650001,0.011565290286334661,-0.011562160029192511,-0.03203844055952481,0.005592480089191023,0.091638544838508
NXPH3,-0.03580967421786881,-0.026193573842800626,0.05933264466903778,0.03170181364578589,0.02100298398842241,-0.023443707215777383,0.0335903863567858,-0.043966335351635834,-0.04921326039032398,0.13278997475867815,0.021451774455203316
MTMR4,-0.05659757220774658,-0.020417782042111785,0.005363879441559306,-0.00018853664964219277,-0.0034627203451900804,0.02535103179611559,-0.014495351525206859,0.011430113541322213,0.03109150717938051,0.11278870215549229,0.07390967634870405
LAMC2,-0.029708502828247656,,0.022437964522240117,,-0.020399472214160705,,,-0.018552613059885842,0.13284776972142498,-0.04261874493612197,-0.04322504028067381
IL10,0.004148609134605563,-0.014792882291397835,,-0.02895836575898616,-0.004174091057255063,,0.010673923731264771,0.043130624524257914,-0.024383737076683846,0.039441781984365015,0.05250628551367561
SEMA4D,0.04836596359825422,0.010653020838028555,-0.0020933084057643565,-0.060200379240405624,0.020684992991529226,-0.03266393438894816,0.006182394543406764,-0.00709048528885498,-0.048802489536024264,0.043096901854238444,-0.011790074822398564
TRH,0.006476246184497644,-0.011839640469903039,0.037691632867659794,0.05999690801446206,-0.020785269830141544,,0.009824053680964824,-0.0039256628723872665,-0.011443238648899028,0.07336052320469719,0.010594035152184263
SEMA6D,-0.07190866066453717,0.024977630069702064,-0.026917800016143228,0.050989591247416095,0.031129917258476403,0.026088586965375613,0.04504390105193211,0.0038142457070379832,0.012475537106441902,0.0765825683606128,0.10828642368825382
CEL,,-0.006659633731524318,,,,,,-0.005268185249306703,0.10699321110770807,0.025457934621159008,-0.0219042065578441
PDCD1LG2,-0.005402189903925043,0.0742814087310631,-0.012721405246419407,0.0930952366510761,-0.022238753266193033,-0.019082103956817673,0.0065269491776908046,0.08271558891164035,0.007934180510770173,-0.013524250474474253,0.031143928613503357
SPINT1,-0.027978975942468308,-0.031579875124891445,-0.016454365075048917,0.14849342344509867,-0.002340461165704901,-0.015056969966741707,-0.019978614828626638,-0.034227576960711034,-0.030000430919806247,0.09045605649117869,-0.00565767408473154
CTHRC1,-0.03370390322613731,0.032453843886176836,0.0033064940976373,0.09215623486286534,-0.06261883419980183,0.0003068536554898016,0.033653631330181885,0.015018113314525388,0.03085496661456327,-0.02640210580379257,0.09407295829749926
PODXL,0.01312994815384928,0.0021126141486428472,-0.02312143758712892,0.16517898636656428,0.030840199930968412,-0.0058686019859991575,0.014557988450749706,0.0227188255748616,0.0066772203897396635,0.017965749940385207,0.08042544418600271
JAM3,-0.03841782135266465,-0.05279123683953555,-0.025836783812671744,0.11283199025909618,0.0037092424536942594,-0.010668276671868255,-0.018717376541546885,-0.012105629806576885,0.031076536007892525,0.01114824213116867,0.05520591101781833
TGFB2,0.06487219860022578,-0.00941192276546759,0.07960598051801247,0.18261834161165322,0.024625572408335416,-0.023033822645680765,-0.015563476235256184,0.016129996730180615,-0.031985333060941194,0.04632414906895118,0.05852634636500829
COL18A1,-0.06255360185596484,0.019796742138450174,-0.013715707113412716,0.15265239485980106,0.006139823552472625,-0.0048234161453905525,0.010393223004772198,-0.00043642010624018584,-0.040527258681290694,-0.05644376636812287,0.033396419608464845
NODAL,-0.02617609571944376,0.039939776531326084,0.10449221789534008,0.044684637853641955,,,0.04233679295537894,-0.017450076948680147,-0.011207655020973326,0.0189018652083653,0.08320125526324276
INHBB,-0.00842639446051,-0.02088403326423749,0.04046671979816253,0.07063421219899796,-0.05146853431565213,0.03170704820015784,0.05039909674433779,0.07555188207654062,-0.0203283492009472,0.11744413646268093,0.06083502744671971
LCN1,,,,-0.011189315927933206,,,,-0.016479390531004397,,0.001512147187616395,-0.013004311600679328
ARF4,0.0497801590538908,0.004715167856887026,0.016861165017076983,0.07311527970222063,0.06098288141372575,-0.0031141565293790283,0.048875729021857675,0.023301608968898463,0.008463995103103026,-0.03463326101322501,-0.05337768649471436
CXCL14,-0.07295942154376944,-0.033683621410637764,-0.04010496531993716,0.03361931235271461,-0.005858461800017215,-0.008206230204606917,-0.010439078280355672,-0.01484178012658914,-0.012573135168160542,0.1377043714784201,0.06254667624021674
LIF,-0.023550489384546926,-0.05792472398077131,-0.016049076428962524,0.008885305019638754,0.02900494282767144,-0.01092287548923421,-0.025182728244930997,-0.0062762456006215,0.03624563372045049,-0.003704147973679057,0.03916033718539333
IL17B,,,,0.003616659080354854,,,,-0.026386082497764456,,0.02149308175318132,0.08973141671291607
MMP1,,-0.01183963788711962,,,,,,0.004253011301731525,,0.0057097046418855876,-0.021756400886898782
MATN1,,,-0.01549363035965349,-0.02740867067475486,-0.01640786665540877,,-0.012380854356924416,0.026704848526747885,-0.02557063013324126,0.03429505475908007,-0.014919963934638408
ADAM28,0.03215657701050939,0.017635091958275898,-0.041025133248622066,0.010389482010542418,-0.00861882074610486,0.024185705517970342,0.024518402192949047,0.009170028071300473,0.002583259844955216,-0.021512722732349436,0.01825245799962075
TCN2,-0.035929153989155874,0.01889828390591368,0.051677086262702475,0.1002079594974631,0.04559436982396682,0.07952150427919931,0.0012316639560279094,-0.02517177638146326,0.02425358879038021,0.006807630901168698,0.0721512215303214
THPO,-0.026964747520634196,,-0.02203261793592226,0.040285676632663754,0.0701762696856301,0.013180257198616948,-0.012380855779144344,,,-0.0038338050889113336,-0.02580062553306315
CUBN,0.008081343041576938,-0.0052470951885388315,0.05266326669640008,-0.024010015961136135,0.020762429185079534,-0.03261361826837245,0.005827632512885082,0.012289297418496553,0.032001134230071615,0.04774940845354139,0.024750363916562646
TIMP3,-0.006146698517041858,0.013273203066761616,-0.023996424346043623,0.07004420525263715,0.0027648799783254884,-0.02200233906500379,-0.022494766093314942,0.051383926511807704,-0.033571217170247324,0.01793989384501418,0.1000234683777793
PIGF,0.04163703406525936,0.019827564506819235,-0.007529710603460683,0.09814496310765139,0.01078465266835013,-0.04418815216708229,0.00862165561104104,0.012310462675160236,-0.03308553966671914,0.11737536049492389,0.03614345011534784
CRH,-0.014991802628300278,-0.012031230160001629,0.014671317602404439,-0.04020034433010436,0.016892327584409325,-0.006598470633209249,-0.016933821826025784,-0.03683043407686043,-0.04309897648848593,-0.002910572316449905,0.04642495252293428
