,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.14404515484008656,,,,,,,,,-0.01960712625836592,
BMP1,0.06915753631472861,-0.030765627818593634,0.04766118352669621,-0.007374109138415644,0.009781083063210131,0.04472521524874575,0.13761516956243539,0.06916163787893563,0.024593955767407614,0.018839233796504654,-0.03437663147890329,0.11474769722375312,0.03936950667248669,-0.0378671721751411,-0.041036342624546675,-0.019844874209782534,0.06867347923800103
NDP,0.06369525442032546,0.018514490197201118,0.002793534392472745,0.036893011229561214,0.048164395712879754,-0.04866075756273483,-0.028668613879841164,0.05452729043651594,0.05047397928237443,0.003634511813959461,-0.03518188234465278,0.01641281888278637,0.07363747157278171,0.02305787764200773,-0.03393082976034436,0.026652833849323727,0.0390729340761962
TNFSF18,0.13611832297479712,-0.03324972978330102,-0.012058459884141039,,,-0.012399099644022091,0.010724554967605904,-0.017779781710524717,,,-0.06710613723066523,,,,,-0.008267866482891097,0.011082934028441538
RTN4,-0.023692217664328333,-0.01700342328224883,0.03247575271342891,0.0359079709516757,-0.029888253428727297,-0.026790236104640378,-0.1762030464489377,0.023368133586124877,-0.050423273929947776,-0.1179217359206434,0.1270004883399833,-0.08791441576666488,-0.005995957085055914,-0.06241710143317626,-0.07267765883602834,0.03632203590273585,-0.05863740849162407
HEBP1,-0.022341222924311482,0.014619075741451628,-0.023721597163975646,0.01753906478693785,0.017645934620931107,-0.01796324461417469,0.07870918912725744,-0.03525813215604402,0.06888896501159296,-0.13185909368956444,0.08232255713518577,-0.046335307461694335,-0.015282103981846835,0.011463657472761585,0.06259632253607343,0.017263519385865175,0.026465420969857958
WNT7B,-0.003325270678202152,0.013098645595057835,-0.015480751163246166,0.07597025820087595,0.040308198383377854,0.0005092579011175397,-0.03817495167012426,-0.016822320830911352,-0.014651218545288485,-0.034333798602541855,,0.005286979964419243,0.06760992577077399,0.0005837051247434573,-0.021514601776477266,0.010535856965930315,0.006870946194233681
PTMA,-0.006905184926236585,0.09230113103450231,0.06301891324478656,0.00048423172441505985,0.011777577923087021,0.04967460279869945,-0.05003756135064717,0.038713485639302006,0.019625138452164532,-0.022884923418303466,0.020961634573800278,-0.1607544425928642,-0.04099573251528627,0.030048093374184435,0.011516049781799103,-0.04617015434470804,-0.007123455052601288
FASLG,,,,,,,,,,,,,,,,0.08169395327724735,
CEACAM1,,-0.03082095662549825,0.043178454724110055,0.03435329683743054,-0.022952457495080177,,0.07073612203633213,-0.02796336088147404,,0.01654772245562432,0.08088787617406339,-0.028013669342284837,0.043250843485779414,-0.024239172348218197,0.011800888929246765,-0.023660313205283674,
PDAP1,0.07138939253829352,0.010263395887061313,-0.006776037703000034,-0.025983742796191655,0.025076185488814344,0.06495175657932757,0.08036593942569395,-0.03467744249013673,0.05912102840919078,0.0010755954340475626,-0.061694673052215154,0.026985562636409315,-0.021110979385672815,0.002160534301826328,-0.024329960649449627,0.011834996240111865,-0.04334051144480317
