,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1
ADCYAP1,-0.03879360745748653,-0.024822005162829522,0.030714958554629874,0.0023532221265258123
GREM1,-0.04717110681231177,-0.06724643240165122,0.018696574278211708,-0.020372284858329204
EGF,-0.035801153572176614,0.0578244067753143,-0.018175871339320183,0.07129171499517718
VEGFB,0.08485564808163233,0.019747089486568063,-0.0017968212678007986,-0.016693168841001044
FARP2,-0.03572722258837252,0.017272357870341176,-0.020053682173762355,0.07091320639356281
IHH,,,-0.014260762526268593,
LAMA2,0.05833289637470668,0.014732095661493026,0.0063560088514302724,-0.03845580509418285
SERPINC1,,,0.03770507886303679,
NRG1,-0.04905186739441375,0.10414355151046292,-0.009930683114388307,-0.01817761888401589
SPINK1,,0.09329581798901103,-0.01731111236423782,-0.0020013864463769523
EFEMP2,0.051010560195362736,0.049575363451560966,0.010453164318452685,-0.026014206069534113
SELPLG,-0.035037460577178506,0.0461971196319471,0.10730447870482177,0.060160659153626804
GDF6,,,-0.03430367559095157,
HLA-E,-0.08242617709011435,0.005107277310570868,0.003794298645670384,-0.053600094617263866
PTN,0.02185930614932219,0.025646949710291692,-0.01677514485131914,0.12040835501220556
CD274,-0.07004634476302563,-0.025258650572899673,-0.003134394511264915,-0.058870526823151005
CD14,-0.05555439267270854,0.018865349088810324,0.06635481497966021,-0.0631461650054572
SFTPD,-0.07939770782478739,0.14501970920095633,0.004264623568018432,0.009090579105519277
SLIT1,-0.0023241532152211675,0.04263362394453171,0.014981417446450752,0.08638642769698748
CNTF,,,0.03689882861989277,
BST1,-0.040507143057968854,0.026923778586569674,0.08237047875214767,0.09410544620796846
AGTRAP,0.06307289836972513,0.000870873831001889,0.006769532320154421,0.02111253494291816
LAMC1,-0.02723866086920374,0.05924899060421597,0.021840880742180074,-0.045452097729611826
COL6A3,-0.010948502953202124,-0.05205549048842078,-0.07730835535905232,-0.06279353056206993
FN1,-0.01537099663123258,0.03057042098400744,-0.053884962129527585,-0.11048571829155024
MIF,-0.00428496619865525,0.06750203344020579,0.037090675185928616,0.0836182281020421
JAG1,0.005629188827882923,0.016838867487103674,-0.007724610773427991,-0.05560556368821536
NID2,-0.02648169591056123,-0.013684534108482912,0.03867539150066612,-0.04305307070608684
EFNB1,-0.016459807610755765,-0.008288816920120436,0.0633888795739714,0.09697625886111408
COL4A2,-0.03236509574555033,0.04685096174489194,0.003155440212204915,-0.10021847268200781
SPP1,-0.006173230784305554,-0.0114864937924885,0.09788385102000396,-0.1364165047044594
PODXL2,-0.01462766737920351,0.036861957914125866,0.03681992901185014,0.09983237243497738
FGF9,,,0.08114220400965488,-0.026806443699833517
ITIH2,-0.05766267913479602,-0.03971219372889725,-0.046633608879842636,-0.002542216275854208
ADAM10,-0.040159307651049435,-0.07451986884291843,-0.01674138051873148,-0.05217501243061122
CFH,0.01901941136684081,0.08339343498418392,-0.023970208491997692,-0.00518890048203406
COL4A5,0.0101055387230858,0.109340851645961,0.03560784604045961,0.10203160701767665
LTBP3,-0.03874750683473701,0.05956039048450924,0.08676260880140203,-0.08987325321227019
GNB3,0.0840256988458817,0.008970888427304532,-0.04947942800188896,0.08396957572063254
COL6A2,0.00872122621532979,0.085540248922514,-0.036272024111246665,-0.0736599158054042
GDF9,0.04606970413980386,0.01307780908336217,-0.01984711848910219,0.049628584457222596
NCAM1,0.08466339334362968,-0.017531558226717047,0.006502100883166146,0.041249764573636695
APOC2,-0.02570876671895019,0.047084792968983866,0.049746826527781174,0.12034836734300143
BST2,0.0129204940026488,0.05021322753255221,0.005477773502445348,-0.032503207621315845
COL5A1,-0.09078721804919664,0.05078758438881892,0.024068535275282806,-0.07739127460742486
CALM3,0.016835781570770314,-0.032041791169398835,-0.007598432974866789,0.037242343179731595
THBS2,-0.010412204067081722,0.04524388777643029,0.035470728608560424,-0.0024125197677562927
SERPINE2,0.03440213270972873,0.03247860282520141,0.021627784314387773,0.09735362341212173
EFNB2,0.05486207930492781,-0.030354969924268272,0.0031083504626387352,-0.014664643734229744
PROK1,,,-0.013537440812630586,
MMP9,-0.016407524977563235,0.0024495154377574295,-0.03385355152842779,-0.07207756220527345
NPPA,0.04010249126242396,-0.043886757748482386,0.040553209203968196,0.11732567144109347
APOB,,-0.025467844916958027,,-0.02219554749402572
C4B,,,-0.016711971659682457,-0.024577755413930417
NTNG2,-0.03798245678160461,0.035471314708103586,0.01988239140926536,0.03877684862540626
LAMA1,-0.024410744512836834,0.036480349886998845,-0.004979735098002836,0.015006135801320632
UCN,0.10995179521122292,0.05716347076950571,-0.023643121710165343,0.000806384520289542
ARTN,-0.023593008288400327,-0.028789351114111728,-0.026119462768098796,0.02437177863746645
PDGFD,0.051571635046352295,0.08233895996711622,0.06833705715235812,0.0576292122535483
EDN1,0.054121406138606186,0.009681584531112964,-0.03953341621831655,0.003596298193367544
ARPC5,0.011451612981471428,-0.0031099139203140803,0.05298368091641367,-0.06017050129596563
GSTO1,0.05839614056085435,-0.04129315757510365,0.0065240096035002445,-0.020128760440194654
PROK2,,,,0.10091028703400569
SYK,0.010480307678351324,0.10083566758492268,-0.0035904014376664773,-0.007163973071898609
CD40LG,,,,-0.0240029834199096
ST6GAL1,-0.009199909305985831,-0.030297933924776813,-0.012810281617777731,0.08833643539540122
WNT3,0.0569571682354449,-0.03310260415176667,0.043514457671672155,0.004878692903038772
HSP90B1,-0.006855097651296076,-0.04271873031926357,0.01689315062115171,-0.07575487159880137
ZP3,-0.06804346167148878,0.01607802641738946,-0.007886619184509006,0.08234836273818115
NRG2,-0.05408899754384129,0.08123021637465656,0.022184652757091236,0.08206114346458392
MELTF,-0.01785668717919654,0.006910162173445564,0.00040042162896647567,0.09431602097009241
NLGN1,0.02627558407827125,0.06431431868968326,0.020578317873262673,0.06553084692311224
SLIT3,-0.03879357649795069,-0.04476963511132897,0.006961506482004182,-0.0460437297378347
CCL8,-0.04787496805989451,0.00617690880081084,-0.02916982821027518,-0.001347376353128513
S100A4,-0.030402149279254692,0.07953448256865357,0.02281294561388916,-0.0815974409384686
TNFSF13B,0.028028238332735902,0.04581694567906964,0.0024634546944269707,-0.019519545146839307
HSPG2,-0.018922946117630013,-0.007312681899678409,-0.004032791331866713,-0.05328959111870706
FAM3C,0.020067653205033422,0.09616540896509908,-0.005387998449622421,-0.07985286563732143
FLT3LG,0.08053976446627703,-0.00035373107937467765,-0.03667236550762503,0.0048095033207147826
A2M,-0.031130002858475572,-0.08406493908102548,0.0035119280907710236,-0.08652407974083881
VCL,-0.013750142450168827,-0.012352159449461938,0.010314945193264119,-0.07157794226641236
FGF2,0.0491423968463182,0.0558092744092653,0.02958499981186783,0.046743645431515865
AGRP,-0.0038813856339080842,0.029813137646107525,-0.013903548018087885,
CNTN3,0.033889462921311064,,0.057543775586392724,
RNASE2,-0.07632394656080728,0.06673687259018804,0.03794382936034979,0.02392188614424024
ADM2,-0.030092424444767278,,-0.01774829381260754,-0.022812961827993028
GAL,0.04101173392582668,0.18109607830145572,-0.01789184907038749,-0.02250624971447572
CXCL6,,,0.01754640413097081,-0.04121962595297601
PDGFC,-0.04957675922840238,0.021612733015606726,-0.031923560670256694,0.06304764255003784
COL8A2,-0.04018389450906938,0.022567228008997006,0.0742712808926098,0.11783712978245954
SPON2,0.0691326088733541,0.12887624463537603,-0.025685652098602664,-0.035236966369690995
SEMA3D,-0.03580115069211879,-0.0304673197003505,,
BMP6,,,0.07550235739137587,-0.04702101639494277
TIMP2,0.007864854418327542,0.04475016249093962,0.030755767704028564,-0.01751264058145931
EFNA1,0.06420162162636267,-0.00016051630134183368,0.05609263385287411,-0.04114799424264676
S100A12,,,,-0.024860480899642646
TFPI,-0.014615628265666111,0.006922126724158347,0.02836757281799738,0.05342484788767739
GPC3,-0.030603789775333887,-0.02278632697465739,-0.023948059799795262,0.06502369094736604
NMU,0.08793086360606547,0.11406015476339929,-0.02713334752351502,0.08368375187928476
SCGB3A2,,,0.009169923829262471,-0.03588656223315717
LAMB3,0.037393362630193334,0.0015389905106680656,-0.024711498959548668,-0.008257085753785984
LGALS9,0.04101412505814861,-0.03997496216928567,0.009663621639480284,-0.00028143054168068793
VIM,0.022830760178190475,0.12279042730752052,0.04037646350346047,0.015453764558164508
PLAU,-0.01603660715755763,0.04552927614280798,0.03678208581442879,-0.01992297869013486
TGFB3,-0.061082345123159666,-0.005053487837254403,-0.027818924311873258,-0.07180192015517299
APLN,0.07574438015679477,0.07110240459214014,-0.02597114538803385,-0.017801053690782276
SHANK2,,,0.028326998865132635,0.12476215086481839
LTF,-0.013944917057511554,0.06018586377791412,0.02743861014554428,-0.05828009487052414
PYY,,,,0.0283989129104605
PENK,,,-0.01873218698777615,-0.027023604863382466
CTF1,-0.06621222426474405,0.0867934609952621,0.02960965375613077,0.05939509840877622
COL3A1,0.0225213292462731,-0.050227657703160206,-0.033855934393047536,-0.09539397875199257
S100A10,0.011190800066856528,0.12220536428161476,0.00849161876820419,0.03837895913323979
FGF13,,,-0.026666951058321977,-0.037279811076432495
SEMA4A,-0.047524007729743724,-0.008215192804097887,-0.010437095656193949,-0.033541465405411613
EFNA4,-0.011584739678174631,-0.021022003749588295,0.04901660597923915,0.06650304312179546
HSPA8,0.019672172855100027,0.0048274339186383615,0.03188806798160023,0.043565386578265065
NPB,-0.023428418073163898,0.02173453520075212,0.009935651034803516,0.05993960264098216
ULBP1,0.028606712338244664,,0.008001149176245923,0.0058283306098889575
SEMA3E,0.14098676507982577,-0.0527841132799629,-0.01858433657043992,0.08755055317422235
FGF3,,,-0.04070085047452837,
ADAM9,0.04133471510934391,0.010340768926745965,-0.027572729471792956,-0.02360002506827063
ASIP,0.011632590077956946,0.032020052998813095,-0.005570743300984591,0.06271334203265776
IBSP,0.007563855962184404,-0.00975217239002548,-0.0015925975554763445,-0.06609780294877438
MMP12,,,-0.013161713715911414,
FAT4,0.08474086086316854,-0.038822527448584505,-0.018844687851106424,-0.0604929547053777
MDK,0.09195552507474246,0.0029749983052578892,0.03653089910539226,-0.10061550410102181
BMP5,,,0.004336873521385801,-0.04459121918315638
CAMP,,,-0.019273987028801867,-0.029522573937761854
HSPA1A,-0.08242245444906662,-0.06845896459014252,0.06880309883490263,0.044551932317655515
SOST,0.015655743082581188,,,
SEMA3F,-0.044072758648663626,0.057200057228684355,0.009282891282190366,-0.004049999583507556
ARF6,0.006837993590013805,0.03663114785558398,0.04585974616311009,-0.029726510576093906
IL6,-0.007795182407097268,,-0.034136144890008886,0.007318480515737327
CALM1,-0.06246045171750669,-0.030220904177364116,0.016233258153925074,0.12851004193657797
VIP,,,,0.06395863274207109
NMB,-0.017355214108058317,0.0828976851447389,-0.014123401987839714,0.11166909737804634
CCL26,-0.024449552322730234,0.05264778722589543,-0.023429449257618647,0.023627160479711203
FBLN1,-0.033466908207000684,-0.03841562815115504,-0.03292873518250826,0.0021018465382760315
SAA1,-0.04891631963252365,0.034746015164307045,0.0023319137990352027,-0.0412987486430982
MICB,-0.04022647520261262,0.05495083624847801,0.013465972231443616,-0.025780528196042457
MMP13,-0.028509256418269895,-0.023136859895425514,,-0.011481419200585727
F13A1,,0.08754269451806419,-0.011296007270515806,-0.1368452583428582
CXCL11,0.07163512965887514,,,0.042365455909261975
COL5A2,0.023824555087277575,0.043098484652003395,-0.05013962391704292,-0.09671130549942572
EFNA5,-0.03795888938091697,-0.0227863469345223,0.048672815029319805,-0.004665798787353737
AREG,,,-0.003316654507473484,-0.06366430777063987
EDIL3,0.11322901601107246,-0.09476653601261095,-0.016682282093761568,-0.03770670901236498
CD86,0.011025284547506004,0.08017192264470925,0.06611691324817114,-0.04065181535634119
HRAS,0.0019805483515328293,-0.0593021238668563,0.03845013455094336,-0.0013915826378649945
C1QTNF5,0.06507412818964368,-0.03993231042114446,-0.01544980948468227,0.007626800562885222
RLN1,,,,0.03850332758717732
COL4A1,-0.001748998306158907,0.004649784345730431,-0.017536168833701748,-0.0961025374172351
CCL3,-0.041317699515558186,-0.0344907497343242,0.08051470373118537,0.04817230673674859
BGN,0.042373625102383315,-0.036289048302625235,-0.05707621868977143,-0.07115063145435176
RETN,-0.03580115861227949,,-0.016559072392582558,-0.03688631619878335
S100A9,-0.09322316193263919,0.0075547873352173655,0.031209295714035464,-0.09947002888117744
HCRT,0.0033514090149375703,0.11945518493775499,0.010168522914356156,0.14403805989889717
FADD,-0.05141358796759758,0.012259532025471101,-0.03379659730291069,0.05871387289308864
ACTR2,0.03166149110428354,-0.02652982487415149,-0.04388138111162836,-0.071657998178303
BMP2,-0.016086957220713346,0.010773581441851409,0.004473711037288095,0.0007472856755037672
PDYN,,,0.01175954192512841,
CD55,0.0505459288425529,0.019125927595567877,0.011809486491634734,-0.0331001016362419
PDX1,,,0.06155312609811417,
CD6,-0.036167500601443,-0.041448107670840756,0.041777287924039896,-0.023042218070589298
IL16,0.037259007060541194,-0.06607321018683214,-0.011685153074897155,0.07947720616899774
LAMA5,-0.10181091981730434,0.03210878184109567,0.03178846317760853,-0.02904806968985614
RGMB,0.0447019226392652,-0.04231160058700751,-0.021679531923914353,0.06713345960640894
INSL5,-0.05295232404829684,0.02758191023172721,,0.021668449069409783
IL12A,0.10623590309000537,,-0.01511902405237989,-0.0031123999687392187
S100A8,-0.05998238732012637,0.04545708637162657,0.016041475819475844,-0.05968116948170238
TAC3,,,-0.025178669878043517,0.08418813489975363
TAC4,-0.05325389476784635,-0.004430357785300809,,
MFAP5,0.164376383196741,-0.018919330966441293,0.054766085252944866,-0.0295885125717885
CXCL16,0.06065341510304146,0.04130015555324144,0.04169376586308874,-0.021034571169419217
AGRN,0.022647482561552232,-0.03125675223538705,0.0063035980399125165,-0.018450349636597477
COL4A6,-0.04846583708023622,-0.02715068327020257,0.005608864120712559,0.010415371968395714
FST,0.14424643768334733,-0.03127745656295975,0.0004891783098948593,0.0008603498839474549
MEGF10,-0.07918926702281245,-0.03498339009359158,-0.008759264695503071,0.1733856521254645
C1QB,-0.03578962960598441,-0.028220359720014576,0.017748603013611284,-0.05233921369202294
HLA-B,0.08488170540751841,-0.022385705888059257,0.03230771251338237,-0.07674088995737756
PDGFA,0.02753646727809597,0.0362251860590083,-0.03411055920925664,-0.020957756094389986
LAMA3,0.12032571675000733,0.04730220428220044,-0.015285250881518163,-0.02065325403917884
DKK1,0.05343307450697043,-0.028789315551201976,0.041969659321723425,-0.08833283916566252
INHBA,-0.0456900420817412,0.06417971936973375,-0.060703334548762755,-0.04712687510033799
LEP,,,,-0.021561503175454008
IL7,-0.015628284721583105,-0.001992551432955648,-0.025600316721898646,-0.0029094136296308774
FABP5,-0.01739969208887118,0.01149038344054085,-0.034766777880699484,0.019169575774281484
CCL4,0.00491358303943245,-0.0019083744885541095,0.07844139261533947,0.041346771984463494
FBN1,-0.01165923659937528,0.024270410472642893,0.054785909014523994,-0.03570162763039537
TCTN1,-0.06234447739822242,0.008762996010671483,0.05765770890145558,0.08141742424678829
NCR3LG1,,,0.03174646444419065,
BMP7,0.014822493733785563,0.08259112259657668,0.08144673610391236,0.17400467176657736
NLGN2,0.01699583984002519,0.013017052517190087,0.009638944066502037,0.029860025618586847
CCL25,,,-0.028652720457231752,0.018958629115360642
NPNT,0.0006252903989958991,-0.03824121260946082,-0.010599015274969993,0.09500141812562131
KITLG,-0.031049945138171497,0.043437655698460136,0.01730829558481317,0.02606665218799783
MADCAM1,0.003923484251714022,-0.040369726267300676,-0.014083223155427498,-0.009193941955911807
F12,-0.05331142098254781,0.05465881877064803,0.040181999520163,0.025478892355281196
S100B,-0.0027805422340469047,-0.0584249115623705,-0.010173382191397625,0.14271080283528734
IL27,,,-0.013161713715911414,-0.03843978862665451
CD99,0.0904094837811121,0.11621296052453227,-0.005721634401122947,-0.005570910763617948
PDGFB,-0.01661540034559895,0.058342733670369414,0.0035691432841303875,0.0061569957572219156
CLEC2D,-0.07574444015784433,0.025783214029759378,-0.033571513801086625,0.045387629178309984
F8,0.08992243937891793,0.11677750750929589,0.030458154472721276,0.10006699611459749
C3,0.01921200277557705,-0.03455326965833201,0.016175890767647465,-0.09762394682522504
DLK2,-0.03257764499590927,-0.02732359619649011,0.001672920233849708,0.010094371064941945
TSLP,,,-0.030101381013151764,0.025453640012576384
OSM,0.015479867790861976,0.005778341344167695,-0.03629990559358362,-0.021150044276942424
PRND,-0.0419942451412723,-0.032070243198494,,-0.028047493197395326
SLPI,-0.004803602675793527,0.024789583716575837,0.04382865376558156,-0.07451417214893087
AFDN,0.022681455635191413,0.06688592480542131,-0.04656923799132099,-0.010921109035758866
KISS1,,,0.13090081659502908,
ULBP2,-0.01863091087222972,0.3733125973473329,-0.025784586715986664,-0.022804108079674562
ICAM4,-0.03257768796293653,,,0.07157664377959375
ANGPTL1,-0.06908811505725757,-0.02781348309949675,-0.007709787169973892,-0.03805643322654472
LTBP1,-0.12699814766802697,0.0744451934056674,0.06980782482753438,0.053940422958255664
NTN4,-0.04638433090917283,-0.031009413690855112,-0.031561876880057356,0.0007052031561520831
APP,0.022886812586159898,0.02554957673099505,-0.016661118510899953,-0.03799820544752894
RIMS2,,-0.022430777450622035,-0.05675085004721273,-0.011032462068425841
WNT7A,0.05714600720792569,0.059178528299941316,-0.011409944968645341,0.04128162178359376
GAST,,,,-0.02952256719844035
GPI,0.06716934784075262,0.10309989178064768,0.0027388923417974442,-0.04052944642100045
IL1B,-0.007901514389562665,0.10970692691566863,-0.01772300654089178,-0.012571001584559455
SFTPA2,,,-0.014083224133090395,
HAS2,-0.008792863453804247,-0.011103106989507736,-0.00746898588114252,-0.04108822699906709
IL11,0.38865737567696196,,-0.018530672018718775,0.021551602914337557
SEMA4B,-0.002940869491573638,0.0488117234191008,-0.023655772046085318,0.03445389526330224
FGF12,-0.005711139931144592,0.032794806268591575,-0.06730064187218805,0.0034275617125278162
CP,-0.02398581870517842,0.08339782854064659,-0.0018314406228538375,-0.041221920370396174
NLGN3,0.06852493068751171,0.0004217411289048442,-0.0273478656232177,0.1596852325410427
GZMB,,,-0.0298242671682517,-0.017743214755359057
PROC,0.10289962148666135,-0.03470591780687711,-0.02642694106367795,0.13549858622630828
TNFSF11,,,,-0.031663342840502005
AGT,-0.0663049293636663,0.02215194477608291,0.02751531822477681,0.09843393822799042
PTHLH,0.05979593818408259,-0.03465391574782307,0.07948034150596013,0.010742963156876572
COL1A1,0.00256461786471534,0.013051366606797718,-0.043408146678188556,-0.10737368886909933
LAMB2,0.01398936795902445,0.02407100014718375,-0.026430579477050527,-0.044611494444570535
DSC2,-0.08485273074467871,-0.02400363166308909,0.040629314201398176,0.021393858420948857
WNT5B,-0.029939487988307166,-0.03926931919558644,-0.039991463609132666,-0.0395917776041715
LEFTY1,0.08437950699074186,-0.012500820158941817,-1.104272100370259e-05,0.003535651615337519
FGL1,,,-0.019802472353489822,
CXCL5,,,0.0015760126964481681,0.06007670181041492
S100A1,-0.06524162967491225,-0.02445502176316771,-0.030098290354687463,0.12787466441026107
C4BPA,,,,0.056416828637402175
NPTX1,0.012045301344546722,0.11587320110832382,0.02433231853217363,
TGS1,0.10776374587702035,0.01620755009014461,0.0210673214051985,-0.018700392401347368
SST,,,-0.010502539073765606,
IL34,-0.07809382161800126,-0.059142706630942656,0.03332450241606973,0.054578960435472224
DHH,,,0.004532822142300014,-0.03184381067137273
XCL2,,,,-0.02250624414249852
TF,0.023616433690362617,-0.08668463488190735,0.005536710046828911,-0.0177323042138247
IL33,0.03149412220344486,0.10153200040533451,-0.01689453427952775,-0.053195206804367984
RBP4,,-0.025291248457387158,0.03384923937042406,0.0918371332008364
CCL19,,-0.01977906775496195,,0.00017172549186711793
CCL20,0.1340297272163286,,0.03678712248837124,-0.03302519384147631
NAMPT,0.03624699544786453,0.02988865065838741,-0.027727078121144968,-0.17229093401517362
