,UKF248,UKF251,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,0.12454422456791665,,,,,,,-0.021666604963541943,
BMP1,0.002797482098400816,0.03220954290858684,0.025273771174202597,0.09374838128314399,-0.01969565944664328,0.001117784190576104,0.03771421949211296,-0.038370153771866686,0.036725448131068726,0.08599433946218563,-0.003113710426906139,-0.0166084553360948
NDP,0.008129724817188572,-0.00042268335185432875,0.0008505121082377076,0.028288205062334214,0.02937160503559009,0.018823904705656175,0.10177850522820309,0.061763696132870936,0.030435028812621855,-0.04651227087004821,0.06460704083571622,-0.08376264010173647
TNFSF18,-0.034007688076224674,0.00411721090529337,,-0.032018107755055515,-0.01422298039156568,,,0.14176264048748544,,,-0.036547688982142994,-0.030622120646012385
IL36G,,,,,,,0.01621213170091789,,,,,
RTN4,0.002429761825428702,-0.04834491429085143,-0.01543861633655737,-0.14614839366428464,0.03539243831585545,-0.034561381953170156,-0.13281997077009788,0.0060209293944548554,-0.01609150318124724,0.00964363227606889,-0.0037301983713929126,-0.029492124242639306
HEBP1,0.005114476628993086,0.03180511034068271,0.04722593981828611,0.0004014045879671847,-0.004620885349266301,-0.026174147569887802,0.005824253423051534,0.028992037882003906,-0.022743320553595178,0.015378493851859455,-0.009175052237650982,-0.007668703127749634
WNT7B,0.00907082261474147,0.023588989984533928,0.044036445749719336,-0.0587670182359757,0.009820367217469763,-0.015148170073996454,0.010536219178654337,,-0.03199836770404022,-0.01976903794271426,0.041393275887021,0.031635811469859755
PTMA,-0.010879737660695606,-0.010057696528362026,-0.043872866742071,-0.059296053745901425,-0.01734810857976139,-0.03699047347764692,0.08354619348599271,0.005098851869393176,-0.027596833436092958,0.021267375738679328,-0.07512573463890247,0.08872769426222928
FASLG,,,,,,,,,,,-0.01879143909321084,
CEACAM1,-0.021644961456120184,0.042326481985410856,0.05917469461978809,0.0059494376224086855,-0.022369359757889992,,,-0.03321404435018688,0.03203937626356236,-0.01312099799754542,-0.009349318089788092,
PDAP1,0.0007174888619478393,0.04261600790141246,-0.039732941500803136,0.13627597921122075,-0.018362949786422857,0.0071732251163014295,0.07813048844670448,-0.015714074422160353,-0.013834498655255295,-0.016507135993539732,0.065052881334831,0.03330949168569078
QDPR,-0.0351359347089394,0.02532000385324262,0.041690320595485456,-0.06830037741379602,0.014104179061264396,-0.024275989842099954,-0.04883878632916509,0.028431917677438898,0.036353756787398626,-0.022678624105943394,0.007121865819152489,-0.07248009634861256
POMC,0.02837554950721789,-0.027049382064072758,-0.018231846453564123,-0.018259995367701686,-0.016503221719577164,-0.025514043465931235,-0.04161727108331826,-0.0738623075910887,0.025612207902628525,-0.021464229075796072,0.05131814967786629,-0.07330998867929467
CCL18,0.05916729016529183,,,,,,,,-0.032812162524897055,-0.003720759321766031,,
CCL17,,,,,-0.017738825677507963,-0.018749188096023207,-0.0018961550004605503,,-0.012720654206125072,,0.05616961921914088,
VEGFD,-0.027010875371327032,0.004743890001757419,-0.017950630968952712,0.10908581230643354,0.010820092262538706,-0.013752756210343253,-0.029001907543730037,0.04003578163322101,,,,
TNFSF13,-0.0203832733291097,,,,,,,,-0.024409024749978903,-0.014734001348692679,-0.02775275829669569,-0.033312499333181964
WNT5A,0.041739944111518386,-0.012822183399052237,-0.020057995454692813,0.08354746505830002,0.03623553918149394,0.06348127570541004,0.03856356203946885,0.00750481291384788,0.05354818259370834,0.05276228537494043,-0.03226746049203183,0.06792651880561236
CXCL8,0.0194950176079169,-0.027182038900547732,-0.07192657895615603,0.05942593863843313,-0.016232204805468105,-0.012807164572791997,0.07737744256725759,-0.03528098745384451,0.011170891326902448,0.01767426119543508,-0.0005443927965298402,0.16072042766409367
GRN,0.047388275595710135,-0.04446863898935913,0.0008200042084966913,0.14176935890457795,-0.029568197181335968,-0.04630419300671647,-0.005797005910315486,-0.10593960137001456,0.053004322703574684,-0.02387383835301738,-0.023905267640664078,-0.11961083513587088
MIA,-0.006693797031320374,-0.02581731602150974,-0.002759575486488385,0.055064112403743884,-0.026852692656328513,-0.015640863885775822,-0.03971944146780365,-0.04601453902833571,0.06511303355474703,0.017142677846953763,-0.03424056750619012,0.021043008543651563
COL4A4,0.010965659157157486,-0.043417035950071965,0.024298651922622063,-0.02124720976560558,-0.0185198828230187,0.018854651578632548,0.024126661320619993,-0.03535628761388762,-0.007340320970681986,-0.026443346001704022,-0.0014528522114144282,-0.009478418440567057
TAC1,-0.02576588684914843,0.006720115595709559,0.026221622674180045,-0.10260724321220246,-0.020141505475531823,0.0487991284262644,-0.06828203941822829,,,-0.022637459488377826,-0.02239072824694666,-0.03103638169768259
RARRES2,-0.004855937141830602,0.03546405471125141,-0.07283105319222902,0.13931585263826823,-0.012266817223343975,-0.026681632974102396,0.0759019026913993,0.07262889839245354,0.04490670877142412,0.023442971899300943,0.10838183130384561,0.10489480765935488
FGF7,,-0.002605988346371008,0.007151032771790665,0.047513839445093464,0.030547186377774718,-0.017589994042459752,0.018236698716774996,-0.033800944515509565,-0.00220133667940878,-0.03469650164194858,0.0628595623066423,-0.0543018881329011
HBEGF,0.056489679853170514,-0.008702187473201891,-0.027000744615175428,0.026322342952681044,-0.00818307376358881,0.013572023420651204,-0.01903890532684567,-0.15274939755294725,-0.06158997666253069,0.010265389452620916,-0.01551236855005574,0.07749175946974882
CSF3,,,-0.059806772163952165,-0.02247913897400598,,,,,-0.010476219298235417,-0.018810742940302928,0.07539698752143131,0.0969143551720596
PI3,-0.004650451662697801,,-0.04778647370102224,-0.025311807177251018,,,,,-0.020841098500276774,0.009488611910346546,0.004283032649632943,0.1558366560805029
PCSK1N,0.06872448819447119,-0.007250945266768114,-0.007053897064682178,-0.008567957818211113,0.022628861422012567,0.0017683771948516875,-0.06884318161485413,-0.07004823453226874,0.09699049474497631,-0.02570480387194212,0.042582004547963265,-0.17890773691255582
NTS,,,-0.0031607872742774384,0.014105882817488147,0.00431037436268022,0.007885770908767928,,,-0.02967596209158817,-0.005893140550788376,-0.026555460995964727,
SFRP1,-0.020145362765715692,0.08170712966191594,-0.020478561302244583,0.023778625404262205,0.005487542141300357,-0.01874918828484293,0.01950438341960618,0.052930467945071155,0.032651543467273066,-0.039077828800555575,-0.025938379359135476,0.08785645764403074
CXCL13,,-0.022046851752513832,-0.02029451577369877,,,,,,0.08022689795135433,-0.004408574864071112,,-0.031766962096400266
MICA,0.010322040351565238,0.05348309264782154,-0.007700851023991796,0.04819511405781575,0.026968318180437132,-0.007256873751146992,0.046145934597590664,-0.07478499133102583,-0.04202497606553026,-0.017367642067711728,0.04242139518310703,0.05821543089102542
TG,0.05392287478223648,-0.027560613262093147,0.007180885654211332,0.057838857276988544,0.05977079117067886,-0.013568706004471626,0.035553733436189186,0.035493295944430125,0.034838994168873955,-0.015481530496670967,0.01401385552039589,-0.004452923166245604
ADA,0.07101927859099068,0.004588148103633117,-0.029361499305888744,0.03818769692699737,-0.013904157941497975,-0.022036669747325082,0.0353799262867461,0.03419782385043611,-0.009277903841290795,-0.006468698303033127,0.00014781185151197996,-0.00035760440514476905
LAMC3,0.039318709804351475,-0.02305034561347082,-0.03258306195783336,0.07929733053026027,0.04071157929810541,0.04237393493423466,0.007623930867267301,-0.05762705459533777,-0.014264062242102683,0.0804122765105689,-0.02860720820542832,-0.09220593779968707
CCL7,-0.01718119309871858,,-0.026906780998186598,,,,,,0.02789394374390599,,0.048881368925408064,0.19621703901893034
NGF,0.028503819314083877,,0.0465476665298136,,,,,0.08041498944230482,-0.02201892816444777,0.0625236813776591,0.026146668818723635,0.0009115537139665561
TNFSF15,,,0.05180126005868047,,,,,-0.05080917747008285,-0.01858655447111739,-0.011681148425318026,-0.04965021785035906,0.16327225253971656
HMGB1,-0.022048439035605365,-0.038159825887050684,0.035801510356677856,0.10863115114327859,-0.04780720125971047,-0.030962068673077603,-0.0016984154799489116,-0.05057182104445984,-0.04092448733925706,-0.05189641248847498,-0.056012412788383384,-0.04091449625707266
ITGB3BP,-0.05229514068591533,0.10794434002993221,-0.008065135587334222,0.05827033999346508,-0.03726234627195252,0.021107451720474856,0.05673244236328782,0.011771466926394022,0.031846764622418096,-0.036166468320383977,0.04124324473850665,0.06750296378194054
AANAT,-0.02492729725021002,,0.12771534558570388,0.05618915714496526,-0.01607167061655444,0.021632992446641235,0.07926435432150795,,-0.0167256726933536,,0.043090545356834986,-0.023913217736856552
RELN,0.009080637847690266,-0.05449080411827978,0.04730338225343914,-0.059498468845682335,-0.02691832033316093,-0.045316446642424985,0.07831143373862186,-0.06745246804033499,,0.09246130086815633,,-0.01310999072903744
IL15,-0.0020202214348088525,0.001498684739958974,-0.03476724941533038,-0.004690444939451735,-0.009960935516115424,0.0012180875915529354,-0.03366609678059981,0.009147149011510978,0.014490789965594853,-0.028493916126971934,0.07326497562733818,0.062224945133687606
UTS2,,,,0.050474129509012124,,,,,-0.01424313441003772,,,
BSG,0.017016649323561454,0.04165593345518623,-0.0015002383835221417,-0.0033768571462465882,0.0030742010890576965,-0.051998513620846155,0.030009923126283092,-0.06115104568650517,0.048733369692437994,-0.001450547894407499,0.05154651081150651,0.05594416687455297
ADAMTS3,-0.02744679319848089,0.009778550886395166,-0.0157210350509674,0.09915656252385098,-0.04518474665117984,-0.042813286179763224,-0.019149495877199996,,-0.0034403136801695365,-0.017751962380738093,-0.00013026379645360167,-0.026840583092696137
CD34,0.011353016760034198,0.12273089375821492,-0.01918194812846761,0.09679798947392318,-0.003366366375463833,0.04943058272472321,-0.037299498212139695,-0.12237720983596968,-0.04564121459822201,0.0004033188753887438,0.010148632723298912,-0.019740930802949908
CCL23,,,,0.04494966996210815,,,,,,,,
PLAT,0.029721905632587444,0.01541605732314461,0.02409750863234266,0.10303886323338247,0.015234079815633903,-0.011126044927823044,0.02535496966256199,0.003847113856783082,-0.03543951566913659,0.04369097199099259,-0.034003599251953405,-0.05864535275610255
NTF3,,,,,,-0.025248086914823862,,,-0.0333333417752867,-0.04966493762450092,,
LTA,,-0.020268161622623328,,,-0.015478693733765906,,0.078473492664587,,,,-0.02675833604805704,
CKLF,-0.008766703142796909,0.07880385098902128,0.03732534238432648,0.1596779570080714,-0.0026842879202347595,0.05585431158581391,0.03756236368203913,-0.10295778813305023,-0.024866579259889304,0.07321988831234234,0.039335812577843424,-0.012140688341070032
CD24,-0.01966913541732529,-0.0038791775090070255,-0.0030177681770508944,0.06622226387074748,-0.0019101366250530575,0.046844621381694554,0.07384808090493013,0.10215136703181886,0.030245176855357922,0.003240018367844897,0.057731847205005994,0.03258650623481801
HSP90AA1,-0.029182194658981326,-0.010422758976225004,0.012890278126955722,-0.14563547248790076,0.032483572968889866,-0.014630287150760589,-0.07362639399707753,-0.09590433869628502,-0.048038095077334676,-0.052164994676812515,-0.03193341843448878,0.037410409204597005
BMP4,-0.028076351759265348,-0.021485439439730438,0.009734255501569568,0.02342136470225171,-0.03712285056723163,0.04955527225610541,-0.028686995181670484,-0.007990742221385924,0.016885801031777833,-0.0015576670638583411,0.0386693714067033,-0.03791951259719262
SCGB3A1,-0.017181191380622227,,0.1191489599083564,,,-0.01319322239992523,0.0330214127749731,0.04803865566645517,-0.02901823601677819,0.12095987230225054,-0.01792377586555134,-0.015625959457483452
IGFBP4,0.04964725597699794,0.021328209083777572,-0.04451549345619738,0.07273752575968667,0.03175892464691928,-0.029039325122933807,0.005670530776617184,-0.098612557276819,-0.026034621501378686,0.028556344078466706,-0.00761518817604542,-0.08893732087417582
RSPO4,,0.007232951572199778,0.06835709240058124,,0.07537388607587743,-0.013193220470118002,0.06928033174474477,-0.044299501273467705,,-0.016336770614575277,0.001516061180765885,-0.030153620342031635
LEFTY2,0.03501715021545899,-0.020517085484816944,-0.038295564476409,0.11144796406395631,-0.03222537766218791,0.024603532109167794,-0.006864759052458501,,-0.016184304949336124,-0.022216928733207686,0.03706791832272985,-0.030041853199105836
PF4,-0.017822728072761654,0.054018658491007746,,,,,,,,,0.08560547677285993,-0.023621037047141094
ANGPTL2,0.06399068403430591,-0.0179288745048135,-0.06210231114577893,0.10450875166064645,0.025938026027318963,0.008054013595270412,0.06312047084398098,0.10867668552215543,-0.015246146993810017,0.00922792411126325,0.007306163812591347,-0.046981651060891964
LRIG2,0.0013666800136098909,0.014434519910982897,0.04905871546050253,8.436444998369654e-06,0.027236524679067113,0.04146269819741382,0.04521136346072562,0.08465561927288916,-0.020138248633277445,0.016432566127120327,0.05918360433493229,-0.00047743272844453637
ICOSLG,0.05350436243636545,-0.0011501917815139012,-0.03892281190261335,-0.011232135616050805,0.015591885009906731,-0.0250382687251996,-0.012768882686246664,-0.0015763653854612273,0.018415751292503838,0.015055771334731701,0.018216038105452567,0.020915008634627516
WIF1,-0.032069106300928955,,0.06649022151871596,-0.08572177416147417,-0.013892228733028141,-0.013374865865299323,-0.03684994183196818,,,-0.015186610696988586,,-0.004831072923220864
NPPC,-0.04534460328487201,,-0.0009461118238906826,0.019838630505959378,-0.02709932418647098,-0.018335347792211163,0.11382412306873146,0.02988812187874273,-0.028461097384473628,0.016720595161568177,,-0.0007983378768926412
LYZ,0.036160555393681265,0.08203465680510347,-0.04986478115759297,0.11246261634165375,0.011097947019072024,0.018580116880925788,0.014989889990785443,0.0035156327651991565,-0.05689917918141217,0.03641312451357907,0.03197895600328114,0.0199956215061072
EREG,,,-0.03472008927114876,,,,,,-0.013388302689177177,-0.020347723239557487,-0.029768877895349717,0.0871692584382512
SPTAN1,0.07843550900727274,0.039170332930640664,0.018313599651746122,-0.07020625868620917,0.05560753790276679,0.00653670450976196,0.020835798281755108,0.018524176829369597,0.04494884757837718,0.0051610271563211265,0.02009862949571893,-0.14898461262999235
PTH2,,,,,,,,,,-0.025980907740656468,,
LIPC,-0.02181970377231073,0.0437729072485764,-0.023887059945716996,-0.021816075924939254,-0.0009449570419278768,,-0.020883306890427836,-0.01091168940871382,,,-0.03383265690488345,-0.036835593344171094
COL8A1,0.0013109255478272548,-0.03297752456131353,-0.0472656023853132,0.0931142430246533,-0.026556978296825424,0.014910296679331293,0.04543899101031037,-0.05784761830402526,-0.0030927652071039233,0.01326953588410357,0.029436908556297173,0.07438817457556923
GSTM2,0.012650065181751529,-0.008381356003125636,-0.0483676816312493,0.0557535123334164,-0.001248559624677432,-0.02332332261910931,0.09326170317178442,0.02242186084286309,-0.04587033956933838,-0.023614919381463366,-0.013331503966881073,0.027777887625000386
