,UKF248,UKF255,UKF259,UKF260,UKF269,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.01303894148327924,,,,,,,0.09070443832715618,
BMP1,-0.06568810893478957,-0.00524906701486152,-0.008738943593509239,0.02373980904049718,0.11534963935671179,0.0028521674669735493,-0.003145428888046536,0.11522829691746363,0.01376031978769112,0.016807524330623876,0.03103008809479846,0.023694309120979893,-0.01998990060050926
NDP,0.10809193600565264,-0.07266382013723817,0.008999082877160176,0.013859196285836824,-0.008803950485199991,-0.03524845247721781,0.04246079137728663,0.06578414669961172,0.0701480778431515,0.010829549218956175,0.0496756599541148,-0.011478484869884694,0.02742934636346776
TNFSF18,-0.028831486570039404,,,,0.13845783449131693,,,,,,,-0.00044798820515567,-0.0228551695462817
RTN4,0.05882942676451807,-0.015318488448945178,-0.0036162451101318348,-0.04365349819599402,-0.07042989715453596,-0.029217230628128518,-0.020738498274684967,-0.06368573677610508,0.01068962153215504,0.01525583063609629,-0.08154148142829491,-0.040246114098795284,-0.025014274155161192
HEBP1,0.010738239458565325,0.09983761517869576,-0.03981225051205594,-0.035067387434537904,0.01708220268753664,-0.016624779139663856,0.07069657550956188,0.04570888015561734,0.022646014407947182,0.010641308576085133,-0.04579041881081455,0.04900310591474938,0.008691842763382664
WNT7B,-0.042667437613349214,-0.05493864688812626,-0.010209628747888791,-0.045983079283590224,-0.024121436499655893,0.0072264105797678274,,0.06531839394301148,0.04739212238495718,-0.030376912543402017,0.01081227796811124,-0.018350850336003973,-0.003623857066895581
PTMA,-0.049502488178124165,-0.14519399432533134,0.03182723700731899,-0.017165567062817837,-0.07589199982137604,-0.07860504659337753,0.041845303281234106,0.08098861809533629,-0.04654426447084672,0.021078259478847342,0.049822355813768905,0.039637706474940755,0.043764817153280906
FASLG,,,,,,,,,,,,-0.021423638780236863,
CEACAM1,-0.01835045105484361,,0.01812707144174892,-0.013897370304846272,-0.025479863846469497,,,,-0.02593601195102695,-0.014716199892233953,-0.014826659356958415,0.024926329788452783,
PDAP1,-0.06841855801006637,0.03841810727217621,0.039685493540404244,0.014163737556035385,0.05979613064494439,-0.02928396279401304,0.035409301330517805,0.07521562564538084,-0.002257342337356923,-0.021793372861548248,0.09402515435036185,0.05577881727308737,-0.01691718740597657
QDPR,-0.01977282424743981,-0.010151781785966353,-0.021361860472468634,-0.05201728936107206,-0.05203113432720599,-0.040595868446796884,0.01216755675506537,0.044888436901819546,0.052709949185122874,0.01205708158993929,0.03820995538875929,-0.02362241556708927,-0.03529326071971055
