,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.020432758706207955,,,,,,,,,,0.08330180631992705,,,0.07075518281494081,,
BMP1,-0.015640082884015777,0.07733673882581768,0.02714161921064173,0.030102686511471754,-0.029700466555912103,0.04317774056223768,-0.0039049933033201,-0.003946834219513378,0.0008485157668050763,0.03638585914898023,0.013136390812858258,-0.04173398511284774,0.05581624190075923,-0.018016551513474748,0.05877076616147054,0.08635991496921049,0.031853080446270755,0.012196150895158327,0.09620677812368013,0.02185360412865531,0.075628039811362,0.028109966150873678,-0.01703297292031006,0.019739477037156027
NDP,0.021276392258386866,0.06369306451229058,-0.08015512991020136,0.05371629329537175,0.054499018227191456,0.042335125512740254,0.034215927685921514,-0.013338649839327392,0.01457419366868465,0.015211151358369842,0.07750588959544366,-0.06380384412241581,0.04588265703410549,0.0851225803964909,-0.013281689814425098,0.03916799036703153,0.10362234852639354,0.1662600690577149,0.06522965118430724,-0.02884494651814701,0.057894322304157225,0.1297999943493565,0.047276288629034977,-0.09915811675993497
TNFSF18,-0.025169308094058207,-0.021274495327980245,-0.019990740424802977,0.055745995712415806,,,,-0.01183302918593378,-0.03034203327049321,0.09043699566531312,,,,0.09444670763319567,,,,,-0.028787291457279582,,0.03865377163729007,-0.021744630835869184,0.023650112918956048,
IL36G,,,,,,,,,,,,,0.05734137011934831,,,,,,,,,,,
RTN4,-0.016331824038195907,-0.04462285393287093,0.00015522614775228806,0.023920407102365437,-0.009666454354261151,0.019957417283695076,0.02856303178321731,0.037332004357775325,-0.025615880424179754,0.014708329325290509,-0.02480813517814959,0.10657894624468246,-0.01692643060178977,-0.016171390245175506,0.10330747963705858,0.030096952653999122,0.002932484987991528,-0.046981916564034186,-0.06474558558229827,0.058330519170860476,-0.0245107623144435,-0.024882412878043686,-0.01341825166183309,-0.011792496310016685
HEBP1,-0.050609593406737326,0.035702531616991565,-0.031378001515895544,-0.0486061332822875,0.06073515941579858,-0.04450353390626641,-0.03791233550925658,-0.05095800201538041,0.012118151244531954,-0.024495413972563905,0.019010907979396176,-0.03782649789871902,-0.01827733789665967,0.026524480619017327,0.059675471721110845,0.0007247506637399789,0.11307114365405009,0.08951249613880068,-0.004734554908486235,-0.029280569646316118,-0.023128466220368932,0.08304665518235302,-0.021875131568169486,0.10622539689412235
WNT7B,-0.022173372106214097,0.0012979401264010218,-0.026835900578535455,-0.0193862494628748,0.055367437131031455,0.028314848813155283,0.016686977765542104,0.023751788209765513,-0.02534369050968304,-0.07246195905894708,-0.021964929960866828,,-0.026677215889069454,0.0815426872638648,-0.03650012788496905,0.06898612078796994,0.024606390001218514,0.038215686968400324,0.04873166776694907,0.04912865167369956,-0.011009967112869496,0.041336759393274435,0.09845249301242343,0.013877856893382891
PTMA,0.013558999708589925,-0.09870856198343383,0.06303016666954885,0.04008315313110398,0.07088725249904428,-0.07381001930480677,0.009830044616238133,-0.026403983913817666,-0.025163344205753786,-0.061882863243012086,-0.03340583675087605,-0.10169232646969867,0.06353724435522108,-0.09231801652699298,-0.08049210121248866,-0.04546898297512563,-0.04461258341436226,-0.12479081440028057,-0.08928736886090184,-0.05511767880264406,0.021178694686557725,-0.08065498060185965,-0.08812277212408,0.0027122891733359026
FASLG,-0.02217337837456959,,,,,,,,,,,,,,,,,,,,,0.038085031475792105,,
CEACAM1,0.04551274397962517,,0.022300159243133177,-0.014877780458366133,,0.061454980471854666,0.08211650475329361,,0.029606204833993916,0.007095070775706311,,,,,-0.04401976511287683,0.024862934642058042,-0.02602770566861687,0.027434962768835666,-0.0052055680811125445,0.026637627615390187,,0.05508228861161506,,
PDAP1,0.015768768250173263,0.09294373559766757,0.04819240319865175,0.006525845534427373,0.0042824254548967725,-0.06850751015933777,-0.027168787272995355,-0.022044195278976907,0.10055161346846969,0.0002579052045042064,-0.0164361126552179,0.016509054310170152,-0.0001145761663085738,-0.011817583907673311,-0.024287114038658436,0.012053491045615261,0.01879662551054234,-0.08419466852736918,0.041824149316613976,0.04057604080547805,-0.07828926026805304,0.06007556655758879,-0.029680491914168754,0.016579629564141076
QDPR,0.017801338437513387,-0.011704500295508883,-0.022460770092927736,0.03006014312121336,0.04881843333011653,0.031260327215043016,-0.025525542779461088,0.06550854568708599,-0.05042817271284498,-0.025545868774231945,0.03207505641299332,-0.12696255625571803,0.013439327526521131,0.07516298026736719,0.033990932274115926,-0.025482282647888675,0.08544100832511084,0.15140855646771273,-0.09618035210562827,0.011867741431495755,0.013154374593342616,0.08142580271185716,0.06473227811726344,0.18971387254326225
