,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.016726514091619918,,,,,,,,,,,-0.025381239385565694,,0.1036099811441463,
BMP1,0.061736544784333616,0.051761557152666136,0.006068624184108397,-0.023468727624981367,-0.003972872633413538,0.0021986994750097665,-0.06457208949510714,0.09309415630698663,0.208010616116639,-0.0020207886206223824,0.046329125622775365,0.0020216654373307556,0.021288691680659562,0.009047194189034598,0.04148315099228576,0.00036187458987935493,0.014789477768033087,0.028101650393247014,-0.0005526600599618708,0.02390945711813925,0.010391281081004006,0.11862883412045117,0.05504400362654766
NDP,0.0254164910969631,0.09120032869496421,-0.014010003911208319,0.0003877865485032925,0.02510201033973032,0.029698532382865992,0.008312881293666812,0.06530839588232276,0.030339909275810373,-0.015196218480829473,-0.011616643903437269,-0.007612230566834353,0.02428141333200506,0.005111651927233125,0.12031347685836986,-0.005200005291582971,-0.04205935243256602,-0.0024894631812863804,0.06260145330676797,0.05096488754471879,0.017645855628087622,0.022739968506089506,0.06812931980374726
TNFSF18,0.07119975176865136,-0.03179350024796119,-0.030586349994720385,-0.03180276097385822,,,,0.0027651649295145748,0.0567035538589919,0.004787152648565842,,,,,,0.023119738556215255,,,,-0.026175224173149624,,0.03883923069385721,-0.035968812413350724
IL36G,,,,,,,,,,,,,,0.12454677492674543,,,,,,,,,
RTN4,0.009089710191464387,0.021256379552548162,-0.008645297038877349,0.030270901628776596,-0.08519804722543121,-0.0186942685769297,0.00659753463396622,-0.13293858586837962,-0.21486116249145934,0.012350326884919983,-0.05684414480963558,0.026814474323899423,-0.04387446012694354,-0.071453350065778,0.008882572362633626,0.07398772679841965,-0.036539089838716315,-0.04927279815036351,-0.007144692653557979,-0.029834556671757623,0.0009574849777674589,0.01564570875968891,-0.03231475074251455
HEBP1,-0.002715289593269826,0.048502771392572364,-0.0032159270802977072,0.013625591388646465,-0.040279936843609886,0.016684616514197552,-0.014872907646362255,0.013605382512359704,0.08714883575669041,-0.018930868128307143,-0.01374968893815194,0.027306009341868095,0.020215014284932636,0.011906357380610267,-0.020822810853969802,0.05144840105326023,-0.04228922964305498,-0.01836647196746417,0.008147665176117376,-0.019247987023082332,0.04548962768361506,0.10672848217287306,0.07736614675376813
WNT7B,0.007952531743517876,0.047675234167438775,-0.05255987108288687,-0.0030867069732907304,-0.023704022361921973,0.027502449752044338,-0.013882521924052742,-0.00656432954825065,-0.04735590060765938,-0.019675732656452134,0.01593246464846605,,0.0010993253315230692,0.019597933091348104,0.08801926947995649,,0.06815893126958568,-0.036736137290309105,-0.020252248834241093,-0.034410471680580326,0.006756049197036868,0.10137877258441264,0.10419561461326113
PTMA,0.03069468848796014,-0.07100239077405165,0.007657831298410278,-0.005572619447974904,0.052698111806482394,0.033648446746473035,0.0055774315883004,0.15544019824267935,-0.06155265707383076,-0.003841350114720922,0.035195794434520505,0.005980635768237222,0.08182503383858405,0.006652028890662631,-0.20935056511468061,-0.021282057118313373,-0.002398810459920762,0.036087374184253077,-0.06227466918034193,0.0071938110392995155,-0.11654470775298582,0.0031844913512695315,0.04901411156020022
FASLG,0.008711648496714575,,,,,,,,,,,,,,,,,,,,,-0.027700807419324937,
CEACAM1,0.04971771698626348,,-0.011422616350640055,-0.015160689338847422,,-0.01641233035656146,-0.02178701707266062,,0.07501203542166647,-0.03397111425935971,,,,,0.002789887252910685,-0.0652886306341196,-0.04060192328503776,0.0013602742703448481,-0.030002592257524198,0.07061162034633489,-0.026399990981400064,-0.0385416050159391,
PDAP1,0.012680869450467643,-0.03246342131019692,0.03077782315300797,0.05138762398535489,0.05151277016571268,0.007000879419302587,-0.06681020765290316,0.09180962523054488,0.1940506170988504,0.03047226137605329,-0.0018125076269276874,-0.02530857783401213,0.07331244211661504,0.013649559640482506,-0.026179541021223718,-0.04260907082548618,-0.02412236807788799,-0.0461810728361079,-0.058281460253078225,-0.026725641502628083,-0.019731275952133216,0.00031050406275411535,0.03383121073611736
QDPR,0.043431181621182355,0.01760701399420036,0.02890630536151525,-0.08004631909891373,0.05233916635045473,-0.04162176907803921,-0.003121193480331573,-0.06577586530851676,-0.1621968738396451,0.026061263340541388,0.0537356293167374,0.0734370847496137,0.013427693392942742,-0.0032742848133141566,0.05345366671429265,-0.009955746411584287,0.07453874087670324,0.00937981781143257,0.052518518440154364,-0.01989556438320927,0.07637255789234686,0.016520525856795195,-0.010179190928600488
POMC,0.07704653567695459,0.02300676343426085,-0.023202048021114252,0.05761312373447202,,-0.026635679769531743,0.01820692476976622,-0.02781437602202074,0.04515094965529816,-0.025062533606289714,0.017496648371034852,0.014242084891798252,0.053289706615305625,-0.046578356878358665,0.03767008112983952,-0.04621889376746296,-0.06658470620539905,-0.012849288915716833,0.046707527292546486,-0.03901138471492906,0.011724554032748857,0.007895237986512043,0.10054944648068294
CCL18,,-0.01629393683359572,-0.03136437243973318,,,,,,,,,-0.0009299514490429924,0.0692675512984194,,-0.057055336987316324,,-0.028787431168747022,-0.03767042489340344,0.036196542045574195,,-0.05560861725233082,,
CCL17,,,,,,0.02089163269045494,,,,0.016654562720509018,0.023153735407686837,,,-0.019860181331813682,,,,-0.014604110549043875,0.02908017241310501,0.025621078970806628,,-0.02510767058148489,
VEGFD,,0.0005641180356365219,-0.03136438239939045,-0.021714645798406998,,0.013532143224417885,-0.020844584394334946,,0.043613052675160566,-0.02870120174424385,0.010116962991848147,-0.021584126853464863,0.04102195213574888,0.010404092076024713,0.03145491183627372,0.007426015611253129,,,0.07878647937628681,0.08145458420235947,,,
TNFSF13,,,-0.02366856943570741,,,-0.017453986307865526,,0.09413296497355275,,,,,,,,,,-0.028023094572557163,-0.019440169424050822,0.1404440306927076,-0.004298159891397322,0.03183048705319666,-0.03064542637093012
WNT5A,0.005287007642270978,-0.011323214346663541,-0.04143774120597393,0.035627699890529614,0.11619800983695905,0.039733346220232474,-0.030196364284408153,0.1238017926219413,0.12826553907110422,0.0024676672676424037,0.012720858895860124,-0.04217791316875852,0.026353892701594595,-0.026093953306354657,-0.02724418002521887,-0.025776949793886006,0.021884941363688654,-0.029948014166496912,0.0033938278924888388,0.0021531991815275813,-0.004428229253130847,-0.02705620343561365,-0.002243352440941935
