,UKF251,UKF266,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1
MIA,0.025202620477815768,0.03253670645248739,0.035057226751395255,0.05031737466203928,-0.03735545360387121,-0.051865086673097506
COL4A4,-0.026922086120318312,-0.013336438069911092,0.0369273847302729,0.055611026312572316,-0.0360925275101371,0.01869658298984844
TAC1,0.015799126689745153,0.004836920367841382,0.01535078554574295,,,0.04170512530699808
RARRES2,-0.019786453349533602,-0.03216390274648195,-0.01924388218081853,-0.08523826116437809,-0.002592945967649499,-0.019266139758349912
FGF7,-0.020317458029901345,-0.019004313075233054,0.005975761127878974,0.03861400331729269,-0.059084394336775,-0.00025218292313688545
EFNA2,,,,0.01106771055927675,,
HBEGF,-0.028280041351843595,0.01713661192655046,0.026017257289052534,0.03192869668248352,0.021786122392909984,-0.014651392083611037
CSF3,,,,-0.05089408533654723,,-0.006063725392747405
PI3,,,,-0.050653749257109,0.07876294108212548,-0.06267760532338128
PCSK1N,0.036995365459437164,-0.010487263055311493,0.01575588379475771,-0.004234848523192165,0.03159976988071372,0.031046367712631903
NTS,,-0.016280760735569784,,0.023996123549856006,,0.021570852362358194
SFRP1,-0.016069051889445133,-0.03486077309675113,0.0414592066266362,0.04354386935422867,-0.04823156173493117,0.0359961943844683
CXCL13,-0.030390269941639434,,,-0.0397274781691089,,0.004026895250561417
MICA,-0.014946750190248489,-0.03455644867959991,0.02516771389139613,0.04760534194390716,0.05556963264762947,0.007463415886684614
TG,-0.017089817108291768,0.0008678509870643029,0.11641707994153785,0.011271928334851043,,-0.025684679858211767
ADA,0.041017194129256376,0.024893804613097738,0.053968471635357645,0.0005812310318937762,-0.04449177819461501,-0.06760346192314659
LAMC3,0.004192345067511275,0.028467025068906117,-0.01992401071903775,0.04452707470738334,0.046741212029124644,-0.012496659226448551
NGF,,-0.017932884798697812,,-0.015254622572800709,,-0.008693761085191978
TNFSF15,,-0.02177445362678495,,,,0.09720098145430749
HMGB1,0.05333071840566502,0.012118624114260807,0.022038769949838197,0.004896113332128554,-0.03910726682768351,0.014529818792689548
ITGB3BP,0.024902650822740176,-0.03135364680744015,0.014598154554528038,-0.019046148037468878,-0.005611230632049022,0.008230013383881055
AANAT,,,-0.005456888643459343,-0.02080828874333694,0.06285492709210211,
RELN,-0.004060227632726082,0.06763626161719448,0.03339206688068643,,0.096760592356147,-0.023408510365271876
IL15,0.007887087381734216,0.03171711908968303,-0.019658278295912573,-0.037725233951739406,-0.03609252293626156,-0.03917844713263696
BSG,-0.029251866194470653,-0.051140180057204464,0.03549080063189524,-0.03988419884961205,0.07102755224628408,-0.0023848832249707464
ADAMTS3,0.015780218265934377,-0.02495605900485387,0.03065577877589895,0.019924398087825795,0.023875113906062614,0.018216695248540263
CD34,0.027758382707968002,-0.02662889802121811,-0.045525422887810085,0.0041660298170409,0.05272139606522918,-0.023890077022182384
PLAT,0.000383716538816922,-0.010344641200548928,0.020297102292079417,0.08928617884369684,0.04503294014193444,-0.052088760909784274
NTF3,,,,0.0633841256262013,,0.026543683405488645
LTA,-0.012567905218870459,,0.04885477123024796,,,
CKLF,0.04096998322121577,-0.04425294372592434,0.035187979465719395,0.05313572801360903,-0.07938889523985188,0.08468424604756938
CD24,0.03510012333483731,-0.06416859267962383,0.02706436331471811,0.04102002637510806,0.05872921150800729,0.10896943486280915
HSP90AA1,0.06155807220652081,-0.019459089772173574,-0.013308914054190287,-0.07591881180781283,-0.04822404615224609,-0.07013040444308297
BMP4,0.010443981915873656,0.03440094002478443,0.0826098942057104,-0.004116468209873698,0.09549976679580822,-0.03556294638438859
SCGB3A1,,-0.019778133001379775,0.010268877354993971,0.055651883052786455,,0.01092434816247316
IGFBP4,-0.015226739613825506,0.013156372340981154,0.013733334281892972,-0.02597279806569203,0.07945210466200389,-0.08215619441783918
RSPO4,0.011688949305106652,,-0.0020950473908356287,,,0.029733615893966836
LEFTY2,-0.012722258216691068,-0.0011357609687229816,-0.02426792801548436,-0.017779055622885443,0.081021423819896,-0.036859062614503835
PF4,-0.011432217953539188,,,0.014251911601780841,,
ANGPTL2,-0.006985285020255318,-0.021225807261909334,0.014031530511554575,0.07233645904535872,-0.007889022012237523,-0.034968963559229425
LRIG2,-0.050375803685831166,0.041506273281234234,0.05887124059117241,0.024065173801123715,0.04490812269705548,0.025827248414158274
ICOSLG,-0.04287193825656724,-0.009108052315415853,0.0512483003441257,0.05750386571091405,0.060360738199974236,-0.020483757713660674
WIF1,,0.039861724512220476,-0.026263087366263944,,,-0.010263760165159059
NPPC,,0.054807979483095355,0.07003078647973457,0.04956542041609113,0.008877357252678702,0.019007677591276667
LYZ,0.010996920234647302,0.00288395199389679,0.06346660577514186,0.006378514620347519,0.0252017951484663,-0.03360314023276884
EREG,,,,-0.026116731457837484,,0.025258966562277677
SPTAN1,-0.03842182587553534,-0.03950967508791391,0.008310577067875816,0.0685331317796728,-0.01643688438622585,0.03358478203835733
PTH2,,,,,,0.022344920151033645
LIPC,0.0019764407980983503,-0.008481435324925686,0.003041783593356416,,0.07003349042921138,
COL8A1,-0.021083233229805324,-0.03367584195044017,0.04366743155125494,-0.014147287266637814,0.06677219544787628,0.0018088204685391468
GSTM2,0.06804977677060223,0.07164769859397632,0.06382988473831427,0.09480909379724321,-0.0485827679024199,-0.02195753866092524
SPX,0.0031526552463421414,0.042329345679840875,-0.025341244190188184,-0.01759686952286324,0.008736263046166991,0.04459984210692753
MFGE8,-0.014602260370434616,0.022562254666460106,0.04190675434894865,0.03959652150623439,0.055876058115125485,-0.003229323573725101
TGFA,0.017030618002824804,0.037259304198885214,0.03842129502167744,-0.023386394380866916,-0.023990399126567374,-0.02018867397968906
SLIT2,-0.02980915224476487,0.0036862959895112802,0.0043907798185257975,-0.01142843485879521,0.02052907276755621,0.04940863370122486
PLTP,-0.03624638161852296,-0.004764270348270283,-0.005452422537330342,-0.008619999081980417,0.12703252311681812,-0.0227857470779048
APOD,-0.00875062581866009,-0.03200287657761687,-0.044547636737378486,0.10594544144725318,-0.1259519211841938,-0.08111336679242437
B2M,0.022861995878712627,-0.00980085750179441,0.0017337002569089027,0.059056526926502526,0.05697511390731642,0.001297176702453826
OMG,0.01954607017698766,0.03684467975174951,-0.017674273549603343,0.09477437840329589,-0.0705368950583979,-0.01912171273072892
CXCL3,-0.02350355212872319,,0.009639561161462033,-0.06469173237548836,-0.020409536244325725,-0.05338631901893702
CXCL10,-0.017995776652581782,-0.021178294259431275,0.051182098110026594,-0.019009322236112507,-0.027495998779979602,-0.026537320997371276
RSPO3,,-0.0032297158071174746,0.0074454068938296725,0.06849817962317785,,0.08049098517770902
CORT,0.043930414093707244,0.07328335288455247,-0.02085249976589444,-0.01483071601626268,,0.024993723569800157
NCAN,0.006390377227980248,-0.02078418506780604,0.029817085411066428,0.10690461055684704,0.04344467514688317,0.0630912929646515
PRG4,,,-0.017297026244323832,0.052692786079660825,,-0.05269489122618459
ZG16B,-0.013756816244368105,,,,,
TGM2,0.043544020578149024,0.00314776868807274,-0.015186132702306999,-0.03147475156574055,0.011280704590762101,0.008817305155542712
VEGFC,-0.017664281826223153,-0.0190474748612093,-0.01765230473943455,-0.0016740670419165447,0.029058373323332352,0.01521846237076985
WNT6,-0.012722258550580417,-0.01589188352164417,-0.015406040189445303,-0.02756354859338072,,0.07262603185659623
NRG4,,-0.019454603228919582,-0.020593472429344624,,0.0013592672996985899,-0.03579096549759308
PMCH,,,,0.11781690698219133,,0.08980388378585069
COL9A1,0.012521531217521385,-0.04992457701217626,-0.023465772255705668,0.05694102692076388,0.05279863497012041,0.030197958016337102
GDF11,0.02807287726133793,-0.0459580361282813,0.018597623106536534,0.027488229071581747,-0.05683233054484316,0.03628828405233505
IL24,,,,-0.013946446854423464,,
SORBS1,-0.011635772013311311,-0.026409810780642178,-0.0029009397583991776,0.03882899368522486,0.04960355261107207,0.010132520322062032
DLL1,-0.028726343489490627,0.006490844302680326,0.01221947689299929,0.05946123294229475,0.040937156127535956,0.06157118791033275
TLN1,-0.023739289524481125,-0.015312193209017453,0.002922117776517501,-0.041271644747400145,0.012914084377010275,-0.027137013144830083
COL2A1,,-0.017216878007181094,0.08036865630330668,-0.014103773389972402,,-0.0344060189015181
SHH,,0.03988283273773766,-0.013717287119321842,0.008183459650340638,0.05016685259987011,-0.06731759903546804
PON2,-0.006394248484209778,0.01690942895808256,0.017160054784335684,0.06467287334768851,0.04667968610803453,-0.014920892082726893
ICAM5,0.023457690860413036,-0.016025919869865506,-0.026789120777702822,0.055978492330566294,,0.02119350694941397
HPX,,0.029901027113621383,0.12179396433786777,-0.02525392216435864,0.07602183065311602,0.03991995498163772
SFRP2,,0.04552763281633835,0.0372152093381922,-0.003987421227890563,-0.027438966780654588,-0.0038970311015042664
CFC1,,-0.02685339581428093,,,,
CD70,,,,0.020992083270685365,,-0.04376248887620184
HP,,,0.05353436541206238,0.01971637687157326,-0.02768553504698587,-0.04252840275014285
CXCL2,0.0004883874978004365,-0.024561595608680264,0.02174049043714455,-0.03353752562040704,-0.018321742901691494,-0.020276070768868722
NPPB,,,-0.017652306023337293,0.05124481918577707,,-0.030799231857781606
CCK,-0.03364525512969702,0.07696049881674297,-0.04342279224811666,0.05840039367322664,0.023489645919196663,0.03094345448214932
SEMA6A,0.053391449039043075,0.013117864892358586,0.016296414556926278,0.010738478897188522,-0.05723727271074953,0.069029638571631
IRAK4,0.012154856929610694,0.0020673216002567805,0.019864849926053668,-0.013315862311731867,-0.00888978705283375,-0.04186506600235231
GSTP1,-0.011524713318126517,-0.016301245606708772,-0.011084671890537062,0.05400659321626781,-0.07623650227865446,0.054583156665867376
VCAM1,0.01778843857784207,-0.01235824503270069,0.09814218003494025,-0.05253846841180347,0.04781798113236295,-0.0012687572957188736
NXPH3,-0.01103837710959713,0.01321105732150217,-0.008362378050995453,0.07100251337230605,0.05325297175776354,0.006338462293929488
MTMR4,-0.01792217253431289,0.04621054358118306,0.039590297963552845,-0.017385647271983478,0.017345069021401177,-0.03288068076161613
LAMC2,,-0.021774451486716816,,-0.018315598017752416,-0.020900089011229982,-0.020002269111538632
IL10,-0.018222366830423265,,0.06787392149549716,0.014499187625555198,0.12888708490259254,0.0032373852925842443
SEMA4D,0.027303705236027244,-0.00828304651228014,0.06411659086713442,0.046660673901021306,-0.03305557290533183,-0.008233211606279364
TRH,,-0.029787868494924184,0.08253033535673014,-1.1556327289388151e-05,0.16321005987005086,0.02504973329809449
SEMA6D,0.0440996552628169,-0.021012965074108145,0.014208750713907096,0.06307860916611566,0.03589195805072989,0.022189878639894692
CEL,,,,-0.022769423834112446,-0.016524457027229458,0.022242726310958378
PDCD1LG2,0.040659695543404706,0.07959985700808847,0.02523852616767892,-0.016909536380437212,0.05484767271823897,0.010433894399085797
SPINT1,-0.013604830647868457,0.13372389888999267,0.06605863722339214,0.03524858391755102,-0.04129466640487853,0.023789544020515623
CTHRC1,-0.019084823499752768,-0.02991758184749046,0.03761148204621163,0.00451024655436396,0.0049014033507028465,-0.0003638554137830283
PODXL,-0.012136017371990066,-0.019250569891352168,0.051222717284448986,0.005590755655715213,0.08746274117184806,0.01780804494672494
JAM3,0.02114201118244564,-0.014607999679459662,0.01542750380317274,-0.020457559404928174,0.027209289060708537,-0.055628479989627506
TGFB2,-0.026002354118269712,0.0314352592843157,0.013626914768360669,0.01845383053743067,0.04361515594080672,0.005476061004731154
COL18A1,-0.023400321681882507,-0.05883911949838528,0.061949382944305076,-0.06106053524145069,0.01870361265359225,-0.05747062224798326
NODAL,-0.012253668002569204,0.030463931251871215,-0.010402396507326947,-0.017227147126887787,-0.0314404428719349,0.09121255060654299
INHBB,0.0721308764822012,0.01650615487935466,0.022109788109789304,0.008279121323284495,0.10377602365441345,-0.040931782879439736
LCN1,,,,-0.01626886151126839,,
ARF4,0.01289723007683,-0.0361091097389913,-0.02379830076260932,0.09392390636055462,0.07326337945011258,-0.005718105953740251
CXCL14,-0.0433137526657772,0.09098564615149392,0.026624819262685243,-0.034852625672017884,0.09152609063018835,0.015227708260100947
LIF,-0.015506313925725813,-0.019290982283520077,0.018760130910792,-0.039368891715390195,0.010119923200361265,0.011929527133344964
IL17B,,,,-0.010749331123203476,,0.012573955793251315
MMP1,,,,-0.026815164878354218,,-0.02060695857714415
MATN1,,-0.018623336370690177,-0.014372789590151864,0.07402171535528802,-0.02114145006224447,0.022511975080109305
ADAM28,-0.0039693156778431455,0.012636903618280324,0.03914206303055257,0.06792035560511371,0.01670416622832546,0.008785793391822084
TCN2,0.010887541568347628,0.007303308412691184,0.041469934211767895,0.03300184823023487,0.029922554253718668,0.036275378830452384
THPO,,-0.026483196347325176,-0.01437279124119041,,,-0.02544112259602826
CUBN,-0.02951541921498283,0.015161395858545073,0.07555368409978408,-0.02564049333985738,0.0007153280677657351,-0.024576344363027736
TIMP3,-0.023176105173103864,0.08226832489427202,0.006395959176435426,-0.05895597690486838,0.016806406714954755,-0.061328988870172824
PIGF,0.0387801966713772,0.012892792333176426,0.07421302836078529,0.032912674821530416,-0.009368909797562103,0.027081443157331752
CRH,-0.015378321032319887,-0.01569403993128739,-0.019658276484487335,0.04891927376161153,-0.03563364901127979,-0.006114796698369776
BDNF,-0.013756813622201408,0.06857682944480101,0.004354593815588455,0.010782315431417985,0.00039873314987907613,0.022062374013371536
CCL5,0.006302687721728236,-0.022925129754915795,-0.019498419727148143,-0.045379199790141767,0.08084305656144207,-0.05185270469420687
GAD1,-0.0009755875619141877,0.061802795178141696,0.0005969318050211299,0.032833663814717105,0.008914211741483793,-0.025506501119793044
COL14A1,-0.019190204024049664,-0.02429554822716697,-0.025526056952890754,-0.02787763820890503,0.04088121409933735,-0.02200483296553443
HLA-A,0.015870832870962595,-0.020796987725394577,-0.010063009652322537,-0.07098105523097457,0.043810191990025435,-0.05904851347846038
CD5L,0.03469224707745564,,,,,
FGF18,,-0.02177444831483128,,-0.025395751920941772,,0.015782410355652563
ADM,0.06066027719822469,0.03874984079578155,-0.026972238858754,-0.058247799287572725,0.05821940146507006,-0.08575729890808267
GNAI2,0.017689966686746706,-0.04788474991985187,0.024716430947803382,0.014988442353609093,0.004892584446128562,0.01316562575411532
COL11A1,0.021473903133769873,-0.062183448139739146,0.02090320536689559,0.017397332784891743,-0.005948205503814789,0.01739659771676139
NUCB2,0.02694917623094815,0.009992651181713854,0.022694811664747908,-0.007079638414241809,-0.02964678658966848,-0.06030851044954276
CXCL1,-0.016497260767712456,,-0.0024677541525139394,-0.04575086690515177,0.07834675030304498,-0.05192110242414023
VCAN,0.025350546096554117,-0.05809290917610295,0.01586623626245153,0.04543761153919559,0.021300286514162325,0.016840514865386912
MMP7,,-0.019290976868636962,0.03909732223551745,-0.021742717975371133,,-0.039824440890077625
PTPN6,-0.000897659099926747,-0.009938885243567076,0.0617054148264344,0.043015797147687114,0.047835813945276265,0.012153593261370442
PTGS2,-0.014722939851943232,-0.04730662758584521,0.006455406192970544,-0.07273053499001951,-0.026136216749321196,-0.0308880231483527
CD58,-0.0009068155430006015,-0.02601873335830811,0.03888847647972936,0.036292446029013214,0.0376376549095579,-0.03642741820964957
TNFSF14,-0.017206099101815076,,,0.0014750208046240495,-0.04398969904488207,-0.02975536670866214
CNTN4,0.15551200017218866,-0.016123093093629852,0.06734902248335049,0.06066676000772092,-0.026530884531160672,0.014285592598613714
INSL3,,,,-0.016070818106885626,,-0.005377843783266402
MFNG,-0.031142316541773817,-0.004988458652207412,0.051937460721516074,0.07233513286975381,-0.0214254056468679,0.011573849870172341
ICAM1,0.012905712951008275,-0.05523508523024125,-0.023886621054757133,-0.06052497396252872,0.04528344058955537,-0.051818231436533004
PROS1,0.0158598388923835,-0.0014747505683618215,-0.02298358860069223,0.004600107360932611,-0.007130776158043741,-0.007119292056441255
CLCF1,0.02885183918209555,-0.017932889404341675,0.09369445862766188,-0.007971591434798846,0.06661476422693127,-0.051617646484341764
PSAP,0.024710933591779356,-0.011197985017394944,-0.018759259300615908,-0.044310662077229605,0.020449300593642274,-0.013886294873506877
EFEMP1,0.03682809780843293,-0.06131107078467864,-0.01572633191769103,0.015697208541464364,0.02698602281635332,-0.04196754096876621
C1QTNF1,0.058322273230264766,0.037325832432165154,0.03943197309343432,-0.06958153131964574,0.06935351892242955,-0.04716642210168259
ALB,0.03459268602239318,-0.018452964278234132,0.05614548975482758,-0.014352686389667512,-0.07152258729483392,-0.027244055813165028
CCL13,,,,,,-0.033376823588069565
EFNA3,0.01249678422395298,0.05380137439230424,0.0005337165266314751,0.03473365904458531,0.02588016882653241,0.01684057124246253
DRAXIN,0.023082950130414944,0.006777990630520878,0.008825126535445852,-0.020299860242460072,-0.033475702062447356,0.005033141962648743
RAET1L,,,,-0.016268850849337796,,-0.005954545419112212
NPTX2,-0.007910394911217929,0.047825704423590375,0.015905735736013515,0.01585462498482136,0.0006583910283418813,-0.038375928377939024
FGF11,0.002888006309388598,-0.04395922277328004,0.01157697160888666,0.016059904004920852,0.04693111884829251,0.01979277759996972
CD59,0.03336632349366428,0.020668194117118625,0.014173846598153279,-0.021491081478929478,-0.013845302417340482,-0.027248546061687896
COL9A2,0.044738298365958364,0.0021564179728642313,0.007387124833457614,0.03068124677579605,0.03697162989878741,0.04782008142322403
DLL3,-0.020847125256428387,0.000667836775654651,0.001741637096213144,0.09317010231617132,0.010571905272561185,0.07749272733858273
LIN7C,0.04948111184327452,-0.0008996722864904339,0.05396318616280669,-0.043324128800014614,0.028821090371161227,0.03159323275646449
GDF7,0.07564177927172173,-0.01252738959589613,,-0.013946451272940216,0.02368503586021801,-0.02418937399171356
PSPN,0.00019653283434893266,0.05107883068532225,0.08822740883341759,0.0314155145812358,0.06460336138887672,-0.007165813224400698
ANGPT1,-0.028130087019416328,-0.031762517132306996,-0.022778256040638867,0.007693026385251859,0.025127118076606014,0.001835980128167586
PNOC,-0.03024576298962189,-0.021742465741168473,0.00831957978338869,-0.014830717629799388,,0.024514967934026407
L1CAM,0.018263171110807323,0.048949111171041185,-0.031022990209994182,-0.0403013821193632,-0.018660630843410145,0.038793627626863815
APOA1,-0.020015556292082414,-0.025569110301096733,0.04991755774320551,-0.015402260248029388,0.16016320945923748,0.010068880827548112
PSEN1,0.017990130442607045,-0.02428730138158487,0.03953802398686863,-0.013708156567055233,0.06069411076617456,0.0017679783860146787
CALM2,-0.004220848491860638,0.024560411673154432,0.025685952567586417,0.05852294483659283,-0.06445766172956985,0.06326326097387594
CLEC2B,-0.01986105805995508,0.012355519610412997,0.03559275859559731,0.004242634149633382,0.019817020761633143,-0.013668405658451645
NTNG1,-0.037845309646492686,0.02970617062100775,-0.0028429875089806813,0.1141257212180919,0.03086081263566922,0.022911130212522526
LRIG1,-0.08853622213683805,0.0024116803093454497,-0.014782364039418188,0.07295614553178965,0.09825180995694717,0.0528928839390806
CPAMD8,,-0.03671258232359508,-0.026546352079016167,-0.01566771168251478,0.007601723856398719,
GHRL,0.053015102445730156,0.057354324634981996,0.09095177845861101,,-0.04252203890147048,0.018141139401073047
NPY,-0.010656493642616349,0.02945927576213562,-0.00014911135184027686,-0.05440943413489018,-0.030250578299665827,0.0023747802891339793
MMP2,0.04020236395448159,-0.03417842307467744,0.034917275223709854,0.014654867270333343,0.016709516519481875,-0.02122340740549673
PPY,,,,-0.027220964393349156,,-0.023786167482193806
ALKAL2,-0.011600953556455294,-0.016600278243389957,0.028493821057546026,0.056684366507190075,-0.037294962989804045,0.08542572151013267
CSF1,0.04320572898038909,-0.0353156239361249,0.02308925392166782,0.008014561666597045,0.08435308008105785,-0.00920525334147342
SEMA4C,0.019947050685696688,-0.049976756269253464,0.0013347087797445257,0.025233407439671243,-0.0008529600187855751,-0.023827807438362113
ICAM2,0.025244439996973785,-0.0024010191973477617,0.019696947435436905,0.02412504307810829,0.02628049438581189,0.0312326798449254
SYTL3,0.009049289753827664,-0.0253452135870134,0.026938305535103773,0.04672202101289198,-0.027338589420094466,0.015547306183980683
IL1A,0.005721773992861072,0.0010986006445608215,0.009866140571734397,-0.014432964295843766,-0.014114705984176789,-0.008592678394581325
HLA-G,,0.011995128590162997,,0.017339172607928114,,0.04524543320004865
PGF,-0.00020821982201162624,0.003930834828680514,-0.011192101721906596,0.06140513031644846,0.016255714052138333,0.06035807195816391
LGALS8,0.01617250902052282,-0.0022568226341770792,-0.030997137838330167,-0.017115102904360375,-0.04222675885804423,0.02531456383394123
DKK3,-0.030947293819109982,0.037382941280582095,-0.001859914979584828,0.025023260987068453,0.062396896539690216,0.009596312285415909
COL16A1,0.07258801474801425,-0.037491361200815664,0.026331274959764776,0.04385848046600532,0.03374307087469643,-0.006980982007003855
TPH1,,-0.015085853316361371,-0.017297025051234153,0.022379462176993006,0.12243135394668977,0.00038068077070984023
TNC,0.0075797888778991,-0.02952636258150104,0.04806305947164296,-0.062323744011321375,0.03175675032022002,-0.04907378315133338
TNFSF9,-0.0193994390732196,0.04589066124446356,0.06561883526236208,-0.0235585569139868,-0.009662855110216076,0.036677481997802824
C4A,-0.011432219734791528,,-0.015204742097839643,,0.07557137207436339,-0.024444490760726748
CNTN2,-0.0163799580543235,-0.03076482551056304,0.011179182002580976,0.08194697845471652,-0.08205701996533422,0.09865502063994293
F7,,-0.01310210665380024,,,,-0.024189376330766916
LUM,-0.01685507069869222,0.016797040380905667,-0.005473071519141768,0.032625261547935124,0.03906411444795529,-0.023915387405687917
BTC,-0.017889393415989358,,,0.0445251843929087,0.0562380764336114,-0.023408526352211828
APOC1,0.030341796203696248,0.019382564704242752,0.01871527726936521,0.07264034265704582,-0.02951824995408278,0.06258487696559946
PKM,-0.0027622046070524273,0.009706030449296894,-0.022445580244751268,-0.07216424188814964,0.02909394233532281,-0.04269887057976473
TNF,0.028309141535216294,-0.03218820318830259,0.019526284127326994,-0.016268855286670526,,
GNAS,-0.03131834516561894,0.050410479316327715,0.013572915975444402,-0.004031356388292792,0.01744644125353833,0.01510698154082689
BMP8B,0.013510923376170627,-0.025750097714148157,-0.044592233338244754,-0.015498644954258378,0.01343278238950884,-0.014329960302005536
LIPH,,,,0.003788394572613621,,-0.03841379950917005
CCL28,,0.12163119367229769,-0.013717292250943008,,-0.019907885707605547,
PTPN11,-0.04521966751040736,0.026142726439234775,0.07011641922404555,-0.02012816208946921,0.021671456585767832,-0.00014541259968779376
ADAM12,-0.013613564271892748,0.0004915489349958408,0.017746043633285993,-0.02354825335169745,0.028988590692240145,-0.046974035537270586
EPO,,,-0.017297027591360866,0.024410154850488888,,-0.023142752137759254
EDN3,0.016638744562166734,-0.01879228796657718,-0.017475507174219047,0.022390266297546212,0.02875536951782715,-0.015356574397152828
CCL22,-0.014453065771473095,,,-0.017227139530542335,-0.02471175905391692,-0.0018186545232162104
CCL2,5.8643337222942313e-05,-0.01256278098951551,0.01715268324270301,-0.03881101292950764,-0.019739194692981007,-0.08731368016803864
DSCAM,-0.042366756726725824,-0.03352116790788418,-0.004444909494174931,0.035670892856010064,0.040180584816862645,0.049700305687787
ANG,-0.024029220452777274,0.04298817262085538,0.01643805140154102,0.01810282240775669,0.03429291574687964,-0.012247577926254928
FBLN2,-0.02628332716593035,0.038621571797133984,-0.01328092146555428,-0.004287526382426647,-0.01804462613226435,-0.048772269661562964
VTN,,-0.015085848383273733,-0.014372788535321986,-0.013246561023004533,,0.06246099760136218
VEGFA,0.031616616227842946,-0.001318905600611684,-0.00529167256708488,-0.10128628687766802,0.013878453199707083,-0.07712391631786883
F10,-0.016497260434145296,-0.011171100398702019,,0.015163384217681092,0.003001057836575706,-0.040081754633828605
SERPINA1,0.03212268601863418,-0.05212416832514815,0.03517589553712942,-0.02086969047667841,-0.03689299251994824,-0.03151868842043729
VWF,0.05797749130365203,0.02042567764256742,0.05389228753291481,0.03391141928585884,0.07402393515876803,0.02247728418904189
GDNF,,-0.008062417044763615,0.02127736454693417,-0.002903681214690564,,-0.03240687673997338
VASP,0.01209147609708776,0.03750393351726171,0.013019260457360836,0.029157737833076448,0.05035784475966921,-0.03295007833658379
ADAM15,-0.018172265745884836,-0.0074540996058854135,-0.0018704392358901735,0.05910401853042938,-0.061906737133124334,0.020068237934562014
WNT2,,-0.009746649587113186,0.005155306926667612,-0.019347656062430135,,0.06685540510298396
CALCB,-0.0209098298038971,-0.01529112118881064,,-0.022914125843022902,,-0.025257607139938243
OLFM2,0.02711308393963548,0.045188795759307204,-0.04072979362793953,0.05078339618150253,0.053501924092279045,0.0443832002088653
MFAP2,-0.031388118471252585,0.011298752650459844,0.06241472648028849,-0.0022405597551115215,0.07434954480100031,0.023214917070434823
HLA-C,-0.0001265232951209312,-0.03904691287489135,0.04169533177542913,-0.016241456233915454,0.1252628428968245,-0.030035749739319696
THBS1,-0.009435079738617975,0.033000378978213146,0.005366125644200445,-0.0017375868465429017,-0.0025934266067995045,-0.021958402762661807
HSPA4,0.004273394375009208,-0.007839500874429766,0.004746446518077726,0.034042705780203804,0.023876644597440152,0.012704361689779226
LMAN1,-0.012950402779527468,-0.01807676648183414,0.0172947831058485,-0.006424386253226931,0.07855461719338337,0.024479336645042194
LYPD3,-0.013322718819858139,-0.018959859905355217,,0.057991059961407555,,-0.03685906825432953
APOE,0.007343061067084453,0.011312248303560283,0.04354195300428218,0.011154224996714654,0.062060512355344426,0.06210449340306179
SOSTDC1,,-0.009361197982331598,-0.026301648133819147,0.045359549189279404,,0.01630137897645027
ANXA1,-0.009594530166402576,-0.005128672095674616,0.034587952939691795,0.01159135256333977,0.02767172317120975,-0.031508115111344194
WNT2B,-0.01876554637699744,0.06666109691455174,0.058532184771228235,-0.022820132669254766,0.0509273727565437,0.01468822462987743
