,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
GRN,-0.14968491232067455,-0.032389043037592075,-0.01676776338169851,-0.03147198279725653,-0.0759030031944981,-0.0038349555532463287,0.012668565648676864,0.06944136523462013,0.011437175027717765,0.03675386603927627,-0.013351878156311933,0.05327111644490909,0.0275332819406279,-0.08250701695556265,-0.027798444001332037,-0.04931354260262664,0.012024618415090596,0.007769732254575457,-0.0002568145138364798,0.03484135480742897,0.03611548622241637,-0.02729507797264765
MIA,0.11132080388532202,-0.007958144314339466,0.01485381125631988,0.09075132307471757,0.043922980484635776,0.03452566671476096,0.022299389002696623,0.03523583040606795,0.03164354899195356,-0.006427908242195012,,-0.023045663311169248,0.0023736270536018353,-0.08667161156197924,0.024850312843843904,0.09338966914541873,0.06986811153753109,0.07631941924332981,-0.022142007147372876,0.07550595266408279,-0.04247917648416852,
COL4A4,0.06490328697184244,-0.042116780667315445,0.012271985925582261,-0.02152498060675622,0.032500373221483,-0.0022542409058955533,0.08406892413401094,0.08462166096505433,-0.025856252549159048,0.018100512200297056,,,-0.023914413127085928,,-0.032577732492458815,-0.030009365989426502,0.02341257373713843,0.020608210250042374,-0.0031040105096682186,-0.022980218499470552,-0.036882685840584815,
TAC1,0.0024806181148497326,0.03732022849739144,-0.0398143340525489,-0.0342507300197652,0.0015892972101207163,0.05013712140107524,-0.07990727938968724,-0.08443850741336555,-0.02258133646957618,0.04774541164265107,0.10706750186402741,,0.014374722681671904,,,,,,,0.02966911408661188,-0.03897720001357107,0.087012471615434
RARRES2,-0.04196061801758368,-0.030953905020016187,-0.015536358378193603,0.04777893730735056,0.012259531816536207,0.04606396721822813,-0.020552838750076314,0.07927541307298244,0.009946112715669565,0.03882709078941812,-0.093172352481026,0.004621957258107452,0.02521439408778164,-0.04532667003172239,0.010129268967218745,0.07628245851276003,0.037433259657687706,-0.021480902866520164,-0.024323266243671912,0.03616101754385467,-0.005018428886082742,-0.0023595653287900344
FGF7,0.04945300139403742,,-0.02428132209539616,0.07992507085235798,0.010364817547094602,0.037552299382683,0.0419942364047826,-0.044082699360105136,0.004194776194837148,0.042272656657855325,-0.0417070551833546,0.04302130102286762,0.015950032585587044,-0.14691236228101026,0.011514146167451408,0.05493179664317587,-0.009162397174497319,0.03882904767338096,-0.05147606106614384,0.048020240116603344,-0.0667610570422092,-0.03469197304606634
EFNA2,,,,,,,,,,,,,,,,,,-0.023865578917999758,,,,
HBEGF,-0.03839349042150423,-0.008542108541415785,0.005630282918012146,0.014187967500685312,0.0413276364578456,0.026443167900285416,0.009438307969940564,0.07681082023990154,-0.06008333413648069,0.039759758286748104,-0.025775240010572402,-0.06874860302708206,0.030091349767928852,0.03421254599299202,0.003587136402077244,-0.06437475547721737,-0.007407865480827461,-0.0814220423356363,-0.0006154976364747316,0.04302267806039503,0.017095935075195707,0.07870421513395356
CSF3,0.05514995070901469,,,0.07614852183648281,0.13713682035106253,0.08395998928032414,,-0.016365311996900167,,,,-0.02552914329504973,,,,,-0.00011876790189370423,-0.0429655924286924,,-0.022830782199168793,0.04389107187483391,
PI3,0.07248495408787817,-0.03689336280542055,,0.0329033583667018,0.0396203956582628,0.008119693229870495,,-0.018427557307248116,,,,,,-0.06961531412572802,,,0.019802664792021318,-0.046503064626890876,0.021053028409419913,-0.0407426592045146,0.05943538969653065,
PCSK1N,-0.08083359266637231,0.056050467408730625,-0.03020512988040113,0.014127526031716438,-0.08641846315802033,-0.013738674645223352,-0.05928483094163859,-0.051892020138723356,-0.029082988534370587,0.03999190335885323,0.02532354583850152,0.020433615776432542,-0.004955015550418821,-0.014026118168442597,0.05298975653193129,0.06492231448295938,-0.07291233077599554,0.020336746965054858,-0.004160800163379961,-0.0054356115199483855,-0.027841161926313328,-0.06611836726032436
NTS,,,,,,0.0020881065633778385,0.1228594845661563,0.05766570030740965,-0.02953776294060509,-0.004757596073729117,-0.03419565822689231,,,,,,-0.04950431615093005,-0.00031098165782655424,,0.1392465136890464,,
SFRP1,-0.048708054706352276,0.03163320584149051,-0.029821673540413113,,0.0033086477708183988,0.006877188515806175,0.010660227408075939,0.07781189796884776,-0.049678028112530005,-0.004123817586058201,0.003718907547458834,-0.03824707704904786,-0.02521298676980113,0.00863343902716283,0.007202771036257895,0.02598218784285229,-0.017811498476353393,0.04435977559373229,-0.10459583561254232,-0.00821693606864406,-0.048401589726384454,0.012266183105757824
CXCL13,,,0.021886900973287424,0.15124630338684292,,-0.02939211643720407,,,,,,-0.010298203554087936,,,,,0.004093645559132977,-0.06131747560217778,,,-0.031469122508734994,
MICA,0.05615342101271934,-0.01957211875878904,-0.012136487486799973,0.027610829827940813,0.024007070703453714,0.005312353220520975,-0.03922828963271855,0.02663689459808509,0.039633880250144964,0.02683343182324779,-0.05866469370555645,-0.02425775827137461,0.010309278465998122,0.01712671799961041,-0.06285350096866901,-0.04366491728443891,-0.017524209491313898,-0.009578660668530928,0.0789708707067722,0.053004206740803174,-0.003638111332401933,-0.08102635133940268
TG,-0.011067838093504735,-0.030066659259371926,-0.020423979867320995,,0.021355908759514965,0.008802364553668897,-0.02133290346407693,0.018425412310700228,-0.02495059771456922,0.058674127039278164,,-0.02430599308127071,-0.02523014589681323,0.0014948112606737647,0.02730304705196399,-0.020300544776468688,0.03186421978070371,-0.011652389492172807,,0.02050064581896341,-0.0033759017575187276,
ADA,-0.030813480133317393,-0.0012473000648936274,-0.042193223102219485,0.014255059095917599,-0.01778231127156426,-0.04348366467047208,0.07109619390356277,0.07725080991221611,-0.005611152375595883,-0.03874046620014583,0.009010647705018686,-0.025311396679877363,-0.03738829640225405,0.007391184551108775,-0.005910448302995201,-0.09129267499134519,0.0038015598437549677,0.06502354925452272,-0.049673115350077256,0.016474057306328706,0.0045915784628380195,0.05285864226915663
LAMC3,-0.07060636819942709,0.025634929058693037,0.04065858395574743,0.0605104304846384,-0.03145824396024738,-0.003545412693650229,0.053953131315755035,0.052379675017840625,0.021295457975136003,-0.03642434571359138,-0.047266970614727226,0.048385585405103834,0.08336134133595899,-0.020126252588972764,-0.04150225678539317,-0.08091801079076666,-0.017304153867955478,-0.027311119298783125,0.031043657713954866,0.06989824583231717,0.008188223904069694,-0.07461603211014776
CCL7,,-0.02230642104111008,,,-0.0038733600507898924,0.0956889520054054,,,,,,,,,,,0.08169049659574615,,,-0.02392444664992779,0.03371536959739982,
NGF,0.05978540147542355,0.047269934335905144,,,0.048561654955691244,-0.024501188503373118,-0.020357311752604502,,,,0.029361883881361902,-0.0013159925531316893,,,-0.04694603337099143,0.10918636413330955,-0.03673114212079468,0.04824863703875956,,0.009994831034825291,0.0273626624176284,
TNFSF15,-0.027159906859653596,,,,-0.01880643710857478,-0.001256580744451332,0.019329397784574785,,,,,-0.01625746024207706,,,-0.024757347680312458,0.007160186904723391,-0.031005386307441405,,,0.012452709915752522,0.05479244702689161,
HMGB1,-0.13569338167578077,-0.020213659177162835,0.014750859857258828,-0.0008642405709157606,-0.08061343645946621,-0.027843255338420716,0.06882310644093109,0.1050317671615431,0.01766089532071777,0.046826335462030716,-0.012837149116026618,0.001508253238808096,0.002123882285058413,-0.023494245849310848,-0.11876747320331453,0.011664106091008049,-0.02389642027981396,0.049614789995969986,-0.008327254127563811,-0.04938140151628713,0.007813203372986362,0.05759364995471715
ITGB3BP,0.020714254549526162,0.02865267311936085,-0.052660484207787704,0.06317319887860513,0.04498643396216511,0.05658117393726575,0.11253532200712092,0.07024353423546932,-0.02858615425829619,0.06403424013377468,0.042760043862096565,0.05456641980107824,0.02520810302835289,0.02897482067092751,0.015294989373276648,0.11271139672161702,0.08197394165532798,0.02529635789598841,0.01128879554018934,0.06890708369398306,0.06094572349082886,0.03244365837639395
AANAT,-0.007535959131174723,-0.010355818280082238,,,0.06423586934014282,-0.025997521535516696,,0.011049193626930262,-0.022438218336459002,0.014147333586185553,0.000599002807439978,,-0.022530391695454764,0.11587827777116093,,-0.024721747012714918,0.019935749772019267,-0.006062128170530907,0.012509475731015404,0.10973764994213756,0.01846891223619557,
RELN,-0.037853539947378737,0.0016211089721771335,-0.0410658479771478,-0.028556333489902542,0.002617000727133294,0.005588859912720745,0.01028776530643113,-0.0433162056217277,-0.03680535089961731,-0.030197727962949117,-0.007302034803635167,,0.001547664629054572,,0.005628252722578521,,,,-0.041036606078632985,,0.018498186559256898,0.1440454407525629
IL15,0.022116445810010512,-0.007525849001840984,0.08867520318418183,,0.04132958151062468,-0.032002130937068836,-0.01758849686053795,-0.02757789252275485,-0.02363425383509773,-0.005480068803546685,-0.020914797204872902,-0.03822754704890862,-0.020895896959769688,0.12705065116760747,-0.02708261616296879,-0.041790580763014944,-0.01471532522424791,-0.01889104761729235,-0.028365149677339073,0.01818670642537311,0.03577184210696815,
UTS2,,,,,,,,0.012330202012826702,,,,,,-0.007254346970745862,,,-0.023759857444168992,,,,,
BSG,0.09867417747383227,0.03568863044408643,-0.07281075082254414,0.033786440987463015,0.03117757462660337,-0.03939320860863584,0.08093249239531601,-0.043763637748968874,0.012091168040877518,0.05094813033120416,-0.029843654026713483,-0.03356230411910448,-0.02471042330165474,-0.024479035503453296,-0.008386346442181109,-0.0557361977071464,0.07293216233531945,0.0026197084982373005,-0.05784441924415469,0.0442910731544929,-0.03792015445206534,-0.011895126657581604
ADAMTS3,-0.07200926549166221,-0.07509841866219419,-0.008553007391328724,,0.045766782478002234,-0.043254393086029304,0.023984954720068462,0.030459374832362333,0.013636863642889066,0.06454159768293254,0.015436801694177122,0.01658824741521217,-0.0347222367564006,-0.022700437920512004,,0.016436929473556534,0.007539782696705614,0.04459408023048788,-0.018732575211404784,0.016148475305247937,-0.003955194921382649,
CD34,-0.08660157428479294,0.029009596587732465,-0.051166962590507105,0.0071568284705936834,-0.024179553965853147,0.030521867535307293,0.003788485340942997,0.013862148268830728,0.04719681511520117,0.040930792719741545,-0.04348367192680153,-0.028969805890753243,-0.008757181798456855,0.08558053322890007,-0.03613321063021232,-0.10137811140062614,0.03599110416178529,0.05086469183291162,-0.02557141878162719,0.07966035074120313,-0.08518137914399818,0.0414787345621087
CCL23,,,,,,,,-0.01679676068508769,,,,,,,,,,,,,,
PLAT,-0.014695972823760502,0.005210732497345693,-0.0165678967703857,-0.01522456662696985,-0.036218195798470604,-0.023930811040420486,0.013539851504151252,0.08409361674995061,-0.04222559944734094,9.570098633007548e-05,-0.035854080770485235,0.006569302160034296,0.013380341245426338,0.005387852733083948,-0.004542714356440304,0.006978337799897884,-0.004692415791203611,0.032171428608855086,-0.0269297597916968,0.08086919354500231,-0.06799111388250634,-0.05635131208203828
NTF3,,,,,,,,,,-0.04438613769491225,,-0.03462935453260764,,,,,0.007928638792820504,0.05712507778185749,,,,
LTA,,,-0.015019858991941316,,0.03750313907065966,,,,0.042574561411009064,,,,0.06191719217855943,,,,,,,-0.008179298161851763,,
CKLF,-0.05304038502271414,0.009966789012578872,-0.014555228902910404,0.06379323545054405,-0.03149747564358705,0.0102254612689013,0.06100857860703934,0.04473329000462266,-0.0581254061974712,0.033438489649558215,0.028850620960246643,-0.007211371026349846,-0.002275856775603746,-0.0654091947510975,-0.034738015464004186,0.03161799994001205,0.00043072883326229224,0.0703207815477032,0.010371142446069754,0.030073234129553088,-0.049579603060973435,-0.04890732384576841
APELA,,,,,,,,,,,,0.049184199891114715,,,,,,,,,,
CD24,0.042090543312204506,-0.008853667471759539,-0.005631531884732082,0.01737672912208064,0.0778848582188444,-0.02499152553352316,0.04043874965368608,-0.010093886816884516,-0.04501548655143102,0.03689064177089665,0.013268754975720816,0.05279441383614552,0.0405480262821314,0.07508958581677103,0.024856599477417245,-0.04847015787431642,-0.0017507597541958,0.0050088413700077996,0.055909882512550635,-0.011384972423366887,0.02059027392408297,0.0463825754885145
HSP90AA1,-0.010211991155714048,-0.02324184376103525,-0.01945284130526115,-0.039031383613191806,0.005765065135691073,0.07687408667956634,-0.09026372351823422,-0.0440257706210048,0.03384655442466548,-0.03640154628072859,0.005219195288350205,0.04497825965289602,-0.05405199060745039,0.038490898516317595,-0.03989437908886537,-0.01312467064072556,-0.042144899312828075,-0.02678448520794569,-0.10158877639956117,-0.07659311384601922,0.02060047445108785,-0.06517907354447904
BMP4,0.005109120154324234,0.0323003167098477,-0.015921930995677413,-0.018443529766408645,0.07009119540442497,-0.004071194624191326,0.10766955482188048,-0.045216369575516765,-0.002817047519959665,0.03045412513071958,0.18789462311554317,-0.05055731371254611,-0.017805464628350542,0.2622902269036339,0.012480047737240174,0.09882774726835203,-0.06984809559160333,0.015308113505154097,0.030854070864687413,0.08893464162468656,-0.012537462060565422,
SCGB3A1,,-0.006369986831133372,,-0.0271045783082809,,-0.030959838765104487,-0.022452027318147955,,,-0.023193685448653214,-0.056591182135498345,-0.00994530378522333,-0.01458088236171784,0.06730251021401158,-0.04464149748880065,,0.0435697393250662,0.07607061613644431,,0.05424896066360924,-0.04760320898987178,
IGFBP4,-0.03240540392636032,0.020385150044730502,-0.016247664147944343,0.026838172677963155,-0.1047737237869701,0.030617508221641672,0.07904591706191734,-0.007191882120071167,0.014556060219922253,0.01157280911326187,-0.025684724991346358,-0.07078508895798616,-0.020249473847481932,-0.02248717320399924,-0.03768286509208134,-0.05204891844590622,0.0016262366459308918,-0.08525771616841543,-0.000742245921507474,0.07584747681293248,-0.012098132135923902,0.16851321991341123
RSPO4,0.12596649088437065,,-0.0242813174855887,,-0.038694335345293165,-0.0022016776947010866,,,-0.013789080282919152,-0.023193682056052038,,,-0.028985902340510645,,-0.04081812315242913,,,,,0.06657286948476814,-0.012324747776800801,
LEFTY2,-0.04492221601276354,0.017801790780660718,0.07179342351980986,-0.0009626186201384449,0.010766839420214573,-0.023183135201897253,0.1427776313250791,0.016856312493625993,0.1008591765170034,0.06649979935421195,-0.0017720276964227847,0.002182672967584282,0.0289385263324209,0.11792931788998863,,-0.03159229751832065,0.03935697413304658,0.0170456058726157,-0.017429725710063463,0.054231962115698654,-0.006950076025033033,
PF4,,0.09764199899075826,-0.013662603165520293,,-0.00904893069539876,,,,,,,,,,,,,-0.021874455369348036,,-0.02126921840688081,-0.023399571742621344,
ANGPTL2,-0.008498284756139014,0.0022670880114271314,-0.008970722807591036,-0.009582314749878043,-0.0544434641311183,0.0077493589314485125,0.10559284910462301,0.014185946944273024,-0.02350395941722123,-0.030261355483905718,0.05083662417313732,-0.021691602347048138,0.0008878897848781743,0.0028402547462725953,-0.11072416903455223,-0.024790373140652817,-0.024833799332313077,0.026059084262046013,0.006326065876697084,0.11184471299324336,0.019988364565896113,0.07073682045877358
LRIG2,0.06477700992723175,-0.012705900868810134,-0.039790161133399074,0.04967891213898451,0.007541876751453351,0.02593306473298052,0.06651491420913468,0.05082558166518854,0.02265900786724172,0.00852298550223081,0.05938986240611477,-0.034619633724676344,-0.003657187350303513,-0.012598790290957538,-0.009965719870791548,0.08262371188845123,0.06600376103959882,-0.0016194154668788586,-0.014811714596953874,0.043349301454528685,-0.05180759005268449,-0.06834567699376597
ICOSLG,0.05997284106184075,0.02839426800462748,0.03832148423751785,-0.03597903574516649,0.023891935604473377,0.0073730540957596645,0.10096165393299113,0.06182981996613516,0.021456663058272596,0.00971968309562607,0.0372020048161214,0.09276899307330166,0.01919161839869437,0.054134105835068856,0.16653362446934947,0.03985481015787976,0.06686417038324106,-0.010698768806110322,0.021759748886549173,0.037800253374170666,-0.01749221570506584,0.079726682304367
WIF1,-0.062412401533126355,0.08817911725613192,,-0.03235061175711727,,-0.019941611269573355,-0.06795223161556573,-0.07771471743362023,-0.019395423719711768,-0.0013650041494030082,0.0716763395237491,,0.036889110027778664,,,,,,,,-0.017823544968844335,0.05025285784643987
NPPC,0.04062123765391629,-0.014271347708664799,,0.05722183417747868,0.00645644209141325,0.09458087817844417,-0.0344503797003516,0.03929558910044239,0.02210697757889867,-0.02339789657936627,-0.027795345352436406,,-0.01681824862243104,0.05252511807878493,0.025775481527671232,0.04174999078329937,0.011304959955442036,-0.030852996310392355,0.017552415088005393,,-0.03623201786609061,0.02846022523431887
LYZ,0.01530735343756431,0.0595333694656348,0.004614189840317831,0.08411993021171134,-0.002815476538535094,-0.0018332435189478225,0.025712115706102195,0.008724597656567308,0.02404877771029893,0.036778589608418295,-0.06418593673084547,0.0006971519768676416,-0.002099197550854589,-0.03293945203399919,-0.09292835968971903,-0.07546556068790569,-0.011240297863860304,0.007944309690331188,0.03061600981362517,-0.021086110108371272,-0.0032295632006645717,0.023356310880795917
EREG,,,,0.025363540323058032,,0.026053676367827044,,,,,0.04483489106447221,-0.0033202141655955175,,,,,-0.008443487810569026,0.035976873412713765,,-0.018810798219912682,0.11084911056861187,
SPTAN1,-0.08220741190965764,-0.0327169004179984,-0.019459890218618037,-0.013970917277858862,-0.07426205286912063,-0.012005137431559372,-0.011178959232135405,-0.08187550763125868,-0.001759538854482652,0.012724722053762705,0.02713862805971873,-0.05027876215349314,0.02399917650759484,-0.03257851067395091,0.009317363831271743,0.022226323953772137,-0.017836114767500032,0.05484519144032665,0.07244224298373357,0.03347560245899198,-0.0031874390473924583,0.04912650510499152
LIPC,0.03307349589450617,-0.02832862051784762,-0.020562947956106144,,-0.03245898582272007,-0.013665121902728644,-0.027275248704798503,0.04673949191874093,-0.010202641163851256,,0.093711534807387,-0.026876798818631087,0.06471532549564006,0.05991704679288503,-0.06475002488497618,0.021301075536376217,,,-0.03821225847557025,0.05525209768379078,-0.02252155750019296,
COL8A1,-0.03822766191427616,-0.006017129496325293,-0.027704684334639268,-0.03165920624812099,-0.020566637852211467,0.0033898299041023004,0.019564804806624096,0.018380678477683616,-0.030357201000603965,0.0752061230884462,-0.0007127132611822981,-0.012123538636503825,-0.050546924837868164,-0.0313659717119793,0.07050021697448484,-0.02359843452954011,0.031555780543033055,0.04757894710663848,-0.0299996573411858,0.021786157625057836,-0.07411869267944517,
GSTM2,-0.04742980262560516,0.04263561671615279,-0.008376608494478343,-0.01670631215635152,0.02843177380104835,-0.0332800443930711,-0.014873442432616159,0.06406393276632047,0.013148314769352938,-0.041709949578851734,-0.035779831862504684,-0.028904767062752326,-0.0049015817724501745,-0.07359949234653805,0.06034038665341264,0.09203527817471366,0.09185150279991598,0.10504779234609886,-0.013760358504432328,-0.02752226471034399,0.07708930295186747,
IL4,,,,,,,,,,,,,,0.06468742966659839,,,,,,,,
SPX,-0.07060635857544675,0.11663268277894627,-0.009114529405610913,,0.0023949685014458396,-0.009863542925691395,-0.03739915213719803,-0.04283202557152633,-0.008624789031766868,-0.021249431872610764,-0.061494737235988375,,-0.009469407133841963,,,0.030169070070249264,-0.018115055997083362,-0.012019504250021741,0.013608966058869111,0.027640800785271955,-0.027923534240447103,0.08123219555698975
MFGE8,0.0223908023585355,0.0032992353102084906,0.0040618879484971,-0.018397633588995363,-0.03273967171750723,0.008680929511185426,0.025931978432278936,0.0036202160799210497,0.01726808952477295,0.021534373375293535,-0.027492129755584585,-0.01770938068546349,0.038084898330864515,0.026277258060781985,-0.08607688502116895,-0.06361632951446376,-0.0028619151705648804,-0.013495358782229119,0.016389057546800038,0.08304519007239769,0.007221141631564933,0.02624119869859102
TGFA,0.08740009399031884,-0.011823931341987167,-0.049912103438297675,0.047078749733093346,-0.006256525392457281,-0.02593459860497261,0.05982902539279453,0.032603191323088226,-0.024068177325636025,0.046759090047285415,-0.023719850862815382,-0.028968699474439516,0.11173882389766797,0.060167927033100914,-0.02876209847308353,-0.05295531041720174,0.01222943641845938,0.03362502916388135,-0.02549261164484848,0.09048084777826965,0.0028355860332386364,-0.00038667941711301477
SLIT2,-0.05435077832468908,-0.007761670114118465,0.011130372800764104,-0.020146024904670115,-0.028512087148682662,0.01940092979299875,0.04112532910255073,-0.04101720782432795,0.011434632286117335,0.034596452289034324,0.02234749070198854,0.04628985730196417,0.05862572985191066,0.018411237097853864,-0.0056226619644236964,-0.03347692563338152,0.10641886442986619,0.04070122719233419,0.023037304400079832,0.059520076024068,-0.07955767927169889,-0.0643330656943979
PLTP,-0.07474801966813903,0.01558500238178734,0.020299134193876734,0.022694498564322294,-0.05823092306399624,0.013920953307520165,-0.009414480143626404,0.019697026311186076,0.01712961177314507,0.059461972787100296,0.015086573344730595,-0.022074109238943252,0.029135093574555855,-0.06401197052986451,0.038757381739877556,-0.01293969263234267,-0.00748647300052102,0.015110631131750521,-0.04497290324595416,-0.06162195727385422,-0.0030831410293589443,0.0272675499691884
APOD,-0.10667911697517088,-0.0675315104513717,0.00956053976673318,-0.036756328801096624,-0.029821031325579395,-0.025630594110583542,-0.002347390762189267,0.11282543549170417,0.014123240651588759,-0.0336401934131698,-0.025189684652143066,-0.029463003908034677,0.01829570912826936,-0.026268369435106822,0.025630701227215474,-0.034457437513649436,0.014361377678830651,-0.017542860264560967,-0.01605305084205309,-0.09636049175076478,-0.022497483376268987,0.08908281743549679
