,UKF248,UKF269,UKF275,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
IGFL3,,-0.017845843191796495,,,,,,-0.019085629517645173,
BMP1,0.03469070501137918,0.06532915838078869,0.043710443660103494,-0.03185479743825387,0.04645597192194694,-0.015827239437621637,0.020991261536806163,0.016982208251826628,-0.01982773403265245
NDP,-0.011334567265528669,0.023846086077439016,0.011859668866022927,0.05050918995416982,-0.042346322956972625,0.07151987505825613,0.10878956147823647,-0.019522176479636468,-0.06385726133828323
TNFSF18,-0.02723213112352285,-0.01215212223314217,-0.018249271935700733,,,,,-0.01968267284040312,
RTN4,0.026312408934146023,-0.1078743613543142,3.14421563977818e-05,0.040751358209674925,0.015493594795239332,-0.023105449481958425,-0.07025542562211551,0.01844752609745589,-0.0034109569752694335
HEBP1,0.050445557038311474,0.03781684597301358,-0.035961735374411975,0.0702978671269051,0.016370858156231554,-0.02096627713118524,0.06608763070294553,0.05109332154335913,-0.018158979810537063
WNT7B,0.022683514368041825,-0.06345150755114275,-0.021578374252169123,,0.03933634164178477,0.0037736375759006165,0.010013520946241692,-0.0012476858401713592,0.00507163095730579
PTMA,0.016995935331299308,-0.04946179597397408,0.07159549580470603,-0.011760128236885756,0.05460007400312429,-0.0022996087699311517,-0.05751864744549384,-0.017838602757395555,0.0290026212900969
CEACAM1,-0.01733250514458667,0.010714984417242597,0.010278094633900848,,,0.051157476444325264,-0.012693197071032272,-0.02828194597280179,-0.016364894282750973
PDAP1,-0.03105207016806864,0.05293472257800265,0.025925928845700837,0.07327038422031787,0.026279081294209576,-0.008918134664910508,-0.06626767724880679,0.04652076286450764,-0.04283773003422715
QDPR,-0.04142049139702559,-0.05368520892930872,0.03274337803470875,0.035602566455472814,0.04971821718299398,0.02128439239470351,0.09859284814437777,-0.009293103628577633,0.06772097294245674
POMC,0.058800845711318106,0.0020801207439668885,-0.021175012035756106,-0.00026070136118925224,0.013387596842687113,0.07261503207368555,0.013247845955782466,-0.06116807366331391,-0.02677081726190824
CCL18,0.09058386757602731,,,0.00773142352043188,0.041006140515401114,0.021340938279018857,0.07990899555616783,,-0.011066255028792263
CCL17,,,-0.022760395127929874,,,-0.016443617843190404,0.06012639244508144,0.01462620424872754,
VEGFD,0.04265274301584053,-0.016584547241429638,-0.0018602273125009415,-0.002834573431426062,0.11615903205384223,,-0.013230763831302814,-0.026539514903895587,
TNFSF13,0.06577057172037097,,,,,0.010626391196312165,0.03596882437306159,-0.02698438509373546,-0.018376679462825393
WNT5A,0.032255832405929385,0.08320646691432003,0.015300971015367554,0.12249060928388464,0.034769100445046816,0.010779020109589994,0.032364372228378145,0.05264137483583063,0.008600643422383394
CXCL8,0.06704382172888199,-0.002545665322144187,0.008094290048534339,0.040087743648384286,0.05290646432033457,-0.017248034950730323,-0.06606945740023991,-0.035726400840579244,0.017868964816911043
