,UKF248,UKF259,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,0.022760714147398036,,,,,,,,,,-0.033451906100530324,
BMP1,0.013114148722737732,0.07033171669974664,0.15890151411822465,0.011341622038839875,0.006344417971812119,0.09751026413843661,-0.02544687939808244,0.0005540203632708602,0.019613685563588844,0.04397939256852318,0.01267392570534713,0.10787269046004276,0.10412289599157071,0.1283627267812082
NDP,-0.003640458872949895,0.066808914808777,0.08006730978170809,-0.001725088518958865,0.07696699289491983,0.03675285827086754,-0.061038815547715404,0.017921626113444413,-0.0971709119908695,0.03444831896865861,0.04664007079569646,-0.04824571468430847,-0.020354546962790973,0.014866882561380626
TNFSF18,-0.023353049157498924,,0.08616921094833592,0.03294136775762734,,,,-0.05071175637369425,,,,,0.017709809125880722,0.06529872237497654
RTN4,0.027619795275796884,-0.018620208897272523,-0.20639141640121028,-0.011383402767543706,-0.10182131859032185,-0.076453399803717,0.026934548114206175,-0.030461591691256756,-0.05839124328652748,-0.03481379087550027,-0.07739276982623211,-0.014905399086765275,-0.08870165081346922,-0.2652955371555333
HEBP1,0.024651406773158534,0.016325052415345313,0.12407698381184035,0.011259029046078246,0.04326116022131282,0.03895655802545964,-0.02650486052686103,0.05090372126539211,0.042637826041293604,-0.017011327178663146,0.045260233791077686,-0.0014988221100461399,0.05109743531764517,0.07785819421531673
WNT7B,-0.001772789890255235,-0.03210226386904716,-0.02033425052712583,-0.018118263183929284,-0.05620918373785295,,0.014792637771013481,,-0.021937277790541932,-0.023774368653810822,-0.04218322045558971,0.006249934026835547,0.011125548945719313,0.012821284808772492
PTMA,-0.00165515002564754,0.04776862404023422,-0.13402083373470794,-0.05350705258131169,0.036253036689546055,0.11589469023476695,0.09017429934109197,0.01348525599902464,0.019475317910503588,-0.09272264816144181,-0.08995904944304825,-0.030463888200067665,0.13717960139190435,0.058000596891526326
FASLG,,,,,,,,,,,,,-0.014604622860896532,
CEACAM1,-0.014863575782157634,-0.03706891119106716,0.032436443656485604,-0.01922646267450566,,,,-0.035658971244601816,-0.03587404952106485,0.046931086333733725,0.05953500066588326,-0.024293740752594075,0.036465336466114606,
PDAP1,-0.01045480424260195,-0.02309616281467111,0.18181732168786985,0.020813491131568742,-0.010013299341657221,-0.025321970586555557,-0.011670430291884115,-0.037340896228089955,0.04435652521328596,-0.05260234495712263,0.002645253600959982,-0.012568645256560027,-0.043695078756556344,-0.02527142465410489
QDPR,0.03106299401787727,-0.0423995042036538,-0.1944551391010162,-0.016970065513788865,-0.016032217164012964,0.04005731722168236,0.06606587814249619,-0.08632740338759587,-0.0586664097569331,0.003289134735429629,0.09445784909628438,-0.05379558678071618,-0.02282177406541348,-0.19382093125557373
POMC,0.07508468298061118,-0.008650119840193817,0.04393418177230424,-0.014184517564863502,0.028519776718521905,0.0833175439287128,-0.034049139093373995,0.09750192640830449,0.014917395102367887,0.004880724286610833,-0.012650563433675419,-0.03021346127370634,0.05969201493982814,0.033459074476746724
