,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.009810375533567516,,,,,,,,,0.0997057590138205,,0.012188109496480252,
BMP1,0.035232687275253013,0.06873014639746831,0.03633844554656832,0.0287001674331197,0.010590818186372645,0.047922775532573327,0.11431881734658929,0.0236387915100861,0.13012450724512922,0.1040971963403356,0.07351323180838923,0.05765648360255045,0.08634874172206058,0.08628428647181875,-0.004903945750453008,0.07570690083390909,-0.007265831913091966,0.18589247215339558,0.08068288184955104
NDP,-0.009681105780161797,-0.07460955072987545,-0.05808811338860335,0.004160470610029903,-0.02860104616837376,0.010677542479504011,-0.013131130549121538,-0.024775853840672248,0.044253625823195857,0.1365249820997632,-0.006309034714879376,-0.15372955267735625,-0.008428010173272119,-0.01343983188053874,-0.05910826097105342,0.02044259300253448,-0.0324199784982621,-0.052240628145522036,0.003423652961809491
TNFSF18,-0.023606104754490178,0.07887486210773001,-0.008757861594373357,,,0.03661427522277076,0.011510839279033677,-0.02455360567051439,,0.11751010004386465,,-0.025593941035711876,,,,0.039847406116732015,,0.0707439723646976,0.060439417819472714
RTN4,0.05125994328877086,-0.04780005538347506,0.007547507691283552,0.008608023717843498,0.05847382339649347,-0.04491310265464597,-0.0862158350427932,-0.01863941484893111,-0.05887393663467672,-0.01690208033659214,0.05486481659617907,-6.900754703276503e-05,-0.09211478773687669,-0.0076140051492432645,-0.04462918678485156,-0.11815610406230935,-0.01829862767695546,-0.10680410564912246,-0.07113506921447103
HEBP1,-0.024633098039930072,0.009615215393826829,-0.013952669999363634,-0.016222728098536907,-0.01376821059083957,-0.00887000367806522,0.04099822776840317,0.01246100713388651,0.031681440209983994,-0.040206696974722116,-0.0373411890200066,0.045044270340025935,-0.015164281113811242,-0.001982308548982809,-0.007933259169606856,0.03293578180383462,0.026172565548735278,0.0826143635567701,-0.012612194934965832
WNT7B,0.10971028017540817,-0.05488643056122416,0.1616531501530306,0.027396975857716416,-0.020260783433291664,0.0714281928940394,0.05877271896113452,0.03187604090513765,0.1308843438569922,-0.03737149335536889,-0.07413926364183565,,0.018817060011275238,0.09609129458025477,0.03205031777419715,0.016455447692583468,0.034586414103731054,0.04291361852099793,-0.012067128465845798
PTMA,0.06042990956197636,0.04741380236342971,0.009427297354370118,0.0703879684622803,0.06049773855933965,0.05094726686487651,-0.015212163800324937,-0.07461685972762055,0.1810270602020254,-0.023483720229638808,-0.013077162589530412,0.10087345673550388,-0.11225597718865532,-0.03775946397870199,0.07071459545393154,-0.05638309300815118,0.039683983295259226,0.16329970482701703,0.06543634942910143
FASLG,,,,,,,,,,,,,,,,,,-0.007670902532894318,
CEACAM1,,-0.02360560684979358,-0.011152788089286257,,0.06317286631176579,,-0.02970390920054995,-0.002614531712987108,,,-0.013283773131837429,0.1004678850573877,0.10408814749901542,-0.0278906171340348,-0.024966871074532864,0.0918924609845461,-0.021672554145540177,0.02696263758108889,
PDAP1,-0.07353084227152254,0.0058946782130958435,-0.02927542159002413,0.05886287594814786,-0.0157709051224784,0.039905931778447506,0.006979387476319968,-0.015465415486615104,0.06827824641502081,-0.0028181812142245664,0.00014632685590780043,-0.086053030887006,0.001983237923303256,-0.04318679054805913,-0.04853026980256715,0.010439294973065663,-0.04228475771683976,-0.03510934962815315,-0.027322371831940893
QDPR,0.025304374713680893,-0.007960027052088517,-0.011905066553578017,-0.021619415502235614,0.0029315768432134413,0.03134272204185674,-0.08751145803728605,-0.07183236954505394,0.08658428863929239,-0.046655393041874396,0.06061463844472105,0.046712514540991415,-0.13427266449469502,0.025310947276328006,0.02231153259798175,-0.012528002300213472,-0.04306963958817241,0.021001179021272545,-0.06267123528254358
POMC,-0.04457226532107986,-0.010960232771325913,0.04560930460423142,,-0.02313191281172133,-0.038550447217108035,0.01692719439807559,-0.028490062366665455,0.015089360652875736,0.026555865812449522,0.06701325523423704,-0.025921954101040506,0.026791145464907334,-0.04077949302769377,-0.021875253587380725,0.09296453565963916,0.015595344448934982,0.04852264042030645,0.009839146595989315
CCL18,-0.03165772746947704,-0.01718996903316189,,,,,,,0.1495999532889012,,0.027145982090691346,,0.13299000050898355,-0.015407519341418723,-0.009083020561427317,,0.01246545681546949,,
CCL17,,,,,-0.020346450635882966,,,-0.021444475860776052,,,,,,-0.019787042912782438,0.06999671303211827,0.13020500885096228,,0.07111126333955581,
VEGFD,-0.035669005787018745,0.018185685439736525,-0.015974131361097783,,-0.022668192861229935,,0.08677079676293212,0.010176838676099184,0.16057994670811923,,0.012629573760862507,0.10876495441023572,,,-0.024966871074532864,-0.02374951297380868,,,
TNFSF13,,0.0390372327034429,,,0.10805647094562279,-0.0141709755776146,,,,,,,,-0.025907971854048535,0.002343397758806947,0.017120445740311248,0.021969348839122268,0.12090027909456923,0.02145242662621608
WNT5A,0.013444249225819825,-0.00783371208408478,0.01165637727393452,0.0320516723757677,0.02115847158707522,0.0910279743007528,0.035459554371340185,-0.013439663075258852,0.0663306150243788,0.028640627917578956,0.06684326841069599,0.05372198122371179,0.035017121736224864,0.026962853323679353,0.01773800451659821,0.004958875439858718,0.02330687265437685,0.11233834975991054,0.12314601860619966
CXCL8,0.0029802020818923015,-0.030188273509620465,-0.01495722978957048,0.003963981683704542,0.05609803628204194,0.05208435753185011,0.01185035772043665,0.05686672941767131,-0.05553135484971722,,-0.0646434498240506,0.01068323864622528,-0.027202001764299388,0.027129189559378146,-0.018601201009302515,-0.031970615263441825,-0.06449967218275576,0.014683842246662441,0.05990947619852897
GRN,0.04563800058841373,0.05656691125530912,0.02513112787836518,0.0498950951580556,-0.02540507216155658,0.01592941685971838,0.10208312288150267,0.007187880947423796,-0.016876145956227474,0.04467215029477712,0.10181226606385826,0.02621112805998695,0.10325667752768897,0.03093892395412142,0.030470163948913255,0.05633768275363131,0.07969211165321224,0.15359132834822312,0.07438033087709338
MIA,0.012609620995464112,-0.010774354395726736,-0.014206275316451683,-0.04760772569450037,-0.0015913317160899316,-0.011395738531258836,0.01292738717387086,0.04966010527028508,-0.04682045639092307,0.1218659087343677,0.08895039432265042,0.03129334688457411,0.047991713791273156,0.007731883939159499,0.06514213818156069,0.13390938236153963,0.05716540768435527,-0.02417879257059822,0.04225307987958936
COL4A4,0.029100290723449537,-0.00377666092863788,-0.0238907237924004,0.07056455500126023,0.0351165907685871,0.09458645657248892,-0.014978997885643962,0.0713638677673141,,,,0.03338726158142917,-0.030361035502694995,-0.01046572529842544,0.005685385986769,-0.034687119525562686,-0.031749651296185157,0.1510967879843911,0.10316841874956464
TAC1,0.005264741957588527,0.009512971017043993,-0.015539171699673353,-0.04404930826279115,0.04633226418567112,-0.012229487715094519,-0.053847108833456475,-0.07581711342662509,,,,,,,,,-0.05792079474771151,0.039478342929117664,-0.009607258745648013
RARRES2,0.1501689876748137,-0.002179722316935412,0.029387133344671593,0.050038398983520166,0.017375260837378757,0.00945390997551917,0.04325314581487917,-0.06333089051252297,-0.11430958897034539,0.017585315623149935,-0.049762460537071625,0.028879686378984852,0.01989432180107104,0.019886341682410533,-0.02127776992807693,-0.08079388380254511,-0.02895677305801434,-0.0331685870546712,-0.004900426942324049
FGF7,-0.032958375712742294,,-0.01802976098459644,-0.01797002693171144,0.019640566551500212,0.01136743836172821,0.013558217622659036,-0.043874994384384726,0.03189483169378835,0.005865446557142467,-0.12292300978810604,0.07860340598720204,0.023440443675174057,-0.03102961333192212,0.02109591618961642,0.040159732777919316,-0.017179657375686646,-0.02123175478241633,0.009660201542177376
EFNA2,,,,,,,,,,,,,,,-0.02372934009650368,,,,
HBEGF,0.004640610768766771,-0.004574461009932024,0.06846401486345505,-0.023366991296814358,0.0014182819721923342,0.059257819499691666,0.03938223803539876,0.10621995883143825,0.11362817726643264,0.01064361721572131,0.12454383441338014,0.07302241400622465,0.05126793856015512,0.0583197907368111,0.009392819697572004,0.0022826841539035866,0.02133110731179311,0.029100426565481397,0.03240622900165157
CSF3,0.03120385420140433,,,-0.025357416869881157,0.024304582204914823,,0.057952109588434636,,0.032564393906148785,,,,,0.08222150735926419,0.03366889606498787,,-0.03972018995083447,0.010319254871663698,0.006625366647472106
PI3,0.05913138900466447,-0.030990602462221198,,-0.024251646958032433,-0.003266167584976756,,0.04825310025375465,,,,0.06911142417402684,,,0.0028062649574649772,-0.019752148625302925,0.006687470543900333,-0.009485864408023865,-0.08326797773487761,0.01673409653115643
PCSK1N,-0.009411913526409972,-0.03016994435001695,-0.013348834437578954,0.045128007455701266,-0.06917979862707385,-0.03853725305430053,-0.04576738698489008,0.04940620288631246,0.13502131608824897,0.0694130695078348,0.04620720187171835,0.023883501554394643,0.04850649494309964,0.024207844170713044,-0.004468665573259386,-0.00827758368900981,0.0028606555054149327,-0.09353894656783814,-0.07342019449674338
NTS,,,,,,0.13830250375032563,0.0005796590483920515,0.023807746429582843,,,,,,0.03362247779860855,-0.02890969794676785,,-0.014486535245435528,0.009245962270373631,
SFRP1,-0.0008643358909871694,-0.026133564349236613,-0.01001251523461725,,-0.017753064643178672,0.06100446898410115,-0.011674498511776753,-0.004483690123563972,0.10960071887757249,-0.014218308687096866,0.041848417444050295,0.07220680256392488,0.017281458165115286,0.04879272997283522,0.03332439077613291,-0.014782395490510173,-0.01944763796051853,0.06665601233687188,0.084520994957416
CXCL13,,,0.057061794620813844,0.09655564351071462,,,,,0.07736413177751696,,,,,-0.044445755294332104,0.004879522458746248,,0.06080410603983357,,0.057116698012959856
