,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.07434408796058362,,,,,,,,,,-0.033556460957894024,,,0.012304889956741841,,
BMP1,-0.028853601055116418,-0.04183946396098617,-0.10334188813484971,-0.03936769790650288,-0.005467773605987329,-0.028952822070027622,-0.10526802031995866,-0.2468106855347545,-0.5659106038360179,-0.2164248084186959,-0.03714420704777755,-0.2664373106189114,-0.021532418660873315,-0.3560846992171861,0.044544139019848925,-0.11284200364457696,-0.08432599096101043,-0.049216483248041475,-0.04970016954506906,-0.15972329105554778,-0.11823012549564964,0.028013769543368674,-0.20823130601020537,-0.1505561759785979
NDP,0.07437123822424016,-0.09640507851713588,0.06501526425324483,-0.0029928011136802074,0.08858127970727535,0.05304427021691243,0.19812310256015295,0.07131066681581814,-0.09690062830751706,0.1381319244586774,-0.0243784440641008,-0.14704985479861976,-0.08901967786577057,-0.08184905023751403,0.03893764150848117,0.04598573938126157,0.05268598254166886,0.014326068914945443,0.005953875005788069,0.16731186323918473,-0.04130064533522303,0.03618516843260357,0.04657918189534792,-0.0741878113632784
TNFSF18,0.09611660012388361,-0.06059260768537766,-0.01678627061506484,-0.003998289182478448,,,,-0.0786031869965059,-0.10765595911914141,-0.07292751503890817,,,,,-0.028411565248389555,,,,0.02317534064376877,,0.056868270918839746,-0.03946480230241421,-0.16956373555441015,
IL36G,,,,,,,,,,,,,,-0.032831510401951924,,,,,,,,,,
RTN4,-0.055733068283703106,0.3616794721540572,0.1120694164163226,0.09836391172914959,0.029333904295033606,0.13050266413741665,0.26517353082086986,0.5820284333578615,0.6840676763423753,0.31522413106815883,0.3789057437483565,0.6532706005431294,0.03371163016838609,0.5760735382066471,0.09354579936884222,0.04968147650777064,0.019487328292517397,0.05570385382592707,0.037657014099252234,-0.054152435132226014,0.16668333134744717,0.03046158298280664,0.6531245031365523,-0.06170301424463019
HEBP1,0.0011098558052484784,-0.05139892468825829,-0.0023076114661265213,-0.014511045938613224,-0.0128487179408362,-0.03685406996747427,-0.03709182544143646,-0.2139117695518452,-0.30167425758426636,-0.012214390361243256,-0.043930427099333154,-0.2918752842693446,-0.01445673033356934,-0.07177828026498884,-0.03547021545545691,0.011386526107539546,0.027133737649522226,0.051874473058743216,0.02483346445968032,-0.047169710447864124,-0.0849959949965921,-0.012759101485752733,-0.05954689143917877,-0.16316153808991118
WNT7B,0.09817292556244896,0.2958259133232155,0.0002350470112486756,0.06348752466882232,-0.03555148810837819,0.10972293620093206,0.12783172192638673,0.07999175392332923,0.3539067319988679,-0.056371623722164116,0.061576177138428875,,0.030974830401086315,0.1406498759155391,-0.03127836021600596,-0.014692797277719227,0.03310463406740101,0.0022889825113491732,0.00038406947837292624,-0.03915361694842509,0.05283687377510829,-0.016045917112963406,-0.01811151729146068,0.15217025501066506
PTMA,0.0035671247564041104,0.036546453507181664,0.0027031742545134364,-0.08025155947821824,0.09807185438912135,-0.0024871209706468955,-0.2317956001196154,-0.659415956973637,0.07626148545072706,0.2085483233757176,-0.30610380982081553,-0.8152497456559373,0.044597982488297126,-0.591667547905545,0.02632394767715184,-0.05811410890542695,-0.11551676416392923,0.035216445695629046,0.057013128247117226,-0.18992959693883454,-0.1790531871866424,-0.06893442216404667,-0.2949520389311184,-0.2797334280248475
FASLG,-0.005419480010749389,,,,,,,,,,,,,,,,,,,,,0.18719399248589644,,
CEACAM1,-0.012721692053825418,,0.006263224568298102,0.03306710694126303,,0.07149680243275142,0.001435436715980362,,-0.12390625481716223,-0.0021034348776818425,,,,,,-0.0312963153747097,0.003961249461682971,0.02056745829410632,-0.00784736969142319,0.02124841213217307,,-0.028232375401095827,,
PDAP1,0.04605650241732413,-0.10881413295223419,0.007587368315195224,-0.06075830679843375,0.03896083356004472,0.04572887303934353,-0.09727079409414588,-0.24958099374956447,-0.42378273247343484,-0.015923668097007546,-0.036710457863264594,-0.04594683175287933,-0.07257738246611624,-0.2829414677518678,-0.1317646070004779,0.07694457344609215,-0.07755043690467411,-0.060394410923474744,0.03839628195678866,-0.08983538618151962,-0.14044331280632738,0.01727432218347233,-0.10260342617139438,-0.003091908815681791
QDPR,-0.004281807549489806,0.21760489673250497,0.1760944534203229,0.06179903261999854,0.08257216186689813,0.04543432165765285,0.3662026972263704,0.28800870558118047,0.2647662697357802,0.24990901915526761,0.09124086785908411,-0.518543764346796,0.04678612411083061,0.1708112159951499,0.09098434683275039,0.03271596652413652,0.11690286723615709,0.12552733470389404,0.019796905041343547,0.14110031836827316,-0.1463049103267372,0.018759098791901734,0.5174360232718195,-0.12535527020357426
POMC,0.04199876763894644,0.1855748947326716,0.03916200993298581,-0.01784944024100558,,0.0602856253247638,0.16948973459698183,0.030844741314065678,-0.05423806122615467,-0.02357600260307299,-0.017509641267866458,-0.12670400255752054,-0.03206702361720273,0.14405351039054862,-0.0015758593416347845,-0.022121077452710435,0.026651834426367198,0.05056874942134771,-0.030160991885049625,0.02993327492296847,,0.07970769864506111,0.010368805212468569,-0.035871655022009404
CCL18,,0.05295184970522631,-0.05974299460975364,,,,,,,,,-0.28209937758982023,0.07338787236285266,,,-0.022189602161453787,-0.0020851611201420195,-0.021683697259034265,,-0.04900068787693919,,,,
