,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.028773880034864533,,,,,,,,,,,0.020987308528595965,,,0.11599606784686152,
BMP1,0.05303208612279984,0.07245675948044981,-0.013611034735584705,0.08812579732142786,0.12313035820224386,-0.013693463341601118,0.029986088069986216,0.08418868129736264,0.049247205687094724,-0.004584464185764611,0.013396537543031285,-0.024972462197132006,0.15498951066291378,0.06072557123329836,-0.05735211726944893,-0.03689962324953488,-0.008034435871673597,0.03178491204084614,-0.055250657410462284,0.013294390385352546,-0.031141010669562517,0.09062145890705314,0.03227478337377789,0.05199453417047079
NDP,0.024167730430513585,0.020953622949724596,0.03866966002060606,0.04634259252827831,0.11536614394972637,0.019440385173454502,-0.0005035804322631444,-0.004876578118451982,0.009642678359812987,0.055457296634913,-0.01599834010026705,-0.08499892686343374,0.030415376071042267,0.11105633634238829,0.07905427571773625,0.03316691921447316,0.060460846692635684,0.10979972560152294,0.1465885617238713,0.08596244150793698,0.03874641859506707,0.05221077159548172,0.11025798518746946,-0.012174474971479604
TNFSF18,0.08960823030328169,0.09243849180057204,0.0066826011508353865,0.03645896883884143,,,,-0.015918012617821265,0.04231877040160399,-0.023085724494586592,,,,,,-0.024810648397669968,,,,-0.006663872590027706,,0.0268649711404591,0.013346155965014333,-0.04378412312152961
IL36G,,,,,,,,,,,,,,0.028563837503909856,,,,,,,,,,
RTN4,-0.015089648333619943,-0.025941374184370734,0.02978421859417512,-0.04577951939586076,0.04478548657511228,-0.03179417003292256,-0.04324849599861269,-0.0972381387903169,-0.10094750275877828,-0.00911093925630658,0.024997490851568827,0.11566305979585127,-0.10966265289706663,-0.06870780728726461,0.09536895721897524,0.0609312712355077,-0.033136663862831005,-0.029854739186066195,-0.11542135003069265,-0.03068153781164387,0.07547544846610012,-0.05410729187881073,0.017502454448183845,-0.12037271839050151
HEBP1,-0.04603890061490954,0.04923730201780014,0.09503396931709075,-0.017002753647047373,-0.03800239545823099,-0.009359627264447059,0.04742806236488586,0.08702443884831879,0.03677044817448995,-0.022371732947700312,0.03397109775558917,-0.10052331879216123,0.01564962942236715,0.0038996450340756674,0.09156955543684969,-0.07336943043928437,0.051221819790101916,0.040152208808361955,0.10710490988298815,-0.04657058940301719,-0.026657663739903515,0.07463426376945576,0.11563201947822785,0.018272118775478925
WNT7B,0.10758558200067672,-0.04350312446660195,-0.03319600523741918,0.03760685318193634,0.03643711929480403,-0.03147092123456845,0.003468444377765251,0.037054667731353734,0.01889621615266462,-0.03203567006679967,-0.029424237577312554,,0.10349384122679459,-0.024126171898330603,-0.05732053885004196,,-0.03693321376299642,0.14043713987719508,0.052623710298969874,0.01567979158140136,0.007749404319972386,-0.0028912427395167543,0.07061919243782719,0.05318674060925713
PTMA,0.057349387084206324,-0.01179968721379408,0.03219363738161297,-0.002908350024430118,0.19081369023450795,0.042629112402574845,0.03491472419001486,0.2423818267853252,-0.0692609451454161,-0.06557956688818217,0.01009323384915213,-0.1831644329773567,0.18748682785217446,0.11857124356998887,-0.07537029798567825,0.03147050199276687,-0.013854895941504417,-0.12550715807472795,-0.03726251818922424,-0.03832775073417492,0.041947563110302344,0.08377204371902361,-0.12104623534457719,0.03923849563908703
FASLG,-0.01817844964224868,,,,,,,,,,,,,,,,,,,,,,-0.036650756167600336,
CEACAM1,-0.02524093642036748,,-0.03284795472519849,0.0591388104814214,,0.05310158163544143,-0.03429547615797411,,-0.0208859528464216,-0.014169596250107408,,,,,0.029879631808677847,-0.06554577995546536,0.12520571448307177,-0.0558225490351113,0.016648760199079547,0.06458877209665673,0.009122867072490385,,0.04598576922738836,
