,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.017106945719759084,,,,,,,,,,,-0.001515117944550924,,,-0.020187806898885788,,
BMP1,-0.012876442714833783,-0.04350740118796385,0.043971724067337674,0.01674674647439952,0.007194642052939846,0.07279576442291011,0.0022970038143109673,-0.015284452500933497,-0.023978769762176305,-0.047806736608739346,-0.06337755016054633,-0.01098550077423865,-0.041370079886772985,-0.055279529555012696,0.0015477942121743798,-0.011583350242132693,-0.007851578643816077,0.021686638183347352,-0.015694931465504623,0.0699921669771817,-0.07033716334966698,0.0065658374609157836,0.0019478272133089812
NDP,0.0021460672797131907,-0.024104261265787272,0.03180568421014844,0.031142101676635878,0.07136337258186483,0.08519981249461935,0.004615841595849509,0.03274878672692061,-0.037096688896584615,-0.015229951579875547,-0.005876895031515249,-0.02193254794049947,-0.06325519812869673,-0.04264179704761001,0.05078598844413849,0.021062795863810237,0.061053811173155156,-0.02998449871945646,-0.009733897443437242,0.030184436765818123,-0.02869451595584409,0.10134325499068074,0.1243210885060555
TNFSF18,-0.03329844346302694,-0.009398094172115543,0.03185819429020798,,,-0.00785350730948331,-0.025403300829258506,-0.020283829733385182,,,,-0.028742947685328025,,0.019375013302680037,,,,-0.03405948926461832,,0.037432758965065704,-0.009354714869229171,-0.03076185049514151,
IL36G,,,,,,,,,,,-0.02263372626425759,,,,,,,,,,,,
RTN4,0.09604729841816176,0.030169097467710886,-0.016738382624929243,0.030012157220442683,0.031106266761178347,0.030001713303284955,-0.03432938645263326,-0.021558621546239592,0.04045276316908171,0.01662276868489878,0.06071720184042313,0.010800235247243207,0.05747162986338732,0.03863165113668908,-0.053435240816285624,-0.014951073748920603,-0.07828232743294213,0.034373999385322485,0.17788740979623782,0.05782429945452247,0.02976853430392578,0.14938469563533785,0.01202483155629157
HEBP1,0.017624599995895208,-0.010717981873511591,-0.015766366287951843,0.05319833834245637,0.04511559130615123,-0.018683576394313964,-0.02336049157189659,-0.007739483615422095,-0.017964882094669503,0.031305923862213356,-0.014323794721572641,-0.006032099683033979,0.05513456168105131,-0.033054123166003674,0.03033078142932666,0.00122405344499775,0.005224680020523873,-0.033361768173486614,-0.04719266622194379,0.03249072390926456,0.007812995398068184,0.026397369264777423,0.08342875757048367
WNT7B,0.07670496909296466,0.049361748125160365,0.011648216973923965,0.019060909176982322,-0.005704639702584818,-0.026546450995224364,-0.039018035837733764,0.030394283845335834,-0.02161224408402844,,0.03051246695037129,-0.03164317993435664,-0.040263490781261846,,-0.023546298679384067,0.02642380528435953,0.06336653542742843,-0.0629734871713527,-0.016521460782842255,-0.049468048024767834,0.030547314778433927,-0.02323299455185176,-0.04442606783316221
PTMA,0.020079382242528306,-0.04874146945693799,-0.007705059756866048,0.01704342059550544,-0.10344229590625252,-0.01059931832285567,0.04868598135326231,-0.005273838270035444,0.013111641256658906,-0.034270584758730835,-0.10274565642413241,0.02472030105192503,0.03691983259949339,0.03014545458324513,-0.005656480676206163,-0.05797033966878888,-0.029402539066585544,0.018174174057676067,-0.039950836202260226,0.07971148525191306,-0.07514898047846033,-0.008069187039964737,0.07243486737927399
FASLG,,,,,,,,,,,,,,,,,,,,,-0.017508878036233803,,
CEACAM1,,0.028434307986252298,0.005318546705083996,0.009108628899527987,-0.027295729059529525,,0.040844429644089845,0.011356172937589504,,,,,-0.044493219311622464,-0.03908444601290835,-0.03653403550253792,-0.030790757572306315,-0.009200607064000972,0.03901218721861484,-0.033035215630165836,,-0.02436103220132129,,
PDAP1,0.012415098853534265,-0.032903264943453574,0.07639317802242489,-0.03476553978025254,-0.07782428541739074,-0.013047208215648191,-0.008713971331771169,0.032870977524030835,-0.04366530679838179,0.00109331643157736,-0.06531217347492665,0.027323315589631688,-0.03439553998137253,-0.037457645530240176,0.011752070030892644,0.0026092278636761085,-0.043495062866208696,0.0273168829683721,0.02327589970266835,0.1094974789308578,0.04173183489475953,-0.060058073207171166,0.10493856509449331
QDPR,0.06961002255013607,0.04471397105555624,0.03473661778788296,-0.009273771129578908,0.012559003609603705,0.03948274367779595,-0.00951626102901301,-0.0013809270258615433,0.07094826772403372,0.03127658216099011,0.032967929030667205,0.01615770043194664,-0.013691443127934355,0.0604951381007144,-0.04160453797180406,0.07992560369322745,0.0679713153247531,0.042541255754741436,0.04574288915335427,0.038377515399543094,0.06757330625059867,0.08131476280411255,0.1281131459091926
POMC,0.012980656781576843,0.007360848313719334,0.09531312169485172,-0.028706329992359773,0.016528299808003476,0.07545996857220563,-0.01362928889073372,-0.023535752015148348,0.0058492878585797575,-0.034894122355503446,0.0031661326597711113,-0.05303210190017508,-0.0626249872856185,-0.014958850980884144,0.01608020307967407,0.023633110991751322,0.011500908721982034,-0.03726877781641946,-0.017813654885594304,,0.0163504124895627,-0.011335125112896216,-0.06651666286919464
CCL18,0.06225710991435663,0.017577829802917486,,,,,,,,-0.010437484116022846,,,-0.03815060945993713,,-0.025903231848463718,0.013951251378408485,0.04533402466168054,,-0.0789514991540715,,,,
CCL17,,,,0.09622481580315569,,,,0.05196759909217689,-0.02674989965977516,,-0.020676551513670084,,,,,-0.021844552182993145,0.033912668845471554,-0.030873294331600017,,,-0.01586983134933716,,
VEGFD,0.05691115239991298,-0.0191436897210664,-0.00296444948440986,0.008583681272570585,-0.012313817348017293,,0.025770503245458296,0.014600262215459174,-0.019621374898364897,-0.017148958511840954,-0.022159700678993303,,-0.042980926083860525,0.01992798466548471,,,0.08701096039963443,0.10028966055050571,,,,,
TNFSF13,,0.0789570089399154,,-0.012324307528739246,,-0.022645052141447138,,,,,,,,,,-0.020292866687598183,-0.029804372919575686,-0.03454614907931254,0.07523363219909553,,-0.025858565582743406,0.1051024317983408,
WNT5A,0.01979505457628878,-0.046827226069810705,0.015653762816153882,0.038494839203895515,0.03092238068864389,-0.01122429538627793,0.05625379844089526,0.014636843985256446,0.022584142127924072,-0.009521972947166085,-0.0298009076039753,-0.04055592834869442,0.012862910082209975,-0.0011760496581367256,0.014533028442204499,0.02971042109744235,-0.010949346502861276,-0.012405416890408758,-0.03881892626525174,-0.018625133684852177,-0.030345652183394786,-0.09970263294979953,0.09999512623680724
CXCL8,0.02879774199494982,0.010902255815461953,0.05417051015501822,0.04770497429168283,-0.05213075864337291,0.013038376695369478,-0.012974021020397093,-0.007071402442232031,0.04332416213612517,-0.03182281442152675,-0.0608805767264774,,-0.027631174669622723,-0.07209608272080407,0.08557995185917061,0.006765229193912347,-0.021917755935340767,0.0887744939996643,-0.07425759212090946,-0.03797616627669581,0.08835458041404498,-0.060106475135126555,-0.011898746351209988
GRN,-0.034784958095089503,-0.03708387001024277,0.020704547863360366,0.002336957187674906,0.047282926548420715,-0.020712236356960338,0.023079765366853106,0.026544550365542253,-0.022459445585738053,0.007737207099225107,0.0036117802275440086,-0.1513119109213741,0.016944982376674755,-0.0010250138148875819,-0.04065614784532984,-0.020435247603234157,-0.048101321875616596,-0.06959415177265067,-0.044657776321543406,0.032290248584608015,-0.09478177811403601,0.06213529087733672,0.08054269613336631
MIA,0.005072483154834586,-0.0174389753201631,0.02752822891665003,0.03391663391817148,-0.0256600267074266,-0.04094662162395214,-0.04886756930577137,-0.019263161884899384,-0.02231518172381273,,-0.019372835365269014,0.018307444237257456,0.031823325762159675,0.032626479872119064,0.058028880718541495,0.03639976284762243,0.1475364127552233,-0.04577234835658852,-0.08879910846018897,,0.02440964294801023,-0.024014018142191423,
COL4A4,0.030965200737180013,-0.022991408516152226,-0.02517524235488598,0.10529656610548915,0.02527274826735661,-0.004503073665008122,-0.016857625240917426,0.048129728854788466,-0.03748773062847377,,-0.01809438893987726,,,0.14198981784628217,-0.03274977860599112,-0.02626295061409167,-0.02122421053015946,0.02935744376057592,-0.019458962571791704,,0.05530277419481842,-0.001004745424848494,
TAC1,0.061278255633179686,0.04729220912949291,0.010772467504346817,-0.028491465645426328,0.059924576475540114,0.10863422151068285,-0.0055275833062425166,0.0026920383519465885,0.04363370895985079,-0.011145782049869789,0.01936450222823278,,,,,,,,-0.043145901947165784,0.04577291869444774,-0.02086250702107659,0.053799083627745235,-0.06923907209610447
RARRES2,0.028146934623133328,-0.013456347365531102,0.03682973845120459,0.018849421416761738,-0.09393974666299759,-0.02024129269589888,0.04503181838900192,0.023853279551456514,-0.05830169986064594,-0.05863269623725066,-0.04316281972070588,0.06544839396084254,-0.06741262061186103,-0.012804236518789158,0.06106823708676834,0.017549713155608018,-0.008842808709940643,0.07192582388819885,-0.021709600736768732,0.01859074037987157,0.09631791180009155,-0.08136310847974312,0.08039075616703337
