,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,0.019824462595623798,
BMP1,-0.020334751773095773,0.024775794955016545,-0.01828870587053448,0.04849345559462852
NDP,-0.04072420251448374,0.09963593724850141,0.04130072877699449,0.023044969786745265
TNFSF18,,-0.03060756376895514,-0.022864272321547387,-0.027630982629534825
RTN4,0.020009283019694655,-0.027251350194608445,0.015821543682892077,0.0080258832769248
HEBP1,0.052946810649914446,-0.0039169109033564695,0.009697608013366651,0.030524356077981346
WNT7B,-0.008159875641146194,0.003124946852515393,-0.03431380385378892,0.03333031568422724
PTMA,-0.053028375527662056,-0.036973880125741175,-0.02743752548219225,-0.05709502045259084
FASLG,,,-0.017837379983527676,
CEACAM1,-0.015698626459769553,,-0.02481809441282689,
PDAP1,0.026593490700843547,0.029100532640781714,0.031987673413635426,-0.011345110849241927
QDPR,0.02490658987602849,-0.12768189539307598,-0.0017715048785203736,0.022052684230237547
POMC,0.04864386968992032,,-0.005231430135274146,-0.020327980198299275
CCL18,-0.023600968944308364,,,
CCL17,,,-0.016167581467345524,
TNFSF13,0.06615979045351066,,-0.010421975606204968,-0.030058567826242402
WNT5A,-0.047493898250453734,0.05546710793975397,-0.025209068093853315,0.014776918546715655
CXCL8,0.011206247163456058,0.11215510626173587,-0.024506793762935228,-0.033697214898774495
GRN,0.02787205820898679,0.1670857693072755,-0.011342919617842605,0.017230937397922905
MIA,-0.007959821104952058,,0.032348528133959484,-0.0031270072958545603
COL4A4,0.004318048836534241,,0.035480921772102055,-0.0032164745831537054
TAC1,-0.027084602906935182,-0.03588225659903886,-0.021253929827704923,0.010187900438221766
RARRES2,-0.028534818575511135,-0.04198672929275727,0.039966612516631535,0.000302884641829737
FGF7,0.05163537757379834,0.0014987885870039067,-0.016125148858013385,-0.012923775928811687
HBEGF,0.049902108694861336,0.0941967446004109,-0.029221511623700593,0.05109238161429878
CSF3,-0.022506125441510313,-0.027509213799815586,-0.01702196914129272,-0.03533809719704623
PI3,0.008394467472632125,,-0.03698308394916455,-0.010091659414561359
PCSK1N,0.04387835485050754,0.063843126219751,0.02670842263870576,-0.006701992677127129
NTS,0.041725295661650105,,0.07505829736033483,
SFRP1,0.043606806251972934,0.01708702881315546,-0.024621463342472255,0.004081480180261157
CXCL13,-0.036712174026843625,,,-0.028663997115857088
MICA,0.05541496010016634,-0.024261951076746058,0.0006313889331667558,0.022875609919417995
TG,-0.018522887080558503,,0.006540611915141648,-0.00047364290373080664
