,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF296,UKF304,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.020322176831877002,0.03123179779186743,
BMP1,0.0382299966054112,0.07598962131754915,-0.026720280811132428,-0.01371905090334156,-0.03517963354856255,0.001661268378159018,-0.030725039137956035,0.06013699224992841,0.03285736361187518,0.007175913565178259,0.030467549936217198
NDP,-0.03729402979287821,0.0009571957992492973,-0.06990482437106298,0.05352716087664409,0.029177136765800086,-0.0036536315509780345,0.024271292640493505,0.014731040952150746,0.03393617419222526,0.14671517843418014,0.0941853040972005
TNFSF18,0.03771519167794727,-0.012397590462498914,,,,-0.014769705051580633,,,0.0036395824378815727,-0.012987360121759889,0.12827048240149624
RTN4,0.0447680308993566,0.019222809476311546,-0.024398015944042634,-0.041679176516149295,-0.01928479220177364,0.0504584346570465,-0.0455403294018749,0.03684863695317541,0.019477698464630207,-0.034308112029707384,-0.08280386190847225
HEBP1,0.034602724150699704,-0.028036196519374165,0.006010399910183996,0.032216990252180736,-0.019592748967077776,-0.02206358988269359,0.025363473105438326,0.03305385004561972,-0.0324883041040598,0.08312059187291503,0.03829822973614234
WNT7B,0.009345172873601612,0.067058010033955,-0.045701499080976295,-0.010424963874681333,-0.06202985882524131,0.0321596394471999,-0.0366509431683344,,-0.01999814984708194,0.026474551996336814,0.12063488679774945
PTMA,-0.005452522592049773,-0.015185859640156913,0.03746552056542381,-0.019497500468612365,-0.00310313515500907,-0.05853593760943398,0.038385458421049484,-0.02617816539116712,-0.04658469914070502,-0.15588375525858064,-0.08866931162939902
FASLG,,,,,,,,,,0.08788493446832926,
CEACAM1,0.12470507846517999,-0.012055894008737746,,-0.014114733319724173,-0.00270091497327178,,,,0.036934647540001884,0.026046994419086894,
PDAP1,-0.025732313034561288,0.054726671124817244,-0.016732685004127848,-0.0025572394616580935,0.03388765902921502,-0.020366767864781258,0.028580893870031814,0.04051766097136786,-0.024829414845407165,0.03514795677552424,0.0413538342516865
QDPR,-0.039476967083099807,0.027657870020689913,0.023150915446569154,0.0028379972960144366,0.00970681617307677,0.0814788245619746,-0.025113195949662357,-0.031591968926052164,-0.045440920721343786,0.06711408509444473,-0.06276760514474702
POMC,0.0517600277704171,0.008054133651887401,,-0.010347393284164922,-0.05782141914858681,-0.01846078282635276,0.02388178608126119,-0.016375610889113754,0.0855687390221037,0.03247655223150481,0.04997536903789001
CCL18,0.011745381306614342,,,,,,,-0.020965967507057915,,,
CCL17,,,,-0.001863237524040304,,,0.010428665407805036,,0.09177300271434999,0.03567896398008426,
VEGFD,-0.021101044705520135,-0.01726764940114388,,0.01792427694071946,0.07876115306434289,,0.019481257121769874,-0.031245534444292063,-0.028258995303799987,,
TNFSF13,-0.01592352546333818,,,-0.00474060246554903,,-0.014323532765752633,,,0.00593975420307016,0.028194035008246476,0.0203259494320525
WNT5A,-0.045842451367332976,-0.006888339118638334,0.050124972192292803,0.024462610433667008,-0.008275260805080595,-0.055462219524900463,0.03284798185609477,0.028653234598746042,-0.02686515267521933,-0.02491885293239661,0.014788301936370173
CXCL8,0.0013574780810929354,0.0037878667439298786,0.007094635847642106,0.02079804571947859,-0.017666082704378198,-0.020374296347042815,-0.02079730222292185,-0.037203652671264985,0.08872950180772189,0.007034700122755948,0.08528872301380655
GRN,-0.027246215587357098,0.04041182575965705,-0.01447393835587839,0.05134840661619289,0.03953995014021264,-0.06486666105384827,0.010529018562889722,-0.012069457139834795,0.023561846408660842,-0.047442771586757304,-0.06317179697468528
MIA,0.006774133740480859,-0.015356639801899927,-0.07415566762233258,0.0187044481662364,-0.005553911061003675,0.03436713532105916,0.006604059579138088,,-0.025048433922967402,0.04408417338129042,0.07317994378574127
COL4A4,-0.025342175202951397,-0.012605749700630756,-0.027932232764055848,0.009527302956299888,-0.010424353308687954,-0.013628208606979511,0.018479601377463267,,0.010184326439056268,-0.02503172015519141,-0.025684067432427043
TAC1,0.004251140659128475,-0.03286042434385289,-0.022537205481494505,0.012009519704687615,-0.05623717127491685,0.06739508249647959,-0.0012509960616232153,0.044804531788821225,,0.009514783859654404,0.0021929266510544265
RARRES2,-0.019445354163322045,-0.04295434869719358,-0.03327146600731874,0.08894244039148894,0.028659155317572068,-0.03099950981804715,0.009549959527061655,-0.025125590079120314,-0.0012359131697397383,0.042413679595733826,0.12270435873059897
FGF7,,-0.019489735274534434,0.05705702614569804,0.03305051856181909,0.021925140858368115,0.03141137864306344,-0.028581092998295754,-0.007233396808769006,-0.05830521315879396,0.14098213731680412,0.01437590504229671
HBEGF,-0.0006426356647455597,-0.010811259803934518,-0.04408557292348666,0.06651750488720115,-0.00724088255763324,-0.033922851343353704,0.021333944796749407,-0.013962817476955575,-0.048236262444317134,-0.03981982909496805,0.04709350145848796
CSF3,,,0.01692751153369261,0.01020636575446554,-0.022485849204760686,,,,,-0.03388439389099297,-0.009879787235398852
PI3,-0.02219918163798755,,0.04653184679871625,0.008949837834856495,0.019193227230263767,,,,-0.02276554693757503,-0.07133658806482342,-0.003015175622501317
PCSK1N,-0.010673050723008202,0.00953710043016185,-0.013049267619347472,-0.04160235565477743,-0.04730285502844926,0.07764400629182845,-0.04627241243885171,0.0005119183707459801,0.0522046511522637,0.07646318835129384,-0.09714423645023704
NTS,,,,,0.09829817615325669,0.07329011563736107,0.030101302215543455,0.0501133990521409,,0.028728617601793655,
SFRP1,0.04747176550124067,0.055744336008776124,,-0.03368764357974308,-0.019472437335890647,-0.050633812007014604,0.07457006771341808,-0.01701530886645371,0.031552400055828385,-0.016556931728403806,0.06326483490332865
CXCL13,,-0.007109777976743549,-0.01086089711141258,,-0.019108988890751015,,,,,,0.03788560841184383
MICA,0.009935373004276226,0.039032754175482964,0.06799695590538779,0.034732740824739504,0.014031146806486585,0.011242463060583888,0.03051735744300979,0.057338847161863014,0.006442718461265986,0.06761181452251559,0.03032880878514327
TG,0.010507927547701376,0.12552359750814043,,-0.02441075594357992,-0.01432368859109338,-0.01920342171394454,0.0780437160057177,,,0.010466506438060508,0.026858579080587995
ADA,0.05701545572697721,0.04342649851910828,0.07303372986591004,0.03311283167971232,0.08329910518551883,0.0023914836452041495,0.02295600833728192,0.01513777781093802,-0.04015959704085572,0.044123125431337486,-0.0618186168489058
LAMC3,0.03552888674603394,0.005964886732444215,-0.03510753946304071,-0.08124419833034388,-0.014870844790648844,-0.003038888205573516,0.044333935618269066,-0.04153872130802315,-0.02378701740647435,-0.020061116139366574,-0.015473296709813414
CCL7,-0.013422042739684203,,,0.021867205912976268,0.06776533939329736,,,,,0.058864900958360555,0.05420377554774375
NGF,0.022374193088835596,,,-0.030354102767672326,-0.0356432574284732,-0.018325214999721052,,0.009897579400249802,,-0.04399005496425195,-0.0358969588565323
TNFSF15,,,,0.009133182047846711,-0.030510662770063937,-0.022250828502576713,,,,0.07321099247805307,-0.02936230348935761
HMGB1,0.003434315279546294,0.02384431290980288,0.05465330572542387,0.046022909482454126,0.007337185933442854,-0.08054933927554951,0.009799961750855228,0.022102420840267346,-0.07128521709075604,0.034046061787263764,-0.07117711605464716
ITGB3BP,8.636478766134744e-05,0.009975783448187428,0.010870128268946363,-0.02394946331974963,0.04050675913874905,-0.01999614596081872,0.051012948612556244,-0.02694727218358753,-0.022586296506456438,0.11282948900727616,0.02605573297083278
AANAT,-0.019473341994048418,,,-0.02396877645605609,-0.014182272864834205,,-0.021624548987884386,-0.02644731137305449,-0.033142843696339463,0.05807907615418547,-0.043530377036196256
RELN,-0.042040549997371966,-0.02876601598771348,-0.044480457219382874,0.012576883093833953,0.06916076440434195,0.04702421486185001,-0.0066850148210591855,0.012225713229943931,0.019842793923571484,,0.043834190970974955
IL15,0.009228101950644229,-0.020885178748495232,,-0.006921857673970932,0.0053000164848417035,0.007032333951689127,0.019745691906158516,-0.004171770783178384,0.04983875715716778,-0.0028934716722141905,0.07562956578694528
BSG,-0.01817292941065855,-0.010700206119294864,0.004862004935327963,0.01925768988157462,-0.032544388618351135,0.01023966028424944,0.03511595027061015,-0.01709821879495604,0.06347707871610572,0.1259722373292953,0.009730241069699132
ADAMTS3,-0.03185885400433622,-0.02880472053110905,,0.06948906769953851,0.062449413935718304,-0.02550204007572056,-0.010621449078356245,-0.0017067482735180044,0.059046108380972205,0.08033166798328631,-0.0004166037787747537
CD34,0.027090492442209017,-0.006765130749195556,-0.03983775586470823,0.009602909624435298,0.018561390248857144,-0.029004753166830724,-0.051587898497502845,0.035603934766259705,-0.006679537973017622,-0.041189884891956706,0.013550611599804299
PLAT,0.033480207379387505,0.1036345575778706,0.04072269280617146,-0.028198961659216995,0.0007700248484075423,-0.07118758382802079,-0.013033893408665988,0.055556256063367136,0.01619333604357228,0.0023183882834071226,-0.037445492939676125
NTF3,,,,,,,-0.006114930642000309,,,,
LTA,,-0.012055895245888413,,0.02943783159757361,,,,,,0.0647677916909043,
CKLF,-0.056083593599048756,0.0034585690630226703,0.0027233911759568714,0.050733768202718216,-0.0396030938169001,-0.035873183827760904,0.016717185198151432,-0.042712828735923074,-0.022419311070682096,0.08406427181719801,0.12347518470055703
CD24,-0.03484467925606122,-0.026474726842237454,0.024820743574773173,0.009268248130154616,-0.023696188592236555,0.071964216993877,0.03197827285303593,0.03354607014303522,-0.016195738647487377,0.09464115406549138,0.003980926120342003
HSP90AA1,0.03976932836387616,0.01811218247933136,0.022245544417696213,0.009136413192554203,-0.026791920640845145,0.07775968168604279,0.03540913025061381,-0.012046137576476223,-0.027407892372023963,-0.126371540707396,-0.09817608887311097
BMP4,-0.03879565421735651,0.08857091893380663,0.007731921372302489,0.05405132043940319,0.008951942884510523,-0.039840822532146276,-0.0025071380485784784,0.010236234974417115,0.05124467781359659,0.09565389230454799,0.04459161999977234
SCGB3A1,-0.013422041397497864,,0.10065478780168048,,0.011169424650673394,0.01648869753166771,0.05457231224081843,0.0005850523532580684,,0.03163118476325134,-0.013495082018157278
IGFBP4,-0.0054140613426435615,-0.028887652911294383,0.043146054536922024,-0.006224186175702741,0.06487269746780243,-0.03945880708049019,0.023489355945770545,-0.037209898229309916,-0.00471966316261463,-0.0714630439751394,-0.09833175767415084
RSPO4,,-0.01948973157440943,,0.009002214742841092,0.04280290484543484,,0.029718591470938912,,,0.09036513115126137,0.08599050768709764
LEFTY2,0.014821868963636594,-0.01220395998223127,0.023751914875677276,0.02331678719300919,-0.0013797092925663973,-0.045383642148564024,0.018563108013272045,-0.028131036434596985,-0.049113360573597706,0.04689863767961106,-0.06051184009987907
PF4,-0.013923213397107904,-0.010966475293678285,,0.09306886192680322,,,,,,0.011734603333034116,0.012146301789441266
ANGPTL2,0.041178915539105375,-0.0347053606805958,0.024926290643353118,0.030890018350382027,0.04207005498790503,-0.03449237677484252,0.02901152185872476,-0.004573000394920947,-0.04464955993647727,0.04294427852292329,-0.06716107614621376
LRIG2,-0.01877386121479032,0.07908934222110367,0.06861542063173676,0.01819431244902959,0.00667744425887979,0.011259479901710851,-0.0032738986904104713,-0.0005516554691589278,0.08323680985534096,0.039271960169579186,0.03494838733399391
ICOSLG,-0.018481385251993783,-0.007410745907930558,-0.038069060429557745,0.02798391043185375,-0.020416795948362633,-0.009587831194228966,-0.008612078358777552,-0.03543928250846203,-0.01730078513662659,0.10753077326281321,0.03298058831521949
WIF1,-0.025052562585228567,,-0.007997059962300254,,-0.016099260308160994,0.09861416263702766,0.011358424088416589,0.04132884651798179,,,0.06745481656466211
NPPC,-0.04163876753078681,,-0.009077447477572583,0.026626479180600512,-0.024184373153747094,0.1092418787155154,-0.013242692698988099,-0.0309685602556663,-0.03144289293588825,,-0.0825329364608457
LYZ,-0.0038387660735634548,0.013563589757699722,-0.04913234354215553,0.033301950468313204,0.028460587483430624,0.009991217899877024,0.022633491334643496,0.027582324371983578,-0.023036321658034434,-0.006916938854705255,-0.03914253457068396
EREG,,,0.021642499870813018,,0.013027354438341765,,,-0.02893861552317323,,0.03176972948014484,-0.04950401856608339
SPTAN1,0.020312883917311113,0.0392125411242749,-0.026143308087839618,-0.043903762071542396,-0.08142261680201676,0.08511731142743828,0.01636682060315253,0.018758108399719167,0.03861288484339052,-0.006675718537332052,-0.05503208664292498
LIPC,-0.017045672842187304,0.022634379518612694,,-0.015644682291918427,0.01779231562109038,0.09834798926309359,,0.014044492141451065,-0.038594564979924674,0.062455051744203675,-0.019347162927086357
COL8A1,-0.0470941821697663,-0.02419499119180837,-0.049313612674298915,0.013331404959514938,-0.0017480367878788374,-0.04217387233041087,-0.051241862911948856,0.018684813477026926,0.009081252564682606,0.04761060852791384,0.08198992327153615
GSTM2,0.05793496315258736,-0.02403037979421812,0.017654126342676952,0.004912005257847959,0.012819121082067227,-0.013388753568053708,0.022266440173378043,0.15585108882798027,-0.03762974360735413,0.07479682428006866,0.0078110663425308416
SPX,0.06081337048258587,-0.01903474251917037,,0.05587577902820751,0.019402648210595952,-0.009662453663787875,0.00845088314091488,-0.023369626938107627,-0.027254962348367492,0.1232112752565475,0.040256297782516805
MFGE8,-0.034700989694295276,0.10223057378012965,-0.02624525657401219,-0.026653132154185195,-0.017963572583679765,-0.05247451902823336,-0.003581471149545376,-0.00046147308579871514,0.02053390918203189,0.01011173971767175,0.03149043705561067
