,ZH1007inf,ZH1007nec
BMP1,0.13824916403986215,0.1352381868046338
NDP,0.055425869807283715,0.11820890726650629
TNFSF18,-0.025625164532212252,
RTN4,0.036061821434110686,-0.09572092254008804
HEBP1,9.516890708076328e-05,-0.05378754933202993
WNT7B,0.07706923250376853,-0.05548902113256051
PTMA,-0.03408389901957625,-0.0101466567123862
CEACAM1,,-0.04178462440228781
PDAP1,-0.02593505102513609,0.05453201216774441
QDPR,-0.10675634066423807,0.06771288462895651
POMC,0.009804543726549963,-0.05881259239976081
CCL18,,0.1226353508417813
VEGFD,,-0.012296622482063542
WNT5A,0.05730046533810657,0.049909410287871096
CXCL8,,-0.03674947991479373
GRN,0.039767759014882324,0.008391982940350897
MIA,0.03921644324193417,-0.07140303115762284
RARRES2,-0.027872529285987994,-0.020777040698525824
FGF7,0.07620965783123018,-0.017296218276233535
HBEGF,0.0821726999472489,0.06769183690005434
PI3,,0.026117814124639566
PCSK1N,0.016429112284530648,0.08226188955594142
SFRP1,0.041269399464657644,-0.03230474713251748
MICA,0.21363836824438293,-0.031449999200521286
TG,-0.03283984489426052,0.147224880114363
ADA,0.0014669672806651285,0.010875148997015532
LAMC3,0.023457758389804698,0.14482277250535058
TNFSF15,-0.030270023824669163,
HMGB1,0.052327872286679906,-0.0814598076695688
ITGB3BP,0.13059428984367072,-0.05682749792408715
AANAT,,-0.048792989894505645
IL15,0.08283889315909097,0.023728363657791702
UTS2,-0.05594299806072214,-0.0007346371412082952
BSG,0.08152168046544793,-0.04354659140254122
ADAMTS3,0.02224344189816351,0.02953837225135865
CD34,0.04128517864887103,0.11337412288412786
CCL23,0.08138117136520222,
PLAT,0.04457325555802815,0.14888005441241955
CKLF,0.00035876817425210486,0.07905074142856387
CD24,-0.0415890747842823,0.05826374332476648
HSP90AA1,-0.05078217625582303,0.01771168153303692
BMP4,0.05199986762546091,-0.03687676611642499
SCGB3A1,-0.03524913841141459,-0.04036435517242752
IGFBP4,0.04643764964676501,0.15990231662956186
LEFTY2,-0.029388128469515808,0.0049807018944633425
ANGPTL2,0.0379315153444013,-0.00024747237013127854
LRIG2,-0.07059973635319938,-0.0543753151767284
ICOSLG,-0.03487261439735157,0.046396258610214805
NPPC,-0.025236463657557565,-0.0504264277524973
LYZ,0.002394376986732199,0.017399897235080067
SPTAN1,0.03766407901258137,-0.02749543028969941
LIPC,-0.02676068640042337,0.053344685976480316
COL8A1,-0.048298287226839355,0.027633991127554852
GSTM2,-0.02404568822203712,-0.011356807872047119
IL4,,0.06722349096366814
SPX,-0.033455773621656915,
MFGE8,0.12397481748160244,0.10985083825504346
TGFA,-0.05932813032848466,0.0026754153889624183
SLIT2,0.049906998441936516,0.0978160184717828
PLTP,0.028675994685053458,-0.0469958689114427
APOD,-0.09070103333847593,0.006008081631121407
B2M,0.00283900107723838,0.09477384696677972
OMG,0.0010117419893187175,-0.07300582887379749
CXCL3,-0.026008706579267623,0.04361971988488933
CXCL10,-0.05177229396326207,0.08541637402155611
NCAN,0.0012212335136398968,0.07823329330703024
TGM2,-0.032731842698382814,0.0011603958072548886
VEGFC,-0.04304796668262263,0.014638731820868122
WNT6,,-0.044068591894512565
COL9A1,-0.03023233638650781,0.07392745562783341
GDF11,-0.04168640122366211,0.03048248928363968
SORBS1,-0.010210382847352067,0.024453684062353806
DLL1,0.0630993916664483,0.10080695220623118
TLN1,-0.03891677030092993,-0.07504254006052863
SHH,0.0330398555280964,-0.024689363295902447
PON2,-0.003130815973614636,0.05349284350140017
HPX,-0.02600869297207131,0.02990170615459712
SFRP2,0.015391519563502055,-0.03475256694094162
HP,0.08541351100838711,-0.06462460299262351
CXCL2,-0.046680169450382065,0.04283395555960426
CCK,-0.02676070799996075,
SEMA6A,0.08343610313802652,-0.03807286842677227
IRAK4,-0.009627148119347185,0.04813569590869891
GSTP1,0.003932150869817656,-0.05014228578745651
VCAM1,0.029619425351305132,0.038097698308387586
NXPH3,0.013295307950292996,-0.013385721000352919
MTMR4,0.031419975856563094,-0.12185333311048371
IL10,0.0303426502531898,0.0737444688131315
SEMA4D,0.0616534408436441,-0.057076666894043025
TRH,-0.10185505796413095,-0.06780551633976813
SEMA6D,0.10296229204004816,-0.015283188158553358
CEL,,0.11296626939070317
PDCD1LG2,0.07459241256319722,0.07724775181496044
SPINT1,-0.041042231281343496,0.005631120482822542
CTHRC1,0.06901130709903944,0.07184251475135567
PODXL,0.032838045459590154,0.14144399367852184
JAM3,-0.02434287849641323,0.058774645729851124
TGFB2,0.04394994550694748,0.04058612765479074
COL18A1,0.0789248310206461,0.1573265123037612
NODAL,0.08410403142617963,0.08341474305859167
INHBB,-0.09901302853989809,-0.05508567065438233
LCN1,-0.03436223180295506,
ARF4,0.06371326979547137,0.17716469618003056
CXCL14,0.028173242877100938,-0.030339032936566694
LIF,0.10834951587736703,-0.04031960230493176
IL17B,0.053035427657566664,0.030554752829279497
MMP1,0.1093184357398027,-0.033147263494325646
ADAM28,-0.009935775859818613,-0.03625093219639379
TCN2,0.04671396031640518,0.12473907077346481
THPO,,-0.04406868082253324
CUBN,0.03131479754925467,-0.020126603472736333
TIMP3,-0.0370664490804621,0.1438872059285294
PIGF,0.0012610329069474727,0.10874798719225548
BDNF,-0.03157738504643166,-0.02621202606589659
CCL5,0.009248710374511642,0.0180344664379289
GAD1,-0.052975444557380354,0.038306195448182215
COL14A1,-0.00018311667031424951,-0.005358095722830265
HLA-A,0.04934871972174555,-0.0284112494463943
ADM,0.02051622542524711,-0.030703336917941096
CCL15,-0.026008706579267623,
GNAI2,-0.011357961871204749,-0.07310473523275555
COL11A1,-0.05855307371966141,-0.011067087542217023
NUCB2,0.04158976695326814,-0.017025663059181392
CXCL1,-0.02785458982819465,-0.033082390881104796
VCAN,-0.04386690445255655,0.037418504678139015
MMP7,0.009830967460402702,-0.0630614406560888
PTPN6,-0.025302974498983558,-0.05710822760998817
PTGS2,-0.03611787492147583,0.16770926839990488
CD58,0.006978641348028048,0.02295088656197227
TNFSF14,-0.03314900226101064,-0.01776839283423537
CNTN4,0.13423335101008976,
MFNG,-0.025586219940406857,6.191628893314977e-06
ICAM1,-0.013456466590843139,-0.06644529650313172
PROS1,0.026602982780111875,0.013970535658731718
CLCF1,0.016824606256119996,0.022538723058995885
PSAP,-0.0471430966262731,0.013009957360897363
EFEMP1,-0.03159926644506792,0.038089807828157685
C1QTNF1,-0.0014795690867756013,0.02584429358939102
ALB,0.11220322014983163,-0.04920519738779044
EFNA3,0.05101199528902349,-0.023696957501379547
DRAXIN,0.022405318676460145,-0.047530287488458875
NPTX2,0.037703001569610636,0.07076673206551089
FGF11,-0.02503945352670916,-0.0747206387608972
CD59,0.09073366422531143,0.11323344114778637
COL9A2,0.029800103029104397,0.04428443251155044
DLL3,-0.005449998818391361,0.04301934246119642
LIN7C,0.04333457661374267,0.027804807132133114
PSPN,-0.02166238658486342,-0.029528369688450434
ANGPT1,-0.018972021353574734,-0.026833016765268797
L1CAM,-0.04049325341571776,-0.037900746840442895
APOA1,0.002908254100387473,0.0125128044666591
PSEN1,0.05960546562293766,-0.10829552567541659
CALM2,-0.04469183043275992,0.13477558255897942
CLEC2B,-0.0104134770335993,-0.10434750268830273
NTNG1,-0.015140496229762431,-0.05586491692886741
LRIG1,-0.025052061764354806,0.10826563296808875
CPAMD8,-0.027854586171817346,
GHRL,-0.03752903381414407,-0.028739571631455726
NPY,-0.0325281247035837,0.0003538712667945631
MMP2,0.06497201203727779,0.06592385335690226
ALKAL2,-0.009120733241051119,0.06123144022142396
CSF1,-0.032749189424943766,-0.019883589901893484
SEMA4C,0.03786458831275689,0.04251907325830097
ICAM2,0.06008343711316802,0.07155217558496993
SYTL3,-0.013003967110532961,0.015223990626309475
IL1A,-0.006001368422663767,0.06669191150807782
HLA-G,,0.014638731820868122
PGF,0.04102724568627148,0.23600268641294278
LGALS8,0.06794249592470512,0.026092399614889513
DKK3,0.08497868570402077,0.11464874235018692
COL16A1,0.06526819028669413,0.07207724258663593
TPH1,,-0.0512286101731391
TNC,-0.04539084677609016,-0.06934744047650157
C4A,,-0.04626237246708781
CNTN2,-0.06312387229099228,0.05270558915767787
LUM,0.024181210154060554,0.14644698144626084
APOC1,-0.015455134601101065,-0.036567317274979735
PKM,-0.008411670161458995,-0.09937915601846524
TNF,-0.048619201782745196,0.02044063152100706
GNAS,0.10184007818853413,-0.0970809117549937
BMP8B,0.09633666003621398,0.062743278895655
LIPH,,-0.039394468667080455
CCL28,,-0.03582826806213863
PTPN11,0.00927925702707129,-0.022491546742315245
ADAM12,0.053541710168537926,0.07507180689369763
CCL2,-0.0654073361096762,0.11391500894473666
DSCAM,0.07195050811498413,-0.04447236998303343
ANG,0.05904684015445119,-0.04981936797611644
FBLN2,-0.011854500410274535,-0.02041793509763324
VTN,-0.02362356993656098,-0.03420373410207516
VEGFA,0.048059642766501466,-0.11263401634056518
F10,-0.025625201176543797,
SERPINA1,0.004629333474841734,-0.15003332801895403
VWF,-0.012956578414571282,0.09971160757016648
VASP,0.05111152976203602,0.08291682322396389
ADAM15,0.03695704848346366,0.14509728729689567
WNT2,,-0.01919950952199631
OLFM2,0.00407751746160228,0.10993893095820906
MFAP2,0.09674312738488478,0.1551008830553042
HLA-C,-0.06823941492065673,0.09231041010659313
THBS1,0.1045440613935688,-0.035478664497678586
HSPA4,0.020046170589410564,0.027527983230301104
LMAN1,-0.005556092797970583,-0.07643532954033229
LYPD3,0.038163603832730646,-0.043619574259518276
APOE,-0.0782286233304279,0.01820972454676402
ANXA1,-0.07814031753104876,0.07246911922768966
WNT2B,-0.05982254608532893,0.00641173528691719
GDF10,0.0735640404344843,0.04517130158564835
EFNB3,0.01774793094096883,0.036464403096525225
LTB,-0.04357792301865652,-0.025450704718067103
ANGPT2,0.10242633805825535,0.14364702615414177
ADAM17,-0.03664146815809588,0.07806058964402797
LRPAP1,-0.00415152965816976,0.014103815904929488
NID1,0.1609856831080209,0.11731683602336355
MST1,0.03552253426416599,0.01669769576876713
IL13,,-0.03529395688729559
DCN,0.022492380834620126,0.19167924892682914
COL7A1,0.010716016822628493,0.026227013000262547
CALR,0.01180502575399432,-0.031782815870641766
PIGA,-0.04231436128942731,-0.010263014505965708
CD200,-0.06896274298087259,0.11985683628084877
GRP,-0.0407542546391061,
CDH1,-0.03611789951604378,0.045345408837084336
LPL,0.023607864047034043,0.05366999848960201
SEMA5A,0.051410479935299784,-0.03510594983170675
SEMA7A,0.06946619256660122,0.08618079326694451
SEMA4G,-0.009134666962451292,-0.062399205540728454
SEMA3B,-0.010354315187177632,0.05148568471605474
RPH3A,0.011648503645600003,0.052020131356924126
JAG2,0.008891785817198109,0.10937596270177954
CGN,-0.041529608264120416,-0.0670181724907322
GDF15,0.03263100096982408,0.08762375647702626
SEMA4F,-0.05589907077464472,-0.005342743734068846
NXPH1,-0.017858205460736506,-0.013993579996074595
ARF1,0.023609825812295825,0.10398708861084338
EBI3,-0.024579093087980577,0.031075472911131052
TIMP1,0.023591039107300572,0.011184628924001995
SEMA3C,0.04024294825817298,0.07787828374972668
GAS6,-0.01796729011416462,-0.06897454273724223
MEPE,-0.027854596409677437,
SERPINE1,0.07460069567433102,0.025510427820034598
SHBG,-0.026008706579267623,-0.03364711172334349
LGALS3BP,-0.04031262980484058,-0.005197709063426749
LAMB1,0.10855972732094842,0.13496488743133547
SPTBN2,0.0006982716344238365,0.06974379209407175
COL1A2,0.11763871983825658,0.18682151863785956
CEACAM16,,0.09173106325369854
LGALS1,0.10495273954264948,-0.11141580239912802
BCAN,-0.06271258462255239,0.07342840427860022
ANOS1,-0.077835850673716,-0.035143133467088146
EDA,0.005102639808622712,0.12256303571258366
TGFB1,0.04064393933554023,0.09462771415018643
MSTN,-0.025236477640764646,-0.011115992829379641
WNT4,-0.030929711826139804,
TNFSF4,-0.01388804021500785,-0.003908517554076277
NTN1,0.008253914002296176,0.042338149851714364
CXCL12,0.11035352490152689,-0.041068026445036605
GNRH1,1.9223865399496766e-05,-0.06443812033706073
RIMS1,0.006915537631804806,
FGF14,-0.06905637083542418,0.05013554650190041
IGF1,0.0605467083631728,0.08468798946691342
TNFSF10,-0.04774767615195429,0.17508503902047381
RGMA,-0.08799245786383783,0.001295237845367323
CX3CL1,-0.06031859867614243,0.032038735623136146
FGF1,-0.010822470037477397,0.0791460795919299
ALOX5AP,0.0043153000175825094,-0.0793488986092891
IL1RN,,-0.043786565797773874
NPW,0.12710989462182248,-0.03192678825851055
CXCL9,-0.03996722211402385,
ANGPTL4,-0.057069370778370945,-0.03631308470118846
UCN2,,0.016950526992122173
OBP2A,-0.030270028582965444,-0.011546868815227505
NRG3,0.030131835503257397,
IL23A,-0.027854590559470285,0.06625480420479059
COLQ,-0.012644668778059398,-0.053524986310914686
TNFSF12,0.032188989523678754,-0.06791588055402861
FYN,-0.03368271474829135,-0.009451893643089912
ACE,0.07918765175196046,0.10311440844766281
IL18,0.009583312989020818,-0.013337721292166278
CCL27,-0.02785458982819465,0.07440955874786613
SERPING1,0.008187908425759281,-0.04282122238238361
AZGP1,0.023298159799452444,-0.01700677559482018
INHA,,0.09928399205966079
SEMA3G,-0.0588163667639167,0.27743648590136305
COL6A1,0.11417713238756956,-0.04483488589478807
TNFSF8,-0.034062354502167325,-0.04406869070345766
FGF20,-0.02403606278331042,
ICAM3,0.010236634787433642,-0.010855232155384585
LAMA4,0.09068365780492622,0.13930716625063125
DLL4,0.014012905619034706,0.07159656747371818
SEMA3A,0.03562042798383991,-0.0558427272703228
RLN2,,-0.0014640636938169378
C5,0.0048317193585205535,0.1307487484371817
C1QA,-0.04789397279473842,-0.03530849269385097
COL9A3,0.06779271874906949,0.10016090399120668
DLK1,0.03381947602155829,-0.08507116469985578
HGF,0.014788590330386356,0.03011184070556852
P4HB,0.08093204270518511,-0.018999953096767414
ADCYAP1,-0.0187366968746852,
GREM1,-0.013757639132693315,-0.03371855035261534
EGF,0.004946601555725827,0.17370357211231635
VEGFB,0.01926635757364289,-0.09646747919051786
FARP2,0.111406664237297,0.07900902659120022
LAMA2,0.10893994473781742,0.0015003611106393358
NRG1,-0.024842197587841824,-0.06025020447882697
EFEMP2,0.05178600596144013,0.040405445910543694
SELPLG,-0.07072828992011705,0.057977460443721894
HLA-E,-0.041988651476379285,0.02209772146315195
PTN,0.0861937123538841,-0.023969640287236686
CD274,0.028578837365088965,0.04345349405612736
FGF10,,-0.01977062504921318
