,UKF248,UKF255,UKF259,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.010485798044701223,
BMP1,-0.045138316337024566,0.0767613429218403,-0.07445765897966539,0.033506152583680254,0.023182131850953837,0.07596683486858884,0.03318554443662195,-0.0068206512022930535,-0.00922434235534674
NDP,-0.08668069886092501,0.06489153850637934,-0.08052236731574638,-0.10208853427776962,-0.2108633870649685,0.02129028776790599,0.059992438972449845,0.009171432572762591,0.02506168888905885
TNFSF18,-0.02656698914584149,,,-0.019510019489503767,,,,0.02166041049409626,0.027578208201829654
RTN4,-0.010724145591903501,0.041473789574550224,-0.062025095491204635,-0.10262753929232685,0.21501150159457158,-0.027526801314712506,0.03190813449812929,-0.04010934246108952,-0.0172328591142714
HEBP1,-0.02651224824819551,-0.025185902133295492,0.005169827094546328,0.0010934084184135882,0.09638111696772288,0.012574249620191012,0.059910668394453484,0.06319148231440203,0.04732596039502342
WNT7B,-0.02978234251641918,0.11093262121944014,0.0035236363748127443,0.10807656149491675,0.1336865780122682,-0.020715722552297214,-0.041469402138013436,0.01838632445285273,-0.005090364871802319
PTMA,-0.072507025069789,-0.14589317090995615,0.05839886191586537,0.049739031191069934,-0.20905792021614392,-0.07843905235619827,0.0030363726551455926,0.011574773758362177,-0.02393709365687174
FASLG,,,,,,,,0.03276912138668527,
CEACAM1,-0.01690916050447202,,-0.027721005177661653,-0.030684612706276312,,0.05045105101121157,-0.020089994676137465,-0.005192927275111892,
PDAP1,-0.05921651722750536,-0.08506437653125147,-0.008135468740422465,-0.09783061435812362,-0.3148058160914264,0.034561604093221066,-0.03676026128429373,0.07099982907232212,0.055661147556795756
QDPR,0.0507524892998058,0.014964279570080029,-0.045632742639075984,-0.19423633864530718,-0.05845556228243723,-0.037157768414082276,0.005249976223142545,0.035550824059114854,-0.06389218097103869
POMC,-0.002932094234613451,,0.059901499674769175,-0.022637883799621034,-0.11741862737633729,0.007496308480356339,0.09576055491114856,0.024506961069845564,0.0327236438826304
CCL18,0.10986273074402074,,,,-0.19686160711399395,-0.04362690112260355,0.07673038082436819,,
CCL17,,,-0.024044643401603918,-0.024332792787531424,,0.2676931528049891,-0.0003913767913117322,0.07772626056073091,
VEGFD,-0.021101041364567398,,0.02724212987743667,-0.025924532619184797,-0.11761537301538859,,-0.020089994676137465,,
TNFSF13,-0.015923522942148032,,0.05195281197742161,,,-0.03245412759547624,0.022350637459251914,-0.03382088401479599,0.05340550892839631
WNT5A,0.009753446739430427,-0.017325170452617104,-0.057532753765931394,-0.07929402114884691,-0.05917568358294908,0.10647039075952017,0.06034932449120373,-0.02493115381307034,0.04876666578901659
CXCL8,0.18387973774693656,0.05541171533518339,0.2326551286863833,0.19110171218901548,-0.15749305117831233,0.16273267844472825,0.002797480036101864,0.027395857171859144,0.08273380829357259
GRN,-0.04520106187597214,0.04783372077855179,-0.08115307242429959,-0.10078274853602003,-0.051841813429988386,0.08030936133897561,0.03445618027414473,-0.06784570134429668,-0.08817773453947499
MIA,0.0020279196469594972,0.021737635204455905,0.07145629055262837,0.13557626468994702,-0.055283966380608916,-0.06726382472740108,-0.031244715651485688,-0.020905752192964908,0.11338795405933162
COL4A4,-0.025342171190495578,0.07078034558325469,-0.02309920103487692,-0.025404188494465477,,-0.0446897847640548,-0.018590824890369628,0.0318574729573852,0.007510354419028891
TAC1,-0.07566685994540909,-0.09376962767051965,-0.07241270397271872,-0.13644107118925408,,,,-0.02728644897026189,-0.06469230102880387
RARRES2,0.033343671599970585,0.11163648722651519,-0.11354230015116111,-0.17562852086925837,-0.19515635051004504,0.14797754641448513,0.03606291765879655,0.031955678720153535,0.13868402020802836
FGF7,,0.02805454016625477,0.03240359823468591,0.05358983269569806,-0.13173726832542737,-0.04245630388648831,-0.04282010230654532,-0.012607663718962608,0.038394220707129806
EFNA2,,,,,,,0.02457815192606149,,
HBEGF,0.015083360476248362,0.02413722359924718,0.10477935969689008,0.18276861098880762,-0.23655864345203367,0.09356068990625993,0.01888980354809485,0.08244132583211004,0.03070104291408326
CSF3,,0.09609653716410532,0.16570094402380334,,-0.1121802029036173,0.17228833347828143,0.0466494350654664,-0.021853327648697306,0.11870069585312906
PI3,0.1351437363505269,0.05198488356840996,0.1870036601362777,,,0.1443190261832256,0.05045689214100704,0.11788486342146852,0.11474825115434005
PCSK1N,-0.033209476315717155,-0.04832580143297969,-0.16818734799314075,-0.019797383087795287,-0.04396251984059284,-0.008201097272345123,-0.008296985683989998,-0.061195744139616606,-0.08073092109220097
NTS,,,,-0.029021332307197556,,0.007625788009810958,-0.02326265378250547,0.055423241930512256,
SFRP1,0.026967685904814565,,-0.020979880779698916,-0.042274597630889865,-0.04097208569005415,0.08090717578341698,0.0021299210454505586,0.021749132330259435,0.06925843180985627
CXCL13,,0.0855662612870884,,,-0.11523464475444843,0.059679836124057896,0.0792916090913872,,-0.03623503146018615
MICA,0.03141550126246896,0.030829342010595905,0.08067303401208273,-0.028993479675254185,-0.0926891301389538,0.016817473480094564,0.11297944743552463,0.03142640151805342,0.02071205085414497
TG,-0.022938559765920585,,0.06693355829141012,-0.001805688469373606,-0.05790366864534974,-0.022473578510026675,-0.028650501123328308,-0.004334978757847095,0.009184757034796764
ADA,-0.036220221168617193,0.012025787573977145,0.03787605580786411,-0.01467359008881061,-0.26721199998112977,0.058328453747055024,0.042046065038437504,0.0023408771345626183,-0.0921392109084951
LAMC3,-0.03501361498075357,0.08358349246586286,0.002880248619126647,-0.04484472694613503,-0.1680745956996657,0.03659701688931614,0.02006070415561022,-0.06618976213913437,-0.10254159533705963
CCL7,0.11442771561833145,,0.08916511459133644,,,0.044199150429756785,,-0.022900169030287777,0.1922967553759166
NGF,0.0830554830147086,,0.13116641904989268,,-0.12627991331616345,-0.029276266114041726,-0.018837537344686586,-0.034852877783669925,-0.04025773718959285
TNFSF15,,,0.01417122842611282,,-0.061433558654678116,-0.024712597760237612,,-0.02085860222305235,-0.04944051274759586
HMGB1,-0.09385984543588118,-0.04742603194986009,-0.159763824517625,-0.08593929395313589,-0.3313649724845744,-0.047077125777695815,0.01376029439945211,-0.011076086565224366,-0.013984686399023262
ITGB3BP,0.008519516521090457,0.012745176955269732,0.0699633941947771,-0.0454326455186214,-0.09338437984274937,0.08899947860679441,0.058954999850865435,0.027974602032054912,0.008342032036208343
AANAT,0.016057665856122855,,-0.01658545865355102,-0.022045914310885532,,-0.02223837786516807,-0.025695615503495556,-0.024229333820974093,-0.027276646548064696
RELN,-0.022166115652498247,-0.017587445788087235,-0.02878864199133577,-0.04853798686783068,,,,,0.018115210495874015
IL15,-0.008242134453398768,,0.004100110222109165,-0.019281994042208823,-0.2211287216234112,-0.04074161939277768,0.06161263259361026,0.007178787858193547,0.013177721555664169
UTS2,,,,,,-0.01893760632543428,,,
