,ZH881T1,ZH916T1
IGFL3,,-0.007347740008890259
BMP1,-0.02680708910864414,0.012954059056673867
NDP,-0.02824197927652648,0.06230531168678275
TNFSF18,,-6.197103497148707e-05
RTN4,0.03034688637198845,0.055623765960384014
HEBP1,-0.044788019376519404,0.026684151202888105
WNT7B,0.01683459723970085,-0.028804811338478953
PTMA,-0.0037379822228339257,-0.04782997190574776
FASLG,,-0.02142364145465983
CEACAM1,-0.013517654809821691,-0.015391067719855593
PDAP1,0.0035582882417082564,0.004209093002777533
QDPR,0.002427504426200177,0.02041406584615994
POMC,-0.004325138586628872,0.06616009028044006
CCL18,-0.028884395202798153,
CCL17,,-0.01941812468340503
TNFSF13,-0.01517942036393375,-0.03164021340659615
WNT5A,0.015909448469035175,0.02248901775564045
CXCL8,-0.015420144635367953,-0.024838230703611276
GRN,-0.03647759695943376,-0.028184202338124454
MIA,0.020762187905676098,0.08291112705311869
COL4A4,-0.027242746575724123,0.014560944475084022
TAC1,-0.023321805490135693,0.1031231899538066
RARRES2,0.05392782527606014,0.07316716498513821
FGF7,-0.0018418758412372949,0.058775570057803594
HBEGF,0.049684851502372715,-0.014969516429558188
CSF3,-0.019379404663492333,0.06204719209816255
PI3,0.024304676909982174,-0.044418649552017436
PCSK1N,-0.021644000248030166,0.09254489248182936
NTS,-0.009813157292663225,0.1283045082824692
SFRP1,-0.03139615243499038,0.06636965355123567
CXCL13,0.03280736197503782,
MICA,0.03061833820606028,0.05189822825026449
TG,-0.015949547833242178,-0.01861272228195011
ADA,-0.05217544393074651,0.02190343174761585
LAMC3,-0.08450741850904599,-0.02202469720118212
CCL7,,-0.021423633836668652
NGF,-0.007753587159469589,0.07933640881705686
TNFSF15,-0.012034277592701441,-0.025469343010590756
HMGB1,0.027228313328179096,0.03567657630445799
ITGB3BP,-0.02547359498482576,0.0052255704461076505
AANAT,,0.01434180418505823
RELN,-0.014536103149305243,
IL15,-0.02935530684910348,-0.011974482242302211
BSG,-0.004290546630797752,0.036874758443904844
ADAMTS3,-0.02537996241480682,0.05282337802457049
CD34,-0.0032061277278708253,-0.013285271182009593
PLAT,0.020774028577841136,0.006110248903747726
NTF3,-0.039078368311039495,
LTA,,-0.030506497909677764
CKLF,-0.04409651584776792,0.07867643396931799
CD24,0.018170453408310434,0.009373897889070044
HSP90AA1,-0.02105874302707547,-0.05208693328695823
BMP4,-0.03092055331718141,0.06799400780995368
SCGB3A1,0.03505105730416687,0.04255098694005783
IGFBP4,0.01931965893591564,0.017008999457814075
RSPO4,-0.016830642449330406,0.04703491785550955
LEFTY2,-0.02288856180041278,0.014264778294656671
PF4,,0.0264252607603429
ANGPTL2,0.04800947073389457,-0.029975418864620428
