,UKF255,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
COL8A1,-0.0308806154661922,0.003933697066848796,-0.04433069691911423,-0.0217587316760896,0.06027056837685901
GSTM2,0.04910021551611993,0.02324609681708635,-0.004615725036152615,-0.03402566301551538,-0.044050951027922516
SPX,,-0.04206584293099966,-0.02399395877684458,-0.08248306041333112,-0.05171741548931189
MFGE8,0.07702545599141962,-0.1571902919133908,-0.07053736097878999,0.00613700424735068,0.0708255325829033
TGFA,-0.00810530648478609,-0.03515872005303802,-0.05992969216178628,-0.08476864960601871,0.0587697021729424
SLIT2,-0.019650576308759247,-0.04087607370944424,-0.013536626470665239,0.07581684154522515,0.04612406819520703
PLTP,-0.012953652779439787,-0.0546912566966119,0.09110678188287336,-0.08057913063276025,0.14545678495675943
APOD,-0.07548531192084779,-0.07447576587859094,-0.17503604525997957,0.15103073927235522,0.14432251722423672
B2M,-0.0634202004512289,-0.000821320269261199,-0.015393961711676844,0.006377087477159198,0.14056880539302466
OMG,-0.04737590064782975,0.029515668633627902,-0.11491407714579153,-0.09217634219768207,-0.042507725183407605
CXCL3,0.12738215161228186,-0.08885411917344732,-0.049771438596840925,-0.015368265576120697,0.058111150563755716
CXCL10,,-0.022676522352992338,-0.03918475723782623,0.0032948401783405258,0.03201003718921724
RSPO3,-0.0027014684684253504,-0.0371712236741161,-0.05390927144732984,0.0096492429662761,-0.014249895955994444
CORT,0.036278208874165364,-0.0475738957224638,-0.004581010675432568,-0.002918420151028972,
NCAN,-0.06817376045083283,-0.048266901150385066,-0.12854834030557954,-0.03818210076630494,-0.08981941965491874
PRG4,-0.02765559769305552,0.012946876929485318,-0.02644915797774895,0.02255239052511912,0.17807525557424034
ZG16B,,,,,0.07820831686423171
TGM2,0.04855393292002571,-0.09150790875067458,0.026288997888538466,0.028712212927716137,0.0884129599386048
VEGFC,0.12029423299159915,-0.03761860783229703,0.0021683861066139356,-0.03734072751464107,0.09686989170405813
WNT6,0.00620802767532085,-0.03987065484994962,-0.04881181863616667,-0.04656007411963183,-0.02145861642754978
NRG4,-0.01853932211807804,,,0.07112949455635562,-0.014249897553067803
PMCH,,-0.04240734005870438,-0.004684819322167036,0.023053798871301222,-0.030728192520268316
COL9A1,-0.05308978578318415,-0.0030383803686858594,-0.07477238473045766,-0.06485901484471826,-0.06043780511842147
GDF11,-0.0878878967157691,-0.03396123529170227,-0.005184470184501255,-0.016648973919601746,-0.025242815021048907
RAET1E,,,,,-0.015632036367462143
IL24,,-0.031617890861052135,-0.013096351781713176,,
SORBS1,-0.01831191367491977,-0.03471720258461374,-0.013919361964485963,0.1289056911618577,-0.08654553608560596
DLL1,-0.05631772261256508,-0.06011917722785469,-0.09763454075982632,-0.04164917289291383,0.061360629367676556
TLN1,0.03963324067220833,0.035546513457716325,-0.020620258551610267,0.051569353594223294,0.02519532368562789
COL2A1,,0.03160444122277083,0.007548125151743324,0.01588521803652556,-8.153291085862272e-05
SHH,,-0.0861467486504905,-0.06953736510297126,-0.024145056888826517,0.028992050561759068
PON2,-0.0679879228840157,0.04284068284117175,-0.07151721826993447,-0.01746270615030222,-0.08371515472679354
ICAM5,-0.02643800077570886,0.0037861492727360767,0.03538454319534405,-0.06913417327311716,-0.0013643017437749423
HPX,0.018102917384459374,-0.026504294773577238,-0.08185998948002644,-0.021927367323683045,0.018713367283788997
SFRP2,,0.0002117564332232692,0.013826724010838459,0.15577391791688752,0.16415898183205144
CD70,,-0.05289063182577963,-0.028471740051729852,0.004583208274211722,0.1313222475689656
HP,-0.04424692744619936,0.03654844652784832,0.10560332061639537,0.007446136683080985,-0.02131628816698867
CXCL2,-0.034183991704237957,-0.11103722327711284,-0.011044649778425642,-0.07247281971181574,0.08669511623622471
NPPB,0.024234934936540796,0.0442966636959051,-0.00041419591928918,0.011579915020130751,-0.01445493405335595
CCK,-0.02261098995186518,-0.037612192790083564,-0.09256152113739217,-0.1674700663317502,0.07109137274091024
SEMA6A,-0.058670988907934284,0.06843734902049621,-0.010603867716477693,-0.05623077843239294,-0.05208556278734453
IRAK4,-0.01609017574858793,0.005452262770337183,-0.045776231720472293,0.10225421974335651,-0.01726907322345025
GSTP1,0.04335829840480773,-0.07803298685858774,-0.05309129837854081,0.03148888800880047,-0.03372311341090821
VCAM1,-0.04027947035942969,-0.07983735047420899,0.03846004945925043,-0.025953961938283077,0.013688025029167128
NXPH3,0.01670448594094667,-0.016339463626813686,-0.04392003843222515,-0.060151160454981756,-0.0328383826331478
MTMR4,0.045412086499618885,0.06769834813910688,-0.041878202839632894,-0.04705598973181802,-0.04299766369089877
LAMC2,,0.017117298353733518,-0.03775475280374915,-0.018179347839051254,0.05185129167310435
IL10,-0.025810538414714444,-0.061068336069291324,-0.035415373119894296,0.009658881453386049,-0.009236696272933694
SEMA4D,-0.04162277509995985,-0.010101584155119284,-0.060830301825218425,-0.14853016808699065,0.050863568909033464
TRH,-0.019102484185489436,-0.011339338507782029,-0.019254604613218176,-0.11889397326527591,-0.01619049550894389
SEMA6D,-0.09537510582752727,0.035974730403168495,-0.015607357616274858,0.03579736458865842,-0.08410843078335652
CEL,-0.02096268056018313,-0.01844136915928938,-0.04693562107595334,-0.02181331403148546,0.06978869911681738
PDCD1LG2,-0.02581052503992281,-0.05752788567867582,-0.002647767548387766,-0.027672439431849816,0.03976646323029254
SPINT1,-0.025169383699375745,-0.0755201423372063,-0.00752635368583253,-0.026004475311272066,0.00022550623623308116
CTHRC1,-0.022444004825003184,0.0013497868311364008,-0.009220923771208176,0.08917757584826487,0.15462375810216666
PODXL,-0.01901199941751436,0.04214735007119917,0.010880031268019464,0.09832777937932936,-0.010625578403575874
JAM3,-0.036977966806520095,-0.030124549575957782,0.003182762700742684,0.13700891444380425,0.05556163830728698
TGFB2,-0.04210031011973579,0.016436453677138245,0.03575055935022259,-0.09166533236728222,-0.03368936554564215
COL18A1,-0.0859088970938421,-0.11114334194097528,-0.0675673138868162,0.010396317056651394,0.12054258624420074
NODAL,,-0.04726559246827684,-0.03551108080986808,-0.008100384776099548,0.034073927457692756
INHBB,0.008637683996618534,0.03961802104307487,-0.04431666641363865,-0.0064579178586450904,-0.009889048313883965
LCN1,,0.029229924159041108,0.01752204074295536,,-0.016372710289008507
ARF4,0.006532863920215856,0.014605914975544459,-0.07857917055261837,-0.013220944556229823,0.041845137220313335
CXCL14,0.02278935069758061,0.062263250093605664,0.07523056116410361,-0.14933021276515482,-0.03982095337281124
LIF,0.063912699454227,-0.10415348809259668,-0.041954379709333835,0.10226834914533971,-0.08482002656972447
IL17B,0.0612823470130242,0.01791635842908086,0.032128170395958916,0.0007428555594142118,-0.02765579858610539
MMP1,0.07307194754935734,-0.03650884295033109,0.0193258845110803,0.06325083923357444,0.05516600892136648
MATN1,0.0389024440067234,0.1362941920127207,-0.045263107475004956,-0.017280783489640492,0.13170060570762085
ADAM28,0.006522433840199934,0.014200869482456786,0.07547292842581431,-0.0378920873481497,0.026882247402669254
TCN2,-0.01165223307620787,0.009181773860085242,0.07705002626351581,-0.07639457212095731,0.04752589903250452
THPO,,,,0.04663434964117031,-0.021316294656129022
CUBN,-0.029962551305299175,-0.06459767329899149,0.007729816496223411,0.05260366626043482,0.04147438806765421
TIMP3,0.03736789986315422,-0.0876191978128949,-0.08269467848664401,-0.1267473913880239,0.16151407679193552
PIGF,-0.030116351279557283,-0.01299089300303958,-0.022577552976359806,-0.05980565750778559,-0.026134436398156526
CRH,,-0.05263185876180702,-0.020019253283121107,-0.06328202261224666,-0.024278633859183243
BDNF,-0.03755922969079097,0.05375776113698935,-0.032717150540212854,-0.006774924631180651,-0.0017385532011411152
CCL5,,-0.04095030873957394,-0.04342110583862024,0.05658119779101569,0.17895062303640627
GAD1,0.03419978288297825,-0.06488503869052097,-0.09689642604149415,-0.05564448146958889,0.021051356676160756
COL14A1,-0.013264581662908876,-0.1293741350698528,0.021835343149312954,-0.10580359328300137,0.16344675413244664
HLA-A,-0.007514346334321603,-0.033049021575747156,0.08407673832353228,0.08382609589207397,0.07632901120927976
FGF18,0.03594168308014327,-0.05172243095591422,0.006251303805073256,-0.05820498896775542,0.08527214527443523
ADM,0.042067863635002666,-0.05012436541412209,0.06977766180773533,0.12714187154101592,-0.03764430006465472
CCL15,,,,,-0.014042016624566176
GNAI2,-0.03529746522446888,0.004169695941608644,0.10843572492018341,0.14217990919218396,0.09562473097715786
HDC,,,,,-0.04752808459967536
COL11A1,-0.12691778257334155,-0.0314065338412517,0.008759984496820986,0.06414459918207972,0.14906978926582232
NUCB2,-0.012039150424933249,-0.040992644110652864,0.04925830912587355,0.04059486656864911,0.07222263955060476
CXCL1,-0.018822861850642785,-0.0961944204105361,-0.06897826078259127,0.0010305791685725628,0.10128156662631951
VCAN,-0.08835012781119979,0.07893840102310515,-0.013212239650550649,0.19522726573974317,0.13615694779081292
MMP7,,0.004993646405074428,0.032793827215834216,0.07200399226523899,0.0323365606883202
PTPN6,-0.027157513442308417,-0.019753362975123985,-0.047630342964007456,0.04902403184716671,-0.0320986721843191
PTGS2,0.013651863233312493,-0.10250145063001927,-0.012431974979569412,0.03613675111339275,-0.01417167261265293
CD58,0.017605803409879554,0.003991338000471625,-0.05221149122380035,0.007937093604325754,0.03618356696564446
TNFSF14,0.03673758207528631,0.004520725707515478,-0.05012063851318602,-0.0501636156481719,0.0896947576443921
CNTN4,0.12238957740560388,-0.06020835639730653,-0.023453825294375247,-0.055952771165370126,0.06736443997335931
INSL3,,-0.046014409691164264,-0.033127488624252924,-0.007084848836841714,0.06873754348388657
BTLA,,,,,-0.018591263208389757
MFNG,-0.023979979084520348,0.05030958166946815,0.014246100595632272,-0.05686860286293127,0.0018426684735024627
ICAM1,0.08213868940225438,-0.04594979790481092,0.05119541944062615,0.01943889379854323,-0.034485563088304576
PROS1,-0.001239941129309317,0.027667101585421613,0.02661520217937707,-0.031333672896572934,0.06444337095525256
CLCF1,-0.04158502228558799,-0.04325261590221884,-0.07185769149692646,-0.053601117293519546,-0.034842474180955235
PSAP,-0.06860314066878523,-0.0994047913497364,-0.008956309555585818,-0.01400388176173913,0.0394626192050107
EFEMP1,-0.012840148215237249,0.08889989831345138,0.05508485021708259,0.059944856311629005,-0.023441838412513107
C1QTNF1,0.07537875227004648,0.025094378648459856,0.11694370182922256,0.22636612336896358,-0.06700607289852772
ALB,,-0.03338666179099827,-0.04736586085162096,-0.0045337014008352845,-0.021740800262759652
CCL13,,-0.030714111365361896,,-0.0505650504142096,
EFNA3,0.035219968525124115,0.016186035477948894,-0.09648687761253362,-0.09169393723663215,-0.013022580662545932
DRAXIN,0.050893158042020596,0.01330240703952939,0.11627979064469954,0.057432226096215754,0.056985670261047484
RAET1L,,,-0.00854293411576391,-0.057436694328135,
NPTX2,-0.045191529612208264,-0.046507877622350896,-0.07637750780523817,-0.027687108546384044,0.009447831842901162
FGF11,0.058840984318487145,-0.045082799910994745,0.02289472208120444,0.09064503810149542,-0.039243536196412646
CD59,0.009662849196838606,-0.09728827396846425,-0.02221049397406884,-0.012631604284132408,0.12304765877660356
COL9A2,-0.020071871362293315,-0.06598040324704461,-0.07201399740358504,-0.11199936040763107,0.03485430070040365
DLL3,-0.02716707148486688,-0.05213247098751116,-0.11620210043052444,-0.15161805595972488,-0.009994019866479418
FGF5,,,,,0.010288898064550007
LIN7C,-0.10316709160093235,0.016829979308744622,-0.09201892395040195,-0.04189683530798768,-0.04961361389662888
GDF7,,,-0.028748437249443686,-0.012154437805561837,0.0053675704136720605
PSPN,-0.0434837499460994,-0.031008065887804543,0.0004312965061605677,-0.005651523246751133,-0.04100263851686331
ANGPT1,-0.022444003502435347,0.05401885797519415,0.0019094522573388484,-0.03651442751488993,0.11856896141063451
PNOC,0.03401043263832875,,0.07814182861405485,-0.017806292441473172,0.0013862709537643108
L1CAM,-0.03858471280381137,0.05589659334589091,0.04360500875110126,0.1355435513119264,-0.02415078553142187
APOA1,-0.04508835726561064,-0.02867895651998466,-0.05567590100254918,0.03669347503046384,0.025599177523120794
PSEN1,-0.025958637144354663,-0.024610956598889934,0.005861574470120016,-0.013240197869332353,0.09033862721771568
CALM2,-0.038297354359064735,0.10450563022370939,-0.004453336032565869,-0.0820628320642112,-0.09362453778032624
CLEC2B,0.04803973769989789,-0.05244082407482505,0.00599877808710118,0.019396286915097136,0.09674707279541142
NTNG1,,0.0011610635434145357,-0.11675561696655787,-0.012935215137146632,-0.04513866145504749
LRIG1,-0.052823500447984464,0.017971042290658188,-0.13420450986495813,-0.14096467538764024,-0.0681866244094407
CPAMD8,,,0.01749777806488366,,0.0219268591672436
GHRL,,,,-0.05050207590464054,-0.027655795113195623
NPY,-0.01766319108934406,0.0504196326434018,0.05987563381047547,0.08209603247371003,-0.024278627071826615
MMP2,-0.09064902363144847,-0.03422311862807903,-0.03361595728734455,0.052372292056670766,0.0956715857671936
PPY,,-0.06475627218727441,-0.029676047463311057,0.07869135539007392,-0.03846452775645774
ALKAL2,,0.057745043486316726,-0.003763795724444658,-0.04682290982452734,0.08208937969971825
CSF1,-0.010245478118940771,-0.0034318507782460134,0.01789147910275823,0.16548538966602655,-0.035285945323935114
SEMA4C,-0.026202379267881777,-0.007368332661664643,-0.006636790429159661,-0.06008012009989266,-0.004510489017351489
BMP8A,,,,,-0.017257003458133295
ICAM2,0.01874415434841056,-0.02748470346439418,-0.05672903006835898,0.023337943372853425,0.11355127690281512
SYTL3,0.06524009935923464,-0.03206422560791966,-0.031009233246495006,-0.031023538952041647,-0.009347185270462372
IL1A,0.0049213621811277485,0.02661479441777539,0.022038537211323796,-0.002575960319558373,0.06436825715330766
HLA-G,,-0.03496246189160344,-0.02452297569175338,-0.06884007002190473,
PGF,0.030414210555538664,-0.057842144802229406,0.035630179223779694,-0.03687964267902283,-0.0130228639386852
LGALS8,0.013863180323797493,-0.007911399062658437,-0.044412206093542385,0.019435783443451492,0.011917763129934911
DKK3,0.03864235117792216,-0.10860473101335004,-0.13586968469474847,-0.18312711483298036,0.04198153884675545
COL16A1,-0.05542790874556266,-0.01695351964437532,-0.0906790319994505,0.03398625607087105,0.09231968187161
TPH1,0.036266543889505495,-0.004237811657242821,-0.03854285455065645,-0.022386068584125646,0.05861495167649746
TNC,0.018396919445924646,0.07126509492600974,0.06687548304093306,0.16003105805781534,-0.08936576960110998
TNFSF9,-0.02921077938747462,0.0170393292498957,-0.01841611050306101,-0.03538210085052979,0.06761149822431647
C4A,,0.01629050245640497,,-0.04718034517441501,0.012472093100817396
CNTN2,-0.05140656207695347,-0.014543526051988678,-0.07054822467684442,-0.13089429851830514,-0.04184045378996912
F7,,-0.020760796390861223,,0.005422602074409355,
LUM,0.03283653642463399,-0.04119354394163804,0.03463226020474507,0.07348955804852352,0.16846844101015945
BTC,,-0.031169111277308446,-0.030739615506419352,-0.02841045436114101,0.03365857703774496
APOC1,-0.09338872426152824,-0.02717536455204408,-0.01439969738522399,-0.153829322778803,-0.08031379490542298
PKM,0.10286842029586636,-0.0061861386998043125,0.16239105669896137,0.1360510376478126,-0.09994519910938697
TNF,,-0.030252698819699907,0.12920880571750362,,0.028011002257985158
GNAS,0.09026562003965755,0.005650308185658087,0.07684749583363175,0.03739994540579418,-0.03875389511123626
BMP8B,-0.03735247094887016,-0.012242160147014803,-0.09505550885419427,0.06710649717699325,-0.023928402213450023
LIPH,-0.018822859871697344,-0.030714122661264904,-0.03738943312193762,0.05707517214157134,-0.01519100065115508
CCL28,,,,,-0.013400100500391227
PTPN11,-0.06877054134672199,0.06385754107180643,0.1317737695249912,-0.049544915342594,0.008596216034954677
ADAM12,0.05282179938924922,0.04400224421945276,0.04959697088456435,0.1421166995627815,0.14639939284608341
EPO,,-0.007523143960351809,0.005048678307067409,0.0014768799156379825,-0.01424989322766203
EDN3,0.02503645983417991,-0.015135240869768665,-0.030625668127267316,-0.07337916615590985,0.024683531035851712
CCL22,,-0.037752171697218194,-0.023022889985063907,-0.027976715950865816,-0.022019819233319905
CCL2,0.06804427422096108,-0.02694566110689488,0.010020024325733881,0.06659396538694907,-0.061615878015066045
DSCAM,0.006361233777772565,-0.005798841084341205,-0.10323072531333842,-0.02458288231266239,-0.06570286744910116
ANG,0.05587757678261005,-0.053743639006909864,-0.053046693148947735,-0.004594989629161538,0.006064167016205264
FBLN2,-0.025810515274215063,-0.047949242769534335,-0.10078183262134077,0.07537157132780951,0.1497787325067933
VTN,-0.021960354895964804,0.0076346070453195865,0.08914138387363474,0.12552909720441144,-0.023239197303225982
VEGFA,0.0016085565659469103,-0.01528515604009506,0.10587582188072003,0.18183091635490028,-0.04401809754100742
F10,,,0.023558612372406088,0.011339827648842282,0.04138230995436152
SERPINA1,-0.038397440224023194,0.06131667917302002,0.02852515137529795,0.021862882321872567,0.037627754035619
VWF,-0.09367846405199547,-0.08640802851591005,-0.010004788519019646,0.0013100695209461465,0.05080868553623374
GDNF,-0.018118191770282455,-0.06011540296207738,-0.01844160752927426,-0.022288895460712516,
VASP,0.06763090403718974,-0.08823399639748082,0.025100271694820063,0.09180901606756824,-0.03102516773791375
ADAM15,-0.014087815717208756,-0.09198639396383204,-0.06782957627250534,0.04408384959063032,0.0860894050448815
WNT2,-0.027726847763439758,-0.04137520556166833,0.06998877099600245,0.08566910229152483,0.05196064123764121
CALCB,-0.03350935101965984,-0.03621087259700784,-0.03815327447016906,-0.04656879693969765,
OLFM2,-0.05500367558429651,-0.054448876619319,-0.10032664877197617,-0.024856419506691513,-0.09437170677483406
MFAP2,,-0.03145141959014662,-0.002712646614591927,0.12614075225718016,0.13868509736616216
HLA-C,-0.02272973415589322,0.025974485351396185,0.09430009347165677,0.05264091332923965,-0.02556507490059382
THBS1,0.08971578035032546,0.08806416991232567,0.028778982285384187,-0.006353932048707537,0.15421606546359073
HSPA4,-0.02319979486578646,-0.0226873844957494,0.030352115045339804,0.08026226216392503,-0.033161330521417114
LMAN1,0.03244789759543596,0.0501332763305399,0.05700488470820823,0.010261579381146536,0.08756195453633694
LYPD3,-0.025810538839311344,-0.03721607316054184,-0.02394739710265152,0.03830545058576023,-0.029551143268364204
APOE,-0.05647669071108113,-0.09383408069965456,-0.056289813509833635,-0.2872358057424175,-0.010122146195763867
SOSTDC1,,-0.04943103474210127,-0.05169952742480024,-0.04135129198908017,0.012481059403778917
ANXA1,0.06598290280663568,-0.10103004152777012,-0.019120133595608223,-0.050741068004389336,0.018424184664146928
WNT2B,-0.025810543616027918,-0.046178113895895455,-0.010288288922341121,-0.021869959970285232,0.11344284539892487
AMH,-0.0694307286876557,-0.0693608394432009,-0.05398355043271298,0.05295055562907714,0.060512966474844776
GDF10,,-0.01652034471118497,-0.019170216971056368,-0.031869706379536546,0.037285268312955526
EFNB3,-0.03748556022597946,-0.021673010499048642,-0.06396675767442626,0.011431565392882393,-0.05065599203169324
LTB,,-0.05404295537881129,-0.053502114334691306,-0.014779782820341078,0.061799632455429285
ANGPT2,-0.04458770958617614,-0.03762380163446565,-0.030781433989406873,0.04758002875278741,-0.04160913099352343
NRTN,,,,0.0012871644731938252,
ADAM17,-0.05306522222168912,0.08502819503267738,0.06826034154250502,0.03598778900743182,0.017507923466695097
LRPAP1,-0.04258414011304166,-0.011798465683823962,-0.05240131874714351,-0.03630093490657402,-0.07718607648104557
NID1,-0.03066692290333661,-0.1192206276474476,-0.006127392520228583,0.05697470310701336,0.11259811879273735
MST1,-0.02145060797384308,-0.09256113862625986,-0.09822619059573694,-0.04394203205396427,-0.04400211942940545
DCN,-0.016533523047628982,-0.11867729645721178,-0.02961391324630839,0.10681306014279654,0.1655345241578333
IGFL2,,,0.01952053987430789,,-0.02493847318968814
COL7A1,-0.0069980320179166755,-0.05638387412605,-0.047279945574216484,0.05378805075579943,0.11649028591745211
CALR,-0.10010046854235817,-0.06565790743337045,0.10942963363131386,0.11924812580653384,0.1273390140480308
PIGA,-0.0011446488057085752,-0.014164668611474108,-0.00966580504407153,0.009483160571311282,0.05630605917095378
CD200,0.038793713779733834,-0.00923769005165389,-0.09859815960052754,-0.1368857293950692,-0.0007678870018720605
GRP,,,0.009312335448720203,-0.008038531920121566,-0.016908417610280554
CDH1,,-0.005236608461310316,-0.05473718342742906,0.02292041750634177,0.001578471990880025
LPL,-0.04153634959946061,-0.11162491036321213,-0.182117962972448,-0.008160826266577737,-0.11413436656648304
SEMA5A,-0.03781941993908403,0.058960484555767675,0.038503073934637755,0.13841501354923064,-0.02064317874721667
SEMA7A,-0.03288260286337245,-0.013867885688839291,-0.014595583870241556,-0.0346978256443804,-0.053903188031526814
SEMA4G,0.029121225252198294,0.0028826327180891008,-0.02634031198093284,-0.059219301296031736,0.016420632836088515
SEMA3B,0.061357819194544486,-0.14270545825077308,-0.07176651084931104,-0.09347741478649753,0.00720557667073033
RPH3A,0.005816653167598294,-0.005555882074372364,-0.026640438347048222,0.06904874444578893,-0.03426645662565034
JAG2,-0.02015553042417012,-0.03429411881216024,0.04577111493506362,0.013420297805976618,0.050114572049660064
CGN,-0.02788057753502932,0.007069688327525157,-0.046203055691655635,-0.035928801853813606,0.027392248668578114
GDF15,0.015290364773967561,-0.021666474571531872,-0.013286878216397078,-0.08258270061740094,0.02498442489127575
SEMA4F,0.007305242365272996,0.0328091610855958,-0.06335582888763537,-0.0005919231044416493,0.011878952741348224
NXPH1,-0.010638531962658482,0.0657609775700575,0.003968198692555882,0.15062288806774432,-0.03319031358122676
