,UKF275,UKF296,UKF313,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.05397459156847869,
BMP1,0.02288219599704279,0.01569470798689179,0.12251835638821654,0.017284743016096678,-0.029798596146569042,0.10117264103185368,0.0018230513295353348
NDP,0.014429165326258854,-0.01417454758612636,-0.04132784288901522,0.05664159408630453,-0.0003095998451577767,-0.03959989992974609,-0.0346333964350166
TNFSF18,-0.010647509681371023,,,,,0.11908695657520489,-0.037877406731678255
RTN4,0.0246185339546909,-0.03830932676235385,-0.020025579460718868,-0.04341239140437205,0.041904592468223416,-0.01669250565033428,-0.08221434651963776
HEBP1,0.06842129876225866,0.01870880435166228,0.07808403939286253,0.03977750178056182,-0.0017568067142872605,0.0433507004922239,-0.03242006655491089
WNT7B,-0.030520095349847606,-0.011723843064883003,0.008990704623406688,0.029760530006736573,-0.00821604971243417,0.007067352870651356,-0.0015127741022625772
PTMA,-0.01956162397444262,0.061813164712610065,0.06990429052198413,-0.07798936249876577,-0.014543220424965288,0.051029610470153475,0.0696079396377096
FASLG,,,,,,-0.026337023515406156,
CEACAM1,0.031817407651434274,,,-0.01689306958701784,-0.01569862650404825,-0.025200709542728083,
PDAP1,-0.031558292741546624,-0.008056998213229383,-0.013191303361325278,-0.0489485893942557,-0.0354099551697522,-0.009471983741400203,-0.028645587946596995
QDPR,-0.01821898016941394,-0.031580531570077744,0.04529931597404874,0.017796461741131735,0.018625231755957882,-0.030096041709661688,-0.02585897165067905
POMC,-0.012354528249030876,-0.03153248605879687,-0.032594915040319215,0.11493945718854962,0.049997087755752026,0.014710657207608446,-0.014117495738389321
CCL18,,,0.014475884481986877,0.06471945307119113,0.03470155316979253,,
CCL17,-0.013279517579130084,0.1647759942023617,,-0.024386206486205635,,-0.005701439118174254,
VEGFD,0.004895573067796699,-0.010643870165970596,0.045582128601435346,0.031179986247470287,,,
TNFSF13,,,,0.05133735179618528,-0.017628505402297913,0.007161157793904317,-0.0029289429314231573
WNT5A,0.02789886756774439,0.025731235881393408,-0.01234395752059528,0.049516243877222435,-0.03809234505377204,0.07786359461753081,0.09443975170194262
CXCL8,-0.029914604029184628,-0.00991203470941291,-0.02482375704770972,-0.017002310792341928,-0.020125558774229356,-0.03852805017843833,0.03703506732912257
GRN,0.034301283644782625,0.029590768072508888,-0.02831558300995186,0.022676418392939334,0.03623192420554606,0.11968418739667983,0.051454294507184216
MIA,-0.0024185033895376415,-0.012105160735606543,-0.011267216956359818,0.04096549793169525,-0.062009917352023956,0.03385788907896431,0.029688626609182575
COL4A4,-0.013864227203243833,0.007992156328133217,,0.003974436389551557,-0.03163815835317767,0.029920804592213215,0.00887340784326467
TAC1,0.027685687790131905,-0.026115493915702632,,,-0.027084602983328553,0.0373291642505951,-0.061230462677725896
RARRES2,0.004996282192305568,-0.03692455080435901,-0.0752986965551715,-0.021007111699258153,-0.06675579539476993,0.05768928720813352,0.025729038840129222
FGF7,0.023395742473435368,-0.02576277928924339,0.007074388444945715,-0.024030031624318732,0.011131973235789473,-0.0007703176779489785,0.04834242862041276
EFNA2,,,,-0.016055732106260722,,,
HBEGF,0.05917185634681727,0.015063145301082107,0.04244097787521774,0.03495348456995219,-0.035666909023816265,-0.013618282497169511,0.1269324443654146
CSF3,,,-0.0028441114179532986,-0.02991000295403682,-0.022506125504989875,0.00941116854277601,0.0354968842087368
PI3,,,,-0.0691378516540488,-0.03045036871640142,-0.054605797070022125,-0.05976157196876865
PCSK1N,0.024210112439265248,-0.01457128290073731,-0.01373692321452706,-0.017012246340075133,0.01912019564674812,0.024652779673090996,-0.050207520564284916
NTS,-0.015838267966539643,0.014558892365386183,,-0.019560862780782142,-0.009713848774716797,0.04380933256830735,
SFRP1,0.02648602931886596,-0.014510831339474763,0.028527478544679064,0.0023645837711888137,-0.021392407548048598,-0.011892673363290003,-0.016448615833454642
CXCL13,,,0.0029361905230792093,-0.041251752789379134,-0.02668079970839929,,-0.02665092808000337
MICA,-0.0011476189171544982,0.01782233695059116,0.01705587238743177,0.05122542991587594,-0.018502791799550285,0.08738771536371293,0.032346595998653624
TG,-0.013378611417638507,-0.010501425519577138,0.04788681045663041,0.026313753999916003,-0.01852288713280316,0.0016947441208290935,0.027395845166949442
ADA,-0.035101777006633174,0.06699941506133673,0.004312083846853132,0.05824996586997141,0.013241602691005838,0.15044259807462917,0.04720763413008721
LAMC3,0.01676665201597071,0.0962103561962131,0.06667245633154974,0.05253532426993125,0.02106987833476376,0.13721928108068399,0.1015780096541638
CCL7,,,,,,-0.010362252064478949,0.013213998046779078
NGF,,,0.040465079581086125,-0.015839916054821976,-0.019684743275498698,0.09953609069219561,-0.0549002864856008
TNFSF15,,,0.0049273280251318115,,-0.013975917556097795,0.08070497843877876,0.0503072534197745
HMGB1,-0.08025811639185282,0.05820861869796329,0.04606514845724538,-0.061588667121672026,-0.04960063114561435,-0.06940355151637016,-0.050373047510231195
ITGB3BP,0.0379397367513181,0.020911740748083454,0.05095669024248488,0.031188744183961035,-0.015373718985475217,0.03351406622802075,0.10833290645940613
AANAT,-0.012031463432730795,0.08205039366522378,,-0.021606666790081074,,0.0753514277436408,0.09582435958324408
RELN,-0.02648939870959768,-0.04734013145886225,,,0.07406418159557963,,-0.0901120052589269
IL15,-0.008517117390279497,-0.0032882436945011824,-0.03130215697939416,-0.03917268592469415,0.008654056790966626,0.04974883963997413,0.08899134438275376
BSG,-0.04154641622504668,-0.041769349362779915,-0.12046641540288489,0.01627550512307347,-0.0554591296130597,0.014065865018334229,0.0250369503545339
ADAMTS3,0.00627026411843896,-0.03187543166863179,-0.04744137982545001,0.10094811821961198,-0.0012748799989579283,0.08108103985604709,0.050103301551469644
CD34,0.01127583330017387,-0.009456680396077739,0.04929678875363775,0.047197624144737736,-0.0064332081411154,0.1096377061857566,0.0907365979550637
PLAT,0.029956352003447224,0.0018146736804104978,0.02421625294952176,0.07913108509085681,0.010041618983454846,0.09388770804761608,0.013246094464912
NTF3,,-0.01954061825500933,0.08512535779753472,-0.002582867129614848,0.01209114300737541,,
LTA,-0.011587553160305459,,,,,0.008036958947274757,
CKLF,0.03626085489738727,0.004001203323342935,0.0337473472008978,0.07387683639851769,0.014344392805376846,0.05266146169149472,-0.024509074610725597
APELA,,,-0.032758064424693485,,,,
CD24,0.055548528050895975,-0.04786472312292778,0.09127160284906119,-0.03433270347128365,0.03697999840454725,-0.07438523610081246,-0.07495504641983215
HSP90AA1,0.054553167100607085,-0.04354405803554301,0.08669994905897656,-0.08970287595319816,0.0331067959436681,-0.13968354340580824,-0.05767945678985256
BMP4,-0.03323646746246828,0.04496463599395086,0.04435365362953447,0.046142758491688064,0.017375296322930816,0.0858786626590516,0.11040570222931666
SCGB3A1,,0.01743454498491591,0.051594121316847284,-0.017687595857078756,0.07583599703509424,0.10481776827353184,0.012031645691179652
IGFBP4,-0.003111548686336016,0.06120003146039217,0.04310750790188559,-0.006743384192128507,-0.0005461147404988088,0.1626563557836393,0.12495526512352716
RSPO4,-0.013477029757715937,0.017357471447860068,,,0.01939534363432932,0.03651252149556398,-0.01023210394147193
LEFTY2,-0.01625262643743605,0.09071781855269943,-0.012059878337071558,-0.018461207234497415,0.044754931462408276,0.12485680410388518,0.020684460894475423
PF4,,,,-0.014716190065505624,,-0.013984528967569566,0.041220641554453694
ANGPTL2,0.038622985355117864,0.008092411735004992,0.007105143523257575,0.03312708612187199,-0.019532467385975114,0.04346347337154782,0.04818957043924323
LRIG2,0.004288374256669335,0.032293463170045694,0.03149854915183432,0.02381687009722937,0.017302568102685902,0.016561085375814646,0.018110149896676427
ICOSLG,0.061561774092624345,-0.019378230619057486,0.005713088791717798,0.03012186094891017,0.024515963724966925,0.06175684321855457,0.028810902842092267
WIF1,-0.01039990465138052,-0.019214650176258376,,,-0.018170030148545672,,0.013408811193093274
NPPC,0.07299508158558993,-0.01419054176219854,,0.03186519196081611,0.00016061066366764417,,-0.02896912999881147
LYZ,-0.050339405416331286,0.0671571817574289,-0.0725461290499655,0.06362146460526182,-0.010890003278208651,0.0739035089248205,0.09408114026760743
EREG,,,-0.020240178854865138,0.026947160049688612,-0.024345046573843888,-0.011382218505111794,0.043562123251101745
SPTAN1,0.0066440623846942826,-0.0467166078178466,0.06306135091790412,-0.006707920611832304,-0.00700512582917369,0.03874115765009261,-0.0058162911492539125
PTH2,,,,,-0.031084873797938402,,
LIPC,0.018841239986934447,,0.03150397354225205,,,0.01474204559957785,-0.034618815113091755
COL8A1,-0.031065048532476325,-0.003943591520196453,-0.004041798653621804,0.04781419048706208,-0.053066195344143974,-0.010261907934284175,0.053949533058601215
GSTM2,0.015044165636449376,-0.03017987362535912,-0.021225689318299563,-0.016507455159037666,0.01837163795349256,-0.002280319606315905,0.08886636719468013
SPX,-0.046554089517379924,-0.029856812557439594,,-0.018272030968946768,0.03547333419094665,-0.006751295780586483,-0.054641332782590514
MFGE8,-0.015818550123261305,0.03462454425130036,-0.019579796329467346,-0.002499865269168986,-0.03169762609610762,0.12450376010356318,0.05002352329144127
